movie	yahoo	genre
1309	1	Documentary and Politics/Religion
1310	1	Comedy, Kids/Family and Adaptation
1311	1	Drama, Romance, Adaptation and Politics/Religion
1312	1	Comedy and Drama
1313	1	Action/Adventure, Art/Foreign, Science Fiction/Fantasy, Suspense/Horror, Thriller and Adaptation
1314	1	Drama, Musical/Performing Arts and Biopic
1315	1	Suspense/Horror, Thriller, Remake and Sequel
1316	1	Documentary
1317	1	Comedy, Drama and Romance
1318	1	Action/Adventure, Animation and Adaptation
1319	1	Drama, Adaptation and Biopic
1320	1	Art/Foreign, Drama, Science Fiction/Fantasy and Adaptation
1321	1	Drama
1322	1	Comedy, Kids/Family and Romance
1323	1	Documentary
1324	1	Comedy and Drama
1325	1	Comedy, Science Fiction/Fantasy, Politics/Religion and Sequel
1326	1	Documentary
1327	1	Drama, Romance and Remake
1328	1	Drama, Musical/Performing Arts and Biopic
1329	1	Comedy and Romance
1330	1	Art/Foreign, Drama, Science Fiction/Fantasy, Suspense/Horror and Thriller
1331	1	Drama and Thriller
1332	0	<NULL>
1333	1	Comedy and Sequel
1334	1	Comedy and Sequel
1335	0	<NULL>
1336	1	Action/Adventure and Comedy
1337	1	Suspense/Horror
1338	1	Action/Adventure, Sequel and War
1339	1	Drama, Science Fiction/Fantasy and Thriller
1340	1	Drama, Thriller and Crime/Gangster
1341	1	Drama, Thriller and Crime/Gangster
1342	1	Comedy and Romance
1343	1	Drama
1344	1	Action/Adventure, Kids/Family, Science Fiction/Fantasy and Animation
1345	1	Drama, Thriller and Crime/Gangster
1346	1	Action/Adventure, Drama, Thriller and Crime/Gangster
1347	1	Comedy
1348	1	Action/Adventure, Drama, Science Fiction/Fantasy and Adaptation
1349	1	Drama
1350	1	Comedy
1351	1	Comedy, Drama and Adaptation
1352	1	Drama and Sports
1353	1	Drama, Science Fiction/Fantasy, Suspense/Horror and Thriller
1354	1	Drama and Thriller
1355	1	Comedy, Drama, Thriller and Crime/Gangster
1356	1	Art/Foreign, Comedy, Drama, Kids/Family and Romance
1357	1	Drama and Science Fiction/Fantasy
1358	1	Comedy
1359	1	Drama
1360	1	Comedy and Drama
1361	1	Drama
1362	1	Drama and Musical/Performing Arts
1363	1	Thriller
1364	1	Drama
1365	1	Drama and Kids/Family
1366	1	Comedy
1367	1	Drama
1368	1	Art/Foreign and Drama
1369	1	Art/Foreign, Drama and Adaptation
1370	1	Drama and Musical/Performing Arts
1371	1	Action/Adventure, Drama, Kids/Family and Thriller
1372	1	Comedy, Musical/Performing Arts and Politics/Religion
1373	1	Drama, Thriller and Crime/Gangster
1374	1	Art/Foreign, Drama and Adaptation
1375	1	Comedy
1376	1	Art/Foreign, Drama, Thriller, Crime/Gangster and Adaptation
1377	0	<NULL>
1378	1	Suspense/Horror, Thriller and Teen
1379	1	Drama
1380	1	Action/Adventure, Romance and Science Fiction/Fantasy
1381	1	Drama and Romance
1382	1	Action/Adventure, Comedy, Kids/Family and Animation
1383	0	<NULL>
1384	1	Comedy
1385	1	Comedy and Kids/Family
1386	1	Kids/Family, Science Fiction/Fantasy and Suspense/Horror
1387	1	Art/Foreign, Drama, Kids/Family and Thriller
1388	1	Comedy, Drama, Musical/Performing Arts and Adaptation
1389	1	Science Fiction/Fantasy, Suspense/Horror and Thriller
1390	1	Art/Foreign, Thriller and Adaptation
1391	1	Comedy, Drama, Musical/Performing Arts and Teen
1392	1	Drama and Adaptation
1393	1	Drama, Biopic and Sports
1394	1	Drama, Adaptation and Biopic
1395	1	Art/Foreign, Drama, Biopic and Politics/Religion
1396	1	Action/Adventure, Remake and War
1397	1	Art/Foreign, Drama, Biopic and Sports
1398	1	Comedy, Drama and Adaptation
1399	1	Action/Adventure, Drama, Thriller and Crime/Gangster
1400	1	Musical/Performing Arts, Science Fiction/Fantasy and Thriller
1401	1	Musical/Performing Arts, Romance and Politics/Religion
1402	1	Drama, Thriller, Politics/Religion and War
1403	1	Comedy, Kids/Family, Animation and Sequel
1404	1	Comedy and Kids/Family
1405	1	Drama and Crime/Gangster
1406	1	Drama
1407	1	Comedy
1408	1	Drama
1409	1	Drama, Musical/Performing Arts and Adaptation
1410	1	Art/Foreign and Drama
1411	1	Art/Foreign, Drama, Kids/Family and Western
1412	1	Art/Foreign and Drama
1413	1	Comedy
1414	1	Art/Foreign, Drama, Romance, Thriller and Adaptation
1415	1	Documentary and War
1416	1	Art/Foreign and Drama
1417	1	Action/Adventure, Art/Foreign and Biopic
1418	0	<NULL>
1419	1	Comedy, Kids/Family and Adaptation
1420	1	Action/Adventure, Comedy, Documentary, Adaptation and Sequel
1421	0	<NULL>
1422	1	Drama and Sports
1423	1	Drama and Romance
1424	0	<NULL>
1425	1	Drama, Thriller and Crime/Gangster
1426	1	Comedy, Romance and Holiday
1427	1	Drama, Adaptation and Sports
1428	1	Art/Foreign, Drama and Kids/Family
1429	1	Drama and Romance
1430	1	Art/Foreign, Drama, Romance and Science Fiction/Fantasy
1431	1	Comedy, Musical/Performing Arts, Animation and Adaptation
1432	1	Drama, Musical/Performing Arts and Teen
1433	0	<NULL>
1434	1	Drama, Musical/Performing Arts and Teen
1435	1	Action/Adventure and Art/Foreign
1436	1	Drama, Kids/Family and Adaptation
1437	1	Art/Foreign and Thriller
1438	0	<NULL>
1439	1	Drama, Thriller and Crime/Gangster
1440	1	Comedy, Kids/Family and Adaptation
1441	1	Drama, Romance, Adaptation and Teen
1442	1	Drama and Thriller
1443	1	Action/Adventure, Comedy and Crime/Gangster
1444	1	Documentary
1445	1	Romance
1446	1	Art/Foreign, Drama, Adaptation and Politics/Religion
1447	1	Action/Adventure
1448	1	Drama and Adaptation
1449	1	Documentary and Sports
1450	0	<NULL>
1451	0	<NULL>
1452	1	Documentary and Sequel
1453	1	Comedy
1454	1	Drama
1455	1	Comedy
1456	1	Drama, Romance and Adaptation
1457	0	<NULL>
1458	1	Art/Foreign, Kids/Family, Science Fiction/Fantasy, Animation and Adaptation
1459	1	Drama, Science Fiction/Fantasy, Thriller, Remake and Teen
1460	1	Action/Adventure, Art/Foreign, Comedy and Adaptation
1461	1	Thriller
1462	1	Action/Adventure, Drama and War
1463	1	Drama and Thriller
1464	1	Drama, Thriller and Adaptation
1465	1	Drama, Science Fiction/Fantasy and Thriller
1466	1	Drama, Musical/Performing Arts and Biopic
1467	1	Art/Foreign and Drama
1468	1	Art/Foreign, Drama, Politics/Religion and War
1469	1	Art/Foreign, Science Fiction/Fantasy and Thriller
1470	1	Art/Foreign, Science Fiction/Fantasy, Adaptation and Sequel
1471	1	Art/Foreign, Comedy, Romance and War
1472	1	Art/Foreign, Comedy, Crime/Gangster and Adaptation
1473	1	Comedy
1474	1	Art/Foreign, Drama and Musical/Performing Arts
1475	1	Comedy
1476	1	Drama, Thriller, Adaptation and Politics/Religion
1477	1	Art/Foreign, Drama and Kids/Family
1478	1	Action/Adventure, Art/Foreign and Comedy
1479	1	Comedy and Teen
1480	1	Art/Foreign, Suspense/Horror and Thriller
1481	1	Art/Foreign and Comedy
1482	1	Comedy, Drama and Kids/Family
1483	1	Comedy
1484	1	Comedy
1485	1	Suspense/Horror and Thriller
1486	1	Action/Adventure, Comedy, Kids/Family, Musical/Performing Arts, Romance, Science Fiction/Fantasy and Animation
1487	1	Action/Adventure and Documentary
1488	1	Art/Foreign, Drama, Musical/Performing Arts and Thriller
1489	1	Comedy and Adaptation
1490	1	Art/Foreign, Drama, Adaptation and Politics/Religion
1491	1	Drama
1492	0	<NULL>
1493	1	Art/Foreign, Drama, Politics/Religion and Teen
1494	1	Art/Foreign, Drama and War
1495	1	Comedy and Suspense/Horror
1496	1	Action/Adventure, Art/Foreign and Documentary
1497	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror, Thriller, Adaptation, Sequel and War
1498	1	Art/Foreign, Animation, Adaptation and Teen
1499	1	Art/Foreign, Drama and Adaptation
1500	1	Comedy, Drama and Romance
1501	1	Art/Foreign and Comedy
1502	1	Drama, Crime/Gangster and Adaptation
1503	1	Action/Adventure, Comedy, Kids/Family and Animation
1504	1	Comedy
1505	1	Drama and Politics/Religion
1506	1	Comedy
1507	1	Action/Adventure, Science Fiction/Fantasy, Animation and Adaptation
1508	1	Art/Foreign, Comedy and Suspense/Horror
1509	1	Comedy and Teen
1510	1	Comedy and Romance
1511	1	Comedy, Science Fiction/Fantasy and Animation
1512	1	Action/Adventure, Drama, Science Fiction/Fantasy and Adaptation
1513	1	Art/Foreign, Comedy and Biopic
1514	1	Comedy and Drama
1515	1	Drama, Romance, Adaptation, Teen and War
1516	1	Comedy
1517	1	Comedy
1518	1	Comedy, Drama and Musical/Performing Arts
1519	1	Drama
1520	1	Art/Foreign, Drama and Adaptation
1521	1	Drama, Adaptation, Biopic and Sports
1522	1	Drama, Thriller and Adaptation
1523	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
1524	0	<NULL>
1525	1	Comedy and Drama
1526	1	Art/Foreign and Crime/Gangster
1527	1	Documentary and Musical/Performing Arts
1528	1	Art/Foreign and Drama
1529	1	Animation and Adaptation
1530	1	Art/Foreign, Comedy and Musical/Performing Arts
1531	1	Comedy, Drama, Kids/Family and Science Fiction/Fantasy
1532	1	Comedy, Thriller and Crime/Gangster
1533	1	Drama, Thriller and Adaptation
1534	1	Comedy
1535	1	Drama, Romance and Adaptation
1536	1	Drama, Suspense/Horror and Thriller
1537	1	Drama, Romance and Adaptation
1538	1	Comedy, Kids/Family and Sports
1539	1	Action/Adventure, Art/Foreign, Science Fiction/Fantasy and Sequel
1540	1	Art/Foreign, Comedy, Romance and Adaptation
1541	1	Art/Foreign, Comedy and Drama
1542	1	Comedy
1543	1	Comedy and Drama
1544	1	Art/Foreign, Comedy, Science Fiction/Fantasy and Suspense/Horror
1545	1	Thriller and Adaptation
1546	1	Documentary and Musical/Performing Arts
1547	0	<NULL>
1548	1	Drama and Kids/Family
1549	1	Art/Foreign and Comedy
1550	1	Comedy and Kids/Family
1551	1	Action/Adventure, Science Fiction/Fantasy, Adaptation and Sequel
1552	1	Comedy
1553	1	Drama, Romance and Adaptation
1554	1	Suspense/Horror, Thriller and Crime/Gangster
1555	1	Documentary and Politics/Religion
1556	1	Action/Adventure, Comedy and Animation
1557	1	Action/Adventure, Art/Foreign, Drama, Politics/Religion and War
1558	1	Comedy and Drama
1559	1	Comedy and Sports
1560	1	Comedy and Teen
1561	1	Action/Adventure, Comedy, Drama and Kids/Family
1562	1	Comedy, Thriller, Adaptation and Remake
1563	1	Drama, Adaptation and Politics/Religion
1564	1	Thriller
1565	0	<NULL>
1566	1	Comedy
1567	1	Art/Foreign, Comedy and Drama
1568	0	<NULL>
1569	1	Art/Foreign, Drama and Musical/Performing Arts
1570	1	Comedy, Documentary and Politics/Religion
1571	1	Comedy
1572	1	Documentary and Sports
1573	1	Comedy, Musical/Performing Arts and Biopic
1574	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1575	1	Action/Adventure, Science Fiction/Fantasy, Thriller and Politics/Religion
1576	1	Suspense/Horror and Thriller
1577	1	Kids/Family, Musical/Performing Arts, Romance, Science Fiction/Fantasy and Animation
1578	1	Documentary, Politics/Religion and War
1579	1	Documentary and Politics/Religion
1580	1	Documentary, Musical/Performing Arts and Biopic
1581	1	Action/Adventure, Thriller, Crime/Gangster and Adaptation
1582	1	Drama and Adaptation
1583	1	Art/Foreign, Comedy, Remake and Teen
1584	0	<NULL>
1585	1	Drama
1586	1	Science Fiction/Fantasy and Animation
1587	1	Comedy, Kids/Family and Musical/Performing Arts
1588	1	Action/Adventure, Drama, Thriller and Crime/Gangster
1589	1	Action/Adventure, Science Fiction/Fantasy and Thriller
1590	1	Documentary and Politics/Religion
1591	1	Drama and War
1592	1	Suspense/Horror, Thriller, Crime/Gangster and Sequel
1593	1	Thriller
1594	1	Comedy
1595	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1596	1	Drama, Thriller and Sequel
1597	1	Drama, Science Fiction/Fantasy, Thriller and Crime/Gangster
1598	1	Drama and Adaptation
1599	1	Suspense/Horror, Thriller and Crime/Gangster
1600	1	Art/Foreign, Drama, Kids/Family and Politics/Religion
1601	1	Action/Adventure, Art/Foreign, Drama and Kids/Family
1602	1	Art/Foreign, Drama and Adaptation
1603	1	Drama
1604	1	Comedy
1605	1	Documentary and Sports
1606	1	Comedy and Romance
1607	1	Action/Adventure, Art/Foreign and Sequel
1608	0	<NULL>
1609	1	Art/Foreign, Drama and Romance
1610	1	Art/Foreign, Drama, Romance and Thriller
1611	1	Comedy and Crime/Gangster
1612	1	Drama, Romance and Politics/Religion
1613	1	Suspense/Horror, Thriller, Crime/Gangster and Adaptation
1614	1	Art/Foreign, Comedy, Drama and Adaptation
1615	1	Science Fiction/Fantasy, Suspense/Horror, Thriller and Remake
1616	1	Drama
1617	1	Comedy
1618	1	Art/Foreign and Drama
1619	1	Art/Foreign and Adaptation
1620	1	Drama and Adaptation
1621	1	Drama and Adaptation
1622	1	Kids/Family, Adaptation, Sequel and Teen
1623	1	Art/Foreign, Comedy and Western
1624	1	Documentary, Politics/Religion and Teen
1625	1	Art/Foreign and Comedy
1626	1	Art/Foreign, Drama and Crime/Gangster
1627	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror, Thriller and Teen
1628	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1629	1	Drama
1630	1	Drama
1631	1	Drama, Musical/Performing Arts and Romance
1632	1	Art/Foreign, Musical/Performing Arts, Science Fiction/Fantasy and Adaptation
1633	1	Comedy and Adaptation
1634	1	Comedy, Drama, Romance, Politics/Religion and Teen
1635	1	Drama
1636	1	Action/Adventure, Drama, Thriller and War
1637	1	Comedy, Drama, Kids/Family and Politics/Religion
1638	0	<NULL>
1639	1	Comedy
1640	1	Comedy and Drama
1641	1	Suspense/Horror and Remake
1642	1	Comedy
1643	1	Art/Foreign, Comedy, Drama and Sports
1644	1	S and Comedy
1645	1	Comedy, Drama and Politics/Religion
1646	1	Comedy
1647	1	Art/Foreign, Drama and Adaptation
1648	1	Comedy
1649	1	Drama, Kids/Family, Science Fiction/Fantasy, Suspense/Horror and Thriller
1650	1	Drama and Romance
1651	1	Drama
1652	1	Action/Adventure, Science Fiction/Fantasy, Thriller, Remake and Sports
1653	1	Action/Adventure and Animation
1654	1	Art/Foreign and Documentary
1655	1	Comedy, Sequel, Sports and Teen
1656	0	<NULL>
1657	1	Drama, Animation and Politics/Religion
1658	1	Comedy and Drama
1659	1	Comedy, Science Fiction/Fantasy and Thriller
1660	1	Action/Adventure, Art/Foreign, Drama, Thriller and Crime/Gangster
1661	1	Science Fiction/Fantasy
1662	0	<NULL>
1663	0	<NULL>
1664	1	Comedy and Adaptation
1665	1	Comedy, Kids/Family and Adaptation
1666	1	Comedy, Drama, Kids/Family, Romance and Sports
1667	1	Drama, Adaptation and Teen
1668	1	Comedy
1669	1	Drama and Science Fiction/Fantasy
1670	1	Comedy
1671	0	<NULL>
1672	1	Comedy, Musical/Performing Arts and Romance
1673	1	Documentary
1674	1	Documentary and Biopic
1675	1	Art/Foreign, Documentary and Politics/Religion
1676	1	Drama and Romance
1677	0	<NULL>
1678	1	Art/Foreign, Documentary, Adaptation and Biopic
1679	1	Science Fiction/Fantasy, Thriller and Teen
1680	1	Comedy and Musical/Performing Arts
1681	0	<NULL>
1682	1	Comedy, Drama, Romance and Adaptation
1683	1	Art/Foreign, Drama, Crime/Gangster and Adaptation
1684	1	Art/Foreign, Comedy, Drama and Romance
1685	1	Comedy
1686	1	Action/Adventure, Drama, Adaptation and War
1687	1	Comedy, Drama and Crime/Gangster
1688	1	Art/Foreign and Drama
1689	1	Drama, Thriller and Adaptation
1690	1	Comedy and Drama
1691	1	Drama, Musical/Performing Arts, Adaptation and Biopic
1692	0	<NULL>
1693	0	<NULL>
1694	1	Art/Foreign, Drama and Thriller
1695	1	Art/Foreign, Drama, Thriller, Crime/Gangster and War
1696	1	Art/Foreign, Drama and Romance
1697	1	Art/Foreign, Documentary, Animation and War
1698	1	Action/Adventure, Science Fiction/Fantasy and Animation
1699	1	Drama
1700	1	Action/Adventure, Kids/Family and Science Fiction/Fantasy
1701	1	Art/Foreign and Comedy
1702	1	Drama, Musical/Performing Arts and Adaptation
1703	1	Documentary and Adaptation
1704	1	Action/Adventure, Art/Foreign, Thriller and Crime/Gangster
1705	0	<NULL>
1706	1	Art/Foreign and Comedy
1707	1	Art/Foreign and Drama
1708	1	Art/Foreign, Drama and Kids/Family
1709	1	Art/Foreign, Drama and Crime/Gangster
1710	1	Action/Adventure, Thriller, Crime/Gangster, Adaptation and Remake
1711	1	Drama, Kids/Family and Crime/Gangster
1712	0	<NULL>
1713	0	<NULL>
1714	1	Kids/Family, Animation and Sequel
1715	1	Drama
1716	1	Art/Foreign, Drama, Romance, Adaptation and Teen
1717	1	Art/Foreign and Thriller
1718	1	Action/Adventure, Art/Foreign, Drama, Romance and Politics/Religion
1719	1	Action/Adventure, Crime/Gangster and Sequel
1720	1	Drama, Musical/Performing Arts and Biopic
1721	1	Action/Adventure, Art/Foreign, Drama and Crime/Gangster
1722	1	Art/Foreign, Comedy and Romance
1723	1	Comedy and Romance
1724	1	Documentary and Drama
1725	0	<NULL>
1726	1	Kids/Family and Animation
1727	1	Documentary
1728	1	Kids/Family, Animation and Sequel
1729	0	<NULL>
1730	1	Suspense/Horror and Remake
1731	1	Science Fiction/Fantasy, Suspense/Horror and Thriller
1732	1	Art/Foreign, Drama, Adaptation and Biopic
1733	1	Comedy and Adaptation
1734	1	Romance and Thriller
1735	1	Comedy, Drama, Kids/Family and Romance
1736	1	Comedy and Drama
1737	1	Documentary and Politics/Religion
1738	1	Action/Adventure, Science Fiction/Fantasy, Thriller and Adaptation
1739	1	Comedy
1740	1	Art/Foreign, Comedy, Drama and Kids/Family
1741	1	Art/Foreign, Comedy, Adaptation and Politics/Religion
1742	1	Art/Foreign, Drama, Biopic and Politics/Religion
1743	1	Drama, Romance and Thriller
1744	0	<NULL>
1745	1	Documentary and Biopic
1746	1	Action/Adventure, Science Fiction/Fantasy, Adaptation and Sequel
1747	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
1748	1	Art/Foreign, Comedy and Drama
1749	1	Art/Foreign, Animation and Adaptation
1750	1	Action/Adventure, Comedy, Animation and Adaptation
1751	1	Comedy and Drama
1752	1	Art/Foreign, Drama and Romance
1753	1	Kids/Family, Animation and Adaptation
1754	0	<NULL>
1755	1	Action/Adventure, Science Fiction/Fantasy and Thriller
1756	1	Drama, Science Fiction/Fantasy, Suspense/Horror and Thriller
1757	1	Comedy and Adaptation
1758	0	<NULL>
1759	1	Drama and Thriller
1760	1	Comedy and Sports
1761	1	Action/Adventure, Drama, Science Fiction/Fantasy and Adaptation
1762	1	Documentary and Sports
1763	1	Drama and Thriller
1764	1	Drama and Biopic
1765	1	Action/Adventure, Art/Foreign, Thriller, Adaptation and Politics/Religion
1766	1	Drama, Musical/Performing Arts and Adaptation
1767	1	Drama and Crime/Gangster
1768	1	Documentary and Musical/Performing Arts
1769	0	<NULL>
1770	1	Art/Foreign, Adaptation and Politics/Religion
1771	1	Drama, Romance and Holiday
1772	1	Drama, Thriller, Adaptation and Politics/Religion
1773	1	Comedy, Kids/Family and Adaptation
1774	1	Comedy and Drama
1775	1	Art/Foreign, Comedy and Drama
1776	1	Drama, Biopic and Politics/Religion
1777	1	Comedy, Documentary, Drama and Musical/Performing Arts
1778	1	Action/Adventure, Drama and Thriller
1779	1	Art/Foreign, Comedy and Musical/Performing Arts
1780	1	Documentary
1781	1	Documentary
1782	1	Documentary and Sports
1783	1	Documentary and Musical/Performing Arts
1784	1	Documentary
1785	1	Comedy, Crime/Gangster and Remake
1786	1	Art/Foreign, Documentary and Politics/Religion
1787	1	Documentary
1788	1	Comedy
1789	1	Art/Foreign, Drama, Romance and Science Fiction/Fantasy
1790	1	Art/Foreign, Comedy and Animation
1791	1	Suspense/Horror, Thriller and Sequel
1792	1	Documentary and Kids/Family
1793	1	Art/Foreign and Comedy
1794	1	Drama
1795	1	Art/Foreign and Drama
1796	1	Drama and Kids/Family
1797	1	Suspense/Horror, Thriller and Remake
1798	1	Drama
1799	1	Art/Foreign, Drama and Thriller
1800	1	Art/Foreign, Drama, Crime/Gangster and Adaptation
1801	1	Art/Foreign, Comedy, Drama and Romance
1802	1	Art/Foreign, Drama, Kids/Family and Musical/Performing Arts
1803	1	Crime/Gangster and Sports
1804	1	Drama
1805	1	Art/Foreign and Drama
1806	1	Action/Adventure and Art/Foreign
1807	1	Suspense/Horror and Thriller
1808	1	Drama and Suspense/Horror
1809	1	Comedy and Romance
1810	1	Drama and Adaptation
1811	1	Comedy and Documentary
1812	1	Documentary and Biopic
1813	1	Documentary and Musical/Performing Arts
1814	1	Documentary
1815	1	Drama
1816	1	Drama
1817	1	Documentary and Politics/Religion
1818	1	Action/Adventure, Thriller and Mystery
1819	1	Comedy, Drama and Romance
1820	1	Art/Foreign, Comedy, Drama, Adaptation and Biopic
1821	1	Documentary and Musical/Performing Arts
1822	1	Comedy
1823	1	Comedy
1824	1	Comedy
1825	1	Art/Foreign and Drama
1826	1	Comedy, Drama and Kids/Family
1827	1	Art/Foreign, Drama and Adaptation
1828	1	Art/Foreign, Biopic and War
1829	0	<NULL>
1830	1	Drama and Thriller
1831	1	Art/Foreign, Drama, Biopic and Politics/Religion
1832	1	Art/Foreign, Crime/Gangster and Politics/Religion
1833	1	Drama and Romance
1834	0	<NULL>
1835	1	Art/Foreign and Drama
1836	1	Art/Foreign, Adaptation, Biopic and Sports
1837	1	Drama
1838	1	Action/Adventure, Comedy, Romance and Adaptation
1839	1	Art/Foreign, Drama and Adaptation
1840	1	Drama and Biopic
1841	1	Documentary
1842	1	Documentary and Suspense/Horror
1843	1	Comedy and Drama
1844	0	<NULL>
1845	1	Art/Foreign, Thriller, Crime/Gangster and Adaptation
1846	1	Comedy, Drama and Adaptation
1847	0	<NULL>
1848	0	<NULL>
1849	1	Action/Adventure, Comedy, Science Fiction/Fantasy and Adaptation
1850	1	Art/Foreign, Drama and Adaptation
1851	1	Action/Adventure, Art/Foreign, Comedy and Romance
1852	1	Art/Foreign, Drama, Musical/Performing Arts and Biopic
1853	1	Art/Foreign, Thriller, Western and Crime/Gangster
1854	1	Art/Foreign, Documentary and Musical/Performing Arts
1855	1	Documentary, Crime/Gangster and Politics/Religion
1856	1	Drama
1857	1	Drama, Thriller, Politics/Religion and Mystery
1858	1	Comedy and Drama
1859	1	Drama and Adaptation
1860	1	Documentary and Kids/Family
1861	1	Comedy
1862	1	Comedy
1863	1	Action/Adventure, Comedy, Science Fiction/Fantasy, Animation and Adaptation
1864	1	Comedy and Romance
1865	1	Art/Foreign, Drama, Science Fiction/Fantasy and Adaptation
1866	1	Documentary
1867	1	Art/Foreign, Science Fiction/Fantasy and Thriller
1868	1	Drama
1869	1	Art/Foreign, Drama and Crime/Gangster
1870	1	Comedy
1871	1	Thriller and Crime/Gangster
1872	1	Drama
1873	1	Drama
1874	1	Documentary
1875	1	Comedy
1876	1	Suspense/Horror and Crime/Gangster
1877	1	Comedy
1878	1	Documentary
1879	1	Drama, Romance and Adaptation
1880	1	Art/Foreign and Suspense/Horror
1881	1	Comedy, Kids/Family and Romance
1882	1	Art/Foreign and Comedy
1883	1	Art/Foreign and Comedy
1884	1	Comedy
1885	1	Action/Adventure, Thriller and Adaptation
1886	1	Drama
1887	1	Suspense/Horror
1888	1	Art/Foreign, Suspense/Horror and Thriller
1889	1	Comedy
1890	1	Art/Foreign and Drama
1891	0	<NULL>
1892	1	Drama, Romance, Suspense/Horror and Thriller
1893	1	Drama, Kids/Family, Romance and Adaptation
1894	1	Drama
1895	1	Action/Adventure, Art/Foreign and Drama
1896	1	Action/Adventure, Comedy and Adaptation
1897	1	Comedy, Kids/Family, Romance, Adaptation and Teen
1898	1	Art/Foreign, Drama, Adaptation and Biopic
1899	1	Art/Foreign
1900	1	Action/Adventure, Comedy and Suspense/Horror
1901	1	Kids/Family, Animation and Holiday
1902	1	Comedy
1903	1	Art/Foreign, Comedy, Drama and Politics/Religion
1904	1	Art/Foreign and Documentary
1905	1	Documentary
1906	1	Documentary, Biopic and Politics/Religion
1907	1	Action/Adventure, Romance and Thriller
1908	1	Drama and Romance
1909	1	Comedy and Adaptation
1910	1	Comedy
1911	1	Art/Foreign, Comedy, Drama and Adaptation
1912	1	Drama, Science Fiction/Fantasy and Thriller
1913	1	Art/Foreign, Thriller and Remake
1914	1	Thriller
1915	1	Drama, Thriller and Adaptation
1916	1	Action/Adventure, Drama and Sports
1917	1	Comedy, Drama and Romance
1918	1	Art/Foreign, Documentary and Kids/Family
1919	1	Drama and Romance
1920	1	Drama and Biopic
1921	1	Action/Adventure and Drama
1922	1	Comedy, Documentary, Adaptation and Sequel
1923	1	Art/Foreign and Comedy
1924	1	Comedy, Documentary and Drama
1925	1	Art/Foreign and Drama
1926	1	Art/Foreign, Comedy and Drama
1927	1	Documentary
1928	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
1929	1	Comedy, Documentary and Biopic
1930	1	Documentary
1931	1	Documentary and Musical/Performing Arts
1932	1	Art/Foreign and Documentary
1933	1	Documentary and Thriller
1934	1	Drama
1935	1	Drama
1936	1	Drama
1937	1	Suspense/Horror and Thriller
1938	1	Art/Foreign, Documentary and Biopic
1939	1	Art/Foreign and Comedy
1940	1	Art/Foreign, Drama, Thriller and War
1941	1	Comedy and Remake
1942	1	Art/Foreign, Drama, Adaptation and Biopic
1943	1	Comedy and Romance
1944	1	Art/Foreign and Thriller
1945	1	Documentary
1946	1	Comedy, Documentary and Biopic
1947	1	Comedy
1948	1	Drama
1949	1	Documentary and Biopic
1950	1	Action/Adventure, Science Fiction/Fantasy, Sequel and Sports
1951	1	Documentary
1952	1	Documentary
1953	0	<NULL>
1954	1	Documentary and Biopic
1955	1	Comedy, Drama and Romance
1956	1	Action/Adventure, Western, Adaptation and Remake
1957	1	Documentary
1958	1	Romance, Thriller and Adaptation
1959	1	Action/Adventure, Comedy and Drama
1960	1	Drama, Romance and Adaptation
1961	1	Documentary
1962	1	Documentary
1963	1	Comedy, Romance and Adaptation
1964	1	Art/Foreign, Comedy, Drama and Musical/Performing Arts
1965	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
1966	1	Fantasy
1967	1	Art/Foreign, Thriller and Adaptation
1968	1	Art/Foreign and Drama
1969	1	Documentary and Politics/Religion
1970	1	Comedy and Drama
1971	1	Drama
1972	1	Drama
1973	1	Comedy
1974	1	Comedy and Drama
1975	1	Drama, Kids/Family, Politics/Religion and War
1976	1	Comedy, Drama, Biopic and War
1977	1	Comedy, Drama and Sports
1978	1	Documentary
1979	1	Art/Foreign, Drama and Romance
1980	1	Drama, Thriller and Crime/Gangster
1981	1	Art/Foreign and Comedy
1982	1	Drama, Kids/Family and Holiday
1983	1	Art/Foreign, Drama, Sports and Teen
1984	1	Art/Foreign and Comedy
1985	1	Art/Foreign, Drama and Adaptation
1986	1	Art/Foreign and Comedy
1987	1	Art/Foreign and Comedy
1988	1	Comedy and Drama
1989	1	Drama
1990	1	Drama and War
1991	1	Comedy and Politics/Religion
1992	1	Art/Foreign, Drama and Kids/Family
1993	1	Comedy
1994	1	Action/Adventure, Thriller and Crime/Gangster
1995	1	Action/Adventure, Art/Foreign, Comedy, Kids/Family and Animation
1996	1	Art/Foreign and Drama
1997	1	Art/Foreign, Drama and War
1998	1	Documentary
1999	1	Drama, Politics/Religion and Teen
