movie	hollywood	director
1934	1	Josh Radnor
1935	2	Sebastian Junger	Tim Hetherington
1936	1	Chris Morris
1937	1	Joey Stewart
1938	1	Daniel Adams
1939	1	Warren P. Sonoda
1940	2	Nick Cohen	Christopher Baker
1941	1	Eric Forsberg
1942	1	Tod Williams
1943	1	Nicolo Donato
1944	1	Leslie Zemeckis
1945	1	Lisa Cholodenko
1946	1	Miguel Albaladejo
1947	1	Dover Kosashvili
1948	1	Ben Hickernell
1949	1	Jeff Malmberg
1950	1	Thomas Ikimi
1951	1	Jeff Deutchman
1952	1	Marc-Andre Lavoie
1953	1	Fred Olen Ray
1954	1	Josh Sternfeld
1955	1	Daryn Tufts
1956	1	Chandan Arora
1957	1	Paul Morrissey
1958	1	Stanislav Rostotsky
1959	1	Peter Bogdanovich
1960	1	Burt Kennedy
1961	1	Richard Fleischer
1962	1	Sidney Poitier
1963	1	Sidney Lumet
1964	1	Ted Post
1965	1	Claude Goretta
1966	1	Robert Aldrich
1967	1	Daniel Petrie
1968	1	Peter Yates
1969	1	Barry Pollack
1970	1	Joseph Sargent
1971	1	Richard Sarafian
1972	1	Stanley Kramer
1973	1	John Guillermin
1974	1	Bernard Kowalski
1975	1	Howard W. Koch
1976	1	Nathan Juran
1977	0	<NULL>
1978	1	Tom Gries
1979	1	Robin Hardy
1980	1	Caspar Wrede
1981	1	Gérard Pirès
1982	1	David Buckley
1983	1	Menahem Golan
1984	1	Sigi Rothemund
1985	1	Trevor D. Rhone
1986	1	Harold Pinter
1987	1	Charles Martin
1988	1	Pierre Tchernia
1989	1	Guy Green
1990	1	Robert Stevenson
1991	1	Patrick McGoohan
1992	2	Roland Kibbee	Burt Lancaster
1993	1	Paul Annett
1994	2	Lewis Gilbert	Guffroy Gilbert
1995	1	Richard T. Heffron
1996	1	Eugene S. Jones
1997	1	Nicolas Noxon
1998	1	Michael Cimino
1999	1	Masahiro Shinoda
