movie	imdb	mpaa_rating
1099	1	Rated R for graphic horror violence and gore, and for a scene of sexuality.
1100	1	Rated R for strong violence and battle sequences.
1101	1	Rated R for graphic bloody violence.
1102	1	Rated R for violence and language.
1103	1	Rated R for violence, language and some strong sexuality.
1104	1	Rated PG for language and mild thematic elements. (2002 edited version)
1105	1	Rated R for strong violence and gore, language and nudity.
1106	1	Rated R for language and some nudity.
1107	1	Rated R for strong brutal violence throughout, pervasive language, sexual content, nudity and some drug use - some involving children.
1108	1	Rated PG for battle sequences and frightening moments.
1109	1	Rated PG for action violence, mild language and some thematic elements.
1110	1	Rated PG-13 for crude and sexual content, language, violence and some drug material.
1111	1	Rated R for strong language and some drug content.
1112	1	Rated R for sadistic brutal violence including a rape and disturbing images, language, nudity and some drug use.
1113	1	Rated R for horror violence and gore, sexual images and language.
1114	1	Rated PG-13 for intense violent sequences, thematic material and brief language.
1115	1	Rated R for some strong sexuality, language and some violence.
1116	1	Rated R for strong gruesome violence, and for language.
1117	1	Rated PG-13 for some strong language.
1118	1	Rated PG-13 for language including sexual references, some alcohol abuse, smoking and brief disturbing war images.
1119	1	Rated PG-13 for mature thematic material involving drugs and sexuality, and for some strong language.
1120	1	Rated R for strong bloody violence, and language.
1121	1	Rated PG-13 for nudity/sensuality and intense thematic elements.
1122	1	Rated R for graphic nudity, sexual content and language.
1123	1	Rated R for strong violence, language, some sexuality and drug content.
1124	1	Rated PG-13 for crude and sexual content throughout, language, some comic violence and drug references.
1125	1	Rated PG-13 for thematic elements, brief violence and innuendo.
1126	1	Rated R for sci-fi violence, strong sexuality and some language.
1127	1	Rated R for language.
1128	1	Rated PG-13 for substance abuse, sexual content, brief nudity, language and thematic elements. (also extended edition)
1129	1	Rated PG-13 for some sexuality, drug references, brief violence and language. (edited version)
1130	1	Rated R for language and some disturbing violent content.
1131	1	Rated PG-13 for sex-related situations, partial nudity and crude language.
1132	1	Rated R for a rape scene, violent images, some graphic nudity and language.
1133	1	Rated PG-13 for some crude sexual humor and language.
1134	1	Rated PG-13 for some violence and sensuality.
1135	1	Rated PG-13 for language and some sexual content.
1136	1	Rated R for language and some sexuality.
1137	1	Rated PG for sequences of violence/peril and action, language and a couple of suggestive moments.
1138	1	Rated PG-13 for intense depiction of urban disaster and related injuries.
1139	1	Rated R for strong brutal violence, and for language.
1140	1	Rated R for violence, language and some sexuality.
1141	1	Rated R for language and some violence.
1142	1	Rated R for strong grisly violence, and for language.
1143	1	Rated R for strong bloody stylized violence throughout, and language.
1144	1	Rated R for sexuality/nudity, language and some violence.
1145	1	Rated PG-13 for sexual content and language.
1146	1	Rated R for strong violent/gruesome accidents, language and a scene of sexuality.
1147	1	Rated R for strong sexual content, pervasive crude humor, language and drug content.
1148	1	Rated NC-17 for numerous explicit sex scenes.; Rated R for accident gore, some graphic language and aberrant sexual content. (edited version)
1149	1	Rated PG for scary images and sequences, thematic elements, some crude humor and brief language.
1150	1	Rated R for graphic bloody killings, terror, sexual content and language. (edited version); Rated NC-17 for strong graphic violence.
1151	1	Rated PG for action violence and some mild language.
1152	1	Rated R for sexual content, some language and drug use.
1153	1	Rated PG-13 for sexual content, some violence and language.
1154	1	Rated PG-13 for thematic issues, sexual content, language, some teen drinking and rough sports action.
1155	1	Rated R for strong violence, language, drug content and some sexuality.
1156	1	Rated R for terror, violence and language.
1157	1	Rated R for some violence and language.
1158	1	Rated PG-13 for macabre humor.
1159	1	Rated PG-13 for intense sequences of action violence and brief strong language.
1160	1	Rated PG for violence. (edited version)
1161	1	Rated PG-13 for language, some suggestive material and brief violence.
1162	1	Rated PG-13 for a strong beating and elements of domestic abuse.
1163	1	Rated PG-13 for sexual content, partial nudity and language.
1164	1	Rated R for strong horror violence/gore, language and some sexual content.
1165	1	Rated R for strong violence, pervasive language and drug content.
1166	1	Rated PG for slapstick violence, language and mild sensuality.
1167	1	Rated R for sexuality, nudity and language.
1168	1	Rated PG-13 for thematic elements, some sexual material and brief violence.
1169	1	Rated R for strong violence, pervasive language and a scene of sexuality.
1170	1	Rated PG-13 for some violence, intense thematic elements and sensuality.
1171	1	Rated R for language and werewolf attacks.
1172	1	Rated PG-13 for some menacing action/violence and brief drug references.
1173	1	Rated R for horrific images.
1174	1	Rated R for violence, disturbing images and some sexuality.
1175	1	Rated PG for crude humor and mild violence, language and sensuality.
1176	1	Rated R for language and brief sexuality.
1177	1	Rated R for violence and sexuality/nudity.
1178	1	Rated PG-13 for disturbing images/violence, sexual content and language.
1179	1	Rated R for pervasive strong violence and some sexuality.
1180	1	Rated R for strong violent content - some involving children, and some sexuality.
1181	1	Rated PG-13 for crude sexual references throughout, strong bullying, language, drug references and partial nudity.
1182	1	Rated R for sexuality/nudity, language and some drug use. (extended edition)
1183	1	Rated R for pervasive language including sexual references, violence and brief sexuality.
1184	1	Rated PG for some mild rude humor.
1185	1	Rated R for sexual content, nudity, language and drug use.
1186	1	Rated PG-13 for sexual content, language and some violence.
1187	1	Rated R for strong brutal violence, drug content and pervasive language.
1188	1	Rated R for horror violence/gore, language and sexual content.
1189	1	Rated PG for some language and kids chewing tobacco.
1190	1	Rated R for strong sexuality, violence, language and some drug use. (edited version)
1191	1	Rated R for language and brief violence.
1192	1	Rated R for graphic sexual language, and for nudity
1193	1	Rated PG-13 for some sexual content, language and drug references.
1194	1	Rated R for some disturbing images of atrocities, strong violence, brief nudity and a scene of graphic sexual content.
1195	1	Rated R for sexual content, disturbing images and language.
1196	1	Rated PG-13 for language and thematic elements.
1197	1	Rated R for violence and brief language.
1198	1	Rated R for strong bloody violence, terror and language.
1199	1	Rated R for violence, sexuality and pervasive language.
1200	1	Rated R for scenes of war violence, and for language.
1201	1	Rated R for violence and language.
1202	1	Rated R for pervasive language, a scene of sexuality and a violent act.
1203	1	Rated R for sequences of strong bloody gruesome violence, grisly images involving nudity, sexual content and language.
1204	1	Rated R for strong graphic violence and sexuality, pervasive strong language and drug use.
1205	1	Rated R for pervasive strong crude and sexual humor, language, nudity and drug content.
1206	1	Rated R for some strong sexuality.
1207	1	Rated R for some sexuality, drug content, violence and language.
1208	1	Rated PG-13 for sexual content, nudity and language.
1209	1	Rated R for strong horror violence, language and some sexuality.
1210	1	Rated R for strong language throughout, sexuality and nudity, and some substance abuse.
1211	1	Rated PG-13 for jungle adventure terror and action and brief strong language.
1212	1	Rated R for strong language, nudity and crude sexual humor.
1213	1	Rated PG-13 for intense sequences of violent action, some sensuality and language.
1214	1	Rated PG for some peril and brief mild language.
1215	1	Rated PG-13 for brief language.
1216	1	Rated PG-13 for mature thematic elements involving substance abuse, language and some sensuality.
1217	1	Rated PG-13 for violent/disturbing images, some terror, thematic elements and brief sexuality.
1218	1	Rated PG for sci-fi action violence throughout, brief language and momentary smoking.
1219	1	Rated R for language, some violence and sexual content.
1220	1	Rated R for strong sensuality, language and drug use.
1221	1	Rated PG-13 for mature thematic material including violence, drinking and smoking.
1222	1	Rated PG-13 for ribald humor and drug references.
1223	1	Rated R for language and some adventure gore/violence.
1224	1	Rated PG-13 for crude and sexual content, and for language including a drug reference.
1225	1	Rated PG-13 for crude and sexual humor throughout, language and brief drug references.
1226	1	Rated R for language, some violence and brief nudity.
1227	1	Rated R for graphic violence, language including sexual references and some drug use.
1228	1	Rated R for strong violence/gore, language and some sexuality.
1229	1	Rated R for sexual content including strong dialogue, and language.
1230	1	Rated R for bloody violence, language and some nudity.
1231	1	Rated PG for action/violence and some brief sensuality.
1232	1	Rated PG for thematic elements, some sensuality and language.
1233	1	Rated PG-13 for some violence, sexuality and drug content.
1234	1	Rated R for violence and language.
1235	1	Rated R for language.
1236	1	Rated PG for animal action and humor.
1237	1	Rated PG-13 for some sexual content, language and a brief drug reference; Rated PG for language, sexual situations, and some thematic material including partying. (edited from PG-13 version)
1238	1	Rated R for strong violence, sexual content, nudity, language and drug material.
1239	1	Rated R for strong language, drug use and some violence.
1240	1	Rated R for strong violence, sexuality, drug use and language.
1241	1	Rated PG-13 for intense stylized action, and some brief partial nudity.
1242	1	Rated R for strong language including sex-related dialogue, violence, crude humor and some drug content.
1243	1	Rated R for sexuality, nudity and language.
1244	1	Rated PG-13 for intense sequences of violence and action, some startling images and a scene of suggestive material.
1245	1	Rated R for pervasive sexual content, language and some drug use.
1246	1	Rated PG-13 for some violence and language.
1247	1	Rated R for sexual content/nudity and language.
1248	1	Rated R for pervasive language, some sexual content and violence.
1249	1	Rated PG-13 on appeal for strong language, thematic elements, nudity and a beating.
1250	1	Rated R for strong graphic horror violence and gore, and for language.
1251	1	Rated R on appeal for extensive use of extremely explicit sex-related dialogue.
1252	1	Rated R for strong violence/terror and language.
1253	1	Rated R for strong language and some sexuality.
1254	1	Rated R for strong sexuality, nudity, violence, language and some drug content.
1255	1	Rated R for sexual content, language and drug use.
1256	1	Rated PG for crude humor, innuendo and language.
1257	1	Rated R for strong sexuality, violence and language.
1258	1	Rated R for some disturbing images and nudity/sexual content.
1259	1	Rated R for language, disturbing images, some sexuality and drug use.
1260	1	Rated PG for sports action and some mild language.
1261	1	Rated R for strong violence, sexual content, drug use and language - all involving teens.
1262	1	Rated R for strong violence and language throughout, drug use and sexual content.
1263	1	Rated PG for two uses of mild language.
1264	1	Rated R for language.
1265	1	Rated PG-13 for violence and thematic elements.
1266	1	Rated PG-13 for some violence and brief language.
1267	1	Rated PG-13 for language, sexual humor and drug material.
1268	1	Rated R for strong bloody violence, torture and language.
1269	1	Rated R for some strong sexual content and language.
1270	1	Rated R for violence, language, sexuality and drug use.
1271	1	Rated PG for mild action, some rude humor and brief language.
1272	1	Rated R for strong bloody violence, language, drug content and some sexuality/nudity.
1273	1	Rated R for language and a scene of sexuality.
1274	1	Rated R for violence, pervasive language, a scene of strong sexuality and some drug use.
1275	1	Rated R for violence, sexuality and language.
1276	1	Rated R for strong violence and gore, disturbing images and rituals, and for language including some sexual dialogue.
1277	1	Rated R for a very strong sex scene, sexual dialogue and other strong language.
1278	1	Rated R for violence and gore.
1279	1	Rated R for language and some violence.
1280	1	Rated PG for some mild language and thematic elements.
1281	1	Rated PG for action, crude and suggestive humor and language.
1282	1	Rated R for strong language and a shooting.
1283	1	Rated PG-13 for a disturbing accident scene.
1284	1	Rated PG-13 for language.
1285	1	Rated R for images of horror, and for language.
1286	1	Rated R for language and sexual content.
1287	1	Rated R for strong sexuality, language and some violence.
1288	1	Rated PG for some mild language.
1289	1	Rated R for violence and sexuality.
1290	1	Rated PG-13 for sexual content throughout, some language and a drug reference.
1291	1	Rated PG for comic nudity and some double entendre humor.
1292	1	Rated PG for mild language.
1293	1	Rated PG-13 for sexual content and language. (edited; originally Rated R for some sex-related material.)
1294	1	Rated R for heavy drug content, bizarre eroticism, and language.
1295	1	Rated PG for a mild barroom brawl, some language and sensuality.
1296	1	Rated PG-13 for some sexual references and brief language.
1297	1	Rated PG for mild crude humor and some double-entendres.
1298	1	Rated R for violence, language, and some drug use.
1299	1	Rated PG for brief nudity and mild language. (edited for re-rating; was PG-13)
1300	1	Rated R for violence and language.
1301	1	Rated PG-13 for sexual content including crude dialogue, language and drug material.
1302	1	Rated R for strong violence and language.
1303	1	Rated R for some language.
1304	1	Rated PG for language.
1305	1	Rated PG for mild thematic elements.
1306	1	Rated PG-13 for adult situations involving sexuality, and some substance material.
1307	1	Rated PG for boxing action and mild thematic elements.
1308	1	Rated PG-13 for sensuality, language and a scene of drug use.
1309	1	Rated R for strong brutal violence, pervasive language, some nudity and brief drug use.
1310	1	Rated PG for some mild crude humor.
1311	1	Rated PG-13 for crude and sex-related humor, and for language.
1312	1	Rated R for explicit horror violence and gore, and for language.
1313	1	Rated PG-13 for some intense violent sequences.
1314	1	Rated R for terror/violence and language.
1315	1	Rated PG-13 for mature thematic content, some disturbing images, sensuality, language and brief teen drinking.
1316	1	Rated R for violence and language.
1317	1	Rated PG-13 for depiction of strong thematic material including violence and disturbing images, and for language and brief sexuality.
1318	1	Rated PG-13 for intense battle sequences and some sexual content. (2002 re-rating)
1319	1	Rated PG-13 for a scene of nudity. (edited version)
1320	1	Rated R for some sexuality.
1321	1	Rated R for terrorist violence and language.
1322	1	Rated R for pervasive language, strong sexuality, some drug content and violence.
1323	1	Rated PG for some rude humor, mild action and brief language.
1324	1	Rated R for language, some drug content and sexuality.
1325	1	Rated PG-13 for horror violence/terror, some sexual references, nudity, language and a brief drug reference. (edited version)
1326	1	Rated R for language, sexual references, teen drug and alcohol use.
1327	1	Rated R for horror violence, some sexuality/nudity and language.
1328	1	Rated PG-13 for sex-related humor.
1329	1	Rated PG-13 for violence, sexual content and language.
1330	1	Rated PG-13 for crude and sexual content, thematic material, language and a mild drug reference.
1331	1	Rated PG-13 for sexual content and language.
1332	1	Rated R for language, sexual dialogue and drug content.
1333	1	Rated PG-13 for a bloody battle.
1334	1	Rated PG-13 for some sexual references.
1335	1	Rated R for some sexual content and brief language.
1336	1	Rated R for images of violence and some language.
1337	1	Rated R for sexual content, language, brief violence and some drug use.
1338	1	Rated PG-13 for nudity and language.
1339	1	Rated R for violence, language, some sexuality and drug content.
1340	1	Rated PG-13 for mature thematic material, disturbing violence and terror.
1341	1	Rated PG-13 for sexual content and some substance abuse.
1342	1	Rated PG for intense images.
1343	1	Rated R for violence, pervasive language and some sexuality.
1344	1	Rated R for language.
1345	1	Rated R for pervasive strong violence and some sexual content.
1346	1	Rated PG-13 for language, sensuality and brief violence.
1347	1	Rated PG-13 for crude and sexual humor, language and some drug references.
1348	1	Rated R for aberrant sexuality including violence, and for language.
1349	1	Rated PG for brief mild language.
1350	1	Rated PG-13 for violence, extreme sports action, sensuality, language and some drug references.; Rated R for violence, nudity and some language. (video version)
1351	1	Rated PG-13 for sci-fi violence, horror and gore involving mutant creatures.
1352	1	Rated R for a great amount of strong violence, and for language.
1353	1	Rated PG-13 for a scene of violence, some sexual material and language.
1354	1	Rated PG-13 for sexual content, thematic elements and language.
1355	1	Rated PG-13 for some sensuality, language and brief violence.
1356	1	Rated R for strong sexual content and language.
1357	1	Rated R for language and domestic abuse.
1358	1	Rated PG-13 for brief strong language and some sexuality.
1359	1	Rated PG-13 for violence, language and some sensuality.
1360	1	Rated R for violence, drug content, strong language and some sexuality.
1361	1	Rated PG-13 for some violence and reckless behavior.
1362	1	Rated PG-13 for some brief sexual references.
1363	1	Rated R for pervasive drug use, language and some sexuality.
1364	1	Rated PG-13 for intense sequences of sci-fi terror, disturbing images, language, sensuality and thematic material.
1365	1	Rated R for violence, language and a scene of sexuality.
1366	1	Rated R for disturbing sequences involving sexuality and violence, language and some drug use.
1367	1	Rated PG-13 for violence, language and mature thematic material involving child abuse.
1368	1	Rated PG-13 for intense thematic material, language and sexual content.
1369	1	Rated R for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use.
1370	1	Rated R for language and some strong violent content.
1371	1	Rated PG for emotional thematic material.
1372	1	Rated PG-13 for intense sequences of violent action, sensuality and language.
1373	1	Rated PG-13 for violent action, sexual material and language.
1374	1	Rated PG-13 for drug content and some sexual references.
1375	1	Rated PG for sequences of action and violence, frightening and dangerous situations, and some thematic elements.
1376	1	Rated PG-13 for intense creature violence.
1377	1	Rated PG-13 for violence, sexuality, language and drug references.
1378	1	Rated R for language, sexual references and some drug use.
1379	1	Rated R for terror, violence, a scene of sexual molestation, and for language.
1380	1	Rated PG-13 for terror and horror images, and brief language.
1381	1	Rated R for language, sexuality, some disturbing content and brief drug use.
1382	1	Rated R for language and some violence.
1383	1	Rated R for violence, language and sexuality/nudity.
1384	1	Rated PG-13 for mature thematic elements involving teen sexuality, language and some drug material.
1385	1	Rated PG for mild violence and language.
1386	1	Rated R for sequences of strong bloody violence, grisly images and language.
1387	1	Rated R for strong language and some violence.
1388	1	Rated R for language and some violence.
1389	1	Rated R for language, a scene of sexuality, and some drug use.
1390	1	Rated PG for mild language and sensuality.
1391	1	Rated R for violence/gore, sexual content, language and drug use.
1392	1	Rated R for strong violence and pervasive strong language.
1393	1	Rated PG for language and emotional intensity.
1394	1	Rated R for war violence and language.
1395	1	Rated PG-13 for thematic elements and frightening moments.
1396	1	Rated PG-13 for some intense action violence.
1397	1	Rated PG for mild thematic elements and brief language.
1398	1	Rated R for horror violence/gore and language.
1399	1	Rated PG-13 for thematic elements, sexual content, nudity, language and a crash sequence.
1400	1	Rated R for pervasive drug content, strong language, violence and some sexuality.
1401	1	Rated PG-13 for intense sequences of violent action and some sensuality.
1402	1	Rated PG-13 for sexual content, drug references and language.
1403	1	Rated R for strong language, some violence, drug use and sexuality.
1404	1	Rated R for strong violence, disturbing images and some nudity.
1405	1	Rated R for violence and language.
1406	1	Rated R for sequences of graphic violence and disturbing images.
1407	1	Rated R for some language, sexuality/nudity and drug content.
1408	1	Rated R for strong violence, drug use, language and sexuality.
1409	1	Rated PG for mild language.
1410	1	Rated PG for action violence and language.
1411	1	Rated R for strong violence, torture, pervasive terror, grisly images, language and some sexual material.
1412	1	Rated R for some disturbing images, language and sexual content.
1413	1	Rated PG-13 for mature thematic material, some violence, sexuality and language.
1414	1	Rated PG-13 for violence, and for some sexual content.
1415	1	Rated R for strong violence, some sexuality, language and brief drug content.
1416	1	Rated PG-13 for exotic dancing and some language.
1417	1	Rated PG for adventure action and peril.
1418	1	Rated PG for thematic elements including tension, some violent images and brief language.
1419	1	Rated R for drug content and language.
1420	1	Rated PG-13 for sexuality, nudity and violence.
1421	1	Rated PG-13 for language, sensuality, drug content and images of nudity.
1422	1	Rated PG-13 for violence, terror, disturbing images, language, sexuality and a brief drug reference.
1423	1	Rated R for bloody images, some violence and language.
1424	1	Rated PG for some crude humor and language.
1425	1	Rated PG-13 for sensuality and brief language.
1426	1	Rated PG-13 for drug and sexual references, nudity and language.
1427	1	Rated R for drug/alcohol use and sexuality involving teens, language and a disturbing image.
1428	1	Rated R for strong violence/grisly images, pervasive drug use and language, some sexuality/nudity.
1429	1	Rated R for strong violence and language, some sexuality and drug use.
1430	1	Rated R for some language and violence.
1431	1	Rated PG-13 for thematic elements, drug and sexual content.
1432	1	Rated PG-13 for sex related humor, martial arts violence and a humerous drug related scene.
1433	1	Rated R for language and some sexual content/nudity.
1434	1	Rated R for violence and language.
1435	1	Rated R for some violence.
1436	1	Rated PG for action sequences and brief rude humor.
1437	1	Rated R for strong sexuality, and for language and violence.
1438	1	Rated PG-13 for sexual content, teen partying, language and a fight.
1439	1	Rated R for strong violent and sexual images.
1440	1	Rated R for language and sexual content.
1441	1	Rated PG for mild language and sensuality.
1442	1	Rated R for strong sexuality including explicit dialogue, nudity, graphic crime scenes and language.
1443	1	Rated PG for language, sensuality and mild violence.
1444	1	Rated PG-13 for some sexual humor and a humorous drug reference.
1445	1	Rated PG for language, emotional thematic elements, and an accident scene.
1446	1	Rated R for strong violence, language and some sexual content.
1447	1	Rated R for violence, strong language and a sex scene.
1448	1	Rated R for language, including some sex related dialogue.
1449	1	Rated R for strong sexuality and nudity, and for language.
1450	1	Rated PG for action violence and some rude humor. (also family edition)
1451	1	Rated R for pervasive depiction of drug addiction, disturbing images, language, sexual content and nudity.
1452	1	Rated R for pervasive strong language, brutal violence, drug use and some sexuality.
1453	1	Rated R for strong futuristic violence, some brutal beatings and some language.
1454	1	Rated PG-13 for language and crude sexual humor.
1455	1	Rated R for language, some sexual content and brief drug use.
1456	1	Rated PG-13 for sex-related situations and language.
1457	1	Rated R for strong violence.
1458	1	Rated R for depiction of strong thematic material.
1459	1	Rated R for violence, sexuality and language.
1460	1	Rated PG for bodily humor. (Re-rated from PG-13)
1461	1	Rated R for brief violence, sexuality and language.
1462	1	Rated R for violence, language and some drug use.
1463	1	Rated PG-13 for intense, sometimes frightening elements of theme, and for language.
1464	1	Rated R for violence.
1465	1	Rated PG for some scary action, rude humor and language.
1466	1	Rated PG-13 for thematic content, violence, sexuality, language and some teen drinking.
1467	1	Rated R for violence and gore, and for some language.
1468	1	Rated R for sexuality and language.
1469	1	Rated PG-13 for mature thematic material and brief strong language.
1470	1	Rated R for language and brief sexuality.
1471	1	Rated R for language.
1472	1	Rated PG for thematic material, brief violence and language.
1473	1	Rated R for the strong depiction of a perverse sexual relationship.
1474	1	Rated R for sequences of epic warfare.
1475	1	Rated R for strong violence, sensuality and language.
1476	1	Rated PG-13 for some drug references and sexual material.
1477	1	Rated PG for mild adventure action and brief language.
1478	1	Rated PG-13 for sequences of intense supernatural violence and action, disturbing images, thematic elements and some language.
1479	1	Rated R for strong images of prison brutalities, sexuality and language.
1480	1	Rated PG for thematic material, peril and language.
1481	1	Rated PG-13 for terror, disturbing images, sexual content and language.
1482	1	Rated PG for some mild thematic elements and scary images.
1483	1	Rated PG-13 for some strong pirate action/violence and brief sensuality.
1484	1	Rated PG for some mild language and rough hockey action.
1485	1	Rated PG-13 for sequences of violence and martial arts action, and some sensuality.
1486	1	Rated PG-13 for violent images.
1487	1	Rated PG-13 for some strong language, mature thematic elements and brief drug references.
1488	1	Rated PG for brief mild language.
1489	1	Rated R for monster violence and gore, and for language.
1490	1	Rated R for nonstop strong violence, and for language and nudity.
1491	1	Rated R for language, some sexual material and a scene of violence.
1492	1	Rated PG-13 for sexual content, brief violence and language.
1493	1	Rated R for language.
1494	1	Rated PG-13 for off-color dialogue.
1495	1	Rated R for violence and language.
1496	1	Rated R for violence, language and sensuality.
1497	1	Rated R for strong sexuality, sci-fi violence/gore and language.
1498	1	Rated PG-13 for sustained intense battle sequences.
1499	1	Rated PG-13 for racy innuendos.
1500	1	Rated R for strong horror violence/gore, sexual content and language.
1501	1	Rated PG-13 for sexual material including some suggestive dialogue, some violence and thematic content.
1502	1	Rated PG for some mild action and rude humor.
1503	1	Rated R for violence/gore.
1504	1	Rated R for language, some violence and brief sexuality.
1505	1	Rated PG-13 for sci-fi violence, partial nudity and language.
1506	1	Rated R for some nudity and brief strong language.
1507	1	Rated PG for some language.
1508	1	Rated PG-13 for some language and sexual humor.
1509	1	Rated R for strong sexuality, nudity, some drug use and language.
1510	1	Rated R for strong sexual content, pervasive language and drug use, and some violence.
1511	1	Rated R for a scene of sexuality, including brief graphic nudity.
1512	1	Rated PG for mild thematic elements and some language.
1513	1	Rated PG-13 for thematic elements and brief language.
1514	1	Rated PG-13 for sexuality/nudity, a scene of drug use, some disturbing images and brief language.
1515	1	Rated R for language and brief sexuality.
1516	1	Rated R for strong violence and gore, language and nudity.
1517	1	Rated R for strong graphic violence, some sexual content, nudity and language.
1518	1	Rated PG-13 for intense disaster sequences and some language.
1519	1	Rated R for strong brutal violence, graphic sexuality, nudity, language and some drug use.
1520	1	Rated R for violence and demonic images.
1521	1	Rated R for pervasive vulgar language and crude sexual humor, and for some violent images.
1522	1	Rated PG-13 for brooding, dark violence.
1523	1	Rated PG-13 for sexual humor, language and comic violence. (edited for re-rating)
1524	1	Rated R for strong war violence.
1525	1	Rated R for sexuality.
1526	1	Rated PG-13 for violence and some language.
1527	1	Rated PG-13 for sexual material and language.
1528	1	Rated R for some strong violence. (edited version)
1529	1	Rated R for sexual content, language and some graphic nudity.
1530	1	Rated R for some language and sexual material.
1531	1	Rated PG-13 for action violence, scary images and some language.
1532	1	Rated PG-13 for some crude remarks.
1533	1	Rated R for sexuality/nudity, language and some violence.
1534	1	Rated R for disturbing images, language and some sexual content.
1535	1	Rated R for strong violence and language.
1536	1	Rated PG for language and thematic elements.
1537	1	Rated PG-13 for some partial nudity and innuendo.
1538	1	Rated R for language and sexuality.
1539	1	Rated R for pervasive drug content and language, and for some strong sexuality.
1540	1	Rated R for sexuality, nudity and language.
1541	1	Rated R for graphic violence and pervasive language. (re-rating; originally also some strong sexuality)
1542	1	Rated PG-13 for language, rude dialogue and some violence.
1543	1	Rated R for some disturbing images.
1544	1	Rated PG-13 for language and some sensuality.
1545	1	Rated PG-13 for some sensuality/partial nudity and a brief violent image.
1546	1	Rated R for strong violence, sexuality, language, and drug content.
1547	1	Rated R for crude and sexual content, and language.
1548	1	Rated PG-13 for some crude/sexual humor, teen drinking and language. (edited from R-rated version)
1549	1	Rated R for language and some sexuality.
1550	1	Rated PG-13 for sexual content and language.
1551	1	Rated R for strong sexual content, nudity and language.
1552	1	Rated R for terror/violence.
1553	1	Rated R for language.
1554	1	Rated PG for some menacing action violence and mild language.
1555	1	Rated PG-13 for sexual content and nudity, violence and language.
1556	1	Rated R for strong sexual content including dialogue, and for language.
1557	1	Rated PG for mild thematic material and language.
1558	1	Rated R for strong crude and sexual content, violence, language and some nudity.
1559	1	Rated R for pervasive crude sexual content, some nudity and language.
1560	1	Rated PG-13 for thematic elements, language and some violence. (re-rating)
1561	1	Rated PG-13 for mature thematic elements, language, and brief sensuality.
1562	1	Rated PG-13 for thematic elements.
1563	1	Rated R for sci-fi violence and terror, some language and a brief moment of nudity.
1564	1	Rated PG-13 for language, sexual content and some drug references.
1565	1	Rated PG for mild language and sensuality.
1566	1	Rated R for language including sexual references, brief nudity and some drug content.
1567	1	Rated R for strong violence, language and sexuality.
1568	1	Rated PG for mild language and violence.
1569	1	Rated PG for sequences of action violence and some peril.
1570	1	Rated R for strong war violence and brief language.
1571	1	Rated PG-13 for sequences of intense sci-fi action and violence, some language, and brief sexual content.
1572	1	Rated PG for some rude language.
1573	1	Rated R for nudity and brief language.
1574	1	Rated R for violence and language.
1575	1	Rated PG for language and rude humor.
1576	1	Rated PG-13 for frequent crude and sexual humor, drinking and brief drug references.
1577	1	Rated R for strong horror violence, and some sexuality.
1578	1	Rated R for graphic violence and pervasive strong language.
1579	1	Rated R for language.
1580	1	Rated R for pervasive language and some sexual content.
1581	1	Rated PG-13 for brief strong language.
1582	1	Rated PG-13 for brief strong language.
1583	1	Rated R for pervasive language, some strong violence and sexuality/nudity.
1584	1	Rated PG-13 for language, and some sensuality.
1585	1	Rated PG for mild language and comic action.
1586	1	Rated R for strong language and some sexuality.
1587	1	Rated PG-13 for language, some sexuality and drug references.
1588	1	Rated PG-13 for sexual content including nudity.; Rated R for some language. (special edition)
1589	1	Rated R for bloody violence, some strong sexuality and language. (all new exclusive cut)
1590	1	Rated PG-13 for sexual content including references, some crude material and language.
1591	1	Rated PG for language, some comic violence and mild sex-related humor.
1592	1	Rated R for language.
1593	1	Rated R for some language and a scene of sexuality.
1594	1	Rated R for strong sexuality and graphic images, and language.
1595	1	Rated R for strong sexuality, and for violence.
1596	1	Rated R for pervasive language, some sexual content and violence.
1597	1	Rated PG-13 for some sexual material.
1598	1	Rated R for language.
1599	1	Rated R for language and nudity.
1600	1	Rated R for strong crude and sexual content, nudity, pervasive language and some drug use.
1601	1	Rated PG-13 for some sexual reference.
1602	1	Rated PG for some mild rude humor.
1603	1	Rated PG-13 for crude humor, sexual content and language.
1604	1	Rated PG-13 for some violence, sexual content and language. (also international version)
1605	1	Rated PG-13 for some strong language and a scene of sensuality.
1606	1	Rated R for language and brief nudity. (parts 1 &#x26; 2)
1607	1	Rated PG for some mild language and thematic elements.
1608	1	Rated PG for action violence.
1609	1	Rated PG-13 for sexual content and brief nudity.
1610	1	Rated R for language, drug content and some sexual humor.
1611	1	Rated R for language and some creature violence.
1612	1	Rated PG-13 for language and some sensuality.
1613	1	Rated PG-13 for the depiction of a violent act, and for sensuality.
1614	1	Rated PG for some action/peril, mild language and brief smoking.
1615	1	Rated R for language.
1616	1	Rated R for disturbing sexual material involving minors, violence including a rape, language and some drug content.
1617	1	Rated PG for some rude dialogue.
1618	1	Rated R for strong violence and language, and brief drug use.
1619	1	Rated R for strong bloody horror violence, grisly images, terror and language.
1620	1	Rated PG-13 for some sexual content.
1621	1	Rated R for some violent images, sexuality, nudity and language.
1622	1	Rated PG for an opening accident scene and some mild language.
1623	1	Rated R for disturbing sadistic horror violence, nudity and language.
1624	1	Rated R for horror violence and language.
1625	1	Rated PG-13 for adventure violence and martial arts fights.
1626	1	Rated PG-13 for thematic elements and a related scene of violence.
