movie	metacritic	genre
1706	1	Drama, Crime, Music
1707	1	Documentary
1708	1	Adventure, Sport, Family
1709	1	Biography, Drama, Music
1710	1	Biography, Drama, Music
1711	1	Biography, History, Documentary
1712	1	Sci-Fi, Drama, Thriller, Horror
1713	1	Documentary
1714	1	Music, Documentary
1715	1	Action, Adventure, Fantasy
1716	1	Documentary
1717	1	Drama, Thriller, Crime
1718	1	Drama, Comedy, Romance
1719	1	Drama, Comedy
1720	1	Drama
1721	1	Sci-Fi, Drama, Thriller, Crime
1722	1	Comedy
1723	1	Comedy, Romance
1724	1	Action, Adventure, Thriller, Romance
1725	1	Thriller, Horror
1726	1	Action, Comedy, Crime
1727	1	Drama, Thriller, Crime
1728	1	Thriller, Horror
1729	1	Action, Drama, Thriller, Crime
1730	1	Adventure, Sport, Comedy
1731	1	Mystery, Thriller, Horror
1732	1	Drama, Comedy, Romance, Crime
1733	1	Comedy
1734	1	Comedy
1735	1	Drama, Thriller, Crime
1736	1	Drama, Comedy, Music
1737	1	Comedy
1738	1	Comedy, Romance
1739	1	Mystery, Thriller, Horror, Family
1740	1	Drama, Comedy, Romance
1741	1	Sport, Comedy
1742	1	Drama, Comedy
1743	1	Mystery, Thriller, Horror
1744	1	Drama
1745	1	Drama
1746	1	Adventure, Mystery, Comedy
1747	1	Comedy
1748	1	Fantasy, Comedy
1749	1	Documentary
1750	1	Drama
1751	1	Thriller
1752	1	Action, Sci-Fi, Thriller, Horror
1753	1	Action, Sci-Fi, Thriller, Horror
1754	1	Fantasy, Comedy, Romance
1755	1	Fantasy, Animation, Family, Musical
1756	1	Drama, Comedy, Romance
1757	1	Comedy
1758	1	Drama, Comedy
1759	1	Drama, War
1760	1	Action, Drama, Crime
1761	1	Drama
1762	1	Fantasy, Horror
1763	1	Comedy, Romance
1764	1	Mystery, Thriller, Fantasy, Horror
1765	1	Adventure, Mystery, Thriller, Horror
1766	1	Drama, Thriller, Comedy, Crime
1767	1	Drama, Comedy
1768	1	Action, Drama, Mystery, Thriller, Crime
1769	1	Action, Drama, Thriller
1770	1	Action, Sci-Fi, Crime
1771	1	Comedy
1772	1	Thriller
1773	1	Fantasy, Comedy, Animation
1774	1	Action, Thriller, Horror, Crime
1775	1	Action, Adventure, Animation, Family
1776	1	Comedy, Romance
1777	1	Comedy, Family
1778	1	Drama, Thriller, Romance
1779	1	Action, Comedy
1780	1	Thriller, Horror, Crime
1781	1	Drama, Comedy, Romance
1782	1	Adventure, Drama, Comedy, Romance, Music
1783	1	Action, Sci-Fi, Thriller
1784	1	Drama
1785	1	Drama, Romance
1786	1	Thriller, Horror
1787	1	Sci-Fi, Mystery, Thriller, Fantasy, Horror
1788	1	Comedy
1789	1	Comedy, Romance
1790	1	Fantasy, Comedy, Romance
1791	1	Drama, Romance, Music
1792	1	Drama, Mystery, Thriller, Crime
1793	1	Comedy, Crime
1794	1	Comedy, Romance
1795	1	Comedy, Romance
1796	1	Action, Mystery, Thriller, Crime
1797	1	Action, Horror, Romance
1798	1	Drama, Thriller, Horror
1799	1	Sci-Fi, Comedy
1800	1	Sci-Fi, Thriller, Horror, War
1801	1	Drama, Thriller, Crime
1802	1	Mystery, Thriller, Horror
1803	1	Drama, Mystery, Thriller
1804	1	Drama, Romance
1805	1	Biography, Drama, Comedy
1806	1	Sport, Comedy
1807	1	Action, Comedy
1808	1	Action, Drama
1809	1	Drama, Comedy, Crime
1810	1	Thriller, Horror
1811	1	Sci-Fi, Horror
1812	1	Drama, Romance
1813	1	Drama, Thriller
1814	1	Drama, Romance
1815	1	Action
1816	1	Thriller, Comedy, Crime
1817	1	Comedy, Romance
1818	1	Action, Drama, History, Romance, War, Western
1819	1	Action, Drama, Thriller, Horror, Crime
1820	1	Horror, Comedy
1821	1	Drama, Thriller, Horror
1822	1	Thriller, Romance
1823	1	Action, Adventure, Comedy, Music
1824	1	Comedy, Romance
1825	1	Mystery, Thriller, Horror
1826	1	Thriller, Horror, Crime
1827	1	Thriller, Horror
1828	1	Action, Sci-Fi, Thriller, Horror
1829	1	Action, Drama, Thriller, Crime
1830	1	Comedy
1831	1	Comedy, Crime
1832	1	Action, Comedy, Crime
1833	1	Comedy
1834	1	Action, Thriller, Crime
1835	1	Drama, Comedy
1836	1	Comedy
1837	1	Comedy, Romance, Crime
1838	1	Action, Adventure, Fantasy, Animation, Family
1839	1	Comedy, Crime
1840	1	Thriller, Horror
1841	1	Action, Thriller, Comedy
1842	1	Drama
1843	1	Comedy
1844	1	Sport, Comedy
1845	1	Mystery, Thriller, Crime
1846	1	Comedy, Family
1847	1	Musical
1848	1	Comedy
1849	1	Drama, Comedy
1850	1	Comedy, Crime
1851	1	Drama, Mystery, Thriller, Horror, Crime
1852	1	Mystery, Thriller, Horror
1853	1	Comedy, Romance
1854	1	Comedy
1855	1	Drama, Sport, Comedy, Romance
1856	1	Action, Sci-Fi, Fantasy
1857	1	Action, Adventure, Sci-Fi
1858	1	Action, Thriller, Comedy, Crime
1859	1	Drama, Comedy, Romance
1860	1	Comedy, Crime
1861	1	Drama, Thriller, Crime
1862	1	Action, Adventure, Fantasy, Family
1863	1	Adventure, Mystery, Comedy, Romance
1864	1	Comedy, Music
1865	1	Comedy, Crime
1866	1	Action, Adventure, Comedy
1867	1	Comedy
1868	1	Adventure, Comedy, Family
1869	1	Action, Drama, Thriller, Comedy, Crime
1870	1	Drama, Comedy, Romance
1871	1	Drama
1872	1	Comedy, Romance
1873	1	Mystery, Thriller, Crime
1874	1	Drama, Thriller
1875	1	Action, Adventure, Fantasy, Horror, Comedy
1876	1	Action, Sci-Fi
1877	1	Drama, Mystery, Thriller
1878	1	Action, Adventure, Drama, Sport, Comedy, Romance
1879	1	Action, Adventure, Thriller
1880	1	Action, Adventure, Sci-Fi, Thriller
1881	1	Comedy
1882	1	Drama, Mystery, Thriller, Horror, Crime
1883	1	Adventure, Comedy
1884	1	Comedy, Crime
1885	1	Drama, Thriller, Horror
1886	1	Thriller, Horror, Crime
1887	1	Action, Drama, Crime
1888	1	Adventure, Comedy, Crime
1889	1	Comedy
1890	1	Action, Thriller, Comedy, Crime
1891	1	Comedy
1892	1	Comedy, Family
1893	1	Drama, Mystery, Thriller
1894	1	Action, Adventure
1895	1	Comedy, Romance
1896	1	Horror
1897	1	Comedy, Romance
1898	1	Action, Sci-Fi, Comedy
1899	1	Comedy, Family
1900	1	Comedy, Crime
1901	1	Comedy, War
1902	1	Action, Drama, Crime
1903	1	Horror, Comedy
1904	1	Drama
1905	1	Comedy
1906	1	Comedy, Crime
1907	1	Sci-Fi, Comedy, Crime, Family
1908	1	Comedy
1909	1	Comedy
1910	1	Drama
1911	1	Horror
1912	1	Drama, Mystery, Thriller, Crime
1913	1	Drama, Thriller, Crime
1914	1	Drama
1915	1	Drama
1916	1	Drama, Comedy
1917	1	Drama, Fantasy, Romance
1918	1	Sci-Fi, Drama, Fantasy, Romance
1919	1	Drama, Thriller, Comedy, Crime
1920	1	Adventure, Fantasy, Comedy, Romance, Family
1921	1	Mystery, Thriller, Fantasy, Horror
1922	1	Drama
1923	1	Adventure, Comedy, Romance, Music, Animation, Family
1924	1	Adventure, Drama, History
1925	1	Thriller, Crime
1926	1	Drama
1927	1	Drama
1928	1	Drama, Sport, Comedy, Romance
1929	1	Drama, Music
1930	1	Biography, Music, Documentary
1931	1	Drama, History
1932	1	Mystery, Thriller, Crime
1933	1	Action, Drama, War
1934	1	Adventure, Drama, Thriller, Crime
1935	1	Action, Drama
1936	1	Drama
1937	1	Action, Thriller
1938	1	Drama
1939	1	Drama, Thriller, Romance, Crime
1940	1	Action, Adventure, Comedy, Western
1941	1	Drama
1942	1	History, Documentary
1943	1	Drama, Comedy, Romance
1944	1	Biography, Documentary
1945	1	Drama, Comedy, Romance
1946	1	Comedy, Family
1947	1	Drama
1948	1	Music, Documentary
1949	1	Drama
1950	1	Drama, Comedy
1951	1	Thriller, Comedy, Romance, Crime
1952	1	Drama, Sport
1953	1	Drama, Romance
1954	1	Action, Drama, Crime, Western
1955	1	Drama, Comedy, Romance
1956	1	Comedy, Romance, Music
1957	1	Drama, Musical
1958	1	Music, Documentary
1959	1	Drama, Crime
1960	1	Documentary
1961	1	Drama, Mystery, Romance, War
1962	1	Drama, Comedy
1963	1	Drama
1964	1	Music, Documentary
1965	1	Drama, Comedy, Romance, Music
1966	1	Comedy, Documentary
1967	1	Biography, Drama, Romance
1968	1	Drama, Thriller, Romance
1969	1	Action, Sci-Fi, Mystery, Thriller, Animation
1970	1	Drama, Crime
1971	1	Action, Comedy, Romance, Crime
1972	1	Adventure, Fantasy, Family
1973	1	Biography, Sport, Documentary
1974	1	Mystery, Thriller, Horror
1975	1	Drama, Comedy
1976	1	Action, Sci-Fi, Comedy
1977	1	Drama, Romance, Crime
1978	1	Documentary
1979	1	Drama, Comedy
1980	1	Drama, Sport
1981	1	Biography, Drama, Romance, Crime
1982	1	Biography, History, Documentary
1983	1	Drama, Romance
1984	1	Drama, Music
1985	1	Documentary
1986	1	Drama, History
1987	1	Drama, Romance
1988	1	Drama, Crime
1989	1	Mystery, Thriller, Crime
1990	1	Comedy
1991	1	Action, Drama, Comedy, Crime, Music
1992	1	Drama
1993	1	Music, Documentary
1994	1	Documentary
1995	1	Comedy, Music
1996	1	Drama, Comedy
1997	0	<NULL>
1998	1	Biography, Drama
1999	1	Documentary
