movie	imdb	director
1961	1	Isaac Florentine
1962	1	Alex Turner
1963	1	Tom Vaughan
1964	1	Woo-ping Yuen
1965	1	Kevin Spacey
1966	1	Tom Shankland
1967	1	Teddy Chan
1968	1	Dario Argento
1969	1	Tom Shankland
1970	1	Lisa Cholodenko
1971	1	Brian Gilbert
1972	1	Steven Soderbergh
1973	1	Barry Levinson
1974	1	Corey Yuen
1975	1	Nick Guthe
1976	1	Frank Sebastiano
1977	1	Christine Jeffs
1978	1	David Raynr
1979	1	Andy Wilson
1980	1	Sandra Nettelbeck
1981	1	Daniel Minahan
1982	1	Bronwen Hughes
1983	1	Alice Wu
1984	2	Scott McGehee	David Siegel
1985	1	Edward Burns
1986	1	Mark Fergus
1987	1	Stephen Surjik
1988	1	Todd Haynes
1989	1	Spike Lee
1990	1	Tony Goldwyn
1991	1	Mira Nair
1992	1	Todd Louiso
1993	1	John Duigan
1994	1	Ed Solomon
1995	1	Paul Feig
1996	1	Abel Ferrara
1997	1	Keith Gordon
1998	1	Sunu Gonera
1999	1	Jane Anderson
