movie	yahoo	mpaa_rating
1701	1	Not Rated
1702	1	PG-13 for some violence, sexual humor and dialogue, language, drug content and brief nudity.
1703	1	PG-13 for elements of violence, sexuality/nudity, drugs, and brief strong language.
1704	0	<NULL>
1705	1	Not Rated
1706	1	R for language, and some sexual content including brief nudity.
1707	1	Not Rated
1708	1	Not Rated
1709	1	Not Rated
1710	1	R for violence and pervasive language.
1711	1	Not Rated
1712	1	Not Rated
1713	0	<NULL>
1714	1	PG for mild action, some rude humor and brief language.
1715	1	R for language, some violence and sexual content.
1716	1	PG 13 for mature thematic material involving sexual content, and for smoking.
1717	1	Not Rated
1718	1	None
1719	1	PG-13 for sequences of intense action and violence, some sexual content and drug material.
1720	1	R for pervasive language, some strong sexuality including dialogue, nudity, and for drug content.
1721	1	R for brutal bloody violence and brief sexuality.
1722	1	Not Rated
1723	1	R for language and sexual content.
1724	1	None
1725	0	<NULL>
1726	1	PG for rude humor and some mild action.
1727	1	R for language.
1728	0	<NULL>
1729	0	<NULL>
1730	1	R for strong bloody violence, some graphic sexual content, language and drug material.
1731	1	R for strong bloody violence and pervasive language and including sexual references.
1732	1	R for scene of sexuality/nudity.
1733	1	R for sexual content including strong dialogue, and language.
1734	1	R for drug use, violence, language and some sexuality.
1735	1	R for language and some sexual content.
1736	1	R for drug content and language throughout.
1737	1	Not Rated
1738	1	PG-13 for intense sequences of violence, disturbing images, language, sexuality and a drug-related scene.
1739	1	R for language, some sexual content and violence.
1740	1	PG-13 for thematic elements and brief strong language.
1741	1	Not Rated
1742	1	R
1743	1	R for strong violence, some drug use and brief language.
1744	0	<NULL>
1745	1	G
1746	1	PG-13 for for sequences of intense sci-fi action and violence, and some language.
1747	0	<NULL>
1748	1	Not Rated
1749	1	PG for thematic elements and smoking.
1750	1	PG for action, smoking and slang humor.
1751	1	R for language, some sexual content and nudity.
1752	1	R for some violence.
1753	0	<NULL>
1754	1	Not Rated
1755	1	PG-13 for disaster sequences, disturbing images and brief strong language.
1756	1	PG-13 for intense sequences of violence and terror, disturbing images, thematic material and language including some sexual refernces.
1757	1	R for language.
1758	1	Not Rated
1759	1	PG-13 for disturbing thematic material and a scene of violence.
1760	1	PG-13 for sexual content including crude dialogue, language and drug material.
1761	1	R for some violence, disturbing images and language.
1762	1	PG-13 for brief strong language.
1763	1	R for language and some violence.
1764	1	PG for some sensuality, language, thematic elements and smoking.
1765	1	R for strong brutal violence and torture, language and some sexuality.
1766	1	R for graphic nudity, some sexual content, drug use and language.
1767	1	R for drug use and language throughout, some violence and sexuality.
1768	1	PG for thematic elements and brief smoking.
1769	1	PG
1770	1	Not rated.
1771	1	PG for thematic material, mild language and brief smoking.
1772	1	R for strong bloody violence and language.
1773	1	G for .
1774	1	R for language and crude sexual humor throughout, and some sexuality.
1775	0	<NULL>
1776	1	R for language, some sexual content and brief violence.
1777	1	Not Rated
1778	1	R for some sequences of violence and language.
1779	0	<NULL>
1780	1	PG for some thematic material and disturbing images.
1781	1	PG for some disturbing images and brief language. .
1782	1	PG for brief mild language and incidental smoking.
1783	1	G
1784	1	PG-13 for brief strong language.
1785	1	PG 13 for violence, some sexual content and brief strong language.
1786	0	<NULL>
1787	1	Not Rated
1788	1	R for pervasive language, sexual content including nudity, and some drug material.
1789	1	PG-13 for some violence, sensuality and brief strong language.
1790	1	Not Rated
1791	1	R for strong zombie violence/gore, language and brief sexuality.
1792	1	Not Rated
1793	1	R for sexuality and brief violence.
1794	1	R for language including sexual references.
1795	0	<NULL>
1796	1	Not Rated
1797	1	R for strong bloody violence, language, some sexuality/nudity and partying.
1798	0	<NULL>
1799	1	Not Rated
1800	1	Not Rated
1801	1	Not Rated
1802	1	Not Rated
1803	1	PG-13 for intense fight sequences, some sexuality and brief strong language.
1804	1	PG-13 for language and some sexual content.
1805	1	Not Rated
1806	1	R for violence throughout, and brief sexuality/nudity.
1807	1	PG-13 for violence and disturbing images, thematic material and some language including sexual references.
1808	1	PG-13 for thematic elements, violence and disturbing content.
1809	1	PG for sensuality and language.
1810	1	R for some disturbing images and nudity/sexual content.
1811	1	PG 13 for some language including sex and drug references, and brief partial nudity.
1812	1	PG-13 for brief strong language.
1813	1	R for some sexual content including references, nudity, drug material and language.
1814	1	Not Rated
1815	1	None
1816	1	Not Rated
1817	1	None
1818	1	PG-13 for sequences of intense violence and action, some sexuality and brief language.
1819	1	PG-13 for thematic material, sexual content and language.
1820	1	PG-13 for some sexual language and thematic elements.
1821	1	None
1822	1	R for strong crude and sexual content, nudity, pervasive language and some drug use.
1823	0	<NULL>
1824	1	R for pervasive crude and sexual content, language and drug use.
1825	1	Not Rated
1826	1	R for language and some sexual material.
1827	1	Not Rated
1828	1	None
1829	1	Not Rated
1830	1	PG-13 for some thematic material and brief violent content.
1831	1	Not Rated
1832	1	NONE
1833	1	Not Rated
1834	1	Not Rated
1835	1	Not Rated
1836	1	R for language.
1837	1	Not Rated
1838	1	PG-13 for stylized violence, sexual content, language and drug references.
1839	1	R for some disturbing violent images and brief strong language.
1840	1	R for language and some violent images.
1841	1	Not Rated
1842	1	None
1843	1	R for sexual content including strong dialogue, and for language.
1844	1	Not Rated
1845	1	R for disturbing violent content including rape, grisly images, sexual material, nudity and language.
1846	1	PG-13 for mature thematic material involving a sexual assault on a minor, violence, drug references and smoking.
1847	1	R for some language.
1848	0	<NULL>
1849	1	PG for fantasy action violence, some mild rude humor and brief language.
1850	1	Not Rated
1851	0	<NULL>
1852	1	R for language and a scene of sexuality.
1853	1	R for strong violence and language throughout, druguse and sexual content.
1854	1	NONE.
1855	1	Not Rated
1856	1	NONE.
1857	1	Not Rated
1858	1	R for some strong sexuality, drug use and language.
1859	1	R for some disturbing violence including a rape, sexual content and language.
1860	1	NONE.
1861	1	R for strong sexual content, nudity and language.
1862	1	R for sexuality, language and some drug use, all involving teens.
1863	0	<NULL>
1864	1	PG-13 for some sexual references and momentary violence.
1865	1	R for language and some disturbing images.
1866	1	R for pervasive strong sexual content, nudity and language.
1867	1	Not Rated
1868	0	<NULL>
1869	1	Not Rated
1870	1	PG for some rude humor, mild language and brief smoking.
1871	1	R for strong sexuality and violence, and pervasive language.
1872	1	PG for mild suggestive material, some thematic elements and brief language. .
1873	1	Not Rated
1874	1	Not Rated
1875	1	PG 13 for sexual content including dialogue, language and brief drug references.
1876	1	R for pervasive sadistic bloody violence, language and some sexuality/nudity.
1877	1	R for pervasive crude and sexual content, nudity, language and drug use.
1878	0	<NULL>
1879	1	PG-13 for language including some crude comments, drug references and brief violence.
1880	1	Not Rated
1881	1	PG-13 for some sexual content and brief strong language.
1882	1	None
1883	1	R for language and some sexual content.
1884	1	R for some language.
1885	1	PG-13 for sequences of intense action and violence, a scene of sensuality and language.
1886	1	NONE.
1887	1	Not Rated
1888	0	<NULL>
1889	1	Not Rated
1890	1	Not Rated
1891	0	<NULL>
1892	1	None
1893	1	PG for thematic material, some violence, sensuality and mild language.
1894	1	Not Rated
1895	0	<NULL>
1896	1	R for strong crude and sexual content, violence, language and some nudity.
1897	1	PG for language and some thematic material.
1898	1	R for Language and some sexual content.
1899	0	<NULL>
1900	1	R for crude and sexual content, nudity, drug use, language and some violence.
1901	0	<NULL>
1902	1	PG for brief mild language and rude behavior.
1903	1	R for language and brief sexuality.
1904	1	PG for thematic elements involving hardships of climbing, and some historical smoking images.
1905	1	PG for some thematic elements and brief mild language.
1906	1	NONE.
1907	1	PG-13 for sequences of action violence throughout, and brief strong language.
1908	1	Not Rated
1909	1	R for strong sexual content, nudity, pervasive language, and some drug material.
1910	1	R for language, drug use and sexual content.
1911	1	Not Rated
1912	1	R for nudity, disturbing images, language and brief sexuality.
1913	1	R for strong sexual content including graphic dialogue, nudity and language.
1914	1	R for language.
1915	0	<NULL>
1916	1	R for language and some disturbing violent content/bloody images.
1917	1	PG 13 for sexual material, language and some drug content.
1918	1	PG for cultural and maternal nudity throughout.
1919	1	R for language, some drug use and sexual content.
1920	1	PG 13 for sexual content, drug and alcohol use and language.
1921	0	<NULL>
1922	1	R for male nudity, extremely crude and dangerous stunts throughout and for language.
1923	1	PG
1924	1	Not Rated
1925	0	<NULL>
1926	1	Not Rated
1927	1	NONE.
1928	1	PG-13
1929	1	R for language and sexual humor.
1930	1	PG for some thematic material, mild language and incidental smoking.
1931	0	<NULL>
1932	1	Not Rated
1933	1	PG-13 for some sexual references.
1934	1	Not Rated
1935	1	R for language and sexual content.
1936	1	Not Rated
1937	1	Not Rated
1938	1	None
1939	0	<NULL>
1940	0	<NULL>
1941	1	PG-13 for sequences of crude and sexual content, some partial nudity and language.
1942	1	Not Rated
1943	0	<NULL>
1944	1	R for violence and language.
1945	0	<NULL>
1946	1	R for some language.
1947	1	Not Rated
1948	1	Not Rated
1949	0	<NULL>
1950	0	<NULL>
1951	0	<NULL>
1952	1	Not Rated
1953	1	R for bloody horror violence and gore, language, drug use and some sexuality/nudity.
1954	1	R for some sexual material, nudity and language.
1955	1	None
1956	1	PG-13 for some intense sequences of western violence including disturbing images.
1957	1	None
1958	1	R for violence, sexual content and nudity.
1959	1	R for strong violence and pervasive language including sexual references.
1960	1	PG-13 for some thematic elements including a nude image and brief violent content.
1961	0	<NULL>
1962	1	Not Rated
1963	1	PG-13 for sexual content, partial nudity, language and some drug material.
1964	1	PG-13 for brief strong language and some sexual content.
1965	0	<NULL>
1966	0	<NULL>
1967	1	R for strong violence, some sexual material, and brief language.
1968	0	<NULL>
1969	1	Not Rated
1970	0	<NULL>
1971	1	R for language, some sexual content and brief violence.
1972	1	None
1973	0	<NULL>
1974	1	PG-13 for mature thematic material, some disturbing content, sexuality and language including a drug reference.
1975	1	R for some violence.
1976	1	R for language including sexual references, and some drug content.
1977	1	R for strong language and some sexual content.
1978	1	Not Rated
1979	1	R for language and some sexual content.
1980	1	R for disturbing grisly images, some violence and language.
1981	1	PG-13 for some strong language.
1982	1	Not Rated
1983	1	PG
1984	1	Not Rated
1985	1	R for sexual content and nudity.
1986	1	PG-13 for some strong language and brief sexuality.
1987	1	R for drug content, language including sexual references, and some violence.
1988	1	R for strong sexual content, pervasive language, some violence and brief drug use.
1989	1	PG-13 for some violent and sexual content and teen drinking.
1990	1	R for some strong disturbing violence and pervasive language.
1991	1	PG 13 for language including some crude sexual references, drug related material, and brief violence.
1992	1	PG-13 for some violence, sexual content, language and thematic issues.
1993	1	R for language and some sexual content.
1994	1	R for sequences of strong bloody violence, sexuality/nudity and language.
1995	1	G
1996	1	R for language, some sexual content and brief nudity.
1997	1	Not Rated
1998	1	PG for some mild disturbing images and thematic elements.
1999	1	R for language, some sexual content and drug use.
