restaurant	opentable	name
1640	1	Aangan
1641	1	Abe & Arthur's
1642	1	Above Restaurant and Bar
1643	1	Adour Alain Ducasse at The St. Regis New York
1644	1	Aged - New York City
1645	1	Agozar!
1646	1	Agua Dulce
1647	1	Akbar Restaurant - Garden City
1648	1	Al Dente
1649	1	Alfredo of Rome
1650	1	Amanda's Restaurant
1651	1	Amber - West
1652	1	Amber Gramercy
1653	1	Amsterdam Restaurant & Tapas Lounge
1654	1	An American Bistro
1655	1	Ana Beall's Tea Room
1656	1	Andaz
1657	1	Angelo & Maxie's Steakhouse - NYC
1658	1	Angelo's Tavolo at Glen Sanders Mansion
1659	1	Antonia's By The Park
1660	1	Antonucci's
1661	1	Apizz
1662	1	Aquavit Dining Room
1663	1	Armani Ristorante 5th Avenue
1664	1	Aspen Restaurant
1665	1	Assaggio Ristorante
1666	1	Aureole - Bar Room
1667	1	Aurora - Soho
1668	1	B. Smith's Sag Harbor
1669	1	Bacchus
1670	1	Bahrs Landing
1671	1	Baku Palace
1672	1	Baluchi's - Downtown
1673	1	Bar Americain at Mohegan Sun
1674	1	Bar Henry
1675	1	Barbarini
1676	1	Barbetta Restaurant
1677	1	Barclay Bar and Grill
1678	1	Basera Indian Bistro
1679	1	Becco
1680	1	Belcourt
1681	1	Bella Luna - NYC
1682	1	Bella Vita City Grill
1683	1	Belleville Bistro
1684	1	Bello Restaurant
1685	1	Benjamin Steakhouse
1686	1	Besito - Roslyn
1687	1	Bhatti Indian Grill
1688	1	Big Daddy’s – Upper West Side
1689	1	Bistro de la Gare
1690	1	Bistro Rollin
1691	1	Black Rock Tavern
1692	1	BLT Market
1693	1	Blu- New York
1694	1	Blue Fin - New York
1695	1	Bogota Latin Bistro
1696	1	Bond 45
1697	1	Bottino
1698	1	Boulevard Five72
1699	1	Braai
1700	1	The Brass Rail
1701	1	Brasserie 214 at The Inn at New Hyde Park
1702	1	Brick NYC
1703	1	Brinkley's
1704	1	Broadway East
1705	1	Bryant Park Grill
1706	1	BV Tuscany Italian Restaurant
1707	1	Cacio e Pepe
1708	1	The Cafe Carlyle
1709	1	Café on the Green
1710	1	Café Routier
1711	1	Capital Grille - NY- Wall Street
1712	1	Casa Lever
1713	1	Cavatappo Grill
1714	1	Caviar Russe - Wave Sushi
1715	1	Centro Vinoteca
1716	1	Chola
1717	1	Chom Chom
1718	1	Choptank
1719	1	Chris Michael's Steakhouse
1720	1	Christopher's Restaurant at the Heldrich
1721	1	Ciaobella
1722	1	Cibo
1723	1	Cipollini Trattoria and Bar
1724	1	City Lobster & Steakhouse
1725	1	COLORS
1726	1	COMMERCE
1727	1	Commodore Grill
1728	1	Compass Restaurant - New York
1729	1	Coppola's West
1730	1	The Corner
1731	1	Corton
1732	1	Craft
1733	1	Crema Restaurante
1734	1	Crispo
1735	1	Cu29 Wine and Bistro
1736	1	Day Boat Cafe
1737	1	Deco 1600
1738	1	DeStefano's Steak House
1739	1	Destino - NYC
1740	1	Dino & Harry's Steakhouse
1741	1	Dinosaur Bar B Que
1742	1	Diva
1743	1	Do Hwa
1744	1	Domenico
1745	1	Dos Caminos – Meatpacking
1746	1	Dovetail
1747	1	Dressler
1748	1	Duke's - Murray Hill
1749	1	Edward's Steakhouse
1750	1	Encore Restaurant - Steak, Seafood, Sushi
1751	1	Equus @ The Castle on the Hudson
1752	1	Erminia Ristorante
1753	1	Esca
1754	1	Farm 2 Bistro
1755	1	Fatty Crab
1756	1	Fig & Olive - Fifth Avenue
1757	1	Fig & Olive - Uptown
1758	1	Fiorino
1759	1	Fishtail by David Burke
1760	1	Flex Mussels
1761	1	Fornino - Park Slope
1762	1	Fresno
1763	1	Friend of a Farmer
1764	1	Fusha East
1765	1	Gabbana Restaurant & Lounge
1766	1	Gabriela's
1767	1	Gallagher's Steak House
1768	1	Garage Restaurant and Cafe
1769	1	Gigino at Wagner Park
1770	1	Gigino Trattoria
1771	1	Glass Woods Tavern - Hyatt Regency New Brunswick
1772	1	The Goose American Bistro and Bar
1773	1	Grand Bar & Lounge @ Soho Grand Hotel
1774	1	Greenwich Tavern
1775	1	The Grill Room
1776	1	Gyu-Kaku - East Village
1777	1	Hakata Tonton
1778	1	Hamilton & Ward Steakhouse
1779	1	The Harrison
1780	1	Haru Sushi - Wall Street
1781	1	Havana - Alma de Cuba
1782	1	Heartland Brewery Chophouse
1783	1	Heirloom - New Haven
1784	1	Hollywood Brown Derby
1785	1	Hudson Grille
1786	1	Hudson's Ribs & Fish
1787	1	Hundred Acres
1788	1	Il Bastardo
1789	1	Il Cantinori
1790	1	Il Mulino - Long Island
1791	1	In Vino Wine Bar & Restaurant
1792	1	Inakaya
1793	1	Indus Valley
1794	1	Istana
1795	1	Japonica
1796	1	JoJo
1797	1	Jubilee
1798	1	Knickerbocker Bar and Grill
1799	1	Kouzan
1800	1	La Rivista
1801	1	La Scala Ristorante New York
1802	1	Lahiere's
1803	1	Landmarc [At the Time Warner Center]
1804	1	Lattanzi
1805	1	Le Caprice
1806	1	Le Cirque
1807	1	Le Colonial
1808	1	le Magnifique
1809	1	Legends New York City
1810	1	Lento
1811	1	Les Halles Park Avenue
1812	1	The Libertine
1813	1	Locale Cafe & Bar -Astoria
1814	1	L'Orcio
1815	1	Lua
1816	1	Luce & Hawkins
1817	1	Luce's Landing
1818	1	Luna Piena Ristorante
1819	1	Macao Trading Company
1820	1	Maison
1821	1	Mambo 'taliano Ristorante & Piano Bar
1822	1	The Manor - Fine Buffet Dining
1823	1	Mara's Homemade
1824	1	Marcello's Ristorante of Suffern
1825	1	Mari Vanna
1826	1	Mariner's Harbor
1827	1	Mario's Italian Steakhouse & Catering
1828	1	Market Table
1829	1	Martoni's
1830	1	Maruzzella
1831	1	Matsuri
1832	1	Matt's Red Rooster Grill
1833	1	Max Fish
1834	1	Maxie's Bar & Grill
1835	1	Max's Oyster Bar
1836	1	McCormick & Schmick's Seafood - New York
1837	1	McDonagh's Pub
1838	1	Megu - Midtown
1839	1	The Mermaid Inn
1840	1	The Mermaid Inn Uptown
1841	1	Meson Sevilla
1842	1	Michael Anthony's Waterfront
1843	1	Michael Jordan's the Steakhouse N.Y.C.
1844	1	Mirko's
1845	1	MoCA Asian Bistro
1846	1	Montenapo
1847	1	Morton's The Steakhouse - Brooklyn
1848	1	Morton's The Steakhouse - White Plains
1849	1	Mulberry's Restaurant
1850	1	Mulino's
1851	1	Mustang Harry's
1852	1	Naples 45
1853	1	Navy Beach
1854	1	New York Steak House
1855	1	Nice Matin
1856	1	Nick & Stef's
1857	1	Nick & Toni's
1858	1	Nobu New York
1859	1	Nolita House Restaurant
1860	1	Nonnina Italian Bistro
1861	1	North Square
1862	1	Nougatine at Jean Georges
1863	1	The Oak Room at the Plaza Hotel
1864	1	Old Homestead Restaurant
1865	1	Osteria Del Circo
1866	1	Pacifico- New Haven, CT
1867	1	Pampano
1868	1	Pappardella
1869	1	Pasquale's
1870	1	Passionné
1871	1	pastaVino
1872	1	The Patio at 54 Main
1873	1	Pazzo Pazzo
1874	1	The Peacock Inn
1875	1	The Pearl Room
1876	1	Perbacco - NYC
1877	1	Perry St
1878	1	Persepolis
1879	1	Petrossian - New York
1880	1	Piccolo Arancio
1881	1	PicNic Market & Cafe
1882	1	Piola - New York City
1883	1	Plein Sud
1884	1	Polpo
1885	1	Porters on the Lane
1886	1	Porto Vivo
1887	1	The Post House
1888	1	Prime at Saratoga National
1889	1	Primehouse New York
1890	1	Pulse Restaurant and Bar
1891	1	Rayuela
1892	1	Red Cat
1893	1	red/bar brasserie
1894	1	Restaurant Latour
1895	1	Revel
1896	1	Rio Rodizio - Newark (Formerly Seabra Rodizio)
1897	1	Rio Rodizio - Union
1898	1	Riverview
1899	1	Rizzuto's Wood-Fired Kitchen & Bar - Westport
1900	1	Rod's Steak and Seafood Grille
1901	1	Rosa Mexicano - First Avenue
1902	1	Rosie O'Grady's
1903	1	Rughetta Ristorante
1904	1	Ruth's Chris Steak House - Weehawken
1905	1	Sakagura
1906	1	Salmon River
1907	1	Sambuca
1908	1	Sarabeth's West
1909	1	Sardi's
1910	1	Savoy
1911	1	Scrimshaw Restaurant
1912	1	Secession
1913	1	SerRa Mediterranean BisTro
1914	1	Shalezeh
1915	1	Shinbashi
1916	1	Shorty's.32
1917	1	Shula's Steak House - NY
1918	1	Shun Lee West
1919	1	Sinigual - NY
1920	1	Smith & Wollensky - New York
1921	1	Solaia - NJ
1922	1	Sosa Borella
1923	1	The Stanton Social
1924	1	Starr Boggs
1925	1	Stone House
1926	1	The Stone Turtle
1927	1	Suenos
1928	1	Sushi Lounge - Morristown
1929	1	SweetiePie Restaurant
1930	1	Tacocina Restaurant
1931	1	Tao
1932	1	Tartinery
1933	1	The Taste of New York Restaurant at New York Wine and Culinary Center
1934	1	Tempo Restaurant
1935	1	Ten East Hibachi and Sake Lounge
1936	1	Thali Regional Cuisine of India - New Canaan
1937	1	Tony's Di Napoli
1938	1	Tredici Steak
1939	1	Trestle on Tenth
1940	1	Triumph Brewing Company - Princeton
1941	1	Turqua Grill
1942	1	Tuscan Oven Trattoria
1943	1	Two E Bar and Lounge
1944	1	Uncle Jack's Steakhouse - Bayside
1945	1	Undici
1946	1	Union League Cafe
1947	1	UpRoot Restaurant
1948	1	Valbella Connecticut
1949	1	Vareli
1950	1	Vince and Eddie's
1951	1	Vintage Bar & Restaurant
1952	1	Vito's Tavern and Pizzeria
1953	1	Vivas
1954	1	Water's Edge
1955	1	Webb's Captain's Table
1956	1	Whispers
1957	1	Wildwood Barbecue
1958	1	Zarela
1959	1	ZEN PALATE
1960	1	Zerza
1961	1	Zucca Trattoria
1962	1	Aubergine at L'Auberge Carmel
1963	1	Brothers Restaurant at Mattei's Tavern
1964	1	Cafe Luck
1965	1	Coast Restaurant & Bar
1966	1	Corner View Restaurant & Bar
1967	1	Enterprise Fish Co. - Santa Barbara
1968	1	Far Western Tavern
1969	1	The Forge in the Forest
1970	1	Hawgs Seafood Bar
1971	1	Kula Ranch Island Steakhouse
1972	1	McPhee's Grill
1973	1	Michael's on Main
1974	1	Panolivo
1975	1	Peachwood’s Steakhouse at the Inn at Pasatiempo
1976	1	Piatti - Carmel
1977	1	Robin's
1978	1	Steamers of Pismo
1979	1	Tarpy's Roadhouse
1980	1	The Whaling Station
1981	1	Adobe Grill @ La Quinta Resort
1982	1	Chop House Palm Springs
1983	1	Circa59 at Riviera Spa & Resort
1984	1	Cork Tree Restaurant
1985	1	Fleming's Prime Steakhouse Rancho Mirage
1986	1	Lakeview at Desert Springs JW Marriott
1987	1	Players Steakhouse - Fantasy Springs Casino & Resort
1988	1	Roy's Rancho Mirage
1989	1	The Tropicale
1990	1	Cafe Cabernet
1991	1	Cuvee Bistro
1992	1	Finz Restaurant at Sandestin Golf and Beach Resort
1993	1	Marina Cafe
1994	1	Shula's 347 Grill - Hotel Duval Tallahassee
1995	1	619 Ocean View Restaurant at Sawgrass Marriott
1996	1	Azurea at One Ocean
1997	1	Bistro Aix
1998	1	Brass Monkey Tapas Bar
1999	1	Buddha's Belly
