restaurant	opentable	cuisine
1854	1	: Steakhouse, Steak, Contemporary American
1855	1	: French, Mediterranean
1856	1	: Steak, Seafood
1857	1	: Italian, Mediterranean
1858	1	: Japanese, Sushi
1859	1	: Comfort Food, Contemporary American
1860	1	: Italian
1861	1	: Contemporary American
1862	1	: French
1863	1	: American, Fusion / Eclectic
1864	1	: Steak, Seafood
1865	1	: Italian
1866	1	: Tapas / Small Plates, Latin / Spanish
1867	1	: Mexican
1868	1	: Italian
1869	1	: Italian, Seafood
1870	1	: French, American
1871	1	: Italian
1872	1	: American, Seafood, Steak
1873	1	: Italian
1874	1	: Contemporary American, International
1875	1	: Seafood, Continental
1876	1	: Italian
1877	1	: Contemporary American, French, Asian
1878	1	: Persian, Mediterranean
1879	1	: Contemporary French, International
1880	1	: Italian, International
1881	1	: French
1882	1	: Italian
1883	1	: French, Gastro Pub
1884	1	: Italian
1885	1	: American, Steak, Seafood
1886	1	: Italian
1887	1	: American, Steak
1888	1	: Steakhouse, Contemporary American
1889	1	: Steakhouse
1890	1	: American
1891	1	: Latin American, Tapas / Small Plates
1892	1	: American, Mediterranean
1893	1	: American, Contemporary American
1894	1	: Contemporary American
1895	1	: European
1896	1	: Brazilian Steakhouse, Sushi, Portuguese
1897	1	: Brazilian Steakhouse, Sushi
1898	1	: American, Contemporary American, Mediterranean
1899	1	: Italian
1900	1	: Steak, Seafood
1901	1	: Mexican / Southwestern, Contemporary Mexican
1902	1	: American, Steak
1903	1	: Italian
1904	1	: Steak, Seafood, American
1905	1	: Japanese
1906	1	: American, Seafood
1907	1	: Italian, Steak, Seafood
1908	1	: American
1909	1	: Continental, American
1910	1	: American, Mediterranean, Contemporary American
1911	1	: Contemporary American, Fusion / Eclectic
1912	1	: Mediterranean, French, Italian
1913	1	: Mediterranean, Italian
1914	1	: Persian, Mediterranean
1915	1	: Japanese
1916	1	: American
1917	1	: Steak, Steakhouse, American
1918	1	: Chinese, Asian
1919	1	: Mexican
1920	1	: Steakhouse, Seafood
1921	1	: Italian
1922	1	: Italian, Argentinean
1923	1	: Tapas / Small Plates
1924	1	: Contemporary American, American
1925	1	: Contemporary American, American
1926	1	: Contemporary American, Fusion / Eclectic
1927	1	: Mexican / Southwestern, Mexican
1928	1	: Sushi
1929	1	: American
1930	1	: Mexican / Southwestern, Latin / Spanish
1931	1	: Asian, Pan-Asian
1932	1	: French, Tapas / Small Plates
1933	1	: Contemporary American, American
1934	1	: Italian, Steak
1935	1	: Japanese, Sushi, Steakhouse
1936	1	: Indian
1937	1	: Italian, Steak, Seafood
1938	1	: Steak, Italian
1939	1	: Contemporary American, Swiss
1940	1	: American, Brewery
1941	1	: Turkish
1942	1	: Italian
1943	1	: Bar / Lounge / Bottle Service, Contemporary American, Afternoon Tea
1944	1	: Steakhouse, Seafood
1945	1	: Italian
1946	1	: French
1947	1	: Contemporary American
1948	1	: Italian, Seafood
1949	1	: Mediterranean
1950	1	: American, Comfort Food
1951	1	: Comfort Food, American
1952	1	: Italian, American
1953	1	: Latin American, Tapas / Small Plates
1954	1	: American, Contemporary American
1955	1	: Steak, Seafood
1956	1	: American
1957	1	: Barbecue
1958	1	: Mexican / Southwestern
1959	1	: Vegetarian, Chinese
1960	1	: Moroccan, Mediterranean, Tapas / Small Plates
1961	1	: Italian
1962	1	: Californian
1963	1	: Contemporary American, Steakhouse
1964	1	: French
1965	1	: American, Seafood, Californian
1966	1	: Californian, Seafood, Scandinavian
1967	1	: Seafood, Steak
1968	1	: Steakhouse, Barbecue, Steak
1969	1	: American, Californian
1970	1	: Seafood
1971	1	: Steakhouse, Hawaiian, Sushi
1972	1	: Steak, Seafood
1973	1	: Comfort Food, Californian
1974	1	: Contemporary French, Californian
1975	1	: Contemporary American, Steak
1976	1	: Italian
1977	1	: International
1978	1	: Seafood, Steak
1979	1	: American, Comfort Food
1980	1	: Steakhouse, Steak
1981	1	: Mexican
1982	1	: Steakhouse
1983	1	: Contemporary American, Seafood
1984	1	: Californian, Contemporary French
1985	1	: Steak, American
1986	1	: American, Comfort Food
1987	1	: Steakhouse, Seafood, American
1988	1	: Seafood, Asian, Contemporary American
1989	1	: Californian, Seafood
1990	1	: Contemporary American, Comfort Food
1991	1	: American, French, Italian
1992	1	: Contemporary American
1993	1	: Fusion / Eclectic, Creole, Mediterranean
1994	1	: Steakhouse, Steak
1995	1	: Mediterranean, Seafood
1996	1	: Contemporary American, Mediterranean
1997	1	: Mediterranean, Californian, French
1998	1	: Global, International, Tapas / Small Plates
1999	1	: Thai, Asian, Pan-Asian
