restaurant	tripadvisor	name
1631	1	Canton
1632	1	Brosia
1633	1	Exquisito Cafeteria
1634	1	Two Chefs Restaurant
1635	1	AltaMar
1636	1	The Fish House
1637	1	Alexander&#39;s Catering Limited
1638	1	McLeans Restaurant
1639	1	El Chapala Restaurant
1640	1	Texzas DE Brazil
1641	1	Gibson&#39;s Grill
1642	1	Jiang&#39;s Chinese Restaurant
1643	1	Chez Foushee
1644	1	Royal India Indian Cuisine
1645	1	Star-Lite
1646	1	Kobe Japanese Steaks &amp; Sushi
1647	1	Piccola Italy Pizza &amp; Subs
1648	1	Sangria&#39;s Spanish Tapas Bar
1649	1	Moes Southwest Grill
1650	1	Zudar&#39;s Deli/Cafe
1651	1	Sukhothai Restaurant
1652	1	Precinct Pizza
1653	1	Michael&#39;s 717 South
1654	1	Mc Divot&#39;s Wings &amp; Raw Bar
1655	1	Lincoln Spanish Restaurant
1656	1	Giovanni&#39;s Restaurant
1657	1	Good Life
1658	1	Mader&#39;s
1659	1	Samurai
1660	1	Real Chili Restaurant
1661	1	Yen Ching Restaurant
1662	1	Joey Buona&#39;s Pizzeria
1663	1	Bella&#39;s Fat Cat
1664	1	Butch&#39;s Old Casino Steak House
1665	1	Red Lobster Restaurant
1666	1	Eagan&#39;s
1667	1	Roma Pizzeria
1668	1	Streets of London Pub
1669	1	Lemon Grass
1670	1	Pete&#39;s Pizza
1671	1	The Old Spaghetti Factory
1672	1	Los Jarritos Mexican Food
1673	1	Olive Garden
1674	1	California Cafe Bar and Grill
1675	1	Sakura Sushi &amp; Teppan Grill
1676	1	JR&#39;s Texas BBQ
1677	1	Jasmine 26 Restaurant &amp; Bar
1678	1	Prima Italian Restaurant
1679	1	Broders Cucina Italiana
1680	1	El Meson
1681	1	Moose &amp; Sadie&#39;s
1682	1	Barrio
1683	1	Longfellow Grill
1684	1	Northeast Social
1685	1	Eloy&#39;s Mexican Restaurant
1686	1	Taco Shel
1687	1	Casa de Benavidez
1688	1	Elephant Bar and Grille
1689	1	Mac&#39;s La Sierra Restaurant
1690	1	Annapurna Chai House
1691	1	Johnny Rockets
1692	1	Eulipia Beverage Catering
1693	1	Tied House Cafe &amp; Brewery
1694	1	Scotts Seafood San Jose
1695	1	Popeyes Chicken and Biscuits
1696	1	Sino Restaurant and Lounge
1697	1	The Fairmont San Jose Sunday Brunch
1698	1	Bistro Tupaz
1699	1	Golden Corral Family Steak HSE
1700	1	La Nopalera II
1701	1	Olive Garden
1702	1	Gelato Classico
1703	1	Castillo De Mexico
1704	1	Karlene&#39;s Deli &amp; Bakery
1705	1	Cha-cha&#39;s Mexican Restaurant
1706	1	Savvis For Hard Rock Cafe
1707	1	Eat Well Sushi &amp; Grill
1708	1	Wang&#39;s Mandarin House - S Highland St
1709	1	Le Chardonnay Wine Bar-Bistro
1710	1	Pyramid Pakistani, Indian, Bangladeshi &amp; Mediterranean Restaurant
1711	1	Pho Saigon
1712	1	Bruno&#39;s Italian Restaurant
1713	1	Newby&#39;s
1714	1	Chao Praya Thai Cuisine
1715	1	Kimonos
1716	1	Ghirardelli Soda Fountain &amp; Chocolate Shop
1717	1	California Grill
1718	1	Bonefish Grill
1719	1	T-Rex
1720	1	Angeli On Decatur
1721	1	Gordon Biersch Brewery
1722	1	Mandina&#39;s
1723	1	Orient Dong Phuong Restaurant
1724	1	La Bayou Restaurant
1725	1	Martin Wine Cellar
1726	1	Taqueria Corona
1727	1	Old New Orleans Cookery
1728	1	Sweet Tomatoes
1729	1	Cushing Street Bar &amp; Restaurant
1730	1	Upper Crust Pizza
1731	1	Espresso Art
1732	1	Guilin Healthy Chinese Restaurant
1733	1	The Bamboo Club
1734	1	Bill Gray&#39;s
1735	1	Mark&#39;s Texas Hots
1736	1	Rio Bamba
1737	1	Guida&#39;s Pizzeria
1738	1	Ruby Tuesday
1739	1	Mr Sam&#39;s Restaurant
1740	1	Sahara Mediteranean Eatery
1741	1	Alexandria&#39;s Mediterranean CSN
1742	1	Olive Garden
1743	1	Martini Grille
1744	1	O&#39;Shea&#39;s Traditional Irish Pub
1745	1	Caviar Japanese Restaurant
1746	1	Sitar Indian Restaurant
1747	1	Za&#39;s Pizza Pub
1748	1	Smoketown USA
1749	1	D Nalley&#39;s Restaurant
1750	1	Outback Steakhouse
1751	1	P F Chang&#39;s China Bistro
1752	1	Maharaja Indian Restaurant
1753	1	Rippy&#39;s Smokin&#39; Bar &amp; Grill
1754	1	Horn of Africa
1755	1	House of Pizza
1756	1	Goten Japanese Restaurant
1757	1	Boscos Nashville Brewing Co.
1758	1	Batter&#39;d &amp; Fried Boston Seafood House
1759	1	Charlie Bob&#39;s Restaurant
1760	1	Sokho Thai
1761	1	Kobe Steaks
1762	1	Okazuri Floating Sushi
1763	1	Delicias Cafe
1764	1	MexicanTortas Mexican
1765	1	Yamato
1766	1	Elephant Bar Restaurant
1767	1	Trivelli&#39;s Hoagies
1768	1	Hunan Springs
1769	1	Zeb&#39;s Restaurant
1770	1	Kreutzer Inn
1771	1	El Poblano Restaurante
1772	1	Longboards
1773	1	Benton&#39;s Prime Steakhouse
1774	1	L C&#39;s Hamburgers Etc
1775	1	Pizza Bella
1776	1	First Watch
1777	1	Torre&#39;s Pizzeria
1778	1	E Jo Restaurant
1779	1	Buca di Beppo
1780	1	The Wild Grape
1781	1	Wasabi Sushi
1782	1	Asian Star Chinese Cuisine
1783	1	Rico Mexican Market
1784	1	Rumbi Island Grill
1785	1	The Point
1786	1	Okinawa Sushi &amp; Grill
1787	1	Teresita Latino Grill
1788	1	Murphy&#39;s
1789	1	Laverne&#39;s Seafood Restaurant
1790	1	Handel&#39;s Homemade Ice Cream
1791	1	Sol De Mexico
1792	1	No. 1 China Buffet
1793	1	Harpoon Larry&#39;s Oyster Bar
1794	1	Conklins Irish Rover Pub
1795	1	Pho 79
1796	1	Wink Restaurant
1797	1	Rudy&#39;s Country Store &amp; Bar-B-Q
1798	1	Fogo de Chao
1799	1	Chez Nous
1800	1	Mandola&#39;s Italian Market
1801	1	Roy&#39;s
1802	1	Moonshine - Patio Bar &amp; Grill
1803	1	Hudson&#39;s on the Bend
1804	1	Z&#39;Tejas Grill
1805	1	Pappadeaux Seafood Kitchen
1806	1	Sierra Bonita Grill
1807	1	Delux
1808	1	Lux Coffeebar
1809	1	Coronado Cafe
1810	1	Wildflower Bread Company
1811	1	jason&#39;s deli
1812	1	Spaghetti Warehouse
1813	1	Buddha Tao Asian Bistro
1814	1	Taj India Cuisine
1815	1	Fung Kitchen
1816	1	Ajanta Cuisine of India
1817	1	Casa-di-pizza
1818	1	T.G.I. Friday&#39;s
1819	1	Taste of Thailand
1820	1	Diplomat Delicatessen &amp; Sprts
1821	1	El Cazador
1822	1	Table
1823	1	Seoul Restaurant
1824	1	Cantina
1825	1	HIRO Sushi
1826	1	Il Terrazzo
1827	1	BLT Steak
1828	1	Canal
1829	1	Furio
1830	1	Five &amp; Diner Restaurant
1831	1	Goldie&#39;s Neighborhood Sports Bar
1832	1	Renegade Canteen
1833	1	My Big Fat Greek Restaurant
1834	1	Asashi Sushi Bar
1835	1	Sonoma Bistro &amp; Wine Bar
1836	1	Ricardos Mexican Restaurant
1837	1	Mekong Vietnamese Restaurant
1838	1	Favor BBQ &amp; Grill
1839	1	Thai-siam Restaurant
1840	1	Cafe Carolina &amp; Bakery
1841	1	Mo&#39;s Diner
1842	1	Bistro 607
1843	1	Dos Taquitos Mexican Restaurant
1844	1	Kanki Japanese House of Steaks
1845	1	Stromboli&#39;s Express
1846	1	I Love NY Pizza
1847	1	Cook Out
1848	1	Dalat
1849	1	Cafe Carolina and Bakery Wachovia Center
1850	1	Rafferty&#39;s Restaurant &amp; Bar
1851	1	Old College Inn Restaurant
1852	1	Buddy&#39;s Bar-B-Q
1853	1	Firehouse Subs
1854	1	Ruby Tuesday
1855	1	T.G.I. Friday&#39;s
1856	1	Gator&#39;s Dockside
1857	1	Al&#39;s Pizzeria
1858	1	Orlando Pizza
1859	1	Kabuki Japanese Steak House
1860	1	Crabby Bill&#39;s Seafood
1861	1	Deck Restaurant At Sea Club
1862	1	Las Olas Riverfront Pizza
1863	1	The Parrot Lounge
1864	1	Fish Restaurant
1865	1	Sugar &#39;n Spice
1866	1	China Star Super Buffet
1867	1	Subway
1868	1	Nifty Kitchen
1869	1	Monterrey Mexican Restaurant
1870	1	Al Biernat&#39;s
1871	1	Herrera&#39;s Mexican Restaurant
1872	1	York Street
1873	1	Sweet Georgia Brown Bar B Que Buffet
1874	1	String Bean Restaurant
1875	1	Del Frisco&#39;s - Dallas
1876	1	Cafe Madrid
1877	1	Dakota&#39;s Steakhouse
1878	1	Bubba&#39;s Cooks Country
1879	1	LA Fonda Restaurant &amp; Lounge
1880	1	Doe&#39;s Eat Place
1881	1	Dim Sum Seafood Restaurant
1882	1	Papa Murphy&#39;s Take &#39;n&#39; Bake
1883	1	CiCi&#39;s Pizza
1884	1	Kamado&#39;s
1885	1	Boutin&#39;s
1886	1	Buffalo Wild Wings
1887	1	Max&#39;s Market &amp; Bakery
1888	1	Almond Tree
1889	1	Luby Restaurant
1890	1	Daily Grill
1891	1	Antonio&#39;s Mexican Restaurant
1892	1	California Wok
1893	1	Colorado Mine Co Steakhouse
1894	1	Little Thai Restaurants
1895	1	Velasko Pizzeria &amp; Deli
1896	1	Ruth&#39;s Chris Steak House
1897	1	B J&#39;s Chicago Pizzeria
1898	1	Moose McGillycuddy&#39;s - Maui
1899	1	Fiesta Time
1900	1	Penguini Gelato
1901	1	Vietnamese Cuisine
1902	1	Shaka Sandwich &amp; Pizza
1903	1	Cold Stone Creamery
1904	1	Five Palms
1905	1	Anziano&#39;s Deli
1906	1	Ankar&#39;s Hoagies
1907	1	River Inn Restaurant
1908	1	Qdoba Mexican Grill
1909	1	Tokyo Kitchen Japanese Grill
1910	1	China Gate Restaurant
1911	1	Alvarados Mexican Food
1912	1	Cascio&#39;s Steak House
1913	1	P.F. Chang&#39;s China Bistro
1914	1	Brunette&#39;s Bistro
1915	1	Fuddruckers
1916	1	Cupcake Island
1917	1	Route 66 Pub and Grub
1918	1	Indigo Joe&#39;s
1919	1	La Casa Pizzaria
1920	1	Mr Patom&#39;s Grill &amp; Bar
1921	1	Cleveland Wok
1922	1	Mirror Of Korea
1923	1	Copper Dome Restaurant
1924	1	Russian Tea House
1925	1	Gopher Bar
1926	1	Eddington&#39;s - St Paul
1927	1	Carousel Restaurant
1928	1	Angelo&#39;s Pizza
1929	1	Mabuhay
1930	1	McDonald&#39;s
1931	1	Park&#39;a BBQ Grill &amp; Buffet
1932	1	Kim&#39;s Korean &amp; Japanese Steak
1933	1	Jasmine Thai Restaurant
1934	1	Locklear&#39;s Low Country Grill
1935	1	Griffon
1936	1	Yo Burrito
1937	1	Tasty Thai &amp; Sushi
1938	1	Pizzeria Di Giovanni
1939	1	La Hacienda Mexican Restaurant
1940	1	Pete&#39;s Pizza
1941	1	Moon&#39;s Mongolian Grill
1942	1	Senor Froggy Bruchi&#39;s
1943	1	Azteca Mexican Restaurant
1944	1	Mustard Seed
1945	1	Perkins Restaurant &amp; Bakery
1946	1	Ivar&#39;s Original Seafood Bar
1947	1	Areo Ristorante
1948	1	Henry&#39;s End Restaurant
1949	1	Luz
1950	1	Nathan&#39;s Famous
1951	1	Gimme Coffee
1952	1	Moto
1953	1	Blue Ribbon Sushi Brooklyn
1954	1	The Chocolate Room
1955	1	Hacienda Restaurant &amp; Bar
1956	1	Marios Portofino Ristorante
1957	1	Denny&#39;s
1958	1	Yen Ching
1959	1	El Adobe Cafe
1960	1	Scruples Bar &amp; Grill
1961	1	Sands Buffet
1962	1	Jimboy&#39;s Tacos
1963	1	Tamarack Junction Restaurant
1964	1	Pazzo Italian Cafe
1965	1	Tropic Chill Deli
1966	1	Giovanni Italian Ristorante
1967	1	Cafe Luna
1968	1	Gracies Cupcakes
1969	1	Taqueria San Julian 2
1970	1	Cafe Normandie
1971	1	Fleming&#39;s Restaurant
1972	1	Lafayette French Restaurant
1973	1	Two Brothers Baci
1974	1	Gold Dynasty Restaurant
1975	1	Pellinis Pizza
1976	1	Tropical Thai Restaurant
1977	1	15 South Ristorante Enoteca
1978	1	Rico&#39;s Pizzeria
1979	1	Astoria
1980	1	Pickled Onion
1981	1	Noi&#39;s Sushi and Thai
1982	1	Empress Restaurant
1983	1	Chili&#39;s Grill &amp; Bar
1984	1	Terri-Lynn&#39;s Bar-B-Q &amp; Deli
1985	1	Phonatic Restaurant
1986	1	Gordito Burrito
1987	1	Fountain Spa
1988	1	Temple Downtown Restaurant &amp; Lounge
1989	1	India Town
1990	1	Red Sun Buffet
1991	1	Olive Garden
1992	1	Taste of India
1993	1	Dairy Queen
1994	1	Chilangos Mexican Food
1995	1	City Grill
1996	1	Veranda
1997	1	Lulu Rae&#39;s Confections
1998	1	Crogan&#39;s
1999	1	Flipper&#39;s Gourmet Hamburgers
