restaurant	urbanspoon	name
1737	1	Maggie Moo's
1738	1	Little Phoenix
1739	1	Captain Louie's Seafood Grill and Oyster Bar
1740	1	Cb Deli
1741	1	Subway
1742	1	Pita Grill
1743	1	Chimes Restaurant &amp; Tap Room
1744	1	C C's Gourmet Coffee House
1745	1	Las Palmas Mexican
1746	1	Kona Grill
1747	1	Brew-Bacher's Grill
1748	1	Christinas
1749	1	Shucks on the Levee
1750	1	China One
1751	1	Kc's Joint
1752	1	Sake Cafe
1753	1	Wingstop
1754	1	Orginal Italian Pie
1755	1	Planet Smoothie
1756	1	Roman's II Greek-Lebanese Cafe
1757	1	Bosco's Frozen Yogurt
1758	1	Cold Stone Creamery
1759	1	China City
1760	1	Koto Sushi Bar Hibatchi Grill
1761	1	Drusilla Seafood
1762	1	Louisiana Lunch Box
1763	1	Memphis Bar-B-Q
1764	1	Premier Restaurant Operations
1765	1	Panda
1766	1	Quiznos
1767	1	Thee Heavenly Donut
1768	1	Galatoire's Bistro
1769	1	Brew Ha Ha
1770	1	Serops Express II
1771	1	Smoothie King III
1772	1	China Bear
1773	1	La Madeleine II
1774	1	Calandro's Supermarket
1775	1	Burger King
1776	1	Papa John's Pizza VI
1777	1	DeAngelo's (LSU)
1778	1	Las Palmas Mexican
1779	1	Taco Bell
1780	1	Casa Maria Mexican
1781	1	Drunken Fish Vienamese Cuisine
1782	1	Sa Dec Kitchen
1783	1	Subway
1784	1	Fred's Bar &amp; Grill
1785	1	Famous Sushi
1786	1	Hut Wok
1787	1	Thia Kitchen
1788	1	Ralph &amp; Kacoo's
1789	1	Raising Cane's Chicken Fingers (Bluebonnet)
1790	1	Perks
1791	1	Chinese Inn
1792	1	C C's Gourmet Coffee House
1793	1	Golden Temple Natural Grocery &amp; Café
1794	1	Fuego Cantina
1795	1	Cosmo's Pizza
1796	1	Milo's Hamburgers
1797	1	McDonald's
1798	1	Newk's Express Cafe
1799	1	Maki Fresh
1800	1	Nothing But Noodles
1801	1	Thai House
1802	1	Wall Street Deli
1803	1	Costa's Mediterranean Cafe
1804	1	Soho Sweets
1805	1	Costa's Famous Bar-B-Que
1806	1	Jack's
1807	1	Sneaky Pete's Hot Dogs
1808	1	Panera Bread
1809	1	O'Henry's Coffees
1810	1	Pita Stop
1811	1	What's 4 Supper?
1812	1	Johnny Rocket's
1813	1	Qdoba Mexican Grill
1814	1	Edgar's Old Style Bakery
1815	1	Johnny Ray's Bar B Que
1816	1	Crestline Seafood Company
1817	1	Carlile's Barbecue
1818	1	Moe's Southwest Grill
1819	1	Panera Bread
1820	1	Kairos Kafe
1821	1	Subway
1822	1	Brick&amp;Tin
1823	1	Starbucks
1824	1	Chipotle
1825	1	Ixtapa Mexican
1826	1	Waffle House
1827	1	Jim 'N Nick's Bar-B-Q (Cahaba)
1828	1	Starbucks
1829	1	Seafood &amp; Chicken Box
1830	1	Longhorn Steakhouse
1831	1	Qdoba Mexican Grill
1832	1	Wings Plus 3
1833	1	Camp Taco
1834	1	Sekisui
1835	1	Yogurt Twists
1836	1	Waffle House
1837	1	Starbucks
1838	1	Courtyard Oyster Bar &amp; Grill Southside
1839	1	Ristorante Saraceno
1840	1	Asmara
1841	1	Dunkin' Donuts
1842	1	Jerusalem Pita &amp; Grill
1843	1	Star Pizza &amp; Cafe
1844	1	Siraj Cafe
1845	1	Keltic Krust Bakery
1846	1	Mr. Sushi
1847	1	Bottega Fiorentina
1848	1	Lucca
1849	1	Taverna Toscana
1850	1	La Brace
1851	1	Café Fixe
1852	1	Similans- Fine Thai Cuisine
1853	1	All Star Sandwich Bar
1854	1	Eloy's Bakery
1855	1	Toraya
1856	1	Tsunami
1857	1	The Haven
1858	1	Sorella's
1859	1	All Star Samdwich Bar
1860	1	George: An American Tavern
1861	1	Di Napoli Pizzeria
1862	1	Ninety Nine Restaurant &amp; Pub
1863	1	Victoria Seafood Restaurant
1864	1	Boynton Family Restaurant
1865	1	D'Angelo's
1866	1	Dragon Dynasty
1867	1	Bleacher Bar
1868	1	Midnite Pizza &amp; Subs
1869	1	Dunkin' Donuts
1870	1	Bell in Hand Tavern
1871	1	Harvard Gardens
1872	1	Roast Beef Pizza King
1873	1	Cafe Mamtaz
1874	1	Brown Bag Cafe
1875	1	Al Capones Too
1876	1	J.P. Licks
1877	1	Davis Station Food
1878	1	Starbucks
1879	1	Alex Pizza
1880	1	Cafe Aventura
1881	1	Toki Shabu-Shabu
1882	1	POPS
1883	1	Caffe Paradiso
1884	1	Bricco
1885	1	Cornwall's
1886	1	Atasca
1887	1	Northeast Restaurant Corporation
1888	1	Prana Café
1889	1	Auntie B's Place
1890	1	Ittyo
1891	1	Stella's Pizza
1892	1	Best Cafe
1893	1	China Pro Bakery &amp; Barbecue
1894	1	Brix 576
1895	1	Chair 5 Restaurants LLC
1896	1	Ginger Park
1897	1	Angora Ice
1898	1	Biagio Ristorante and Bar
1899	1	Chipotle Mexican Grill
1900	1	Gail Ann Coffee Shop
1901	1	Las Ventas
1902	1	Flat Top Johnny's
1903	1	Mandarin House
1904	1	Fuddruckers
1905	1	Papa Gino's
1906	1	Bertucci's Brick Oven Pizzeria
1907	1	Salts
1908	1	Dunkin' Donuts
1909	1	Caffe Graffiti
1910	1	Souper Salad
1911	1	Burger Express
1912	1	Absolutely Fabulous
1913	1	Melrose House of Pizza
1914	1	Cold Rush Ice Cream
1915	1	Pho Vietnam Restaurant
1916	1	Club Passim
1917	1	Pizzanini
1918	1	Pomodoro
1919	1	Pho Pasteur
1920	1	Cabot Creamery Corporate Sales
1921	1	Wings &amp; Salads
1922	1	Quaker Bonnet
1923	1	Wegmans
1924	1	Jalak Enterprises
1925	1	Subway
1926	1	Pinzone Pizzeria
1927	1	KFC
1928	1	Wagon Wheel
1929	1	Subway
1930	1	Denny's
1931	1	J&amp;M's West End Inn
1932	1	Fowler's
1933	1	Taste
1934	1	Riley Street Station
1935	1	Gramma Mora's
1936	1	Brawlers Back Alley Deli
1937	1	Hooligans Restaurant &amp; Bar
1938	1	Chandy's Lounge
1939	1	Tim Hortons
1940	1	Outback Steakhouse
1941	1	Cedar's Pita Pockets
1942	1	Woo Chon Korea House
1943	1	Dave &amp; Buster's Grand Sports Cafe
1944	1	Hong Kong Kitchen
1945	1	Subway
1946	1	Burger King
1947	1	Mezza Restaurant &amp; Lounge
1948	1	Comfort Zone Cafe
1949	1	Burger King
1950	1	Pasquale's Pizza &amp; Subs
1951	1	Carmine's
1952	1	Roman Cafe
1953	1	Papa's Deli &amp; Pizzeria
1954	1	Palumbo's Pizzeria
1955	1	Louie's Texas Red Hots
1956	1	Globe Market
1957	1	Cheeburger Cheeburger
1958	1	Deniro's Pizzeria
1959	1	Panaro's
1960	1	Falafel Bar
1961	1	Tim Hortons
1962	1	De Marco's Pizza
1963	1	Mi Kien Giang
1964	1	Ying's Wings and Things
1965	1	Dickie's Donuts
1966	1	Carmen's Kitchen
1967	1	Rich's Bakery Outlet Store
1968	1	Just Pizza Express
1969	1	Tim Hortons
1970	1	Elmwood Restaurant Lounge-Bar
1971	1	Subway
1972	1	La Bella Pizza
1973	1	No Place Tavern
1974	1	Fortunato's on the Park
1975	1	Chili's Grill &amp; Bar
1976	1	Perkins Restaurant &amp; Bakery
1977	1	Famous Corner Pizzeria
1978	1	KFC
1979	1	1 China
1980	1	KFC
1981	1	Artone's Pizza &amp; Subs
1982	1	China King
1983	1	Blasdell Pizza
1984	1	Butter's Bistro
1985	1	Cafe Magnolia
1986	1	King Express
1987	1	Trattoria Aroma
1988	1	Ambrosia
1989	1	Tim Hortons
1990	1	Snyder Bar and Grill
1991	1	China Star
1992	1	Friendly's
1993	1	Starbucks
1994	1	Boston Market
1995	1	Kainos Partners
1996	1	Arby's
1997	1	Sgt. Pepperoni's
1998	1	Jack's Place
1999	1	Santora's Phase II
