restaurant	gayot	name
1890	1	Tony's
1891	1	Trattoria Marcella
1892	1	The Egg Works
1893	1	Embers
1894	1	Rasputin
1895	1	ReBar
1896	1	Roman's
1897	1	Rose Water
1898	1	South Brooklyn Pizza
1899	1	Babbo
1900	1	Bali Nusa Indah
1901	1	Baluchi's
1902	1	Baluchi's
1903	1	Baoguette
1904	1	MetroVino
1905	1	Mint
1906	1	Mother's Bistro & Bar
1907	1	Noble Rot
1908	1	Old Wives' Tale
1909	1	Jack's Fire House
1910	1	Jim's Steaks
1911	1	Kabul
1912	1	Karma
1913	1	May Dragon
1914	1	Mercy, A Wine Bar
1915	1	Mi Cocina
1916	1	Irma's Southwest Grill
1917	1	Josephine's Ristorante
1918	1	Julia's Bistro
1919	1	La Griglia
1920	1	Taco Garage
1921	1	20nine Restaurant & Wine Bar
1922	1	Chocolate Box Café
1923	1	Penelope's Café, Books & Gallery
1924	1	Ivar's Acres of Clams
1925	1	Ivar's Salmon House
1926	1	Kingfish Café
1927	1	Curry House
1928	1	Delancey
1929	1	Trattoria Tre Venezie
1930	1	Villa Sorriso
1931	1	Zephyr Coffee House & Art Gallery
1932	1	Zono Sushi
1933	1	Zushi
1934	1	Lips
1935	1	Magnolia's
1936	1	The Mission
1937	1	Morton's The Steakhouse
1938	1	Cheung Hing
1939	1	Circolo
1940	1	Citrus Club
1941	1	cityhouse
1942	1	The Grape
1943	1	Hong Kong Harbour
1944	1	Horseradish Grill
1945	1	Houston's
1946	1	Seaside Grill
1947	1	Singha Thai Cuisine
1948	1	Soul de Cuba
1949	1	Stage
1950	1	ENO
1951	1	Everest
1952	1	Mother's
1953	1	Mulate's
1954	1	Muriel's Jackson Square
1955	1	New Orleans Cake Café & Bakery
1956	1	Pelican Club
1957	1	Little Restaurant
1958	1	Lucca Back Bay
1959	1	Marco
1960	1	Market
1961	1	Vito's
1962	1	Fleming's Prime Steakhouse & Wine Bar
1963	1	Florida Café
1964	1	Francesco's
1965	1	French Market Buffet
1966	1	Gary Canter's Delicatessen
1967	1	The Vanderbilt
1968	1	Bar Boulud
1969	1	Bar Masa
1970	1	Bar Seine
1971	1	Bar Six
1972	1	Bar Stuzzichini
1973	1	Barbounia
1974	1	Barbuto
1975	1	Papa Haydn
1976	1	Paradox Palace Café
1977	1	Paragon
1978	1	Ping
1979	1	Plainfields Restaurant
1980	1	La Crêperie Café
1981	1	Le Champignon
1982	1	Lee's Hoagie House
1983	1	Ozona Grill & Bar
1984	1	Pappadeaux
1985	1	Penne Pomodoro
1986	1	A.R. Valentien
1987	1	Barbarella
1988	1	The Brockton Villa Restaurant
1989	1	The Cottage
1990	1	Fugu's Sushi & Wok
1991	1	la Madeleine French Bakery & Café
1992	1	la Madeleine French Bakery & Café
1993	1	Lai Lai Dumpling House
1994	1	Little Bigs
1995	1	Macaroni Grill
1996	1	Madras Pavilion
1997	1	Maggiano's Little Italy
1998	1	Mai's
1999	1	Lola
