restaurant	zagat	name
1895	1	Enoteca Maria
1896	1	Esca
1897	1	Espana Restaurant
1898	1	Etcetera Etcetera
1899	1	Ethos
1900	1	Etrusca Restaurant
1901	1	Falai Panetteria
1902	1	Famous Original Ray's Pizza
1903	1	Fat Hippo
1904	1	Favela Cubana
1905	1	Felidia
1906	1	Fibe Restaurant
1907	1	FINANCIER PATISSERIE LLC
1908	1	Firefly
1909	1	Fireside
1910	1	First Oasis
1911	1	Fishtail
1912	1	Five Burro Cafe
1913	1	Flex Mussels
1914	1	Florencia 13
1915	1	Florio's Pizzeria & Restaurant
1916	1	Focolare
1917	1	Frank
1918	1	Franklin Station Cafe
1919	1	Franny's
1920	1	Fresco on the Go
1921	1	Fushimi
1922	1	Gabriela's
1923	1	Galanga Inc
1924	1	Gallagher's Steak House
1925	1	Gari
1926	1	Gascogne
1927	1	Gemma
1928	1	Gene's Restrnt
1929	1	Genio's Trattoria
1930	1	Geo Grill Mix
1931	1	Georgia Diner Restrnt
1932	1	Ghandi Cafe Inc
1933	1	Giardino Restaurant
1934	1	Giorgio's of Gramercy
1935	1	Gnocco
1936	1	Golden Bridge Restaurant Llc
1937	1	Gong Modern Thai Dining Inc
1938	1	Gordon Ramsay
1939	1	Grace's Trattoria
1940	1	Grand Tier
1941	1	Great Jones Cafe
1942	1	Grimaldi's
1943	1	Gruppo
1944	1	Guayoyo Restaurant
1945	1	Haakon's Hall
1946	1	Haku
1947	1	Hanbat Restaurant
1948	1	Hanco's
1949	1	Hanratty's Restaurant
1950	1	Happy Taco
1951	1	Hard Rock Cafe
1952	1	Harrison, The
1953	1	Haru
1954	1	Havana Dreams Cigar Lounge
1955	1	Haveli
1956	1	HB Burger
1957	1	Hecho en Dumbo
1958	1	Henry Public
1959	1	Highlands
1960	1	Hollywood Diner
1961	1	Hope & Anchor
1962	1	House of Vegetarian
1963	1	Hsin Wong
1964	1	Hudson Hall
1965	1	Il Bagatto
1966	1	Il Bastardo
1967	1	Il Corallo Trattoria
1968	1	Il Cortile
1969	1	Il Mattone
1970	1	Il Palazzo
1971	1	Il Tinello
1972	1	India House Restaurant
1973	1	India Passage Restrnt
1974	1	Indian Tandoor Oven Restaurant
1975	1	Indigo
1976	1	Inside Park at St. Bart's
1977	1	Insieme
1978	1	Ipanema Restaurant
1979	1	Ise
1980	1	James
1981	1	Jane
1982	1	Jasmine
1983	1	Jean Georges
1984	1	Jean Georges' Nougatine
1985	1	Jerusalem Restaurant
1986	1	Jimmy's Burger Shack
1987	1	Joe's Shanghai
1988	1	John Barry's Restaurant
1989	1	Johnny MacK's
1990	1	Johnny Utah's
1991	1	Jt's Restaurant
1992	1	Jubilee
1993	1	Jules
1994	1	Junior's
1995	1	Karczma Polish Restaurant
1996	1	Kashkaval
1997	1	Kaz An Nou
1998	1	Keats Restrnt
1999	1	Kellari's Parea
