restaurant	opentable	phone
1857	1	: (631) 324-3550
1858	1	: (212) 219-0500
1859	1	: (212) 625-1712
1860	1	: (631) 321-8717
1861	1	: (212) 254-1200
1862	1	: (212) 299-3900
1863	1	: (212) 758-7777
1864	1	: (212) 242-9040
1865	1	: (212) 265-3636
1866	1	: (203) 772-4002
1867	1	: (212) 751-4545
1868	1	: (212) 595-7996
1869	1	: (732) 947-3010
1870	1	: (973) 233-1006
1871	1	: (516) 294-1715
1872	1	: (631) 288-0100
1873	1	: (973) 898-6606
1874	1	: (609) 924-1707
1875	1	: (718) 833-6666
1876	1	: (212) 253-2038
1877	1	: (212) 352-1900
1878	1	: (212) 535-1100
1879	1	: (212) 245-2214
1880	1	: (860) 674-1224
1881	1	: (212) 222-8222
1882	1	: (212) 777-7781
1883	1	: (212) 204-5555
1884	1	: (203) 629-1999
1885	1	: (631) 803-6067
1886	1	: (631) 385-8486
1887	1	: (212) 935-2888
1888	1	: (518) 583-4653
1889	1	: (212) 824-2600
1890	1	: (212) 218-8666
1891	1	: (212) 253-8840
1892	1	: (212) 242-1122
1893	1	: (631) 283-0704
1894	1	: (973) 827-0548
1895	1	: (212) 645-5369
1896	1	: (973) 622-6221
1897	1	: (908) 206-0060
1898	1	: (718) 392-5000
1899	1	: (203) 221-1002
1900	1	: (973) 539-6666
1901	1	: (212) 753-7407
1902	1	: (212) 582-2975
1903	1	: (212) 517-3118
1904	1	: (201) 863-5100
1905	1	: (212) 953-7253
1906	1	: (212) 481-7887
1907	1	: (212) 787-5656
1908	1	: (212) 496-6280
1909	1	: (212) 221-8440
1910	1	: (212) 219-8570
1911	1	: (631) 477-8882
1912	1	: (212) 791-3771
1913	1	: (212) 532-5344
1914	1	: (212) 288-0012
1915	1	: (212) 813-1009
1916	1	: (212) 375-8275
1917	1	: (212) 201-2776
1918	1	: (212) 595-8895
1919	1	: (212) 286-0250
1920	1	: (212) 753-1530
1921	1	: (201) 871-7155
1922	1	: (212) 262-8282
1923	1	: (212) 995-0099
1924	1	: (631) 288-3500
1925	1	: (908) 754-1222
1926	1	: (516) 431-6570
1927	1	: (212) 243-1333
1928	1	: (973) 539-1135
1929	1	: (212) 337-3333
1930	1	: (212) 586-0821
1931	1	: (212) 888-2288
1932	1	: (212) 300-5838
1933	1	: (585) 394-7070
1934	1	: (716) 885-1594
1935	1	: (201) 437-1212
1936	1	: (203) 972-8332
1937	1	: (212) 861-8686
1938	1	: (212) 243-2085
1939	1	: (212) 645-5659
1940	1	: (609) 924-7855
1941	1	: (718) 238-8885
1942	1	: (203) 846-4600
1943	1	: (212) 940-8113
1944	1	: (718) 229-1100
1945	1	: (732) 842-3880
1946	1	: (203) 562-4299
1947	1	: (908) 834-8194
1948	1	: (203) 637-1155
1949	1	: (212) 678-8585
1950	1	: (212) 721-0068
1951	1	: (212) 581-4655
1952	1	: (860) 801-6800
1953	1	: (732) 681-1213
1954	1	: (718) 482-0033
1955	1	: (716) 753-3960
1956	1	: (732) 974-9755
1957	1	: (212) 533-2500
1958	1	: (212) 644-6740
1959	1	: (212) 387-8885
1960	1	: (212) 529-8250
1961	1	: (212) 255-1980
1962	1	: (831) 624-8578
1963	1	: (805) 688-4820
1964	1	: (805) 962-5393
1965	1	: (805) 879-9100
1966	1	: (805) 546-8444
1967	1	: (805) 962-3313
1968	1	: (805) 343-2211
1969	1	: (831) 624-2233
1970	1	: (831) 458-3474
1971	1	: (831) 883-9479
1972	1	: (805) 434-3204
1973	1	: (831) 479-9777
1974	1	: (805) 239-3366
1975	1	: (831) 426-6333
1976	1	: (831) 625-1766
1977	1	: (805) 927-5007
1978	1	: (805) 773-4711
1979	1	: (831) 647-1444
1980	1	: (831) 373-3778
1981	1	: (760) 564-4111 x5725
1982	1	: (760) 320-4500
1983	1	: (760) 778-6659
1984	1	: (760) 779-0123
1985	1	: (760) 776-6685
1986	1	: (760) 341-2211
1987	1	: (760) 342-5000
1988	1	: (760) 340-9044
1989	1	: (760) 866-1952
1990	1	: (850) 224-1175
1991	1	: (850) 650-8900
1992	1	: (850) 267-4800
1993	1	: (850) 837-7960
1994	1	: (850) 224-6005
1995	1	: (904) 285-0202
1996	1	: (904) 249-7402
1997	1	: (904) 398-1949
1998	1	: (904) 996-8277
1999	1	: (904) 712-4444
