restaurant	tripadvisor	cuisine
1512	1	Cuisines: Coffee Shop
1513	1	Cuisines: Bistro, Café, Central European, French
1514	1	Cuisines: German, Italian
1515	1	Cuisines: Mexican
1516	1	Cuisines: Pizza, Bar, Pizza & Pasta
1517	1	Cuisines: Steakhouse
1518	1	Cuisines: American
1519	1	Cuisines: Japanese
1520	1	Cuisines: Italian
1521	1	Cuisines: Irish
1522	1	Cuisines: American, Brew Pub
1523	1	Cuisines: Japanese, Sushi
1524	1	Cuisines: Irish
1525	1	Cuisines: Mexican
1526	1	Cuisines: Indian
1527	1	Cuisines: Indian, Vegetarian
1528	1	Cuisines: Asian, Bistro, Chinese
1529	1	Cuisines: German, American, Seafood
1530	1	Cuisines: American
1531	1	Cuisines: American, Scottish, Bar
1532	1	Cuisines: American
1533	1	Cuisines: Pizza
1534	1	Cuisines: American, Barbecue
1535	1	Cuisines: Mexican
1536	1	Cuisines: Latin
1537	1	Cuisines: Greek
1538	1	Cuisines: Mediterranean
1539	1	Cuisines: Chinese
1540	1	Cuisines: American, Fondue
1541	1	Cuisines: Indian
1542	1	Cuisines: Greek, Italian
1543	1	Cuisines: Italian, Bar, Pasta, Vegetarian
1544	1	Cuisines: Italian
1545	1	Cuisines: American, Bakery
1546	1	Cuisines: Thai
1547	1	Cuisines: Sushi, Asian
1548	1	Cuisines: Barbecue
1549	1	Cuisines: American, Hamburgers
1550	1	Cuisines: Thai
1551	1	Cuisines: Pizza
1552	1	Cuisines: Mexican
1553	1	Cuisines: American
1554	1	Cuisines: Mexican
1555	1	Cuisines: American
1556	1	Cuisines: Soups, Dessert, Seafood, Austrian, Vegetarian
1557	1	Cuisines: Mexican
1558	1	Cuisines: Pizza
1559	1	Cuisines: Thai
1560	1	Cuisines: Sushi, Japanese
1561	1	Cuisines: Mexican
1562	1	Cuisines: Mexican
1563	1	Cuisines: American, Mexican
1564	1	Cuisines: American, Diner
1565	1	Cuisines: American, French
1566	1	Cuisines: American, Steakhouse
1567	1	Cuisines: French
1568	1	Cuisines: Italian
1569	1	Cuisines: Italian
1570	1	Cuisines: Italian
1571	1	Cuisines: Pizza, Italian
1572	1	Cuisines: Seafood, Mexican, American, Steakhouse
1573	1	Cuisines: Chinese
1574	1	Cuisines: Italian, Pizza
1575	1	Cuisines: Pizza, Steakhouse, Italian
1576	1	Cuisines: Greek
1577	1	Cuisines: Tapas, Spanish
1578	1	Cuisines: Tapas
1579	1	Cuisines: American
1580	1	Cuisines: Chinese, Seafood
1581	1	Cuisines: French
1582	1	Cuisines: Italian
1583	1	Cuisines: Steakhouse
1584	1	Cuisines: Eclectic, International
1585	1	Cuisines: Californian, American, Barbecue, Steakhouse
1586	1	Cuisines: Steakhouse, Seafood, Barbecue, Brazilian
1587	1	Cuisines: American, Seafood
1588	1	Cuisines: Californian, Seafood, American
1589	1	Cuisines: Chinese
1590	1	Cuisines: Barbecue, American
1591	1	Cuisines: Japanese, Sushi
1592	1	Cuisines: American, Steakhouse
1593	1	Cuisines: American
1594	1	Cuisines: Cajun & Creole
1595	1	Cuisines: Pizza
1596	1	Cuisines: Coffee Shop, Diner
1597	1	Cuisines: American, Hamburgers
1598	1	Cuisines: Bakery
1599	1	Cuisines: Italian, Delicatessen, Bakery
1600	1	Cuisines: Steakhouse, Italian, Pizza, Hamburgers, Seafood
1601	1	Cuisines: Vegetarian, American, Delicatessen, Eclectic, International, Steakhouse
1602	1	Cuisines: Dessert
1603	1	Cuisines: Sushi, Asian, Thai, Vietnamese, Pacific Rim
1604	1	Cuisines: Japanese
1605	1	Cuisines: Mexican, American
1606	1	Cuisines: American
1607	1	Cuisines: Ice Cream, American
1608	1	Cuisines: Italian
1609	1	Cuisines: Irish, Pub
1610	1	Cuisines: Vegetarian, Chinese
1611	1	Cuisines: American
1612	1	Cuisines: Greek, American, Seafood
1613	1	Cuisines: Bakery, French
1614	1	Cuisines: Pizza, Delicatessen, Italian
1615	1	Cuisines: Japanese, Steakhouse, Sushi
1616	1	Cuisines: Delicatessen
1617	1	Cuisines: Steakhouse
1618	1	Cuisines: American
1619	1	Cuisines: Pizza, American
1620	1	Cuisines: Italian
1621	1	Cuisines: Diner
1622	1	Cuisines: Seafood
1623	1	Cuisines: American
1624	1	Cuisines: Bagels
1625	1	Cuisines: Italian
1626	1	Cuisines: American
1627	1	Cuisines: Vegetarian, Hamburgers, American, Southwestern, Sandwiches, Donuts, Healthy, Bakery, Latin, Family Fare, Coffee Shop, Soups, Diner, Delicatessen, Bagels, Dessert
1628	1	Cuisines: Pizza
1629	1	Cuisines: American, Seafood, Tapas
1630	1	Cuisines: Delicatessen, Diner
1631	1	Cuisines: Chinese
1632	1	Cuisines: Mediterranean
1633	1	Cuisines: Cuban
1634	1	Cuisines: Contemporary
1635	1	Cuisines: Seafood
1636	1	Cuisines: Peruvian, Seafood
1637	1	Cuisines: Barbecue
1638	1	Cuisines: Californian
1639	1	Cuisines: Mexican
1640	1	Cuisines: Brazilian
1641	1	Cuisines: American
1642	1	Cuisines: Chinese
1643	1	Cuisines: Delicatessen, Dessert, Steakhouse
1644	1	Cuisines: Indian
1645	1	Cuisines: American
1646	1	Cuisines: Japanese
1647	1	Cuisines: Delicatessen, Pizza, Italian
1648	1	Cuisines: Spanish
1649	1	Cuisines: Mexican
1650	1	Cuisines: American
1651	1	Cuisines: Thai, Asian
1652	1	Cuisines: Pizza
1653	1	Cuisines: Pacific Rim
1654	1	Cuisines: Barbecue
1655	1	Cuisines: Spanish
1656	1	Cuisines: Italian
1657	1	Cuisines: Caribbean, International
1658	1	Cuisines: German, Swiss
1659	1	Cuisines: Japanese
1660	1	Cuisines: Californian, American
1661	1	Cuisines: Chinese
1662	1	Cuisines: Pizza
1663	1	Cuisines: Dessert
1664	1	Cuisines: Steakhouse, American
1665	1	Cuisines: American, Seafood
1666	1	Cuisines: Seafood
1667	1	Cuisines: Italian, Pizza
1668	1	Cuisines: English, British, Irish
1669	1	Cuisines: Thai, Vietnamese, Asian
1670	1	Cuisines: Pizza, Italian
1671	1	Cuisines: Italian, Californian
1672	1	Cuisines: Mexican
1673	1	Cuisines: Italian
1674	1	Cuisines: Californian
1675	1	Cuisines: Japanese
1676	1	Cuisines: Barbecue
1677	1	Cuisines: Asian
1678	1	Cuisines: Italian
1679	1	Cuisines: Fast Food, Delicatessen, Pizza, Californian, Italian
1680	1	Cuisines: Spanish, Caribbean, American, Latin
1681	1	Cuisines: Coffee Shop
1682	1	Cuisines: Bar, Latin
1683	1	Cuisines: American
1684	1	Cuisines: American, Gastropub
1685	1	Cuisines: Mexican
1686	1	Cuisines: Mexican
1687	1	Cuisines: Mexican, Southwestern, Spanish
1688	1	Cuisines: American
1689	1	Cuisines: Mexican
1690	1	Cuisines: Vegetarian
1691	1	Cuisines: American, Hamburgers
1692	1	Cuisines: American, Californian, Contemporary
1693	1	Cuisines: Brew Pub, American, Bar, Californian, Family Fare, Fish & Chips, Hamburgers, Pasta, Seafood, Soups, Contemporary
1694	1	Cuisines: Seafood
1695	1	Cuisines: Cajun & Creole, Fast Food, American
1696	1	Cuisines: Asian fusion, Chinese
1697	1	Cuisines: American
1698	1	Cuisines: Eastern European
1699	1	Cuisines: Californian, Steakhouse
1700	1	Cuisines: Mexican
1701	1	Cuisines: Italian
1702	1	Cuisines: Dessert
1703	1	Cuisines: Mexican
1704	1	Cuisines: Delicatessen
1705	1	Cuisines: Mexican
1706	1	Cuisines: American, Delicatessen, Family Fare, Hamburgers, Steakhouse
1707	1	Cuisines: Asian, Japanese
1708	1	Cuisines: Chinese
1709	1	Cuisines: French
1710	1	Cuisines: Indian
1711	1	Cuisines: Vietnamese
1712	1	Cuisines: Italian, Pasta
1713	1	Cuisines: Hamburgers, Pizza
1714	1	Cuisines: Seafood, Thai
1715	1	Cuisines: Japanese, Sushi
1716	1	Cuisines: Ice Cream, Dessert
1717	1	Cuisines: American, Californian, Sushi
1718	1	Cuisines: Seafood
1719	1	Cuisines: American
1720	1	Cuisines: American, Belgian, Italian, Mediterranean, Pizza
1721	1	Cuisines: American
1722	1	Cuisines: French, Cajun & Creole, Californian, Italian, Seafood
1723	1	Cuisines: Asian, Vietnamese
1724	1	Cuisines: Cajun & Creole
1725	1	Cuisines: Delicatessen
1726	1	Cuisines: Mexican
1727	1	Cuisines: Cajun & Creole
1728	1	Cuisines: American
1729	1	Cuisines: American
1730	1	Cuisines: Pizza
1731	1	Cuisines: Café, Coffee Shop
1732	1	Cuisines: Chinese, Vegetarian
1733	1	Cuisines: Asian, Chinese, Pacific Rim, Seafood
1734	1	Cuisines: American
1735	1	Cuisines: Greek
1736	1	Cuisines: French
1737	1	Cuisines: Pizza
1738	1	Cuisines: American, Seafood
1739	1	Cuisines: American, Italian
1740	1	Cuisines: Greek, Lebanese, Mediterranean
1741	1	Cuisines: Mediterranean
1742	1	Cuisines: Italian
1743	1	Cuisines: American
1744	1	Cuisines: American, English, European, Irish, Scottish
1745	1	Cuisines: Sushi, Japanese
1746	1	Cuisines: Indian
1747	1	Cuisines: Italian, Pizza, Californian
1748	1	Cuisines: Barbecue
1749	1	Cuisines: American
1750	1	Cuisines: Steakhouse
1751	1	Cuisines: French, Chinese
1752	1	Cuisines: Indian
1753	1	Cuisines: Barbecue
1754	1	Cuisines: Ethiopian, African
1755	1	Cuisines: Italian, Pizza
1756	1	Cuisines: Japanese, Sushi
1757	1	Cuisines: American, Pizza
1758	1	Cuisines: Family Fare, Sushi, Seafood, Chowder, American
1759	1	Cuisines: American
1760	1	Cuisines: Thai
1761	1	Cuisines: Seafood, Steakhouse, Barbecue, Japanese, Sushi
1762	1	Cuisines: Japanese
1763	1	Cuisines: Mexican
1764	1	Cuisines: Mexican
1765	1	Cuisines: Japanese
1766	1	Cuisines: American, Asian, Seafood, Steakhouse
1767	1	Cuisines: Delicatessen
1768	1	Cuisines: Chinese
1769	1	Cuisines: American
1770	1	Cuisines: American, German
1771	1	Cuisines: Mexican
1772	1	Cuisines: Hawaiian
1773	1	Cuisines: Steakhouse
1774	1	Cuisines: Hamburgers
1775	1	Cuisines: American, Italian, Pizza
1776	1	Cuisines: American
1777	1	Cuisines: Pizza
1778	1	Cuisines: Korean
1779	1	Cuisines: Italian
1780	1	Cuisines: Eclectic
1781	1	Cuisines: Japanese, Seafood, Sushi
1782	1	Cuisines: Asian, Chinese
1783	1	Cuisines: Mexican, Latin, Vegetarian
1784	1	Cuisines: Caribbean
1785	1	Cuisines: Seafood, Soups, American, Coffee Shop, Diner
1786	1	Cuisines: Japanese
1787	1	Cuisines: Cuban
1788	1	Cuisines: Irish, Pub
1789	1	Cuisines: Seafood
1790	1	Cuisines: Dessert
1791	1	Cuisines: Mexican
1792	1	Cuisines: Chinese
1793	1	Cuisines: Seafood, American
1794	1	Cuisines: Irish
1795	1	Cuisines: Vietnamese
1796	1	Cuisines: American, Contemporary, Eclectic, International, Mediterranean, Seafood, Vegetarian
1797	1	Cuisines: American, Barbecue
1798	1	Cuisines: Brazilian
1799	1	Cuisines: Belgian, French
1800	1	Cuisines: Bakery, Delicatessen, Italian
1801	1	Cuisines: Seafood
1802	1	Cuisines: American
1803	1	Cuisines: Steakhouse, American, Barbecue
1804	1	Cuisines: Californian, Southwestern, Mexican, American, Contemporary, Seafood
1805	1	Cuisines: Seafood
1806	1	Cuisines: Mexican
1807	1	Cuisines: American
1808	1	Cuisines: Coffee Shop
1809	1	Cuisines: Californian, Family Fare, American, Coffee Shop, Diner
1810	1	Cuisines: Bakery, Delicatessen
1811	1	Cuisines: Delicatessen
1812	1	Cuisines: Italian
1813	1	Cuisines: Asian, Sushi
1814	1	Cuisines: Indian
1815	1	Cuisines: Asian
1816	1	Cuisines: Indian
1817	1	Cuisines: Californian, Pizza, Italian
1818	1	Cuisines: American, Delicatessen, Steakhouse
1819	1	Cuisines: Thai
1820	1	Cuisines: Delicatessen
1821	1	Cuisines: Mexican
1822	1	Cuisines: American
1823	1	Cuisines: Korean, Japanese
1824	1	Cuisines: Mexican, Cuban
1825	1	Cuisines: Japanese
1826	1	Cuisines: Italian
1827	1	Cuisines: Steakhouse
1828	1	Cuisines: French, Eclectic
1829	1	Cuisines: American, Italian
1830	1	Cuisines: Dessert, Diner, Family Fare, Hamburgers, Hot Dogs
1831	1	Cuisines: American, Italian, Pizza, Steakhouse
1832	1	Cuisines: American
1833	1	Cuisines: Greek
1834	1	Cuisines: Sushi
1835	1	Cuisines: American, Californian, Bistro, Contemporary, Wine Bar
1836	1	Cuisines: Mexican
1837	1	Cuisines: Vietnamese
1838	1	Cuisines: Barbecue
1839	1	Cuisines: Thai
1840	1	Cuisines: Bakery
1841	1	Cuisines: American
1842	1	Cuisines: French
1843	1	Cuisines: Mexican
1844	1	Cuisines: Japanese, Steakhouse, Sushi
1845	1	Cuisines: Pizza
1846	1	Cuisines: Pizza
1847	1	Cuisines: Barbecue, Fast Food, Hamburgers
1848	1	Cuisines: Asian, Vietnamese
1849	1	Cuisines: Bakery
1850	1	Cuisines: American
1851	1	Cuisines: American
1852	1	Cuisines: Barbecue
1853	1	Cuisines: Delicatessen
1854	1	Cuisines: American
1855	1	Cuisines: American
1856	1	Cuisines: Bar
1857	1	Cuisines: Pizza
1858	1	Cuisines: Pizza
1859	1	Cuisines: Japanese, Steakhouse
1860	1	Cuisines: Seafood
1861	1	Cuisines: Seafood, American
1862	1	Cuisines: Pizza
1863	1	Cuisines: American
1864	1	Cuisines: Seafood
1865	1	Cuisines: French
1866	1	Cuisines: Chinese
1867	1	Cuisines: Fast Food, Delicatessen
1868	1	Cuisines: American
1869	1	Cuisines: Mexican
1870	1	Cuisines: Seafood, Steakhouse, American, Barbecue
1871	1	Cuisines: Mexican
1872	1	Cuisines: American, French, Seafood
1873	1	Cuisines: American, Barbecue
1874	1	Cuisines: American
1875	1	Cuisines: Steakhouse
1876	1	Cuisines: Spanish, Tapas, Mexican
1877	1	Cuisines: Steakhouse, American, Contemporary
1878	1	Cuisines: American
1879	1	Cuisines: Mexican
1880	1	Cuisines: Steakhouse
1881	1	Cuisines: Seafood
1882	1	Cuisines: Pizza
1883	1	Cuisines: Italian, Pizza
1884	1	Cuisines: Sushi, Japanese
1885	1	Cuisines: Cajun & Creole
1886	1	Cuisines: American, Barbecue, Pizza
1887	1	Cuisines: Fast Food, American, Californian, Thai
1888	1	Cuisines: Chinese
1889	1	Cuisines: Vegetarian, Chinese
1890	1	Cuisines: American
1891	1	Cuisines: Mexican
1892	1	Cuisines: Chinese, Italian, Japanese
1893	1	Cuisines: American, Seafood, Steakhouse
1894	1	Cuisines: Thai
1895	1	Cuisines: Pizza, Delicatessen
1896	1	Cuisines: Steakhouse
1897	1	Cuisines: Pizza
1898	1	Cuisines: American
1899	1	Cuisines: Mexican
1900	1	Cuisines: Ice Cream
1901	1	Cuisines: Vietnamese
1902	1	Cuisines: Pizza
1903	1	Cuisines: Ice Cream, Dessert
1904	1	Cuisines: American, Asian, Contemporary, Pacific Rim, Seafood
1905	1	Cuisines: Delicatessen
1906	1	Cuisines: Delicatessen, American, Diner
1907	1	Cuisines: American, Seafood
1908	1	Cuisines: Mexican
1909	1	Cuisines: Japanese
1910	1	Cuisines: Chinese
1911	1	Cuisines: Mexican
1912	1	Cuisines: American, Barbecue, Italian, Seafood, Steakhouse
1913	1	Cuisines: Asian, Chinese
1914	1	Cuisines: American
1915	1	Cuisines: Fast Food, Hamburgers
1916	1	Cuisines: Dessert, Bakery
1917	1	Cuisines: Hamburgers
1918	1	Cuisines: American
1919	1	Cuisines: Pizza
1920	1	Cuisines: American, Italian, Pizza
1921	1	Cuisines: Chinese, Asian
1922	1	Cuisines: Korean, Asian
1923	1	Cuisines: American
1924	1	Cuisines: Russian
1925	1	Cuisines: Hot Dogs
1926	1	Cuisines: Soups, American
1927	1	Cuisines: American
1928	1	Cuisines: Italian
1929	1	Cuisines: Philippine, American
1930	1	Cuisines: American, Hamburgers, Fast Food
1931	1	Cuisines: Barbecue, Korean, Sushi
1932	1	Cuisines: Japanese, Korean
1933	1	Cuisines: Thai
1934	1	Cuisines: Seafood
1935	1	Cuisines: American
1936	1	Cuisines: Mexican
1937	1	Cuisines: Thai
1938	1	Cuisines: Pizza, Coffee Shop
1939	1	Cuisines: Mexican
1940	1	Cuisines: Pizza
1941	1	Cuisines: Chinese
1942	1	Cuisines: Mexican
1943	1	Cuisines: Mexican
1944	1	Cuisines: Asian
1945	1	Cuisines: American, Delicatessen
1946	1	Cuisines: Seafood
1947	1	Cuisines: Italian, Seafood
1948	1	Cuisines: American
1949	1	Cuisines: Latin, Brazilian, Chilean, Colombian, Venezuelan, Argentinean, Cuban
1950	1	Cuisines: Hot Dogs, American
1951	1	Cuisines: Coffee Shop
1952	1	Cuisines: American
1953	1	Cuisines: Sushi, Japanese
1954	1	Cuisines: Coffee Shop, Café, Dessert
1955	1	Cuisines: Mexican
1956	1	Cuisines: Italian
1957	1	Cuisines: American
1958	1	Cuisines: Chinese, Japanese
1959	1	Cuisines: Mexican
1960	1	Cuisines: American, Delicatessen
1961	1	Cuisines: American
1962	1	Cuisines: Mexican
1963	1	Cuisines: American
1964	1	Cuisines: Italian
1965	1	Cuisines: Delicatessen
1966	1	Cuisines: Italian
1967	1	Cuisines: Italian, Pizza
1968	1	Cuisines: Bakery
1969	1	Cuisines: Mexican
1970	1	Cuisines: French
1971	1	Cuisines: Seafood
1972	1	Cuisines: French
1973	1	Cuisines: Italian
1974	1	Cuisines: Chinese
1975	1	Cuisines: Pizza
1976	1	Cuisines: Thai
1977	1	Cuisines: Italian
1978	1	Cuisines: Pizza
1979	1	Cuisines: Russian
1980	1	Cuisines: Delicatessen
1981	1	Cuisines: Sushi, Thai
1982	1	Cuisines: Asian
1983	1	Cuisines: Southwestern, Mexican, American, Barbecue
1984	1	Cuisines: Delicatessen
1985	1	Cuisines: Vietnamese
1986	1	Cuisines: Pizza
1987	1	Cuisines: American, Delicatessen
1988	1	Cuisines: Eclectic
1989	1	Cuisines: Indian
1990	1	Cuisines: Chinese
1991	1	Cuisines: Italian
1992	1	Cuisines: Indian
1993	1	Cuisines: Fast Food
1994	1	Cuisines: Mexican
1995	1	Cuisines: American, Seafood
1996	1	Cuisines: Italian
1997	1	Cuisines: Bakery, Vegan
1998	1	Cuisines: American, Seafood
1999	1	Cuisines: Hamburgers
