restaurant	pickarestaurant	address
0710	2	&nbsp;4211 East Side Avenue #D	&nbsp;Dallas, TX 75226
0711	2	&nbsp;1201 Main Street #P164	&nbsp;Dallas, TX 75202
0712	2	&nbsp;10729 Audelia Road	&nbsp;Dallas, TX
0713	2	&nbsp;200 West Main Street	&nbsp;Dallas, TX 75208
0714	2	&nbsp;9330 North Central Expressway	&nbsp;Dallas, TX
0715	2	&nbsp;205 North Carroll Avenue	&nbsp;Dallas, TX
0716	2	&nbsp;8524 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
0717	2	&nbsp;8526 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
0718	2	&nbsp;3227 Mckinnet Avenue	&nbsp;Dallas, TX 75204
0719	2	&nbsp;362 Casa Linda Plaza	&nbsp;Dallas, TX 75218
0720	2	&nbsp;18900 Dallas Parkway	&nbsp;Dallas, TX 75287
0721	2	&nbsp;6417 Hillcrest Avenue	&nbsp;Dallas, TX 75205
0722	2	&nbsp;5423 West Lovers Lane	&nbsp;Dallas, TX 75209
0723	2	&nbsp;2127 Fort Worth Avenue	&nbsp;Dallas, TX 75211
0724	2	&nbsp;207 West Illinois Avenue	&nbsp;Dallas, TX 75224
0725	2	&nbsp;510 West Main Street	&nbsp;Dallas, TX 75208
0726	2	&nbsp;1355 Hartsdale Drive	&nbsp;Dallas, TX 75211
0727	2	&nbsp;8989 Forest Lane	&nbsp;Dallas, TX 75243
0728	2	&nbsp;17101 Preston Road #210	&nbsp;Dallas, TX 75248
0729	2	&nbsp;4887 Alpha, #285	&nbsp;Dallas, TX 75244
0730	2	&nbsp;8989 Forest Lane	&nbsp;Dallas, TX 75243
0731	2	&nbsp;5450 West Lovers Lane	&nbsp;Dallas, TX 75219
0732	2	&nbsp;3700 Dildock Street	&nbsp;Dallas, TX 75215
0733	2	&nbsp;2410 Gus Thomasson Road	&nbsp;Dallas, TX 75228
0734	2	&nbsp;13531 Montfort Drive #117	&nbsp;Dallas, TX 75240
0735	2	&nbsp;3312 North Buckner Boulevard	&nbsp;Dallas, TX 75228
0736	2	&nbsp;2419 West Illinois Avenue	&nbsp;Dallas, TX 75233
0737	2	&nbsp;2551 Fort Worth Avenue	&nbsp;Dallas, TX 75211
0738	2	&nbsp;2812 Elm Street	&nbsp;Dallas, TX 75226
0739	2	&nbsp;6045 Sherry Lane	&nbsp;Dallas, TX 75225
0740	2	&nbsp;912 Pacific Avenue	&nbsp;Dallas, TX 75202
0741	2	&nbsp;1802 Main Street	&nbsp;Dallas, TX 75201
0742	2	&nbsp;3101 North Stemmons Freeway	&nbsp;Dallas, TX
0743	2	&nbsp;19021 Midway Road	&nbsp;Dallas, TX 75287
0744	2	&nbsp;3880 West NW Hwy	&nbsp;Dallas, TX 75220
0745	2	&nbsp;2129 Greenville Avenue	&nbsp;Dallas, TX 75206
0746	2	&nbsp;1806 Greenville	&nbsp;Dallas, TX 75206
0747	2	&nbsp;15775 Hillcrest Road	&nbsp;Dallas, TX 75248
0748	2	&nbsp;Radisson (Dallas Prk Cent) 7750 Lbj	&nbsp;Dallas, TX 75201
0749	2	&nbsp;4805 Frankford Road	&nbsp;Dallas, TX 75287
0750	2	&nbsp;418 South Ervay Street	&nbsp;Dallas, TX 75201
0751	2	&nbsp;Lbj Freeway	&nbsp;Dallas, TX 75234
0752	2	&nbsp;1627 Pacific Avenue	&nbsp;Dallas, TX 75201
0753	2	&nbsp;14999 Montford Drive	&nbsp;Dallas, TX 75240
0754	2	&nbsp;5500 Greenville Avenue #209	&nbsp;Dallas, TX 75206
0755	2	&nbsp;2343 Oates Drive	&nbsp;Dallas, TX 75228
0756	2	&nbsp;17721 Dallas Parkway #140	&nbsp;Dallas, TX 75287
0757	2	&nbsp;5100 Belt Line Road	&nbsp;Dallas, TX 75240
0758	2	&nbsp;13490 Floyd Circle	&nbsp;Dallas, TX 75243
0759	2	&nbsp;7517 Campbell Road	&nbsp;Dallas, TX 75248
0760	2	&nbsp;3373 Lombardy Lane	&nbsp;Dallas, TX 75220
0761	2	&nbsp;2156 West NW Hwy., #312	&nbsp;Dallas, TX 75220
0762	2	&nbsp;4810 Maple Avenue	&nbsp;Dallas, TX 75219
0763	2	&nbsp;9230 Skillman Street	&nbsp;Dallas, TX 75243
0764	2	&nbsp;2445 West NW Hwy	&nbsp;Dallas, TX 75220
0765	2	&nbsp;4400 North Central Expressway	&nbsp;Dallas, TX 75206
0766	2	&nbsp;I- 30 At North Jim Miller Road	&nbsp;Dallas, TX 75228
0767	2	&nbsp;10433 North Central Expressway	&nbsp;Dallas, TX 75231
0768	2	&nbsp;4330 Gannon Lane Suite	&nbsp;Dallas, TX 75237
0769	2	&nbsp;10720 Preston Road	&nbsp;Dallas, TX 75230
0770	2	&nbsp;12909 Midway Road	&nbsp;Dallas, TX 75244
0771	2	&nbsp;3620 West Davis Street	&nbsp;Dallas, TX
0772	2	&nbsp;15615 Coit Road	&nbsp;Dallas, TX 75248
0773	2	&nbsp;2504 Mckinney Avenue	&nbsp;Dallas, TX 75201
0774	2	&nbsp;2504 Mckinney Avenue	&nbsp;Dallas, TX 75201
0775	2	&nbsp;1823 South Haskell Avenue	&nbsp;Dallas, TX 75223
0776	2	&nbsp;6330 Gaston Avenue	&nbsp;Dallas, TX 75214
0777	2	&nbsp;6811 West NW Hwy	&nbsp;Dallas, TX 75225
0778	2	&nbsp;5331 East Mockingbird Lane	&nbsp;Dallas, TX 75206
0779	2	&nbsp;1026 Valley View Mall	&nbsp;Dallas, TX 75240
0780	2	&nbsp;4404 South Marsalis Avenue	&nbsp;Dallas, TX
0781	2	&nbsp;11827 Abrams Road	&nbsp;Dallas, TX 75243
0782	2	&nbsp;330 West Davis Street	&nbsp;Dallas, TX 75208
0783	2	&nbsp;5309 Bexar Street	&nbsp;Dallas, TX
0784	2	&nbsp;4824 Belmont Avenue	&nbsp;Dallas, TX 75204
0785	2	&nbsp;13331 Preston Road	&nbsp;Dallas, TX 75240
0786	2	&nbsp;11277 East NW Hwy	&nbsp;Dallas, TX
0787	2	&nbsp;255 Casa Linda Plaza	&nbsp;Dallas, TX 75218
0788	2	&nbsp;5708 Abrams Road	&nbsp;Dallas, TX
0789	2	&nbsp;9090 Skillman Street #158	&nbsp;Dallas, TX 75243
0790	2	&nbsp;920 Pearl Expressway	&nbsp;Dallas, TX 75201
0791	2	&nbsp;8424 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
0792	2	&nbsp;2829 West NW Hwy	&nbsp;Dallas, TX 75220
0793	2	&nbsp;3930 Cedar Springs Road	&nbsp;Dallas, TX 75219
0794	2	&nbsp;4114 Maple Avenue	&nbsp;Dallas, TX 75219
0795	2	&nbsp;4438 Maple Avenue	&nbsp;Dallas, TX 75219
0796	2	&nbsp;7918 Lake June Road	&nbsp;Dallas, TX 75217
0797	2	&nbsp;1328 North Jim Miller Road	&nbsp;Dallas, TX 75217
0798	2	&nbsp;315 East Jefferson Boulevard	&nbsp;Dallas, TX 75203
0799	2	&nbsp;200 Crescent Court	&nbsp;Dallas, TX 75201
0800	2	&nbsp;416 North Bishop Avenue	&nbsp;Dallas, TX 75208
0801	2	&nbsp;2515 North Fitzhugh Avenue	&nbsp;Dallas, TX 75204
0802	2	&nbsp;2031 Abrams Road	&nbsp;Dallas, TX 75214
0803	2	&nbsp;805 Gaston Street	&nbsp;Dallas, TX 75204
0804	2	&nbsp;5930-F Royal Lane	&nbsp;Dallas, TX
0805	2	&nbsp;19049 Marsh Lane Suite 109	&nbsp;Dallas, TX 75287
0806	2	&nbsp;2222 South Buckner Boulevard	&nbsp;Dallas, TX 75227
0807	2	&nbsp;2824 Main Street	&nbsp;Dallas, TX 75226
0808	2	&nbsp;2414 North Fitzhugh Avenue	&nbsp;Dallas, TX
0809	2	&nbsp;6012 Abrams Road	&nbsp;Dallas, TX 75231
0810	2	&nbsp;2551 Lombardy Lane	&nbsp;Dallas, TX 75220
0811	2	&nbsp;1900 Elm Street	&nbsp;Dallas, TX 75201
0812	2	&nbsp;2001 Ross Avenue	&nbsp;Dallas, TX 75201
0813	2	&nbsp;7023 Military Parkway	&nbsp;Dallas, TX 75227
0814	2	&nbsp;10538 Forest Lane	&nbsp;Dallas, TX 75243
0815	2	&nbsp;2711 North Haskell Avenue #200	&nbsp;Dallas, TX 75204
0816	2	&nbsp;9005 Bruton Road	&nbsp;Dallas, TX 75217
0817	2	&nbsp;5616 Bryan Parkway	&nbsp;Dallas, TX 75206
0818	2	&nbsp;5301 Belt Line Road	&nbsp;Dallas, TX
0819	2	&nbsp;4435 Simonton Road	&nbsp;Dallas, TX 75244
0820	2	&nbsp;4509 Columbia Avenue	&nbsp;Dallas, TX 75226
0821	2	&nbsp;12801 North Central Expressway	&nbsp;Dallas, TX 75243
0822	2	&nbsp;3432 South Loop 12 #1044	&nbsp;Dallas, TX 75216
0823	2	&nbsp;2900 Greenville	&nbsp;Dallas, TX 75206
0824	2	&nbsp;2424 South Cockrell Hill Road	&nbsp;Dallas, TX 75211
0825	2	&nbsp;5470 West Lovers Lane	&nbsp;Dallas, TX
0826	2	&nbsp;2912 Oak Lawn Avenue	&nbsp;Dallas, TX 75209
0827	2	&nbsp;8321 Lemmon Avenue	&nbsp;Dallas, TX 75209
0828	2	&nbsp;13350 Dallas Parkway #2443	&nbsp;Dallas, TX 75240
0829	2	&nbsp;4019 Villanova	&nbsp;Dallas, TX 75225
0830	2	&nbsp;2951 South Westmoreland Road	&nbsp;Dallas, TX 75233
0831	2	&nbsp;1623 Main Street	&nbsp;Dallas, TX 75201
0832	2	&nbsp;17437 Preston Road	&nbsp;Dallas, TX 75252
0833	2	&nbsp;1401 Commerce Street	&nbsp;Dallas, TX 75201
0834	2	&nbsp;410 South Haskell Avenue	&nbsp;Dallas, TX 75226
0835	2	&nbsp;2150 Market Center Blvd.	&nbsp;Dallas, TX 75207
0836	2	&nbsp;1915 Greenville Avenue	&nbsp;Dallas, TX 75206
0837	2	&nbsp;601 West Davis Street	&nbsp;Dallas, TX 75208
0838	2	&nbsp;5441 Alpha Road #102	&nbsp;Dallas, TX 75240
0839	2	&nbsp;1908 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0840	2	&nbsp;8309 Westchester Drive	&nbsp;Dallas, TX 75225
0841	2	&nbsp;5057 Singleton Boulevard	&nbsp;Dallas, TX 75212
0842	2	&nbsp;18101 Preston, #204	&nbsp;Dallas, TX 75252
0843	2	&nbsp;1519 South Hampton Road	&nbsp;Dallas, TX
0844	2	&nbsp;2934 Main Street	&nbsp;Dallas, TX 75226
0845	2	&nbsp;1950 Market Center Boulevard	&nbsp;Dallas, TX
0846	2	&nbsp;1401 Elm Street #200	&nbsp;Dallas, TX 75202
0847	2	&nbsp;6355 East Mockingbird Lane	&nbsp;Dallas, TX 75214
0848	2	&nbsp;4210 North Central Expressway	&nbsp;Dallas, TX 75206
0849	2	&nbsp;6407 Hillcrest Avenue	&nbsp;Dallas, TX 75205
0850	2	&nbsp;11404 Garland Road	&nbsp;Dallas, TX 75218
0851	2	&nbsp;2514 Hudnall Street	&nbsp;Dallas, TX 75235
0852	2	&nbsp;14920 Midway Road	&nbsp;Dallas, TX
0853	2	&nbsp;2622 South Ervay Street	&nbsp;Dallas, TX 75215
0854	2	&nbsp;105 North Collett Avenue	&nbsp;Dallas, TX 75214
0855	2	&nbsp;5500 Greenville Avenue	&nbsp;Dallas, TX 75206
0856	2	&nbsp;8139 Park Lane	&nbsp;Dallas, TX 75231
0857	2	&nbsp;220 West Camp Wisdom Road	&nbsp;Dallas, TX
0858	2	&nbsp;7412 Greenville Avenue	&nbsp;Dallas, TX 75231
0859	2	&nbsp;5400 East Mockingbird Lane	&nbsp;Dallas, TX 75206
0860	2	&nbsp;5550 Yale Boulevard	&nbsp;Dallas, TX 75206
0861	2	&nbsp;6411 Hillcrest Avenue	&nbsp;Dallas, TX 75205
0862	2	&nbsp;3211 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
0863	2	&nbsp;7033 Greenville Avenue	&nbsp;Dallas, TX 75231
0864	2	&nbsp;242 Wynnewood Village Shopping Center	&nbsp;Dallas, TX 75224
0865	2	&nbsp;4703 Greenville Avenue	&nbsp;Dallas, TX 75206
0866	2	&nbsp;14925 Midway Road	&nbsp;Dallas, TX
0867	2	&nbsp;1718 North Market Street	&nbsp;Dallas, TX 75202
0868	2	&nbsp;716 North Harwood Street	&nbsp;Dallas, TX 75201
0869	2	&nbsp;3021 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0870	2	&nbsp;11467 Garland Road	&nbsp;Dallas, TX 75218
0871	2	&nbsp;1415 Motor Street	&nbsp;Dallas, TX 75207
0872	2	&nbsp;6232 East Mockingbird Lane	&nbsp;Dallas, TX 75214
0873	2	&nbsp;3195 Royal Lane	&nbsp;Dallas, TX 75229
0874	2	&nbsp;1634 West Mockingbird Lane	&nbsp;Dallas, TX 75235
0875	2	&nbsp;9222 John West Carpenter Freeway	&nbsp;Dallas, TX 75247
0876	2	&nbsp;10250 Technology Boulevard East	&nbsp;Dallas, TX 75220
0877	2	&nbsp;2204 West NW Hwy	&nbsp;Dallas, TX 75220
0878	2	&nbsp;2720 West NW Hwy	&nbsp;Dallas, TX 75220
0879	2	&nbsp;1016 West Camp Wisdom Road	&nbsp;Dallas, TX 75232
0880	2	&nbsp;6882 Shadybrook Lane	&nbsp;Dallas, TX
0881	2	&nbsp;13425 Seagoville Road	&nbsp;Dallas, TX 75253
0882	2	&nbsp;5600 Lovers Lane	&nbsp;Dallas, TX 75206
0883	2	&nbsp;1906 South Harwood Street	&nbsp;Dallas, TX 75215
0884	2	&nbsp;10031 Marsh Lane #120	&nbsp;Dallas, TX 75229
0885	2	&nbsp;5710 East Lovers Lane	&nbsp;Dallas, TX 75206
0886	2	&nbsp;650 North Pearl Street	&nbsp;Dallas, TX 75201
0887	2	&nbsp;1222 Commerce Street	&nbsp;Dallas, TX 75202
0888	2	&nbsp;2217 Greenville Avenue	&nbsp;Dallas, TX 75206
0889	2	&nbsp;12720 Merit Drive	&nbsp;Dallas, TX 75251
0890	2	&nbsp;9419 Viewside Drive	&nbsp;Dallas, TX 75231
0891	2	&nbsp;1209 North Edgefield Avenue	&nbsp;Dallas, TX 75208
0892	2	&nbsp;11223 Luna Road	&nbsp;Dallas, TX 75229
0893	2	&nbsp;1300 Jackson Street	&nbsp;Dallas, TX 75202
0894	2	&nbsp;2533 Mckinney Avenue	&nbsp;Dallas, TX 75201
0895	2	&nbsp;4330 Lemmon Avenue	&nbsp;Dallas, TX 75219
0896	2	&nbsp;1720 Regal Row #105	&nbsp;Dallas, TX 75235
0897	2	&nbsp;4021 Belt Line Road #101	&nbsp;Dallas, TX 75244
0898	2	&nbsp;4218 Lemmon	&nbsp;Dallas, TX 75219
0899	2	&nbsp;1600 Viceroy Drive	&nbsp;Dallas, TX 75235
0900	2	&nbsp;9375 Forest Lane	&nbsp;Dallas, TX 75243
0901	2	&nbsp;10153 Shoreview Road	&nbsp;Dallas, TX 75238
0902	2	&nbsp;712 South Walton Walker Boulevard	&nbsp;Dallas, TX 75211
0903	2	&nbsp;5000 Belt Line	&nbsp;Dallas, TX 75240
0904	2	&nbsp;2755 Bachman Drive	&nbsp;Dallas, TX
0905	2	&nbsp;1106 West Davis Street	&nbsp;Dallas, TX 75208
0906	2	&nbsp;8204 Elmbrook Drive	&nbsp;Dallas, TX 75247
0907	2	&nbsp;2537 North Fitzhugh Avenue	&nbsp;Dallas, TX 75204
0908	2	&nbsp;2634 North Fitzhugh Avenue	&nbsp;Dallas, TX 75204
0909	2	&nbsp;4215 Beltwood Pkwy.	&nbsp;Dallas, TX 75244
0910	2	&nbsp;8616 Turtle Creek Boulevard	&nbsp;Dallas, TX 75225
0911	2	&nbsp;4100 Spring Valley Road	&nbsp;Dallas, TX 75244
0912	2	&nbsp;6524 East NW Hwy	&nbsp;Dallas, TX 75231
0913	2	&nbsp;8510 Denton Drive	&nbsp;Dallas, TX 75235
0914	2	&nbsp;6537 East NW Hwy	&nbsp;Dallas, TX 75231
0915	2	&nbsp;4424 Lovers Lane	&nbsp;Dallas, TX 75225
0916	2	&nbsp;5334 Lemmon Avenue	&nbsp;Dallas, TX 75209
0917	2	&nbsp;9256 Markville	&nbsp;Dallas, TX 75243
0918	2	&nbsp;7713 Inwood Road	&nbsp;Dallas, TX
0919	2	&nbsp;3317 Malcolm X Boulevard	&nbsp;Dallas, TX 75215
0920	2	&nbsp;6033 Campbell Road	&nbsp;Dallas, TX 75248
0921	2	&nbsp;400 South Zang Boulevard #808	&nbsp;Dallas, TX 75208
0922	2	&nbsp;2112 South Cockrell Hill Road	&nbsp;Dallas, TX 75211
0923	2	&nbsp;4444 West Illinois Avenue	&nbsp;Dallas, TX 75211
0924	2	&nbsp;4630 Military Parkway	&nbsp;Dallas, TX 75227
0925	2	&nbsp;717 North Harwood Street #240	&nbsp;Dallas, TX 75201
0926	2	&nbsp;11455 Harry Hines Boulevard	&nbsp;Dallas, TX 75229
0927	2	&nbsp;8750 North Central Expressway #160	&nbsp;Dallas, TX 75231
0928	2	&nbsp;2505 West Davis Street	&nbsp;Dallas, TX
0929	2	&nbsp;1430 North Industrial Boulevard	&nbsp;Dallas, TX
0930	2	&nbsp;2156 West NW Hwy	&nbsp;Dallas, TX 75220
0931	2	&nbsp;1950 Market Center Boulevard	&nbsp;Dallas, TX 75207
0932	2	&nbsp;12221 Merit Drive #140	&nbsp;Dallas, TX 75251
0933	2	&nbsp;11200 Harry Hines Boulevard	&nbsp;Dallas, TX 75229
0934	2	&nbsp;4024 Maple Avenue	&nbsp;Dallas, TX 75219
0935	2	&nbsp;4131 Lomo Alto Drive	&nbsp;Dallas, TX 75219
0936	2	&nbsp;3906 Lemmon Avenue	&nbsp;Dallas, TX 75219
0937	2	&nbsp;4264 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
0938	2	&nbsp;3705 West Clarendon Drive	&nbsp;Dallas, TX 75211
0939	2	&nbsp;3809 Grand Avenue	&nbsp;Dallas, TX 75210
0940	2	&nbsp;5102 South Lamar Street	&nbsp;Dallas, TX 75215
0941	2	&nbsp;4620 Mckinney Avenue @ Knox	&nbsp;Dallas, TX 75205
0942	2	&nbsp;2201 North Stemmons Freeway	&nbsp;Dallas, TX 75207
0943	2	&nbsp;5006 East Grand Avenue	&nbsp;Dallas, TX 75223
0944	2	&nbsp;1412 North Carroll Avenue	&nbsp;Dallas, TX 75204
0945	2	&nbsp;3072 Mockingbird Lane	&nbsp;Dallas, TX 75205
0946	2	&nbsp;223 North Ervay Street	&nbsp;Dallas, TX 75201
0947	2	&nbsp;250 Webbs Chapel Village	&nbsp;Dallas, TX 75229
0948	2	&nbsp;5334 Ross Avenue	&nbsp;Dallas, TX 75206
0949	2	&nbsp;9410 Walnut Street	&nbsp;Dallas, TX 75243
0950	2	&nbsp;4404 Junius Street	&nbsp;Dallas, TX 75246
0951	2	&nbsp;2572 Walnut Hill Lane	&nbsp;Dallas, TX 75229
0952	2	&nbsp;302 South Houston Street	&nbsp;Dallas, TX
0953	2	&nbsp;9515 C F Hawn Freeway	&nbsp;Dallas, TX 75217
0954	2	&nbsp;9310 Forest Lane #330	&nbsp;Dallas, TX 75243
0955	2	&nbsp;11836 Judd Court #324	&nbsp;Dallas, TX 75243
0956	2	&nbsp;5445 La Sierra Drive	&nbsp;Dallas, TX 75231
0957	2	&nbsp;12801 Midway Road	&nbsp;Dallas, TX 75244
0958	2	&nbsp;12817 Preston Rd, #112	&nbsp;Dallas, TX 75230
0959	2	&nbsp;1202 South Akard Street	&nbsp;Dallas, TX 75215
0960	2	&nbsp;Terminal 2E	&nbsp;Dallas, TX 75261
0961	2	&nbsp;5720 635 Lbj Freeway	&nbsp;Dallas, TX 75240
0962	2	&nbsp;11390 Grissom Lane	&nbsp;Dallas, TX 75229
0963	2	&nbsp;Nationsbank Dntwn	&nbsp;Dallas, TX 75235
0964	2	&nbsp;10836 Grissom Lane	&nbsp;Dallas, TX 75229
0965	2	&nbsp;9019 Governors Row	&nbsp;Dallas, TX 75247
0966	2	&nbsp;5950 A Royal Lane	&nbsp;Dallas, TX 75230
0967	2	&nbsp;Term B	&nbsp;Dallas, TX 75261
0968	2	&nbsp;12262 Inwood Road	&nbsp;Dallas, TX
0969	2	&nbsp;2032 Main Street	&nbsp;Dallas, TX 75201
0970	2	&nbsp;5301 Belt Line Road	&nbsp;Dallas, TX
0971	2	&nbsp;Buckner Blvd. (Loop 12 At I-30)	&nbsp;Dallas, TX
0972	2	&nbsp;2935 Elm Street	&nbsp;Dallas, TX
0973	2	&nbsp;4430 Maple Avenue	&nbsp;Dallas, TX 75219
0974	2	&nbsp;2210 Butler Street	&nbsp;Dallas, TX 75235
0975	2	&nbsp;2530 Fairmount	&nbsp;Dallas, TX
0976	2	&nbsp;408 South Harwood Street	&nbsp;Dallas, TX 75201
0977	2	&nbsp;1601 Elm Street	&nbsp;Dallas, TX 75201
0978	2	&nbsp;9101 Lbj Freeway	&nbsp;Dallas, TX 75243
0979	2	&nbsp;10224 East NW Hwy	&nbsp;Dallas, TX 75238
0980	2	&nbsp;2777 Stemmons Freeway	&nbsp;Dallas, TX 75207
0981	2	&nbsp;6526 East NW Hwy	&nbsp;Dallas, TX 75231
0982	2	&nbsp;10349 Ferguson Road	&nbsp;Dallas, TX 75228
0983	2	&nbsp;8325 Walnut Hill Lane #111	&nbsp;Dallas, TX 75231
0984	2	&nbsp;1507 North Garrett Avenue	&nbsp;Dallas, TX 75206
0985	2	&nbsp;73 Highland Park Village	&nbsp;Dallas, TX 75205
0986	2	&nbsp;107 South Harwood Street	&nbsp;Dallas, TX 75201
0987	2	&nbsp;1820 West Mockingbird Lane	&nbsp;Dallas, TX 75235
0988	2	&nbsp;3404 Rosedale Avenue	&nbsp;Dallas, TX 75205
0989	2	&nbsp;308 South Houston Street	&nbsp;Dallas, TX 75202
0990	2	&nbsp;300 Reunion Boulevard East	&nbsp;Dallas, TX 75207
0991	2	&nbsp;7752 Forest Lane	&nbsp;Dallas, TX 75230
0992	2	&nbsp;17950 Preston Road	&nbsp;Dallas, TX 75252
0993	2	&nbsp;3300 Swiss Circle	&nbsp;Dallas, TX 75204
0994	2	&nbsp;8133 Bruton Road	&nbsp;Dallas, TX 75217
0995	2	&nbsp;3021 West NW Hwy	&nbsp;Dallas, TX 75220
0996	2	&nbsp;6752 Shadybrook Lane	&nbsp;Dallas, TX
0997	2	&nbsp;11823 Plano Road	&nbsp;Dallas, TX 75243
0998	2	&nbsp;1320 Patterson Street	&nbsp;Dallas, TX 75202
0999	2	&nbsp;2905 Webb Chapel Ext	&nbsp;Dallas, TX 75220
1000	2	&nbsp;9090 Skillman Street	&nbsp;Dallas, TX 75243
1001	2	&nbsp;5612 Yale Blvd.	&nbsp;Dallas, TX 75206
1002	2	&nbsp;5527 Merrimac Avenue	&nbsp;Dallas, TX 75206
1003	2	&nbsp;4246 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
1004	2	&nbsp;3130 West Mockingbird Lane	&nbsp;Dallas, TX 75235
1005	2	&nbsp;1919 Federal Street	&nbsp;Dallas, TX 75201
1006	2	&nbsp;1907 South Buckner Boulevard	&nbsp;Dallas, TX 75217
1007	2	&nbsp;2737 Carpenter Avenue	&nbsp;Dallas, TX 75215
1008	2	&nbsp;650 North Pearl Street #G101	&nbsp;Dallas, TX 75201
1009	2	&nbsp;2619 Greenville Avenue	&nbsp;Dallas, TX 75206
1010	2	&nbsp;2107-09 Main Street 9	&nbsp;Dallas, TX
1011	2	&nbsp;5151 Belt Line Road	&nbsp;Dallas, TX 75240
1012	2	&nbsp;6212 Samuell Boulevard #191	&nbsp;Dallas, TX 75228
1013	2	&nbsp;6520 Skillman Street	&nbsp;Dallas, TX
1014	2	&nbsp;418 North Bishop	&nbsp;Dallas, TX
1015	2	&nbsp;3206 Belt Line Road	&nbsp;Dallas, TX 75234
1016	2	&nbsp;2604 Main Street	&nbsp;Dallas, TX 75226
1017	2	&nbsp;909 North Fitzhugh Avenue	&nbsp;Dallas, TX 75204
1018	2	&nbsp;2804 Marburg Street	&nbsp;Dallas, TX 75215
1019	2	&nbsp;1530 Main Street	&nbsp;Dallas, TX 75201
1020	2	&nbsp;4831 Mckinney Avenue	&nbsp;Dallas, TX 75205
1021	2	&nbsp;2305 South 2nd Avenue	&nbsp;Dallas, TX 75210
1022	2	&nbsp;311 North Market Street #100	&nbsp;Dallas, TX 75202
1023	2	&nbsp;10560 Walnut Street	&nbsp;Dallas, TX 75243
1024	2	&nbsp;12700 Hillcrest Road	&nbsp;Dallas, TX 75230
1025	2	&nbsp;4001 Maple Avenue	&nbsp;Dallas, TX 75219
1026	2	&nbsp;2541 Metropolitan Avenue	&nbsp;Dallas, TX 75215
1027	2	&nbsp;4525 Belt Line Road	&nbsp;Dallas, TX 75244
1028	2	&nbsp;12225 Greenville Avenue	&nbsp;Dallas, TX 75243
1029	2	&nbsp;9661 Audelia Road	&nbsp;Dallas, TX 75238
1030	2	&nbsp;12101 Greenville Avenue	&nbsp;Dallas, TX 75243
1031	2	&nbsp;2211 Singleton Boulevard	&nbsp;Dallas, TX
1032	2	&nbsp;7023 Military Parkway	&nbsp;Dallas, TX 75227
1033	2	&nbsp;2555 Inwood Road #131	&nbsp;Dallas, TX 75235
1034	2	&nbsp;9780 Walnut Street #B	&nbsp;Dallas, TX 75243
1035	2	&nbsp;1 City Centre	&nbsp;Dallas, TX 75201
1036	2	&nbsp;112 South Carroll Avenue	&nbsp;Dallas, TX 75226
1037	2	&nbsp;2310 Stemmons Trail	&nbsp;Dallas, TX 75220
1038	2	&nbsp;408 North Bishop Avenue	&nbsp;Dallas, TX 75208
1039	2	&nbsp;294 Casa Linda Plaza	&nbsp;Dallas, TX
1040	2	&nbsp;3797 Forest Lane	&nbsp;Dallas, TX 75244
1041	2	&nbsp;5214 Greenville Avenue	&nbsp;Dallas, TX 75206
1042	2	&nbsp;5305 South Central Expressway	&nbsp;Dallas, TX 75215
1043	2	&nbsp;1511 Elm Street	&nbsp;Dallas, TX 75201
1044	2	&nbsp;5005 Belt Line Road	&nbsp;Dallas, TX 75240
1045	2	&nbsp;3103 Lemmon Avenue	&nbsp;Dallas, TX 75204
1046	2	&nbsp;18438 Dallas Parkway	&nbsp;Dallas, TX 75827
1047	2	&nbsp;4503 Live Oak Street	&nbsp;Dallas, TX 75204
1048	2	&nbsp;4343 West NW Hwy	&nbsp;Dallas, TX 75220
1049	2	&nbsp;3314 Ross Avenue	&nbsp;Dallas, TX 75204
1050	2	&nbsp;2011 South Beckley Avenue	&nbsp;Dallas, TX 75224
1051	2	&nbsp;11445 Emerald Street	&nbsp;Dallas, TX 75229
1052	2	&nbsp;6332 La Vista	&nbsp;Dallas, TX 75214
1053	2	&nbsp;2908 Lagow Street	&nbsp;Dallas, TX 75210
1054	2	&nbsp;5519 West Lovers Lane	&nbsp;Dallas, TX 75209
1055	2	&nbsp;2515 Butler	&nbsp;Dallas, TX 75235
1056	2	&nbsp;3531 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
1057	2	&nbsp;1921 Commerce Street	&nbsp;Dallas, TX 75201
1058	2	&nbsp;411 West Mockingbird Lane	&nbsp;Dallas, TX
1059	2	&nbsp;9780 Walnut Street	&nbsp;Dallas, TX 75243
1060	2	&nbsp;11661 Preston Road	&nbsp;Dallas, TX 75230
1061	2	&nbsp;7927 Forest Lane #B	&nbsp;Dallas, TX 75230
1062	2	&nbsp;Farmers Branch Shopp	&nbsp;Dallas, TX 75234
1063	2	&nbsp;13350 Dallas Pkwy, #100	&nbsp;Dallas, TX 75240
1064	2	&nbsp;1276 Main Street	&nbsp;Dallas, TX 75067
