restaurant	usdiners	name
1885	1	Raliberto's Mexican Food
1886	1	Ranch Steakhouse & Market
1887	1	Red Lion Inn
1888	1	Red Robin
1889	1	Restaurant on20
1890	1	Richter's
1891	1	Riina's Fresco Cafe
1892	1	Rosemary's Thyme Bistro
1893	1	Rasika
1894	1	Restaurant 821
1895	1	Red Lobster Restaurant
1896	1	Roy's Ko Olina
1897	1	Ruth's Chris Steak House
1898	1	Ruth's Chris Steak House
1899	1	Red Robin
1900	1	Rock Bottom Restaurant & Brwry
1901	1	Ram Restaurant & Brewery
1902	1	Reef
1903	1	Rail Bar & Grill
1904	1	Rainforest Cafe
1905	1	Ragazzi Arte
1906	1	Red Robin
1907	1	Restaurant Tallent
1908	1	Rainforest Cafe
1909	1	Raoul's
1910	1	Red Hot & Blue
1911	1	Red Robin
1912	1	Red Robin
1913	1	Ray Parella's Italian Restaurant
1914	1	Ralph & Kacoo's Seafood Rstrnt
1915	1	Ralph & Kacoo's Seafood Rstrnt
1916	1	Rainforest Cafe
1917	1	Rajdhani Express Cafe
1918	1	Raffy's Restaurant
1919	1	Rivalries
1920	1	Roma Cafe
1921	1	Ruby Tuesdays
1922	1	Rally's
1923	1	Rainbow Chinese
1924	1	Raphael's Bakery & Cafe
1925	1	Rascals
1926	1	Romano's Macaroni Grill
1927	1	R.T Weiler's Food & Spirits
1928	1	Rally's
1929	1	Rally's
1930	1	Rancho Grande Cantina
1931	1	Ruby Tuesdays
1932	1	Ruby Tuesdays
1933	1	R Place
1934	1	R-B Drive-In
1935	1	Railhorse Stakehouse & Casino
1936	1	Ragazzi's Restaurant
1937	1	Rally's
1938	1	Rally's
1939	1	Rag Top Malt Shop
1940	1	Randy's Grill & Chill
1941	1	Risky's Sports Bar & Grill
1942	1	Romano's Macaroni Grill
1943	1	Ruby Tuesdays
1944	1	Rainbow Cafe - Ice Cream & Ices
1945	1	Rainbow Diner
1946	1	Rally's
1947	1	Ramada Palms - Sabor
1948	1	Rio Chama Steakhouse
1949	1	Robb's Ribbs
1950	1	Rigo's Mexican Cuisine
1951	1	Rick's Delicafe
1952	1	Rainforest Cafe
1953	1	Red Robin Grill & Spirits
1954	1	Ray Bari Pizza
1955	1	R S Jones
1956	1	Rachel's Taqueria
1957	1	Rainbow Charlie's Restaurant
1958	1	Raising Canes Chicken Fingers
1959	1	Raising Canes Chicken Fingers
1960	1	Rally's
1961	1	Rally's
1962	1	Ralphie's
1963	1	Red Robin
1964	1	Rib Crib
1965	1	Rachael's Nosheri
1966	1	Rachel's
1967	1	Ran Zan Japanese Restaurant
1968	1	Red Parrot
1969	1	Rita's Ice Custard Happiness
1970	1	Roberto's Fine Italian Cuisine
1971	1	River City Cafe
1972	1	Ryan's Family Steak House
1973	1	Rally's
1974	1	Red Fish Revolutionary Dining
1975	1	Red Lobster
1976	1	Rumba
1977	1	Rainforest Cafe
1978	1	Ruth's Chris Steakhouse
1979	1	Rafael's Mexican Restaurant
1980	1	Red Cliffs Cowboy Grill
1981	1	Red Iguana
1982	1	Red Lobster
1983	1	Rainbow Cattle Co
1984	1	R T's Restaurant
1985	1	Ragazzi's
1986	1	Rally's
1987	1	Rosebud Restaurant & Bar
1988	1	Ray's Boathouse
1989	1	Red Robin
1990	1	Red Robin
1991	1	Restaurant Magnus
1992	1	Rick Inn
1993	1	Regatta Bar & Grill
1994	1	Regatta Bar & Grille
1995	1	Ryan's
1996	1	Rocky Mountain Noodle
1997	1	R J's Cafe
1998	1	Simon Seafort's Saloon & Grill
1999	1	Silverbow Inn
