restaurant	fodors	name
1885	1	Anthony's at Columbia Point
1886	1	Bin 20 Steak and Seafood Restaurant
1887	1	Country Deli
1888	1	CreekTown Caf&eacute;
1889	1	Europa Pizzaria and Bakery
1890	1	Flo's Cafe
1891	1	Jake's Caf&eacute;
1892	1	Melody Restaurant
1893	1	Mizuna Restaurant
1894	1	National Park Inn
1895	1	Big Fat Fish Company
1896	1	Christopher's on Whidbey
1897	1	Kerstin's
1898	1	The Oystercatcher
1899	1	Randy's Pier 61
1900	1	14 Carrot Cafe
1901	1	Andaluca
1902	1	Cafe Septi&egrave;me
1903	1	Canlis
1904	1	Cascina Spinasse
1905	1	The Continental
1906	1	Copacabana
1907	1	Cr&eacute;mant
1908	1	Dahlia Lounge
1909	1	Dick's Drive-In
1910	1	Dinette
1911	1	El Camino
1912	1	El Gaucho
1913	1	Etta's Seafood
1914	1	Flying Fish
1915	1	Harvest Vine
1916	1	Hi-Life
1917	1	Hing Loon
1918	1	Ivar's Salmon House
1919	1	Linyen
1920	1	Lunchbox Laboratory
1921	1	Malay Satay Hut
1922	1	May Thai
1923	1	McCormick's Fish House
1924	1	Monsoon
1925	1	Nell's
1926	1	Paseo
1927	1	Pink Door
1928	1	Rover's
1929	1	Sichuanese Cuisine
1930	1	Six Seven
1931	1	Takohachi
1932	1	Third Floor Fish Cafe
1933	1	Three Girls Bakery
1934	1	Tigertail
1935	1	Trellis
1936	1	Tutta Bella
1937	1	Uwajimaya Village Food Court
1938	1	Anthony's HomePort
1939	1	Caf&eacute; Nola
1940	1	Four Swallows
1941	1	Girardi's Osteria Italiana
1942	1	Pastrami's
1943	1	Powerhouse Brewery and Restaurant
1944	1	Robertiello's
1945	1	Sluys
1946	1	The Thai Hut
1947	1	Wild Horse BBQ
1948	1	Yacht Club Broiler
1949	1	42nd Street Cafe
1950	1	Doogers
1951	1	Alec's by the Sea
1952	1	Caf&eacute; Provenc&eacute;
1953	1	Dupuis Restaurant
1954	1	Oak Table Caf&eacute;
1955	1	Salal Caf&eacute;
1956	1	Warm House
1957	1	Bay Caf&eacute;
1958	1	Duck Soup Inn
1959	1	Barrel House
1960	1	El Conquistador
1961	1	Gasperetti's
1962	1	Pearl's on Pearl
1963	1	African Hut
1964	1	Bavarian Inn
1965	1	Caf&eacute; LuLu
1966	1	Coquette Caf&eacute;
1967	1	Eagan's
1968	1	Joey Buona's Pizzeria &amp; Restaurant
1969	1	Karl Ratzsch's Old World Restaurant
1970	1	La Fuente
1971	1	Sanford
1972	1	Three Brothers
1973	1	Bear Trap Cafe
1974	1	Don Pedro's Family Mexican Restaurant
1975	1	El Rio
1976	1	Krazy Moose
1977	1	Legal Tender
1978	1	Penny's Diner
1979	1	Sanfords Grub &amp; Pub
1980	1	Aro Restaurant and Lounge
1981	1	Colonel Bozeman's Restaurant and Tavern
1982	1	Granny's
1983	1	La Comida
1984	1	Log Cabin Caf&eacute;
1985	1	Plains Trading Post
1986	1	Sanford's Grub and Pub
1987	1	Sanfords Grub and Pub
1988	1	Atlantic City Mercantile
1989	1	Burke's Chop House
1990	1	Cowboy Caf&eacute;
1991	1	Jedediah's House of Sourdough
1992	1	Mangy Moose
1993	1	Miner's Grub Stake
1994	1	Rustic Pine Steakhouse
1995	1	Snake River Grill
1996	1	Stockmen's Restaurant
1997	1	Svilars' Bar &amp; Dining Room
1998	1	Grant Village Dining Room
1999	1	Mammoth Hot Springs Dining Room
