restaurant	frommers	name
1877	1	Laureen's
1878	1	Peking Palace
1879	1	Phusion Grill
1880	1	The Boat House Restaurant and Lounge
1881	1	The British Beer Company
1882	1	The Captain Kidd Bar
1883	1	The Flying Bridge
1884	1	Rubio's
1885	1	Curley's Grill
1886	1	Brix
1887	1	Cottage Place Restaurant
1888	1	Karma Sushi Bar Tapas
1889	1	Pasto
1890	1	Coyote Roadhouse Restaurant
1891	1	La Provence
1892	1	Craves Fine Dining
1893	1	International C-Food Market
1894	1	Bisetti's
1895	1	Coopersmith's Pub & Brewing Co
1896	1	Anthony's Runway 84
1897	1	Himmarshee Bar & Grille
1898	1	Jaxon's
1899	1	Rustic Inn Crabhouse
1900	1	Sugar Reef
1901	1	Sushi Blues Cafe
1902	1	Tarpon Bend
1903	1	The Floridian Restaurant
1904	1	Trina Restaurant
1905	1	Sasse's
1906	1	The Fish House
1907	1	Del Frisco's Double Eagle Steak House
1908	1	Ferr&eacute; Ristorante e Bar
1909	1	Lanny's Alta Cocina Mexicana
1910	1	Lonesome Dove Western Bistro
1911	1	Railhead Smokehouse
1912	1	Cacique
1913	1	Carriage House Inn
1914	1	Cozy Restaurant
1915	1	Danielle's
1916	1	Fitzgerald's Shamrock Restaurant
1917	1	The Tasting Room
1918	1	Wag's Restaurant
1919	1	Harraseeket Lunch & Lobster
1920	1	Jameson Tavern
1921	1	Main Street Mill Restaurant and Pub
1922	1	Earl's
1923	1	The Coffee House
1924	1	Shrimp 'n' Stuff
1925	1	Cobblestone Restaurant
1926	1	River Room
1927	1	The Rice Paddy
1928	1	The Green Turtle
1929	1	The Prime Rib
1930	1	Chair 5 Restaurant
1931	1	Daily Bread Cafe & Bakery
1932	1	Italian Underground
1933	1	Riviera
1934	1	The Bayou
1935	1	Alchemy Caf&eacute; and Bistro
1936	1	Halibut Point Restaurant & Bar
1937	1	Country Rose Caf&eacute;
1938	1	Mel and Faye's Diner
1939	1	New Moon Caf&eacute;
1940	1	Tofanelli's
1941	1	Kitchen Shop
1942	1	Rockslide Brewery
1943	1	Backstreet Steakhouse
1944	1	Wow Diner
1945	1	Summer Jo's Farm, Garden &amp; Restaurant
1946	1	The Breaks Ale House &amp; Grill
1947	1	The Armadillo
1948	1	Bistro Europa
1949	1	Coffee Underground
1950	1	Johanns at West End
1951	1	St. Orres Restaurant
1952	1	Max Downtown
1953	1	Trumbull Kitchen
1954	1	Benny's Bistro
1955	1	On Broadway
1956	1	Windbag Saloon
1957	1	Caf&eacute; Cups
1958	1	17
1959	1	Backstreet Caf&eacute;
1960	1	Cafe Annie
1961	1	Divino Restaurant & Wine Bar
1962	1	Goode Company Texas Barbecue
1963	1	Hugo's
1964	1	Indika
1965	1	Kenny & Ziggy's
1966	1	Kim Son
1967	1	La Mexicana Restaurant
1968	1	Loma Linda
1969	1	Mark's
1970	1	The Breakfast Klub
1971	1	This Is It
1972	1	Caf&eacute; Patachou
1973	1	Elements
1974	1	Meridian
1975	1	R Bistro
1976	1	Taste Caf&eacute; &amp; Marketplace
1977	1	Just a Taste Wine & Tapas Bar
1978	1	Maxie's Supper Club and Oyster Bar
1979	1	Simply Red Lakeside Bistro
1980	1	Taughannock Farms Inn
1981	1	43&deg; North
1982	1	Koshu Wine Bar
1983	1	Nani's Genuine Pasta House
1984	1	Old Yellowstone Garage
1985	1	Rendezvous Bistro
1986	1	Snake River Grill
1987	1	The Blue Lion
1988	1	The Cadillac Grille
1989	1	The Inn at Thorn Hill
1990	1	Dolphin Depot
1991	1	Old Siam
1992	1	Ragtime Tavern &amp; Taproom
1993	1	River City Brewing Company
1994	1	Jacksonville Inn Dinner House
1995	1	The Laughing Lizard Inn & Cafe
1996	1	The Asylum
1997	1	Vali's Alpine Restaurant and Delicatessen
1998	1	Wallowa Lake Lodge Dining Room
1999	1	Nuevo Martino
