restaurant	restaurantica	name
1768	1	Charlie's Pit Bar-B-Que
1769	1	Briarhurst Manor Estate
1770	1	Manitou Pancake & Steak House
1771	1	Marilyn's Cafe
1772	1	Alibi's Sports Bar and Grill
1773	1	Dos Rios
1774	1	Hunan Chinese Restaurant
1775	1	Mountain View Restaurant
1776	1	Nino's
1777	1	Denny's Restaurant
1778	1	STARVIN ARVINS
1779	1	Pure Delights Cafe
1780	1	Colombine Gardens
1781	1	Village Inn
1782	1	La Casa Fiesta Restaurant
1783	1	Broiier Room
1784	1	Red Rocks Grill
1785	1	Shipwrecks Taverne
1786	1	Fort
1787	1	Whistlers Cafe
1788	1	I & I Exotic Cafe
1789	1	Beaumont Artisan Bakery And Cafe
1790	1	Bulow's Bistro
1791	1	Outlaw Restaurant
1792	1	Silver Nugget Cafe
1793	1	The Silver Eagle Saloon
1794	1	19th Hole
1795	1	Chez Pagosa Restaurant
1796	1	Indochine Cusine
1797	1	Applebee's
1798	1	Warhorse Inn
1799	1	Trapper's Chop House
1800	1	Shamrock Brewing Company
1801	1	Three Margaritas Mexican
1802	1	Noodle's Pasta & Deli
1803	1	White Horse Saloon
1804	1	True Grit
1805	1	Creekbend Bistro & Coffee
1806	1	Wingnutz Bar And Grill
1807	1	Lighthouse Bar & Grill
1808	1	China Kitchen
1809	1	Benito's
1810	1	El Capitan Dining Room & Lounge
1811	1	Amicas
1812	1	Bongo Billy's Salida Cafe
1813	1	Chris Taco Cafe
1814	1	Fiesta Mexicana Restaurant
1815	1	Mint Historic
1816	1	Kendall Mountain Cafe
1817	1	Butch's Lobster Bar
1818	1	Krabloonik
1819	1	Mayfair Deli & Pizzeria
1820	1	Mountain Dragon
1821	1	Naked Lady Pub
1822	1	Malt Shoppe
1823	1	Hungry Logger
1824	1	Jan's Malt Shop
1825	1	La Casita Mexican Restaurant
1826	1	Azteca Taqueria
1827	1	Dos Amigos
1828	1	Frenchies Restaurant
1829	1	Giovanni's Ristorante
1830	1	Delgado's Dugout
1831	1	Gallagher's River City Grill
1832	1	J & L Cafe
1833	1	Mi Ranchito
1834	1	Alpine Lodging
1835	1	Rinos Restaurant
1836	1	Lee's Bar-B-Q
1837	1	Monteleone Deli
1838	1	Trinidad Diner
1839	1	Country Kitchen
1840	1	Ludwig's Restaurant at Sonnenalp Resort of Vail
1841	1	Marriott Vail - Ocotillo
1842	1	Vail Chophouse
1843	1	Centre V
1844	1	Iron Horse Restaurant & Lounge
1845	1	Main Street Diner
1846	1	Moon Glow Inn
1847	1	Silverdome Saloon & Music Hall
1848	1	Hunger Buster
1849	1	Cornerstone Cafe
1850	1	Karen's Gourmet Coffee Cafe
1851	1	Letter Drop Inn
1852	1	Mining Co
1853	1	Alice's Upstairs Restaurant
1854	1	buffalo wild wings
1855	1	Ted's Montana Grill
1856	1	Dinner & Dish
1857	1	Old Chicago
1858	1	Olive Garden
1859	1	Los Arcos Mexican Restaurant
1860	1	Ya Yas Chinese
1861	1	Bova's Italian Restaurant
1862	1	Big Sky Espresso Cafe
1863	1	Appleridge Cafe
1864	1	Carl Jr.'s
1865	1	La Piazza
1866	1	Hunan Taste
1867	1	Tortilla Marissa's
1868	1	Anne Marie's Coffee House
1869	1	Carvers Bakery Cafe
1870	1	Coffee & Tea Market
1871	1	Deno's Mountain Bistro
1872	1	Downunder Bar & Grill
1873	1	Fiesta Jalco Mexican Restaura
1874	1	Kickapoo Tavern
1875	1	La Taqueria
1876	1	Circle H Smoke House
1877	1	Fiesta Mexicana Family Restaurant
1878	1	Hungry Bear
1879	1	Buck's Mountain Saloon & Grill
1880	1	Casa Grande Mexican Restaurant
1881	1	Martini Hut
1882	1	Ute Inn
1883	1	Primo's of Chicago
1884	1	Main Event Bar & Grill
1885	1	Yuma Tavern
1886	1	Fernando's Family Restaurant
1887	1	Eastern Bistro
1888	1	Italian Pavilion Restaurant
1889	1	David Lee's Great Wall Chinese Restaurant
1890	1	Deli As' N
1891	1	First & Last Tavern
1892	1	First & Last Tavern
1893	1	Infrared Cafe
1894	1	Starlight Diner
1895	1	The Hut
1896	1	Portofino's
1897	1	Old Heidelberg German Restaurant
1898	1	Stony Hill Inn
1899	1	Armando's
1900	1	Concetti's Italian Restaurant
1901	1	Bloomfield Seafood
1902	1	Light Star Chinese Restaurant
1903	1	Pepper Pot
1904	1	Scotty's Breakfast Connections
1905	1	Lion City Chinese Restaurant
1906	1	Assaggio's Restaurant
1907	1	Le Petit Cafe
1908	1	La Luna Ristorante
1909	1	Waiting Station
1910	1	Red Lobster Restaurants
1911	1	Omanel Restaurant
1912	1	Testo's Restaurant & Catering
1913	1	King and I Thai Restaurant
1914	1	Greer's Chicken
1915	1	Pavilion Restaurant
1916	1	Ruby Tuesday Restaurant
1917	1	Nice Chinese Restaurant
1918	1	Wah Lung Restaurant
1919	1	La Famiglia
1920	1	Harvest Restaurant
1921	1	Antonio's Italian Bistro
1922	1	Asia Garden
1923	1	Buon Appetito
1924	1	Saybrook Fish House
1925	1	The Porch West Grill
1926	1	Way Cool Juniors
1927	1	Vespucci's
1928	1	Watch Factory Restaurant
1929	1	Tatzza's A Coffee Roaster
1930	1	Tony's Pasta D'Oro
1931	1	Sig's Water Street Cafe
1932	1	The Inn at Chester
1933	1	River Tavern
1934	1	Hanami Japanese Restaurant
1935	1	Maru Sushi
1936	1	Pasquale's Italian Pizza Restaurant 2
1937	1	Ryan's Driftwood Cafe
1938	1	Taste of China
1939	1	Westbrook Lobster Market & Restaurant
1940	1	Culinary Delights of Colchester
1941	1	Hung Won Restaurant
1942	1	No Anchovies
1943	1	Diamond Trio
1944	1	Cocktails On The Green
1945	1	Comfort Inn
1946	1	Red Lobster Restaurants
1947	1	Nick's Catering and Restaurant
1948	1	T K's American Cafe
1949	1	Papa Joe's Restaurant
1950	1	The Melting Pot Restaurant
1951	1	Tre Amici
1952	1	Sugar Bowl
1953	1	The Cookhouse
1954	1	Sam's Diner
1955	1	Tail Gators Neighborhood Sports Bar & Grill
1956	1	Dalton's Pub
1957	1	Mickey's Oceanic Grill
1958	1	Main -Wah Kitchen IV
1959	1	FJ Soleo's Restaurant
1960	1	Chili's Grill & Bar
1961	1	China Star
1962	1	Antonio's Ristorante
1963	1	Bon China Buffet
1964	1	Great Wall Restaurant
1965	1	Skipper's Restaurant
1966	1	China May
1967	1	Nutmeg Restaurant & Banquet
1968	1	Whistle Stop Cafe & Deli
1969	1	Copperfield's Restaurant & Lounge
1970	1	Friendly's Restaurant
1971	1	Casey's Cafe
1972	1	Cioppino's Restaurant & Pub
1973	1	Lakeside Deli & Market
1974	1	Panera Bread
1975	1	Gabrielle's
1976	1	Hong Kong Chinese Take Out Restaurant
1977	1	Steve's Centerbrook Cafe
1978	1	Copper Beech Inn
1979	1	Liana's Trattoria
1980	1	Mancuso's Restaurant
1981	1	Tucker's Cafe
1982	1	Bella Sera Ristorante
1983	1	Cugino's Restaurant
1984	1	Beijing Garden Restaurant
1985	1	China Pan
1986	1	Chuck's Steak House
1987	1	Truffles Bakery Kitchen
1988	1	19th Hole
1989	1	Sauce
1990	1	J Gilbert's Wood-Fired Steaks
1991	1	Max Fish
1992	1	Tribeca Cafe
1993	1	Bertucci's Brick Oven Pizzeria
1994	1	Dave's Restaurant
1995	1	Cambridge Brew House
1996	1	Bambou Asian Tapas & Bar
1997	1	Abis Japanese Traditional Restaurant
1998	1	Rebecca's Restaurant & Bar
1999	1	Boodles Bistro
