book	borders	author
1885	1	Dan Gutman
1886	1	Jane O&#039;Connor
1887	1	Arthur Agatston
1888	1	Lauren Alexander
1889	1	Random House Disney Staff
1890	1	Lemony Snicket
1891	2	Dorling Kindersley Publishing Staff	Clare Hibbert
1892	1	Laura Ingalls Wilder
1893	1	Oscar Wilde
1894	1	Oscar Wilde
1895	1	Oscar Wilde
1896	1	Oscar Wilde
1897	1	Oscar Wilde
1898	1	Oscar Wilde
1899	1	Oscar Wilde
1900	1	Frank Beddor
1901	2	William W. Johnstone	J. A. Johnstone
1902	1	Erin Hunter
1903	1	David Remnick
1904	1	Robyn Carr
1905	1	P. C. Cast
1906	2	Michael Scott Peck	M. Scott Peck
1907	1	Whitman Coin Products Staff
1908	3	Michael Mignola	Joshua Dysart	Mike Mignola
1909	1	Donna Leon
1910	2	Simon Beecroft	Ryder Windham
1911	1	Norman Vincent Peale
1912	2	Golden Books Staff	Byron Jackson
1913	1	Golden Books Staff
1914	1	Mike Lupica
1915	1	Peggy Parish
1916	1	Kiran Desai
1917	1	Kevin Trudeau
1918	1	K. E. Mills
1919	1	Geraldine Brooks
1920	1	Terry Goodkind
1921	1	Will Shortz
1922	1	Lisi Harrison
1923	1	Lisi Harrison
1924	1	Graham McNeill
1925	1	Robert Jordan
1926	1	Damon Wayans
1927	1	Harlan Coben
1928	1	Harlan Coben
1929	1	Roberto Bolaño
1930	1	Rick Steves
1931	1	Pfeffer
1932	1	Joseph Prince
1933	1	Karen Kingsbury
1934	1	Karen Kingsbury
1935	1	Virginia Lee Burton
1936	1	Virginia Lee Burton
1937	1	Virginia Lee Burton
1938	1	Kevin Leman
1939	1	C. J. Box
1940	1	Lauren Belfer
1941	1	Max Lucado
1942	1	Rick Steves
1943	1	Darren Shan
1944	1	Ludwig Bemelmans
1945	1	Thea Stilton
1946	1	Joshilyn Jackson
1947	1	Donald Miller
1948	1	shigekatsu Ihara
1949	1	Daniel G. Amen
1950	1	Daniel G. Amen
1951	1	Learning Horizons
1952	2	Foster Cline	Jim Fay
1953	1	Pam Grier
1954	1	Martha Stout
1955	1	Martha Stout
1956	1	Elise Hartman Ford
1957	1	Joe Hill
1958	2	Golden Books Staff	Golden Books
1959	1	Gillian McKeith
1960	2	Tite Kubo	Lance Caselman
1961	1	Dorling Kindersley Publishing Staff
1962	1	Mary Pope Osborne
1963	1	Mary Pope Osborne
1964	1	Random House Disney Staff
1965	2	Mario Batali	Mark Ladner
1966	1	Kate DiCamillo
1967	1	Drew Karpyshyn
1968	1	Lora Leigh
1969	2	Madaline Herlong	M. H. Herlong
1970	1	Gail Carson Levine
1971	1	Megan McDonald
1972	1	Stuart Woods
1973	1	Stuart Woods
1974	1	Alyssa Crowne
1975	1	John Perkins
1976	2	Julia Child	Alex Prud&#039;homme
1977	2	Julia Child	Alex Prud&#039;homme
1978	2	Julia Child	Alex Prud&#039;homme
1979	1	Sylvan Learning
1980	1	Charles C. Mann
1981	1	Charles C. Mann
1982	1	Karen Miller
1983	1	Karen Miller
1984	1	Olen Steinhauer
1985	1	C. S. Lewis
1986	1	David Baldacci
1987	1	Karen Wallace
1988	1	Dorling Kindersley Publishing Staff
1989	1	Janet Evanovich
1990	1	Iris Johansen
1991	1	Douglas Brinkley
1992	2	Roger Price	Leonard Stern
1993	1	John Steinbeck
1994	1	Hilary Mantel
1995	7	Adele Faber	Elaine Mazlish	Faber	A. Faber	A. &amp; Faber	&amp; Faber	Faber and Faber
1996	1	Jodi Picoult
1997	2	Scholastic, Inc. Staff	Ryder Windham
1998	1	Dorling Kindersley Publishing Staff
1999	1	Alexander McCall Smith
