book	barnesandnoble	publisher
1287	1	Publisher: Random House Publishing Group
1288	1	Publisher: Random House Children's Books
1289	1	Publisher: Random House Publishing Group
1290	1	Publisher: Penguin Group (USA) Incorporated
1291	1	Publisher: Penguin Group (USA)
1292	1	Publisher: Simon & Schuster Adult Publishing Group
1293	1	Publisher: Rosetta Stone
1294	1	Publisher: Rockport Publishers
1295	1	Publisher: Knopf Doubleday Publishing Group
1296	1	Publisher: HarperCollins Publishers
1297	1	Publisher: Amber-Allen Publishing
1298	1	Publisher: Kaplan Publishing
1299	1	Publisher: Random House Children's Books
1300	1	Publisher: Random House Information Group
1301	1	Publisher: Random House Publishing Group
1302	1	Publisher: HarperCollins Publishers
1303	1	Publisher: Knopf Doubleday Publishing Group
1304	1	Publisher: Houghton Mifflin Harcourt
1305	1	Publisher: Random House Children's Books
1306	1	Publisher: Scholastic, Inc.
1307	1	Publisher: Oxford University Press, USA
1308	1	Publisher: Simon & Schuster Adult Publishing Group
1309	1	Publisher: School Specialty Publishing
1310	1	Publisher: Simon & Schuster Adult Publishing Group
1311	1	Publisher: Grand Central Publishing
1312	1	Publisher: Timber Press, Incorporated
1313	1	Publisher: HarperCollins Publishers
1314	1	Publisher: HarperCollins Publishers
1315	1	Publisher: Harvard Business Press
1316	1	Publisher: Knopf Doubleday Publishing Group
1317	1	Publisher: HarperCollins Publishers
1318	1	Publisher: St. Martin's Press
1319	1	Publisher: McGraw-Hill Companies, The
1320	1	Publisher: Simon & Schuster Adult Publishing Group
1321	1	Publisher: St. Martin's Press
1322	1	Publisher: Vanguard Press
1323	1	Publisher: Barron's Educational Series, Incorporated
1324	1	Publisher: Simon & Schuster Adult Publishing Group
1325	1	Publisher: Simon & Schuster Adult Publishing Group
1326	1	Publisher: HarperCollins Publishers
1327	1	Publisher: Random House Publishing Group
1328	1	Publisher: Wiley, John & Sons, Incorporated
1329	1	Publisher: Hay House, Inc.
1330	1	Publisher: Shambhala Publications, Inc.
1331	1	Publisher: Zondervan
1332	1	Publisher: EgmontUSA
1333	1	Publisher: Simon & Schuster Adult Publishing Group
1334	1	Publisher: Barnes & Noble
1335	1	Publisher: Simon & Schuster Adult Publishing Group
1336	1	Publisher: Scholastic, Inc.
1337	1	Publisher: Simon & Schuster Adult Publishing Group
1338	1	Publisher: HarperCollins Publishers
1339	1	Publisher: Penguin Group (USA)
1340	1	Publisher: HarperCollins Publishers
1341	1	Publisher: Knopf Doubleday Publishing Group
1342	1	Publisher: Square Fish
1343	1	Publisher: Barnes & Noble
1344	1	Publisher: Penguin Group (USA)
1345	1	Publisher: HarperCollins Publishers
1346	1	Publisher: Random House Publishing Group
1347	1	Publisher: Harlequin
1348	1	Publisher: Barron's Educational Series, Incorporated
1349	1	Publisher: Marvel Enterprises, Inc.
1350	1	Publisher: Penguin Group (USA)
1351	1	Publisher: Simon & Schuster Children's Publishing
1352	1	Publisher: AMACOM
1353	1	Publisher: Knopf Doubleday Publishing Group
1354	1	Publisher: Random House Publishing Group
1355	1	Publisher: Candlewick Press
1356	1	Publisher: Random House Children's Books
1357	1	Publisher: Simon & Schuster Adult Publishing Group
1358	1	Publisher: Norton, W. W. & Company, Inc.
1359	1	Publisher: Random House Children's Books
1360	1	Publisher: Grand Central Publishing
1361	1	Publisher: Kensington Publishing Corporation
1362	1	Publisher: Feiwel & Friends
1363	1	Publisher: Little, Brown Books for Young Readers
1364	1	Publisher: Penguin Group (USA)
1365	1	Publisher: Random House Publishing Group
1366	1	Publisher: Barnes & Noble
1367	1	Publisher: Hyperion
1368	1	Publisher: Simon & Schuster Children's Publishing
1369	1	Publisher: HarperCollins Publishers
1370	1	Publisher: Scholastic, Inc.
1371	1	Publisher: Kensington Publishing Corporation
1372	1	Publisher: Nelson, Thomas, Inc.
1373	1	Publisher: Scholastic, Inc.
1374	1	Publisher: Penguin Group (USA)
1375	1	Publisher: HarperCollins Publishers
1376	1	Publisher: Penguin Group (USA) Incorporated
1377	1	Publisher: Hyperion Books for Children
1378	1	Publisher: HarperCollins Children's Books
1379	1	Publisher: Farrar, Straus and Giroux
1380	1	Publisher: Crown Publishing Group
1381	1	Publisher: Abrams, Harry N., Inc.
1382	1	Publisher: Abrams, Harry N., Inc.
1383	1	Publisher: Stackpole Books
1384	1	Publisher: Barnes & Noble
1385	1	Publisher: Elsevier Health Sciences
1386	1	Publisher: Random House Children's Books
1387	1	Publisher: Tyndale House Publishers
1388	1	Publisher: Holt, Henry & Company, Inc.
1389	1	Publisher: Doherty, Tom Associates, LLC
1390	1	Publisher: Kingsley, Jessica Publishers
1391	1	Publisher: HarperCollins Publishers
1392	1	Publisher: Broadway Books
1393	1	Publisher: Kensington Publishing Corporation
1394	1	Publisher: Random House Children's Books
1395	1	Publisher: Simon & Schuster Children's Publishing
1396	1	Publisher: HarperCollins Publishers
1397	1	Publisher: FaithWords
1398	1	Publisher: Random House Publishing Group
1399	1	Publisher: Quirk Publishing
1400	1	Publisher: Crown Publishing Group
1401	1	Publisher: Random House Publishing Group
1402	1	Publisher: Random House Children's Books
1403	1	Publisher: Doherty, Tom Associates, LLC
1404	1	Publisher: Penguin Group (USA)
1405	1	Publisher: Mira
1406	1	Publisher: Continuum International Publishing Group
1407	1	Publisher: Elsevier Health Sciences
1408	1	Publisher: F+W Media, Inc.
1409	1	Publisher: Simon & Schuster Adult Publishing Group
1410	1	Publisher: Kensington Publishing Corporation
1411	1	Publisher: Knopf Doubleday Publishing Group
1412	1	Publisher: Penguin Group (USA)
1413	1	Publisher: Association for Supervision & Curriculum Development
1414	1	Publisher: Kensington Publishing Corporation
1415	1	Publisher: Random House Children's Books
1416	1	Publisher: Picador USA
1417	1	Publisher: Random House Publishing Group
1418	1	Publisher: HarperCollins Publishers
1419	1	Publisher: HarperCollins Publishers
1420	1	Publisher: Wizard Publications, Incorporated
1421	1	Publisher: Simon & Schuster Adult Publishing Group
1422	1	Publisher: Stenhouse Publishers
1423	1	Publisher: Penguin Group (USA)
1424	1	Publisher: Simon & Schuster Adult Publishing Group
1425	1	Publisher: Simon & Schuster Adult Publishing Group
1426	1	Publisher: Random House Publishing Group
1427	1	Publisher: HarperCollins Publishers
1428	1	Publisher: Silhouette
1429	1	Publisher: Merriam Webster Mass Market
1430	1	Publisher: Barnes & Noble
1431	1	Publisher: Picador USA
1432	1	Publisher: Ten Speed Press
1433	1	Publisher: Penguin Group (USA)
1434	1	Publisher: Random House Publishing Group
1435	1	Publisher: HarperCollins Publishers
1436	1	Publisher: Crown Publishing Group
1437	1	Publisher: Inprov Limited
1438	1	Publisher: HarperCollins Publishers
1439	1	Publisher: Penguin Group (USA)
1440	1	Publisher: Basic Books
1441	1	Publisher: Triumph Books
1442	1	Publisher: Penguin Group (USA)
1443	1	Publisher: Marvel Entertainment, LLC.
1444	1	Publisher: HarperCollins Publishers
1445	1	Publisher: Broadway Books
1446	1	Publisher: Newmarket Press
1447	1	Publisher: Spark Publishing
1448	1	Publisher: Penguin Group (USA)
1449	1	Publisher: Bloomsbury USA
1450	1	Publisher: Crown Publishing Group
1451	1	Publisher: Farrar, Straus and Giroux
1452	1	Publisher: HarperCollins Publishers
1453	1	Publisher: Sterling Publishing
1454	1	Publisher: Merriam-Webster, Inc.
1455	1	Publisher: Penguin Group (USA)
1456	1	Publisher: Knopf Doubleday Publishing Group
1457	1	Publisher: Da Capo Press
1458	1	Publisher: Knopf Doubleday Publishing Group
1459	1	Publisher: Little, Brown Books for Young Readers
1460	1	Publisher: Random House Publishing Group
1461	1	Publisher: Random House Publishing Group
1462	1	Publisher: Random House Publishing Group
1463	1	Publisher: Rosetta Stone
1464	1	Publisher: Grand Central Publishing
1465	1	Publisher: Hyperion
1466	1	Publisher: Simon & Schuster Children's Publishing
1467	1	Publisher: Avalon Travel Publishing
1468	1	Publisher: Simon & Schuster Adult Publishing Group
1469	1	Publisher: Barnes & Noble
1470	1	Publisher: Simon & Schuster Adult Publishing Group
1471	1	Publisher: HarperCollins Publishers
1472	1	Publisher: St. Martin's Press
1473	1	Publisher: Random House Children's Books
1474	1	Publisher: HarperCollins Publishers
1475	1	Publisher: Houghton Mifflin Harcourt
1476	1	Publisher: HarperCollins Publishers
1477	1	Publisher: HarperCollins Publishers
1478	1	Publisher: Taylor & Francis, Inc.
1479	1	Publisher: Beaver's Pond Press, Incorporated
1480	1	Publisher: Barnes & Noble
1481	1	Publisher: Scholastic, Inc.
1482	1	Publisher: Knopf Doubleday Publishing Group
1483	1	Publisher: Knopf Doubleday Publishing Group
1484	1	Publisher: Bloomsbury USA
1485	1	Publisher: Little, Brown & Company
1486	1	Publisher: Simon & Schuster Adult Publishing Group
1487	1	Publisher: Penguin Group (USA)
1488	1	Publisher: Simon & Schuster Adult Publishing Group
1489	1	Publisher: Random House Publishing Group
1490	1	Publisher: HarperCollins Publishers
1491	1	Publisher: HarperCollins Publishers
1492	1	Publisher: Abingdon Press
1493	1	Publisher: Scholastic, Inc.
1494	1	Publisher: St. Martin's Press
1495	1	Publisher: Amber-Allen Publishing
1496	1	Publisher: HarperCollins Publishers
1497	1	Publisher: HarperCollins Publishers
1498	1	Publisher: Random House Children's Books
1499	1	Publisher: Penguin Young Readers Group
1500	1	Publisher: Knopf Doubleday Publishing Group
1501	1	Publisher: Gallup Press
1502	1	Publisher: Hyperion/Miramax Kid
1503	1	Publisher: Simon & Schuster Adult Publishing Group
1504	1	Publisher: McGraw-Hill Companies, The
1505	1	Publisher: St. Martin's Minotaur
1506	1	Publisher: Compendium Inc
1507	1	Publisher: Harvard University Press
1508	1	Publisher: Crown Publishing Group
1509	1	Publisher: Penguin Group (USA)
1510	1	Publisher: St. Martin's Press
1511	1	Publisher: Sixth & Spring Books
1512	1	Publisher: McGraw-Hill Companies, The
1513	1	Publisher: Vanguard Press
1514	1	Publisher: Abrams, Harry N., Inc.
1515	1	Publisher: Random House Publishing Group
1516	1	Publisher: Baker Publishing Group
1517	1	Publisher: McGraw-Hill Companies, The
1518	1	Publisher: HarperCollins Publishers
1519	1	Publisher: McGraw-Hill Companies, The
1520	1	Publisher: Barnes & Noble
1521	1	Publisher: Penguin Group (USA)
1522	1	Publisher: Random House Publishing Group
1523	1	Publisher: Microsoft Press
1524	1	Publisher: HarperCollins Publishers
1525	1	Publisher: Baker Publishing Group
1526	1	Publisher: Hyperion/Miramax Kid
1527	1	Publisher: Random House Publishing Group
1528	1	Publisher: Elsevier Health Sciences
1529	1	Publisher: Random House Publishing Group
1530	1	Publisher: Grand Central Publishing
1531	1	Publisher: Barron's Educational Series, Incorporated
1532	1	Publisher: HarperCollins Publishers
1533	1	Publisher: Yen Press
1534	1	Publisher: Kensington Publishing Corporation
1535	1	Publisher: Random House Children's Books
1536	1	Publisher: New Harbinger Publications
1537	1	Publisher: Penguin Group (USA)
1538	1	Publisher: HarperCollins Publishers
1539	1	Publisher: Knopf Doubleday Publishing Group
1540	1	Publisher: Wiley, John & Sons, Incorporated
1541	1	Publisher: Random House Children's Books
1542	1	Publisher: HarperCollins Publishers
1543	1	Publisher: Association for Supervision & Curriculum Development
1544	1	Publisher: Crown Publishing Group
1545	1	Publisher: Da Capo Press
1546	1	Publisher: APhA Publications
1547	1	Publisher: Random House Publishing Group
1548	1	Publisher: DK Publishing, Inc.
1549	1	Publisher: Penguin Group (USA) Incorporated
1550	1	Publisher: Penguin Group (USA) Incorporated
1551	1	Publisher: Holt, Henry & Company, Inc.
1552	1	Publisher: National Geographic Society
1553	1	Publisher: Zondervan
1554	1	Publisher: St. Martin's Press
1555	1	Publisher: Grand Central Publishing
1556	1	Publisher: Simon & Schuster Children's Publishing
1557	1	Publisher: Crown Publishing Group
1558	1	Publisher: Penguin Group (USA)
1559	1	Publisher: Nelson, Thomas, Inc.
1560	1	Publisher: Metro Books
1561	1	Publisher: St. Martin's Press
1562	1	Publisher: New York Review of Books
1563	1	Publisher: Wiley, John & Sons, Incorporated
1564	1	Publisher: DK Publishing, Inc.
1565	1	Publisher: Wiley, John & Sons, Incorporated
1566	1	Publisher: Simon & Schuster Children's Publishing
1567	1	Publisher: Baen Books
1568	1	Publisher: Simon & Schuster Adult Publishing Group
1569	1	Publisher: The Doubleday Religious Publishing Group
1570	1	Publisher: Barnes & Noble
1571	1	Publisher: Nelson, Thomas, Inc.
1572	1	Publisher: Fair Winds Press
1573	1	Publisher: Simon & Schuster Adult Publishing Group
1574	1	Publisher: Visions International Publishing
1575	1	Publisher: Penguin Group (USA)
1576	1	Publisher: Penguin Group (USA)
1577	1	Publisher: Penguin Group (USA)
1578	1	Publisher: Elsevier Health Sciences
1579	1	Publisher: Random House Publishing Group
1580	1	Publisher: Avalon Travel Publishing
1581	1	Publisher: Broadway Books
1582	1	Publisher: Doherty, Tom Associates, LLC
1583	1	Publisher: Simon & Schuster Adult Publishing Group
1584	1	Publisher: Rodale Press, Inc.
1585	1	Publisher: Grand Central Publishing
1586	1	Publisher: Penguin Group (USA)
1587	1	Publisher: Barnes & Noble
1588	1	Publisher: Simon & Schuster Adult Publishing Group
1589	1	Publisher: HarperCollins Publishers
1590	1	Publisher: Square Fish
1591	1	Publisher: St. Martin's Press
1592	1	Publisher: Barnes & Noble
1593	1	Publisher: Simon & Schuster Adult Publishing Group
1594	1	Publisher: Penguin Group (USA)
1595	1	Publisher: Kensington Publishing Corporation
1596	1	Publisher: Ten Speed Press
1597	1	Publisher: Norton, W. W. & Company, Inc.
1598	1	Publisher: Random House Publishing Group
1599	1	Publisher: HarperCollins Publishers
1600	1	Publisher: Allyn & Bacon, Inc.
1601	1	Publisher: Houghton Mifflin Harcourt
1602	1	Publisher: Doherty, Tom Associates, LLC
1603	1	Publisher: Simon & Schuster Adult Publishing Group
1604	1	Publisher: Publications International, Limited
1605	1	Publisher: Houghton Mifflin Harcourt
1606	1	Publisher: Random House Publishing Group
1607	1	Publisher: Bethany House Publishers
1608	1	Publisher: HarperCollins Publishers
1609	1	Publisher: Little, Brown & Company
1610	1	Publisher: Random House Children's Books
1611	1	Publisher: Penguin Group (USA) Incorporated
1612	1	Publisher: Running Pr Book Pub
1613	1	Publisher: Random House Publishing Group
1614	1	Publisher: Barnes & Noble
1615	1	Publisher: Doherty, Tom Associates, LLC
1616	1	Publisher: Hearst Books
1617	1	Publisher: Grand Central Publishing
1618	1	Publisher: Random House Children's Books
1619	1	Publisher: Elsevier Health Sciences
1620	1	Publisher: Broadway Books
1621	1	Publisher: Fine Print Publishing Company
1622	1	Publisher: Random House Publishing Group
1623	1	Publisher: WND Books, Incorporated
1624	1	Publisher: Grand Central Publishing
1625	1	Publisher: St. Martin's Press
1626	1	Publisher: St. Martin's Press
1627	1	Publisher: Penguin Young Readers Group
1628	1	Publisher: Countryman Press, The
1629	1	Publisher: Yale University Press
1630	1	Publisher: Houghton Mifflin Harcourt
1631	1	Publisher: Raw Junior, LLC
1632	1	Publisher: Simon & Schuster Children's Publishing
1633	1	Publisher: Knopf Doubleday Publishing Group
1634	1	Publisher: Harvest House Publishers
1635	1	Publisher: Holt, Henry & Company, Inc.
1636	1	Publisher: Mira
1637	1	Publisher: Random House Publishing Group
1638	1	Publisher: Penguin Group (USA)
1639	1	Publisher: Random House Publishing Group
1640	1	Publisher: Random House Publishing Group
1641	1	Publisher: Llewellyn Worldwide, LTD.
1642	1	Publisher: Simon & Schuster Adult Publishing Group
1643	1	Publisher: Voice
1644	1	Publisher: Free Press, The
1645	1	Publisher: Wiley, John & Sons, Incorporated
1646	1	Publisher: St. Martin's Press
1647	1	Publisher: Kensington Publishing Corporation
1648	1	Publisher: Association for Supervision & Curriculum Development
1649	1	Publisher: HarperCollins Publishers
1650	1	Publisher: St. Martin's Press
1651	1	Publisher: Penguin Group (USA)
1652	1	Publisher: Penguin Group (USA)
1653	1	Publisher: BenBella Books, Inc.
1654	1	Publisher: Simon & Schuster Adult Publishing Group
1655	1	Publisher: HarperCollins Publishers
1656	1	Publisher: Orbit/Yen
1657	1	Publisher: Penguin Group (USA) Incorporated
1658	1	Publisher: Bedford/St. Martin's
1659	1	Publisher: Simon & Schuster Children's Publishing
1660	1	Publisher: Barnes & Noble
1661	1	Publisher: Barron's Educational Series, Incorporated
1662	1	Publisher: Penguin Group (USA) Incorporated
1663	1	Publisher: HarperCollins Publishers
1664	1	Publisher: Nelson, Thomas, Inc.
1665	1	Publisher: Simon & Schuster Children's Publishing
1666	1	Publisher: Perseus Publishing
1667	1	Publisher: Hyperion
1668	1	Publisher: Elsevier Health Sciences
1669	1	Publisher: Simon & Schuster Adult Publishing Group
1670	1	Publisher: Roaring Brook Press
1671	1	Publisher: Knopf Doubleday Publishing Group
1672	1	Publisher: HarperCollins Publishers
1673	1	Publisher: Random House Children's Books
1674	1	Publisher: HarperCollins Publishers
1675	1	Publisher: Cengage Learning
1676	1	Publisher: Random House Publishing Group
1677	1	Publisher: Scholastic, Inc.
1678	1	Publisher: HarperCollins Publishers
1679	1	Publisher: DK Publishing, Inc.
1680	1	Publisher: Sandy Creek
1681	1	Publisher: Simon & Schuster Adult Publishing Group
1682	1	Publisher: Algonquin Books of Chapel Hill
1683	1	Publisher: Simon & Schuster Adult Publishing Group
1684	1	Publisher: Crown Publishing Group
1685	1	Publisher: Sterling Publishing
1686	1	Publisher: Sterling Publishing
1687	1	Publisher: Workman Publishing Company, Inc.
1688	1	Publisher: Penguin Group (USA)
1689	1	Publisher: Hyperion Books for Children
1690	1	Publisher: Norton, W. W. & Company, Inc.
1691	1	Publisher: Random House Children's Books
1692	1	Publisher: Simon & Schuster Children's Publishing
1693	1	Publisher: Algonquin Books of Chapel Hill
1694	1	Publisher: Simon & Schuster Adult Publishing Group
1695	1	Publisher: Farrar, Straus and Giroux
1696	1	Publisher: HarperCollins Publishers
1697	1	Publisher: Simon & Schuster Children's Publishing
1698	1	Publisher: St. Martin's Press
1699	1	Publisher: Random House Publishing Group
1700	1	Publisher: Simon & Schuster Children's Publishing
1701	1	Publisher: Penguin Group (USA)
1702	1	Publisher: University of New Mexico Press
1703	1	Publisher: Penguin Group (USA)
1704	1	Publisher: HarperCollins Publishers
1705	1	Publisher: HarperCollins Publishers
1706	1	Publisher: Penguin Group (USA) Incorporated
1707	1	Publisher: Harlequin
1708	1	Publisher: HarperCollins Publishers
1709	1	Publisher: Penguin Group (USA)
1710	1	Publisher: Penguin Group (USA)
1711	1	Publisher: Barnes & Noble
1712	1	Publisher: Random House, Inc.
1713	1	Publisher: The Doubleday Religious Publishing Group
1714	1	Publisher: HarperCollins Publishers
1715	1	Publisher: HarperCollins Publishers
1716	1	Publisher: Penguin Group (USA)
1717	1	Publisher: Random House Children's Books
1718	1	Publisher: Random House Children's Books
1719	1	Publisher: Yankee Publishing Incorporated
1720	1	Publisher: St. Martin's Press
1721	1	Publisher: Random House Children's Books
1722	1	Publisher: Elsevier Health Sciences
1723	1	Publisher: Penguin Group (USA) Incorporated
1724	1	Publisher: Simon & Schuster Children's Publishing
1725	1	Publisher: Simon & Schuster Children's Publishing
1726	1	Publisher: Penguin Group (USA) Incorporated
1727	1	Publisher: Sterling Publishing
1728	1	Publisher: HarperCollins Publishers
1729	1	Publisher: Random House Publishing Group
1730	1	Publisher: Penguin Group (USA)
1731	1	Publisher: Simon & Schuster Adult Publishing Group
1732	1	Publisher: Simon & Schuster Adult Publishing Group
1733	1	Publisher: Hay House, Inc.
1734	1	Publisher: Penguin Group (USA)
1735	1	Publisher: Abrams, Harry N., Inc.
1736	1	Publisher: Holiday House, Inc.
1737	1	Publisher: Random House Publishing Group
1738	1	Publisher: St. Martin's Press
1739	1	Publisher: Simon & Schuster Adult Publishing Group
1740	1	Publisher: HarperCollins Publishers
1741	1	Publisher: Farrar, Straus and Giroux
1742	1	Publisher: Hyperion
1743	1	Publisher: HarperCollins Publishers
1744	1	Publisher: HarperCollins Publishers
1745	1	Publisher: The Doubleday Religious Publishing Group
1746	1	Publisher: Candlewick Press
1747	1	Publisher: Threshold Editions
1748	1	Publisher: Broadway Books
1749	1	Publisher: Sterling Publishing
1750	1	Publisher: Little, Brown & Company
1751	1	Publisher: St. Martin's Press
1752	1	Publisher: Random House Publishing Group
1753	1	Publisher: HarperCollins Publishers
1754	1	Publisher: Microsoft Press
1755	1	Publisher: Prentice Hall
1756	1	Publisher: Simon & Schuster Trade
1757	1	Publisher: Harvard Business Press
1758	1	Publisher: Penguin Group (USA)
1759	1	Publisher: Nelson, Thomas, Inc.
1760	1	Publisher: St. Martin's Press
1761	1	Publisher: Random House Children's Books
1762	1	Publisher: Random House Publishing Group
1763	1	Publisher: HarperCollins Publishers
1764	1	Publisher: Simon & Schuster Children's Publishing
1765	1	Publisher: Penguin Group (USA)
1766	1	Publisher: Random House Publishing Group
1767	1	Publisher: Random House Publishing Group
1768	1	Publisher: Penguin Group (USA)
1769	1	Publisher: Berrett-Koehler Publishers, Inc.
1770	1	Publisher: Knopf Doubleday Publishing Group
1771	1	Publisher: Simon & Schuster Adult Publishing Group
1772	1	Publisher: Random House Publishing Group
1773	1	Publisher: Simon & Schuster Adult Publishing Group
1774	1	Publisher: Xlibris Corporation
1775	1	Publisher: HarperCollins Publishers
1776	1	Publisher: Random House Publishing Group
1777	1	Publisher: Simon & Schuster Children's Publishing
1778	1	Publisher: Knopf Doubleday Publishing Group
1779	1	Publisher: Penguin Group (USA) Incorporated
1780	1	Publisher: Random House Publishing Group
1781	1	Publisher: Puddledancer Press
1782	1	Publisher: Nelson, Thomas, Inc.
1783	1	Publisher: Dover Publications
1784	1	Publisher: Penguin Group (USA)
1785	1	Publisher: Knopf Doubleday Publishing Group
1786	1	Publisher: Penguin Group (USA) Incorporated
1787	1	Publisher: Doherty, Tom Associates, LLC
1788	1	Publisher: St. Martin's Press
1789	1	Publisher: Broadway Books
1790	1	Publisher: Kyle Books
1791	1	Publisher: Random House Children's Books
1792	1	Publisher: Knopf Doubleday Publishing Group
1793	1	Publisher: Grand Central Publishing
1794	1	Publisher: Random House Publishing Group
1795	1	Publisher: Penguin Group (USA)
1796	1	Publisher: Houghton Mifflin Harcourt
1797	1	Publisher: Candlewick Press
1798	1	Publisher: HarperCollins Publishers
1799	1	Publisher: B B C Worldwide Americas
1800	1	Publisher: Little, Brown Books for Young Readers
1801	1	Publisher: Random House Children's Books
1802	1	Publisher: HarperCollins Publishers
1803	1	Publisher: Primal Nutrition, Inc.
1804	1	Publisher: Houghton Mifflin Harcourt
1805	1	Publisher: HarperCollins Publishers
1806	1	Publisher: Houghton Mifflin Harcourt
1807	1	Publisher: Simon & Schuster Adult Publishing Group
1808	1	Publisher: Simon & Schuster Children's Publishing
1809	1	Publisher: HarperCollins Publishers
1810	1	Publisher: Scholastic, Inc.
1811	1	Publisher: Penguin Group (USA) Incorporated
1812	1	Publisher: Orbit/Yen
1813	1	Publisher: Random House Publishing Group
1814	1	Publisher: Penguin Group (USA)
1815	1	Publisher: Simon & Schuster Adult Publishing Group
1816	1	Publisher: Holt, Henry & Company, Inc.
1817	1	Publisher: Scholastic, Inc.
1818	1	Publisher: Hyperion Books for Children
1819	1	Publisher: Harlequin
1820	1	Publisher: Simon & Schuster Adult Publishing Group
1821	1	Publisher: Norton, W. W. & Company, Inc.
1822	1	Publisher: Doherty, Tom Associates, LLC
1823	1	Publisher: HarperCollins Publishers
1824	1	Publisher: Barnes & Noble
1825	1	Publisher: Random House Publishing Group
1826	1	Publisher: Penguin Group (USA) Incorporated
1827	1	Publisher: Kingsley, Jessica Publishers
1828	1	Publisher: Hyperion Books for Children
1829	1	Publisher: Square Fish
1830	1	Publisher: Spark Publishing
1831	1	Publisher: HarperCollins Publishers
1832	1	Publisher: Kensington Publishing Corporation
1833	1	Publisher: Grand Central Publishing
1834	1	Publisher: Simon & Schuster Adult Publishing Group
1835	1	Publisher: HarperCollins Publishers
1836	1	Publisher: Harlequin
1837	1	Publisher: Mira
1838	1	Publisher: Farrar, Straus and Giroux
1839	1	Publisher: Naval Institute Press
1840	1	Publisher: Random House Children's Books
1841	1	Publisher: Random House Publishing Group
1842	1	Publisher: Concordia Publishing House
1843	1	Publisher: St. Martin's Press
1844	1	Publisher: HarperCollins Publishers
1845	1	Publisher: Lectorum Publications, Inc.
1846	1	Publisher: Houghton Mifflin Harcourt
1847	1	Publisher: St. Martin's Press
1848	1	Publisher: Barnes & Noble
1849	1	Publisher: Wizards of the Coast
1850	1	Publisher: Health Communications, Incorporated
1851	1	Publisher: F. A. Davis Company
1852	1	Publisher: Knopf Doubleday Publishing Group
1853	1	Publisher: Broadway Books
1854	1	Publisher: Sterling Publishing
1855	1	Publisher: Penguin Group (USA)
1856	1	Publisher: HarperCollins Publishers
1857	1	Publisher: Miramax Books
1858	1	Publisher: Deseret Book Company
1859	1	Publisher: Quirk Publishing
1860	1	Publisher: Random House Children's Books
1861	1	Publisher: HarperCollins Publishers
1862	1	Publisher: Sandy Creek
1863	1	Publisher: HarperCollins Publishers
1864	1	Publisher: Scholastic, Inc.
1865	1	Publisher: Doherty, Tom Associates, LLC
1866	1	Publisher: Little, Brown & Company
1867	1	Publisher: HarperCollins Publishers
1868	1	Publisher: Library of America
1869	1	Publisher: St. Martin's Press
1870	1	Publisher: Penguin Group (USA) Incorporated
1871	1	Publisher: Guilford Publications, Inc.
1872	1	Publisher: O'Reilly Media, Incorporated
1873	1	Publisher: Simon & Schuster Children's Publishing
1874	1	Publisher: Grove/Atlantic, Inc.
1875	1	Publisher: Scholastic, Inc.
1876	1	Publisher: Barnes & Noble
1877	1	Publisher: Kensington Publishing Corporation
1878	1	Publisher: Penguin Group (USA)
1879	1	Publisher: Scholastic, Inc.
1880	1	Publisher: Barnes & Noble
1881	1	Publisher: Simon & Schuster Children's Publishing
1882	1	Publisher: Random House Children's Books
1883	1	Publisher: Simon & Schuster Adult Publishing Group
1884	1	Publisher: Penguin Group (USA) Incorporated
1885	1	Publisher: Penguin Group (USA) Incorporated
1886	1	Publisher: HarperCollins Publishers
1887	1	Publisher: Square Fish
1888	1	Publisher: Kaplan Publishing
1889	1	Publisher: Kaplan Publishing
1890	1	Publisher: Silhouette
1891	1	Publisher: Barnes & Noble
1892	1	Publisher: Nelson, Thomas, Inc.
1893	1	Publisher: Peachpit Press
1894	1	Publisher: Scholastic, Inc.
1895	1	Publisher: Random House Publishing Group
1896	1	Publisher: Houghton Mifflin Harcourt
1897	1	Publisher: Farrar, Straus and Giroux
1898	1	Publisher: Robert Kennedy Publishing
1899	1	Publisher: Picador USA
1900	1	Publisher: Avalon Travel Publishing
1901	1	Publisher: Penguin Group (USA)
1902	1	Publisher: Random House Publishing Group
1903	1	Publisher: Oxford University Press, USA
1904	1	Publisher: Center Street
1905	1	Publisher: HarperCollins Publishers
1906	1	Publisher: Nelson, Thomas, Inc.
1907	1	Publisher: Penguin Group (USA)
1908	1	Publisher: Wolters Kluwer Law & Business
1909	1	Publisher: St. Martin's Press
1910	1	Publisher: Simon & Schuster Adult Publishing Group
1911	1	Publisher: Barnes & Noble
1912	1	Publisher: Simon & Schuster Children's Publishing
1913	1	Publisher: Knopf Doubleday Publishing Group
1914	1	Publisher: Simon & Schuster Adult Publishing Group
1915	1	Publisher: Simon & Schuster Children's Publishing
1916	1	Publisher: Penguin Group (USA)
1917	1	Publisher: Scholastic, Inc.
1918	1	Publisher: Penguin Group (USA) Incorporated
1919	1	Publisher: Houghton Mifflin Harcourt
1920	1	Publisher: Basic Books
1921	1	Publisher: Storey Books
1922	1	Publisher: Knopf Doubleday Publishing Group
1923	1	Publisher: Macmillan General Reference
1924	1	Publisher: Sterling Publishing
1925	1	Publisher: Simon & Schuster Adult Publishing Group
1926	1	Publisher: Oxford University Press, USA
1927	1	Publisher: Houghton Mifflin Harcourt
1928	1	Publisher: Osote Pub
1929	1	Publisher: Dover Publications
1930	1	Publisher: Penguin Group (USA) Incorporated
