book	borders	publisher
1594	1	Knopf Doubleday Publishing Group
1595	1	HarperCollins Publishers
1596	1	Penguin Group (USA) Incorporated
1597	1	Dover Publications, Incorporated
1598	1	Random House Publishing Group
1599	1	Penguin Group (USA) Incorporated
1600	1	Random House Children&#039;s Books
1601	1	Viz Media
1602	1	Penguin Group (USA) Incorporated
1603	1	Penguin Group (USA) Incorporated
1604	1	Hyperion Press
1605	1	Penguin Group (USA) Incorporated
1606	1	Dover Publications, Incorporated
1607	1	Harlequin Enterprises, Limited
1608	1	Crown Publishing Group
1609	1	Knopf Doubleday Publishing Group
1610	1	HarperCollins Publishers
1611	1	Random House Children&#039;s Books
1612	1	Listening Library
1613	1	HarperCollins Publishers
1614	1	HarperCollins Publishers
1615	1	HarperCollins Publishers
1616	1	Tyndale House Publishers
1617	1	Doubleday Religious Publishing Grou, The
1618	1	HarperCollins Publishers
1619	1	Random House Children&#039;s Books
1620	1	Penguin Group (USA) Incorporated
1621	1	Knopf Doubleday Publishing Group
1622	1	Random House
1623	1	Simon &amp; Schuster Children&#039;s Publishing
1624	1	Random House Publishing Group
1625	1	Scholastic, Incorporated
1626	1	Simon &amp; Schuster
1627	1	Baen Books
1628	1	HarperCollins Publishers
1629	1	Grand Central Publishing
1630	1	Crown Publishing Group
1631	1	Random House
1632	1	Basic Books
1633	1	Knopf Doubleday Publishing Group
1634	1	St. Martin&#039;s Press
1635	1	Penguin Group (USA) Incorporated
1636	1	HarperCollins Publishers
1637	1	Random House Children&#039;s Books
1638	1	Simon &amp; Schuster Children&#039;s Publishing
1639	1	Grand Central Publishing
1640	1	Hachette Audio
1641	1	Knopf Doubleday Publishing Group
1642	1	Barron&#039;s Educational Series, Incorporated
1643	1	Random House Children&#039;s Books
1644	1	St. Martin&#039;s Press
1645	1	St. Martin&#039;s Press
1646	1	HarperCollins Publishers
1647	1	Penguin Group (USA) Incorporated
1648	1	Simon &amp; Schuster
1649	1	St. Martin&#039;s Press
1650	1	St. Martin&#039;s Press
1651	1	Farrar, Straus &amp; Giroux
1652	1	Square Fish
1653	1	Grand Central Publishing
1654	1	Random House Children&#039;s Books
1655	1	Random House Children&#039;s Books
1656	1	Penguin Group (USA) Incorporated
1657	1	Harlequin Enterprises, Limited
1658	1	Penguin Group (USA) Incorporated
1659	1	Random House Children&#039;s Books
1660	1	Random House Children&#039;s Books
1661	1	Barron&#039;s Educational Series, Incorporated
1662	1	Kessinger Publishing, LLC
1663	1	Random House Publishing Group
1664	1	Perfection Learning Corporation
1665	1	Oxford University Press, Incorporated
1666	1	Blackstone Audio Inc
1667	1	San Val, Incorporated
1668	1	Oasis Audio
1669	1	Whites / White&#039;s Books Limited
1670	1	Steck-Vaughn
1671	1	Penguin Group (USA) Incorporated
1672	1	Knopf Doubleday Publishing Group
1673	1	Tantor Media Inc
1674	1	American Guidance Service, Incorporated
1675	1	Simon &amp; Schuster Children&#039;s Publishing
1676	1	Tantor Media, Incorporated
1677	1	Grand Central Publishing
1678	1	Little Brown &amp; Company
1679	1	Little Brown &amp; Company
1680	1	Little Brown &amp; Company
1681	1	Simon &amp; Schuster
1682	1	Random House Children&#039;s Books
1683	1	Wedding Solutions Publishing, Incorporated
1684	1	Simon &amp; Schuster
1685	1	Barron&#039;s Educational Series, Incorporated
1686	1	Abrams
1687	1	Glencoe/ McGraw-Hill
1688	1	Theatre Communications Group, Incorporated
1689	1	Naxos of America, Incorporated
1690	1	British Library, The
1691	1	A &amp; C Black
1692	1	Cambridge University Press
1693	1	San Val, Incorporated
1694	1	Random House Children&#039;s Books
1695	1	Borders Group Inc
1696	1	St. Martin&#039;s Press
1697	1	Simon &amp; Schuster
1698	1	Simon &amp; Schuster Children&#039;s Publishing
1699	1	HarperCollins Publishers
1700	1	Random House Publishing Group
1701	1	Simon &amp; Schuster
1702	1	Simon &amp; Schuster Children&#039;s Publishing
1703	1	Miramax Books
1704	1	FaithWords
1705	1	Random House Publishing Group
1706	1	Penguin Group (USA) Incorporated
1707	1	University of California Press
1708	1	Penguin Group (USA) Incorporated
1709	1	Penguin Group (USA) Incorporated
1710	1	Blackstone Audio Inc
1711	1	Naxos of America, Incorporated
1712	1	Sourcebooks, Incorporated
1713	1	Stone Arch Books
1714	1	Broadview Press
1715	1	Oxford University Press, Incorporated
1716	1	San Val, Incorporated
1717	1	Roaring Brook Press
1718	1	Kumon Publishing North America, Incorporated
1719	1	Audio Bookshelf
1720	1	Audio Bookshelf
1721	1	Candlewick Press
1722	1	Candlewick Press
1723	1	HarperCollins Publishers
1724	1	Workman Publishing Company, Incorporated
1725	1	HarperCollins Publishers
1726	1	Tantor Media Inc
1727	1	Blackstone Audio Inc
1728	1	Blackstone Audio Inc
1729	1	Tantor Media Inc
1730	1	Deodand Publishing
1731	1	Kumon Publishing North America, Incorporated
1732	1	HarperCollins Publishers
1733	1	Penguin Group (USA) Incorporated
1734	1	Simon &amp; Schuster
1735	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1736	1	Random House Publishing Group
1737	1	Random House Large Print
1738	1	Simon &amp; Schuster Children&#039;s Publishing
1739	1	Little Brown &amp; Company
1740	1	Simon &amp; Schuster
1741	1	Random House
1742	1	Barron&#039;s Educational Series, Incorporated
1743	1	Crown Publishing Group
1744	1	Penguin Group (USA) Incorporated
1745	1	Penguin Group USA
1746	1	Scholastic, Incorporated
1747	1	Random House Publishing Group
1748	1	Simon &amp; Schuster
1749	1	Random House Publishing Group
1750	1	Little, Brown Books for Young Readers
1751	1	Little, Brown Books for Young Readers
1752	1	Crown Publishing Group
1753	1	Bbc Audiobooks Amer
1754	1	Random House Children&#039;s Books
1755	1	Bloomsbury Publishing
1756	1	Random House Publishing Group
1757	1	Santillana USA Publishing Company, Incorporated
1758	1	Random House Publishing Group
1759	1	Random House Publishing Group
1760	1	Little Brown &amp; Company
1761	1	Hachette Audio
1762	1	Harlequin Enterprises, Limited
1763	1	HarperCollins Publishers
1764	1	Nelson, Thomas Incorporated
1765	1	Random House Children&#039;s Books
1766	1	Kensington Publishing Corporation
1767	1	Hachette Audio
1768	1	Little Brown &amp; Company
1769	1	Viz Media
1770	1	New Harbinger Publications
1771	1	Square Fish
1772	1	Simon &amp; Schuster Children&#039;s Publishing
1773	1	Oxmoor House, Incorporated
1774	1	Penguin Group (USA) Incorporated
1775	1	Simon &amp; Schuster Children&#039;s Publishing
1776	1	Scholastic, Incorporated
1777	1	St. Martin&#039;s Press
1778	1	Doherty, Tom Associates, LLC
1779	1	HarperCollins Publishers
1780	1	Penguin Group (USA) Incorporated
1781	1	Europa Editions, Incorporated
1782	1	Barron&#039;s Educational Series, Incorporated
1783	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1784	1	Random House Children&#039;s Books
1785	1	Random House Publishing Group
1786	1	Holt, Henry &amp; Company
1787	1	Holt, Henry &amp; Company
1788	1	HarperCollins Publishers
1789	1	Tyndale House Publishers
1790	1	Random House Children&#039;s Books
1791	1	Abrams
1792	1	Doubleday Publishing
1793	1	Random House
1794	1	Random House Large Print
1795	1	Random House Children&#039;s Books
1796	1	HarperCollins Publishers
1797	1	Viz Media
1798	1	Simon &amp; Schuster Children&#039;s Publishing
1799	1	Tantor Media, Incorporated
1800	1	Tantor Media, Incorporated
1801	1	Random House Publishing Group
1802	1	Doherty, Tom Associates, LLC
1803	1	St. Martin&#039;s Press
1804	1	Knopf Doubleday Publishing Group
1805	1	Knopf Doubleday Publishing Group
1806	1	Random House Large Print
1807	1	Random House Publishing Group
1808	1	Random House
1809	1	Ann Arbor Media Group, LLC
1810	1	Knopf Doubleday Publishing Group
1811	1	Penguin Group (USA) Incorporated
1812	1	Grove/ Atlantic, Incorporated
1813	1	HarperCollins Publishers
1814	1	HarperCollins Publishers
1815	1	St. Martin&#039;s Press
1816	1	St. Martin&#039;s Press
1817	1	St Martins Pr
1818	1	HarperCollins Publishers
1819	1	Barron&#039;s Educational Series, Incorporated
1820	1	McGraw-Hill Medical Publishing Division
1821	1	Scholastic, Incorporated
1822	1	Harlequin Enterprises, Limited
1823	1	Doherty, Tom Associates, LLC
1824	1	Random House Publishing Group
1825	1	Viz Media
1826	1	Harlequin Enterprises, Limited
1827	1	Random House Information Group
1828	1	Little Brown &amp; Company
1829	1	Little Brown &amp; Company
1830	1	Random House Publishing Group
1831	1	Little, Brown Books for Young Readers
1832	1	Little, Brown Books for Young Readers
1833	1	Penguin Group (USA) Incorporated
1834	1	Grand Central Publishing
1835	1	Simon &amp; Schuster
1836	1	Simon &amp; Schuster Children&#039;s Publishing
1837	1	St. Martin&#039;s Press
1838	1	St. Martin&#039;s Press
1839	1	Little, Brown Books for Young Readers
1840	1	Simon &amp; Schuster
1841	1	Simon &amp; Schuster
1842	1	Simon &amp; Schuster
1843	1	Wiley, John &amp; Sons, Incorporated
1844	1	Andrews McMeel Publishing
1845	1	Harlequin Enterprises, Limited
1846	1	Harlequin Enterprises, Limited
1847	1	Penguin Group (USA) Incorporated
1848	1	Harlequin Enterprises, Limited
1849	1	Microsoft Press
1850	1	Wiley, John &amp; Sons, Incorporated
1851	1	Harlequin Enterprises, Limited
1852	1	Random House Children&#039;s Books
1853	1	St. Martin&#039;s Press
1854	1	Random House Publishing Group
1855	1	Simon &amp; Schuster
1856	1	St. Martin&#039;s Press
1857	1	Holt, Henry &amp; Company
1858	1	Penguin Group (USA) Incorporated
1859	1	Harlequin Enterprises, Limited
1860	1	Scholastic, Incorporated
1861	1	Grand Central Publishing
1862	1	Hachette Audio
1863	1	Hachette Audio
1864	1	Penguin Group (USA) Incorporated
1865	1	Scholastic, Incorporated
1866	1	Carson-Dellosa Publishing, LLC
1867	1	Grand Central Publishing
1868	1	Knopf Doubleday Publishing Group
1869	1	Random House Publishing Group
1870	1	Tantor Media Inc
1871	1	Bbc Audiobooks Amer
1872	1	Broadview Press
1873	1	Steerforth Press
1874	1	Regnery Publishing, Incorporated, An Eagle Publish
1875	1	HarperCollins Publishers
1876	1	Penguin Group (USA) Incorporated
1877	1	St. Martin&#039;s Press
1878	1	HarperCollins Publishers
1879	1	Vanguard Press
1880	1	Random House Children&#039;s Books
1881	1	Rodale Press, Incorporated
1882	1	Doherty, Tom Associates, LLC
1883	1	San Val, Incorporated
1884	1	Barron&#039;s Educational Series, Incorporated
1885	1	HarperCollins Publishers
1886	1	HarperCollins Publishers
1887	1	Rodale Press, Incorporated
1888	1	Penguin Group (USA) Incorporated
1889	1	Random House Children&#039;s Books
1890	1	Listening Library
1891	1	Dorling Kindersley Publishing, Incorporated
1892	1	HarperCollins Publishers
1893	1	Bbc Audiobooks Amer
1894	1	Tuttle Publishing
1895	1	Tantor Media, Incorporated
1896	1	Tantor Media, Incorporated
1897	1	Penguin Group (USA) Incorporated
1898	1	Random House Publishing Group
1899	1	Solar Books
1900	1	Penguin Group (USA) Incorporated
1901	1	Kensington Publishing Corporation
1902	1	HarperCollins Publishers
1903	1	Random House Publishing Group
1904	1	Harlequin Enterprises, Limited
1905	1	Harlequin Enterprises, Limited
1906	1	Simon &amp; Schuster
1907	1	Whitman Publishing LLC
1908	1	Dark Horse Comics
1909	1	Penguin Group (USA) Incorporated
1910	1	Dorling Kindersley Publishing, Incorporated
1911	1	Simon &amp; Schuster
1912	1	Random House Children&#039;s Books
1913	1	Random House Children&#039;s Books
1914	1	Penguin Group (USA) Incorporated
1915	1	HarperCollins Publishers
1916	1	Grove/ Atlantic, Incorporated
1917	1	Equity Press
1918	1	Little Brown &amp; Company
1919	1	Penguin Group USA
1920	1	Doherty, Tom Associates, LLC
1921	1	St. Martin&#039;s Press
1922	1	Little, Brown Books for Young Readers
1923	1	Little, Brown Books for Young Readers
1924	1	Simon &amp; Schuster
1925	1	Doherty, Tom Associates, LLC
1926	1	Simon &amp; Schuster
1927	1	Random House Publishing Group
1928	1	Dell Publishing
1929	1	Picador
1930	1	Avalon Travel Publishing
1931	1	Harcourt Children&#039;s Books
1932	1	Strang Communications Company
1933	1	Zondervan
1934	1	Zondervan
1935	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1936	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1937	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1938	1	Baker Publishing Group
1939	1	Penguin Group (USA) Incorporated
1940	1	HarperCollins Publishers
1941	1	Nelson, Thomas Incorporated
1942	1	Avalon Travel Publishing
1943	1	Little, Brown Books for Young Readers
1944	1	Penguin Group (USA) Incorporated
1945	1	Scholastic, Incorporated
1946	1	Hachette Audio
1947	1	Nelson, Thomas Incorporated
1948	1	Viz Media
1949	1	Crown Publishing Group
1950	1	Crown Publishing Group
1951	1	Learning Horizons, Incorporated
1952	1	NavPress Publishing Group
1953	1	Grand Central Publishing
1954	1	Broadway Books
1955	1	Broadway Books
1956	1	Wiley, John &amp; Sons, Incorporated
1957	1	HarperCollins Publishers
1958	1	Random House Children&#039;s Books
1959	1	Penguin Group (USA) Incorporated
1960	1	Viz Media
1961	1	Dorling Kindersley Publishing, Incorporated
1962	1	Random House, Incorporated
1963	1	Listening Library
1964	1	Random House Children&#039;s Books
1965	1	HarperCollins Publishers
1966	1	Candlewick Press
1967	1	Random House Publishing Group
1968	1	St. Martin&#039;s Press
1969	1	Penguin Group (USA) Incorporated
1970	1	Disney Press
1971	1	Candlewick Press
1972	1	Penguin Group (USA) Incorporated
1973	1	Penguin Group USA
1974	1	Scholastic, Incorporated
1975	1	Penguin Group (USA) Incorporated
1976	1	Knopf Doubleday Publishing Group
1977	1	Knopf, Alfred A. Incorporated
1978	1	Knopf Doubleday Publishing Group
1979	1	Random House Information Group
1980	1	Knopf Doubleday Publishing Group
1981	1	Knopf Publishing Group
1982	1	Little Brown &amp; Company
1983	1	Little Brown &amp; Company
1984	1	St. Martin&#039;s Press
1985	1	HarperCollins Publishers
1986	1	Grand Central Publishing
1987	1	Dorling Kindersley Publishing, Incorporated
1988	1	Dorling Kindersley Publishing, Incorporated
1989	1	St. Martin&#039;s Press
1990	1	St. Martin&#039;s Press
1991	1	HarperCollins Publishers
1992	1	Penguin Group (USA) Incorporated
1993	1	San Val, Incorporated
1994	1	Holt, Henry &amp; Company
1995	1	HarperCollins Publishers
1996	1	HarperCollins Publishers
1997	1	Scholastic, Incorporated
1998	1	Dorling Kindersley Publishing, Incorporated
1999	1	Knopf Doubleday Publishing Group
