book	booksamillion	publisher
1943	1	: Harlequin Books
1944	1	: Savas Beatie
1945	1	: Berkley Prime Crime
1946	1	: Pinnacle Books
1947	1	: Pocket Books
1948	1	: John Wiley & Sons
1949	1	: Anchor Books
1950	1	: St. Martin's Griffin
1951	1	: Scholastic Press
1952	1	: Berkley Publishing Group
1953	1	: Simon Pulse
1954	1	: Multnomah Publishers
1955	1	: Tommy Nelson
1956	1	: Aladdin Paperbacks
1957	1	: Business Plus
1958	1	: Washington Square Press
1959	1	: Berkley
1960	1	: Price Stern Sloan
1961	1	: Barbour Publishing
1962	1	: Warner Books
1963	1	: Laurel Leaf Library
1964	1	: Center Street
1965	1	: Hachette Audio
1966	1	: Simon & Schuster
1967	1	: Harper Paperbacks
1968	1	: Pinnacle Books
1969	1	: Simon & Schuster Children's Publishing
1970	1	: Candlewick Press (MA)
1971	1	: Love Spell
1972	1	: HarperCollins Publishers
1973	1	: Berkley
1974	1	: Harlequin Books
1975	1	: Zondervan
1976	1	: Clarion Books
1977	1	: Roc
1978	1	: Anchor Books
1979	1	: Tyndale House Publishers
1980	1	: W. W. Norton & Company
1981	1	: Marvel Comics
1982	1	: St. Martin's Press
1983	1	: Bilingual Books (WA)
1984	1	: Signet Classics
1985	1	: Multnomah Publishers
1986	1	: Hyperion Books for Children
1987	1	: Simon & Schuster
1988	1	: Tyndale House Publishers
1989	1	: Dutton Books
1990	1	: Signet Book
1991	1	: Joanna Cotler Books
1992	1	: Wizards of the Coast
1993	1	: Regal Books
1994	1	: Zonderkidz
1995	1	: Eos
1996	1	: Rodale Press
1997	1	: Brilliance Corporation
1998	1	: Forever
1999	1	: Grand Central Publishing
