book	bookdepository	publisher
1814	1	HarperCollins Publishers Inc
1815	1	Harperchildren&#039;s Audio
1816	1	Harper Children&#039;s Audio
1817	1	Chicken House Ltd
1818	1	Penguin Putnam Inc
1819	1	Cambridge University Press
1820	1	Cambridge University Press
1821	1	Nan A. Talese
1822	1	Random House Audio Assets
1823	1	Orion Publishing Co
1824	1	Edition Axel Menges
1825	1	Oxford University Press
1826	1	Orion Publishing Co
1827	1	Kodansha International Ltd
1828	1	Ten Speed Press
1829	1	Steidl Publishers
1830	1	J &amp; L Books
1831	1	eCruiting Alternatives Inc
1832	1	Editions J&#039;ai lu
1833	1	Viz Media, Subs. of Shogakukan Inc
1834	1	Image Comics
1835	1	Dynamic Forces Inc
1836	1	Human Kinetics Publishers
1837	1	Lonely Planet Publications Ltd
1838	1	Houghton Mifflin
1839	1	Random House Children&#039;s Books
1840	1	Turtleback Books
1841	1	HarperCollins Publishers Inc
1842	1	Aladdin Paperbacks
1843	1	Hachette Children&#039;s Books
1844	1	Jessica Kingsley Publishers
1845	1	Autism Asperger Publishing Co,US
1846	1	Future Horizons Incorporated
1847	1	Scholastic Paperbacks
1848	1	Jessica Kingsley Publishers
1849	1	Chelsea Green Publishing Company
1850	1	Regnery Publishing Inc
1851	1	University of Iowa Press
1852	1	Alfred A. Knopf
1853	1	Penguin Books Ltd
1854	1	Scholastic Australia
1855	1	CRW Publishing Limited
1856	1	WW Norton &amp; Co
1857	1	David &amp; Charles
1858	1	Floris Books
1859	1	Floris Books
1860	1	Floris Books
1861	1	Octopus Publishing Group
1862	1	North Atlantic Books,U.S.
1863	1	Ebury Press
1864	1	Sentient Publications
1865	1	Jolly Learning Ltd
1866	1	Bristol Publishing Enterprises Inc.,U.S.
1867	1	Random House USA Inc
1868	1	Laurence King Publishing
1869	1	Bloomsbury Publishing PLC
1870	1	Hachette Children&#039;s Books
1871	1	Mission Audio
1872	1	Random House USA Inc
1873	1	CCV
1874	1	Dodo Press
1875	1	Naxos AudioBooks
1876	1	Wildside Press
1877	1	Ebookslib
1878	1	1st World Library, Ltd
1879	1	1st World Library
1880	1	Nuvision Publications
1881	1	Digireads.com
1882	1	Bastian Books
1883	1	Ediciones B
1884	0	<NULL>
1885	1	Oxford University Press
1886	1	Penguin Books Ltd
1887	1	CCV
1888	1	Razorbill
1889	1	Thames &amp; Hudson Ltd
1890	1	HarperCollins Publishers Inc
1891	1	Alba &amp; Tromm
1892	1	Ebury Press
1893	1	Christian Focus Publications Ltd
1894	0	<NULL>
1895	1	Penguin Books Ltd
1896	1	CCV
1897	1	W F Howes Ltd
1898	1	Cornerstone
1899	1	Anchor Books
1900	1	Vintage
1901	1	Yearling Books
1902	1	Brilliance Corporation
1903	1	Thorndike Press
1904	1	Listening Library
1905	1	Random House USA Inc
1906	1	WW Norton &amp; Co
1907	1	WW Norton &amp; Co
1908	1	Wordsworth Editions Ltd
1909	1	HarperCollins Publishers Inc
1910	1	Vintage Books USA
1911	1	Random House Large Print Publishing
1912	1	How To Books Ltd
1913	1	Taylor &amp; Francis Ltd
1914	1	SAGE Publications Ltd
1915	1	Open University Press
1916	1	SAGE Publications Ltd
1917	1	Sterling Publishing Co Inc
1918	1	Little, Brown &amp; Company
1919	0	<NULL>
1920	1	Turtleback Books
1921	1	The Perseus Books Group
1922	1	Penguin Books Australia
1923	1	Random House USA Inc
1924	1	Random House USA Inc
1925	1	Welcome Enterprises, Inc
1926	1	Thomas Dunne Books
1927	1	Quercus Publishing Plc
1928	1	John Wiley &amp; Sons
1929	1	John Wiley and Sons Ltd
1930	1	John Wiley and Sons Ltd
1931	1	Headline Publishing Group
1932	1	John Wiley and Sons Ltd
1933	1	Pan Macmillan
1934	1	Penguin Books
1935	1	Anchor Books
1936	1	Playaway
1937	1	HarperTorch
1938	1	Grand Central Publishing
1939	1	Grand Central Publishing
1940	1	Piccadilly Press Ltd
1941	1	Luath Press Ltd
1942	1	Touchstone Books
1943	1	Simon &amp; Schuster Australia
1944	0	<NULL>
1945	1	Canongate Books Ltd
1946	1	Penguin Books Ltd
1947	1	Lion Hudson Plc
1948	1	Fair Winds Press
1949	1	Digireads.com
1950	1	Hackett Publishing Co, Inc
1951	1	Hackett Publishing Co, Inc
1952	1	Dover Publications Inc.
1953	1	Dover Publications Inc.
1954	1	Dover Publications Inc.
1955	1	Penguin Books Ltd
1956	1	CCV
1957	1	Games Workshop
1958	1	Thames &amp; Hudson Ltd
1959	1	David R. Godine Publisher Inc
1960	1	Del Rey Books
1961	1	Penguin Books Ltd
1962	1	Random House Children&#039;s Books
1963	1	Random House Children&#039;s Books
1964	1	Saint Martin&#039;s Press Inc.
1965	1	Faber and Faber
1966	1	Cambridge University Press (Virtual Publishing)
1967	1	Tantor Media, Inc
1968	1	Bantam Classics
1969	1	Wordsworth Editions Ltd
1970	1	Fine Communications,US
1971	1	Drawn and Quarterly
1972	1	Lonely Planet Publications Ltd
1973	1	Lonely Planet Publications Ltd
1974	1	Lonely Planet Publications Ltd
1975	1	Lonely Planet Publications Ltd
1976	1	Lonely Planet Publications Ltd
1977	1	Lonely Planet Publications Ltd
1978	1	Penguin Books Ltd
1979	1	Vacation - Work
1980	1	Walker Books Ltd
1981	1	Lonely Planet Publications Ltd
1982	1	Lonely Planet
1983	1	Lonely Planet Publications Ltd
1984	1	Lonely Planet Publications Ltd
1985	1	Beck C. H.
1986	1	DTV Deutscher Taschenbuch
1987	1	Penguin Books Ltd
1988	1	Edimat Libros
1989	1	Edimat Libros
1990	1	Dover Publications Inc.
1991	1	Image Comics
1992	1	Andrews McMeel Publishing
1993	1	Avery Publishing Group Inc.,U.S.
1994	1	The Perseus Books Group
1995	0	<NULL>
1996	1	www.bnpublishing.com
1997	1	Workman Publishing
1998	1	F&amp;W Publications Inc
1999	1	DC Comics
