book	amazon	publication_date
1085	1	Wiley-Blackwell (August 4, 2004)
1086	1	Cambridge University Press (November 18, 2002)
1087	1	Random House; 1 edition (June 8, 2010)
1088	1	St. Martin's Griffin (September 5, 2006)
1089	1	St. Martin's Griffin (April 15, 1995)
1090	1	Key Porter Books (November 2003)
1091	1	William Morrow (May 10, 2005)
1092	1	Putnam Adult; 1st edition (July 7, 2009)
1093	1	St. Martin's Press; 1 edition (April 14, 2009)
1094	1	Nabu Press (March 16, 2010)
1095	1	Cambridge University Press (January 26, 1996)
1096	1	Mira; Reprint edition (May 1, 2010)
1097	1	Mira; Library ed edition (April 28, 2009)
1098	1	Signet Classics (October 4, 2005)
1099	1	Scribner (December 1, 1995)
1100	1	HarperOne (June 23, 2009)
1101	1	Revell (November 1, 2009)
1102	1	Pan Macmillan (1980)
1103	1	Upper Access (March 2004)
1104	1	Playaway (December 2009)
1105	1	Penguin Press; First Edition edition (April 12, 2004)
1106	1	Macmillan Audio; Unabridged edition (January 5, 2010)
1107	1	Kregel Publications (March 15, 2001)
1108	1	Zonderkidz (September 1, 2001)
1109	1	Kessinger Publishing (June 30, 2004)
1110	1	Ace; Original edition (April 28, 2009)
1111	1	Ace (January 30, 2007)
1112	1	Brilliance Audio on CD Unabridged; Unabridged edition (April 27, 2010)
1113	1	Ace; Reissue edition (June 27, 2006)
1114	1	Scholastic Inc.; Rei/Crds edition (April 6, 2010)
1115	1	Scholastic Inc.; Library edition edition (September 9, 2008)
1116	1	Recorded Books (October 2005)
1117	1	Washington Square Press (August 7, 2007)
1118	1	Barron's Educational Series (December 3, 2001)
1119	1	Washington Square Press (April 3, 2001)
1120	1	Scholastic Paperbacks (November 29, 2001)
1121	1	William Morrow; 1 edition (May 11, 2010)
1122	1	Riverhead Trade (July 1, 1997)
1123	1	Penguin Audio; Unabridged edition (September 6, 2007)
1124	1	Mosby; 5th edition (March 5, 2009)
1125	1	Aacp Inc/Asian Amer Curriculum (June 1986)
1126	1	Merck; 18 edition (April 7, 2006)
1127	1	Dell (May 8, 2001)
1128	1	Dell; 1st THUS edition (February 26, 2002)
1129	1	Dell (May 1, 1995)
1130	1	Signet Classics (November 4, 2008)
1131	1	Harper Perennial Modern Classics (January 26, 2000)
1132	1	University of North Carolina Press Enduring Editions (January 1, 1990)
1133	1	Routledge; New edition edition (December 20, 1999)
1134	1	Signet Classics (November 7, 2001)
1135	1	Oxford University Press, USA (May 24, 2001)
1136	1	Wiley (April 21, 2006)
1137	1	St. Martin's Griffin (January 27, 2005)
1138	1	Sports Publishing LLC; 20th Anniversary ed. edition (March 1, 2005)
1139	1	Penguin (Non-Classics) (May 27, 2003)
1140	1	Wiley; 2 edition (February 3, 2009)
1141	1	Platinum Press (February 1, 2006)
1142	1	Harper Paperbacks (February 20, 2007)
1143	1	Bantam (August 1, 1984)
1144	1	Process; Exp Rev edition (June 1, 2010)
1145	1	University Press of the Pacific (July 2003)
1146	1	Vintage (January 2, 1991)
1147	1	Louisiana State University Press; illustrated edition edition (August 2003)
1148	1	Routledge (February 29, 2000)
1149	1	Vintage; 1 edition (September 28, 1997)
1150	1	Wiley; 2 edition (September 22, 2009)
1151	1	skirt!; 1st edition (August 26, 2008)
1152	1	Rodale Books; 1 edition (April 14, 2009)
1153	1	Rodale Books; 1 edition (May 11, 2010)
1154	1	Streetwise Maps (January 1, 2010)
1155	1	Avalon Travel Publishing; Pap/Map edition (November 10, 2009)
1156	1	Mosby; 9 edition (February 18, 2010)
1157	1	North Point Press (November 16, 1996)
1158	1	Grove Press (January 21, 1994)
1159	1	Harvard Common Press; illustrated edition edition (June 25, 1993)
1160	1	Harvard Common Press (April 2004)
1161	1	CreateSpace (October 4, 2008)
1162	1	Oxford University Press, USA (December 1, 2008)
1163	1	Random House (June 1, 2010)
1164	1	NAL Trade; First Edition ~1st Printing edition (September 28, 2004)
1165	1	St. Martin's Griffin; 1 edition (October 9, 2002)
1166	1	Scribner (May 25, 1999)
1167	1	Picador; 2nd edition (January 2, 2000)
1168	1	Heinemann (January 5, 2006)
1169	1	Simon & Schuster (July 15, 2008)
1170	1	Penguin Classics (December 31, 2002)
1171	1	Modern Library (December 4, 2007)
1172	1	Random House Audio; Unabridged edition (June 16, 2009)
1173	1	Penguin Audio; Unabridged edition (August 11, 2009)
1174	1	McGraw-Hill; 1 edition (September 15, 2003)
1175	1	Harper Paperbacks; Revised edition (March 15, 2005)
1176	1	Bantam; 1 edition (April 28, 2009)
1177	1	St. Martin's Griffin (July 16, 1999)
1178	1	Villard Books; First Edition, Second printing edition (April 22, 1997)
1179	1	The Lyons Press; 1ST edition (February 10, 2009)
1180	1	Mountaineers Books (July 1998)
1181	1	St. Martin's Paperbacks (July 15, 1998)
1182	1	W. W. Norton & Company; 25th Anniversary Edition edition (November 2003)
1183	1	Vintage (September 1, 1998)
1184	1	Hodder & Stoughton Ltd (January 1, 1974)
1185	1	Cartwheel Books; Gift edition (March 1, 2010)
1186	1	Random House Books for Young Readers; Pap/Cas edition (July 13, 1993)
1187	1	Vision (June 1, 2008)
1188	1	Hachette Audio; Unabridged edition (February 1, 2010)
1189	1	Penguin Audio; Unabridged edition (May 12, 2009)
1190	1	Signet (September 25, 2007)
1191	1	Signet (March 7, 2006)
1192	1	Highbridge Audio; Abridged edition (December 29, 2004)
1193	1	Three Rivers Press; First Paperback Edition edition (March 12, 2002)
1194	1	Harper Paperbacks; Revised edition (August 23, 1997)
1195	1	San Val (August 1996)
1196	1	Brilliance Audio on MP3-CD; MP3 Una edition (December 1, 2008)
1197	1	Jove (November 25, 2003)
1198	1	Putnam Adult (April 19, 1999)
1199	1	Pocket (March 1, 1992)
1200	1	Random House Audio; Unabridged edition (April 6, 2010)
1201	1	Crown; 1 edition (April 13, 2010)
1202	1	Brilliance Audio on MP3-CD; MP3 Una edition (June 1, 2008)
1203	1	Minotaur Books; Reprint edition (May 25, 2010)
1204	1	St. Martin's Press (July 6, 2010)
1205	1	Minotaur Books; 1 edition (June 22, 2010)
1206	1	Hachette Audio; Abridged edition (December 1, 2004)
1207	1	Wiley (January 18, 1999)
1208	1	Oxford University Press, USA; illustrated edition edition (October 2, 2006)
1209	1	Abacus (October 12, 1995)
1210	1	St. Martin's Press (May 29, 2007)
1211	1	St. Martin's Paperbacks; later printing edition (June 15, 2000)
1212	1	Scribner; First Edition edition (August 26, 1994)
1213	1	Pocket Books; later printing edition (September 1, 1996)
1214	1	Random House (June 22, 2004)
1215	1	Amber-Allen Publishing; Later Printing edition (May 1999)
1216	1	Amber-Allen Publishing; ZZZ edition (November 2000)
1217	1	New Possibilities Press (August 2004)
1218	1	New Harbinger Publications; 1 edition (January 2005)
1219	1	Ace; First Thus edition (May 3, 2005)
1220	1	Ace (March 27, 2007)
1221	1	Children's Press(CT) (March 2005)
1222	1	HarperCollins; 1ST edition (May 1, 2007)
1223	1	Grand Central Publishing (April 1, 1999)
1224	1	Signet (October 4, 2005)
1225	1	PowerKids Press (January 2005)
1226	1	Signet; Reissue edition (April 5, 2005)
1227	1	Robert Kennedy Publishing; Pap/DVD edition (December 3, 2007)
1228	1	Robert Kennedy Publishing; 1 edition (May 16, 2010)
1229	1	Ballantine Books (February 22, 2011)
1230	1	Ballantine Books; First Edition first Printing edition (March 30, 2010)
1231	1	Grand Central Publishing; First Edition edition (October 28, 2002)
1232	1	Houghton Mifflin Harcourt (September 25, 2006)
1233	1	Blackstone Audio, Inc.; Unabridged edition (March 3, 2009)
1234	1	Farrar, Straus and Giroux (April 27, 2010)
1235	1	Vintage (August 12, 1988)
1236	1	Sourcebooks, Inc. (October 2009)
1237	1	Broadway (April 6, 2010)
1238	1	Barnes & Noble Classics (September 20, 2004)
1239	1	Jove; Jove ed. edition (December 30, 2003)
1240	1	University of Washington Press (December 30, 2005)
1241	1	HarperOne (February 6, 2001)
1242	1	HarperOne (February 6, 2001)
1243	1	Cumberland House Publishing (September 1996)
1244	1	Orbis Books (September 2001)
1245	1	Cumberland House Publishing (August 2001)
1246	1	B&H Books; 1st Printing edition (October 1, 2005)
1247	1	Oxford University Press, USA (March 8, 2010)
1248	1	Pocket; 30 Anv edition (November 18, 2003)
1249	1	San Val (October 2002)
1250	1	Kessinger Publishing, LLC (June 17, 2004)
1251	1	Zondervan (February 1, 2003)
1252	1	Bridgewood Press (December 2004)
1253	1	The Guilford Press; Third Edition edition (July 3, 2002)
1254	1	W. W. Norton & Company; 1 edition (August 17, 1999)
1255	1	Routledge; 1 edition (June 1, 1999)
1256	1	Charles C. Thomas Publisher; 1 edition (May 2001)
1257	1	Three Rivers Press (June 19, 2007)
1258	1	Little, Brown Books for Young Readers; Reprint edition (May 1, 2009)
1259	1	Hyperion Books; First edition. edition (March 1994)
1260	1	Hyperion Books; 1st edition (February 1998)
1261	1	Simon & Schuster; 1st Simon & Schuster Hardcover Ed edition (December 4, 2007)
1262	1	Crossway Bibles (September 26, 2007)
1263	1	W L C (July 28, 2009)
1264	1	Oxford University Press, USA (December 13, 1990)
1265	1	Longman; 50 Anv edition (October 25, 2008)
1266	1	Simon & Schuster (June 29, 2004)
1267	1	Prestwick House Inc (March 1, 2005)
1268	1	Usborne Books (April 2004)
1269	1	Back Bay Books; Deluxe edition (September 17, 2007)
1270	1	Ballantine Books; First edition edition (September 8, 2009)
1271	1	Pink Flamingo Publications; First edition (October 8, 2009)
1272	1	Virgin Nexus (April 22, 2010)
1273	1	Pocket Star (November 22, 2005)
1274	1	Arcadia Publishing (November 1, 2001)
1275	1	Pocket Star (July 19, 2005)
1276	1	Child's Play International (September 2001)
1277	1	Child's Play, Int'l. (January 2005)
1278	1	Three Rivers Press (December 31, 2007)
1279	1	Three Rivers Press (October 5, 2010)
1280	1	Brilliance Audio on CD; Abridged edition (May 25, 2010)
1281	1	Brilliance Audio (May 2010)
1282	1	Mira (May 25, 2010)
1283	1	Heinemann (September 15, 2006)
1284	1	New Harbinger Publications; 1 edition (March 2003)
1285	1	Pocket (October 1, 1990)
1286	1	Heliographica Press (May 31, 2005)
1287	1	Signet (September 4, 1990)
1288	1	New Harbinger Publications; 5 edition (September 2000)
1289	1	The Guilford Press (March 10, 2000)
1290	1	Delta (September 27, 2005)
1291	1	Anchor; Anchor Books ed edition (February 15, 2000)
1292	1	Milkweed Editions (April 1991)
1293	1	Grand Central Publishing (July 1, 1986)
1294	1	Focal Press; 2 edition (February 4, 2005)
1295	1	Penguin (Non-Classics); First Printing edition (July 27, 2004)
1296	1	Anchor; 1 edition (September 1, 1995)
1297	1	University Of Chicago Press (October 4, 1991)
1298	1	Princeton University Press (March 13, 2006)
1299	1	Houghton Mifflin Harcourt (December 27, 2005)
1300	1	Houghton Mifflin Harcourt (November 12, 1991)
1301	1	Vintage (January 9, 2001)
1302	1	Harper (May 18, 2010)
1303	1	Rodale Books; 1 Original edition (November 24, 2009)
1304	1	San Val (August 1997)
1305	1	Jove; First Printing edition (June 30, 2000)
1306	1	Harvard Common Press (February 25, 2008)
1307	1	Harper Paperbacks (February 9, 2010)
1308	1	Delta (April 28, 2009)
1309	1	Basic Books (February 1978)
1310	1	Hyperion; First Edition edition (April 15, 1998)
1311	1	Hyperion; 1 edition (January 5, 2005)
1312	1	New Harbinger Publications; 1 edition (March 2004)
1313	1	Hay House; illustrated edition edition (January 1, 2002)
1314	1	Hay House (December 1, 1991)
1315	1	Hay House; Gift edition (September 30, 2002)
1316	1	Hay House (June 1, 2004)
1317	1	Full Circle Publishing Ltd (August 15, 2003)
1318	1	Edinborough Press; 1 edition (May 1, 2002)
1319	1	Da Capo Press (August 21, 1985)
1320	1	EPM Publications; First Edition, First Printing edition (June 1981)
1321	1	Viking Adult; 1 edition (May 13, 2010)
1322	1	Demos Health; 1 edition (November 1, 2008)
1323	1	Berkley; First edition (April 29, 2008)
1324	1	Large Print Distribution (July 2, 2007)
1325	1	Zondervan (February 1, 2001)
1326	1	Inspirio; Gift edition (October 1, 2003)
1327	1	Zondervan (October 1, 2006)
1328	1	Berkley Hardcover (March 1, 2005)
1329	1	Zondervan; Unabridged edition (November 1, 2002)
1330	1	Moody; Loose-leaf reference ed edition (1995)
1331	1	Mountain Stream Press; 2nd edition (December 12, 2004)
1332	1	Chivers Audio Books; Unabridged edition (November 1, 2001)
1333	1	Harper Perennial (March 1, 1993)
1334	1	North Point Press; 1st edition (February 15, 2001)
1335	1	CRC Press; 1 edition (April 13, 1998)
1336	1	Plume (September 27, 2005)
1337	1	Oxford University Press, USA; 1 edition (January 13, 2010)
1338	1	Little, Brown and Company; 1 edition (May 14, 2010)
1339	1	Signet (August 7, 1987)
1340	1	Sourcebooks, Inc.; First Edition ~1st Printing edition (April 7, 2006)
1341	1	Gramercy (August 21, 2001)
1342	1	Random House; 1st edition (May 12, 1960)
1343	1	Rodopi (August 26, 2003)
1344	1	Signet Classics (July 8, 1986)
1345	1	Mariner Books; 15th printing edition (October 22, 1980)
1346	1	Free Press; 1ST edition (December 30, 2003)
1347	1	Emerson-Adams Press; 1 edition (November 16, 1998)
1348	1	High Roads Media; Unabridged edition (September 1, 2003)
1349	1	Fawcett (October 12, 1986)
1350	1	Signet (October 3, 1989)
1351	1	Ballantine Books (August 27, 1996)
1352	1	High Roads Media; Collectors edition (December 7, 2001)
1353	1	Dark Horse (May 11, 2010)
1354	1	Pocket; Reprint edition (October 21, 2008)
1355	1	Tantor Media; Unabridged,MP3 - Unabridged CD edition (January 19, 2007)
1356	0	<NULL>
1357	1	Houghton Mifflin Harcourt; 1st Am. ed. edition (September 18, 2006)
1358	1	Prometheus Books; illustrated edition edition (January 25, 2007)
1359	1	Oxford University Press, USA; 3 edition (May 25, 2006)
1360	1	Penguin (Non-Classics) (February 6, 2007)
1361	1	Twelve Books, Hachette Book Group; 10th ptg edition (May 1, 2007)
1362	1	Atria (October 4, 2005)
1363	1	Princeton University Press; Revised edition (August 1, 1983)
1364	1	Routledge; New edition edition (September 11, 1986)
1365	1	Brilliance Audio (April 2010)
1366	1	NAL Trade (December 2, 2003)
1367	1	TheSolarSweetspot (June 10, 2009)
1368	1	Kaplan Publishing (June 2, 2009)
1369	1	Revell; 2 edition (February 1, 2005)
1370	1	Simon Spotlight (September 28, 2010)
1371	1	Citadel; Original edition (January 1, 2009)
1372	1	Awakenings Publications; illustrated edition edition (March 30, 2006)
1373	1	Capital Books (VA) (March 1, 2006)
1374	1	Loving Health Publications; Revised edition (January 1996)
1375	1	Pear Press (October 12, 2010)
1376	1	NAL Trade (July 6, 2010)
1377	1	NAL Trade; Original edition (October 6, 2009)
1378	1	lulu.com (April 27, 2010)
1379	1	Riverhead Trade; Later Printing edition (August 1, 1997)
1380	1	Perigee Trade; Casebook ed edition (September 1, 1987)
1381	1	Sounds True (September 1, 2006)
1382	1	Naxos AudioBooks; Unabridged edition (March 2, 2010)
1383	1	University Of Chicago Press; 1 edition (June 1, 2001)
1384	1	Konemann (April 1999)
1385	1	ELT Press (May 30, 2006)
1386	1	Bloomsbury USA; Fourth Edition edition (August 3, 2001)
1387	1	Barnes & Noble Books (1996)
1388	1	IndyPublish (May 11, 2005)
1389	1	Basic Books (April 22, 2008)
1390	1	Basic Books (December 4, 2007)
1391	1	Del Rey (April 26, 2005)
1392	1	Third Pr Review of Books (September 1972)
1393	1	Del Rey; Corners Dog Earred edition (April 30, 2002)
1394	1	Recorded Books; Unabridged edition (April 2005)
1395	1	Candlewick; 1st American Edition edition (July 22, 2004)
1396	1	Penguin Books Ltd; Film Tie-in Ed edition (November 3, 2005)
1397	1	Three Rivers Press (March 25, 2008)
1398	1	Taylor & Francis; 1 edition (January 1, 1998)
1399	1	Kessinger Publishing, LLC (July 25, 2002)
1400	1	Hill and Wang; Tra edition (March 21, 2006)
1401	1	Hill and Wang (April 15, 2008)
1402	1	Oak Hill Publishing Company; 7 edition (May 1, 1999)
1403	1	Thomas Nelson; 1 edition (October 4, 2005)
1404	1	Thomas Nelson; 2 edition (September 18, 2007)
1405	1	Thomas Nelson; 10 Rev Upd edition (September 18, 2007)
1406	1	Putnam Adult (December 7, 2010)
1407	1	Forge Books (July 6, 2010)
1408	1	Atria Books; 1 edition (June 29, 2010)
1409	1	Dover Publications (February 13, 2003)
1410	1	Writer's Digest Books (March 1997)
1411	1	Zondervan (May 18, 1995)
1412	1	Zondervan (December 1, 1993)
1413	1	Zondervan Publishing Company (June 16, 1997)
1414	1	Zondervan; 1 edition (March 1, 2000)
1415	1	New Harbinger Publications; 1 edition (May 1998)
1416	1	Cambridge University Press; 2nd edition (May 31, 1996)
1417	1	Hackett Pub Co; 2 edition (November 1, 1993)
1418	1	Hackett Publishing Company; 3 Sub edition (October 1993)
1419	1	Dover Publications (February 2, 2004)
1420	1	BiblioBazaar (January 15, 2007)
1421	1	Harper Perennial; Later printing edition (September 2, 2003)
1422	1	Aladdin (May 23, 2006)
1423	1	Del Rey (January 29, 2008)
1424	1	Disney-Hyperion (February 16, 2004)
1425	1	Berkley Trade; 1 edition (November 4, 2008)
1426	1	Samhain Publishing (June 1, 2010)
1427	1	Bantam (March 24, 2009)
1428	1	Dell (March 27, 2007)
1429	1	Vintage (September 8, 2009)
1430	1	Turtleback (July 7, 2009)
1431	1	Little, Brown Books for Young Readers (October 6, 2009)
1432	1	Cambridge University Press; 1 edition (January 26, 2009)
1433	1	Wheatmark (June 15, 2008)
1434	1	Teacher Created Resources (November 3, 2004)
1435	1	Little, Brown Books for Young Readers (November 1, 1999)
1436	1	Yearling; First Thus edition (May 1, 1988)
1437	1	Yearling (April 1, 1986)
1438	1	Yearling (June 1, 1987)
1439	1	Teaching Strategies (February 1, 2002)
1440	1	Cliffs Notes (October 12, 2000)
1441	1	Libraries Unlimited; 2 edition (January 30, 1990)
1442	1	David Fickling Books (October 23, 2007)
1443	1	Live Oak Media; Har/Cas edition (June 1982)
1444	1	Golden Books (May 1, 2001)
1445	1	HarperFestival (January 6, 1995)
1446	1	Houghton Mifflin Harcourt (April 9, 2004)
1447	1	University of Georgia Press (August 1, 1990)
1448	1	Washington Square Press; X edition (November 15, 2005)
1449	1	Rodale Books; Upd Exp edition (October 6, 2009)
1450	1	Simon & Schuster Audio; Abridged edition (January 30, 2006)
1451	1	Pocket (August 27, 2002)
1452	1	Pocket Star (August 1, 2003)
1453	1	Bulfinch (September 2006)
1454	1	Robert Rose; Second Edition edition (March 5, 2006)
1455	1	Harper; First Edition, First Printing edition (April 20, 2010)
1456	1	Zondervan (February 1, 2009)
1457	1	Hay House; Second Printing edition (October 1, 2004)
1458	1	Hay House; 1 edition (October 1, 2006)
1459	1	St. Martin's Griffin (March 15, 1992)
1460	1	University Of Chicago Press; 1 edition (February 1, 2003)
1461	1	Yale University Press (February 21, 1996)
1462	1	University of Missouri; 1 edition (December 21, 2005)
1463	1	Ballantine Books; 1ST edition (October 26, 2004)
1464	1	NAL Jam (October 2, 2007)
1465	1	Pocket; 1 Updated edition (December 1, 2009)
1466	1	Atria (January 4, 2005)
1467	1	Doubleday (July 13, 2010)
1468	1	Hazelden Publishing; 1 edition (October 15, 2008)
1469	1	Kregel Classics (May 26, 1994)
1470	1	Gallery; Original edition (November 28, 2006)
1471	1	RH Audio; Abridged edition (April 4, 2006)
1472	1	Philomel; Miniature edition (March 15, 1989)
1473	1	Audio Bookshelf; Unabridged edition (January 2002)
1474	1	Cliffs Notes (June 13, 2000)
1475	1	Broadway (September 13, 2005)
1476	1	Vintage (November 29, 2004)
1477	1	Scribner (April 19, 2005)
1478	1	Bantam Classics (May 1, 1984)
1479	1	Penguin Classics (April 29, 2003)
1480	1	CreateSpace (August 10, 2008)
1481	1	CreateSpace (November 29, 2009)
1482	1	Cambridge University Press (January 31, 1992)
1483	1	Anchor; Mti edition (June 23, 2009)
1484	1	Knopf (June 23, 2009)
1485	1	Revive Our Hearts (June 2003)
1486	1	Palgrave Macmillan; 1 edition (June 8, 2010)
1487	1	The Guilford Press; 3rd edition (July 19, 2001)
1488	1	New Harbinger Publications; 1 edition (May 2004)
1489	1	Simon & Schuster; 2nd Print edition (October 26, 2004)
1490	1	Cliffs Notes (February 5, 1996)
1491	1	Da Capo Pr (October 1997)
1492	1	Pocket Books (May 20, 2008)
1493	1	Pocket (May 23, 2006)
1494	1	Atria; First edition (June 30, 2009)
1495	1	Profile Books Ltd (May 2, 2002)
1496	1	Roc (May 1, 2000)
1497	1	Roc (May 1, 2000)
1498	1	Roc; First Thus edition (March 1, 2000)
1499	1	FaithWords (June 12, 2006)
1500	1	Harrison House (December 1999)
1501	1	San Val (January 1995)
1502	1	Blackstone Audiobooks; Unabridged edition (January 2004)
1503	1	Thomas Nelson (November 3, 2009)
1504	1	Rider & Co (August 2, 2001)
1505	1	Westview Press; 2 edition (October 29, 1996)
1506	1	Houghton Mifflin Harcourt (June 4, 2009)
1507	1	Macmillan Audio; Unabridged edition (April 14, 2009)
1508	1	Farrar, Straus and Giroux (BYR) (March 18, 2008)
1509	1	Sandpiper; Anv edition (February 8, 2010)
1510	1	Anchor; Reprint edition (May 2, 2000)
1511	1	Harper Perennial (September 17, 2002)
1512	1	Berrett-Koehler Publishers (June 19, 2006)
1513	1	AuthorHouse (March 24, 2006)
1514	1	AMACOM; illustrated edition edition (May 13, 2005)
1515	1	Wild Jot Press (February 13, 2009)
1516	1	Oxford University Press, USA (December 19, 1996)
1517	1	Barron's Educational Series (March 27, 1985)
1518	1	Northfield Publishing (January 1, 2004)
1519	1	Northfield Publishing; 1 edition (May 1, 2004)
1520	1	Square Fish (May 1, 2007)
1521	1	Rodale Books; 1 edition (April 28, 2009)
1522	1	It Books (March 16, 2010)
1523	1	Jove; Original edition (February 24, 2009)
1524	1	Playaway (May 2009)
1525	1	Palgrave Macmillan (August 1970)
1526	1	Cambridge University Press (July 30, 2001)
1527	1	Prima Lifestyles; 1st edition (November 13, 2001)
1528	1	Ballantine Books (July 12, 1987)
1529	1	Blackstone Audio, Inc.; Unabridged edition (May 8, 2010)
1530	1	University of Virginia Press (December 1, 1991)
1531	1	Anchor (October 9, 2007)
1532	1	Avon (August 1, 2000)
1533	1	Xlibris (November 9, 2009)
1534	1	Free Press (October 5, 1998)
1535	1	Hyperion; Reprint edition (August 12, 2008)
1536	1	Broadway; 1 edition (May 11, 2004)
1537	1	Penguin (Non-Classics) (April 1, 2000)
1538	1	Signet (February 7, 2006)
1539	1	Signet (February 7, 2006)
1540	1	B&H Books (April 1, 2007)
1541	1	Recorded Books (December 2005)
1542	1	Back Bay Books (September 13, 2001)
1543	1	The MIT Press (July 2, 1999)
1544	1	Harvest House Publishers; Spi edition (March 1, 2010)
1545	1	Atria; 1ST edition (October 11, 2005)
1546	1	Pocket Star (August 29, 2006)
1547	1	Pocket Books; 1St Edition edition (September 1995)
1548	1	Harper Paperbacks; 2 Rev Sub edition (September 5, 2000)
1549	1	HQN Books; Original edition (February 1, 2010)
1550	1	Farrar, Straus and Giroux (April 14, 2005)
1551	1	National Center for Constitutional Studies (August 1, 1982)
1552	1	Fireside; 1 edition (December 29, 2009)
1553	1	Grand Central Publishing; First edition (September 25, 2007)
1554	1	National Center for Constitutional Studies; 2nd edition (May 1, 1985)
1555	1	Harper; 10th edition edition (May 29, 2007)
1556	1	Harper; Limited edition (April 26, 2005)
1557	1	Penguin Audio; Unabridged edition (May 15, 2008)
1558	1	Harper Paperbacks; Reprint edition (December 30, 2008)
1559	1	Harper Paperbacks; 1ST edition (December 19, 1996)
1560	1	Harper Paperbacks (November 12, 2002)
1561	1	Harper Paperbacks (November 12, 2002)
1562	1	Dell (July 22, 2008)
1563	1	Brilliance Audio on CD Value Priced; Abridged edition (January 30, 2010)
1564	1	St. Martin's Paperbacks (June 29, 2004)
1565	1	Health Communications, Inc.; Revised edition (May 1, 1993)
1566	1	HCI Espanol (September 1, 2003)
1567	1	Tyndale House Publishers, Inc. (September 18, 2001)
1568	1	Dover Publications (June 1, 1952)
1569	1	Springer; 1 edition (December 2000)
1570	1	Ace; First Printing edition (August 25, 2009)
1571	1	Ace Hardcover; 1 edition (March 30, 2010)
1572	1	Penguin Press HC, The (June 24, 2010)
1573	1	Basic Books (February 21, 2002)
1574	1	Basic Books (April 13, 2004)
1575	1	NAL Trade; 1st Thus. edition (May 6, 2008)
1576	1	Kensington Trade (December 17, 2009)
1577	1	Abdo Pub Co (E) (January 2002)
1578	1	Sterling (March 1, 2005)
1579	1	Nolo; 1st edition (January 2001)
1580	1	Signet Classics (May 1, 1979)
1581	1	Trafford Publishing (May 25, 2005)
1582	1	Turtleback (December 1, 1992)
1583	1	Highbridge Audio; Unabridged edition (April 1, 1994)
1584	1	Highbridge Audio; Abridged edition (July 14, 2003)
1585	1	Signet; 60 Anv edition (January 1, 1996)
1586	1	Plume (February 1, 1997)
1587	1	Signet; 50 Anv Cen edition (October 6, 2009)
1588	1	Plume (June 1, 1983)
1589	1	Plume (January 1, 1999)
1590	1	Plume (April 4, 2006)
1591	1	Da Capo Press (April 13, 2004)
1592	1	Vintage (April 13, 2004)
1593	1	W. W. Norton & Company (November 17, 2007)
1594	1	Wildside Press (March 16, 2010)
1595	1	Ecco; 1ST edition (June 2, 2009)
1596	1	Hachette Audio; Unabridged edition (October 20, 2009)
1597	1	Hachette Audio; Unabridged edition (February 2, 2009)
1598	1	Back Bay Books (July 2, 2007)
1599	1	Penguin (Non-Classics); First Edition. hc and pb published simultaneously edition (January 6, 1987)
1600	1	Dalkey Archive Pr (September 2003)
1601	1	W. W. Norton & Company; 1st edition (February 17, 1996)
1602	1	Praeger (September 30, 2004)
1603	1	Puffin (March 5, 2009)
1604	1	Random House Books for Young Readers (May 29, 2001)
1605	1	Scribner (May 24, 1996)
1606	1	Princeton Review; 1 edition (June 9, 2009)
1607	1	Signet (October 3, 2006)
1608	1	Signet (July 5, 2006)
1609	1	Signet; PF edition (August 1, 2006)
1610	1	Back Bay Books; Reprint edition (October 12, 2009)
1611	1	Harper Paperbacks (January 7, 2003)
1612	1	Wiley-Blackwell (October 27, 2006)
1613	1	Sage Publications, Inc; Updated edition (May 9, 2006)
1614	1	Jossey-Bass; 1 edition (April 22, 2005)
1615	1	Hunter House (September 20, 2004)
1616	1	Jove (October 15, 1982)
1617	1	Razorbill (August 16, 2007)
1618	1	Book Publishing Company (TN); 4 edition (March 2002)
1619	1	Wiley; 2 edition (February 20, 2004)
1620	1	Avon (September 27, 2005)
1621	1	Stenhouse Publishers; 1 edition (January 1, 2006)
1622	1	Spectra (November 27, 2001)
1623	1	Quirk Books; 1ST edition (February 1, 2003)
1624	1	Zondervan (June 2010)
1625	1	Harper San Francisco (January 1997)
1626	1	Wipf & Stock Publishers (June 2001)
1627	1	Desiderata Institute (June 2003)
1628	1	Thomas Nelson (March 2, 1999)
1629	1	Grand Central Publishing; First Edition edition (October 27, 2009)
1630	1	Crossing Press; 1 edition (June 1, 1984)
1631	1	The Johns Hopkins University Press; 2nd edition (May 20, 2005)
1632	1	NOLO; 1 edition (September 10, 2006)
1633	1	Swedenborg Foundation Publishers (June 1, 2000)
1634	1	Revell (September 1, 2004)
1635	1	Penguin Audio; Unabridged edition (May 9, 2006)
1636	1	Anchor (October 16, 2001)
1637	1	Blackstone Audiobooks; Unabridged edition (March 2005)
1638	1	Vintage; 1st Vintage International Ed edition (April 14, 1998)
1639	1	Eland Books (December 31, 1986)
1640	1	Grove Weidenfeld (1987)
1641	1	Bloomsbury Publishing PLC (September 12, 1996)
1642	1	TalentSmart; Har/Dol En edition (June 16, 2009)
1643	1	New Harbinger Publications, Inc; 1 edition (January 1, 2003)
1644	1	AMACOM; 1st edition (November 19, 2004)
1645	1	Delacorte Press; First Edition edition (May 15, 2007)
1646	1	Little, Brown and Company; First Printing edition (February 4, 2008)
1647	1	Blackstone Audio, Inc.; Unabridged edition (November 20, 2010)
