book	buy	author
1679	1	Wizards Miniatures Team
1680	1	G. Tyler Miller
1681	1	Joyce Lefever/ Hayes Kee
1682	1	Joyce Lefever/ Hayes Kee
1683	1	Barbara R. Blackburn
1684	1	American College of Physicians (EDT)
1685	1	Elizabeth Harrison
1686	1	Alan Robertson
1687	1	Dave/ Goulding Zinczenko
1688	1	James L. Swanson
1689	1	Theresa Pulido
1690	1	Scott Tribble
1691	1	Cliff/ Wentland Rovelto
1692	0	<NULL>
1693	1	Dan Gutman
1694	1	Dan Rahmel
1695	1	Brad/ Lee Mick
1696	1	Inc. Fodor's Travel Publications
1697	1	Takehiko/ Inoue Inoue
1698	1	Michael Essany
1699	1	Martin M./ Norton Antony
1700	1	Ewout W. Steyerberg
1701	1	Joel McNamara
1702	1	N. Gregory Mankiw
1703	1	Sylvia/ Bulseco Weinstock
1704	1	Hal Leonard Publishing Corporation (COR)
1705	1	Jane Seymour
1706	3	Alton Biggs	Lucy Daniel	Ralph M. Feather
1707	1	Laurell K./ Merlington Hamilton
1708	1	Yuki Urushibara
1709	1	Greg/ Lark Rucka
1710	1	Tom Wolfe
1711	1	Various
1712	1	Lisi (CRT) Harrison
1713	1	George Omura
1714	1	Michael Kimmel
1715	1	L. J. Smith
1716	1	Laura T. Behrendt
1717	1	Grey/ Larison Larison
1718	1	David (NRT) Heath
1719	1	John P. Mullhall
1720	1	Annie/ Blackall Barrows
1721	1	Roger/ Stern Price
1722	1	Eric Carle
1723	1	Southern Living Magazine
1724	1	International Association of Fire Chiefs (COR)
1725	2	Charles Caldwell Ryrie	Charles Ryrie
1726	1	Steve Bucci
1727	1	Craig Groeschel
1728	1	Laura Mars-Proietti
1729	1	Thomas L./ Crandell Crandell
1730	1	Avishai Sadan
1731	1	Living Language (EDT)
1732	1	Bouvier Servillas
1733	1	Christopher Paolini
1734	1	Pat (EDT)/ Harris Embry
1735	1	Mary (EDT) Miller
1736	1	Ann (EDT)/ Mcmahon Ehrlich
1737	1	Rebecca
1738	1	Peter/ Barisani Herzog
1739	1	Herbert/ Mansson Poller
1740	1	Alan Williams
1741	1	Susan E./ Schuler Jackson
1742	1	Anonymous
1743	1	Andy/ McCulloh Harris
1744	1	Irvin B. Tucker
1745	1	Marilynn E./ Moorhouse Doenges
1746	1	Globetrotter
1747	1	Junzo Terada
1748	1	Roseanne/ Lin Thong
1749	1	James Kavanagh
1750	1	Florence Temko
1751	1	Not Available (NA)
1752	1	L. Ron/ Sherr Hubbard
1753	1	Christopher/ Anestis Black
1754	1	Norman McKinnel
1755	1	Off Base Productions
1756	1	Gary Mak
1757	1	Sarah Jane/ Beilenson Bryan
1758	1	Kaplan (COR)
1759	1	Antony/ Templesmith Johnston
1760	1	Billie Ann Wilson
1761	1	David Allen Sibley
1762	1	Thomas L. Floyd
1763	1	Garth Stein
1764	1	James Beckett
1765	1	Jake/ Jacobsen Colsen
1766	1	Patricia Dwyer Schull
1767	1	James/ Paetro Patterson
1768	1	Mary Ellen/ Loewy Guffey
1769	1	Kevin T./ Thibodeau Patton
1770	1	Suki Falconberg
1771	2	Stuart J. Smith	Olga Maslova
1772	1	Mari Schuh
1773	1	David M. Beazley
1774	1	Evan Perry
1775	1	Tilly Bagshawe
1776	1	Paul Foglino
1777	1	Geoff/ Robinson Martz
1778	1	James Whitehead
1779	1	Jon Krakauer
1780	1	World Service Office (COR)
1781	1	James J. Paxson
1782	1	Epls
1783	1	Jack Hungelmann
1784	1	Richard A. Lehne
1785	1	F. Charles Brunicardi
1786	1	Karen Banfield
1787	1	Daniel/ Farrell Coyle
1788	1	Jeannine Stein
1789	1	Eugene D. Genovese
1790	1	Ingird Emerick
1791	1	Danielle/ Foster Steel
1792	1	Rachel/ Bradley Appleby
1793	1	Jim Collins
1794	1	Carol Alexander
1795	1	Pema Chodron
1796	1	Johann Friedrich Starck
1797	1	Druanna Johnston
1798	1	Karen (EDT) Barnaby
1799	2	So-Wol Kim	Kim MC
1800	1	Diana Weynand
1801	1	Janet Belsky
1802	1	Jerry H./ Ziegler Bentley
1803	1	Tim Clifford
1804	1	Mario/ O'Leary Beauregard
1805	1	Andrews McMeel Publishing
1806	1	R. C. Hibbeler
1807	1	Richard C./ Bishop Dorf
1808	1	Gene Barretta
1809	1	German Bible Society
1810	1	Richard Lovett
1811	1	Andrea A./ Ruszkiewicz Lunsford
1812	1	Consumer Dummies
1813	1	Matt/ Mcqueen Stone
1814	1	The United States Army
1815	1	Geoffrey Cocks
1816	1	Gregg Avedon
1817	1	Ezra (EDT) Dementia (CRT)/ Mark
1818	1	Jerry J./ Kimmel Weygandt
1819	1	Neil D. Jespersen
1820	1	Ellyn Daugherty
1821	1	Ann Hogue
1822	1	Jeffrey H. Gitomer
1823	1	Not Available (NA)
1824	1	Mark Dutton
1825	1	Clifford F./ Larson Gray
1826	3	O. C. Ferrell	Geoffrey A. Hirt	Linda Ferrell
1827	1	Terry Goodkind
1828	1	Elsie Lathrop
1829	1	Nancy L. Caroline
1830	1	John Sharp
1831	1	Noel F. Busch
1832	1	Robert T. Cochran
1833	1	Marilyn/ Binkley Stokstad
1834	1	Jay/ Brennan Withgott
1835	1	Edward Hall
1836	3	Willard Palmer	Morton Manus	Amanda Lethco
1837	1	Kenneth R./ Levine Miller
1838	1	Noah/ Vitale St. John
1839	1	Malathi Michelle/ Wanardi Iyengar
1840	1	Judith S. Heelan
1841	1	Janet Burleson
1842	1	Joan Casteel
1843	1	Davis Biton
1844	1	Walt/ Breslin Kelly
1845	1	Conrad/ Reichert Fischer
1846	1	Peggy Palo/ Met Boyles
1847	1	Nick Foulkes
1848	1	Reiko Yoshihara
1849	1	R. A. Salvatore
1850	1	Mike (EDT) Pellerito
1851	1	Bill McCann
1852	1	Scott/ Kloskowski Kelby
1853	1	Chris Meyer
1854	1	Pimsleur
1855	1	Carol R. Taylor
1856	1	Adobe Systems (COR)
1857	1	Kaplan
1858	2	Gienapp Heyrman Lytle &. Sto Davidson	Cram 101
1859	1	Kevin/ Vaughan Feldman
1860	1	Janet Burroway
1861	1	Nancy L./ Rabins Mace
1862	1	David (EDT)/ Arterburn Stoop
1863	0	<NULL>
1864	1	Dan/ Wong Manalang
1865	1	Penny/ Gray Warner
1866	1	Jonathan Mackinney
1867	1	Marc Spitz
1868	1	Jeffrey P. Kaplan
1869	1	Peter Reinhart
1870	3	James Stewart	Lothar Redlin	Saleem Watson
1871	1	John Kearney
1872	1	Robert W. Maxwell
1873	1	Elisabeth Edwards
1874	1	Charles F. (EDT) Stanley
1875	0	<NULL>
1876	0	<NULL>
1877	1	Jo Ford
1878	1	Joseph W. Glannon
1879	1	Frank Owen
1880	2	Herbert G. Heneman III	Timothy A. Judge
1881	1	Suzy/ Abidin Giordano
1882	1	Not Available (NA)
1883	1	Henri/ Castelnau Charriere
1884	1	Frank Conforti
1885	1	Stefanie Wilder-Taylor
1886	1	Joe Stahlkuppe
1887	1	Jeanne (EDT) Huber
1888	2	Darwin Porter	Danforth Prince
1889	1	Kurt Finsterbusch
1890	1	Warren Reiten
1891	1	Eugene H. (EDT) Peterson
1892	1	Prima Temp Authors
1893	1	Graham Faiella
1894	1	David M. Kennedy
1895	2	Rice Broocks	Steve Murrell
1896	1	P. K. Hallinan
1897	1	Lawrence S./ Holme Brown
1898	1	Twin Sisters Productions (CRT)
1899	1	J. D. Robb
1900	1	Not Available (NA)
1901	1	Mike/ Haynes Stubblefield
1902	2	Colleen Belk	Virginia Borden
1903	1	Kevin R./ Stetz Callahan
1904	1	Charles P. McKeague
1905	1	Mental Floss (COR)
1906	1	Mercer (ILT)/ Carson-dellosa Publishing (COR) Mayer
1907	1	J. Michael Augustyniak
1908	1	Benjamin J. Sadock
1909	1	King James I.
1910	1	Brooks/Cole
1911	1	William E. Prentice
1912	1	Sandra (EDT) Toland
1913	1	Rod R./ Stephens Seeley
1914	1	Lois Fichner-Rathus
1915	1	Renee Schwarz
1916	1	Ferm Armendia Castro
1917	1	Helene Schoumann
1918	1	Bradygames
1919	1	Karen/ Mogg Karter
1920	1	Dee Unglaub Silverthorn
1921	1	Randi Minetor
1922	1	Jane Dickinson
1923	1	Ben Carson
1924	1	John Steventon
1925	1	Linda E. McCuistion
1926	1	E. D. Frazier
1927	1	David Doyle
1928	1	Emilio Saenzo Olivares
1929	1	Randall C. Jimenez
1930	1	Pamela Sharpe
1931	1	John
1932	1	Gilberto Gutierrez Lucero
1933	1	Frank (ILT)/ Williams Cho
1934	1	Kalman Barsy
1935	1	Michael D. Iseman
1936	1	William G. Cunningham
1937	1	Matthew J. Deluca
1938	1	S. E. Hinton
1939	1	Thomas S. Kuhn
1940	1	Janet Stevens
1941	1	Marion E./ Potts Morra
1942	1	Vincent/ Gentry Bugliosi
1943	1	Henry/ Townsend Cloud
1944	1	Anne Kent Rush
1945	1	Renate Sperling
1946	1	Donald (EDT) Attwater
1947	1	Rioletta/ Falcato Sabo
1948	0	<NULL>
1949	1	William/ Blotner Faulkner
1950	1	Louis/ Brinckloe Sachar
1951	0	<NULL>
1952	1	Francine/ Forrest Shapiro
1953	1	Arthur Miller
1954	1	Tom Flowers
1955	1	Not Available (NA)
1956	1	Aleister Crowley
1957	0	<NULL>
1958	1	Jean-Xavier/ Thomas Guinard
1959	1	Kim/ Hartwig Lila
1960	1	V. Gilbert Beers
1961	1	Takashi Fujitani
1962	1	Not Available (NA)
1963	1	Jay Monaghan
1964	1	Edward M./ Ratey Hallowell
1965	1	Pat Pattison
1966	1	Lillian E. Watson
1967	1	Richard Rodriguez
1968	1	Deborah/ May Hautzig
1969	1	Abraham Verghese
1970	1	Carol P. Christ
1971	1	Eugene H./ Lyster Peterson
1972	0	<NULL>
1973	1	Wendell Berry
1974	0	<NULL>
1975	1	Kenneth H./ Johnson Blanchard
1976	1	Gustavus Hindman Miller
1977	1	Stan/ Buscema Lee
1978	1	Joe Edley
1979	0	<NULL>
1980	1	Kay Redfield Jamison
1981	1	David Denby
1982	1	Erich Maria/ Wheen Remarque
1983	1	William C. Byham
1984	1	Keith/ Moseley Moseley
1985	1	Lonnice Brittenum Bonner
1986	1	William S. E. Coleman
1987	1	Scott O'Dell
1988	1	Laura Huliska-Beith
1989	1	Jon Stone
1990	1	Janice Ashcraft
1991	0	<NULL>
1992	1	Emma Nathan
1993	1	Cory J. Herndon
1994	1	Nicholas Harris
1995	1	Rachel Ashwell
1996	1	Thich Nhat Hanh
1997	1	Eve Ensler
1998	1	Hank E. O'Panky
1999	1	Ngaire Genge
