book	buy	publication_date
1553	1	&nbsp;3/1/2002
1554	1	&nbsp;4/10/2007
1555	1	&nbsp;5/7/2007
1556	1	&nbsp;4/10/2007
1557	1	&nbsp;4/1/1989
1558	1	&nbsp;4/10/2007
1559	1	&nbsp;4/1/2002
1560	1	&nbsp;4/1/2001
1561	1	&nbsp;5/23/2007
1562	1	&nbsp;5/13/2008
1563	1	&nbsp;4/10/2007
1564	1	&nbsp;4/10/2007
1565	1	&nbsp;10/1/2002
1566	1	&nbsp;4/10/2007
1567	1	&nbsp;4/30/2007
1568	1	&nbsp;4/10/2007
1569	1	&nbsp;8/30/2004
1570	1	&nbsp;4/1/2004
1571	1	&nbsp;10/1/2003
1572	1	&nbsp;9/1/2003
1573	1	&nbsp;9/1/2000
1574	1	&nbsp;11/1/2003
1575	1	&nbsp;11/1/2003
1576	1	&nbsp;4/10/2007
1577	1	&nbsp;4/1/2006
1578	1	&nbsp;4/10/2007
1579	1	&nbsp;4/1/2001
1580	1	&nbsp;6/1/2002
1581	1	&nbsp;10/1/1988
1582	1	&nbsp;4/10/2007
1583	1	&nbsp;4/10/2007
1584	1	&nbsp;1/1/1999
1585	1	&nbsp;12/1/1984
1586	1	&nbsp;1/1/2001
1587	1	&nbsp;12/1/1999
1588	1	&nbsp;7/1/1999
1589	1	&nbsp;4/10/2007
1590	1	&nbsp;4/10/2007
1591	1	&nbsp;2/1/2000
1592	1	&nbsp;10/1/2000
1593	1	&nbsp;9/1/1992
1594	1	&nbsp;11/1/1994
1595	1	&nbsp;9/1/1998
1596	1	&nbsp;4/10/2007
1597	1	&nbsp;1/1/1994
1598	1	&nbsp;4/16/2007
1599	1	&nbsp;4/10/2007
1600	1	&nbsp;10/1/1989
1601	1	&nbsp;4/10/2007
1602	1	&nbsp;5/1/1994
1603	1	&nbsp;8/29/2006
1604	1	&nbsp;1/15/2007
1605	1	&nbsp;5/1/2009
1606	1	&nbsp;9/12/2008
1607	1	&nbsp;4/10/2007
1608	1	&nbsp;4/15/2007
1609	1	&nbsp;4/23/2007
1610	1	&nbsp;4/10/2007
1611	1	&nbsp;6/1/1989
1612	1	&nbsp;1/9/2007
1613	1	&nbsp;4/10/2007
1614	1	&nbsp;7/21/2006
1615	1	&nbsp;4/10/2007
1616	1	&nbsp;5/19/2006
1617	1	&nbsp;8/1/2007
1618	1	&nbsp;4/10/2007
1619	1	&nbsp;8/1/2006
1620	1	&nbsp;4/10/2007
1621	1	&nbsp;4/10/2007
1622	1	&nbsp;4/10/2007
1623	1	&nbsp;12/1/2006
1624	1	&nbsp;11/28/2006
1625	1	&nbsp;4/10/2007
1626	1	&nbsp;4/10/2007
1627	1	&nbsp;7/26/2006
1628	1	&nbsp;4/10/2007
1629	1	&nbsp;5/13/2008
1630	1	&nbsp;3/1/2008
1631	1	&nbsp;4/1/2008
1632	1	&nbsp;7/23/2007
1633	1	&nbsp;3/3/2007
1634	1	&nbsp;12/27/2011
1635	1	&nbsp;11/1/2007
1636	1	&nbsp;11/13/2007
1637	1	&nbsp;7/1/2007
1638	1	&nbsp;4/10/2007
1639	1	&nbsp;4/16/2007
1640	1	&nbsp;4/9/2007
1641	1	&nbsp;5/1/2007
1642	1	&nbsp;11/1/2007
1643	1	&nbsp;10/2/2007
1644	1	&nbsp;4/10/2007
1645	1	&nbsp;1/19/2007
1646	1	&nbsp;9/29/2009
1647	1	&nbsp;9/30/2009
1648	1	&nbsp;11/30/2009
1649	1	&nbsp;2/1/2010
1650	1	&nbsp;4/1/2009
1651	1	&nbsp;9/16/2008
1652	1	&nbsp;12/19/2008
1653	1	&nbsp;3/30/2009
1654	1	&nbsp;8/5/2009
1655	1	&nbsp;9/15/2009
1656	1	&nbsp;12/14/2009
1657	1	&nbsp;7/2/2008
1658	1	&nbsp;11/26/2007
1659	1	&nbsp;4/28/2010
1660	1	&nbsp;6/30/2008
1661	1	&nbsp;9/30/2008
1662	1	&nbsp;9/2/2008
1663	1	&nbsp;1/1/2008
1664	1	&nbsp;5/5/2008
1665	1	&nbsp;12/3/2007
1666	1	&nbsp;2/28/2008
1667	1	&nbsp;10/1/2007
1668	1	&nbsp;1/30/2008
1669	1	&nbsp;8/25/2008
1670	1	&nbsp;12/29/2008
1671	1	&nbsp;10/15/2008
1672	1	&nbsp;8/14/2008
1673	1	&nbsp;8/7/2008
1674	1	&nbsp;11/30/2007
1675	1	&nbsp;6/16/2008
1676	1	&nbsp;10/1/2008
1677	1	&nbsp;12/30/2008
1678	1	&nbsp;6/30/2008
1679	1	&nbsp;11/25/2008
1680	1	&nbsp;9/26/2008
1681	1	&nbsp;10/22/2008
1682	1	&nbsp;10/22/2008
1683	1	&nbsp;7/15/2008
1684	1	&nbsp;10/15/2008
1685	1	&nbsp;7/21/2008
1686	1	&nbsp;7/21/2008
1687	1	&nbsp;12/30/2008
1688	1	&nbsp;2/1/2009
1689	1	&nbsp;3/24/2009
1690	1	&nbsp;10/30/2008
1691	1	&nbsp;10/15/2008
1692	1	&nbsp;5/23/2008
1693	1	&nbsp;3/1/2009
1694	1	&nbsp;3/1/2009
1695	1	&nbsp;6/29/2010
1696	1	&nbsp;2/3/2009
1697	1	&nbsp;2/3/2009
1698	1	&nbsp;10/1/2008
1699	1	&nbsp;11/1/2008
1700	1	&nbsp;1/30/2009
1701	1	&nbsp;10/13/2008
1702	1	&nbsp;9/25/2008
1703	1	&nbsp;10/17/2008
1704	1	&nbsp;10/6/2008
1705	1	&nbsp;1/1/2009
1706	1	&nbsp;6/9/2008
1707	1	&nbsp;12/1/2008
1708	1	&nbsp;11/25/2008
1709	1	&nbsp;9/9/2008
1710	1	&nbsp;8/19/2008
1711	1	&nbsp;4/17/2008
1712	1	&nbsp;10/31/2008
1713	1	&nbsp;9/2/2008
1714	1	&nbsp;9/1/2008
1715	1	&nbsp;11/18/2008
1716	1	&nbsp;3/31/2008
1717	1	&nbsp;3/24/2008
1718	1	&nbsp;10/31/2008
1719	1	&nbsp;9/1/2008
1720	1	&nbsp;10/1/2008
1721	1	&nbsp;12/26/2008
1722	1	&nbsp;11/13/2008
1723	1	&nbsp;10/1/2008
1724	1	&nbsp;2/22/2008
1725	1	&nbsp;9/1/2008
1726	1	&nbsp;10/1/2008
1727	1	&nbsp;8/1/2008
1728	1	&nbsp;6/1/2008
1729	1	&nbsp;11/20/2008
1730	1	&nbsp;3/30/2008
1731	1	&nbsp;8/19/2008
1732	1	&nbsp;12/22/2008
1733	1	&nbsp;9/20/2008
1734	1	&nbsp;12/12/2008
1735	1	&nbsp;5/31/2008
1736	1	&nbsp;10/1/2007
1737	1	&nbsp;10/8/2007
1738	1	&nbsp;8/12/2008
1739	1	&nbsp;7/30/2010
1740	1	&nbsp;2/29/2008
1741	1	&nbsp;2/20/2008
1742	1	&nbsp;6/15/2007
1743	1	&nbsp;5/31/2008
1744	1	&nbsp;12/3/2007
1745	1	&nbsp;2/1/2008
1746	1	&nbsp;6/17/2008
1747	1	&nbsp;1/24/2008
1748	1	&nbsp;6/1/2008
1749	1	&nbsp;5/1/2008
1750	1	&nbsp;2/15/2008
1751	1	&nbsp;6/13/2008
1752	1	&nbsp;11/1/2007
1753	1	&nbsp;7/18/2008
1754	1	&nbsp;12/20/2007
1755	1	&nbsp;11/30/2007
1756	1	&nbsp;6/23/2008
1757	1	&nbsp;1/6/2009
1758	1	&nbsp;2/3/2009
1759	1	&nbsp;12/3/2008
1760	1	&nbsp;5/1/2009
1761	1	&nbsp;9/15/2009
1762	1	&nbsp;3/4/2009
1763	1	&nbsp;6/1/2009
1764	1	&nbsp;7/1/2009
1765	1	&nbsp;11/7/2008
1766	1	&nbsp;7/9/2009
1767	1	&nbsp;6/29/2009
1768	1	&nbsp;1/15/2009
1769	1	&nbsp;2/11/2009
1770	1	&nbsp;9/16/2008
1771	1	&nbsp;9/22/2008
1772	1	&nbsp;4/1/2009
1773	1	&nbsp;7/7/2009
1774	1	&nbsp;3/13/2009
1775	1	&nbsp;8/4/2009
1776	1	&nbsp;8/4/2009
1777	1	&nbsp;6/9/2009
1778	1	&nbsp;2/8/2010
1779	1	&nbsp;2/10/2009
1780	1	&nbsp;2/10/2009
1781	1	&nbsp;4/1/2009
1782	1	&nbsp;10/2/2009
1783	1	&nbsp;6/9/2009
1784	1	&nbsp;8/3/2009
1785	1	&nbsp;10/9/2009
1786	1	&nbsp;2/17/2009
1787	1	&nbsp;4/28/2009
1788	1	&nbsp;7/1/2009
1789	1	&nbsp;4/15/2008
1790	1	&nbsp;4/7/2009
1791	1	&nbsp;6/2/2009
1792	1	&nbsp;3/31/2009
1793	1	&nbsp;6/1/2009
1794	1	&nbsp;5/6/2008
1795	1	&nbsp;7/10/2007
1796	1	&nbsp;4/10/2007
1797	1	&nbsp;4/10/2007
1798	1	&nbsp;4/10/2007
1799	1	&nbsp;3/16/2007
1800	1	&nbsp;5/23/2007
1801	1	&nbsp;12/22/2008
1802	1	&nbsp;4/10/2007
1803	1	&nbsp;4/10/2007
1804	1	&nbsp;9/1/2007
1805	1	&nbsp;8/1/2007
1806	1	&nbsp;9/1/2007
1807	1	&nbsp;7/1/2007
1808	1	&nbsp;9/4/2007
1809	1	&nbsp;6/30/2007
1810	1	&nbsp;4/10/2007
1811	1	&nbsp;1/30/2007
1812	1	&nbsp;6/12/2007
1813	1	&nbsp;11/15/2007
1814	1	&nbsp;4/10/2007
1815	1	&nbsp;4/10/2007
1816	1	&nbsp;12/1/2007
1817	1	&nbsp;2/4/2008
1818	1	&nbsp;10/1/2007
1819	1	&nbsp;9/1/2007
1820	1	&nbsp;1/30/2007
1821	1	&nbsp;8/17/2007
1822	1	&nbsp;5/6/2008
1823	1	&nbsp;8/1/2007
1824	1	&nbsp;4/3/2009
1825	1	&nbsp;6/1/2007
1826	1	&nbsp;4/10/2007
1827	1	&nbsp;11/13/2007
1828	1	&nbsp;4/10/2007
1829	1	&nbsp;3/2/2007
1830	1	&nbsp;12/19/2007
1831	1	&nbsp;6/26/2007
1832	1	&nbsp;6/26/2007
1833	1	&nbsp;9/15/2009
1834	1	&nbsp;10/12/2007
1835	1	&nbsp;7/3/2007
1836	1	&nbsp;6/1/1995
1837	1	&nbsp;8/3/2009
1838	1	&nbsp;1/2/2008
1839	1	&nbsp;5/15/2007
1840	1	&nbsp;8/1/2001
1841	1	&nbsp;2/28/2010
1842	1	&nbsp;1/18/2006
1843	1	&nbsp;11/1/2007
1844	1	&nbsp;9/1/2010
1845	1	&nbsp;12/15/2007
1846	1	&nbsp;3/30/2007
1847	1	&nbsp;9/1/2007
1848	1	&nbsp;11/20/2007
1849	1	&nbsp;3/4/2008
1850	1	&nbsp;8/29/2007
1851	1	&nbsp;8/26/2008
1852	1	&nbsp;3/6/2008
1853	1	&nbsp;11/1/2007
1854	1	&nbsp;5/27/2008
1855	1	&nbsp;3/29/2010
1856	1	&nbsp;12/1/2007
1857	1	&nbsp;3/1/2008
1858	1	&nbsp;9/24/2007
1859	1	&nbsp;4/8/2006
1860	1	&nbsp;6/19/2006
1861	1	&nbsp;4/10/2007
1862	1	&nbsp;8/30/2006
1863	1	&nbsp;4/10/2007
1864	1	&nbsp;9/28/2006
1865	1	&nbsp;11/1/2006
1866	1	&nbsp;4/10/2007
1867	1	&nbsp;4/10/2007
1868	1	&nbsp;11/26/2007
1869	1	&nbsp;4/10/2007
1870	1	&nbsp;4/10/2007
1871	1	&nbsp;10/3/2006
1872	1	&nbsp;5/15/2006
1873	1	&nbsp;4/10/2007
1874	1	&nbsp;7/16/2007
1875	1	&nbsp;5/15/2006
1876	1	&nbsp;12/30/2005
1877	1	&nbsp;4/10/2007
1878	1	&nbsp;1/1/2006
1879	1	&nbsp;7/24/2007
1880	1	&nbsp;4/10/2007
1881	1	&nbsp;1/19/2006
1882	1	&nbsp;4/18/2006
1883	1	&nbsp;4/10/2007
1884	1	&nbsp;10/5/2009
1885	1	&nbsp;3/28/2006
1886	1	&nbsp;5/1/2006
1887	1	&nbsp;4/10/2007
1888	1	&nbsp;3/24/2006
1889	1	&nbsp;4/10/2007
1890	1	&nbsp;4/10/2007
1891	1	&nbsp;7/5/2006
1892	1	&nbsp;11/7/2006
1893	1	&nbsp;1/30/2006
1894	1	&nbsp;2/28/2005
1895	1	&nbsp;4/10/2007
1896	1	&nbsp;2/28/2006
1897	1	&nbsp;12/16/2005
1898	1	&nbsp;3/1/2005
1899	1	&nbsp;2/2/2006
1900	1	&nbsp;2/28/2012
1901	1	&nbsp;4/10/2007
1902	1	&nbsp;4/10/2007
1903	1	&nbsp;4/6/2007
1904	1	&nbsp;1/26/2007
1905	1	&nbsp;4/6/2007
1906	1	&nbsp;4/10/2007
1907	1	&nbsp;6/15/2007
1908	1	&nbsp;5/1/2007
1909	1	&nbsp;4/10/2007
1910	1	&nbsp;12/15/2006
1911	1	&nbsp;4/10/2007
1912	1	&nbsp;3/30/2007
1913	1	&nbsp;10/1/2006
1914	1	&nbsp;2/16/2007
1915	1	&nbsp;4/1/2007
1916	1	&nbsp;4/10/2007
1917	1	&nbsp;3/1/2008
1918	1	&nbsp;10/31/2006
1919	1	&nbsp;4/30/2007
1920	1	&nbsp;3/1/2006
1921	1	&nbsp;4/1/2008
1922	1	&nbsp;9/28/2006
1923	1	&nbsp;9/1/2006
1924	1	&nbsp;4/10/2007
1925	1	&nbsp;10/23/2006
1926	1	&nbsp;4/10/2007
1927	1	&nbsp;4/10/2007
1928	1	&nbsp;4/10/2007
1929	1	&nbsp;5/5/2001
1930	1	&nbsp;7/1/2007
1931	1	&nbsp;4/10/2007
1932	1	&nbsp;7/16/2007
1933	1	&nbsp;2/28/2007
1934	1	&nbsp;6/30/2000
1935	1	&nbsp;12/30/2010
1936	1	&nbsp;4/10/2007
1937	1	&nbsp;4/10/2007
1938	1	&nbsp;11/1/1997
1939	1	&nbsp;11/1/1996
1940	1	&nbsp;3/1/1995
1941	1	&nbsp;4/10/2007
1942	1	&nbsp;11/1/1994
1943	1	&nbsp;4/10/2007
1944	1	&nbsp;7/1/1989
1945	1	&nbsp;4/10/2007
1946	1	&nbsp;4/10/2007
1947	1	&nbsp;7/1/1998
1948	1	&nbsp;7/1/1998
1949	1	&nbsp;10/1/1994
1950	1	&nbsp;6/1/1998
1951	1	&nbsp;9/1/1990
1952	1	&nbsp;4/10/2007
1953	1	&nbsp;5/1/1998
1954	1	&nbsp;4/1/1997
1955	1	&nbsp;8/1/1990
1956	1	&nbsp;6/1/1972
1957	1	&nbsp;4/10/2007
1958	1	&nbsp;12/1/1990
1959	1	&nbsp;4/10/2007
1960	1	&nbsp;9/1/1996
1961	1	&nbsp;4/1/1998
1962	1	&nbsp;4/10/2007
1963	1	&nbsp;4/10/2007
1964	1	&nbsp;3/1/1995
1965	1	&nbsp;2/1/1992
1966	1	&nbsp;1/1/1997
1967	1	&nbsp;4/10/2007
1968	1	&nbsp;4/10/2007
1969	1	&nbsp;5/1/1995
1970	1	&nbsp;4/10/2007
1971	1	&nbsp;4/10/2007
1972	1	&nbsp;4/10/2007
1973	1	&nbsp;3/1/1996
1974	1	&nbsp;1/16/2003
1975	1	&nbsp;9/1/1982
1976	1	&nbsp;4/10/2007
1977	1	&nbsp;4/10/2007
1978	1	&nbsp;4/10/2007
1979	1	&nbsp;4/10/2007
1980	1	&nbsp;1/1/1997
1981	1	&nbsp;4/10/2007
1982	1	&nbsp;8/1/1996
1983	1	&nbsp;4/10/2007
1984	1	&nbsp;4/10/2007
1985	1	&nbsp;4/10/2007
1986	1	&nbsp;9/1/2000
1987	1	&nbsp;4/10/2007
1988	1	&nbsp;9/1/2000
1989	1	&nbsp;6/1/2000
1990	1	&nbsp;4/10/2007
1991	1	&nbsp;8/1/2001
1992	1	&nbsp;8/1/2000
1993	1	&nbsp;10/1/2000
1994	1	&nbsp;10/1/2000
1995	1	&nbsp;5/1/2000
1996	1	&nbsp;11/1/2000
1997	1	&nbsp;1/1/2001
1998	1	&nbsp;4/10/2007
1999	1	&nbsp;4/10/2007
