university	collegenavigator	name
1664	1	Richard Bland College of the College of William and Mary
1665	1	Saint Pauls College
1666	1	Sanford-Brown College
1667	1	Sanz School
1668	1	Sentara College of Health Sciences
1669	1	Shenandoah University
1670	1	Southside Regional Medical Center Professional Schools
1671	1	Southwest Virginia Community College
1672	1	Stratford University
1673	1	Strayer University-Chesterfield Campus
1674	1	Strayer University-Newport News Campus
1675	1	Strayer University-Woodbridge Campus
1676	1	The Art Institute of Virginia Beach
1677	1	The Art Institute of Washington
1678	1	Tidewater Tech-Trades
1679	1	University of Mary Washington
1680	1	University of Phoenix-Richmond Campus
1681	1	Virginia Commonwealth University
1682	1	Virginia Polytechnic Institute and State University
1683	1	Virginia Wesleyan College
1684	1	University of the Virgin Islands-Kingshill
1685	1	Las Positas College
1686	1	Lassen Community College
1687	1	Life Chiropractic College West
1688	1	Lincoln University
1689	1	Loma Linda University
1690	1	Los Angeles Center
1691	1	Los Angeles City College
1692	1	Los Angeles Harbor College
1693	1	Advanced Welding Institute
1694	1	Burlington College
1695	1	Burlington Technical Center
1696	1	Castleton State College
1697	1	Community College of Vermont
1698	1	Lyndon State College
1699	1	Marlboro Center
1700	1	Marlboro College Graduate School
1701	1	Middlebury College
1702	1	Montpelier Center
1703	1	New England Culinary Institute
1704	1	Saint Michael's College
1705	1	School for International Training
1706	1	Southern Vermont College
1707	1	Vermont College of Fine Arts
1708	1	Vermont Law School
1709	1	Bakke Graduate University
1710	1	Bellingham Technical College
1711	1	BJ's Beauty &amp; Barber College
1712	1	City University of Seattle
1713	1	Clover Park Technical College
1714	1	DeVry University-Washington
1715	1	Divers Institute of Technology
1716	1	Emil Fries Piano Hospital and Training Center
1717	1	Everest College-Everett
1718	1	Everest College-Vancouver
1719	1	Everett Community College
1720	1	Evergreen Beauty and Barber College
1721	1	Gene Juarez Academy of Beauty-Branch Campus
1722	1	Grays Harbor College
1723	1	Inland Massage Institute
1724	1	Interface College-Spokane
1725	1	ITT Technical Institute-Seattle
1726	1	Northwest University
1727	1	Olympic College
1728	1	Perry Technical Institute
1729	1	Pierce College at Puyallup
1730	1	Pima Medical Institute
1731	1	Seattle Community College-North Campus
1732	1	Seattle Community College-South Campus
1733	1	Seattle Pacific University
1734	1	Shoreline Community College
1735	1	Toni &amp; Guy Hairdressing Academy
1736	1	Spring Hill College
1737	1	The University of Alabama
1738	1	Troy University-Montgomery Campus
1739	1	Los Angeles Mission College
1740	1	Los Angeles ORT College
1741	1	Los Angeles Recording School
1742	1	Los Angeles Valley College
1743	1	University of Washington-Bothell Campus
1744	1	Victoria's Academy of Cosmetology
1745	1	Walla Walla University
1746	1	Washington State University-Spokane
1747	1	Wenatchee Valley College
1748	1	Whatcom Community College
1749	1	Yakima Valley Community College
1750	1	Advanced Institute of Hair Design
1751	1	Aurora St. Luke's Medical Center-School of Diagnostic Medical Sonography
1752	1	Bellin College
1753	1	Blue Sky School of Professional Massage and Therapeutic Bodywork
1754	1	Bryant and Stratton College-Wauwatosa
1755	1	Cardinal Stritch University
1756	1	Carroll University
1757	1	Empire Beauty School-Appleton
1758	1	Empire Beauty School-Manitowoc
1759	1	Empire Beauty School-Milwaukee
1760	1	Fox Valley Technical College
1761	1	Globe University –La Crosse
1762	1	Herzing University
1763	1	Midwest College of Oriental Medicine
1764	1	Milwaukee Career College
1765	1	Ottawa University-Milwaukee
1766	1	Philadelphia Biblical University-Wisconsin Wilderness
1767	1	Silver Lake College
1768	1	Southwest Wisconsin Technical College
1769	1	State College of Beauty Culture Inc
1770	1	The Salon Professional Academy
1771	1	University of Wisconsin-Green Bay
1772	1	University of Wisconsin-Oshkosh
1773	1	University of Wisconsin-Parkside
1774	1	Wisconsin Academy
1775	1	Wisconsin Indianhead Technical College
1776	1	Marinello School of Beauty
1777	1	Marinello School of Beauty
1778	1	Marinello School of Beauty
1779	1	Marinello School of Beauty
1780	1	Beckley Beauty Academy
1781	1	Bridgemont Community and Technical College
1782	1	Concord University
1783	1	Eastern West Virginia Community and Technical College
1784	1	Everest Institute-Cross Lanes
1785	1	Fred W Eberle Technical Center
1786	1	James Rumsey Technical Institute
1787	1	Kanawha Valley Community and Technical College
1788	1	Mercer County Technical Education Center
1789	1	Monongalia County Technical Education Center
1790	1	Mountaineer Beauty College
1791	1	Opportunities Industrialization Center-North Central West Virginia
1792	1	Roane-Jackson Technical Center
1793	1	Shepherd University
1794	1	Valley College
1795	1	West Virginia School of Osteopathic Medicine
1796	1	West Virginia State University
1797	1	Central Wyoming College
1798	1	Sheridan College
1799	1	University of Phoenix-Cheyenne Campus
1800	1	University of Wyoming
1801	1	Marinello Schools of Beauty
1802	1	Marinello Schools of Beauty
1803	1	Marinello Schools of Beauty
1804	1	Marinello Schools of Beauty
1805	1	Marinello Schools of Beauty
1806	1	Marymount College
1807	1	Mendocino College
1808	1	Merritt College
1809	1	Milan Institute
1810	1	Milan Institute of Cosmetology
1811	1	Monterey Institute of International Studies
1812	1	Mount St. Mary's College
1813	1	National Career Education
1814	1	National University
1815	1	Newbridge College-Long Beach
1816	1	Northern California Institute of Cosmetology Inc
1817	1	North-West College-Riverside
1818	1	Notre Dame de Namur University
1819	1	Occidental College
1820	1	Oceanside College of Beauty
1821	1	Anthem College-Denver
1822	1	College America-Denver
1823	1	Colorado Mountain College
1824	1	Colorado State University-Pueblo
1825	1	Troy University-Phenix City Campus
1826	1	University of Alabama in Huntsville
1827	1	University of North Alabama
1828	1	University of Phoenix-Birmingham Campus
1829	1	University of West Alabama
1830	1	Virginia College-Birmingham
1831	1	Virginia College-Huntsville
1832	1	Concorde Career Colleges
1833	1	Culinary School of the Rockies
1834	1	Denver Seminary
1835	1	Empire Beauty School-Aurora
1836	1	Empire Beauty School-Lakewood
1837	1	Empire Beauty School-Thornton
1838	1	Fort Lewis College
1839	1	Glenwood Beauty Academy
1840	1	Metropolitan State College of Denver
1841	1	Morgan Community College
1842	1	Naropa University
1843	1	National American University-Denver
1844	1	Nazarene Bible College
1845	1	Otero Junior College
1846	1	Pickens Technical College
1847	1	Pikes Peak Community College
1848	1	Pima Medical Institute
1849	1	Pueblo Community College
1850	1	Regency Beauty Institute-Westminster
1851	1	Rocky Mountain College of Art and Design
1852	1	Southwest Acupuncture College-Boulder
1853	1	Trinidad State Junior College
1854	1	University of Northern Colorado
1855	1	Westwood College-Denver North
1856	1	Asnuntuck Community College
1857	1	Brio Academy of Cosmetology-New Haven
1858	1	Brio Academy of Cosmetology-Torrington
1859	1	Bullard-Havens Technical High School
1860	1	Connecticut Institute of Hair Design
1861	1	Connecticut Training Centers Inc
1862	1	E C Goodwin Technical High School
1863	1	Hartford Seminary
1864	1	Housatonic Community College
1865	1	Lincoln Technical Institute-East Windsor
1866	1	Lincoln Technical Institute-Hartford-Lincoln Culinary Institute
1867	1	Lincoln Technical Institute-Suffield-Lincoln Culinary Institute
1868	1	Mitchell College
1869	1	Norwalk Community College
1870	1	Oxford Academy of Hair Design
1871	1	Paier College of Art Inc
1872	1	Paul Mitchell the School-Connecticut
1873	1	Porter and Chester Institute
1874	1	Quinebaug Valley Community College
1875	1	Rensselaer Hartford Graduate Center Inc
1876	1	St. Basil College
1877	1	Stone Academy
1878	1	Stone Academy-East Hartford
1879	1	Stratford School of Aviation Maintenance Technicians
1880	1	The Leon Institute of Hair Design
1881	1	Trinity College
1882	1	United States Coast Guard Academy
1883	1	University of Bridgeport
1884	1	University of New Haven
1885	1	University of Phoenix-Fairfield County Campus
1886	1	Windham Memorial Hospital-Radiologic Technology Program
1887	1	Yale University
1888	1	Dudley Beauty College
1889	1	Gallaudet University
1890	1	Pontifical John Paul II Institute for Studies on Marriage and Family
1891	1	Strayer University-District of Columbia
1892	1	The Chicago School of Professional Psychology at Washington DC
1893	1	University of the District of Columbia
1894	1	Delaware State University
1895	1	Delaware Technical and Community College-Terry
1896	1	Schilling-Douglas School of Hair Design
1897	1	University of Delaware
1898	1	Wilmington University
1899	1	Academy for Practical Nursing &amp; Health Occupations
1900	1	Academy of Cosmetology
1901	1	Academy of Healing Arts Massage &amp; Facial Skin Care
1902	1	Acupuncture and Massage College
1903	1	AI Miami International University of Art and Design
1904	1	American Advanced Technicians Institute
1905	1	Arkansas Baptist College
1906	1	Arkansas Northeastern College
1907	1	Arkansas State University-Beebe
1908	1	Arkansas State University-Newport
1909	1	Arthur's Beauty College Inc
1910	1	Argosy University-Sarasota
1911	1	Artistic Nails and Beauty Academy
1912	1	ATI Career Training Center-Fort Lauderdale
1913	1	Ave Maria School of Law
1914	1	Beauty Schools of America
1915	1	Bradford-Union Area Career Technical Center
1916	1	Celebrity School of Beauty
1917	1	Charlotte Technical Center
1918	1	Chipola College
1919	1	CHOICE High School and Technical Center
1920	1	City College
1921	1	City College
1922	1	City College Branch Campus
1923	1	Clearwater Christian College
1924	1	College of Business and Technology
1925	1	College of Business and Technology-Flagler Campus
1926	1	Compu-Med Vocational Careers Corp
1927	1	D G Erwin Technical Center
1928	1	Dade Medical College
1929	1	Dade Medical College
1930	1	Daytona College
1931	1	Daytona State College
1932	1	East West College of Natural Medicine
1933	1	Eckerd College
1934	1	Edward Waters College
1935	1	Embry Riddle Aeronautical University-Daytona Beach
1936	1	Empire Beauty School-Lauderhill
1937	1	Empire Beauty School-West Palm
1938	1	Everest Institute-Kendall
1939	1	Everest Institute-North Miami
1940	1	Everest University-Brandon
1941	1	Everglades University
1942	1	FastTrain of Kendall
1943	1	FastTrain of Miami
1944	1	Flagler College-Tallahassee
1945	1	Florida Agricultural and Mechanical University
1946	1	Florida Christian College
1947	1	Florida College
1948	1	Florida College of Natural Health
1949	1	Florida Gateway College
1950	1	Florida Institute of Animal Arts
1951	1	Florida Institute of Ultrasound Inc
1952	1	Florida National College Training Center
1953	1	Florida National College-Main Campus
1954	1	Florida School of Traditional Midwifery
1955	1	Florida Southern College
1956	1	Fortis College
1957	1	Bee Jays Academy
1958	1	Black River Technical College
1959	1	Blue Cliff College
1960	1	Career Academy of Hair Design
1961	1	Central Baptist College
1962	1	Fortis Institute
1963	1	Gooding Institute of Nurse Anesthesia
1964	1	Gulf Coast Community College
1965	1	Health Opportunity Technical Center
1966	1	Herzing University
1967	1	Hillsborough Community College
1968	1	Hollywood Institute of Beauty Careers
1969	1	International Academy of Design and Technology-Tampa
1970	1	International B Naturale Beauty School
1971	1	ITT Technical Institute-St. Petersburg
1972	1	Keiser University- Kendall
1973	1	Keiser University-Jacksonville
1974	1	Keiser University-Lakeland
1975	1	Keiser University-Orlando
1976	1	Keiser University-Pembroke Pines
1977	1	Keiser University-Port St Lucie
1978	1	Keiser University-Sarasota
1979	1	Keiser University-Tallahassee
1980	1	Keiser University-West Palm Beach
1981	1	Lake-Sumter Community College
1982	1	Lee County High Tech Center Central
1983	1	Lincoln Technical Institute
1984	1	McFatter Technical Center
1985	1	MCI Institute of Technology
1986	1	Medvance Institute-Miami
1987	1	Medvance Institute-Stuart
1988	1	Medvance Institute-West Palm
1989	1	North Florida Community College
1990	1	Palm Beach Academy of Health &amp; Beauty
1991	1	Palm Beach Atlantic University-West Palm Beach
1992	1	Pensacola State College
1993	1	Praxis Institute
1994	1	Radford M Locklin Technical Center
1995	1	Rasmussen College-Tampa/Brandon
1996	1	Remington College of Nursing Orlando
1997	1	Ridge Career Center
1998	1	Rollins College
1999	1	Saint Johns River Community College
