university	embark	name
1699	1	U. of Nebraska-Lincoln J.D. Edwards Honors Program
1700	1	U. of Pittsburgh Katz Graduate School of Business
1701	1	UC Irvine | The Paul Merage School of Business
1702	1	Ultrasound Diagnostic School (New Jersey)
1703	1	Ultrasound Diagnostic School (Trevose)
1704	1	UNC Kenan-Flagler Business School EMBA Program
1705	1	Union College
1706	1	Union College (KY)
1707	1	Union College (NE)
1708	1	Union Institute and University
1709	1	United States Air Force Academy
1710	1	United States International University
1711	1	United States Merchant Marine Academy
1712	1	United States Military Academy
1713	1	United States Naval Academy
1714	1	Universal Business and Media School
1715	1	Universal Technical Institute (Illinois)
1716	1	Universidad Autónoma de Guadalajara
1717	1	University of Advancing Technology (UAT)
1718	1	University of Akron
1719	1	University of Alabama-Huntsville
1720	1	University of Alaska Anchorage
1721	1	University of Alaska Fairbanks
1722	1	University of Arizona
1723	1	University of Arizona College of Business
1724	1	University of Arkansas
1725	1	University of Arkansas Community College at Batesville
1726	1	University of Arkansas-Pine Bluff
1727	1	University of California at Davis GSM
1728	1	University of California-Berkeley
1729	1	University of California-Davis
1730	1	University of California-San Diego
1731	1	University of California-Santa Barbara
1732	1	University of Central Arkansas
1733	1	University of Central Florida
1734	1	University of Charleston
1735	1	University of Chicago
1736	1	University of Chicago Graduate School of Business
1737	1	University of Cincinnati
1738	1	University of Cincinnati - OMI College of Applied Sciences
1739	1	University of Colorado at Boulder MBA
1740	1	University of Colorado-Denver
1741	1	University of Connecticut
1742	1	University of Connecticut School of Business
1743	1	University of Dallas - Online MBA
1744	1	University of Dayton Freshman Application
1745	1	University of Delaware
1746	1	University of Delaware MBA Programs
1747	1	University of Detroit Mercy
1748	1	University of Dubuque
1749	1	University of Evansville
1750	1	University of Findlay Online MBA Application
1751	1	University of Georgia
1752	1	University of Great Falls
1753	1	University of Hartford
1754	1	University of Hawaii at Manoa College of Business MBA Program
1755	1	University of Houston
1756	1	University of Indianapolis
1757	1	University of Iowa
1758	1	University of Kansas
1759	1	University of La Verne Freshman
1760	1	University of Louisiana at Lafayette
1761	1	University of Louisville
1762	1	University of Louisville MBA Program
1763	1	University of Maine
1764	1	University of Maine-Presque Isle
1765	1	University of Mary
1766	1	University of Mary Hardin-Baylor
1767	1	University of Mary Washington
1768	1	University of Maryland University College
1769	1	University of Maryland, Baltimore County
1770	1	University of Maryland-College Park
1771	1	University of Massachusetts Amherst
1772	1	University of Massachusetts, Isenberg School of Management
1773	1	University of Massachusetts-Boston
1774	1	University of Massachusetts-Lowell
1775	1	University of Memphis Business School
1776	1	University of Memphis Law App
1777	1	University of Miami
1778	1	University of Michigan Law School
1779	1	University of Michigan School of Social Work
1780	1	University of Minnesota Duluth
1781	1	University of Minnesota MBA
1782	1	University of Minnesota, Morris
1783	1	University of Minnesota, Twin Cities
1784	1	University of Mississippi
1785	1	University of Missouri-Kansas City
1786	1	University of Missouri-Rolla
1787	1	University of Nebraska at Kearney
1788	1	University of Nebraska-Lincoln
1789	1	University of Nevada-Reno
1790	1	University of New Haven
1791	1	University of New Mexico - Valencia Campus
1792	1	University of North Carolina at Asheville
1793	1	University of North Carolina at Pembroke
1794	1	University of North Carolina at Wilmington
1795	1	University of North Carolina-Charlotte
1796	1	University of North Texas
1797	1	University of Northern Colorado
1798	1	University of Northern Iowa
1799	1	University of Northwestern Ohio
1800	1	University of Notre Dame
1801	1	University of Notre Dame MBA Program
1802	1	University of Pennsylvania
1803	1	University of Pittsburgh - Titusville Campus
1804	1	University of Pittsburgh at Johnstown
1805	1	University of Puget Sound
1806	1	University of Redlands
1807	1	University of Rhode Island
1808	1	University of Rochester Application Part 1
1809	1	University of Saint Mary (KS)
1810	1	University of San Diego
1811	1	University of San Francisco MBA Application
1812	1	University of Science and Arts of Oklahoma
1813	1	University of Scranton
1814	1	University of Scranton Graduate School
1815	1	University of Sioux Falls
1816	1	University of South Carolina - Columbia
1817	1	University of South Carolina - Lancaster Campus
1818	1	University of South Carolina Sumter
1819	1	University of South Carolina-Spartanburg
1820	1	University of South Florida Undergraduate
1821	1	University of Southern California
1822	1	University of Southern Colorado
1823	1	University of Southern Maine
1824	1	University of St. Thomas (TX)
1825	1	University of Tennessee - Knoxville
1826	1	University of Texas at Austin
1827	1	University of Texas at Austin MBA - Domestic App
1828	1	University of Texas at Dallas
1829	1	University of Texas Medical Branch
1830	1	University of the Arts
1831	1	University of the District of Columbia
1832	1	University of the Incarnate Word
1833	1	University of the Pacific
1834	1	University of The South
1835	1	University of Toronto, Joseph L. Rotman School
1836	1	University of Tulsa - Undergraduate
1837	1	University of Tulsa Graduate Business Programs Office
1838	1	University of Utah
1839	1	University of Virginia Darden Graduate Sch of Bus
1840	1	University of Virginia's College at Wise
1841	1	University of Washington Business School
1842	1	University of Washington Transfer App
1843	1	University of West Los Angeles
1844	1	University of West Los Angeles School of Law
1845	1	University of Wisconsin - Baraboo-Sauk County
1846	1	University of Wisconsin - Barron Campus
1847	1	University of Wisconsin - Fond du Lac Campus
1848	1	University of Wisconsin - Fox Valley
1849	1	University of Wisconsin - Marathon Campus
1850	1	University of Wisconsin - Rock County
1851	1	University of Wisconsin - Sheboygan
1852	1	University of Wisconsin - The Madison School of Business
1853	1	University of Wisconsin - Washington County Campus
1854	1	University of Wisconsin Colleges
1855	1	University of Wisconsin-Eau Claire
1856	1	University of Wisconsin-Madison
1857	1	University of Wisconsin-Milwaukee
1858	1	University of Wisconsin-Parkside
1859	1	University of Wisconsin-River Falls
1860	1	University of Wisconsin-Stevens Point
1861	1	Ursinus College
1862	1	Utah Career College
1863	1	Utah State University
1864	1	Utica College
1865	1	Utica School of Commerce
1866	1	Utica School of Commerce (Canastota)
1867	1	Valencia Community College
1868	1	Valley City State University
1869	1	Valley College of Technology
1870	1	Valley Forge Military College
1871	1	Valparaiso University
1872	1	Vanderbilt University
1873	1	Vanderbilt University Law School Application
1874	1	Vassar College
1875	1	Vatterott College (Omaha)
1876	1	Vatterott College (Springfield)
1877	1	Vatterott College (St. Joseph)
1878	1	Villa Julie College
1879	1	Villanova University
1880	1	Vincennes University - Benjamin Harrison Center
1881	1	Virginia Commonwealth University
1882	1	Virginia Highlands Community College
1883	1	Virginia State University
1884	1	Virginia Wesleyan College
1885	1	Vista Community College
1886	1	Volunteer State Community College
1887	1	Wabash College
1888	1	Wade College
1889	1	Wagner College
1890	1	Walla Walla Community College
1891	1	Wallace Community College (Selma)
1892	1	Wallace Community College - Aviation Campus
1893	1	Wallace State College
1894	1	Walters State Community College
1895	1	Wartburg College
1896	1	Washburn University
1897	1	Washington
1898	1	Washington Bible College
1899	1	Washington College
1900	1	Washington State Community College
1901	1	Washington State University Undergraduate EDP
1902	1	Washington Univ. Graduate School of Arts
1903	1	Washington University – Olin Business School
1904	1	Washington University School of Law
1905	1	Washtenaw Community College
1906	1	Watkins College of Art
1907	1	Waubonsee Community College
1908	1	Waukesha County Technical College
1909	1	Wayne County Community College
1910	1	Wayne State College
1911	1	Wayne State University
1912	1	Weatherford College
1913	1	Webster Tech
1914	1	Wellesley College
1915	1	Wentworth Institute of Technology
1916	1	Wentworth Military Academy and Junior College
1917	1	Wesleyan College
1918	1	West Central Technical College
1919	1	West Chester University of Pennsylvania
1920	1	West Coast Training, Inc.
1921	1	West Georgia Technical Institute
1922	1	West Hills College
1923	1	West Liberty State College
1924	1	West Los Angeles College
1925	1	West Shore Community College
1926	1	West Texas A
1927	1	West Valley College
1928	1	West Virginia Business College (Wheeling)
1929	1	West Virginia Northern Community College
1930	1	West Virginia State College
1931	1	West Virginia University
1932	1	West Virginia University Institute of Technology
1933	1	West Virginia Wesleyan College
1934	1	Westchester Community College
1935	1	Western Area Career
1936	1	Western Baptist College
1937	1	Western Career College (Sacramento)
1938	1	Western Connecticut State University
1939	1	Western Dakota Technical Institute
1940	1	Western Institute of Science and Health
1941	1	Western Iowa Tech Community College (Sioux City)
1942	1	Western Kentucky University
1943	1	Western Nevada Community College
1944	1	Western Pacific Truck School (Fresno)
1945	1	Western Pacific Truck School (Oregon)
1946	1	Western School of Health and Business Careers (Pittsburgh)
1947	1	Westfield State College
1948	1	Westminster Choir College of Rider University
1949	1	Westminster College (PA)
1950	1	Westmoreland County Community College
1951	1	Westside Technical Center
1952	1	Westwood College of Aviation Technology - Los Angeles
1953	1	Westwood College of Technology - Chicago River Oaks
1954	1	Westwood College of Technology - Denver North
1955	1	Westwood College of Technology - Denver South
1956	1	Westwood College of Technology - Inland Empire
1957	1	Westwood Colleges
1958	1	Wharton County Junior College
1959	1	Wheaton College (IL)
1960	1	Wheaton College (MA)
1961	1	Whitman College
1962	1	Wichita Technical Institute, Inc.
1963	1	Widener University
1964	1	Wilberforce University
1965	1	Wilkes Community College
1966	1	Wilkes University
1967	1	Willamette University
1968	1	Willamette University International Application
1969	1	William Carey College
1970	1	William Paterson University
1971	1	William R. Moore College of Technology
1972	1	William Tyndale College
1973	1	William Woods University
1974	1	Williamsburg Technical College
1975	1	Wilmington College (OH)
1976	1	Windward Community College
1977	1	Wingate University
1978	1	Winona State University
1979	1	Winston-Salem State University
1980	1	Winthrop University
1981	1	Wisconsin Indian Technical College - Ashland Campus
1982	1	Wisconsin Indianhead Technical College - Rice Lake Campus
1983	1	Wisconsin Indianhead Technical Institute - New Richmond Campus
1984	1	Wittenberg University
1985	1	Wood College
1986	1	Wood Tobe-Coburn School
1987	1	Woodbury College
1988	1	Worcester Polytechnic Institute
1989	1	Wytheville Community College
1990	1	Xavier University of Louisiana
1991	1	Yakima Valley Community College
1992	1	Yale School of Music
1993	1	Yale University
1994	1	Yale University MBA
1995	1	Yavapai College
1996	1	York County School of Technology
1997	1	York University Schulich School of Business
1998	1	Yorktowne Business Institute
1999	1	Young Harris College
