university	collegenavigator	website
1770	1	www.salonproacademy.com
1771	1	www.uwgb.edu
1772	1	www.uwosh.edu
1773	1	www.uwp.edu
1774	1	www.thewisconsinacademy.com
1775	1	www.witc.edu
1776	1	http://www.marinello.com
1777	1	http://www.marinello.com
1778	1	www.marinello.com
1779	1	http://www.marinello.com
1780	1	beckleybeautyacademy.edu
1781	1	www.bridgemont.edu
1782	1	www.concord.edu
1783	1	www.eastern.wvnet.edu
1784	1	www.everest.edu/campus/cross_lanes
1785	1	fetc.edu
1786	1	www.jamesrumsey.com
1787	1	www.kvctc.edu
1788	1	mctec.merc.tec.wv.us/
1789	1	www.mtecwv.edu
1790	1	www.webmbc.com
1791	1	www.oicwv.org
1792	1	www.roane-jacksontechnicalcenter.com/
1793	1	www.shepherd.edu
1794	1	www.vct.edu
1795	1	www.wvsom.edu
1796	1	www.wvstateu.edu
1797	1	www.cwc.edu/
1798	1	www.sheridan.edu
1799	1	www.phoenix.edu
1800	1	www.uwyo.edu
1801	1	www.marinello.com
1802	1	www.marinello.com
1803	1	www.marinello.com
1804	1	www.marinello.com
1805	1	www.marinello.com
1806	1	www.marymountpv.edu
1807	1	www.mendocino.edu
1808	1	www.merritt.edu
1809	1	www.milaninstitute.edu
1810	1	www.milaninstitute.edu
1811	1	www.miis.edu
1812	1	www.msmc.la.edu
1813	1	www.nceschool.com
1814	1	www.nu.edu
1815	1	www.newbridgecollege.edu
1816	1	ncinstitutecosmetology.com
1817	1	www.north-westcollege.com
1818	1	www.ndnu.edu
1819	1	www.oxy.edu
1820	1	ocb.edu
1821	1	www.anthem.edu
1822	1	www.collegeamerica.edu
1823	1	www.coloradomtn.edu
1824	1	www.colostate-pueblo.edu
1825	1	http://phenix.troy.edu
1826	1	www.uah.edu
1827	1	www.una.edu
1828	1	www.phoenix.edu
1829	1	www.uwa.edu
1830	1	www.vc.edu
1831	1	www.vc.edu
1832	1	www.concorde.edu
1833	1	www.culinaryschoolrockies.com
1834	1	www.denverseminary.edu
1835	1	www.empire.edu
1836	1	www.empire.edu
1837	1	www.empire.edu
1838	1	www.fortlewis.edu
1839	1	glenwoodbeautyacademy.org
1840	1	www.mscd.edu
1841	1	www.morgancc.edu
1842	1	www.naropa.edu
1843	1	www.national.edu
1844	1	www.nbc.edu
1845	1	www.ojc.edu
1846	1	www.pickenstech.org
1847	1	www.ppcc.edu
1848	1	www.pmi.edu
1849	1	www.pueblocc.edu
1850	1	www.regencybeauty.com
1851	1	www.rmcad.edu
1852	1	www.acupuncturecollege.edu
1853	1	www.trinidadstate.edu
1854	1	www.unco.edu
1855	1	www.westwood.edu
1856	1	www.acc.commnet.edu
1857	1	www.brioacademy.edu
1858	1	www.brioacademy.edu
1859	1	www.cttech.org/bullard-havens/index.htm
1860	1	www.cthairandbarberschool.com
1861	1	www.cttraining.org
1862	1	cttech.org/goodwin
1863	1	www.hartsem.edu
1864	1	www.hcc.commnet.edu
1865	1	www.lincolntech.com
1866	1	www.ctculinary.edu
1867	1	www.ctculinary.edu
1868	1	www.mitchell.edu
1869	1	www.ncc.commnet.edu
1870	1	www.oxfordhairacademy.com
1871	1	www.paiercollegeofart.edu
1872	1	paulmitchelltheschool.com
1873	1	www.porterchester.com
1874	1	www.qvcc.commnet.edu
1875	1	www.rpi.edu/ewp/hartford
1876	1	www.stbasilcollegesem.net
1877	1	www.stoneacademy.com
1878	1	www.stoneacademy.com
1879	1	www.cttech.org/ssamt/index.htm
1880	1	leonshairschool.com
1881	1	www.trincoll.edu
1882	1	www.cga.edu
1883	1	www.bridgeport.edu
1884	1	www.newhaven.edu
1885	1	www.phoenix.edu
1886	1	www.wcmh.org
1887	1	www.yale.edu
1888	1	dudleybeautyschool-dc.com
1889	1	www.gallaudet.edu
1890	1	www.johnpaulii.edu
1891	1	www.strayer.edu
1892	1	www.thechicagoschool.edu
1893	1	www.udc.edu
1894	1	www.desu.edu
1895	1	www.dtcc.edu/terry/
1896	1	schillingdouglas.edu
1897	1	www.udel.edu/
1898	1	www.wilmu.edu
1899	1	www.apnho.com
1900	1	floridacosmetologyschools.com
1901	1	www.ahamassage.com
1902	1	www.amcollege.edu
1903	1	www.artinstitutes.edu/miami/
1904	1	www.aationline.com
1905	1	www.arkansasbaptist.edu
1906	1	www.anc.edu
1907	1	www.asub.edu
1908	1	www.asun.edu
1909	1	arthursbeautycollege.com
1910	1	www.argosy.edu/sarasota/
1911	1	www.artisticbeautyschool.com
1912	1	www.aticareertraining.edu
1913	1	www.avemarialaw.edu
1914	1	www.thebeautyschoolsofamerica.com
1915	1	www.bradfordvotech.com
1916	1	www.celebrity-beauty.com
1917	1	charlottetechcenter.ccps.k12.fl.us
1918	1	www.chipola.edu
1919	1	www.okaloosatech.com
1920	1	www.citycollege.edu
1921	1	www.citycollegeorlando.edu
1922	1	www.citycollege.edu
1923	1	www.clearwater.edu
1924	1	www.cbt.edu
1925	1	www.cbt.edu
1926	1	compumedschool.com
1927	1	erwin.edu
1928	1	www.dademedical.edu
1929	1	www.dademedical.edu
1930	1	daytonacollege.edu
1931	1	www.daytonastate.edu
1932	1	ewcollege.org
1933	1	www.eckerd.edu
1934	1	www.ewc.edu
1935	1	www.erau.edu
1936	1	www.empire.edu
1937	1	www.empire.edu/
1938	1	www.everest.edu/campus/kendall
1939	1	www.everest.edu/campus/miami
1940	1	www.everest.edu/campus/brandon
1941	1	www.evergladesuniversity.edu
1942	1	www.fasttrain.edu
1943	1	www.fasttrain.edu
1944	1	www.flagler.edu
1945	1	www.famu.edu
1946	1	www.fcc.edu
1947	1	www.floridacollege.edu
1948	1	www.fcnh.com
1949	1	www.fgc.edu/
1950	1	fifi-inc.com
1951	1	www.fiuonline.net
1952	1	http://www.fnc.edu
1953	1	www.fnc.edu
1954	1	midwiferyschool.org
1955	1	www.flsouthern.edu
1956	1	www.fortis.edu
1957	1	bjacademy.net
1958	1	www.blackrivertech.edu
1959	1	bluecliffcollege.com
1960	1	www.cahdspringdale.com
1961	1	www.cbc.edu
1962	1	www.fortis.edu
1963	1	www.baymedical.org
1964	1	www.gulfcoast.edu/default.htm
1965	1	www.hotc.edu
1966	1	www.herzing.edu
1967	1	www.hccfl.edu
1968	1	www.hi.edu
1969	1	www.academy.edu
1970	1	beautycareerinstitute.org
1971	1	www.itt-tech.edu
1972	1	http://www.keiseruniversity.edu
1973	1	http://www.keiseruniversity.edu
1974	1	http://www.keiseruniversity.edu
1975	1	http://www.keiseruniversity.edu
1976	1	http://www.keiseruniversity.edu
1977	1	http://www.keiseruniversity.edu
1978	1	http://www.keiseruniversity.edu
1979	1	http://www.keiseruniversity.edu
1980	1	http://www.keiseruniversity.edu
1981	1	www.lscc.edu
1982	1	www.hightechcentral.org
1983	1	www.americareschools.com
1984	1	www.mcfattertech.com
1985	1	www.mciiot.com
1986	1	www.medvance.edu
1987	1	www.medvance.edu
1988	1	www.medvance.edu
1989	1	www.nfcc.edu
1990	1	www.pbacademy.net
1991	1	www.pba.edu
1992	1	www.pensacolastate.edu
1993	1	the-praxisinstitute.com
1994	1	www.locklintech.com
1995	1	http://www.rasmussen.edu
1996	1	www.remingtoncollege.edu/orlando-nursing-training-school
1997	1	schools.polk-fl.net/ridge
1998	1	www.rollins.edu
1999	1	www.sjrcc.edu
