university	matchcollege	type
1379	1	Private Not-For-Profit, 4-Year or Above
1380	1	Private Not-For-Profit, 4-Year or Above
1381	1	Private Not-For-Profit, 4-Year or Above
1382	1	Private Not-For-Profit, 4-Year or Above
1383	1	Private For-Profit, 4-Year or Above
1384	1	Private For-Profit, 4-Year or Above
1385	1	Private Not-For-Profit, 4-Year or Above
1386	1	Private Not-For-Profit, 4-Year or Above
1387	1	Private Not-For-Profit, 4-Year or Above
1388	1	Private Not-For-Profit, 4-Year or Above
1389	1	Private Not-For-Profit, 4-Year or Above
1390	1	Private For-Profit, 4-Year or Above
1391	1	Private For-Profit, 4-Year or Above
1392	1	Private Not-For-Profit, 4-Year or Above
1393	1	Private Not-For-Profit, 4-Year or Above
1394	1	Private Not-For-Profit, 4-Year or Above
1395	1	Private Not-For-Profit, 4-Year or Above
1396	1	Private Not-For-Profit, 4-Year or Above
1397	1	Private Not-For-Profit, 4-Year or Above
1398	1	Private Not-For-Profit, 4-Year or Above
1399	1	Private Not-For-Profit, 4-Year or Above
1400	1	Private Not-For-Profit, 4-Year or Above
1401	1	Private Not-For-Profit, 4-Year or Above
1402	1	Private Not-For-Profit, 4-Year or Above
1403	1	Private Not-For-Profit, 4-Year or Above
1404	1	Private For-Profit, 4-Year or Above
1405	1	Private Not-For-Profit, 4-Year or Above
1406	1	Private For-Profit, 4-Year or Above
1407	1	Private For-Profit, 4-Year or Above
1408	1	Private Not-For-Profit, 4-Year or Above
1409	1	Private Not-For-Profit, 4-Year or Above
1410	1	Private Not-For-Profit, 4-Year or Above
1411	1	Private For-Profit, 2-Year
1412	1	Private For-Profit, 2-Year
1413	1	Private Not-For-Profit, 2-Year
1414	1	Private For-Profit, 2-Year
1415	1	Private For-Profit, 2-Year
1416	1	Private For-Profit, 2-Year
1417	1	Private For-Profit, 2-Year
1418	1	Private For-Profit, 2-Year
1419	1	Private For-Profit, 2-Year
1420	1	Private For-Profit, 2-Year
1421	1	Private For-Profit, 2-Year
1422	1	Private For-Profit, 2-Year
1423	1	Private For-Profit, 2-Year
1424	1	Private For-Profit, 2-Year
1425	1	Private For-Profit, 2-Year
1426	1	Private Not-For-Profit, 2-Year
1427	1	Private For-Profit, 2-Year
1428	1	Private For-Profit, 2-Year
1429	1	Private For-Profit, 2-Year
1430	1	Private For-Profit, 2-Year
1431	1	Private For-Profit, 2-Year
1432	1	Private For-Profit, 2-Year
1433	1	Private For-Profit, 2-Year
1434	1	Private For-Profit, Less-Than 2-Year
1435	1	Private For-Profit, Less-Than 2-Year
1436	1	Private For-Profit, Less-Than 2-Year
1437	1	Private For-Profit, Less-Than 2-Year
1438	1	Private For-Profit, Less-Than 2-Year
1439	1	Private For-Profit, Less-Than 2-Year
1440	1	Private For-Profit, Less-Than 2-Year
1441	1	Private For-Profit, Less-Than 2-Year
1442	1	Private Not-For-Profit, Less-Than 2-Year
1443	1	Private For-Profit, Less-Than 2-Year
1444	1	Private For-Profit, Less-Than 2-Year
1445	1	Private For-Profit, Less-Than 2-Year
1446	1	Public, 4-Year or Above
1447	1	Public, 4-Year or Above
1448	1	Public, 4-Year or Above
1449	1	Public, 4-Year or Above
1450	1	Public, 4-Year or Above
1451	1	Public, 4-Year or Above
1452	1	Public, 2-Year
1453	1	Public, 2-Year
1454	1	Public, 2-Year
1455	1	Public, 2-Year
1456	1	Public, 2-Year
1457	1	Public, 2-Year
1458	1	Public, 2-Year
1459	1	Public, 2-Year
1460	1	Private Not-For-Profit, 4-Year or Above
1461	1	Private Not-For-Profit, 4-Year or Above
1462	1	Private Not-For-Profit, 4-Year or Above
1463	1	Private Not-For-Profit, 4-Year or Above
1464	1	Private Not-For-Profit, 4-Year or Above
1465	1	Private Not-For-Profit, 4-Year or Above
1466	1	Private Not-For-Profit, 4-Year or Above
1467	1	Private Not-For-Profit, 4-Year or Above
1468	1	Private Not-For-Profit, 4-Year or Above
1469	1	Private Not-For-Profit, 4-Year or Above
1470	1	Private Not-For-Profit, 4-Year or Above
1471	1	Private For-Profit, 2-Year
1472	1	Private For-Profit, Less-Than 2-Year
1473	1	Private For-Profit, Less-Than 2-Year
1474	1	Private For-Profit, Less-Than 2-Year
1475	1	Private For-Profit, Less-Than 2-Year
1476	1	Private For-Profit, Less-Than 2-Year
1477	1	Private For-Profit, Less-Than 2-Year
1478	1	Private For-Profit, Less-Than 2-Year
1479	1	Private For-Profit, Less-Than 2-Year
1480	1	Private For-Profit, Less-Than 2-Year
1481	1	Public, 4-Year or Above
1482	1	Public, 4-Year or Above
1483	1	Public, 2-Year
1484	1	Private Not-For-Profit, 4-Year or Above
1485	1	Private Not-For-Profit, 4-Year or Above
1486	1	Private Not-For-Profit, 4-Year or Above
1487	1	Private Not-For-Profit, 2-Year
1488	1	Private For-Profit, 2-Year
1489	1	Public, 4-Year or Above
1490	1	Public, 4-Year or Above
1491	1	Public, 4-Year or Above
1492	1	Public, 4-Year or Above
1493	1	Public, 2-Year
1494	1	Public, 2-Year
1495	1	Public, 2-Year
1496	1	Public, 2-Year
1497	1	Public, 2-Year
1498	1	Public, 2-Year
1499	1	Public, 2-Year
1500	1	Public, 2-Year
1501	1	Public, 2-Year
1502	1	Public, 2-Year
1503	1	Public, 2-Year
1504	1	Public, 2-Year
1505	1	Public, 2-Year
1506	1	Public, 2-Year
1507	1	Public, 2-Year
1508	1	Public, 2-Year
1509	1	Private Not-For-Profit, 4-Year or Above
1510	1	Private Not-For-Profit, 4-Year or Above
1511	1	Private Not-For-Profit, 4-Year or Above
1512	1	Private Not-For-Profit, 4-Year or Above
1513	1	Private Not-For-Profit, 4-Year or Above
1514	1	Private Not-For-Profit, 4-Year or Above
1515	1	Private Not-For-Profit, 4-Year or Above
1516	1	Private Not-For-Profit, 4-Year or Above
1517	1	Private For-Profit, 4-Year or Above
1518	1	Private Not-For-Profit, 4-Year or Above
1519	1	Private For-Profit, 4-Year or Above
1520	1	Private Not-For-Profit, 4-Year or Above
1521	1	Private Not-For-Profit, 4-Year or Above
1522	1	Private Not-For-Profit, 4-Year or Above
1523	1	Private Not-For-Profit, 4-Year or Above
1524	1	Private Not-For-Profit, 4-Year or Above
1525	1	Private For-Profit, 4-Year or Above
1526	1	Private Not-For-Profit, 4-Year or Above
1527	1	Private Not-For-Profit, 4-Year or Above
1528	1	Private For-Profit, 2-Year
1529	1	Private Not-For-Profit, 2-Year
1530	1	Private Not-For-Profit, 2-Year
1531	1	Private For-Profit, 2-Year
1532	1	Private For-Profit, 2-Year
1533	1	Private Not-For-Profit, Less-Than 2-Year
1534	1	Private For-Profit, Less-Than 2-Year
1535	1	Private For-Profit, Less-Than 2-Year
1536	1	Private For-Profit, Less-Than 2-Year
1537	1	Private For-Profit, Less-Than 2-Year
1538	1	Private For-Profit, Less-Than 2-Year
1539	1	Private For-Profit, Less-Than 2-Year
1540	1	Private For-Profit, Less-Than 2-Year
1541	1	Private For-Profit, Less-Than 2-Year
1542	1	Private For-Profit, Less-Than 2-Year
1543	1	Public, 4-Year or Above
1544	1	Public, 4-Year or Above
1545	1	Public, 4-Year or Above
1546	1	Public, 4-Year or Above
1547	1	Public, 4-Year or Above
1548	1	Public, 4-Year or Above
1549	1	Public, 4-Year or Above
1550	1	Public, 4-Year or Above
1551	1	Public, 4-Year or Above
1552	1	Public, 4-Year or Above
1553	1	Public, 4-Year or Above
1554	1	Public, 4-Year or Above
1555	1	Public, 4-Year or Above
1556	1	Public, 4-Year or Above
1557	1	Public, 4-Year or Above
1558	1	Public, 4-Year or Above
1559	1	Public, 4-Year or Above
1560	1	Public, 4-Year or Above
1561	1	Public, 4-Year or Above
1562	1	Public, 4-Year or Above
1563	1	Public, 2-Year
1564	1	Public, 2-Year
1565	1	Public, 2-Year
1566	1	Public, 2-Year
1567	1	Public, 2-Year
1568	1	Public, 2-Year
1569	1	Public, 2-Year
1570	1	Public, 2-Year
1571	1	Public, 2-Year
1572	1	Public, 2-Year
1573	1	Public, 2-Year
1574	1	Public, 2-Year
1575	1	Public, 2-Year
1576	1	Public, 2-Year
1577	1	Public, 2-Year
1578	1	Public, 2-Year
1579	1	Public, 2-Year
1580	1	Public, 2-Year
1581	1	Public, 2-Year
1582	1	Public, 2-Year
1583	1	Public, 2-Year
1584	1	Public, 2-Year
1585	1	Public, 2-Year
1586	1	Private For-Profit, 4-Year or Above
1587	1	Private Not-For-Profit, 4-Year or Above
1588	1	Private Not-For-Profit, 4-Year or Above
1589	1	Private Not-For-Profit, 4-Year or Above
1590	1	Private Not-For-Profit, 4-Year or Above
1591	1	Private Not-For-Profit, 4-Year or Above
1592	1	Private Not-For-Profit, 4-Year or Above
1593	1	Private Not-For-Profit, 4-Year or Above
1594	1	Private Not-For-Profit, 4-Year or Above
1595	1	Private Not-For-Profit, 4-Year or Above
1596	1	Private Not-For-Profit, 4-Year or Above
1597	1	Private Not-For-Profit, 4-Year or Above
1598	1	Private Not-For-Profit, 4-Year or Above
1599	1	Private Not-For-Profit, 4-Year or Above
1600	1	Private Not-For-Profit, 4-Year or Above
1601	1	Private Not-For-Profit, 4-Year or Above
1602	1	Private Not-For-Profit, 4-Year or Above
1603	1	Private Not-For-Profit, 4-Year or Above
1604	1	Private Not-For-Profit, 4-Year or Above
1605	1	Private Not-For-Profit, 4-Year or Above
1606	1	Private Not-For-Profit, 4-Year or Above
1607	1	Private Not-For-Profit, 4-Year or Above
1608	1	Private Not-For-Profit, 4-Year or Above
1609	1	Private For-Profit, 4-Year or Above
1610	1	Private Not-For-Profit, 4-Year or Above
1611	1	Private For-Profit, 4-Year or Above
1612	1	Private Not-For-Profit, 4-Year or Above
1613	1	Private Not-For-Profit, 4-Year or Above
1614	1	Private Not-For-Profit, 4-Year or Above
1615	1	Private Not-For-Profit, 4-Year or Above
1616	1	Private Not-For-Profit, 4-Year or Above
1617	1	Private Not-For-Profit, 4-Year or Above
1618	1	Private For-Profit, 2-Year
1619	1	Private Not-For-Profit, 2-Year
1620	1	Private For-Profit, 2-Year
1621	1	Private Not-For-Profit, 2-Year
1622	1	Private For-Profit, 2-Year
1623	1	Private For-Profit, 2-Year
1624	1	Private Not-For-Profit, 2-Year
1625	1	Private For-Profit, 2-Year
1626	1	Private For-Profit, 2-Year
1627	1	Private For-Profit, 2-Year
1628	1	Private For-Profit, 2-Year
1629	1	Private For-Profit, 2-Year
1630	1	Private For-Profit, 2-Year
1631	1	Private For-Profit, Less-Than 2-Year
1632	1	Private For-Profit, Less-Than 2-Year
1633	1	Private For-Profit, Less-Than 2-Year
1634	1	Private For-Profit, Less-Than 2-Year
1635	1	Private For-Profit, Less-Than 2-Year
1636	1	Private For-Profit, Less-Than 2-Year
1637	1	Private For-Profit, Less-Than 2-Year
1638	1	Private For-Profit, Less-Than 2-Year
1639	1	Private For-Profit, Less-Than 2-Year
1640	1	Private For-Profit, Less-Than 2-Year
1641	1	Private For-Profit, Less-Than 2-Year
1642	1	Private For-Profit, Less-Than 2-Year
1643	1	Public, 4-Year or Above
1644	1	Public, 4-Year or Above
1645	1	Public, 4-Year or Above
1646	1	Public, 4-Year or Above
1647	1	Public, 2-Year
1648	1	Public, 2-Year
1649	1	Public, Less-Than 2-Year
1650	1	Private For-Profit, 4-Year or Above
1651	1	Private For-Profit, 4-Year or Above
1652	1	Private For-Profit, 4-Year or Above
1653	1	Private Not-For-Profit, 4-Year or Above
1654	1	Private For-Profit, 2-Year
1655	1	Private For-Profit, 2-Year
1656	1	Private For-Profit, 2-Year
1657	1	Private For-Profit, 2-Year
1658	1	Private For-Profit, 2-Year
1659	1	Private For-Profit, 2-Year
1660	1	Private For-Profit, Less-Than 2-Year
1661	1	Private For-Profit, Less-Than 2-Year
1662	1	Public, 4-Year or Above
1663	1	Public, 4-Year or Above
1664	1	Public, Less-Than 2-Year
1665	1	Private Not-For-Profit, 4-Year or Above
1666	1	Private Not-For-Profit, 4-Year or Above
1667	1	Private Not-For-Profit, 4-Year or Above
1668	1	Private Not-For-Profit, 4-Year or Above
1669	1	Private Not-For-Profit, 4-Year or Above
1670	1	Private Not-For-Profit, 4-Year or Above
1671	1	Private Not-For-Profit, 4-Year or Above
1672	1	Private Not-For-Profit, 4-Year or Above
1673	1	Private Not-For-Profit, 4-Year or Above
1674	1	Public, 4-Year or Above
1675	1	Public, 4-Year or Above
1676	1	Public, 4-Year or Above
1677	1	Public, 4-Year or Above
1678	1	Public, 4-Year or Above
1679	1	Public, 4-Year or Above
1680	1	Public, 2-Year
1681	1	Public, 2-Year
1682	1	Public, 2-Year
1683	1	Public, 2-Year
1684	1	Public, 2-Year
1685	1	Public, 2-Year
1686	1	Public, 2-Year
1687	1	Public, 2-Year
1688	1	Public, 2-Year
1689	1	Public, Less-Than 2-Year
1690	1	Public, Less-Than 2-Year
1691	1	Public, Less-Than 2-Year
1692	1	Private Not-For-Profit, 4-Year or Above
1693	1	Private Not-For-Profit, 4-Year or Above
1694	1	Private Not-For-Profit, 4-Year or Above
1695	1	Private Not-For-Profit, 4-Year or Above
1696	1	Private For-Profit, 4-Year or Above
1697	1	Private Not-For-Profit, 4-Year or Above
1698	1	Private For-Profit, 4-Year or Above
1699	1	Private Not-For-Profit, 4-Year or Above
1700	1	Private Not-For-Profit, 4-Year or Above
1701	1	Private Not-For-Profit, 4-Year or Above
1702	1	Private Not-For-Profit, 4-Year or Above
1703	1	Private Not-For-Profit, 4-Year or Above
1704	1	Private Not-For-Profit, 4-Year or Above
1705	1	Private Not-For-Profit, 4-Year or Above
1706	1	Private Not-For-Profit, 4-Year or Above
1707	1	Private For-Profit, 4-Year or Above
1708	1	Private Not-For-Profit, 4-Year or Above
1709	1	Private For-Profit, 4-Year or Above
1710	1	Private Not-For-Profit, 4-Year or Above
1711	1	Private Not-For-Profit, 4-Year or Above
1712	1	Private Not-For-Profit, 4-Year or Above
1713	1	Private Not-For-Profit, 4-Year or Above
1714	1	Private Not-For-Profit, 4-Year or Above
1715	1	Private For-Profit, 2-Year
1716	1	Private Not-For-Profit, 2-Year
1717	1	Private For-Profit, 2-Year
1718	1	Private Not-For-Profit, 2-Year
1719	1	Private For-Profit, 2-Year
1720	1	Private Not-For-Profit, 2-Year
1721	1	Private For-Profit, 2-Year
1722	1	Private For-Profit, Less-Than 2-Year
1723	1	Private For-Profit, Less-Than 2-Year
1724	1	Private For-Profit, Less-Than 2-Year
1725	1	Private For-Profit, Less-Than 2-Year
1726	1	Public, 4-Year or Above
1727	1	Public, 4-Year or Above
1728	1	Public, 4-Year or Above
1729	1	Public, 4-Year or Above
1730	1	Public, 4-Year or Above
1731	1	Public, 4-Year or Above
1732	1	Public, 4-Year or Above
1733	1	Public, 2-Year
1734	1	Public, 2-Year
1735	1	Public, 2-Year
1736	1	Public, 2-Year
1737	1	Public, 2-Year
1738	1	Public, 2-Year
1739	1	Public, 2-Year
1740	1	Public, 2-Year
1741	1	Public, 2-Year
1742	1	Public, 2-Year
1743	1	Public, 2-Year
1744	1	Public, 2-Year
1745	1	Public, 2-Year
1746	1	Public, 2-Year
1747	1	Private Not-For-Profit, 4-Year or Above
1748	1	Private Not-For-Profit, 4-Year or Above
1749	1	Private For-Profit, 4-Year or Above
1750	1	Private Not-For-Profit, 4-Year or Above
1751	1	Private Not-For-Profit, 4-Year or Above
1752	1	Private Not-For-Profit, 4-Year or Above
1753	1	Private Not-For-Profit, 4-Year or Above
1754	1	Private Not-For-Profit, 4-Year or Above
1755	1	Private Not-For-Profit, 4-Year or Above
1756	1	Private For-Profit, 2-Year
1757	1	Private Not-For-Profit, 2-Year
1758	1	Private For-Profit, Less-Than 2-Year
1759	1	Private For-Profit, Less-Than 2-Year
1760	1	Private For-Profit, Less-Than 2-Year
1761	1	Private For-Profit, Less-Than 2-Year
1762	1	Private For-Profit, Less-Than 2-Year
1763	1	Private For-Profit, Less-Than 2-Year
1764	1	Private Not-For-Profit, Less-Than 2-Year
1765	1	Private For-Profit, Less-Than 2-Year
1766	1	Public, 4-Year or Above
1767	1	Public, 4-Year or Above
1768	1	Public, 2-Year
1769	1	Public, 2-Year
1770	1	Public, 2-Year
1771	1	Public, 2-Year
1772	1	Public, 2-Year
1773	1	Public, 2-Year
1774	1	Public, Less-Than 2-Year
1775	1	Public, Less-Than 2-Year
1776	1	Public, Less-Than 2-Year
1777	1	Private Not-For-Profit, 4-Year or Above
1778	1	Private Not-For-Profit, 4-Year or Above
1779	1	Private Not-For-Profit, 4-Year or Above
1780	1	Private Not-For-Profit, 4-Year or Above
1781	1	Private For-Profit, 4-Year or Above
1782	1	Private Not-For-Profit, 4-Year or Above
1783	1	Private Not-For-Profit, 4-Year or Above
1784	1	Private Not-For-Profit, 4-Year or Above
1785	1	Private For-Profit, 2-Year
1786	1	Private For-Profit, 2-Year
1787	1	Private For-Profit, 2-Year
1788	1	Private For-Profit, 2-Year
1789	1	Private For-Profit, 2-Year
1790	1	Private For-Profit, 2-Year
1791	1	Private For-Profit, 2-Year
1792	1	Private For-Profit, 2-Year
1793	1	Private For-Profit, 2-Year
1794	1	Private For-Profit, Less-Than 2-Year
1795	1	Private Not-For-Profit, Less-Than 2-Year
1796	1	Public, 4-Year or Above
1797	1	Public, 4-Year or Above
1798	1	Public, 4-Year or Above
1799	1	Public, 4-Year or Above
1800	1	Public, 4-Year or Above
1801	1	Public, 4-Year or Above
1802	1	Public, 4-Year or Above
1803	1	Public, 4-Year or Above
1804	1	Public, 4-Year or Above
1805	1	Public, 2-Year
1806	1	Public, 2-Year
1807	1	Public, 2-Year
1808	1	Public, 2-Year
1809	1	Public, 2-Year
1810	1	Public, 2-Year
1811	1	Public, 2-Year
1812	1	Public, 2-Year
1813	1	Private Not-For-Profit, 4-Year or Above
1814	1	Private Not-For-Profit, 4-Year or Above
1815	1	Private For-Profit, 4-Year or Above
1816	1	Private Not-For-Profit, 4-Year or Above
1817	1	Private For-Profit, 4-Year or Above
1818	1	Private Not-For-Profit, 4-Year or Above
1819	1	Private Not-For-Profit, 4-Year or Above
1820	1	Private Not-For-Profit, 4-Year or Above
1821	1	Private Not-For-Profit, 4-Year or Above
1822	1	Private Not-For-Profit, 4-Year or Above
1823	1	Private Not-For-Profit, 4-Year or Above
1824	1	Private Not-For-Profit, 4-Year or Above
1825	1	Private Not-For-Profit, 4-Year or Above
1826	1	Private Not-For-Profit, 2-Year
1827	1	Private Not-For-Profit, 2-Year
1828	1	Private Not-For-Profit, 2-Year
1829	1	Private Not-For-Profit, 2-Year
1830	1	Private For-Profit, 2-Year
1831	1	Private For-Profit, 2-Year
1832	1	Private For-Profit, 2-Year
1833	1	Private For-Profit, 2-Year
1834	1	Public, 4-Year or Above
1835	1	Public, 4-Year or Above
1836	1	Public, 4-Year or Above
1837	1	Public, 4-Year or Above
1838	1	Public, 4-Year or Above
1839	1	Public, 4-Year or Above
1840	1	Public, 4-Year or Above
1841	1	Public, 2-Year
1842	1	Public, 2-Year
1843	1	Public, 2-Year
1844	1	Public, Less-Than 2-Year
1845	1	Public, Less-Than 2-Year
1846	1	Public, Less-Than 2-Year
1847	1	Private Not-For-Profit, 4-Year or Above
1848	1	Private Not-For-Profit, 4-Year or Above
1849	1	Private For-Profit, 4-Year or Above
1850	1	Private For-Profit, 4-Year or Above
1851	1	Private Not-For-Profit, 4-Year or Above
1852	1	Private For-Profit, 4-Year or Above
1853	1	Private For-Profit, 4-Year or Above
1854	1	Private For-Profit, 4-Year or Above
1855	1	Private For-Profit, 4-Year or Above
1856	1	Private For-Profit, 2-Year
1857	1	Private Not-For-Profit, 2-Year
1858	1	Private For-Profit, 2-Year
1859	1	Private For-Profit, 2-Year
1860	1	Private For-Profit, 2-Year
1861	1	Private For-Profit, 2-Year
1862	1	Private For-Profit, 2-Year
1863	1	Private For-Profit, 2-Year
1864	1	Private For-Profit, Less-Than 2-Year
1865	1	Public, 2-Year
1866	1	Public, 2-Year
1867	1	Public, 2-Year
1868	1	Private For-Profit, 4-Year or Above
1869	1	Public, 4-Year or Above
1870	1	Public, 4-Year or Above
1871	1	Public, 4-Year or Above
1872	1	Public, 4-Year or Above
1873	1	Public, 2-Year
1874	1	Public, 2-Year
1875	1	Public, 2-Year
1876	1	Public, 2-Year
1877	1	Public, 2-Year
1878	1	Public, 2-Year
1879	1	Public, 2-Year
1880	1	Private Not-For-Profit, 4-Year or Above
1881	1	Private Not-For-Profit, 4-Year or Above
1882	1	Private Not-For-Profit, 4-Year or Above
1883	1	Private Not-For-Profit, 4-Year or Above
1884	1	Private Not-For-Profit, 4-Year or Above
1885	1	Private For-Profit, 4-Year or Above
1886	1	Private Not-For-Profit, 4-Year or Above
1887	1	Private Not-For-Profit, 4-Year or Above
1888	1	Private Not-For-Profit, 4-Year or Above
1889	1	Private Not-For-Profit, 4-Year or Above
1890	1	Private Not-For-Profit, 2-Year
1891	1	Private Not-For-Profit, 2-Year
1892	1	Private For-Profit, Less-Than 2-Year
1893	1	Private For-Profit, Less-Than 2-Year
1894	1	Private Not-For-Profit, Less-Than 2-Year
1895	1	Private For-Profit, Less-Than 2-Year
1896	1	Private For-Profit, Less-Than 2-Year
1897	1	Private For-Profit, Less-Than 2-Year
1898	1	Private For-Profit, Less-Than 2-Year
1899	1	Private For-Profit, Less-Than 2-Year
1900	1	Private For-Profit, Less-Than 2-Year
1901	1	Private For-Profit, Less-Than 2-Year
1902	1	Private For-Profit, Less-Than 2-Year
1903	1	Public, 4-Year or Above
1904	1	Public, 4-Year or Above
1905	1	Public, 2-Year
1906	1	Private Not-For-Profit, 4-Year or Above
1907	1	Public, 4-Year or Above
1908	1	Private Not-For-Profit, 4-Year or Above
1909	1	Private Not-For-Profit, 4-Year or Above
1910	1	Private For-Profit, 4-Year or Above
1911	1	Private Not-For-Profit, 4-Year or Above
1912	1	Private For-Profit, 4-Year or Above
1913	1	Private Not-For-Profit, 4-Year or Above
1914	1	Private Not-For-Profit, 4-Year or Above
1915	1	Public, 4-Year or Above
1916	1	Public, 4-Year or Above
1917	1	Public, 4-Year or Above
1918	1	Public, 4-Year or Above
1919	1	Public, 4-Year or Above
1920	1	Public, 4-Year or Above
1921	1	Public, 4-Year or Above
1922	1	Public, 4-Year or Above
1923	1	Public, 4-Year or Above
1924	1	Public, 4-Year or Above
1925	1	Public, 4-Year or Above
1926	1	Public, 4-Year or Above
1927	1	Public, 2-Year
1928	1	Public, 2-Year
1929	1	Public, 2-Year
1930	1	Public, 2-Year
1931	1	Public, 2-Year
1932	1	Public, 2-Year
1933	1	Public, 2-Year
1934	1	Public, 2-Year
1935	1	Public, 2-Year
1936	1	Public, 2-Year
1937	1	Public, 2-Year
1938	1	Public, 2-Year
1939	1	Public, 2-Year
1940	1	Public, 2-Year
1941	1	Public, 2-Year
1942	1	Public, 2-Year
1943	1	Public, 2-Year
1944	1	Public, 2-Year
1945	1	Public, 2-Year
1946	1	Public, 2-Year
1947	1	Public, Less-Than 2-Year
1948	1	Public, Less-Than 2-Year
1949	1	Public, Less-Than 2-Year
1950	1	Public, Less-Than 2-Year
1951	1	Private Not-For-Profit, 4-Year or Above
1952	1	Private Not-For-Profit, 4-Year or Above
1953	1	Private Not-For-Profit, 4-Year or Above
1954	1	Private Not-For-Profit, 4-Year or Above
1955	1	Private Not-For-Profit, 4-Year or Above
1956	1	Private For-Profit, 4-Year or Above
1957	1	Private Not-For-Profit, 4-Year or Above
1958	1	Private Not-For-Profit, 4-Year or Above
1959	1	Private For-Profit, 4-Year or Above
1960	1	Private For-Profit, 4-Year or Above
1961	1	Private Not-For-Profit, 4-Year or Above
1962	1	Private Not-For-Profit, 4-Year or Above
1963	1	Private For-Profit, 4-Year or Above
1964	1	Private Not-For-Profit, 4-Year or Above
1965	1	Private For-Profit, 4-Year or Above
1966	1	Private Not-For-Profit, 4-Year or Above
1967	1	Private For-Profit, 4-Year or Above
1968	1	Private Not-For-Profit, 4-Year or Above
1969	1	Private Not-For-Profit, 4-Year or Above
1970	1	Private For-Profit, 4-Year or Above
1971	1	Private For-Profit, 4-Year or Above
1972	1	Private Not-For-Profit, 4-Year or Above
1973	1	Private Not-For-Profit, 4-Year or Above
1974	1	Private For-Profit, 4-Year or Above
1975	1	Private Not-For-Profit, 4-Year or Above
1976	1	Private Not-For-Profit, 4-Year or Above
1977	1	Private For-Profit, 4-Year or Above
1978	1	Private Not-For-Profit, 4-Year or Above
1979	1	Private Not-For-Profit, 4-Year or Above
1980	1	Private For-Profit, 4-Year or Above
1981	1	Private Not-For-Profit, 4-Year or Above
1982	1	Private Not-For-Profit, 4-Year or Above
1983	1	Private Not-For-Profit, 4-Year or Above
1984	1	Private Not-For-Profit, 2-Year
1985	1	Private For-Profit, 2-Year
1986	1	Private For-Profit, 2-Year
1987	1	Private For-Profit, 2-Year
1988	1	Private For-Profit, 2-Year
1989	1	Private For-Profit, 2-Year
1990	1	Private For-Profit, 2-Year
1991	1	Private For-Profit, 2-Year
1992	1	Private Not-For-Profit, Less-Than 2-Year
1993	1	Private For-Profit, Less-Than 2-Year
1994	1	Private For-Profit, Less-Than 2-Year
1995	1	Private For-Profit, Less-Than 2-Year
1996	1	Private For-Profit, Less-Than 2-Year
1997	1	Private For-Profit, Less-Than 2-Year
1998	1	Private For-Profit, Less-Than 2-Year
1999	1	Private For-Profit, Less-Than 2-Year
