university	collegeprowler	name
1612	1	Detroit Business Institute - Southfield
1613	1	DeVry University - Arizona
1614	1	DeVry University - Maryland
1615	1	DeVry University - New Jersey
1616	1	DeVry University - New York
1617	1	DeVry University - North Carolina
1618	1	DeVry University - Utah
1619	1	DeVry University - Washington
1620	1	Diesel Driving Academy - Shreveport
1621	1	Dine College
1622	1	Divers Institute of Technology
1623	1	Divine Word College
1624	1	Dominican College of Blauvelt
1625	1	Draughons Junior College - Bowling Green
1626	1	Draughons Junior College - Clarksville
1627	1	Draughons Junior College - Murfreesboro
1628	1	Drew University
1629	1	Drury University
1630	1	Du Bois Business College - Du Bois
1631	1	Dunwoody College of Technology
1632	1	Durham Technical Community College
1633	1	Dutchess Community College
1634	1	Eagle Gate College - Murray
1635	1	East Arkansas Community College
1636	1	East Central Community College
1637	1	East Central Technical College
1638	1	East San Gabriel Valley Regional Occupational Program
1639	1	East West College of Natural Medicine
1640	1	East West College of the Healing Arts
1641	1	Eastern Arizona College
1642	1	Eastern Connecticut State University
1643	1	Eastern Idaho Technical College
1644	1	Eastern Kentucky University
1645	1	Eastern Nazarene College
1646	1	Eastern New Mexico University
1647	1	Eastern Oklahoma County Technology Center
1648	1	Eastern School of Acupuncture & Traditional Medicine
1649	1	Eastern School of Fretted Instrument Repair
1650	1	Eastern University
1651	1	Eastern Washington University
1652	1	Eastern West Virginia Community & Technical College
1653	1	Eastwick College
1654	1	Eden Theological Seminary
1655	1	Edgecombe Community College
1656	1	Edmonds Community College
1657	1	EDP College of Puerto Rico Inc - San Juan
1658	1	Educators of Beauty - Sterling
1659	1	Elaine Steven Beauty College
1660	1	Elegance International
1661	1	Elgin Community College
1662	1	Ellsworth Community College
1663	1	Elmhurst College
1664	1	Elmira Business Institute
1665	1	Elmira College
1666	1	Embry Riddle Aeronautical University - Prescott
1667	1	Emily Griffith Opportunity School
1668	1	Emmas Beauty Academy - Mayaguez
1669	1	Empire Beauty School - Appleton
1670	1	Empire Beauty School - Avondale
1671	1	Empire Beauty School - Chandler
1672	1	Empire Beauty School - Concord
1673	1	Empire Beauty School - Exton
1674	1	Empire Beauty School - Flagstaff
1675	1	Empire Beauty School - Green Bay
1676	1	Empire Beauty School - Hooksett
1677	1	Empire Beauty School - Lancaster
1678	1	Empire Beauty School - Michigan
1679	1	Empire Beauty School - Paradise Valley
1680	1	Empire Beauty School - Philadelphia Woodhaven Rd
1681	1	Empire Beauty School - Queens
1682	1	Empire Beauty School - Somersworth
1683	1	Empire Beauty School - Tucson
1684	1	Erie 1 BOCES
1685	1	Erie 2 Chautauqua Cattaraugus BOCES - Practical Nursing Program
1686	1	Erie Institute of Technology Inc
1687	1	Escuela Hotelera de San Juan
1688	1	Eugene Bible College
1689	1	European Massage Therapy School
1690	1	Everest College - Alhambra
1691	1	Everest College - Anaheim
1692	1	Everest College - Arlington TX
1693	1	Everest College - Colorado Springs
1694	1	Everest College - Everett
1695	1	Everest College - Fort Worth
1696	1	Everest College - Gardena
1697	1	Everest College - Mesa
1698	1	Everest College - Newport News
1699	1	Everest College - Ontario
1700	1	Everest College - Ontario Metro
1701	1	Everest College - Portland
1702	1	Everest College - San Jose
1703	1	Everest College - Skokie
1704	1	Everest College - Springfield Campus
1705	1	Everest College - Thornton
1706	1	Everest College - Torrance
1707	1	Everest College - Vancouver
1708	1	Everest Institute - Chesapeake
1709	1	Everest Institute - Eagan
1710	1	Everest Institute - Jonesboro
1711	1	Everest Institute - Kendall
1712	1	Everest Institute - South Plainfield
1713	1	Everest Institute - Tigard
1714	1	Everest University - Brandon
1715	1	Everest University - Jacksonville
1716	1	Everest University - Lakeland
1717	1	Everest University - North Orlando
1718	1	Everest University - Pompano Beach
1719	1	Everett Community College
1720	1	Everglades University
1721	1	Ex - Pression College for Digital Arts
1722	1	Fairleigh Dickinson University - College at Florham
1723	1	Family of Faith College
1724	1	Farmingdale State College
1725	1	Faust Institute of Cosmetology - Spirit Lake
1726	1	Faxton - St Luke's Healthcare School of Radiologic Technology
1727	1	Fayette County Area Vocational - Technical School - Practical Nursing Program
1728	1	Fayette Institute of Technology
1729	1	Fayetteville Beauty College - Arkansas
1730	1	Fayetteville College of Cosmetology Arts & Sciences
1731	1	Fayetteville State University
1732	1	Ferrum College
1733	1	FINE Mortuary College LLC
1734	1	First Coast Technical College
1735	1	First Institute Inc
1736	1	Fitchburg State College
1737	1	Flagler College - Tallahassee
1738	1	Flathead Valley Community College
1739	1	Flint Hills Technical College
1740	1	Florida Career College - Clearwater
1741	1	Florida Career Institute Inc
1742	1	Florida College of Integrative Medicine
1743	1	Florida College of Natural Health - Maitland
1744	1	Florida College of Natural Health - Pompano Beach
1745	1	Florida Education Center
1746	1	Florida Institute of Ultrasound Inc
1747	1	Florida Keys Community College
1748	1	Florida Memorial University
1749	1	Florida Technical College of Jacksonville Inc
1750	1	Fontbonne University
1751	1	Foothill College
1752	1	Fort Belknap College
1753	1	Fort Scott Community College
1754	1	Fort Worth Beauty School
1755	1	Fortis College - Mobile
1756	1	Fountainhead College of Technology
1757	1	Franciscan School of Theology
1758	1	Franklin Beauty School
1759	1	Franklin Pierce Law Center
1760	1	Franklin Technology - MSSU
1761	1	Franklin W. Olin College of Engineering
1762	1	Fresno Pacific University
1763	1	Friends University
1764	1	Frontier School of Midwifery & Family Nursing
1765	1	Gadsden State Community College
1766	1	Gainesville State College
1767	1	Galen College of Nursing - San Antonio
1768	1	Galen School of Nursing - Tampa Bay
1769	1	Gallaudet University
1770	1	Gallipolis Career College
1771	1	Galveston College
1772	1	Gaston College
1773	1	Gavilan College
1774	1	Gem City College
1775	1	Gene Juarez Academy of Beauty - Branch Campus
1776	1	George C Wallace Community College - Dothan
1777	1	George Stone Career Center
1778	1	George T Baker Aviation School
1779	1	Georgia College & State University
1780	1	Georgia Institute of Cosmetology
1781	1	Georgia Military College - Augusta Campus
1782	1	Georgia Military College - Columbus Campus
1783	1	Georgia Military College - Valdosta Campus
1784	1	Georgia Military College - Warner Robins Campus
1785	1	Gerbers Akron Beauty School
1786	1	Gibbs College - Boston
1787	1	Gibbs College - Cranston
1788	1	Glen Oaks Community College
1789	1	Glenwood Beauty Academy
1790	1	Gloucester County College
1791	1	Gogebic Community College
1792	1	Golden Gate University - San Francisco
1793	1	Gooding Institute of Nurse Anesthesia
1794	1	Goodwin College
1795	1	Gordon College - Wenham
1796	1	Goshen College
1797	1	Governors State University
1798	1	Grabber School of Hair Design
1799	1	Grace College & Theological Seminary
1800	1	Grady Health System Professional Schools
1801	1	Graham Webb International Academy of Hair
1802	1	Grand River Technical School
1803	1	Grantham University
1804	1	Gratz College
1805	1	Grayson County College
1806	1	Great Lakes Christian College
1807	1	Great Plains Technology Center
1808	1	Green Mountain College
1809	1	Greene County Career Center
1810	1	Greenfield Community College
1811	1	Greenville Technical College
1812	1	Greenwood Academy of Hair
1813	1	Gulf Coast Community College
1814	1	Guy's Shreveport Academy of Cosmetology Inc
1815	1	Gwinnett College - Sandy Springs
1816	1	Hair Academy Inc - New Carrollton
1817	1	Hair Dynamics Education Center
1818	1	Hair Expressions Academy
1819	1	Hair Professionals Academy of Cosmetology - West Dundee
1820	1	Hair Professionals Academy of Cosmetology - Wheaton
1821	1	Halifax Community College
1822	1	Hamrick School
1823	1	Hannibal Career & Technical Center
1824	1	Harcum College
1825	1	Harris - Stowe State University
1826	1	Harris School of Business - Dover
1827	1	Harris School of Business - Linwood Campus
1828	1	Harrisburg Area Community College - Gettysburg
1829	1	Harrisburg Area Community College - Harrisburg
1830	1	Harrisburg University of Science & Technology
1831	1	Hays Academy of Hair Design
1832	1	Hazleton Area Career Center
1833	1	Heald College - Hayward
1834	1	Heald College - Honolulu
1835	1	Heald College - Stockton
1836	1	Healing Arts Institute
1837	1	Health Works Institute
1838	1	Hebrew College
1839	1	Hebrew Theological College
1840	1	Hebrew Union College - Jewish Institute of Religion - Los Angeles
1841	1	Hebrew Union College - Jewish Institute of Religion - New York
1842	1	Heidelberg University
1843	1	Hellenic College - Holy Cross Greek Orthodox School of Theology
1844	1	Hendrix College
1845	1	Hennepin Technical College
1846	1	Henry Ford Community College
1847	1	Heritage Christian University
1848	1	Heritage College - Denver
1849	1	Heritage Institute - Ft Myers
1850	1	Heritage University
1851	1	Heritage Valley Sewickley School of Nursing
1852	1	Hesston College
1853	1	Hibbing Community College - A Technical & Community College
1854	1	Hickey College
1855	1	High - Tech Institute - Las Vegas
1856	1	High - Tech Institute - Memphis
1857	1	High Plains Technology Center
1858	1	Hillsdale College
1859	1	Hillsdale Free Will Baptist College
1860	1	Hillyard Technical Center
1861	1	Hinds Community College
1862	1	Hobart & William Smith Colleges
1863	1	HoHoKus - Hackensack School of Business & Medical Sciences
1864	1	Hohokus School - RETS Nutley
1865	1	Hohokus School of Trade & Technical Sciences
1866	1	Holmes Community College
1867	1	Holy Family University
1868	1	Holyoke Community College
1869	1	Honolulu Community College
1870	1	Houston Baptist University
1871	1	Howard College
1872	1	Hudson Valley School of Advanced Aesthetic Skin Care
1873	1	Humacao Community College
1874	1	Humphreys College - Stockton
1875	1	Huntingdon County Career & Technology Center
1876	1	Hussian School of Art
1877	1	Husson University
1878	1	Huston - Tillotson University
1879	1	Hypnosis Motivation Institute
1880	1	ICC Technical Institute
1881	1	IIA College - Albuquerque
1882	1	Illinois Central College
1883	1	Illinois School of Health Careers - O'Hare Campus
1884	1	Independence Community College
1885	1	Indian Capital Technology Center - Tahlequah
1886	1	Indiana Business College - Anderson
1887	1	Indiana Business College - Elkhart
1888	1	Indiana Business College - Evansville
1889	1	Indiana Business College - Ft Wayne
1890	1	Indiana Business College - Medical
1891	1	Indiana Business College - Northwest
1892	1	Indiana Business College - Terre Haute
1893	1	Indiana Institute of Technology
1894	1	Indiana University - East
1895	1	Indiana University - Purdue University - Fort Wayne
1896	1	Indiana University - Southeast
1897	1	Industrial Management Training Institute
1898	1	Institute for Business & Technology
1899	1	Institute for the Psychological Sciences
1900	1	Institute of American Indian & Alaska Native Culture
1901	1	Institute of Audio Research
1902	1	Institute of Clinical Acupuncture & Oriental Med
1903	1	Intellitec Medical Institute
1904	1	Inter American University of Puerto Rico - Aguadilla
1905	1	Inter American University of Puerto Rico - Bayamon
1906	1	Inter American University of Puerto Rico - Fajardo
1907	1	Inter American University of Puerto Rico - San German
1908	1	Inter American University of Puerto Rico - School of Law
1909	1	Interactive College of Technology - Gainesville
1910	1	Interactive Learning Systems - Houston
1911	1	Intercoast Career Institute
1912	1	Intercoast Colleges - Burbank
1913	1	Intercoast Colleges - Riverside
1914	1	Interface College - Spokane
1915	1	Interior Designers Institute
1916	1	International Academy
1917	1	International Academy of Design & Technology - San Antonio
1918	1	International Academy of Design & Technology - Troy
1919	1	International Academy of Hair Design - Chandler
1920	1	International Academy of Hair Design - Cincinatti
1921	1	International Baptist College
1922	1	International Beauty College
1923	1	International Beauty School - Bel Air
1924	1	International Business College - El Paso
1925	1	International Business College - Fort Wayne
1926	1	International Institute for Restorative Practices
1927	1	International Technical College
1928	1	Inver Hills Community College
1929	1	Iowa Lakes Community College
1930	1	Iowa School of Beauty - Sioux City
1931	1	Irvine Valley College
1932	1	Isabella G Hart School of Practical Nursing
1933	1	Isothermal Community College
1934	1	Itasca Community College
1935	1	ITT Technical Institute - Anaheim
1936	1	ITT Technical Institute - Atlanta
1937	1	ITT Technical Institute - Charlotte
1938	1	ITT Technical Institute - Cordova
1939	1	ITT Technical Institute - Duluth
1940	1	ITT Technical Institute - Earth City
1941	1	ITT Technical Institute - Eden Prairie
1942	1	ITT Technical Institute - Everett
1943	1	ITT Technical Institute - Getzville
1944	1	ITT Technical Institute - Green Bay
1945	1	ITT Technical Institute - Harrisburg
1946	1	ITT Technical Institute - Hilliard
1947	1	ITT Technical Institute - Kennesaw
1948	1	ITT Technical Institute - King of Prussia
1949	1	ITT Technical Institute - Lathrop
1950	1	ITT Technical Institute - Liverpool
1951	1	ITT Technical Institute - Miami
1952	1	ITT Technical Institute - Mobile
1953	1	ITT Technical Institute - Nashville
1954	1	ITT Technical Institute - Norwood OH
1955	1	ITT Technical Institute - Omaha
1956	1	ITT Technical Institute - Orland Park
1957	1	ITT Technical Institute - Owings Mills
1958	1	ITT Technical Institute - Oxnard
1959	1	ITT Technical Institute - Pittsburgh
1960	1	ITT Technical Institute - Portland
1961	1	ITT Technical Institute - Rancho Cordova
1962	1	ITT Technical Institute - Saint Rose
1963	1	ITT Technical Institute - San Dimas
1964	1	ITT Technical Institute - Springfield
1965	1	ITT Technical Institute - Swartz Creek
1966	1	ITT Technical Institute - Sylmar
1967	1	ITT Technical Institute - Tempe
1968	1	ITT Technical Institute - Troy
1969	1	ITT Technical Institute - Warrensville Heights
1970	1	ITT Technical Institute - Woburn
1971	1	ITT Technical Institute - Wyoming
1972	1	IVAEM College
1973	1	Iverson Business School & Court Reporting
1974	1	Ivy Tech Community College - Columbus
1975	1	Ivy Tech Community College - Kokomo
1976	1	J F Ingram State Technical College
1977	1	Jacksonville State University
1978	1	Jacksonville University
1979	1	James Albert School of Cosmetology - Costa Mesa
1980	1	James Albert School of Cosmetology - Ranch Cucamonga
1981	1	Jamestown College
1982	1	Javelin Technical Training Center
1983	1	Jean Madeline Aveda Institute
1984	1	Jefferson Community & Technical College
1985	1	Jefferson Community College - Watertown
1986	1	Jefferson County Dubois Area Vocational Technical Practical Nursing Program
1987	1	Joe Kubert School of Cartoon & Graphic Art
1988	1	John A Logan College
1989	1	John C Calhoun State Community College
1990	1	John Dewey College - Carolina
1991	1	John Dewey College - Hato Rey
1992	1	John Marshall Law School - Atlanta
1993	1	John Wesley College
1994	1	Johnson & Wales University - Denver
1995	1	Johnson & Wales University - Florida Campus
1996	1	Jolie Hair & Beauty Academy
1997	1	Jones College
1998	1	Jones County Junior College
1999	1	Judson University
