university	collegenavigator	phone
1954	1	(352) 338-0766
1955	1	(863) 680-4111
1956	1	(305) 261-5511 x4814
1957	1	(501) 224-2442
1958	1	(870) 248-4000
1959	1	(479) 442-2914
1960	1	(479) 756-6060
1961	1	(501) 329-6872
1962	1	(863) 646-1400
1963	1	(850) 747-6918
1964	1	(850) 769-1551
1965	1	(305) 249-2275
1966	1	(407) 478-0500
1967	1	(813) 253-7000
1968	1	(954) 922-5505
1969	1	(813) 881-0007
1970	1	(954) 733-4800
1971	1	(727) 209-4700
1972	1	(305) 596-2226
1973	1	(904) 296-3440
1974	1	(863) 682-6020
1975	1	(407) 273-5800
1976	1	(954) 431-4300
1977	1	(772) 398-9990
1978	1	(941) 907-3900
1979	1	(850) 906-9494
1980	1	(561) 471-6000
1981	1	(352) 787-3747
1982	1	(239) 334-4544
1983	1	(727) 547-1822
1984	1	(754) 321-5700
1985	1	(561) 296-0824 x202
1986	1	(305) 596-5553
1987	1	(772) 221-9799
1988	1	(561) 304-3466
1989	1	(850) 973-2288
1990	1	(561) 845-1400
1991	1	(561) 803-2000
1992	1	(850) 484-1000
1993	1	(305) 642-4104
1994	1	(850) 983-5700
1995	1	(813) 246-7600
1996	1	(407) 562-9100
1997	1	(863) 419-3060
1998	1	(407) 646-2000
1999	1	(386) 312-4200
