university	collegenavigator	type
1637	1	2-year, Private for-profit
1638	1	2-year, Private for-profit
1639	1	2-year, Public
1640	1	2-year, Public
1641	1	4-year, Private for-profit
1642	1	2-year, Private for-profit
1643	1	2-year, Private for-profit
1644	1	4-year, Private not-for-profit
1645	1	&lt; 2-year, Private for-profit
1646	1	4-year, primarily associate's, Private for-profit
1647	1	4-year, Private not-for-profit
1648	1	2-year, Public
1649	1	2-year, Private for-profit
1650	1	2-year, Private for-profit
1651	1	2-year, Private for-profit
1652	1	2-year, Private for-profit
1653	1	2-year, Private for-profit
1654	1	2-year, Public
1655	1	&lt; 2-year, Private for-profit
1656	1	4-year, Private not-for-profit
1657	1	4-year, primarily associate's, Private for-profit
1658	1	4-year, primarily associate's, Private for-profit
1659	1	4-year, primarily associate's, Private for-profit
1660	1	4-year, Private not-for-profit
1661	1	2-year, Public
1662	1	4-year, Public
1663	1	4-year, Private not-for-profit
1664	1	2-year, Public
1665	1	4-year, Private not-for-profit
1666	1	4-year, primarily associate's, Private for-profit
1667	1	2-year, Private for-profit
1668	1	4-year, Private not-for-profit
1669	1	4-year, Private not-for-profit
1670	1	&lt; 2-year, Private for-profit
1671	1	2-year, Public
1672	1	4-year, Private for-profit
1673	1	4-year, Private for-profit
1674	1	4-year, Private for-profit
1675	1	4-year, Private for-profit
1676	1	4-year, Private for-profit
1677	1	4-year, Private for-profit
1678	1	&lt; 2-year, Private for-profit
1679	1	4-year, Public
1680	1	4-year, Private for-profit
1681	1	4-year, Public
1682	1	4-year, Public
1683	1	4-year, Private not-for-profit
1684	1	4-year, Public
1685	1	2-year, Public
1686	1	2-year, Public
1687	1	4-year, Private not-for-profit
1688	1	4-year, Private not-for-profit
1689	1	4-year, Private not-for-profit
1690	1	4-year, Private not-for-profit
1691	1	2-year, Public
1692	1	2-year, Public
1693	1	&lt; 2-year, Private for-profit
1694	1	4-year, Private not-for-profit
1695	1	&lt; 2-year, Public
1696	1	4-year, Public
1697	1	2-year, Public
1698	1	4-year, Public
1699	1	4-year, Private not-for-profit
1700	1	4-year, Private not-for-profit
1701	1	4-year, Private not-for-profit
1702	1	4-year, Private not-for-profit
1703	1	4-year, primarily associate's, Private for-profit
1704	1	4-year, Private not-for-profit
1705	1	4-year, Private not-for-profit
1706	1	4-year, Private not-for-profit
1707	1	4-year, Private not-for-profit
1708	1	4-year, Private not-for-profit
1709	1	4-year, Private not-for-profit
1710	1	2-year, Public
1711	1	2-year, Private for-profit
1712	1	4-year, Private not-for-profit
1713	1	2-year, Public
1714	1	4-year, Private for-profit
1715	1	&lt; 2-year, Private for-profit
1716	1	2-year, Private not-for-profit
1717	1	2-year, Private for-profit
1718	1	2-year, Private for-profit
1719	1	2-year, Public
1720	1	2-year, Private for-profit
1721	1	&lt; 2-year, Private for-profit
1722	1	2-year, Public
1723	1	&lt; 2-year, Private for-profit
1724	1	2-year, Private for-profit
1725	1	4-year, primarily associate's, Private for-profit
1726	1	4-year, Private not-for-profit
1727	1	4-year, primarily associate's, Public
1728	1	2-year, Private not-for-profit
1729	1	2-year, Public
1730	1	2-year, Private for-profit
1731	1	2-year, Public
1732	1	4-year, primarily associate's, Public
1733	1	4-year, Private not-for-profit
1734	1	2-year, Public
1735	1	&lt; 2-year, Private for-profit
1736	1	4-year, Private not-for-profit
1737	1	4-year, Public
1738	1	4-year, Public
1739	1	2-year, Public
1740	1	2-year, Private not-for-profit
1741	1	&lt; 2-year, Private for-profit
1742	1	2-year, Public
1743	1	4-year, Public
1744	1	&lt; 2-year, Private for-profit
1745	1	4-year, Private not-for-profit
1746	1	4-year, Public
1747	1	2-year, Public
1748	1	2-year, Public
1749	1	2-year, Public
1750	1	2-year, Private for-profit
1751	1	&lt; 2-year, Private not-for-profit
1752	1	4-year, Private not-for-profit
1753	1	&lt; 2-year, Private not-for-profit
1754	1	4-year, primarily associate's, Private for-profit
1755	1	4-year, Private not-for-profit
1756	1	4-year, Private not-for-profit
1757	1	2-year, Private for-profit
1758	1	2-year, Private for-profit
1759	1	2-year, Private for-profit
1760	1	2-year, Public
1761	1	4-year, Private for-profit
1762	1	4-year, primarily associate's, Private for-profit
1763	1	4-year, Private for-profit
1764	1	&lt; 2-year, Private for-profit
1765	1	4-year, Private not-for-profit
1766	1	&lt; 2-year, Private not-for-profit
1767	1	4-year, Private not-for-profit
1768	1	2-year, Public
1769	1	2-year, Private for-profit
1770	1	2-year, Private for-profit
1771	1	4-year, Public
1772	1	4-year, Public
1773	1	4-year, Public
1774	1	2-year, Private for-profit
1775	1	2-year, Public
1776	1	&lt; 2-year, Private for-profit
1777	1	&lt; 2-year, Private for-profit
1778	1	&lt; 2-year, Private for-profit
1779	1	&lt; 2-year, Private for-profit
1780	1	2-year, Private for-profit
1781	1	2-year, Public
1782	1	4-year, Public
1783	1	2-year, Public
1784	1	2-year, Private for-profit
1785	1	&lt; 2-year, Public
1786	1	&lt; 2-year, Public
1787	1	2-year, Public
1788	1	2-year, Public
1789	1	&lt; 2-year, Public
1790	1	2-year, Private for-profit
1791	1	&lt; 2-year, Private not-for-profit
1792	1	&lt; 2-year, Public
1793	1	4-year, Public
1794	1	2-year, Private for-profit
1795	1	4-year, Public
1796	1	4-year, Public
1797	1	2-year, Public
1798	1	2-year, Public
1799	1	4-year, Private for-profit
1800	1	4-year, Public
1801	1	&lt; 2-year, Private for-profit
1802	1	&lt; 2-year, Private for-profit
1803	1	&lt; 2-year, Private for-profit
1804	1	&lt; 2-year, Private for-profit
1805	1	&lt; 2-year, Private for-profit
1806	1	4-year, primarily associate's, Private not-for-profit
1807	1	2-year, Public
1808	1	2-year, Public
1809	1	&lt; 2-year, Private for-profit
1810	1	&lt; 2-year, Private for-profit
1811	1	4-year, Private not-for-profit
1812	1	4-year, Private not-for-profit
1813	1	&lt; 2-year, Private for-profit
1814	1	4-year, Private not-for-profit
1815	1	2-year, Private for-profit
1816	1	&lt; 2-year, Private for-profit
1817	1	&lt; 2-year, Private for-profit
1818	1	4-year, Private not-for-profit
1819	1	4-year, Private not-for-profit
1820	1	&lt; 2-year, Private for-profit
1821	1	2-year, Private for-profit
1822	1	4-year, primarily associate's, Private for-profit
1823	1	2-year, Public
1824	1	4-year, Public
1825	1	4-year, Public
1826	1	4-year, Public
1827	1	4-year, Public
1828	1	4-year, Private for-profit
1829	1	4-year, Public
1830	1	4-year, primarily associate's, Private for-profit
1831	1	4-year, primarily associate's, Private for-profit
1832	1	2-year, Private for-profit
1833	1	&lt; 2-year, Private for-profit
1834	1	4-year, Private not-for-profit
1835	1	2-year, Private for-profit
1836	1	2-year, Private for-profit
1837	1	2-year, Private for-profit
1838	1	4-year, Public
1839	1	2-year, Private for-profit
1840	1	4-year, Public
1841	1	2-year, Public
1842	1	4-year, Private not-for-profit
1843	1	4-year, Private for-profit
1844	1	4-year, Private not-for-profit
1845	1	2-year, Public
1846	1	&lt; 2-year, Public
1847	1	2-year, Public
1848	1	2-year, Private for-profit
1849	1	2-year, Public
1850	1	&lt; 2-year, Private for-profit
1851	1	4-year, Private for-profit
1852	1	4-year, Private for-profit
1853	1	2-year, Public
1854	1	4-year, Public
1855	1	4-year, Private for-profit
1856	1	2-year, Public
1857	1	&lt; 2-year, Private for-profit
1858	1	&lt; 2-year, Private for-profit
1859	1	&lt; 2-year, Public
1860	1	&lt; 2-year, Private for-profit
1861	1	&lt; 2-year, Private not-for-profit
1862	1	&lt; 2-year, Public
1863	1	4-year, Private not-for-profit
1864	1	2-year, Public
1865	1	2-year, Private for-profit
1866	1	2-year, Private for-profit
1867	1	2-year, Private for-profit
1868	1	4-year, Private not-for-profit
1869	1	2-year, Public
1870	1	&lt; 2-year, Private for-profit
1871	1	4-year, Private for-profit
1872	1	&lt; 2-year, Private for-profit
1873	1	&lt; 2-year, Private for-profit
1874	1	2-year, Public
1875	1	4-year, Private not-for-profit
1876	1	4-year, Private not-for-profit
1877	1	&lt; 2-year, Private for-profit
1878	1	&lt; 2-year, Private for-profit
1879	1	2-year, Public
1880	1	&lt; 2-year, Private for-profit
1881	1	4-year, Private not-for-profit
1882	1	4-year, Public
1883	1	4-year, Private not-for-profit
1884	1	4-year, Private not-for-profit
1885	1	4-year, Private for-profit
1886	1	2-year, Private not-for-profit
1887	1	4-year, Private not-for-profit
1888	1	&lt; 2-year, Private for-profit
1889	1	4-year, Private not-for-profit
1890	1	4-year, Private not-for-profit
1891	1	4-year, Private for-profit
1892	1	4-year, Private not-for-profit
1893	1	4-year, Public
1894	1	4-year, Public
1895	1	2-year, Public
1896	1	&lt; 2-year, Private for-profit
1897	1	4-year, Public
1898	1	4-year, Private not-for-profit
1899	1	&lt; 2-year, Private not-for-profit
1900	1	&lt; 2-year, Private for-profit
1901	1	&lt; 2-year, Private for-profit
1902	1	4-year, primarily associate's, Private for-profit
1903	1	4-year, Private for-profit
1904	1	&lt; 2-year, Private for-profit
1905	1	4-year, primarily associate's, Private not-for-profit
1906	1	2-year, Public
1907	1	2-year, Public
1908	1	2-year, Public
1909	1	&lt; 2-year, Private for-profit
1910	1	4-year, Private for-profit
1911	1	&lt; 2-year, Private for-profit
1912	1	2-year, Private for-profit
1913	1	4-year, Private not-for-profit
1914	1	&lt; 2-year, Private for-profit
1915	1	2-year, Public
1916	1	&lt; 2-year, Private for-profit
1917	1	2-year, Public
1918	1	4-year, primarily associate's, Public
1919	1	2-year, Public
1920	1	4-year, primarily associate's, Private not-for-profit
1921	1	2-year, Private not-for-profit
1922	1	4-year, primarily associate's, Private not-for-profit
1923	1	4-year, Private not-for-profit
1924	1	2-year, Private for-profit
1925	1	2-year, Private for-profit
1926	1	&lt; 2-year, Private for-profit
1927	1	2-year, Public
1928	1	2-year, Private for-profit
1929	1	2-year, Private for-profit
1930	1	2-year, Private for-profit
1931	1	4-year, primarily associate's, Public
1932	1	4-year, Private for-profit
1933	1	4-year, Private not-for-profit
1934	1	4-year, Private not-for-profit
1935	1	4-year, Private not-for-profit
1936	1	&lt; 2-year, Private for-profit
1937	1	&lt; 2-year, Private for-profit
1938	1	2-year, Private for-profit
1939	1	2-year, Private for-profit
1940	1	4-year, primarily associate's, Private for-profit
1941	1	4-year, Private not-for-profit
1942	1	&lt; 2-year, Private for-profit
1943	1	&lt; 2-year, Private for-profit
1944	1	4-year, Private not-for-profit
1945	1	4-year, Public
1946	1	4-year, Private not-for-profit
1947	1	4-year, primarily associate's, Private not-for-profit
1948	1	2-year, Private for-profit
1949	1	2-year, Public
1950	1	&lt; 2-year, Private for-profit
1951	1	2-year, Private for-profit
1952	1	&lt; 2-year, Private for-profit
1953	1	4-year, primarily associate's, Private for-profit
1954	1	2-year, Private not-for-profit
1955	1	4-year, Private not-for-profit
1956	1	2-year, Private for-profit
1957	1	&lt; 2-year, Private for-profit
1958	1	2-year, Public
1959	1	&lt; 2-year, Private for-profit
1960	1	&lt; 2-year, Private for-profit
1961	1	4-year, Private not-for-profit
1962	1	2-year, Private for-profit
1963	1	4-year, Public
1964	1	4-year, primarily associate's, Public
1965	1	&lt; 2-year, Private for-profit
1966	1	4-year, primarily associate's, Private for-profit
1967	1	2-year, Public
1968	1	&lt; 2-year, Private for-profit
1969	1	4-year, Private for-profit
1970	1	&lt; 2-year, Private for-profit
1971	1	4-year, primarily associate's, Private for-profit
1972	1	4-year, Private for-profit
1973	1	4-year, Private for-profit
1974	1	4-year, Private for-profit
1975	1	4-year, Private for-profit
1976	1	4-year, Private for-profit
1977	1	4-year, Private for-profit
1978	1	4-year, Private for-profit
1979	1	4-year, Private for-profit
1980	1	4-year, Private for-profit
1981	1	2-year, Public
1982	1	2-year, Public
1983	1	&lt; 2-year, Private for-profit
1984	1	2-year, Public
1985	1	&lt; 2-year, Private for-profit
1986	1	2-year, Private for-profit
1987	1	&lt; 2-year, Private for-profit
1988	1	2-year, Private for-profit
1989	1	2-year, Public
1990	1	&lt; 2-year, Private for-profit
1991	1	4-year, Private not-for-profit
1992	1	4-year, primarily associate's, Public
1993	1	&lt; 2-year, Private for-profit
1994	1	2-year, Public
1995	1	4-year, Private for-profit
1996	1	4-year, Private for-profit
1997	1	2-year, Public
1998	1	4-year, Private not-for-profit
1999	1	4-year, primarily associate's, Public
