university	collegetoolkit	website
1798	1	www.regis.edu/
1799	1	www.remingtoncollege.edu
1800	1	www.acupuncturecollege.edu
1801	1	www.usafa.edu
1802	1	www.du.edu
1803	1	www.unco.edu
1804	1	www.western.edu
1805	1	www.westwood.edu
1806	1	www.aims.edu
1807	1	www.anthem.edu
1808	1	www.arapahoe.edu
1809	1	schooloftrades.com
1810	1	www.ccd.edu
1811	1	www.concorde.edu
1812	1	www.everest.edu/campus/aurora
1813	1	www.everest.edu/campus/colorado_springs
1814	1	www.everest.edu/campus/thornton
1815	1	www.intelliteccollege.com
1816	1	www.intelliteccollege.com
1817	1	www.kaplancollege.com
1818	1	www.lamarcc.edu
1819	1	www.ojc.edu
1820	1	www.ppcc.edu
1821	1	www.pueblocc.edu
1822	1	www.redstone.edu
1823	1	www.phoenix.edu
1824	1	www.caspercollege.edu
1825	1	ewc.wy.edu
1826	1	www.lccc.wy.edu
1827	1	www.northwestcollege.edu
1828	1	www.wyotech.edu/campus/laramie
1829	1	www.pibc.edu
1830	1	www.cmi.edu
1831	1	www.ucb.edu.pr
1832	1	www.caribbean.edu
1833	1	www.caribbean.edu
1834	1	www.cunisanjuan.edu
1835	1	www.edpcollege.edu
1836	1	www.eap.edu
1837	1	www.br.inter.edu
1838	1	fajardo.inter.edu
1839	1	www.derecho.inter.edu
1840	1	johndeweycollegepr.com
1841	1	www.psm.edu
1842	1	arecibo.pucpr.edu
1843	1	www.pucpr.edu
1844	1	www.pucpr.edu
1845	1	www.sanjuanbautista.edu
1846	1	www.se-pr.edu
1847	1	www.uccaribe.edu
1848	1	www.suagm.edu
1849	1	www.suagm.edu/umet/index.asp
1850	1	www.phoenix.edu
1851	1	www.cayey.upr.edu
1852	1	www.uprp.edu
1853	1	www.uprb.edu/
1854	1	www.uprc.edu
1855	1	www.uprm.edu
1856	1	www.rcm.upr.edu
1857	1	www.uprutuado.edu
1858	1	www.sagrado.edu
1859	1	www.cempr.edu
1860	1	www.ediccollege.com
1861	1	www.icprjc.edu
1862	1	www.johndeweycollegepr.com
1863	1	mechtechcollege.com
1864	1	www.ramirezcollege.com
1865	1	www.uvi.edu
1866	1	www.albertus.edu
1867	1	www.ccsu.edu
1868	1	www.cosc.edu
1869	1	www.easternct.edu/
1870	1	www.holyapostles.edu
1871	1	www.lymeacademy.edu
1872	1	www.mitchell.edu
1873	1	www.paiercollegeofart.edu
1874	1	www.post.edu/
1875	1	www.sjc.edu
1876	1	www.southernct.edu
1877	1	www.trincoll.edu
1878	1	www.cga.edu
1879	1	www.bridgeport.edu
1880	1	www.uconn.edu
1881	1	www.newhaven.edu
1882	1	www.ccc.commnet.edu
1883	1	www.gwctc.commnet.edu
1884	1	www.gibbsnorwalk.com
1885	1	www.mcc.commnet.edu/
1886	1	www.nwcc.commnet.edu
1887	1	www.ncc.commnet.edu
1888	1	www.qvcc.commnet.edu
1889	1	www.trcc.commnet.edu
1890	1	tunxis.commnet.edu
1891	1	www.gbc.edu
1892	1	www.wesley.edu
1893	1	www.widener.edu
1894	1	www.dcad.edu
1895	1	www.dtcc.edu/owens/
1896	1	www.dtcc.edu/stanton-wilmington/
1897	1	www.dtcc.edu/terry/
1898	1	www.georgetown.edu
1899	1	www.phoenix.edu
1900	1	www.udc.edu
1901	1	www.acupuncturist.edu
1902	1	www.artinstitutes.edu/miami/
1903	1	www.avemarialaw.edu
1904	1	www.avemaria.edu
1905	1	www.barry.edu
1906	1	www.beaconcollege.edu
1907	1	www.cookman.edu
1908	1	www.broward.edu
1909	1	www.mia.albizu.edu
1910	1	www.chamberlain.edu
1911	1	www.citycollege.edu
1912	1	www.citycollege.edu
1913	1	www.devry.edu
1914	1	www.dmac.edu
1915	1	www.erau.edu
1916	1	www.everest.edu/campus/lakeland
1917	1	www.everest.edu/campus/largo
1918	1	www.everest.edu/campus/melbourne
1919	1	www.everest.edu/campus/north_orlando
1920	1	www.everest.edu/campus/pompano_beach
1921	1	www.everest.edu/campus/tampa
1922	1	www.famu.edu
1923	1	www.careercollege.edu
1924	1	www.floridacollege.edu
1925	1	www.fcim.edu
1926	1	www.fmuniv.edu
1927	1	www.flsouthern.edu
1928	1	www.herzing.edu
1929	1	www.hsbc.edu
1930	1	www.hodges.edu
1931	1	www.iadt.edu
1932	1	www.itt-tech.edu
1933	1	www.itt-tech.edu
1934	1	www.jacksonville.edu
1935	1	www.jones.edu
1936	1	www.keiseruniversity.edu
1937	1	www.lynn.edu
1938	1	www.nwfsc.edu
1939	1	www.northwood.edu
1940	1	www.nova.edu
1941	1	www.rasmussen.edu
1942	1	www.rasmussen.edu
1943	1	www.remingtoncollege.edu
1944	1	www.stu.edu
1945	1	www.svdp.edu
1946	1	www.schiller.edu
1947	1	www.southuniversity.edu
1948	1	www.southuniversity.edu
1949	1	www.sptseminary.edu
1950	1	www.scf.edu
1951	1	www.stetson.edu
1952	1	www.ut.edu
1953	1	www.tiu.edu/florida
1954	1	www.phoenix.edu
1955	1	www.phoenix.edu
1956	1	www.stpete.usf.edu/
1957	1	www.warner.edu
1958	1	www.wolford.edu/
1959	1	www.lecfl.com
1960	1	www.americareschools.com/
1961	1	www.aticareertraining.edu
1962	1	www.aticareertraining.edu
1963	1	www.centralfloridacollege.edu
1964	1	www.gocfcc.com
1965	1	www.cfinstitute.com
1966	1	www.centurainstitute.edu
1967	1	www.cbt.edu
1968	1	www.cbt.edu
1969	1	www.cbt.edu
1970	1	dademedicalcollege.com
1971	1	www.dademedical.edu
1972	1	www.everest.edu/campus/miami
1973	1	www.careercollege.edu
1974	1	www.steinered.com
1975	1	www.fcnh.com
1976	1	www.fcnh.com
1977	1	www.fkcc.edu
1978	1	www.flatech.edu
1979	1	www.galened.com
1980	1	www.golfacademy.edu
1981	1	gulfcoastcollege.edu
1982	1	www.gulfcoast.edu/default.htm
1983	1	www.heritage-education.com
1984	1	www.hccfl.edu
1985	1	www.keisercareer.edu
1986	1	www.keycollege.edu
1987	1	www.lakecitycc.edu
1988	1	www.lscc.edu
1989	1	www.medvance.edu
1990	1	www.medvance.edu
1991	1	www.miamiadschool.com
1992	1	www.chefs.edu/orlando/
1993	1	www.polk.edu
1994	1	www.sjrcc.edu
1995	1	www.sbjacksonville.com
1996	1	www.scc-fl.edu/
1997	1	www.southflorida.edu
1998	1	www.southerntech.edu
1999	1	www.tcc.fl.edu
