university	studentaid	name
1772	1	Merrimack College
1773	1	Mesa Community College
1774	1	Mesa State College
1775	1	Mesa Technical College
1776	1	Mesabi Range Community and Technical College - Eveleth
1777	1	Mesabi Range Community and Technical College - Virginia
1778	1	Messiah College
1779	1	Methodist University
1780	1	Metropolitan College of New York
1781	1	Metropolitan Community College - Fort Omaha Campus
1782	1	Metropolitan State College of Denver
1783	1	Metropolitan State University
1784	1	Miami University - Middletown Campus
1785	1	Miami-Dade Community College - Kendall Campus
1786	1	Miami-Dade Community College - Miami
1787	1	Miami-Dade Community College - W.L. Philbrick School of Funeral
1788	1	Michigan State University
1789	1	Mid-America Christian University
1790	1	Mid-Continent University
1791	1	Mid-Florida Technical Institute
1792	1	Mid-Plains Community College Area
1793	1	MidAmerica Nazarene University
1794	1	Middle Georgia College
1795	1	Middle Georgia Technical College
1796	1	Middle Tennessee State University
1797	1	Middlesex Community College
1798	1	Middlesex Community College - Bedford Campus
1799	1	Middlesex Community College - Lowell Campus
1800	1	Middlesex County College - Edison
1801	1	Midland Lutheran College
1802	1	Midway College
1803	1	Midwestern State University
1804	1	Midwestern University
1805	1	Miles College
1806	1	Miles Community College
1807	1	Millersville University of Pennsylvania
1808	1	Milligan College
1809	1	Millikin University
1810	1	Mills College
1811	1	Millsaps College
1812	1	Milwaukee Area Technical College
1813	1	Milwaukee Area Technical College - South Campus
1814	1	Mineral Area College
1815	1	Mineral County Vocational-Technical Center
1816	1	Minneapolis College of Art and Design
1817	1	Minneapolis Community and Technical College
1818	1	Minnesota State University, Mankato
1819	1	Minnesota West Community and Technical College - Pipestone
1820	1	Minot State University - Bottineau Campus
1821	1	MiraCosta College
1822	1	Misericordia University
1823	1	Mission College
1824	1	Mississippi College
1825	1	Mississippi Gulf Coast CC - Applied Technology & Development
1826	1	Mississippi Gulf Coast CC - West Harrison County Center
1827	1	Mississippi State University
1828	1	Mississippi Valley State University
1829	1	Missouri Baptist University
1830	1	Missouri College, Inc.
1831	1	Missouri Valley College
1832	1	Missouri Western State College
1833	1	J. Sargeant Reynolds Community College - Richmond
1834	1	Jackson State Community College
1835	1	Jacksonville State University
1836	1	Jacksonville University
1837	1	James Madison University
1838	1	James Rumsey Technical Institute
1839	1	James Sprunt Community College
1840	1	Jamestown Business College
1841	1	Jamestown College
1842	1	Jamestown Community College - Main
1843	1	Jamestown Community College - North County Extension
1844	1	Jamestown Community College - Olean
1845	1	Jamestown Community College - Warren Extension
1846	1	Jefferson College of Health Sciences
1847	1	Jefferson Community and Technical College
1848	1	Jefferson Community College
1849	1	Jefferson County-DuBois Area Vocational Technical School
1850	1	Jefferson State Community College
1851	1	Jewish Hospital College of Nursing and Allied Health
1852	1	John Brown University
1853	1	Mitchell College
1854	1	Mitchell Community College
1855	1	Mitchell Technical Institute
1856	1	Mohave Community College
1857	1	Mohawk Valley Community College
1858	1	Monmouth College
1859	1	Monmouth University
1860	1	Monongalia County Technical Education Center
1861	1	Montana State University - Billings/College of Technology
1862	1	Montana State University - Bozeman
1863	1	Montana State University College of Technology - Great Falls
1864	1	Montana Tech of The University of Montana - College of Tech.
1865	1	Montcalm Community College
1866	1	Montclair State University
1867	1	Monterey Peninsula College
1868	1	Monterrey Institute of Technology and Higher Educ. - Chiapas
1869	1	Monterrey Institute of Technology and Higher Educ. - Guadalajara
1870	1	Monterrey Institute of Technology and Higher Educ. - Hidalgo
1871	1	Monterrey Institute of Technology and Higher Educ. - Leon
1872	1	Monterrey Institute of Technology and Higher Educ. - Mazatlan
1873	1	Monterrey Institute of Technology and Higher Educ. - Morelos
1874	1	Monterrey Institute of Technology and Higher Educ. - N. Sonora
1875	1	Monterrey Institute of Technology and Higher Educ. - Obregon
1876	1	Monterrey Institute of Technology and Higher Educ. - Tampico
1877	1	Monterrey Institute of Technology and Higher Educ. - Univ.
1878	1	Monterrey Institute of Technology and Higher Education - Juarez
1879	1	Monterrey Institute of Technology and Higher Education - Laguna
1880	1	Monterrey Institute of Technology and Higher Education - Toluca
1881	1	Montgomery College - Conroe
1882	1	Montgomery College - Rockville
1883	1	Montgomery County Community College
1884	1	Montserrat College of Art
1885	1	Moody Bible Institute
1886	1	Morehead State University
1887	1	Morgan Community College
1888	1	Morris Brown College
1889	1	Morris County Vocational-Technical School
1890	1	Morrison University
1891	1	Morton College
1892	1	Mount Aloysius College
1893	1	Mount Carmel College of Nursing
1894	1	Mount Holyoke College
1895	1	Mount Ida College
1896	1	Mount Marty College
1897	1	Mount Mary College
1898	1	Mount Mercy College
1899	1	Mount Saint Mary's College and Seminary
1900	1	Mount St. Mary's College
1901	1	Mount Union College
1902	1	Mountain State College
1903	1	Mountain View College
1904	1	Mt. Hood Community College
1905	1	Mt. San Antonio College
1906	1	Multnomah Bible College and Biblical Seminary
1907	1	Murray State College
1908	1	Muskingum Area Technical College
1909	1	Muskingum College
1910	1	Myers University
1911	1	National University
1912	1	National-Louis University
1913	1	Naugatuck Valley Community College
1914	1	Navarro College
1915	1	Nebraska College of Technical Agriculture - Univ. of Nebras
1916	1	Nebraska Methodist College of Nursing and Allied Health
1917	1	Nebraska Wesleyan University
1918	1	NEI College of Technology
1919	1	Neumann College
1920	1	New College of Florida
1921	1	New England College of Finance, The
1922	1	New England Conservatory of Music
1923	1	New England Culinary Institute
1924	1	New England School of Communications
1925	1	New Hampshire College
1926	1	New Hampshire Community Technical College - Berlin
1927	1	New Hampshire Community Technical College - Laconia
1928	1	New Hampshire Community Technical College at Nashua/Claremont -
1929	1	New Jersey City University
1930	1	New Mexico Highlands University
1931	1	New Mexico Institute of Mining and Technology
1932	1	New Mexico State University - Alamogordo
1933	1	New Mexico State University - Carlsbad
1934	1	New River Community College
1935	1	New School University
1936	1	New York Career Institute
1937	1	New York Chiropractic College
1938	1	New York City College of Technology
1939	1	New York College for Wholistic Health Education and Research
1940	1	New York Medical College
1941	1	New York School of Interior Design
1942	1	New York Theological Seminary
1943	1	Newbury College
1944	1	Newman University
1945	1	Newport Business Institute - Williamsport
1946	1	Niagara University
1947	1	Nicolet Area Technical College
1948	1	North Arkansas College
1949	1	North Bennet Street School
1950	1	North Carolina School of the Arts
1951	1	North Carolina Wesleyan College
1952	1	North Central Kansas Technical College - Beloit
1953	1	North Central Michigan College
1954	1	North Central Missouri College
1955	1	North Central Texas College
1956	1	North Central University
1957	1	North Dakota State University
1958	1	North Florida Community College
1959	1	North Georgia Technical College
1960	1	North Greenville College
1961	1	North Hennepin Community College
1962	1	North Idaho College
1963	1	North Iowa Area Community College - Mason City
1964	1	North Park University
1965	1	North Shore Community College
1966	1	Northampton County Area Community College
1967	1	Northeast Community College
1968	1	Northeast Iowa Community College - Peosta Campus
1969	1	Northeast Kansas Technical College
1970	1	Northeastern Illinois University
1971	1	Northeastern Oklahoma A&M College
1972	1	Northeastern State University
1973	1	Northeastern University
1974	1	Northern Essex Community College - Haverhill
1975	1	Northern Illinois University
1976	1	Northern Kentucky University
1977	1	Northern Michigan University
1978	1	Northern Oklahoma College
1979	1	Northern Tier Career Center
1980	1	Northern Wyoming Community College District
1981	1	Northland Career Center
1982	1	Northland Community and Technical College
1983	1	Northwest Christian College
1984	1	Northwest Indian College
1985	1	Northwest Iowa Community College
1986	1	Northwest Missouri State University
1987	1	Northwest Nazarene University
1988	1	Northwest Technical School
1989	1	Northwest University
1990	1	Northwest-Shoals Community College - Muscle Shoals
1991	1	Northwestern College - MN
1992	1	Northwestern Community College
1993	1	Northwestern Michigan College - Great Lakes Maritime Academy
1994	1	Northwestern Oklahoma State University
1995	1	Northwestern Polytechnic University
1996	1	Northwestern State University of Louisiana
1997	1	Northwestern University
1998	1	Northwood University - Midland Campus
1999	1	Northwood University - Texas Campus
