university	collegeboard	name
1831	1	Clovis Community College
1832	1	Coahoma Community College
1833	1	Amherst College
1834	1	Amridge University
1835	1	Anderson University
1836	1	Andrew College
1837	1	Andrew Jackson University
1838	1	Coastal Bend College
1839	1	Coastal Carolina Community College
1840	1	Cochise College
1841	1	Coconino County Community College
1842	1	Coe College
1843	1	Colby Community College
1844	1	Colby-Sawyer College
1845	1	Coleman University
1846	1	College for Creative Studies
1847	1	College of Biblical Studies-Houston
1848	1	College of Business and Technology: Hialeah
1849	1	College of Central Florida
1850	1	College of Coastal Georgia
1851	1	College of Court Reporting
1852	1	College of DuPage
1853	1	College of Idaho
1854	1	College of Lake County
1855	1	College of New Rochelle
1856	1	College of Notre Dame of Maryland
1857	1	College of Office Technology
1858	1	College of Saint Mary
1859	1	College of St. Benedict
1860	1	College of St. Elizabeth
1861	1	College of St. Joseph in Vermont
1862	1	College of the Holy Cross
1863	1	College of the Humanities and Sciences
1864	1	College of the Ozarks
1865	1	College of Visual Arts
1866	1	College of Westchester
1867	1	College of Western Idaho
1868	1	CollegeAmerica: Colorado Springs
1869	1	CollegeAmerica: Denver
1870	1	CollegeAmerica: Fort Collins
1871	1	Collin County Community College District
1872	1	Colorado College
1873	1	Colorado Heights University
1874	1	Colorado Northwestern Community College
1875	1	Colorado School of Trades
1876	1	Colorado Technical University
1877	1	Colorado Technical University: North Kansas City
1878	1	Columbia Centro Universitario: Caguas
1879	1	Columbia College
1880	1	Columbia College
1881	1	Columbia College
1882	1	Columbia College of Nursing
1883	1	Columbia International University
1884	1	Columbia Southern University
1885	1	Columbus College of Art and Design
1886	1	Angelo State University
1887	1	Anna Maria College
1888	1	Antelope Valley College
1889	1	Columbus State Community College
1890	1	Columbus State University
1891	1	Columbus Technical College
1892	1	Commonwealth Institute of Funeral Service
1893	1	Community College of Allegheny County
1894	1	Community College of Baltimore County
1895	1	Community College of Philadelphia
1896	1	Community College of Rhode Island
1897	1	Conception Seminary College
1898	1	Concord University
1899	1	Concorde Career College: Garden Grove
1900	1	Concorde Career College: Kansas City
1901	1	Concorde Career College: North Hollywood
1902	1	Concordia College
1903	1	Concordia College: Moorhead
1904	1	Concordia University
1905	1	Concordia University Chicago
1906	1	Conservatory of Music of Puerto Rico
1907	1	Consolidated School of Business: Lancaster
1908	1	Contra Costa College
1909	1	Cooper Union for the Advancement of Science and Art
1910	1	Copiah-Lincoln Community College
1911	1	Coppin State University
1912	1	Corcoran College of Art and Design
1913	1	Cornell University
1914	1	Corning Community College
1915	1	Cornish College of the Arts
1916	1	Cossatot Community College of the University of Arkansas
1917	1	Cottey College
1918	1	County College of Morris
1919	1	Court Reporting Institute of Dallas
1920	1	Covenant College
1921	1	Crafton Hills College
1922	1	Creighton University
1923	1	Crossroads College
1924	1	Crowley's Ridge College
1925	1	Culinary Institute Alain & Marie LeNotre
1926	1	Culinary Institute of America
1927	1	Cumberland County College
1928	1	Cuyahoga Community College: Eastern
1929	1	Cuyahoga Community College: Metropolitan
1930	1	Cuyahoga Community College: Western
1931	1	Cypress College
1932	1	Dabney S. Lancaster Community College
1933	1	Daemen College
1934	1	Dakota College at Bottineau
1935	1	Dallas Baptist University
1936	1	Dalton State College
1937	1	Danville Area Community College
1938	1	Danville Community College
1939	1	Darton College
1940	1	Davenport University
1941	1	Anthem College: Orlando
1942	1	Anthem College: Phoenix
1943	1	Antioch University Los Angeles
1944	1	Antioch University McGregor
1945	1	Antioch University Santa Barbara
1946	1	Antioch University Seattle
1947	1	Davidson County Community College
1948	1	Davis College
1949	1	Dawson Community College
1950	1	Daymar College: Bowling Green
1951	1	Daymar College: Chillicothe
1952	1	Daymar College: Louisville
1953	1	DeKalb Technical College
1954	1	Del Mar College
1955	1	Delaware College of Art and Design
1956	1	Delaware Technical and Community College: Dover
1957	1	Delaware Technical and Community College: Owens
1958	1	Delaware Technical and Community College: Stanton/Wilmington
1959	1	Delaware Valley College
1960	1	Delta College
1961	1	Delta State University
1962	1	Denison University
1963	1	Denver Academy of Court Reporting
1964	1	DePaul University
1965	1	Design Institute of San Diego
1966	1	DeVry University: Chicago
1967	1	DeVry University: Decatur
1968	1	DeVry University: Fort Washington
1969	1	DeVry University: Miramar
1970	1	DeVry University: North Brunswick
1971	1	DeVry University: Orlando
1972	1	DeVry University: Phoenix
1973	1	Diablo Valley College
1974	1	Dickinson State University
1975	1	Dixie State College
1976	1	Doane College
1977	1	Dominican University
1978	1	Dominican University of California
1979	1	Dona Ana Community College of New Mexico State University
1980	1	Donnelly College
1981	1	Dordt College
1982	1	Douglas Education Center
1983	1	Drexel University
1984	1	Drury University
1985	1	DuBois Business College: Huntingdon
1986	1	DuBois Business College: Oil City
1987	1	Duluth Business University
1988	1	Dunlap-Stone University
1989	1	Duquesne University
1990	1	Durham Technical Community College
1991	1	Earlham College
1992	1	East Arkansas Community College
1993	1	East Central College
1994	1	East Central University
1995	1	East Georgia College
1996	1	East Stroudsburg University of Pennsylvania
1997	1	East Tennessee State University
1998	1	East Texas Baptist University
1999	1	Eastern Connecticut State University
