university	studentaid	website
1799	1	www.middlesex.cc.ma.us
1800	1	www.middlesex.cc.nj.us
1801	1	www.mlc.edu
1802	1	www.midway.edu
1803	1	www.mwsu.edu
1804	1	www.midwestern.edu
1805	1	www.miles.edu
1806	1	www.mcc.cc.mt.us
1807	1	www.millersville.edu
1808	1	www.milligan.edu
1809	1	www.millikin.edu
1810	1	www.mills.edu
1811	1	www.millsaps.edu
1812	1	www.milwaukee.tec.wi.us
1813	1	www.matc.edu
1814	1	www.mac.cc.mo.us
1815	1	mctc.mine.tec.wv.us
1816	1	www.mcad.edu
1817	1	www.mctc.mnscu.edu
1818	1	www.mnsu.edu
1819	1	www.mnwest.mnscu.edu
1820	1	www.misu-b.nodak.edu
1821	1	www.miracosta.edu
1822	1	www.misericordia.edu
1823	1	www.wvmccd.cc.ca.us/mc
1824	1	www.mc.edu
1825	1	www.mgc.cc.ms.us/applied.htm
1826	1	www.mgc.cc.ms.us/west.htm
1827	1	www.msstate.edu
1828	1	www.mvsu.edu
1829	1	www.mobap.edu
1830	1	www.mocollege.org
1831	1	www.moval.edu
1832	1	www.missouriwestern.edu
1833	1	www.jsr.vccs.edu
1834	1	www.jscc.edu
1835	1	www.jsu.edu
1836	1	www.ju.edu
1837	1	www.jmu.edu
1838	1	jamesrumsey.com
1839	1	www.sprunt.com
1840	1	www.sunyjcc.edu
1841	1	www.jc.edu
1842	1	www.sunyjcc.edu
1843	1	www.sunyjcc.edu
1844	1	www.sunyjcc.edu
1845	1	www.sunyjcc.edu
1846	1	www.jchs.edu
1847	1	jefferson.kctcs.edu/
1848	1	www.sunyjefferson.edu
1849	1	www.jefftech.us
1850	1	www.jeffstateonline.com
1851	1	www.barnesjewishcollege.edu
1852	1	www.jbu.edu
1853	1	www.mitchell.edu
1854	1	www.mitchell.cc.nc.us
1855	1	www.mitchelltech.com
1856	1	www.mohave.cc.az.us
1857	1	www.mvcc.edu
1858	1	www.monm.edu
1859	1	www.monmouth.edu
1860	1	boe.mono.k12.wv.us/mtec
1861	1	www.msubillings.edu
1862	1	www.montana.edu
1863	1	www.msugf.edu
1864	1	www.mtech.edu
1865	1	www.montcalm.edu
1866	1	www.montclair.edu
1867	1	www.mpc.edu
1868	1	www.chs.itesm.mx
1869	1	www.gda.itesm.mx
1870	1	www.hgo.itesm.mx
1871	1	www.leo.itesm.mx
1872	1	www.maz.itesm.mx
1873	1	www.cva.itesm.mx
1874	1	www.her.itesm.mx
1875	1	www.cob.itesm.mx
1876	1	www.tam.itesm.mx
1877	1	www.sistema.itesm.mx
1878	1	www.cdj.itesm.mx
1879	1	www.lag.itesm.mx
1880	1	www.tol.itesm.mx
1881	1	www.montgomery-college.com
1882	1	www.montgomerycollege.edu
1883	1	www.mc3.edu
1884	1	www.montserrat.edu
1885	1	www.moody.edu
1886	1	www.moreheadstate.edu
1887	1	www.morgancc.edu
1888	1	www.morrisbrown.edu
1889	1	www.mcvts.org
1890	1	www.morrison.northface.edu
1891	1	www.morton.edu
1892	1	www.mtaloy.edu
1893	1	www.mccn.edu
1894	1	www.mtholyoke.edu
1895	1	www.mountida.edu
1896	1	www.mtmc.edu
1897	1	www.mtmary.edu
1898	1	www.mtmercy.edu
1899	1	www.msmary.edu
1900	1	www.msmc.la.edu
1901	1	www2.muc.edu
1902	1	www.mountainstate.org
1903	1	www.mvc.dcccd.edu
1904	1	www.mhcc.cc.or.us
1905	1	www.mtsac.edu
1906	1	www.multnomah.edu
1907	1	www.msc.cc.ok.us
1908	1	www.zanestate.edu
1909	1	www.muskingum.edu
1910	1	www.myers.edu
1911	1	www.nu.edu
1912	1	www.nl.edu
1913	1	www.nvcc.commnet.edu
1914	1	www.nav.cc.tx.us
1915	1	ncta.unl.edu
1916	1	www.methodistcollege.edu
1917	1	www.nebrwesleyan.edu
1918	1	www.dunwoody.edu
1919	1	www.neumann.edu
1920	1	www.ncf.edu
1921	1	www.finance.edu
1922	1	www.newenglandconservatory.edu
1923	1	www.neci.edu
1924	1	www.nescom.edu
1925	1	www.snhu.edu
1926	1	www.berlin.nhctc.edu
1927	1	www.laconia.nhctc.edu
1928	1	www.nashua.tec.nh.us
1929	1	www.njcu.edu
1930	1	www.nmhu.edu
1931	1	www.nmt.edu
1932	1	alamo.nmsu.edu
1933	1	cavern.nmsu.edu
1934	1	www.nr.cc.va.us
1935	1	www.newschool.edu
1936	1	www.nyci.com/
1937	1	www.nycc.edu
1938	1	www.citytech.cuny.edu
1939	1	www.nycollege.edu/index.html
1940	1	www.nymc.edu
1941	1	www.nysid.edu
1942	1	www.nyts.edu
1943	1	www.newbury.edu
1944	1	www.newmanu.edu
1945	1	www.newportbusiness.com
1946	1	www.niagara.edu
1947	1	www.nicoletcollege.edu
1948	1	www.northark.edu
1949	1	www.nbss.org
1950	1	www.ncarts.edu
1951	1	www.ncwc.edu
1952	1	www.ncktc.tec.ks.us
1953	1	www.ncmc.cc.mi.us
1954	1	www.ncmissouri..edu
1955	1	www.nctc.edu
1956	1	www.northcentral.edu
1957	1	www.ndsu.edu
1958	1	www.nflcc.cc.fl.us
1959	1	www.northgatech.edu
1960	1	www.ngu.edu
1961	1	www.nh.cc.mn.us
1962	1	www.nic.edu
1963	1	www.niacc.edu
1964	1	www.northpark.edu
1965	1	www.northshore.edu
1966	1	www.northampton.edu
1967	1	www.northeastcollege.com
1968	1	www.nicc.edu
1969	1	www.nekatech.net
1970	1	www.neiu.edu
1971	1	www.neo.edu
1972	1	www.nsuok.edu
1973	1	www.northeastern.edu
1974	1	www.necc.mass.edu
1975	1	www.niu.edu/
1976	1	www.nku.edu
1977	1	www.nmu.edu
1978	1	www.north-ok.edu
1979	1	www.ntccschool.org/
1980	1	www.sc.whecn.edu
1981	1	www.northlandcareercenter.com
1982	1	www.northland.cc.mn.us
1983	1	www.nwcc.edu
1984	1	www.nwic.edu
1985	1	www.nwicc.edu
1986	1	www.nwmissouri.edu
1987	1	www.nnu.edu
1988	1	nts.tec.mo.us
1989	1	www.northwestu.edu
1990	1	www.nwscc.edu
1991	1	www.nwc.edu
1992	1	www.nwctc.commnet.edu
1993	1	www.nmc.edu/~maritime
1994	1	www.nwalva.edu
1995	1	www.npu.edu
1996	1	www.nsula.edu
1997	1	www.northwestern.edu
1998	1	www.northwood.edu
1999	1	www.northwood.edu
