university	matchcollege	website
1834	1	www.adams.edu
1835	1	www.colostate-pueblo.edu
1836	1	www.mesastate.edu
1837	1	www.mscd.edu
1838	1	www.usafa.edu
1839	1	www.colorado.edu
1840	1	www.unco.edu
1841	1	www.arapahoe.edu
1842	1	www.coloradomtn.edu
1843	1	www.ccd.edu
1844	1	www.dmtc.edu
1845	1	www.pickenstech.org
1846	1	www.sjbtc.edu
1847	1	WWW.CCU.EDU
1848	1	www.denverseminary.edu
1849	1	www.itt-tech.edu
1850	1	www.jiu.edu
1851	1	www.nbc.edu
1852	1	www.plattcolorado.edu
1853	1	www.rmcad.edu
1854	1	www.aic.artinstitutes.edu
1855	1	www.westwood.edu
1856	1	www.bel-rea.com
1857	1	www.bcmt.org
1858	1	www.concorde.edu
1859	1	www.everest.edu
1860	1	hairdynamics.edu
1861	1	www.heritage-education.com
1862	1	www.IntelliTecCollege.com
1863	1	WWW.XENONINTL.COM
1864	1	www.natural-therapy.com
1865	1	www.cwc.edu
1866	1	www.sheridan.edu
1867	1	www.wwcc.wy.edu
1868	1	www.phoenix.edu
1869	1	www.cosc.edu
1870	1	www.southernct.edu
1871	1	www.cga.edu
1872	1	www.uconn.edu
1873	1	www.acc.commnet.edu
1874	1	www.hcc.commnet.edu
1875	1	www.mcc.commnet.edu
1876	1	www.mxcc.commnet.edu
1877	1	www.ncc.commnet.edu
1878	1	www.trcc.commnet.edu
1879	1	Tunxis.Commnet.Edu
1880	1	www.albertus.edu
1881	1	www.connecticutcollege.edu
1882	1	www.fairfield.edu
1883	1	www.hartsem.edu
1884	1	www.holyapostles.edu
1885	1	www.paiercollegeofart.edu
1886	1	www.sacredheart.edu
1887	1	www.sjc.edu
1888	1	www.bridgeport.edu
1889	1	www.wesleyan.edu
1890	1	www.GOODWIN.EDU
1891	1	www.wcmh.org
1892	1	www.academydicapelli.com
1893	1	www.baraninstitute.com
1894	1	www.bridgeporthospital.org
1895	1	www.brioacademy.edu
1896	1	www.brioacademy.edu
1897	1	www.porterchesterbranford.com
1898	1	WWW.NETTTS.COM
1899	1	www.northhavenacademy.com
1900	1	paulmitchelltheschool.com
1901	1	www.stoneacademy.com
1902	1	www.leonhairschool.com
1903	1	www.desu.edu
1904	1	www.udel.edu
1905	1	www.dtcc.edu
1906	1	www.wesley.edu
1907	1	www.udc.edu
1908	1	www.cua.edu
1909	1	www.corcoran.edu
1910	1	www.potomac.edu
1911	1	www.southeastern.edu
1912	1	www.strayer.edu
1913	1	www.wtu.edu
1914	1	www.wesleyseminary.edu
1915	1	www.DaytonaState.edu
1916	1	www.edison.edu
1917	1	www.fccj.edu
1918	1	www.fgcu.edu
1919	1	www.fsu.edu
1920	1	www.irsc.edu
1921	1	www.mdc.edu
1922	1	www.owc.edu
1923	1	www.spcollege.edu
1924	1	www.ufl.edu
1925	1	www.unf.edu
1926	1	www.usf.edu
1927	1	www.atlantictechcenter.com
1928	1	www.brewster.edu
1929	1	charlottetechcenter.ccps.k12.fl.us
1930	1	www.fcti.org
1931	1	www.lscc.edu
1932	1	www.hightechcentral.org
1933	1	www.hightechnorth.com
1934	1	lindsey.dadeschools.net
1935	1	www.phcc.edu
1936	1	pjc.edu
1937	1	www.myptec.org
1938	1	www.locklintech.com
1939	1	schools.polk-fl.net
1940	1	rmec.dadeschools.net
1941	1	www.sjrcc.edu
1942	1	www.scti.edu
1943	1	www.SheridanTechnical.com
1944	1	www.bayschools.com
1945	1	valenciacc.edu
1946	1	www.whtc.us
1947	1	www.bradfordvotech.com
1948	1	www.tecmiami.com
1949	1	www.orlandotech.ocps.net
1950	1	www.wtionline.cc
1951	1	www.atom.edu
1952	1	www.avemaria.edu
1953	1	www.barry.edu
1954	1	www.beaconcollege.edu
1955	1	www.citycollege.edu
1956	1	ewcollege.org
1957	1	www.eckerd.edu
1958	1	www.ewc.edu
1959	1	www.everest.edu
1960	1	www.everest.edu
1961	1	www.evergladesuniversity.edu
1962	1	www.flagler.edu
1963	1	www.careercollege.edu
1964	1	www.fcc.edu
1965	1	www.fcsl.edu
1966	1	www.floridacollege.edu
1967	1	www.everest.edu
1968	1	www.flsouthern.edu
1969	1	www.hodges.edu
1970	1	www.academy.edu
1971	1	www.itt-tech.edu
1972	1	www.jacksonville.edu
1973	1	www.jones.edu
1974	1	www.keiseruniversity.edu
1975	1	www.lynn.edu
1976	1	www.nova.edu
1977	1	WWW.REMINGTONCOLLEGE.EDU
1978	1	www.rollins.edu
1979	1	www.saintleo.edu
1980	1	www.schiller.edu
1981	1	www.baptistcollege.edu
1982	1	www.warner.edu
1983	1	www.lecfl.com
1984	1	www.citycollegeorlando.edu
1985	1	www.cbt.edu
1986	1	www.dademedicalinstitute.com
1987	1	daytonacollege.edu
1988	1	www.everest.edu
1989	1	www.everest.edu
1990	1	centurainstitute.edu
1991	1	www.southerntech.edu
1992	1	www.APNHO.com
1993	1	www.artisticbeautyschool.com
1994	1	www.beautyschoolsofamerica.com
1995	1	www.isbschool.com
1996	1	fifi-inc.com
1997	1	GALIANO.EDU
1998	1	The-praxisinstitute.com
1999	1	www.sunstate.edu
