university	collegetoolkit	name
1765	1	Nashotah House
1766	1	Northland College
1767	1	Ottawa University-Milwaukee
1768	1	Ripon College
1769	1	Saint Norbert College
1770	1	Silver Lake College
1771	1	University of Phoenix-Madison Campus
1772	1	University of Wisconsin-Eau Claire
1773	1	University of Wisconsin-La Crosse
1774	1	University of Wisconsin-Milwaukee
1775	1	University of Wisconsin-Whitewater
1776	1	Viterbo University
1777	1	Wisconsin School of Professional Psychology
1778	1	Blackhawk Technical College
1779	1	Chippewa Valley Technical College
1780	1	Fox Valley Technical College
1781	1	Lakeshore Technical College
1782	1	Northcentral Technical College
1783	1	Northeast Wisconsin Technical College
1784	1	Southwest Wisconsin Technical College
1785	1	University of Wisconsin Colleges
1786	1	College America-Denver
1787	1	Colorado Christian University
1788	1	Colorado Heights University
1789	1	Colorado School of Mines
1790	1	Colorado School of Traditional Chinese Medicine
1791	1	Colorado State University
1792	1	Denver Seminary
1793	1	Johnson & Wales University-Denver
1794	1	Jones International University
1795	1	Naropa University
1796	1	National American University-Colorado Springs
1797	1	National American University-Denver
1798	1	Regis University
1799	1	Remington College-Colorado Springs Campus
1800	1	Southwest Acupuncture College-Boulder
1801	1	United States Air Force Academy
1802	1	University of Denver
1803	1	University of Northern Colorado
1804	1	Western State College of Colorado
1805	1	Westwood College-Denver South
1806	1	Aims Community College
1807	1	Anthem College-Denver
1808	1	Arapahoe Community College
1809	1	Colorado School of Trades
1810	1	Community College of Denver
1811	1	Concorde Career Colleges
1812	1	Everest College-Aurora
1813	1	Everest College-Colorado Springs
1814	1	Everest College-Thornton
1815	1	Intellitec College-Colorado Springs
1816	1	Intellitec College-Grand Junction
1817	1	Kaplan College-Denver
1818	1	Lamar Community College
1819	1	Otero Junior College
1820	1	Pikes Peak Community College
1821	1	Pueblo Community College
1822	1	Redstone College
1823	1	University of Phoenix-Cheyenne Campus
1824	1	Casper College
1825	1	Eastern Wyoming College
1826	1	Laramie County Community College
1827	1	Northwest College
1828	1	Wyo Tech-Laramie
1829	1	Pacific Islands Bible College
1830	1	College of the Marshall Islands
1831	1	Bayamon Central University
1832	1	Caribbean University-Carolina
1833	1	Caribbean University-Ponce
1834	1	Colegio Universitario de San Juan
1835	1	EDP College of Puerto Rico Inc-San Sebastian
1836	1	Escuela de Artes Plasticas de Puerto Rico
1837	1	Inter American University of Puerto Rico-Barranquitas
1838	1	Inter American University of Puerto Rico-Fajardo
1839	1	Inter American University of Puerto Rico-School of Law
1840	1	John Dewey College-University Division
1841	1	Ponce School of Medicine
1842	1	Pontifical Catholic University of Puerto Rico-Arecibo
1843	1	Pontifical Catholic University of Puerto Rico-Mayaguez
1844	1	Pontifical Catholic University of Puerto Rico-Ponce
1845	1	San Juan Bautista School of Medicine
1846	1	Seminario Evangelico de Puerto Rico
1847	1	Universidad Central Del Caribe
1848	1	Universidad Del Turabo
1849	1	Universidad Metropolitana
1850	1	University of Phoenix-Puerto Rico Campus
1851	1	University of Puerto Rico at Cayey
1852	1	University of Puerto Rico in Ponce
1853	1	University of Puerto Rico-Bayamon
1854	1	University of Puerto Rico-Carolina
1855	1	University of Puerto Rico-Mayaguez
1856	1	University of Puerto Rico-Medical Sciences Campus
1857	1	University of Puerto Rico-Utuado
1858	1	University of Sacred Heart
1859	1	Centro de Estudios Multidisciplinarios
1860	1	EDIC College
1861	1	ICPR Junior College-Arecibo
1862	1	John Dewey College
1863	1	Mech-Tech College LLC
1864	1	Ramirez College of Business and Technology
1865	1	University of the Virgin Islands
1866	1	Albertus Magnus College
1867	1	Central Connecticut State University
1868	1	Charter Oak State College
1869	1	Eastern Connecticut State University
1870	1	Holy Apostles College and Seminary
1871	1	Lyme Academy College of Fine Arts
1872	1	Mitchell College
1873	1	Paier College of Art Inc
1874	1	Post University
1875	1	Saint Joseph College
1876	1	Southern Connecticut State University
1877	1	Trinity College
1878	1	United States Coast Guard Academy
1879	1	University of Bridgeport
1880	1	University of Connecticut-Stamford
1881	1	University of New Haven
1882	1	Capital Community College
1883	1	Gateway Community College
1884	1	Gibbs College
1885	1	Manchester Community College
1886	1	Northwestern Connecticut Community College
1887	1	Norwalk Community College
1888	1	Quinebaug Valley Community College
1889	1	Three Rivers Community College
1890	1	Tunxis Community College
1891	1	Goldey-Beacom College
1892	1	Wesley College
1893	1	Widener University-Delaware Campus
1894	1	Delaware College of Art and Design
1895	1	Delaware Technical and Community College-Owens
1896	1	Delaware Technical and Community College-Stanton-Wilmington
1897	1	Delaware Technical and Community College-Terry
1898	1	Georgetown University
1899	1	University of Phoenix-Washington DC Campus
1900	1	University of the District of Columbia
1901	1	Academy for Five Element Acupuncture
1902	1	AI Miami International University of Art and Design
1903	1	Ave Maria School of Law
1904	1	Ave Maria University
1905	1	Barry University
1906	1	Beacon College
1907	1	Bethune-Cookman University
1908	1	Broward College
1909	1	Carlos Albizu University-Miami Campus
1910	1	Chamberlain College of Nursing-Jacksonville Campus
1911	1	City College
1912	1	City College Branch Campus
1913	1	DeVry University-Florida
1914	1	Digital Media Arts College
1915	1	Embry Riddle Aeronautical University-Worldwide
1916	1	Everest University-Lakeland
1917	1	Everest University-Largo
1918	1	Everest University-Melbourne
1919	1	Everest University-North Orlando
1920	1	Everest University-Pompano Beach
1921	1	Everest University-Tampa
1922	1	Florida Agricultural and Mechanical University
1923	1	Florida Career College
1924	1	Florida College
1925	1	Florida College of Integrative Medicine
1926	1	Florida Memorial University
1927	1	Florida Southern College
1928	1	Herzing University
1929	1	Hobe Sound Bible College
1930	1	Hodges University
1931	1	International Academy of Design and Technology
1932	1	ITT Technical Institute-Fort Lauderdale
1933	1	ITT Technical Institute-Lake Mary
1934	1	Jacksonville University
1935	1	Jones College-Miami Campus
1936	1	Keiser University-Ft. Lauderdale
1937	1	Lynn University
1938	1	Northwest Florida State College
1939	1	Northwood University-Florida Education Center
1940	1	Nova Southeastern University
1941	1	Rasmussen College-Fort Myers
1942	1	Rasmussen College-Pasco County
1943	1	Remington College-Largo Campus
1944	1	Saint Thomas University
1945	1	Saint Vincent de Paul Regional Seminary
1946	1	Schiller International University
1947	1	South University-Tampa
1948	1	South University-West Palm Beach
1949	1	St. Petersburg Theological Seminary
1950	1	State College of Florida-Manatee-Sarasota
1951	1	Stetson University
1952	1	The University of Tampa
1953	1	Trinity International University
1954	1	University of Phoenix-Central Florida Campus
1955	1	University of Phoenix-North Florida Campus
1956	1	University of South Florida-St. Petersburg Campus
1957	1	Warner University
1958	1	Wolford College
1959	1	Yeshivah Gedolah Rabbinical College
1960	1	Americare School of Nursing
1961	1	ATI Career Training Center
1962	1	ATI College of Health
1963	1	Central Florida College
1964	1	Central Florida Community College
1965	1	Central Florida Institute
1966	1	Centura Institute
1967	1	College of Business and Technology
1968	1	College of Business and Technology-Flagler Campus
1969	1	College of Business and Technology-Hialeah Campus
1970	1	Dade Medical College
1971	1	Dade Medical College
1972	1	Everest Institute-North Miami
1973	1	Florida Career College
1974	1	Florida College of Natural Health
1975	1	Florida College of Natural Health
1976	1	Florida College of Natural Health
1977	1	Florida Keys Community College
1978	1	Florida Technical College of Jacksonville Inc
1979	1	Galen School of Nursing-Tampa Bay
1980	1	Golf Academy of America
1981	1	Gulf Coast College
1982	1	Gulf Coast Community College
1983	1	Heritage Institute-Jacksonville
1984	1	Hillsborough Community College
1985	1	Keiser Career College-Greenacres
1986	1	Key College
1987	1	Lake City Community College
1988	1	Lake-Sumter Community College
1989	1	Medvance Institute-Miami
1990	1	Medvance Institute-West Palm
1991	1	Miami Ad School
1992	1	Orlando Culinary Academy
1993	1	Polk State College
1994	1	Saint Johns River Community College
1995	1	Sanford-Brown Institute
1996	1	Seminole Community College
1997	1	South Florida Community College
1998	1	Southern Technical College
1999	1	Tallahassee Community College
