university	matchcollege	phone
1965	1	(904) 680-7700
1966	1	(813) 988-5131
1967	1	(407) 628-5870 x104
1968	1	(863) 680-4111
1969	1	(239) 513-1122
1970	1	(813) 881-0007
1971	1	(813) 885-2244
1972	1	(904) 256-8000
1973	1	(904) 743-1122
1974	1	(954) 776-4476
1975	1	(561) 237-7000
1976	1	(954) 262-7300
1977	1	(813) 935-5700
1978	1	(407) 646-2000
1979	1	(352) 588-8200
1980	1	(727) 736-5082
1981	1	(850) 263-3261
1982	1	(863) 638-1426
1983	1	(305) 653-8770 x2001
1984	1	(407) 831-9816
1985	1	(305) 273-4499 x1100
1986	1	(305) 644-1171
1987	1	(386) 267-0565
1988	1	(305) 949-9500
1989	1	(305) 893-0005
1990	1	(407) 275-9696
1991	1	(407) 438-6000
1992	1	(561) 683-1400
1993	1	(813) 654-4529
1994	1	(305) 362-9003
1995	1	(727) 848-8415
1996	1	(407) 657-5033
1997	1	(407) 331-3900 x1209
1998	1	(305) 642-4104
1999	1	(239) 278-1311
