university	collegeboard	website
1839	1	www.coastalcarolina.edu
1840	1	www.cochise.edu
1841	1	www.coconino.edu
1842	1	www.coe.edu
1843	1	www.colbycc.edu
1844	1	www.colby-sawyer.edu
1845	1	www.coleman.edu
1846	1	www.collegeforcreativestudies.edu
1847	1	www.cbshouston.edu
1848	1	www.cbt.edu
1849	1	www.cf.edu
1850	1	www.ccga.edu
1851	1	www.ccr.edu
1852	1	www.cod.edu
1853	1	www.collegeofidaho.edu
1854	1	www.clcillinois.edu
1855	1	www.cnr.edu
1856	1	www.ndm.edu
1857	1	www.cot.edu
1858	1	www.csm.edu
1859	1	www.csbsju.edu
1860	1	www.cse.edu
1861	1	www.csj.edu
1862	1	www.holycross.edu
1863	1	www.hmu.edu
1864	1	www.cofo.edu
1865	1	www.cva.edu
1866	1	www.cw.edu
1867	1	www.cwidaho.cc
1868	1	www.collegeamerica.edu
1869	1	www.collegeamerica.com
1870	1	www.collegeamerica.edu
1871	1	www.collin.edu
1872	1	www.coloradocollege.edu
1873	1	www.chu.edu
1874	1	www.cncc.edu
1875	1	www.schooloftrades.com
1876	1	www.coloradotech.edu
1877	1	www.ctukansascity.com
1878	1	www.columbiaco.edu
1879	1	www.columbiasc.edu
1880	1	www.gocolumbia.edu
1881	1	www.ccis.edu
1882	1	www.ccon.edu
1883	1	www.ciu.edu
1884	1	www.columbiasouthern.edu
1885	1	www.ccad.edu
1886	1	www.angelo.edu
1887	1	www.annamaria.edu
1888	1	www.avc.edu
1889	1	www.cscc.edu
1890	1	www.colstate.edu
1891	1	www.columbustech.org
1892	1	www.commonwealthinst.org
1893	1	www.ccac.edu
1894	1	www.ccbcmd.edu
1895	1	www.ccp.edu
1896	1	www.ccri.edu
1897	1	www.conception.edu
1898	1	www.concord.edu
1899	1	www.concorde.edu
1900	1	www.concorde.edu/kansas
1901	1	www.concorde.edu
1902	1	www.concordia-ny.edu
1903	1	www.concordiacollege.edu
1904	1	www.cune.edu
1905	1	www.cuchicago.edu
1906	1	www.cmpr.edu
1907	1	www.csb.edu
1908	1	www.contracosta.edu
1909	1	www.cooper.edu
1910	1	www.colin.edu
1911	1	www.coppin.edu
1912	1	www.corcoran.edu
1913	1	www.cornell.edu
1914	1	www.corning-cc.edu
1915	1	www.cornish.edu
1916	1	www.cccua.edu
1917	1	www.cottey.edu
1918	1	www.ccm.edu
1919	1	www.crid.com
1920	1	www.covenant.edu
1921	1	www.craftonhills.edu
1922	1	www.creighton.edu
1923	1	www.crossroadscollege.edu
1924	1	www.crc.edu
1925	1	www.culinaryinstitute.edu
1926	1	www.ciachef.edu
1927	1	www.cccnj.edu
1928	1	www.tri-c.edu
1929	1	www.tri-c.edu
1930	1	www.tri-c.edu
1931	1	www.cypresscollege.edu
1932	1	www.dslcc.edu
1933	1	www.daemen.edu
1934	1	www.dakotacollege.edu
1935	1	www.dbu.edu
1936	1	www.daltonstate.edu
1937	1	www.dacc.edu
1938	1	www.dcc.vccs.edu
1939	1	www.darton.edu
1940	1	www.davenport.edu
1941	1	www.hightechinstitute.edu
1942	1	www.hightechinstitute.edu
1943	1	www.antiochla.edu
1944	1	www.midwest.antioch.edu
1945	1	www.antiochsb.edu
1946	1	www.antiochseattle.edu
1947	1	www.davidsonccc.edu
1948	1	www.daviscollege.edu
1949	1	www.dawson.edu
1950	1	www.daymarcollege.edu
1951	1	www.samuelstephencollege.edu
1952	1	www.daymarcollege.edu
1953	1	www.dekalbtech.edu
1954	1	www.delmar.edu
1955	1	www.dcad.edu
1956	1	www.dtcc.edu
1957	1	www.dtcc.edu
1958	1	www.dtcc.edu
1959	1	www.delval.edu
1960	1	www.delta.edu
1961	1	www.deltastate.edu
1962	1	www.denison.edu
1963	1	www.denveracademy.edu
1964	1	www.depaul.edu
1965	1	www.disd.edu
1966	1	www.devry.edu
1967	1	www.devry.edu
1968	1	www.devry.edu
1969	1	www.devry.edu
1970	1	www.devry.edu
1971	1	www.devry.edu
1972	1	www.devry.edu
1973	1	www.dvc.edu
1974	1	www.dsu.nodak.edu
1975	1	www.dixie.edu/
1976	1	www.doane.edu
1977	1	www.dom.edu
1978	1	www.dominican.edu
1979	1	www.dacc.nmsu.edu
1980	1	www.donnelly.edu
1981	1	www.dordt.edu
1982	1	www.dec.edu
1983	1	www.drexel.edu
1984	1	www.drury.edu
1985	1	www.dbcollege.com
1986	1	www.dbcollege.com
1987	1	www.dbumn.edu
1988	1	www.dunlap-stone.edu
1989	1	www.duq.edu
1990	1	www.durhamtech.edu
1991	1	www.earlham.edu
1992	1	www.eacc.edu
1993	1	www.eastcentral.edu
1994	1	www.ecok.edu
1995	1	www.ega.edu
1996	1	www4.esu.edu
1997	1	www.etsu.edu
1998	1	www.etbu.edu
1999	1	www.easternct.edu
