job	hotjobs	location
1459	1	Newton, MA &#8226; Boston, MA
1460	1	Sunnyvale, CA &#8226; Santa Clara, CA
1461	1	Pasadena, CA &#8226; Glendale, CA
1462	1	Cambridge, MA &#8226; Somerville, MA
1463	1	San Francisco, CA &#8226; Brisbane, CA
1464	1	Palo Alto, CA &#8226; San Jose, CA
1465	1	San Jose, CA &#8226; Sunnyvale, CA
1466	1	Concord, NH &#8226; Lebanon, NH
1467	1	Bellevue, WA &#8226; Seattle, WA
1468	1	El Segundo, CA &#8226; Los Angeles, CA
1469	1	Bellevue, WA &#8226; Seattle, WA
1470	1	Burbank, CA &#8226; Monterey Park, CA
1471	1	Clearwater, FL &#8226; Tampa, FL
1472	1	Mountain View, CA
1473	1	North Hollywood, CA &#8226; Toluca Lake, CA
1474	1	San Jose, CA
1475	1	West Palm Beach, FL &#8226; Palm Beach Gardens, FL
1476	1	Kirkwood, MO &#8226; Hillsboro, MO
1477	1	New York, NY &#8226; Manhattan, NY
1478	1	Mountain View, CA &#8226; Sunnyvale, CA
1479	1	Culver City, CA &#8226; Los Angeles, CA
1480	1	Santa Clara, CA &#8226; San Jose, CA
1481	1	Foxboro, MA &#8226; Providence, RI
1482	1	Irvine, CA
1483	1	Culver City, CA &#8226; Inglewood, CA
1484	1	Charlotte, NC &#8226; Gastonia, NC
1485	1	Burbank, CA &#8226; Universal City, CA
1486	1	New Haven, CT &#8226; Fairfield, CT
1487	1	New York, NY &#8226; Boston, MA
1488	1	Seattle, WA &#8226; Bellevue, WA
1489	1	Gardena, CA &#8226; Torrance, CA
1490	1	Hartford, CT
1491	1	St Louis, MO &#8226; Clayton, MO
1492	1	Boston, MA &#8226; New York, NY
1493	1	San Francisco, CA &#8226; South San Francisco, CA
1494	1	Sacramento, CA &#8226; Stockton, CA
1495	1	Blytheville, AR &#8226; Memphis, TN
1496	1	Atlanta, GA &#8226; Augusta, GA
1497	1	Campbell, CA &#8226; Cupertino, CA
1498	1	Anaheim, CA &#8226; Los Angeles, CA
1499	1	Columbus, OH &#8226; Cleveland, OH
1500	1	Irving, TX &#8226; Dallas, TX
1501	1	Hollywood, CA &#8226; Burbank, CA
1502	1	Bloomingdale, IL &#8226; Schaumburg, IL
1503	1	Chantilly, VA &#8226; Reston, VA
1504	1	New York, NY &#8226; Manhattan, NY
1505	1	San Francisco, CA &#8226; South San Francisco, CA
1506	1	Lexington, MA &#8226; Boston, MA
1507	1	Newark, CA &#8226; San Jose, CA
1508	1	Santa Monica, CA &#8226; Century City, CA
1509	1	Jackson, MS &#8226; Madison, MS
1510	1	Arlington, VA &#8226; Vienna, VA
1511	1	Seattle, WA &#8226; Cupertino, CA
1512	1	Hollywood, CA &#8226; Los Angeles, CA
1513	1	Washington, DC &#8226; Columbia, MD
1514	1	Norwood, MA &#8226; Dedham, MA
1515	1	New York, NY &#8226; Manhattan, NY
1516	1	Houston, TX &#8226; Sugar Land, TX
1517	1	Dix Hills, NY &#8226; Commack, NY
1518	1	Pasadena, CA
1519	1	Chino, CA &#8226; Pomona, CA
1520	1	San Bruno, CA
1521	1	Reston, VA &#8226; Washington, DC
1522	1	Telford, PA &#8226; Quakertown, PA
1523	1	New York, NY &#8226; Hoboken, NJ
1524	1	Newton, MA &#8226; Boston, MA
1525	1	San Diego, CA &#8226; Irvine, CA
1526	1	Fort Meade, MD &#8226; Annapolis Junction, MD
1527	1	Arlington, VA &#8226; Vienna, VA
1528	1	Dallas, TX &#8226; Arlington, TX
1529	1	Boston, MA &#8226; Cambridge, MA
1530	1	Stamford, CT &#8226; Norwalk, CT
1531	1	Chantilly, VA &#8226; Reston, VA
1532	1	San Rafael, CA &#8226; Woodacre, CA
1533	1	Salem, OR &#8226; Portland, OR
1534	1	San Bruno, CA
1535	1	Fairfax, VA &#8226; Falls Church, VA
1536	1	Detroit, MI &#8226; Toledo, OH
1537	1	San Bruno, CA
1538	1	Phoenix, AZ &#8226; Scottsdale, AZ
1539	1	San Rafael, CA &#8226; South San Francisco, CA
1540	1	Palo Alto, CA &#8226; San Jose, CA
1541	1	Los Angeles, CA &#8226; Van Nuys, CA
1542	1	San Jose, CA &#8226; Sunnyvale, CA
1543	1	Lexington, MA &#8226; Burlington, MA
1544	1	Orem, UT &#8226; Provo, UT
1545	1	Baltimore, MD &#8226; Arlington, VA
1546	1	Venice, CA &#8226; Playa Del Rey, CA
1547	1	Boston, MA &#8226; Charlotte, NC
1548	1	New York, NY &#8226; Norwalk, CT
1549	1	Irvine, CA &#8226; Lake Forest, CA
1550	1	Norwalk, CT &#8226; Stamford, CT
1551	1	Fort Meade, MD &#8226; Columbia, MD
1552	1	Sunnyvale, CA &#8226; Berkeley, CA
1553	1	Santa Clara, CA &#8226; San Jose, CA
1554	1	Sunnyvale, CA &#8226; San Jose, CA
1555	1	Lakewood, NJ &#8226; Toms River, NJ
1556	1	Boston, MA &#8226; Lawrence, MA
1557	1	Sunnyvale, CA &#8226; Cupertino, CA
1558	1	Newark, CA &#8226; San Jose, CA
1559	1	San Jose, CA &#8226; Oakland, CA
1560	1	Boston, MA &#8226; Cambridge, MA
1561	1	Chicago, IL &#8226; Atlanta, GA
1562	1	New York, NY &#8226; Boston, MA
1563	1	New York, NY &#8226; Manhattan, NY
1564	1	Irvine, CA &#8226; Tustin, CA
1565	1	Santa Monica, CA &#8226; Culver City, CA
1566	1	Bridgewater, NJ &#8226; Somerville, NJ
1567	1	Pasadena, CA &#8226; Glendale, CA
1568	1	Jersey City, NJ &#8226; New York, NY
1569	1	Omaha, NE
1570	1	Baton Rouge, LA &#8226; Baker, LA
1571	1	Cleveland, OH &#8226; Lakewood, OH
1572	1	Waterbury, CT &#8226; New Haven, CT
1573	1	Boston, MA &#8226; Burlington, MA
1574	1	Melville, NY &#8226; Hicksville, NY
1575	1	Santa Monica, CA &#8226; Culver City, CA
1576	1	Reston, VA &#8226; Mclean, VA
1577	1	Los Angeles, CA &#8226; Culver City, CA
1578	1	Woonsocket, RI &#8226; Lincoln, RI
1579	1	Austin, TX &#8226; West Lake Hills, TX
1580	1	Century City, CA &#8226; Culver City, CA
1581	1	Irvine, CA &#8226; Newport Beach, CA
1582	1	Seattle, WA &#8226; San Francisco, CA
1583	1	Las Vegas, NV &#8226; Los Angeles, CA
1584	1	Cambridge, MA &#8226; Boston, MA
1585	1	Santa Monica, CA
1586	1	New York, NY &#8226; Newark, NJ
1587	1	North Hollywood, CA &#8226; Toluca Lake, CA
1588	1	Irvine, CA &#8226; Santa Ana, CA
1589	1	San Francisco, CA &#8226; South San Francisco, CA
1590	1	Washington, DC &#8226; Arlington, VA
1591	1	San Francisco, CA &#8226; San Mateo, CA
1592	1	Arlington, VA &#8226; Falls Church, VA
1593	1	Andover, MA &#8226; Methuen, MA
1594	1	Sunnyvale, CA &#8226; Mountain View, CA
1595	1	New York, NY &#8226; Manhattan, NY
1596	1	West Hollywood, CA &#8226; Marina Del Rey, CA
1597	1	Arlington, VA &#8226; Falls Church, VA
1598	1	Glendale, CA
1599	1	Cupertino, CA &#8226; Campbell, CA
1600	1	Bethesda, MD &#8226; Washington, DC
1601	1	Hoboken, NJ &#8226; Newark, NJ
1602	1	Chamblee, GA &#8226; Atlanta, GA
1603	1	Van Nuys, CA &#8226; North Hollywood, CA
1604	1	Sterling, VA &#8226; Quantico, VA
1605	1	San Buenaventura (ventura), CA &#8226; Camarillo, CA
1606	1	Elkhart, IN &#8226; Mishawaka, IN
1607	1	San Jose, CA &#8226; Sunnyvale, CA
1608	1	Colorado Springs, CO
1609	1	New York, NY &#8226; New York, NY
1610	1	Mountain View, CA
1611	1	Irvine, CA &#8226; Laguna Hills, CA
1612	1	Longmont, CO &#8226; Loveland, CO
1613	1	Tustin, CA &#8226; Costa Mesa, CA
1614	1	San Juan Capistrano, CA &#8226; Laguna Niguel, CA
1615	1	Boulder, CO &#8226; Denver, CO
1616	1	Van Nuys, CA &#8226; Santa Monica, CA
1617	1	Charlotte, NC &#8226; Cleveland, OH
1618	1	Boston, MA &#8226; Cambridge, MA
1619	1	Oakton, VA
1620	1	South Bend, IN &#8226; Granger, IN
1621	1	Covington, KY &#8226; Cincinnati, OH
1622	1	Oakton, VA
1623	1	Newbury Park, CA &#8226; Thousand Oaks, CA
1624	1	San Diego, CA &#8226; Poway, CA
1625	1	Milwaukee, WI &#8226; Brookfield, WI
1626	1	Los Angeles, CA &#8226; Burbank, CA
1627	1	Fontana, CA &#8226; Riverside, CA
1628	1	Santa Clarita, CA &#8226; Valencia, CA
1629	1	Arlington, VA &#8226; Baltimore, MD
1630	1	San Francisco, CA &#8226; South San Francisco, CA
1631	1	Santa Monica, CA
1632	1	Fort Meade, MD &#8226; Jessup, MD
1633	1	Boston, MA &#8226; Cambridge, MA
1634	1	Beverly Hills, CA &#8226; Los Angeles, CA
1635	1	Washington, DC &#8226; Arlington, VA
1636	1	Santa Monica, CA &#8226; Ventura, CA
1637	1	Spring, TX &#8226; Conroe, TX
1638	1	Dallas, TX
1639	1	Silver Spring, MD
1640	1	Norcross, GA
1641	1	San Jose, CA
1642	1	Essex, MD
1643	1	Santa Clara, CA
1644	1	Westlake Village, CA
1645	1	Washington, DC
1646	1	Sunnyvale, CA
1647	1	Fort Lauderdale, FL
1648	1	North East, NY
1649	1	Washington, DC &#8226; Fairfax, VA
1650	1	Miami, FL
1651	1	Sunnyvale, CA
1652	1	Indianapolis, IN
1653	1	Washington, DC
1654	1	Sunnyvale, CA
1655	1	Indianapolis, IN
1656	1	Milwaukee, WI
1657	1	New York, NY
1658	1	Miami, FL &#8226; Orlando, FL
1659	1	Redwood City, CA &#8226; San Francisco, CA
1660	1	Santa Monica, CA &#8226; Los Angeles, CA
1661	1	Weston, MA &#8226; Cambridge, MA
1662	1	Hoboken, NJ &#8226; Newark, NJ
1663	1	Graton, CA &#8226; Santa Rosa, CA
1664	1	Burlington, MA &#8226; Cambridge, MA
1665	1	Irvine, CA &#8226; Laguna Hills, CA
1666	1	Oklahoma City, OK &#8226; Norman, OK
1667	1	Irvine, CA &#8226; Long Beach, CA
1668	1	San Jose, CA
1669	1	Tarzana, CA &#8226; Reseda, CA
1670	1	Manhattan, NY &#8226; New York, NY
1671	1	Vienna, VA &#8226; Mclean, VA
1672	1	Dallas, TX &#8226; Houston, TX
1673	1	Encino, CA &#8226; Santa Monica, CA
1674	1	Mountain View, CA &#8226; Sunnyvale, CA
1675	1	Cambridge, MA &#8226; Boston, MA
1676	1	Springfield, VA &#8226; Alexandria, VA
1677	1	Los Angeles, CA &#8226; San Jose, CA
1678	1	Santa Monica, CA &#8226; Culver City, CA
1679	1	San Francisco, CA &#8226; South San Francisco, CA
1680	1	New York, NY &#8226; Manhattan, NY
1681	1	Reseda, CA &#8226; Sherman Oaks, CA
1682	1	Santa Ana, CA &#8226; Irvine, CA
1683	1	Tampa, FL &#8226; Brandon, TX
1684	1	Los Angeles, CA &#8226; Beverly Hills, CA
1685	1	San Francisco, CA &#8226; Berkeley, CA
1686	1	Boston, MA &#8226; New York, NY
1687	1	San Jose, CA &#8226; Santa Clara, CA
1688	1	Canonsburg, PA &#8226; Pittsburgh, PA
1689	1	Orlando, FL &#8226; Cleveland, OH
1690	1	Denver, CO &#8226; Colorado Springs, CO
1691	1	Columbia, MD &#8226; Laurel, MD
1692	1	Chicago, IL &#8226; Naperville, IL
1693	1	Laurel, MD &#8226; Fort Meade, MD
1694	1	Huntsville, AL &#8226; Birmingham, AL
1695	1	Minneapolis, MN &#8226; Pittsburgh, PA
1696	1	Westlake Village, CA &#8226; Thousand Oaks, CA
1697	1	Burlington, MA &#8226; Waltham, MA
1698	1	Dallas, TX &#8226; Fort Worth, TX
1699	1	New York, NY &#8226; Manhattan, NY
1700	1	Pawtucket, RI &#8226; Lincoln, RI
1701	1	Newark, NJ &#8226; Hoboken, NJ
1702	1	Tampa, FL &#8226; Huntsville, AL
1703	1	Norwood, MA &#8226; Dedham, MA
1704	1	Fort Meade, MD &#8226; Maryland City, MD
1705	1	Philadelphia, PA &#8226; Trenton, NJ
1706	1	Costa Mesa, CA &#8226; Irvine, CA
1707	1	West Hollywood, CA &#8226; Culver City, CA
1708	1	Vernon, CT &#8226; Manchester, CT
1709	1	San Francisco, CA &#8226; Daly City, CA
1710	1	Pasadena, CA &#8226; Glendale, CA
1711	1	Campbell, CA &#8226; San Jose, CA
1712	1	Ithaca, NY &#8226; New York, NY
1713	1	Kansas City, MO &#8226; Overland Park, KS
1714	1	San Antonio, TX &#8226; Alamo Heights, TX
1715	1	Mclean, VA &#8226; Arlington, VA
1716	1	Carson, CA &#8226; Palos Verdes Estates, CA
1717	1	Portland, ME &#8226; Portsmouth, NH
1718	1	Wayne, PA
1719	1	Boston, MA &#8226; Woburn, MA
1720	1	Tampa, FL &#8226; Clearwater, FL
1721	1	New York, NY &#8226; Manhattan, NY
1722	1	Washington, DC &#8226; Bethesda, MD
1723	1	San Jose, CA &#8226; Sunnyvale, CA
1724	1	San Jose, CA &#8226; Portland, OR
1725	1	Canton, OH &#8226; Akron, OH
1726	1	New York, NY &#8226; Manhattan, NY
1727	1	Dallas, TX &#8226; Fort Worth, TX
1728	1	Detroit, MI &#8226; Farmington Hills, MI
1729	1	Philadelphia, PA &#8226; Camden, NJ
1730	1	Boston, MA &#8226; Cambridge, MA
1731	1	Boston, MA &#8226; Woburn, MA
1732	1	Orlando, FL &#8226; Apopka, FL
1733	1	Palo Alto, CA &#8226; San Jose, CA
1734	1	Boston, MA &#8226; Cambridge, MA
1735	1	Taunton, MA &#8226; Middleboro, MA
1736	1	Totowa, NJ &#8226; Paterson, NJ
1737	1	Seattle, WA &#8226; Bellevue, WA
1738	1	Boston, MA &#8226; Atlanta, GA
1739	1	Boston, MA &#8226; Cambridge, MA
1740	1	San Francisco, CA &#8226; South San Francisco, CA
1741	1	Lincoln, NE &#8226; Omaha, NE
1742	1	Kirkland, WA &#8226; Portland, OR
1743	1	San Francisco, CA &#8226; Daly City, CA
1744	1	Detroit, MI &#8226; Lansing, MI
1745	1	Brockton, MA &#8226; Canton, MA
1746	1	Fitchburg, MA &#8226; Leominster, MA
1747	1	New York, NY &#8226; Chicago, IL
1748	1	Schenectady, NY &#8226; Albany, NY
1749	1	San Jose, CA &#8226; Sunnyvale, CA
1750	1	Union, NJ &#8226; Summit, NJ
1751	1	Cambridge, MA &#8226; Boston, MA
1752	1	Irvine, CA &#8226; Tustin, CA
1753	1	New York, NY &#8226; Brooklyn, NY
1754	1	San Diego, CA &#8226; Chula Vista, CA
1755	1	Foxboro, MA &#8226; Providence, RI
1756	1	Rockville, MD &#8226; North Bethesda, MD
1757	1	San Francisco, CA &#8226; San Mateo, CA
1758	1	Boston, MA &#8226; Atlanta, GA
1759	1	Westlake Village, CA &#8226; Van Nuys, CA
1760	1	Mclean, VA &#8226; Arlington, VA
1761	1	North Hollywood, CA &#8226; Toluca Lake, CA
1762	1	Santa Monica, CA &#8226; Culver City, CA
1763	1	San Bruno, CA
1764	1	Alpharetta, GA &#8226; Middletown, NJ
1765	1	El Dorado Hills, CA
1766	1	Santa Ana, CA &#8226; Irvine, CA
1767	1	San Francisco, CA &#8226; Oakland, CA
1768	1	San Jose, CA
1769	1	Pasadena, CA &#8226; Burbank, CA
1770	1	Charlotte, NC
1771	1	Herndon, VA
1772	1	Boston, MA &#8226; Mooresville, NC
1773	1	New York, NY &#8226; Manhattan, NY
1774	1	Seattle, WA &#8226; Bellevue, WA
1775	1	Mission Viejo, CA &#8226; Irvine, CA
1776	1	Jersey City, NJ
1777	1	Scotts Valley, CA &#8226; Boulder Creek, CA
1778	1	Culver City, CA &#8226; Los Angeles, CA
1779	1	Lowell, MA &#8226; Fitchburg, MA
1780	1	New York, NY &#8226; Manhattan, NY
1781	1	Huntington Beach, CA &#8226; Garden Grove, CA
1782	1	Irvine, CA &#8226; Riverside, CA
1783	1	Huntsville, AL &#8226; Birmingham, AL
1784	1	Vienna, VA
1785	1	Mountain View, CA
1786	1	El Segundo, CA &#8226; Los Angeles, CA
1787	1	Palo Alto, CA &#8226; South San Francisco, CA
1788	1	Newport Beach, CA &#8226; Santa Ana, CA
1789	1	Santa Monica, CA &#8226; Los Angeles, CA
1790	1	Houston, TX &#8226; Dallas, TX
1791	1	Rapid City, SD &#8226; Pierre, SD
1792	1	San Francisco, CA &#8226; Oakland, CA
1793	1	Chicago, IL &#8226; St Louis, MO
1794	1	Raleigh, NC &#8226; Durham, NC
1795	1	Woodland Hills, CA &#8226; Agoura Hills, CA
1796	1	West L.a., CA &#8226; Culver City, CA
1797	1	Manhattan, NY &#8226; New York, NY
1798	1	Cambridge, MA &#8226; Boston, MA
1799	1	Santa Monica, CA
1800	1	Boston, MA &#8226; Stamford, CT
1801	1	San Bruno, CA
1802	1	Richmond, VA &#8226; Fairfax, VA
1803	1	Irving, TX &#8226; Dallas, TX
1804	1	Montecito, CA &#8226; Oxnard, CA
1805	1	Los Angeles, CA &#8226; Beverly Hills, CA
1806	1	New York, NY &#8226; Boston, MA
1807	1	San Jose, CA &#8226; Santa Clara, CA
1808	1	Hawthorne, CA &#8226; Los Angeles, CA
1809	1	North Haven, CT &#8226; New Haven, CT
1810	1	Newark, NJ &#8226; Hoboken, NJ
1811	1	Minneapolis, MN &#8226; St Paul, MN
1812	1	Irvine, CA &#8226; Mission Viejo, CA
1813	1	Dallas, TX &#8226; Houston, TX
1814	1	New York, NY &#8226; Manhattan, NY
1815	1	Palo Alto, CA &#8226; Sunnyvale, CA
1816	1	Los Angeles, CA &#8226; Beverly Hills, CA
1817	1	Brooklyn, NY &#8226; Long Island City, NY
1818	1	Fort Meade, MD &#8226; Severn, MD
1819	1	Sunnyvale, CA &#8226; Menlo Park, CA
1820	1	Mooresville, NC &#8226; Charlotte, NC
1821	1	Marlborough, MA &#8226; Boston, MA
1822	1	Mountain View, CA &#8226; Sunnyvale, CA
1823	1	San Bruno, CA
1824	1	Columbia, MD
1825	1	Hackensack, NJ &#8226; Englewood, NJ
1826	1	Los Angeles, CA &#8226; Beverly Hills, CA
1827	1	Washington, DC &#8226; Columbia, MD
1828	1	Santa Monica, CA &#8226; Culver City, CA
1829	1	Washington, DC &#8226; Bethesda, MD
1830	1	Milpitas, CA &#8226; San Jose, CA
1831	1	Westlake Village, CA &#8226; Thousand Oaks, CA
1832	1	Boston, MA &#8226; Chelsea, MA
1833	1	Los Angeles, CA &#8226; Santa Monica, CA
1834	1	Sunnyvale, CA &#8226; San Jose, CA
1835	1	Denver, CO &#8226; Charleston, SC
1836	1	Reston, VA &#8226; Mclean, VA
1837	1	New York, NY &#8226; Newark, NJ
1838	1	San Rafael, CA &#8226; South San Francisco, CA
1839	1	Los Angeles, CA &#8226; Santa Monica, CA
1840	1	Knoxville, TN &#8226; Nashville, TN
1841	1	Baltimore, MD &#8226; Vienna, VA
1842	1	New York, NY &#8226; Manhattan, NY
1843	1	Irvine, CA &#8226; Newport Beach, CA
1844	1	Santa Clara, CA &#8226; Sunnyvale, CA
1845	1	New York, NY &#8226; Manhattan, NY
1846	1	Boston, MA &#8226; New York, NY
1847	1	Austin, TX &#8226; Clovis, CA
1848	1	Beverly Hills, CA &#8226; Culver City, CA
1849	1	Irvine, CA &#8226; Anaheim, CA
1850	1	Stafford, TX
1851	1	Sunnyvale, CA
1852	1	Madison, WI
1853	1	Chicago, IL
1854	1	San Jose, CA
1855	1	Dallas, TX
1856	1	San Francisco, CA
1857	1	New York, NY
1858	1	Research Triangle Park, NC
1859	1	Boston, MA
1860	1	Chesapeake, VA
1861	1	Fresno, CA
1862	1	Cypress, TX
1863	1	Sacramento, CA
1864	1	San Antonio, TX
1865	1	Oakland, CA
1866	1	Houston, TX
1867	1	Reston, VA
1868	1	Plainfield, IN
1869	1	Centreville, VA &#8226; Herndon, VA
1870	1	Los Angeles, CA &#8226; Santa Monica, CA
1871	1	Cheektowaga, NY &#8226; West Seneca, NY
1872	1	Hollywood, CA &#8226; Burbank, CA
1873	1	Edinburg, TX &#8226; Pharr, TX
1874	1	Chicago, IL &#8226; Glenview, IL
1875	1	Loveland, CO &#8226; Fort Collins, CO
1876	1	Philadelphia, PA &#8226; Conshohocken, PA
1877	1	Palo Alto, CA &#8226; San Jose, CA
1878	1	Santa Clara, CA &#8226; Sunnyvale, CA
1879	1	Santa Monica, CA &#8226; Culver City, CA
1880	1	San Jose, CA &#8226; Austin, TX
1881	1	Atlanta, GA &#8226; Marietta, MS
1882	1	Washington, DC &#8226; Arlington, VA
1883	1	Long Beach, CA &#8226; Gardena, CA
1884	1	Birmingham, AL &#8226; Denver, CO
1885	1	Berkeley, CA &#8226; Oakland, CA
1886	1	Pittsburgh, PA &#8226; Canonsburg, PA
1887	1	Mountain View, CA &#8226; Palo Alto, CA
1888	1	Sunnyvale, CA
1889	1	Mercer Island, WA &#8226; Redmond, WA
1890	1	Marlborough, MA &#8226; Westborough, MA
1891	1	Raleigh, NC &#8226; Durham, NC
1892	1	Chicago, IL &#8226; Oak Park, IL
1893	1	Costa Mesa, CA &#8226; Tustin, CA
1894	1	Escondido, CA &#8226; Poway, CA
1895	1	Hoboken, NJ &#8226; Manhattan, NY
1896	1	Omaha, NE &#8226; Lincoln, NE
1897	1	Santa Clara, CA &#8226; San Jose, CA
1898	1	Madera, CA &#8226; Merced, CA
1899	1	Dallas, TX &#8226; Irving, TX
1900	1	Fort Meade, MD &#8226; Odenton, MD
1901	1	Boston, MA &#8226; Manchester, NH
1902	1	Century City, CA &#8226; Culver City, CA
1903	1	St Louis, MO &#8226; St Charles, MO
1904	1	Redwood City, CA
1905	1	Plano, TX
1906	1	Santa Clara, CA
1907	1	Santa Clara, CA
1908	1	Santa Clara, CA &#8226; Plano, TX
1909	1	Bridgewater, NJ
1910	1	New York, NY
1911	1	Sacramento, CA
1912	1	Vienna, VA
1913	1	San Jose, CA
1914	1	San Jose, CA
1915	1	Irving, TX
1916	1	San Jose, CA
1917	1	Irvine, CA
1918	1	Mountain View, CA
1919	1	Renton, WA
1920	1	Orem, UT
1921	1	Urbandale, IA
1922	1	Irvine, CA
1923	1	East Syracuse, NY
1924	1	East Syracuse, NY
1925	1	Mountain View, CA
1926	1	Portland, OR
1927	1	San Jose, CA
1928	1	Andover, MA
1929	1	Mountain View, CA
1930	1	San Jose, CA
1931	1	Andover, MA
1932	1	New York, NY &#8226; San Jose, CA
1933	1	Renton, WA
1934	1	New York, NY
1935	1	Greenwood, MS
1936	1	Raleigh, NC
1937	1	Kansas City, MO
1938	1	San Diego, CA
1939	1	King Of Prussia, PA
1940	1	King Of Prussia, PA
1941	1	Jersey City, NJ
1942	1	Jersey City, NJ
1943	1	Silver Spring, MD
1944	1	Oakton, VA
1945	1	Plainfield, IN
1946	1	Greenwich, CT
1947	1	Raleigh, NC
1948	1	Mountain View, CA
1949	1	Mountain View, CA
1950	1	Mountain View, CA
1951	1	Mountain View, CA
1952	1	Sunnyvale, CA
1953	1	Irvine, CA
1954	1	Raleigh, NC
1955	1	Raleigh, NC
1956	1	Long Beach, CA
1957	1	Raleigh, NC
1958	1	Sunnyvale, CA
1959	1	Jersey City, NJ
1960	1	Albany, NY
1961	1	Houston, TX &#8226; Las Vegas, NV
1962	1	Atlanta, GA
1963	1	Memphis, TN
1964	1	Orrville, OH
1965	1	Butte, MT
1966	1	Yakima, WA
1967	1	Jackson, WY
1968	1	Erie, PA
1969	1	Atlanta, GA
1970	1	Lincoln, NE
1971	1	Lincoln, NE
1972	1	Dayton, OH
1973	1	Flagstaff, AZ
1974	1	Stamford, CT
1975	1	Lincoln, NE
1976	1	Bismarck, ND
1977	1	St Louis, MO
1978	1	Irving, TX
1979	1	Boston, MA
1980	1	Augusta, GA
1981	1	Santa Clara, CA
1982	1	New York, NY
1983	1	Mt Laurel, NJ
1984	1	Madison, WI
1985	1	Boston, MA
1986	1	Bismarck, ND
1987	1	San Francisco, CA
1988	1	Normal, IL
1989	1	Conyers, GA
1990	1	New York, NY
1991	1	Madison, WI
1992	1	El Segundo, CA &#8226; Los Angeles, CA
1993	1	Newark, NJ
1994	1	Billings, MT
1995	1	Palo Alto, CA
1996	1	San Bruno, CA
1997	1	Montrose, CO
1998	1	Milwaukee, WI
1999	1	Lewistown, MT
