job	job	location
1825	1	Chicago, Illinois
1826	1	New Carrollton, Maryland
1827	1	New Carrollton, Maryland
1828	1	Chicago, Illinois
1829	1	New York, New York
1830	1	Minneapolis, Minnesota
1831	1	Hartford, Connecticut
1832	1	Glen Mills, Pennsylvania
1833	1	Shakopee, Minnesota
1834	1	Shelton, Connecticut
1835	1	San Francisco, California
1836	1	Dresher, Pennsylvania
1837	1	Shelton, Connecticut
1838	1	Boston, Massachusetts
1839	1	Hartford, Connecticut
1840	1	Farmington, Michigan
1841	1	Miami, Florida
1842	1	Palo Alto, California
1843	1	Washington, District Of Columbia
1844	1	Boston, Massachusetts
1845	1	Quakertown, Pennsylvania
1846	1	San Francisco, California
1847	1	Columbia, Maryland
1848	1	WASHINGTON, District Of Columbia
1849	1	Norwalk, Connecticut
1850	1	Princeton, New Jersey
1851	1	Baltimore, Maryland
1852	1	New York, New York
1853	1	PASADENA, California
1854	1	Alpharetta, Georgia
1855	1	Mesa, Arizona
1856	1	Lyndhurst, New Jersey
1857	1	Eatontown, New Jersey
1858	1	Chelmsford, Massachusetts
1859	1	San Diego, California
1860	1	Aberdeen, Maryland
1861	1	Ada, Michigan
1862	1	Phoenix, Arizona
1863	1	MORRIS PLAINS, New Jersey
1864	1	WOODLAWN, Maryland
1865	1	West Conshohocken, Pennsylvania
1866	1	Washington, District Of Columbia
1867	1	WOODLAWN, Maryland
1868	1	Palo Alto, California
1869	1	Overland Park, Kansas
1870	1	Palo Alto, California
1871	1	New York, New York
1872	1	Columbia, Maryland
1873	1	Brecksville, Ohio
1874	1	Philadelphia, Pennsylvania
1875	1	Annapolis Junction, Maryland
1876	1	Fort Meade, Maryland
1877	1	CHICAGO, Illinois
1878	1	San Carlos, California
1879	1	Calabasas, California
1880	1	Atlanta, Georgia
1881	1	Frankfort, Kentucky
1882	1	Atlanta, Georgia
1883	1	Washington, District Of Columbia
1884	1	Boston, Massachusetts
1885	1	Alameda, California
1886	1	Hunt Valley, Maryland
1887	1	Fort Lauderdale, Florida
1888	1	Cincinnati, Ohio
1889	1	Boston, Massachusetts
1890	1	Roswell, Georgia
1891	1	Frankfort, Kentucky
1892	1	Gaithersburg, Maryland
1893	1	Redwood Shores, California
1894	1	Waltham, Massachusetts
1895	1	San Francisco, California
1896	1	Washington, District Of Columbia
1897	1	Columbia, Maryland
1898	1	Frankfort, Kentucky
1899	1	Jefferson City, Missouri
1900	1	Worcester, Massachusetts
1901	1	Springfield, Illinois
1902	1	Cleveland, Ohio
1903	1	Washington, District Of Columbia
1904	1	Pasadena, California
1905	1	Chesterbrook, Pennsylvania
1906	1	Washington, District Of Columbia
1907	1	Atlanta, Georgia
1908	1	San Rafael, California
1909	1	Peterson AFB, Colorado
1910	1	District of Columbia-Washington/Metro
1911	1	Mountain View, California
1912	1	St. Louis, Missouri
1913	1	District of Columbia-Washington/Metro
1914	1	Laurel, Maryland
1915	1	Fort George G Meade, Maryland
1916	1	Oceanport, New Jersey
1917	1	Germantown, Maryland
1918	1	Fort Knox, Kentucky
1919	1	Fort George G Meade, Maryland
1920	1	Fort George G Meade, Maryland
1921	1	Fort George G Meade, Maryland
1922	1	Fort George G Meade, Maryland
1923	1	Millersville, Maryland
1924	1	New York, New York
1925	1	San Mateo, California
1926	1	Washington, District Of Columbia
1927	1	Chicago, Illinois
1928	1	Atlanta, Georgia
1929	1	Chicago, Illinois
1930	1	San Francisco, California
1931	1	Rockville, Maryland
1932	1	Washington, District Of Columbia
1933	1	Atlanta, Georgia
1934	1	Chicago, Illinois
1935	1	San Diego, California
1936	1	Maryland
1937	1	Fairfield, New Jersey
1938	1	San Jose, California
1939	1	New York, New York
1940	1	Minneapolis, Minnesota
1941	1	New York, New York
1942	1	San Francisco, California
1943	1	Tampa, Florida
1944	1	Orlando, Florida
1945	1	Los Angeles, California
1946	1	Saddle River, New Jersey
1947	1	San Jose, California
1948	1	Boston, Massachusetts
1949	1	New York, New York
1950	1	San Francisco, California
1951	1	Washington, District Of Columbia
1952	1	New York, New York
1953	1	Parsippany, New Jersey
1954	1	New York, New York
1955	1	Detroit, Michigan
1956	1	Albany, New York
1957	1	Rancho Cordova, California
1958	1	New York, New York
1959	1	Emeryville, California
1960	1	Highlands Ranch, Colorado
1961	1	Foster City, California
1962	1	Foster City, California
1963	1	Emeryville, California
1964	1	Foster City, California
1965	1	Washington, District Of Columbia
1966	1	Wellesley, Massachusetts
1967	1	Boston, Massachusetts
1968	1	Detroit, Michigan
1969	1	Salinas, California
1970	1	New York, New York
1971	1	Tampa, Florida
1972	1	Boston, Massachusetts
1973	1	San Jose, California
1974	1	New York, New York
1975	1	New York, New York
1976	1	Santa Ana, California
1977	1	Littleton, Massachusetts
1978	1	Washington, District Of Columbia
1979	1	Washington, District Of Columbia
1980	1	Bolling Afb, District Of Columbia
1981	1	ANNAPOLIS JUNCTION, Maryland
1982	1	Phoenix, Arizona
1983	1	New York, New York
1984	1	Orange, California
1985	1	Santa Monica, California
1986	1	Pleasanton, California
1987	1	Redwood City, California
1988	1	San Francisco, California
1989	1	Phoenix, Arizona
1990	1	Philadelphia, Pennsylvania
1991	1	Rockville, Maryland
1992	1	Edison, New Jersey
1993	1	Bensenville, Illinois
1994	1	Sunnyvale, California
1995	1	Indianapolis, Indiana
1996	1	Fremont, California
1997	1	Sunnyvale, California
1998	1	San Jose, California
1999	1	Mountain View, California
