job	jobtarget	title
1444	1	Assistant Category Manager-Meat
1445	1	Assistant Category Manager-Bakery
1446	1	Assistant Category Manager-Produce
1447	1	Director of Public Relations
1448	1	Business Operations Manager
1449	1	Accounts Payable Associate
1450	1	General Manager
1451	1	Sr. Analytics Analyst
1452	1	Bookkeeper, Part Time to Full Time
1453	1	FileMaker Developer
1454	1	Process Improvement Specialist
1455	1	Product Management (Contract to Hire)
1456	1	Management Information Systems
1457	1	Operations Manager Chicopee
1458	1	ACCOUNTANT
1459	1	Director of Corporate and Foundation Relations
1460	1	Pharmacy Network & Sourcing Manager
1461	1	Engineer
1462	1	Pharmacy Network & Sourcing Manager
1463	1	Ambulatory Applications Manager
1464	1	Program Specialist, WCT (Job #2010-14-1)
1465	1	Pharmacy Network & Sourcing Manager
1466	1	Pharmacy Network & Sourcing Manager
1467	1	Pharmacy Network & Sourcing Manager
1468	1	Associate Director of Major Gifts
1469	1	Sr. Engineer, Quality Assurance (MS-SQL)
1470	1	Oracle Applications Developer
1471	1	Research Technician - Out of Print
1472	1	RN Case Manager Home Health
1473	1	Audit Manager
1474	1	Medical Billing AR Representative II
1475	1	Public Sector - Financial Management - Director
1476	1	Tax Professional
1477	1	SEC Reporting Analyst
1478	1	OPPS Coding Auditor
1479	1	Strategic Customer Consultant
1480	1	Exposition Sales Manager
1481	1	SENIOR ENGINEER - C & S
1482	1	ALL POSITIONS NEEDED
1483	1	Direct Sales Rep
1484	1	Technical Analyst
1485	1	Behavioral Skills Trainer
1486	1	Clinical Systems Analyst
1487	1	Dosimetrist
1488	1	Primary Clinician
1489	1	Executive Director
1490	1	Coc Coord/Cancer Registrar
1491	1	Sustainable Design Specialist
1492	1	Admin Asst.
1493	1	Administrative Assistant
1494	1	Platform Integration Lead - PA5-1376
1495	1	J2EE Developer
1496	1	IT Architect
1497	1	Enterprise Services Pre-Sales Consultant V- (All US Locations) (PIPELINE)
1498	1	Sharepoint Solutions Architect
1499	1	Tax Manager
1500	1	CIO Advisory P&SI - BSI Business Support Systems Technology Manager
1501	1	PSFS - BPO - Network LAN Specialist
1502	1	IP Litigation Paralegal
1503	1	Principal On-Site Support Engineer (San Diego, CA)
1504	1	Public Relations, Marketing, and Development Manager
1505	1	Clinical Nurse B
1506	1	Assistant Professor of Computer Science
1507	1	Business Development Specialist Corpus Christi
1508	1	LEED Forms Associate
1509	1	USST R&D CMP Engineer, Expert
1510	1	USST R&D CMP Engineer, Expert
1511	1	USST R&D CMP Engineer, Expert
1512	1	Senior Systems Engineer SP10-182
1513	1	HIM-Systems Analyst
1514	1	Engineer (Test Equipment Engineer)
1515	1	Operations & Facilities Manager
1516	1	Customer Service Ambassador
1517	1	Pro Bono Legal Specialist
1518	1	Senior Financial Aid Counselor/Named & Endowed Scholarships Program
1519	1	Research Scientist
1520	1	Nursing Instructor
1521	1	Director, Fraternal Values Society
1522	1	Group Director of Student Finance-Northeast
1523	1	Cyberknife Physicist
1524	1	HIT Adjunct Instructor
1525	1	Service & Facilities Administrator
1526	1	Service & Facilities Administrator
1527	1	International Logistics Coordinator
1528	1	Faculty
1529	1	Funding - Wholesale/CAD Funder (20101157)
1530	1	Financial Assistant
1531	1	Histotechnologist
1532	1	Administrative Assistant
1533	1	Research Associate
1534	1	Tax and Payroll Specialist
1535	1	Collector
1536	1	Senior Mechanical Engineer
1537	1	Cash Management Coordinator
1538	1	Production Fabrication Supervisor
1539	1	Administrative AssistantTemp
1540	1	Customer Account Specialist
1541	1	Manufacturing Ops Assoc III
1542	1	SAP FICO Functional Configurator Lead
1543	1	Data Center Transformation Program Manager- IC (PL-09)
1544	1	Health & Life Sciences Global Consulting Sales Leader (USA or Canada Based)
1545	1	Health & Life Sciences (Digital Hospital) Consulting Sales - East US (Boston, New York)
1546	1	Health & Life Sciences (Digital Hospital) Consulting Sales - Central or West USA (CHICAGO, DALLAS, SEATTLE)
1547	1	.Net Developer- Must be a US Citizen- Secret Clearance Required
1548	1	Oracle Developer- Philadelphia, PA- Secret Clearance Required
1549	1	Data Engineer IV
1550	1	Pension & Insurance Account Manager
1551	1	EAM Enterprise Asset Management Senior Associate
1552	1	SENIOR PROJECT MANAGER, STUDENT INFORMATION SYSTEM (SIS) - Office of the Executive Vice President
1553	1	Assurance Manager (Orange County
1554	1	Assurance Manager - NTech
1555	1	Assurance Senior Associate - NTech
1556	1	Assurance Associate - NTech
1557	1	Tax Manager - ISG
1558	1	Tax Director - SALT S&U
1559	1	Health Infomation Technical Lead
1560	1	Clinical Quality Data Coordinator
1561	1	Clinical Quality Data Coordinator
1562	1	Circulation Supervisor
1563	1	Administrative Assistant #8969
1564	1	Staff Assistant #8972
1565	1	Assistant/Associate Director, School Development #8974
1566	1	Pre-Sales Engineer, Southeast
1567	1	Client Services Executive
1568	1	Paralegal II
1569	1	Nursing Instructor
1570	1	Financial Aid Assistant
1571	1	SVP, Engineering
1572	1	Public Relations Manager
1573	1	Consultant
1574	1	PSFS - BPO - IT Hardware/Software Specialist
1575	1	Business Systems Analyst - External Clients
1576	1	Software Engineer (303763-787)
1577	1	Interior Designer
1578	1	Account Manager, Southeast Enterprise
1579	1	Plant Engineer
1580	1	Director of Development (Jones Graduate School of Business)
1581	1	Manager, Quality Programs - Projects
1582	1	Director of Faculty Research Computing Services
1583	1	Assistant Professor - Construction Management & Civil Engineering Technology
1584	1	Director of Global Sourcing and Supply Chain
1585	1	Various Engineering Positions
1586	1	Insurance Programs Specialist
1587	1	Project Manager- Legal Services
1588	1	Security Officer
1589	1	Manufacturing Technology/Welding Adjunct Instructor
1590	1	Senior Researcher - Job 6376
1591	1	Mechanical Estimator
1592	1	Jr Accountant
1593	1	Plant Engineer
1594	1	SAP CRM Analyst
1595	1	Insurance Sales and Branch Operations Manager
1596	1	Tax Accountant at POET's Corporate Office
1597	1	Director of Financial Aid
1598	1	Director Analytics & MIS
1599	1	Remote Coding Position
1600	1	Provider Network Executive
1601	1	Senior SAP Business One Consultant
1602	1	STAFF ASSISTANT - LLM Program, The Fletcher School
1603	1	Email Analyst
1604	1	C406 - Plans Reviewer
1605	1	Commercial Lines Underwriter - Centennial - 17299
1606	1	Lead Teacher
1607	1	Property Manager
1608	1	International File Reader
1609	1	Student Support Specialist - Learning
1610	1	Regional Sales Representative
1611	1	Part time Event/Media Technician Video
1612	1	Manager, Circulation Services
1613	1	FUNDS CONTROLLER/SENIOR ACCOUNTANT/nf
1614	1	Supply Chain Manager
1615	1	Cost Analyst
1616	1	Human Resources Generalist
1617	1	Sr. Analyst I -APC
1618	1	Application System Administrator, Blackboard
1619	1	Financial Analyst
1620	1	MATHEMATICS FACULTY (2 POSITIONS)
1621	1	FUNDS CONTROLLER/SENIOR ACCOUNTANT/nf
1622	1	Information Assurance Analyst 3 (FISMA & HIPAA) Compliance Controls Specialist
1623	1	Controller
1624	1	Supervisor Sales Supt Mgmt II (GRADUATE)
1625	1	Federal Tax Manager
1626	1	Senior Systems/Software Engineer
1627	1	Play Explorer
1628	1	Customer Service (Logistics group)
1629	1	Tax Manager - ISG
1630	1	Tax Manager
1631	1	Application Analyst- Record to Report
1632	1	Tax Manager
1633	1	Tax Senior Associate
1634	1	Tax Manager
1635	1	Director, Financial Aid Operations
1636	1	Supply Chain IT OTM Developer (Master)
1637	1	Supply Chain IT - OTM Developer (Master)
1638	1	Mainframe Application DBA
1639	1	Business Operations Manager I
1640	1	Technical Solutions Rep II
1641	1	Technical Solutions Rep III
1642	1	Technology Services Sales Specialist Global Accounts - Agilent, Con-way, Starbucks (Western USA)
1643	1	Development Manager
1644	1	Chief Information Officer
1645	1	Corporate Tax Senior Associate
1646	1	Corporate Tax Senior Associate
1647	1	Corporate Tax Senior Associate
1648	1	Corporate Tax Manager
1649	1	Technical Operations Coordinator
1650	1	IT/ HELP DESK Contract Position
1651	1	Developer / Programmer
1652	1	Test Engineer
1653	1	College Grads! - Administrative Assistants!
1654	1	PROGRAMMER ANALYST
1655	1	DRG Documentation Specialist - VA
1656	1	Museum Exhibit Designer
1657	1	Executive Administrative Assistant
1658	1	CREATIVE MARKETING ASSISTANT (518739)
1659	1	Office Manager - Jack of all Trades (517398)
1660	1	Desktop Support (518961)
1661	1	Collections & A/R Specialist
1662	1	CAD Technician
1663	1	Account Development
1664	1	SAP SCM Business Manager
1665	1	SAP Basis Administrator
1666	1	OnBase Online Customer Support Representative
1667	1	PSFS - BPO - IT Hardware/Software Specialist
1668	1	Research Software Application Developers
1669	1	Data Analyst - Family & Social Medicine
1670	1	Java Software Engineer FS Poly*
1671	1	Senior Java Software Engineer (303589-787)
1672	1	IT Developer/Engineer IV
1673	1	Computer Systems Analyst/Programmer
1674	1	Senior IT Developer (Procurement/Ariba)
1675	1	Clinical Informatics Physician
1676	1	IT Developer/Engineer V
1677	1	PSFS - BPO - IT Hardware/Software Specialist
1678	1	Powertrain Electronics/Controls System Architect
1679	1	Software Engineer (Entry Level)
1680	1	IT Developer/Engineer III (Procurement/Java)
1681	1	Firmware Development Engineer
1682	1	AutoCAD Coordinator
1683	1	Systems Software Programmer
1684	1	Systems/Software Engr V
1685	1	Senior Staff Software Engineer
1686	1	Senior SW Engineer (Senior Android Software Engineer)
1687	1	Project Manager
1688	1	Senior SW Engineer (Senior Android Software Engineer)
1689	1	Operations Infrastructure Engineer
1690	1	Sr. Software Development Engineer (Notebooks)
1691	1	Software Application Security Consultant ? BTO Applications - HP Software & Solutions (New York City, NY)
1692	1	Software Engineer - Java, Unix, C++
1693	1	Principal Performance Engineer
1694	1	Desktop Support Technician
1695	1	Software Designer V
1696	1	Analyst - Business & Finance Information Systems
1697	1	Senior Applications Manager
1698	1	Senior Software Test Engineer
1699	1	Technical Documentation and Training Specialist
1700	1	Networking Systems/Software Test Engineer
1701	1	Web & Mobile Software Quality Engineer
1702	1	Mgr Systems/Software Engr I
1703	1	Senior Oracle/Web/ Java Developer - Secret Clearance Required - Arlington, VA
1704	1	Software Designer V
1705	1	Mid-level Software Developer - Customer Statement Group
1706	1	Web Software Engineer / Web GUI Developer
1707	1	Systems/Software Engr V
1708	1	Web & Mobile Software Quality Engineer
1709	1	Software Designer V
1710	1	ASA/FSA with modeling/db software experience - North Carolina - #32234
1711	1	Software Developer Mobile Applications
1712	1	Visual Designer
1713	1	Customer Evangelist Manager (CEM)- HP Software BTO Premier Support- Anywhere in the US
1714	1	.Net C# Developer/Engineer II
1715	1	Project Manager - Software Development
1716	1	Software Validation Specialist 3
1717	1	Software Prog Specialist
1718	1	Solutions Architect/Software Development Engineer
1719	1	Web & Mobile Software Quality Engr.-#18473
1720	1	Web & Mobile Software Quality Engineer
1721	1	Web & Mobile Software Quality Engineer
1722	1	Web & Mobile Software Quality Engineer
1723	1	Siebel Infrastructure Admisnitrator
1724	1	Systems/Software Engr V
1725	1	Senior Staff Software Engineer
1726	1	Staff Software Engineer
1727	1	Systems/Software Engr V
1728	1	*Global Solutions Center Systems/Software Engr V
1729	1	Senior Software Engineer
1730	1	InstallShield/Software Application Manager
1731	1	IT Developer / Engineer (.Net)
1732	1	IT Developer/Engineer IV (JAVA)
1733	1	Project Manager
1734	1	Developer
1735	1	Flex Software Development Engineer (HP Converged Infrastructure Management)
1736	1	R&D Embedded SW Engineer
1737	1	JAVA SOFTWARE ENGINEER
1738	1	JAVA SOFTWARE ENGINEER
1739	1	Software Engineer - CE2-1418
1740	1	Senior Software Engineer - CE4-1417
1741	1	Sr. IT Analyst, Regulatory Compliance
1742	1	Systems/Software Engr V
1743	1	Writing Systems Software Engineer V
1744	1	Software Engineer V ? Java Development and Sustaining
1745	1	Lab Support Specialist III
1746	1	C#, .NET, SQL Software Engr VI
1747	1	Customer Account Manager
1748	1	Software Developer - Cloud provisioning, monitoring, and management, PL
1749	1	Genetics Product Analyst
1750	1	IT Developer/Engineer IV - Data Archiving
1751	1	Systems Analyst / Software Developer
1752	1	Master UI Designer
1753	1	Business Intelligence Manager
1754	1	IT SAP Finance Developer/Configurator/Analyst (Pipeline)
1755	1	Web Software Developer*
1756	1	Systems/Software Engr V
1757	1	Embedded SW Engineer
1758	1	Java Software Engineer
1759	1	IT Developer (.Net/SQL)
1760	1	IT Developer (.Net)
1761	1	IT Developer (.Net)
1762	1	IT Developer (.Net/SQL)
1763	1	IT Architect -
1764	1	Systems/Software Engr V - BIOS/Firmware
1765	1	Scientific Software Development in Computational Biochemistry
1766	1	Director of Exposition Marketing
1767	1	Windows Administrator - Hardware, OS, Active Directory, DNS
1768	1	Senior Software Developer
1769	1	Web & Mobile Software Quality Engr.-#18473
1770	1	Senior Developer for Content Management and Publishing
1771	1	IT Developer/Engineer III
1772	1	Principal SW Architect, Senior Embedded SW Developer
1773	1	Software Presales Technical Client Consultant IV, HP SW
1774	1	IT Developer SW Engineer IV
1775	1	Senior Staff Software Development Engineer (Lead Architect)
1776	1	Software Development Engineer
1777	1	Software Development Engineer
1778	1	Software Engineer - Device Driver
1779	1	Sr. Application Developer (10989BR)
1780	1	PSG COM IT - J2EE GUI Developer/Engineer III (replacement requisition)
1781	1	Sr. Systems/Software Engr
1782	1	Senior Software/Information Testing Lead
1783	1	Java, Services Developer/Engineer V
1784	1	Microsoft .Net Developer III
1785	1	Global Product Marketing Manager
1786	1	Software Marketing Strategist (Engr Program Mgr)
1787	1	Web Architect Front End Localization (Site/Search/Content management/Scalability & Performance)
1788	1	Implementation Consultant
1789	1	Product Quality Assurance Analyst
1790	1	USST R&D CSI Engineer, Expert
1791	1	USST R&D CSI Engineer, Expert
1792	1	Future Product Manager for Commercial Print Modules
1793	1	Technical Writer
1794	1	Sr. SQA Engineer (Con-2-hire)
1795	1	Software Developer
1796	1	Senior System Administrator
1797	1	Mgr Systems/Software Engr IV
1798	1	Chief Architect V / Enterprise Level SW Apps.(Tele-work plus Travel)
1799	1	Linux Administrator - System Administration
1800	1	Systems Coordinator for Financial Assistance
1801	1	Quality Assurance Analyst
1802	1	Software Testing Specialist
1803	1	Facilities Planning and Real Estate Group Manager
1804	1	AIC Test Officer - CE3-1412
1805	1	Call Center Manager
1806	1	Systems/Software Engr V
1807	1	EXECUTIVE COMMUNICATION MANAGER - III
1808	1	OnBase Online Systems Automation and Integration Developer
1809	1	Systems/Software Engr V
1810	1	Business Intelligence Report Developer with OBIEE/APCC
1811	1	3D Geospatial Analyst TS/SCI
1812	1	Project Manager
1813	1	Field Technician
1814	1	Technical Consultant (multiple levels) in Datawarehouse Testing - HP Software Professional Services
1815	1	Systems/Network Administrator Engineer
1816	1	Svc Info Developer III
1817	1	Postdoctoral Researcher
1818	1	Marketing Coordinator
1819	1	Technical Specialist for SAP - BW Development
1820	1	Business Analyst/ Tester (Software Applications)
1821	1	Svc Info Developer II
1822	1	HP Software Prof Svcs Application Security Delivery Consultant (Anywhere in the US)
1823	1	Technical Editor
1824	1	Clinical Training Specialist
1825	1	Corporate Affairs Manager
1826	1	Ariba Engineer
1827	1	IT Developer/Engineer II
1828	1	Software Testing Lead/Manager
1829	1	Business Intelligence Architect (Business Objects) - HP Software Anywhere in U.S. (Pipeline)
1830	1	Business Intelligence Architect (Business Objects) - HP Software Anywhere in U.S. (Pipeline)
1831	1	Business Intelligence Architect (COGNOS) - HP Software (anywhere in U.S.) Pipeline
1832	1	Business Intelligence Architect (OBIEE) - (HP Software) Anywhere in U.S. (Pipeline)
1833	1	Business Intelligence Architect (COGNOS) - HP Software (anywhere in U.S.) Pipeline
1834	1	Business Intelligence Architect (OBIEE) - (HP Software) Anywhere in U.S. (Pipeline)
1835	1	IT Developer/Engineer IV
1836	1	Program Management Manager
1837	1	Director of Information Technology
1838	1	ETL Technical Lead
1839	1	IT Technical Lead
1840	1	Estimator
1841	1	System Firmware Development Engineer
1842	1	Business Systems Analyst (BSA)
1843	1	Inside Sales Representative
1844	1	Managing/Copy Editor
1845	1	Litigation Support Analyst
1846	1	Administrative Assistant to Director of Policy
1847	1	System/Software Engr VI
1848	1	Embedded Software Engineer
1849	1	Account Manager, Financial Services
1850	1	Senior Software Development Manager
1851	1	Software Sales Representative North America
1852	1	Software Java Developer R&D HP Software
1853	1	Software Application Security Consultant ? BTO Applications - - HP Software & Solutions (New York City, NY)
1854	1	Systems Adminstration and Systems Programming I or II
1855	1	Senior Associate - Java / J2EE - Developer
1856	1	Instructional Developer
1857	1	USST R&D CMP Project Manager
1858	1	Staff Engineer-Warehouse & Logistics
1859	1	Advanced Modeling & Simulation Developer
1860	1	Dist. Tech. - SW Designer
1861	1	Coordinator, Financial Aid Operations
1862	1	DATABASE, REPORTING & WORKFLOW DEVELOPER
1863	1	Designer/Systems Analyst
1864	1	Designer/Systems Analyst
1865	1	USST R&D CSI Architect
1866	1	DESKTOP SUPPORT SPECIALIST / SENIOR DESKTOP SUPPORT SPECIALIST - Information Technology Services
1867	1	USST R&D CSI Project Manager
1868	1	Supply Chain Analyst
1869	1	Senior Storage Firmware Engineer
1870	1	Technical Support Engineer
1871	1	Network Specialist. Data Analyses
1872	1	Sr. Data Integration (Informatica) Reporting SW Eng
1873	1	EHR Business Development Representative
1874	1	Web Programmer/ Architect
1875	1	Recruiting Director
1876	1	Systems Engineer - SE4-1425
1877	1	PeopleSoft/Oracle Database Administrator
1878	1	.NET Developer w/ 3 - 5 years of experience (Boston, MA area)
1879	1	Developer, CM
1880	1	Space Inventory & CAD Systems Manager(113549)
1881	1	IT Systems Administrator
1882	1	Inside Sales Representative
1883	1	Senior Sales Engineer
1884	1	Experienced Contract Recruiter
1885	1	Senior Enterprise Architect
1886	1	Functional Acctg./Finance Sr. Consultant (French Speaking)- 10PSAE021
1887	1	Client Infrastructure and Microsoft Practice Manager - USPS- (Federal Intel clearance required)
1888	1	Windows Desktop Technology Consultant IV
1889	1	Account Manager
1890	1	Release Manager
1891	1	Faculty Positions - Department of Information and Communication Engineering
1892	1	PeopleSoft Dev.
1893	1	Customer End to End QA Lead for Cloud Services, (PL)
1894	1	Senior Engineer, Power Design - P&C
1895	1	Senior Engineer, Power Design - P&C
1896	1	IT Developer/Engineer IV
1897	1	Sr. SAP FI (Finance) IT Analyst / Configuration Expert
1898	1	3M HIS Clinical Development Analyst
1899	1	Post-Doctoral Researcher
1900	1	QA Lead for Back Office
1901	1	QA KVS
1902	1	San Storage Architect/Engineer
1903	1	Senior Associate - Java / J2EE - Developer
1904	1	Flash Programmer/Game Designer
1905	1	Software Application Security Consultant ? BTO Applications - - HP Software & Solutions (San Francisco/Bay Area, CA)
1906	1	Software Application Security Consultant ? BTO Applications - HP Software & Solutions (Chicago, IL)
1907	1	Software Development and Acquisition Support Branch Manager - OM1-1429
1908	1	Senior Software Engineer
1909	1	Sr. Software Engineer - Common Architecture Services
1910	1	GUI Designer
1911	1	Sales Strategy and Planning - Program and Project Manager
1912	1	Principal Sciences Facilities Planner
1913	1	PeopleSoft Developer
1914	1	INFORMATION SECURITY OPERATIONS TEAM LEAD - University Information Technology
1915	1	Product Marketing Specialist/Manager
1916	1	HPC Storage Administrator
1917	1	Clinical Systems Analyst
1918	1	Computer Lab Instructor Assistant
1919	1	Field Technical Support Rep III - LTE
1920	1	IT Developer/Engineer
1921	1	Sr. Director, Information Technology
1922	1	Objective-C developer with Mac OSX development experience
1923	1	C/C++ developer with Linux development experience
1924	1	User Experience (Ux) Designer
1925	1	Team Lead
1926	1	User Interface Application Developer
1927	1	Engr Program Mgr II (Enterprise Server Firmware development)
1928	1	Computer Operator-Applications Administrator
1929	1	Litigation Technology Specialist
1930	1	Staff Assistant, SharePoint Systems Administrator
1931	1	Manager II EDS Pre-Sales
1932	1	Sr .NET Developer/Lead
1933	1	Research Associate 1 HSS
1934	1	Assoc Engineer II (Test Equipment Engineer)
1935	1	Wildlife Biometrician
1936	1	ASSISTANT DIRECTOR FOR INFORMATION TECHNOLOGY - Ginn Library, The Fletcher School
1937	1	Readership Research Associate
1938	1	Information Technology Support Specialist
1939	1	Svc Info Developer III
1940	1	SAP Basis Administrator
1941	1	Application Developer, Master
1942	1	Revenue Analysis Manager
1943	1	Windows Administrator - Exchange/Active Directory
1944	1	Practice Support Specialist
1945	1	Lead Technical Development Specialist
1946	1	Svc Info Developer II
1947	1	Office Communicator Server Administrator
1948	1	SVP-Professional Services
1949	1	Sr. Integrated Auditor
1950	1	SENIOR INFORMATION TECHNOLOGY CONTRACTS ADMINISTRATOR - University Information Technology
1951	1	.NET Software Engineer - HPSW Information Management - Andover, MA
1952	1	Software Developer - Java Development and Maintenance
1953	1	Software Engineer
1954	1	Software Engineer
1955	1	Systems/Software Engr II (Graduate)
1956	1	Accountant
1957	1	DENTAL RECEPTIONIST-BILINGUAL
1958	1	Communications Associate
1959	1	Solution Architect
1960	1	Job 1592 Building Security Systems Engineer VI
1961	1	AS400 RPG developer/programmer with COH and DOH knowledge (Order Handling, Invoice, Billing)
1962	1	Svc Info Developer IV / Subject Matter Expert
1963	1	Oracle Data Base Admin
1964	1	Business Systems Analyst
1965	1	Applications Support Programmer
1966	1	Principal Electrical Engineer
1967	1	Product Marketing Director - Solar Tools
1968	1	Test Engineer
1969	1	Technology Consultant IV (TPF System Engineer)
1970	1	Technology Consultant IV (TPF System Engineer)
1971	1	Test Engineer - Testing and Quality Assurance*
1972	1	Fiber Optics System Test Engineer
1973	1	GIS Programmer - Lead
1974	1	Product Support Manager
1975	1	Analytic Scientist
1976	1	Professional Services Project/Program Manager (Multiple Positions)
1977	1	Systems Analyst
1978	1	Professional Services Business Analyst (Multiple Positions)
1979	1	CIO Advisory P&SI - IT Cloud Computing Technologies Manager
1980	1	BW Architect
1981	1	Solution Architect ? Document Automation ? Consulting Services
1982	1	Svc Info Developer II
1983	1	Supervisor Financial Systems
1984	1	Web Manager
1985	1	SAP ABAP Developers
1986	1	Director of Financial Aid
1987	1	Director of Financial Aid
1988	1	iMIS Technical Consultant
1989	1	Dir, Compliance
1990	1	H-1 System/Test Engineer - SE3-1399
1991	1	Marketing Analyst
1992	1	Systems Tester - TA4-1424
1993	1	System Firmware/System BIOS Development Engineer
1994	1	MFGPRO/Progress Developer
1995	1	IT Architect / Data Modeller
1996	1	Web Content Manager
1997	1	'Contract' SQL Server DBA
1998	1	Marketing Director
1999	1	EHR Manager/Integrated Care Coordinator
