job	rightitjobs	date_posted
1552	1	2010-01-12 11:59:54
1553	1	2010-01-12 11:56:02
1554	1	2010-01-12 11:50:01
1555	1	2010-01-12 11:47:52
1556	1	2010-01-12 11:47:24
1557	1	2010-01-12 11:43:45
1558	1	2010-01-12 11:43:13
1559	1	2010-01-12 11:40:44
1560	1	2010-01-12 11:38:22
1561	1	2010-01-12 11:36:42
1562	1	2010-01-12 11:36:10
1563	1	2010-01-12 11:34:47
1564	1	2010-01-12 11:33:43
1565	1	2010-01-12 11:33:14
1566	1	2010-01-12 11:33:01
1567	1	2010-01-12 11:31:47
1568	1	2010-04-08 02:56:34
1569	1	2010-04-08 02:24:50
1570	1	2010-04-08 02:12:29
1571	1	2010-04-08 01:52:32
1572	1	2010-04-08 01:50:11
1573	1	2010-01-12 11:30:58
1574	1	2010-01-12 11:30:27
1575	1	2010-01-12 11:29:25
1576	1	2010-01-12 11:28:12
1577	1	2010-01-12 11:25:21
1578	1	2010-01-12 11:24:39
1579	1	2010-01-12 11:23:58
1580	1	2010-01-12 11:17:47
1581	1	2010-01-12 11:17:05
1582	1	2010-01-12 11:16:54
1583	1	2010-01-12 11:15:40
1584	1	2010-01-12 11:11:43
1585	1	2010-01-12 11:10:22
1586	1	2010-01-12 11:09:35
1587	1	2010-01-12 11:02:47
1588	1	2010-01-12 11:01:54
1589	1	2010-01-12 11:01:12
1590	1	2010-01-12 10:59:47
1591	1	2010-01-12 10:59:30
1592	1	2010-01-12 10:58:40
1593	1	2010-01-12 10:55:08
1594	1	2010-01-12 10:54:17
1595	1	2010-01-12 10:48:21
1596	1	2010-01-12 10:48:19
1597	1	2010-01-12 10:46:05
1598	1	2010-01-12 10:43:26
1599	1	2010-01-12 10:43:07
1600	1	2010-01-12 10:40:40
1601	1	2010-01-12 10:33:25
1602	1	2010-01-12 10:33:20
1603	1	2010-01-12 10:29:40
1604	1	2010-01-12 10:27:21
1605	1	2010-01-12 10:26:50
1606	1	2010-01-12 10:26:38
1607	1	2010-01-12 10:23:09
1608	1	2010-01-12 10:19:46
1609	1	2010-01-12 10:12:10
1610	1	2010-01-12 10:11:09
1611	1	2010-01-12 10:10:24
1612	1	2010-01-12 10:09:55
1613	1	2010-01-12 10:08:59
1614	1	2010-01-12 10:06:54
1615	1	2010-01-12 10:06:20
1616	1	2010-01-12 10:01:27
1617	1	2010-01-12 09:59:00
1618	1	2010-01-12 09:58:07
1619	1	2010-01-12 09:56:44
1620	1	2010-01-12 09:54:40
1621	1	2010-01-12 09:54:01
1622	1	2010-01-12 09:52:40
1623	1	2010-01-12 09:43:06
1624	1	2010-01-12 09:39:55
1625	1	2010-01-12 09:38:07
1626	1	2010-01-12 08:17:51
1627	1	2010-01-12 08:12:26
1628	1	2010-04-08 01:36:12
1629	1	2010-04-08 01:27:49
1630	1	2010-04-08 01:13:43
1631	1	2010-04-08 01:04:38
1632	1	2010-04-08 00:53:26
1633	1	2010-04-08 00:46:59
1634	1	2010-01-12 08:08:14
1635	1	2010-01-12 08:05:10
1636	1	2010-01-12 08:02:28
1637	1	2010-01-12 07:59:37
1638	1	2010-01-12 07:59:27
1639	1	2010-01-12 07:59:21
1640	1	2010-01-12 07:58:28
1641	1	2010-01-12 07:55:37
1642	1	2010-01-12 07:55:13
1643	1	2010-01-12 07:52:55
1644	1	2010-01-12 07:52:26
1645	1	2010-01-12 07:51:13
1646	1	2010-04-08 00:33:11
1647	1	2010-04-08 00:19:22
1648	1	2010-04-06 09:57:45
1649	1	2010-05-20 01:32:58
1650	1	2010-05-20 01:32:28
1651	1	2010-05-20 01:31:53
1652	1	2010-05-20 00:22:28
1653	1	2010-05-19 00:54:14
1654	1	2010-05-19 00:52:56
1655	1	2010-04-06 09:46:26
1656	1	2010-04-06 09:26:25
1657	1	2010-04-06 09:23:36
1658	1	2010-04-06 09:21:02
1659	1	2010-04-02 14:26:43
1660	1	2010-04-02 14:11:21
1661	1	2010-04-02 13:14:45
1662	1	2010-04-02 13:12:51
1663	1	2010-04-02 13:06:33
1664	1	2010-04-02 12:52:25
1665	1	2010-04-02 12:29:32
1666	1	2010-04-02 12:16:55
1667	1	2010-04-02 11:50:27
1668	1	2010-04-02 11:47:18
1669	1	2010-04-02 11:32:47
1670	1	2010-04-02 11:29:40
1671	1	2010-04-02 11:26:51
1672	1	2010-04-02 11:15:57
1673	1	2010-04-02 10:41:50
1674	1	2010-04-02 10:34:44
1675	1	2010-04-02 10:20:40
1676	1	2010-04-02 10:18:47
1677	1	2010-04-01 15:07:28
1678	1	2010-04-01 15:00:57
1679	1	2010-04-01 14:55:02
1680	1	2010-04-01 14:39:52
1681	1	2010-04-01 14:34:53
1682	1	2010-04-01 14:20:08
1683	1	2010-04-01 14:01:57
1684	1	2010-04-01 13:36:34
1685	1	2010-04-01 13:26:26
1686	1	2010-04-01 13:11:57
1687	1	2010-04-01 13:10:38
1688	1	2010-04-01 12:40:48
1689	1	2010-04-01 12:35:45
1690	1	2010-04-01 12:30:21
1691	1	2010-04-01 12:27:35
1692	1	2010-04-01 12:14:37
1693	1	2010-04-01 12:04:47
1694	1	2010-05-19 00:27:15
1695	1	2010-05-19 00:25:01
1696	1	2010-05-17 00:53:00
1697	1	2010-05-17 00:50:12
1698	1	2010-04-01 10:41:44
1699	1	2010-03-31 14:11:09
1700	1	2010-03-31 13:53:11
1701	1	2010-03-31 13:36:13
1702	1	2010-03-31 13:34:52
1703	1	2010-03-31 13:18:56
1704	1	2010-03-31 13:10:07
1705	1	2010-03-31 13:07:56
1706	1	2010-03-31 13:03:22
1707	1	2010-03-31 12:52:16
1708	1	2010-03-31 12:48:29
1709	1	2010-03-31 12:33:11
1710	1	2010-03-31 11:56:03
1711	1	2010-03-31 11:49:35
1712	1	2010-03-31 11:41:43
1713	1	2010-03-31 11:41:01
1714	1	2010-03-31 11:32:30
1715	1	2010-03-31 11:19:14
1716	1	2010-03-31 11:18:26
1717	1	2010-03-31 11:12:05
1718	1	2010-03-31 11:06:57
1719	1	2010-03-31 11:04:22
1720	1	2010-03-31 10:41:35
1721	1	2010-03-31 10:35:19
1722	1	2010-03-31 10:31:12
1723	1	2010-03-31 10:27:52
1724	1	2010-03-31 10:23:21
1725	1	2010-03-31 10:20:30
1726	1	2010-03-31 10:15:16
1727	1	2010-03-30 16:27:29
1728	1	2010-03-30 16:19:22
1729	1	2010-03-30 16:14:14
1730	1	2010-03-30 16:08:57
1731	1	2010-03-30 16:07:03
1732	1	2010-03-30 16:06:29
1733	1	2010-03-30 15:59:11
1734	1	2010-03-30 15:53:23
1735	1	2010-03-30 15:34:27
1736	1	2010-03-30 15:14:44
1737	1	2010-03-30 15:14:15
1738	1	2010-03-30 15:10:17
1739	1	2010-03-30 15:10:11
1740	1	2010-03-30 14:54:23
1741	1	2010-03-30 14:35:17
1742	1	2010-03-30 14:32:47
1743	1	2010-03-30 14:24:10
1744	1	2010-03-30 14:19:25
1745	1	2010-03-30 14:06:55
1746	1	2010-03-30 14:04:26
1747	1	2010-03-30 13:48:34
1748	1	2010-03-30 13:43:22
1749	1	2010-03-30 13:43:07
1750	1	2010-03-30 13:41:27
1751	1	2010-03-30 13:40:49
1752	1	2010-05-17 00:30:36
1753	1	2010-05-17 00:26:56
1754	1	2010-05-17 00:21:25
1755	1	2010-05-17 00:13:16
1756	1	2010-05-15 00:40:22
1757	1	2010-05-15 00:39:56
1758	1	2010-05-15 00:39:14
1759	1	2010-05-15 00:35:41
1760	1	2010-03-30 13:26:40
1761	1	2010-03-30 13:26:26
1762	1	2010-03-30 13:24:55
1763	1	2010-03-26 03:56:50
1764	1	2010-03-26 03:33:46
1765	1	2010-03-26 03:27:00
1766	1	2010-03-26 03:10:25
1767	1	2010-03-26 03:07:05
1768	1	2010-03-26 02:49:32
1769	1	2010-03-26 02:48:51
1770	1	2010-03-26 02:44:26
1771	1	2010-03-26 02:33:28
1772	1	2010-03-26 02:26:22
1773	1	2010-03-26 02:24:11
1774	1	2010-03-26 01:58:28
1775	1	2010-03-26 01:53:49
1776	1	2010-03-26 01:42:50
1777	1	2010-03-26 01:41:26
1778	1	2010-03-26 01:03:44
1779	1	2010-03-26 01:00:46
1780	1	2010-03-26 00:56:48
1781	1	2010-03-26 00:18:11
1782	1	2010-03-26 00:16:26
1783	1	2010-03-26 00:11:26
1784	1	2010-03-25 01:06:36
1785	1	2010-03-25 01:03:38
1786	1	2010-03-25 00:59:26
1787	1	2010-03-25 00:57:16
1788	1	2010-03-25 00:55:15
1789	1	2010-03-25 00:52:13
1790	1	2010-03-25 00:51:25
1791	1	2010-03-25 00:45:24
1792	1	2010-03-25 00:44:55
1793	1	2010-03-25 00:42:54
1794	1	2010-03-25 00:41:20
1795	1	2010-03-25 00:39:56
1796	1	2010-03-25 00:39:17
1797	1	2010-03-25 00:38:28
1798	1	2010-03-25 00:33:17
1799	1	2010-03-25 00:30:49
1800	1	2010-03-25 00:30:25
1801	1	2010-03-25 00:30:12
1802	1	2010-03-25 00:26:20
1803	1	2010-03-25 00:25:54
1804	1	2010-03-25 00:25:43
1805	1	2010-03-25 00:18:19
1806	1	2010-03-25 00:16:46
1807	1	2010-03-25 00:09:38
1808	1	2010-03-25 00:08:10
1809	1	2010-03-25 00:07:53
1810	1	2010-03-25 00:07:18
1811	1	2010-03-25 00:05:46
1812	1	2010-03-24 11:59:26
1813	1	2010-03-24 11:58:04
1814	1	2010-03-24 11:53:50
1815	1	2010-03-24 11:46:48
1816	1	2010-03-24 11:46:22
1817	1	2010-05-15 00:23:57
1818	1	2010-05-15 00:23:33
1819	1	2010-05-15 00:23:26
1820	1	2010-05-15 00:18:01
1821	1	2010-05-15 00:15:19
1822	1	2010-05-15 00:14:40
1823	1	2010-05-13 00:53:16
1824	1	2010-03-24 11:35:33
1825	1	2010-03-24 11:34:58
1826	1	2010-03-24 11:34:02
1827	1	2010-03-24 11:33:11
1828	1	2010-03-24 11:32:44
1829	1	2010-03-24 11:32:38
1830	1	2010-03-24 11:31:26
1831	1	2010-03-24 11:30:40
1832	1	2010-03-24 11:30:14
1833	1	2010-03-24 11:28:49
1834	1	2010-03-24 11:27:57
1835	1	2010-03-24 11:27:21
1836	1	2010-03-24 11:26:36
1837	1	2010-03-24 11:20:23
1838	1	2010-03-24 11:19:41
1839	1	2010-03-24 11:18:03
1840	1	2010-03-24 11:15:26
1841	1	2010-03-24 11:14:13
1842	1	2010-03-24 11:13:51
1843	1	2010-03-24 11:13:36
1844	1	2010-03-24 11:13:05
1845	1	2010-03-24 11:08:59
1846	1	2010-03-24 11:04:15
1847	1	2010-03-23 13:30:53
1848	1	2010-03-23 13:27:04
1849	1	2010-03-23 13:19:24
1850	1	2010-03-23 13:14:45
1851	1	2010-03-23 13:03:53
1852	1	2010-03-23 12:52:58
1853	1	2010-03-23 12:51:18
1854	1	2010-03-23 12:49:54
1855	1	2010-03-23 12:48:22
1856	1	2010-03-23 12:48:03
1857	1	2010-03-23 12:47:17
1858	1	2010-03-23 12:46:01
1859	1	2010-03-23 12:45:20
1860	1	2010-03-23 12:42:30
1861	1	2010-03-23 12:32:44
1862	1	2010-03-23 12:31:25
1863	1	2010-03-23 12:25:36
1864	1	2010-03-23 12:18:54
1865	1	2010-03-23 12:18:40
1866	1	2010-03-23 12:13:34
1867	1	2010-03-23 12:11:24
1868	1	2010-03-18 04:53:07
1869	1	2010-03-18 04:36:25
1870	1	2010-03-18 04:33:28
1871	1	2010-03-18 04:33:11
1872	1	2010-03-18 04:30:22
1873	1	2010-03-18 04:27:21
1874	1	2010-03-18 01:21:36
1875	1	2010-03-18 01:20:22
1876	1	2010-05-13 00:27:06
1877	1	2010-05-06 01:21:17
1878	1	2010-05-06 01:07:14
1879	1	2010-03-18 01:15:31
1880	1	2010-03-18 01:12:20
1881	1	2010-03-18 01:11:51
1882	1	2010-03-18 01:07:21
1883	1	2010-03-18 01:06:12
1884	1	2010-03-18 00:53:05
1885	1	2010-03-18 00:46:24
1886	1	2010-03-18 00:46:03
1887	1	2010-03-18 00:44:50
1888	1	2010-03-18 00:42:12
1889	1	2010-03-18 00:39:36
1890	1	2010-03-18 00:36:55
1891	1	2010-03-18 00:36:06
1892	1	2010-03-18 00:35:49
1893	1	2010-03-18 00:34:28
1894	1	2010-03-18 00:32:40
1895	1	2010-03-18 00:29:36
1896	1	2010-03-18 00:13:58
1897	1	2010-03-18 00:07:33
1898	1	2010-03-18 00:07:24
1899	1	2010-03-17 01:58:55
1900	1	2010-03-17 01:53:41
1901	1	2010-03-17 01:51:30
1902	1	2010-03-17 01:49:01
1903	1	2010-03-17 01:47:18
1904	1	2010-03-17 01:46:01
1905	1	2010-03-17 01:38:03
1906	1	2010-03-17 01:30:51
1907	1	2010-03-17 01:20:14
1908	1	2010-03-17 01:17:11
1909	1	2010-03-17 01:12:13
1910	1	2010-03-17 00:56:13
1911	1	2010-03-17 00:49:40
1912	1	2010-03-17 00:47:22
1913	1	2010-03-17 00:46:45
1914	1	2010-03-17 00:42:50
1915	1	2010-03-17 00:41:26
1916	1	2010-03-17 00:40:21
1917	1	2010-03-17 00:36:52
1918	1	2010-03-17 00:36:36
1919	1	2010-03-17 00:34:54
1920	1	2010-03-17 00:31:04
1921	1	2010-03-17 00:28:29
1922	1	2010-03-17 00:24:41
1923	1	2010-03-17 00:23:42
1924	1	2010-03-17 00:23:19
1925	1	2010-03-17 00:16:58
1926	1	2010-03-17 00:11:30
1927	1	2010-03-17 00:09:31
1928	1	2010-03-17 00:07:44
1929	1	2010-03-17 00:07:29
1930	1	2010-03-15 15:49:48
1931	1	2010-03-15 15:43:19
1932	1	2010-03-15 15:39:05
1933	1	2010-03-15 15:24:11
1934	1	2010-03-15 15:20:35
1935	1	2010-03-15 15:15:57
1936	1	2010-03-15 15:14:10
1937	1	2010-03-15 14:52:13
1938	1	2010-05-06 00:44:06
1939	1	2010-05-06 00:43:46
1940	1	2010-05-06 00:41:03
1941	1	2010-05-06 00:37:29
1942	1	2010-05-03 01:04:14
1943	1	2010-03-15 14:44:00
1944	1	2010-03-15 14:43:54
1945	1	2010-03-15 14:23:26
1946	1	2010-03-15 14:11:56
1947	1	2010-03-15 14:04:41
1948	1	2010-03-15 14:02:13
1949	1	2010-03-15 13:51:01
1950	1	2010-03-15 13:50:29
1951	1	2010-03-15 13:12:33
1952	1	2010-03-15 13:10:57
1953	1	2010-03-15 13:09:32
1954	1	2010-03-15 13:06:03
1955	1	2010-03-15 13:05:42
1956	1	2010-03-15 13:01:23
1957	1	2010-03-15 12:59:24
1958	1	2010-03-15 12:38:37
1959	1	2010-03-15 12:33:03
1960	1	2010-03-15 12:26:14
1961	1	2010-03-15 12:17:50
1962	1	2010-03-15 11:59:28
1963	1	2010-03-07 10:53:47
1964	1	2010-03-07 09:53:38
1965	1	2010-03-07 09:20:33
1966	1	2010-03-07 07:56:43
1967	1	2010-03-07 07:25:08
1968	1	2010-03-07 07:07:49
1969	1	2010-03-07 05:45:20
1970	1	2010-03-07 05:42:04
1971	1	2010-03-07 04:49:55
1972	1	2010-03-07 03:18:37
1973	1	2010-03-07 01:51:13
1974	1	2010-03-06 12:22:59
1975	1	2010-03-06 11:25:16
1976	1	2010-03-06 11:05:15
1977	1	2010-03-06 10:46:07
1978	1	2010-03-06 09:01:55
1979	1	2010-03-06 08:49:01
1980	1	2010-03-06 08:46:03
1981	1	2010-03-06 08:17:27
1982	1	2010-03-06 07:49:32
1983	1	2010-03-06 07:00:38
1984	1	2010-03-06 06:30:47
1985	1	2010-03-06 06:12:06
1986	1	2010-03-06 06:09:41
1987	1	2010-03-06 06:07:31
1988	1	2010-03-06 05:56:32
1989	1	2010-03-06 05:00:07
1990	1	2010-03-06 04:08:09
1991	1	2010-03-06 03:33:47
1992	1	2010-03-06 03:16:14
1993	1	2010-03-06 02:38:53
1994	1	2010-03-06 01:57:03
1995	1	2010-03-06 01:15:54
1996	1	2010-03-03 04:08:52
1997	1	2010-03-03 02:08:12
1998	1	2010-01-12 09:40:07
1999	1	2010-03-23 12:38:30
