auto	carquotes	engine
1253	1	2.4L Gas I4, 173 HP
1254	1	4.0L Gas V6, 251 HP
1255	1	5.0L Gas V8, 385 HP
1256	1	5.0L Gas V8, 385 HP
1257	1	5.0L Gas V8, 385 HP
1258	1	5.0L Supercharged Gas V8, 510 HP
1259	1	2.5L Gas I4, 171 HP
1260	1	2.5L Gas I4, 171 HP
1261	1	2.5L Hybrid I4, 177 HP
1262	1	2.5L Hybrid I4, 177 HP
1263	1	2.5L Gas I4, 171 HP
1264	1	2.5L Hybrid I4, 177 HP
1265	1	2.5L Hybrid I4, 177 HP
1266	1	5.0L Gas V8, 385 HP
1267	1	5.0L Supercharged Gas V8, 510 HP
1268	1	5.0L Gas V8, 385 HP
1269	1	4.2L Gas V8, 300 HP
1270	1	5.0L Supercharged Gas V8, 510 HP
1271	1	5.0L Supercharged Gas V8, 470 HP
1272	1	5.0L Supercharged Gas V8, 510 HP
1273	1	5.0L Gas V8, 385 HP
1274	1	3.0L Gas V6, 228 HP
1275	1	3.0L Gas V6, 228 HP
1276	1	6.2L Gas V8, 507 HP
1277	1	5.5L Gas V8, 382 HP
1278	1	3.5L Gas V6, 268 HP
1279	1	3.5L Gas V6, 268 HP
1280	1	5.5L Gas V8, 382 HP
1281	1	5.5L Gas V8, 382 HP
1282	1	5.5L Gas V8, 382 HP
1283	1	6.3L Gas V8, 518 HP
1284	1	3.5L Gas V6, 268 HP
1285	1	5.5L Gas V8, 382 HP
1286	1	5.5L Supercharged Gas V8, 500 HP
1287	1	5.5L Gas V8, 382 HP
1288	1	3.5L Gas V6, 268 HP
1289	1	3.5L Gas V6, 268 HP
1290	1	5.4L FFV V8, 310 HP
1291	1	5.4L FFV V8, 310 HP
1292	1	5.4L FFV V8, 310 HP
1293	1	5.4L FFV V8, 310 HP
1294	1	5.4L FFV V8, 310 HP
1295	1	5.4L FFV V8, 310 HP
1296	1	5.4L FFV V8, 310 HP
1297	1	3.5L Gas V6, 268 HP
1298	1	3.5L Hybrid V6, 295 HP
1299	1	5.5L Gas V8, 382 HP
1300	1	5.5L Gas V12, 510 HP
1301	1	6.0L Bi-Turbo Gas V12, 604 HP
1302	1	3.0L Gas V6, 228 HP
1303	1	6.3L Gas V8, 563 HP
1304	1	3.0L Gas V6, 228 HP
1305	1	3.0L Gas V6, 228 HP
1306	1	6.3L Gas V8, 451 HP
1307	1	5.5L Gas V12, 510 HP
1308	1	6.0L Gas V12, 604 HP
1309	1	5.5L Gas V8, 382 HP
1310	1	5.5L Gas V8, 382 HP
1311	1	3.5L Gas V6, 268 HP
1312	1	5.5L Gas V8, 382 HP
1313	1	3.5L Gas V6, 268 HP
1314	1	3.5L Gas V6, 268 HP
1315	1	3.5L Gas V6, 268 HP
1316	1	5.5L Gas V8, 382 HP
1317	1	6.3L Gas V8, 518 HP
1318	1	5.4L FFV V8, 310 HP
1319	1	5.4L FFV V8, 310 HP
1320	1	5.4L FFV V8, 310 HP
1321	1	5.4L FFV V8, 310 HP
1322	1	5.5L Gas V8, 382 HP
1323	1	3.5L Gas V6, 268 HP
1324	1	3.5L Gas V6, 268 HP
1325	1	3.5L Hybrid V6, 295 HP
1326	1	5.5L Gas V8, 382 HP
1327	1	6.0L Gas V12, 604 HP
1328	1	3.5L Gas V6, 300 HP
1329	1	5.5L Gas V8, 355 HP
1330	1	3.0L Diesel V6
1331	1	3.0L Turbo Diesel V6, 154 HP
1332	1	2.0L Turbo Gas I4, 210 HP
1333	1	2.0L Turbo Gas I4, 210 HP
1334	1	2.0L Turbo Gas I4, 210 HP
1335	1	3.5L Gas V6, 290 HP
1336	1	3.5L Gas V6, 290 HP
1337	1	3.5L Gas V6, 290 HP
1338	1	3.5L Gas V6, 290 HP
1339	1	2.0L Turbo Gas I4, 220 HP
1340	1	2.8L Turbo Gas V6, 300 HP
1341	1	2.0L Turbo Gas I4, 210 HP
1342	1	2.0L Turbo Gas I4, 210 HP
1343	1	2.0L Turbo Gas I4, 210 HP
1344	1	2.0L Turbo Gas I4, 210 HP
1345	1	2.5L Turbo Gas I5, 227 HP
1346	1	2.5L Turbo Gas I5, 227 HP
1347	1	2.5L Turbo Gas I5, 227 HP
1348	1	2.5L Turbo Gas I5, 227 HP
1349	1	3.2L Gas I6, 240 HP
1350	1	3.2L Gas I6, 240 HP
1351	1	3.2L Gas I6, 240 HP
1352	1	3.0L Turbo Gas I6, 300 HP
1353	1	3.7L Flex Fuel V6, 302 HP
1354	1	3.7L Flex Fuel V6, 302 HP
1355	1	5.0L Flex Fuel V8, 360 HP
1356	1	5.0L Flex Fuel V8, 360 HP
1357	1	3.7L Flex Fuel V6, 302 HP
1358	1	3.7L Flex Fuel V6, 302 HP
1359	1	3.7L Flex Fuel V6, 302 HP
1360	1	3.7L Flex Fuel V6, 302 HP
1361	1	5.0L Flex Fuel V8, 360 HP
1362	1	5.0L Flex Fuel V8, 302 HP
1363	1	3.7L Flex Fuel V6, 302 HP
1364	1	3.7L Flex Fuel V6, 302 HP
1365	1	5.0L Flex Fuel V8, 360 HP
1366	1	5.0L Flex Fuel V8, 360 HP
1367	1	5.0L Flex Fuel V8, 360 HP
1368	1	6.2L Gas V8, 411 HP
1369	1	5.0L Flex Fuel V8, 360 HP
1370	1	5.0L Flex Fuel V8, 360 HP
1371	1	3.7L Flex Fuel V8, 302 HP
1372	1	3.7L Flex Fuel V8, 302 HP
1373	1	3.7L Flex Fuel V8, 302 HP
1374	1	6.2L Gas V8, 411 HP
1375	1	5.0L Flex Fuel V8, 360 HP
1376	1	6.2L Gas V8, 411 HP
1377	1	3.2L Gas I6, 240 HP
1378	1	3.2L Gas I6, 240 HP
1379	1	3.0L Turbo Gas I6, 300 HP
1380	1	3.2L Gas I6, 235 HP
1381	1	2.5L Turbochanged Gas I5, 227 HP
1382	1	2.5L Turbochanged Gas I5, 227 HP
1383	1	2.5L Turbo Gas I5, 227 HP
1384	1	2.4L Gas I5, 168 HP
1385	1	2.5L Turbo Gas I5, 227 HP
1386	1	2.4L Gas I5, 168 HP
1387	1	2.5L Turbo Gas I5, 227 HP
1388	1	2.5L Turbo Gas I5, 227 HP
1389	1	2.5L Turbo Gas I5, 227 HP
1390	1	2.4L Gas I5, 168 HP
1391	1	4.4L Gas V8, 311 HP
1392	1	2.5L Turbo Gas I5, 227 HP
1393	1	2.5L Turbo Gas I5, 227 HP
1394	1	2.4L Gas I5, 168 HP
1395	1	2.4L Gas I5, 168 HP
1396	1	2.5L Turbo Gas I5, 227 HP
1397	1	3.2L Gas I6, 235 HP
1398	1	3.2L Gas I6, 235 HP
1399	1	3.2L Gas I6, 235 HP
1400	1	3.0L Turbo Gas I6, 281 HP
1401	1	3.2L Gas I6, 235 HP
1402	1	3.0L Turbo Gas I6, 281 HP
1403	1	3.2L Gas I6, 235 HP
1404	1	1.6L Gas I4, 120 HP
1405	1	1.6L Gas I4, 120 HP
1406	1	1.6L Gas I4, 120 HP
1407	1	3.2L Gas I6, 235 HP
1408	1	3.2L Gas I6, 235 HP
1409	1	4.4L Gas V8, 311 HP
1410	1	3.2L Gas I6, 235 HP
1411	1	2.4L Gas I4, 173 HP
1412	1	2.4L Gas I4, 173 HP
1413	1	2.0L Gas I4, 158 HP
1414	1	2.0L Gas I4, 158 HP
1415	1	2.0L Gas I4, 158 HP
1416	1	2.0L Gas I4, 158 HP
1417	1	5.7L Gas V8, 372 HP
1418	1	3.6L Gas V6
1419	1	3.6L Gas V6
1420	1	3.6L Gas V6
1421	1	5.7L Gas V8, 368 HP
1422	1	5.7L Gas V8, 368 HP
1423	1	5.7L Gas V8, 368 HP
1424	1	5.7L Gas V8, 368 HP
1425	1	3.6L Gas V6
1426	1	3.6L Gas V6
1427	1	3.6L Gas V6
1428	1	3.6L Gas V6
1429	1	3.6L Gas V6, 175 HP
1430	1	3.3L Gas V6
1431	1	2.4L Gas I4, 173 HP
1432	1	3.5L Gas V6, 235 HP
1433	1	3.5L Gas V6, 235 HP
1434	1	3.5L Gas V6, 235 HP
1435	1	3.5L Gas V6, 235 HP
1436	1	3.5L Gas V6, 235 HP
1437	1	3.5L Gas V6, 235 HP
1438	1	3.7L Gas V6, 210 HP
1439	1	3.7L Gas V6, 210 HP
1440	1	3.7L Gas V6, 210 HP
1441	1	3.7L Gas V6, 210 HP
1442	1	3.5L Gas V6, 262 HP
1443	1	3.5L Turbo Gas V6, 355 HP
1444	1	3.5L Turbo Gas V6, 355 HP
1445	1	3.5L Turbo Gas V6, 355 HP
1446	1	3.5L Gas V6, 262 HP
1447	1	3.5L Gas V6, 262 HP
1448	1	2.4L Gas I4, 173 HP
1449	1	2.4L Gas I4, 173 HP
1450	1	2.0L Gas I4, 158 HP
1451	1	2.0L Gas I4, 158 HP
1452	1	2.0L Gas I4, 158 HP
1453	1	3.5L Gas V6, 250 HP
1454	1	5.7L Gas V8, 372 HP
1455	1	2.7L Gas V6, 178 HP
1456	1	3.5L HO Gas V6, 250 HP
1457	1	3.5L HO Gas V6, 250 HP
1458	1	3.5L HO Gas V6, 250 HP
1459	1	5.7L Gas V8, 368 HP
1460	1	3.7L Gas V6, 210 HP
1461	1	3.7L Gas V6, 210 HP
1462	1	3.7L Gas V6, 210 HP
1463	1	3.8L Gas V6, 197 HP
1464	1	3.3L Gas V6, 175 HP
1465	1	3.5L Gas V6, 235 HP
1466	1	3.5L Gas V6, 235 HP
1467	1	3.7L Gas V6, 210 HP
1468	1	3.7L Gas V6, 210 HP
1469	1	5.7L Gas V8, 390 HP
1470	1	3.7L Gas V6, 210 HP
1471	1	4.7L Flex Fuel V8, 310 HP
1472	1	4.7L Flex Fuel V8, 310 HP
1473	1	4.7L Flex Fuel V8, 310 HP
1474	1	5.7L Gas V8, 390 HP
1475	1	4.7L Flex Fuel V8, 310 HP
1476	1	4.7L Flex Fuel V8, 310 HP
1477	1	4.7L Flex Fuel V8, 310 HP
1478	1	5.7L Gas V8, 390 HP
1479	1	4.7L Flex Fuel V8, 310 HP
1480	1	4.7L Flex Fuel V8, 310 HP
1481	1	4.7L Flex Fuel V8, 310 HP
1482	1	4.7L Flex Fuel V8, 310 HP
1483	1	5.7L Gas V8, 390 HP
1484	1	2.0L Gas I4, 140 HP
1485	1	5.7L Gas V8, 355 HP
1486	1	5.7L Gas V8, 355 HP
1487	1	5.7L Gas V8, 355 HP
1488	1	5.7L Gas V8, 355 HP
1489	1	5.7L Gas V8, 355 HP
1490	1	5.7L Gas V8, 355 HP
1491	1	5.7L Gas V8, 355 HP
1492	1	5.7L Gas V8, 355 HP
1493	1	5.7L Gas V8, 355 HP
1494	1	5.7L Gas V8, 355 HP
1495	1	5.7L Gas V8, 355 HP
1496	1	6.7L Diesel I6, 350 HP
1497	1	6.7L Diesel I6, 350 HP
1498	1	6.7L Diesel I6, 350 HP
1499	1	6.7L Diesel I6, 350 HP
1500	1	6.7L Diesel I6, 350 HP
1501	1	6.7L Diesel I6, 350 HP
1502	1	6.7L Diesel I6, 350 HP
1503	1	6.7L Diesel I6, 350 HP
1504	1	6.7L Diesel I6, 350 HP
1505	1	8.4L Gas V10, 600 HP
1506	1	8.4L Gas V10, 600 HP
1507	1	3.6L Gas V6, 281 HP
1508	1	3.6L Gas V6, 281 HP
1509	1	3.6L Gas V6, 288 HP
1510	1	2.0L Gas I4, 200 HP
1511	1	2.0L Gas I4, 200 HP
1512	1	2.0L Gas I4, 200 HP
1513	1	2.0L Gas I4, 200 HP
1514	1	2.0L Gas I4, 200 HP
1515	1	2.0L Gas I4, 211 HP
1516	1	2.0L Gas I4, 211 HP
1517	1	2.0L Gas I4, 211 HP
1518	1	2.0L Gas I4, 211 HP
1519	1	2.0L Gas I4, 211 HP
1520	1	2.0L Gas I4, 211 HP
1521	1	2.0L Gas I4, 211 HP
1522	1	2.0L Gas I4, 211 HP
1523	1	2.0L Gas I4, 211 HP
1524	1	2.0L Gas I4, 211 HP
1525	1	2.0L Gas I4, 211 HP
1526	1	2.0L Gas I4, 211 HP
1527	1	4.2L Gas V8, 372 HP
1528	1	3.5L Gas V6, 263 HP
1529	1	2.0L Gas I4, 211 HP
1530	1	3.2L Gas V6, 270 HP
1531	1	3.0L Diesel V6, 225 HP
1532	1	3.0L Diesel V6, 225 HP
1533	1	3.0L V6, 333 HP
1534	1	5.2L Gas V10, 525 HP
1535	1	4.2L Gas V8, 430 HP
1536	1	5.2L Gas V10, 525 HP
1537	1	5.2L Gas V10, 525 HP
1538	1	4.2L Gas V8, 430 HP
1539	1	4.2L Gas V8, 430 HP
1540	1	3.0L Gas supercharged V6, 333 HP
1541	1	3.0L Gas supercharged V6, 333 HP
1542	1	3.0L Gas supercharged V6, 333 HP
1543	1	3.0L Gas V6, 333 HP
1544	1	4.2L Gas V8, 354 HP
1545	1	4.2L Gas V8, 354 HP
1546	1	4.2L Gas V8, 354 HP
1547	1	2.0L Turbo Gas I4, 200 HP
1548	1	2.0L Turbo Gas I4, 200 HP
1549	1	2.0L Turbo Gas I4, 265 HP
1550	1	2.0L Gas I4, 200 HP
1551	1	2.0L Gas I4, 200 HP
1552	1	2.0L Diesel I4, 140 HP
1553	1	2.0L Gas I4, 211 HP
1554	1	2.0L Gas I4, 211 HP
1555	1	2.0L Gas I4, 211 HP
1556	1	2.0L Gas I4, 211 HP
1557	1	3.7L Gas V6, 305 HP
1558	1	5.0L Gas V8, 412 HP
1559	1	5.0L Gas V8, 412 HP
1560	1	2.0L Gas I4, 211 HP
1561	1	2.0L Gas I4, 211 HP
1562	1	2.0L Gas I4, 211 HP
1563	1	2.0L Gas I4, 211 HP
1564	1	2.0L Gas I4, 211 HP
1565	1	2.0L Gas I4, 211 HP
1566	1	2.0L Gas I4, 211 HP
1567	1	3.2L Gas V6, 265 HP
1568	1	3.0L Gas V6, 300 HP
1569	1	4.2L Gas V8, 350 HP
1570	1	3.2L Gas V6, 270 HP
1571	1	3.2L Gas V6, 270 HP
1572	1	3.2L Gas V6, 270 HP
1573	1	3.6L Gas V6, 280 HP
1574	1	3.6L Gas V6, 280 HP
1575	1	3.0L Diesel V6, 225 HP
1576	1	5.2L Gas V10, 525 HP
1577	1	4.2L Gas V8, 420 HP
1578	1	3.0L Gas supercharged V6, 333 HP
1579	1	3.0L Gas supercharged V6, 333 HP
1580	1	4.2L Gas V8, 354 HP
1581	1	4.2L Gas V8, 354 HP
1582	1	5.2L Gas V10, 435 HP
1583	1	2.3L Gas I4, 143 HP
1584	1	2.3L Gas I4, 143 HP
1585	1	4.0L Gas V6, 207 HP
1586	1	4.0L Gas V6, 207 HP
1587	1	4.0L Gas V6, 207 HP
1588	1	2.0L Turbo Gas I4, 200 HP
1589	1	2.0L Turbo Gas I4, 200 HP
1590	1	2.0L Turbo Gas I4, 200 HP
1591	1	2.0L Turbo Gas I4, 200 HP
1592	1	2.0L Turbo Gas I4, 265 HP
1593	1	3.6L Gas V6, 288 HP
1594	1	3.6L Gas V6, 288 HP
1595	1	3.6L Gas V6, 288 HP
1596	1	3.6L Gas V6, 288 HP
1597	1	3.6L Gas V6, 288 HP
1598	1	3.6L Gas V6, 288 HP
1599	1	2.9L Gas I4, 185 HP
1600	1	2.9L Gas I4, 185 HP
1601	1	2.9L Gas I4, 185 HP
1602	1	3.7L Gas I5, 242 HP
1603	1	3.7L Gas I5, 242 HP
1604	1	4.3L Gas V6, 195 HP
1605	1	4.8L Gas V8, 280 HP
1606	1	6.0L Gas V8, 324 HP
1607	1	6.0L Gas V8, 324 HP
1608	1	4.8L Gas V8, 280 HP
1609	1	6.6L Turbo Diesel V8, 260 HP
1610	1	6.6L Turbo Diesel V8, 260 HP
1611	1	6.0L Gas V8, 324 HP
1612	1	6.0L Gas V8, 324 HP
1613	1	5.3L Gas V8, 310 HP
1614	1	6.6L Turbo Diesel V8, 260 HP
1615	1	4.8L Flex Fuel V8, 280 HP
1616	1	6.0L Flex Fuel V8, 324 HP
1617	1	5.3L Flex Fuel V8, 310 HP
1618	1	6.0L Flex Fuel V8, 324 HP
1619	1	6.6L Turbo Diesel V8, 260 HP
1620	1	6.0L Flex Fuel V8, 324 HP
1621	1	4.3L Gas V6, 195 HP
1622	1	4.8L Flex Fuel V8, 302 HP
1623	1	4.3L Gas V6, 195 HP
1624	1	4.8L Flex Fuel V8, 302 HP
1625	1	4.8L Flex Fuel V8, 302 HP
1626	1	4.8L Flex Fuel V8, 302 HP
1627	1	4.8L Flex Fuel V8, 302 HP
1628	1	4.8L Flex Fuel V8, 302 HP
1629	1	5.3L Flex Fuel V8, 315 HP
1630	1	5.3L Flex Fuel V8, 315 HP
1631	1	4.8L Flex Fuel V8, 302 HP
1632	1	5.3L Flex Fuel V8, 315 HP
1633	1	4.8L Flex Fuel V8, 302 HP
1634	1	4.8L Flex Fuel V8, 302 HP
1635	1	4.8L Flex Fuel V8, 302 HP
1636	1	6.0L Hybrid V8, 332 HP
1637	1	6.0L Gas V8, 360 HP
1638	1	6.0L Gas V8, 360 HP
1639	1	6.0L Gas V8, 360 HP
1640	1	6.0L Gas V8, 360 HP
1641	1	6.0L Gas V8, 360 HP
1642	1	6.0L Gas V8, 360 HP
1643	1	6.0L Gas V8, 360 HP
1644	1	6.0L Gas V8, 360 HP
1645	1	6.0L Gas V8, 360 HP
1646	1	6.0L Gas V8, 360 HP
1647	1	6.0L Gas V8, 360 HP
1648	1	6.0L Gas V8, 360 HP
1649	1	6.0L Gas V8, 360 HP
1650	1	6.2L Gas V8, 385 HP
1651	1	6.2L Gas V8, 385 HP
1652	1	6.2L Gas V8, 385 HP
1653	1	6.2L Gas V8, 385 HP
1654	1	6.2L Gas V8, 385 HP
1655	1	6.2L Gas V8, 385 HP
1656	1	6.2L Gas V8, 385 HP
1657	1	6.2L Gas V8, 385 HP
1658	1	6.2L Gas V8, 385 HP
1659	1	6.2L Gas V8, 385 HP
1660	1	6.2L Gas V8, 385 HP
1661	1	6.2L Gas V8, 385 HP
1662	1	6.2L Gas V8, 385 HP
1663	1	6.2L Gas V8, 385 HP
1664	1	6.2L Gas V8, 385 HP
1665	1	6.0L Gas V8, 322 HP
1666	1	6.0L Gas V8, 322 HP
1667	1	6.0L Gas V8, 322 HP
1668	1	6.0L Gas V8, 322 HP
1669	1	6.0L Gas V8, 322 HP
1670	1	6.0L Gas V8, 322 HP
1671	1	6.0L Gas V8, 322 HP
1672	1	6.0L Gas V8, 322 HP
1673	1	6.0L Gas V8, 322 HP
1674	1	6.0L Gas V8, 322 HP
1675	1	6.0L Gas V8, 322 HP
1676	1	6.0L Gas V8, 322 HP
1677	1	6.0L Gas V8, 322 HP
1678	1	6.0L Gas V8, 322 HP
1679	1	6.0L Gas V8, 322 HP
1680	1	6.0L Gas V8, 322 HP
1681	1	6.0L Gas V8, 322 HP
1682	1	6.0L Gas V8, 322 HP
1683	1	2.4L Gas I4, 182 HP
1684	1	2.4L Gas I4, 182 HP
1685	1	2.4L Gas I4, 182 HP
1686	1	2.4L Gas I4, 182 HP
1687	1	2.4L Gas I4, 182 HP
1688	1	6.2L Flex Fuel V8, 403 HP
1689	1	5.3L Flex Fuel V8, 320 HP
1690	1	5.3L Flex Fuel V8, 320 HP
1691	1	6.2L Flex Fuel V8, 403 HP
1692	1	6.0L Hybrid V8, 332 HP
1693	1	6.0L Hybrid V8, 332 HP
1694	1	6.0L Hybrid V8, 332 HP
1695	1	5.3L Flex Fuel V8, 320 HP
1696	1	5.3L Flex Fuel V8, 320 HP
1697	1	6.2L Flex Fuel V8, 403 HP
1698	1	6.0L Gas V8, 352 HP
1699	1	3.6L Gas V6, 288 HP
1700	1	3.6L Gas V6, 288 HP
1701	1	3.6L Gas V6, 288 HP
1702	1	2.9L Gas I4, 185 HP
1703	1	2.9L Gas I4, 185 HP
1704	1	2.9L Gas I4, 185 HP
1705	1	2.9L Gas I4, 185 HP
1706	1	2.9L Gas I4, 185 HP
1707	1	2.9L Gas I4, 185 HP
1708	1	3.7L Gas I5, 242 HP
1709	1	6.0L Flex Fuel V8, 323 HP
1710	1	6.0L Flex Fuel V8, 323 HP
1711	1	4.8L Flex Fuel V8, 280 HP
1712	1	6.0L Flex Fuel V8, 323 HP
1713	1	6.6L Turbo Diesel V8, 250 HP
1714	1	6.6L Turbo Diesel V8, 250 HP
1715	1	6.6L Turbo Diesel V8, 250 HP
1716	1	6.6L Turbo Diesel V8, 250 HP
1717	1	5.3L Flex Fuel V8, 310 HP
1718	1	5.3L Flex Fuel V8, 310 HP
1719	1	6.0L Flex Fuel V8, 323 HP
1720	1	6.0L Flex Fuel V8, 323 HP
1721	1	6.0L Flex Fuel V8, 323 HP
1722	1	5.3L Flex Fuel V8, 310 HP
1723	1	5.3L Flex Fuel V8, 310 HP
1724	1	6.2L Gas V8, 316 HP
1725	1	6.2L Gas V8, 316 HP
1726	1	6.2L Gas V8, 316 HP
1727	1	6.2L Gas V8, 316 HP
1728	1	6.2L Gas V8, 316 HP
1729	1	6.2L Gas V8, 316 HP
1730	1	6.2L Gas V8, 316 HP
1731	1	4.3L Gas V6, 195 HP
1732	1	4.3L Gas V6, 195 HP
1733	1	5.3L Flex Fuel V8, 315 HP
1734	1	4.8L Flex Fuel V8, 302 HP
1735	1	4.8L Flex Fuel V8, 302 HP
1736	1	5.3L Flex Fuel V8, 315 HP
1737	1	5.3L Flex Fuel V8, 315 HP
1738	1	4.8L Flex Fuel V8, 302 HP
1739	1	5.3L Flex Fuel V8, 315 HP
1740	1	5.3L Flex Fuel V8, 315 HP
1741	1	4.8L Flex Fuel V8, 302 HP
1742	1	4.8L Flex Fuel V8, 302 HP
1743	1	4.8L Flex Fuel V8, 302 HP
1744	1	6.2l Flex Fuel V8, 403 HP
1745	1	6.2l Flex Fuel V8, 403 HP
1746	1	6.0L Hybrid V8, 332 HP
1747	1	6.0L Hybrid V8, 332 HP
1748	1	6.0L Gas V8, 360 HP
1749	1	6.0L Gas V8, 360 HP
1750	1	6.0L Gas V8, 360 HP
1751	1	6.0L Gas V8, 360 HP
1752	1	6.0L Gas V8, 360 HP
1753	1	6.0L Gas V8, 360 HP
1754	1	6.0L Gas V8, 360 HP
1755	1	6.0L Gas V8, 360 HP
1756	1	6.0L Gas V8, 360 HP
1757	1	6.0L Gas V8, 360 HP
1758	1	6.0L Gas V8, 360 HP
1759	1	6.0L Gas V8, 360 HP
1760	1	6.0L Gas V8, 360 HP
1761	1	6.0L Gas V8, 360 HP
1762	1	6.0L Gas V8, 322 HP
1763	1	6.0L Gas V8, 360 HP
1764	1	6.0L Gas V8, 360 HP
1765	1	6.0L Gas V8, 322 HP
1766	1	6.0L Gas V8, 360 HP
1767	1	6.0L Gas V8, 360 HP
1768	1	6.0L Gas V8, 360 HP
1769	1	6.0L Gas V8, 322 HP
1770	1	6.0L Gas V8, 322 HP
1771	1	6.0L Gas V8, 322 HP
1772	1	6.0L Gas V8, 322 HP
1773	1	6.0L Gas V8, 322 HP
1774	1	2.4L Gas I4, 182 HP
1775	1	2.4L Gas I4, 182 HP
1776	1	2.4L Gas I4, 182 HP
1777	1	2.4L Gas I4, 182 HP
1778	1	2.4L Gas I4, 182 HP
1779	1	5.3L Flex Fuel V8, 320 HP
1780	1	5.3L Flex Fuel V8, 320 HP
1781	1	6.2L Flex Fuel V8, 403 HP
1782	1	6.0L Hybrid V8, 332 HP
1783	1	6.0L Gas V8, 352 HP
1784	1	2.0L Gas I4, 156 HP
1785	1	2.4L Gas I4, 173 HP
1786	1	- TBD -L - TBD -
1787	1	6.2L Gas V8, 316 HP
1788	1	6.2L Gas V8, 316 HP
1789	1	6.2L Gas V8, 316 HP
1790	1	6.2L Gas V8, 316 HP
1791	1	6.2L Gas V8, 316 HP
1792	1	6.2L Gas V8, 316 HP
1793	1	6.2L Gas V8, 316 HP
1794	1	6.2L Gas V8, 316 HP
1795	1	6.2L Gas V8, 316 HP
1796	1	2.0L Gas I4, 156 HP
1797	1	2.4L Gas I4, 173 HP
1798	1	2.4L Gas I4, 175 HP
1799	1	2.7L Gas V6, 194 HP
1800	1	1.6L Gas I4, 110 HP
1801	1	1.6L Gas I4, 110 HP
1802	1	1.6L Gas I4, 110 HP
1803	1	3.8L Gas V6, 244 HP
1804	1	3.8L Gas V6, 244 HP
1805	1	2.4L Gas I4, 175 HP
1806	1	2.4L Gas I4, 175 HP
1807	1	3.5L Gas V6, 276 HP
1808	1	3.5L Gas V6, 276 HP
1809	1	3.5L Gas V6, 276 HP
1810	1	2.0L Gas I4, 142 HP
1811	1	2.0L Gas I4, 142 HP
1812	1	2.4L Gas I4, 176 HP
1813	1	2.4L Gas I4, 176 HP
1814	1	2.4L Gas I4, 176 HP
1815	1	2.4L Gas I4, 173 HP
1816	1	2.4L Gas I4, 173 HP
1817	1	2.0L Gas I4, 156 HP
1818	1	2.0L Gas I4, 156 HP
1819	1	2.0L Gas I4, 156 HP
1820	1	2.4L Gas I4, 173 HP
1821	1	2.4L Gas I4, 173 HP
1822	1	2.4L Gas I4, 175 HP
1823	1	2.4L Gas I4, 175 HP
1824	1	2.7L Gas V6, 194 HP
1825	1	2.7L Gas V6, 194 HP
1826	1	6.7L Diesel V8, 390 HP
1827	1	6.7L Diesel V8, 390 HP
1828	1	6.7L Diesel V8, 390 HP
1829	1	6.7L Diesel V8, 390 HP
1830	1	1.6L Gas I4, 110 HP
1831	1	1.6L Gas I4, 110 HP
1832	1	1.6L Gas I4, 110 HP
1833	1	1.6L Gas I4, 110 HP
1834	1	3.8L Gas V6, 244 HP
1835	1	3.8L Gas V6, 244 HP
1836	1	2.0L Gas I4, 142 HP
1837	1	2.0L Gas I4, 142 HP
1838	1	2.0L Gas I4, 142 HP
1839	1	2.0L Gas I4, 142 HP
1840	1	2.0L Gas I4, 140 HP
1841	1	2.7L Gas V6, 173 HP
1842	1	1.6L Gas 4-Cyl, 118 HP
1843	1	1.6L Gas 4-Cyl, 172 HP
1844	1	1.6L Turbo Gas 4-Cyl, 181 HP
1845	1	1.6L Turbo Gas 4-Cyl, 181 HP
1846	1	1.6L Gas 4-Cyl, 118 HP
1847	1	1.6L Gas 4-Cyl, 172 HP
1848	1	1.6L Gas 4-Cyl, 208 HP
1849	1	3.5L Turbo Gas V6, 365 HP
1850	1	3.5L Gas V6, 263 HP
1851	1	2.5L Gas I4, 180 HP
1852	1	2.4L Gas I4, 158 HP
1853	1	1.8L Gas I4, 128 HP
1854	1	1.8L Gas I4, 128 HP
1855	1	1.8L Gas I4, 128 HP
1856	1	2.4L Gas I4, 158 HP
1857	1	1.8L Gas I4, 128 HP
1858	1	2.0L Gas I4, 136 HP
1859	1	2.0L Gas I4, 136 HP
1860	1	2.0L Gas I4, 136 HP
1861	1	2.0L Gas I4, 136 HP
1862	1	4.6L Flex Fuel V8, 225 HP
1863	1	4.6L Flex Fuel V8, 225 HP
1864	1	4.6L Flex Fuel V8, 225 HP
1865	1	4.6L Flex Fuel V8, 225 HP
1866	1	5.4L Flex Fuel V8, 255 HP
1867	1	5.4L Flex Fuel V8, 255 HP
1868	1	5.4L Flex Fuel V8, 255 HP
1869	1	4.6L Flex-Fuel V8, 225 HP
1870	1	5.4L Flex-Fuel V8, 255 HP
1871	1	3.5L Gas V6, 265 HP
1872	1	2.5L Hybrid I4, 177 HP
1873	1	2.5L Gas I4, 171 HP
1874	1	2.5L Gas I4, 171 HP
1875	1	2.5L Gas I4, 171 HP
1876	1	2.5L Gas I4, 171 HP
1877	1	5.4L FFV V8, 310 HP
1878	1	5.4L FFV V8, 310 HP
1879	1	5.4L FFV V8, 310 HP
1880	1	5.4L FFV V8, 310 HP
1881	1	5.4L FFV V8, 310 HP
1882	1	5.4L FFV V8, 310 HP
1883	1	5.4L FFV V8, 310 HP
1884	1	5.4L FFV V8, 310 HP
1885	1	5.4L FFV V8, 310 HP
1886	1	5.4L FFV V8, 310 HP
