auto	carquotes	fuel_economy
1289	1	16 mpg City, 21 mpg Hwy
1290	1	14 mpg City, 20 mpg Hwy
1291	1	14 mpg City, 20 mpg Hwy
1292	1	14 mpg City, 20 mpg Hwy
1293	1	14 mpg City, 20 mpg Hwy
1294	1	13 mpg City, 18 mpg Hwy
1295	1	13 mpg City, 18 mpg Hwy
1296	1	13 mpg City, 18 mpg Hwy
1297	1	16 mpg City, 20 mpg Hwy
1298	1	19 mpg City, 26 mpg Hwy
1299	1	15 mpg City, 23 mpg Hwy
1300	1	11 mpg City, 17 mpg Hwy
1301	1	11 mpg City, 18 mpg Hwy
1302	1	17 mpg City, 26 mpg Hwy
1303	1	20 mpg City, 14 mpg Hwy
1304	1	18 mpg City, 26 mpg Hwy
1305	1	18 mpg City, 25 mpg Hwy
1306	1	12 mpg City, 19 mpg Hwy
1307	1	11 mpg City, 17 mpg Hwy
1308	1	11 mpg City, 17 mpg Hwy
1309	1	15 mpg City, 23 mpg Hwy
1310	1	16 mpg City, 24 mpg Hwy
1311	1	18 mpg City, 26 mpg Hwy
1312	1	16 mpg City, 24 mpg Hwy
1313	1	18 mpg City, 26 mpg Hwy
1314	1	16 mpg City, 24 mpg Hwy
1315	1	16 mpg City, 24 mpg Hwy
1316	1	15 mpg City, 23 mpg Hwy
1317	1	13 mpg City, 20 mpg Hwy
1318	1	14 mpg City, 20 mpg Hwy
1319	1	14 mpg City, 20 mpg Hwy
1320	1	13 mpg City, 18 mpg Hwy
1321	1	13 mpg City, 18 mpg Hwy
1322	1	11 mpg City, 15 mpg Hwy
1323	1	16 mpg City, 21 mpg Hwy
1324	1	15 mpg City, 20 mpg Hwy
1325	1	19 mpg City, 26 mpg Hwy
1326	1	14 mpg City, 21 mpg Hwy
1327	1	11 mpg City, 17 mpg Hwy
1328	1	18 mpg City, 25 mpg Hwy
1329	1	14 mpg City, 22 mpg Hwy
1330	1	-
1331	1	-
1332	1	21 mpg City, 31 mpg Hwy
1333	1	17 mpg City, 27 mpg Hwy
1334	1	21 mpg City, 27 mpg Hwy
1335	1	17 mpg City, 25 mpg Hwy
1336	1	17 mpg City, 25 mpg Hwy
1337	1	17 mpg City, 23 mpg Hwy
1338	1	17 mpg City, 23 mpg Hwy
1339	1	17 mpg City, 27 mpg Hwy
1340	1	17 mpg City, 27 mpg Hwy
1341	1	20 mpg City, 29 mpg Hwy
1342	1	21 mpg City, 31 mpg Hwy
1343	1	17 mpg City, 27 mpg Hwy
1344	1	17 mpg City, 27 mpg Hwy
1345	1	21 mpg City, 29 mpg Hwy
1346	1	21 mpg City, 30 mpg Hwy
1347	1	21 mpg City, 30 mpg Hwy
1348	1	21 mpg City, 30 mpg Hwy
1349	1	18 mpg City, 25 mpg Hwy
1350	1	18 mpg City, 25 mpg Hwy
1351	1	18 mpg City, 25 mpg Hwy
1352	1	17 mpg City, 24 mpg Hwy
1353	1	-
1354	1	-
1355	1	-
1356	1	-
1357	1	-
1358	1	-
1359	1	-
1360	1	-
1361	1	-
1362	1	-
1363	1	-
1364	1	-
1365	1	-
1366	1	-
1367	1	-
1368	1	-
1369	1	-
1370	1	-
1371	1	-
1372	1	-
1373	1	-
1374	1	-
1375	1	-
1376	1	-
1377	1	18 mpg City, 25 mpg Hwy
1378	1	18 mpg City, 24 mpg Hwy
1379	1	17 mpg City, 22 mpg Hwy
1380	1	16 mpg City, 22 mpg Hwy
1381	1	21 mpg City, 30 mpg Hwy
1382	1	21 mpg City, 29 mpg Hwy
1383	1	20 mpg City, 28 mpg Hwy
1384	1	20 mpg City, 31 mpg Hwy
1385	1	21 mpg City, 30 mpg Hwy
1386	1	20 mpg City, 31 mpg Hwy
1387	1	20 mpg City, 27 mpg Hwy
1388	1	20 mpg City, 27 mpg Hwy
1389	1	21 mpg City, 30 mpg Hwy
1390	1	21 mpg City, 29 mpg Hwy
1391	1	15 mpg City, 22 mpg Hwy
1392	1	20 mpg City, 26 mpg Hwy
1393	1	19 mpg City, 27 mpg Hwy
1394	1	20 mpg City, 31 mpg Hwy
1395	1	20 mpg City, 31 mpg Hwy
1396	1	19 mpg City, 27 mpg Hwy
1397	1	18 mpg City, 27 mpg Hwy
1398	1	16 mpg City, 22 mpg Hwy
1399	1	18 mpg City, 27 mpg Hwy
1400	1	16 mpg City, 21 mpg Hwy
1401	1	18 mpg City, 27 mpg Hwy
1402	1	16 mpg City, 21 mpg Hwy
1403	1	16 mpg City, 22 mpg Hwy
1404	1	28 mpg City, 37 mpg Hwy
1405	1	28 mpg City, 37 mpg Hwy
1406	1	28 mpg City, 37 mpg Hwy
1407	1	15 mpg City, 22 mpg Hwy
1408	1	15 mpg City, 21 mpg Hwy
1409	1	13 mpg City, 19 mpg Hwy
1410	1	15 mpg City, 21 mpg Hwy
1411	1	21 mpg City, 30 mpg Hwy
1412	1	21 mpg City, 30 mpg Hwy
1413	1	23 mpg City, 31 mpg Hwy
1414	1	23 mpg City, 31 mpg Hwy
1415	1	23 mpg City, 29 mpg Hwy
1416	1	23 mpg City, 29 mpg Hwy
1417	1	16 mpg City, 25 mpg Hwy
1418	1	-
1419	1	-
1420	1	-
1421	1	-
1422	1	-
1423	1	-
1424	1	-
1425	1	-
1426	1	-
1427	1	-
1428	1	-
1429	1	17 mpg City, 24 mpg Hwy
1430	1	17 mpg City, 24 mpg Hwy
1431	1	19 mpg City, 25 mpg Hwy
1432	1	16 mpg City, 24 mpg Hwy
1433	1	16 mpg City, 24 mpg Hwy
1434	1	15 mpg City, 23 mpg Hwy
1435	1	15 mpg City, 23 mpg Hwy
1436	1	15 mpg City, 23 mpg Hwy
1437	1	15 mpg City, 23 mpg Hwy
1438	1	16 mpg City, 22 mpg Hwy
1439	1	16 mpg City, 21 mpg Hwy
1440	1	16 mpg City, 21 mpg Hwy
1441	1	16 mpg City, 21 mpg Hwy
1442	1	16 mpg City, 22 mpg Hwy
1443	1	16 mpg City, 21 mpg Hwy
1444	1	16 mpg City, 21 mpg Hwy
1445	1	16 mpg City, 21 mpg Hwy
1446	1	17 mpg City, 24 mpg Hwy
1447	1	17 mpg City, 24 mpg Hwy
1448	1	21 mpg City, 30 mpg Hwy
1449	1	21 mpg City, 30 mpg Hwy
1450	1	23 mpg City, 31 mpg Hwy
1451	1	23 mpg City, 29 mpg Hwy
1452	1	23 mpg City, 29 mpg Hwy
1453	1	17 mpg City, 25 mpg Hwy
1454	1	16 mpg City, 25 mpg Hwy
1455	1	18 mpg City, 26 mpg Hwy
1456	1	17 mpg City, 25 mpg Hwy
1457	1	17 mpg City, 23 mpg Hwy
1458	1	17 mpg City, 23 mpg Hwy
1459	1	16 mpg City, 23 mpg Hwy
1460	1	15 mpg City, 20 mpg Hwy
1461	1	14 mpg City, 18 mpg Hwy
1462	1	15 mpg City, 20 mpg Hwy
1463	1	16 mpg City, 23 mpg Hwy
1464	1	17 mpg City, 24 mpg Hwy
1465	1	15 mpg City, 23 mpg Hwy
1466	1	15 mpg City, 23 mpg Hwy
1467	1	15 mpg City, 21 mpg Hwy
1468	1	16 mpg City, 22 mpg Hwy
1469	1	14 mpg City, 20 mpg Hwy
1470	1	14 mpg City, 20 mpg Hwy
1471	1	13 mpg City, 18 mpg Hwy
1472	1	13 mpg City, 18 mpg Hwy
1473	1	14 mpg City, 19 mpg Hwy
1474	1	14 mpg City, 20 mpg Hwy
1475	1	14 mpg City, 19 mpg Hwy
1476	1	14 mpg City, 19 mpg Hwy
1477	1	14 mpg City, 19 mpg Hwy
1478	1	14 mpg City, 20 mpg Hwy
1479	1	13 mpg City, 18 mpg Hwy
1480	1	13 mpg City, 18 mpg Hwy
1481	1	13 mpg City, 18 mpg Hwy
1482	1	13 mpg City, 18 mpg Hwy
1483	1	13 mpg City, 18 mpg Hwy
1484	1	25 mpg City, 35 mpg Hwy
1485	1	-
1486	1	-
1487	1	-
1488	1	-
1489	1	-
1490	1	-
1491	1	-
1492	1	-
1493	1	-
1494	1	-
1495	1	-
1496	1	-
1497	1	-
1498	1	-
1499	1	-
1500	1	-
1501	1	-
1502	1	-
1503	1	-
1504	1	-
1505	1	13 mpg City, 22 mpg Hwy
1506	1	13 mpg City, 22 mpg Hwy
1507	1	17 mpg City, 24 mpg Hwy
1508	1	17 mpg City, 24 mpg Hwy
1509	1	16 mpg City, 23 mpg Hwy
1510	1	21 mpg City, 30 mpg Hwy
1511	1	21 mpg City, 30 mpg Hwy
1512	1	22 mpg City, 28 mpg Hwy
1513	1	21 mpg City, 28 mpg Hwy
1514	1	21 mpg City, 28 mpg Hwy
1515	1	23 mpg City, 30 mpg Hwy
1516	1	22 mpg City, 30 mpg Hwy
1517	1	21 mpg City, 27 mpg Hwy
1518	1	21 mpg City, 27 mpg Hwy
1519	1	22 mpg City, 30 mpg Hwy
1520	1	22 mpg City, 30 mpg Hwy
1521	1	21 mpg City, 29 mpg Hwy
1522	1	21 mpg City, 29 mpg Hwy
1523	1	21 mpg City, 29 mpg Hwy
1524	1	21 mpg City, 31 mpg Hwy
1525	1	21 mpg City, 31 mpg Hwy
1526	1	21 mpg City, 29 mpg Hwy
1527	1	17 mpg City, 27 mpg Hwy
1528	1	17 mpg City, 24 mpg Hwy
1529	1	20 mpg City, 27 mpg Hwy
1530	1	18 mpg City, 23 mpg Hwy
1531	1	17 mpg City, 25 mpg Hwy
1532	1	17 mpg City, 25 mpg Hwy
1533	1	16 mpg City, 22 mpg Hwy
1534	1	12 mpg City, 19 mpg Hwy
1535	1	13 mpg City, 21 mpg Hwy
1536	1	12 mpg City, 19 mpg Hwy
1537	1	13 mpg City, 19 mpg Hwy
1538	1	11 mpg City, 20 mpg Hwy
1539	1	13 mpg City, 21 mpg Hwy
1540	1	18 mpg City, 27 mpg Hwy
1541	1	18 mpg City, 27 mpg Hwy
1542	1	18 mpg City, 28 mpg Hwy
1543	1	17 mpg City, 26 mpg Hwy
1544	1	14 mpg City, 22 mpg Hwy
1545	1	16 mpg City, 24 mpg Hwy
1546	1	16 mpg City, 24 mpg Hwy
1547	1	21 mpg City, 29 mpg Hwy
1548	1	21 mpg City, 29 mpg Hwy
1549	1	21 mpg City, 29 mpg Hwy
1550	1	22 mpg City, 28 mpg Hwy
1551	1	22 mpg City, 28 mpg Hwy
1552	1	30 mpg City, 42 mpg Hwy
1553	1	23 mpg City, 30 mpg Hwy
1554	1	21 mpg City, 27 mpg Hwy
1555	1	21 mpg City, 27 mpg Hwy
1556	1	21 mpg City, 27 mpg Hwy
1557	1	-
1558	1	17 mpg City, 26 mpg Hwy
1559	1	17 mpg City, 26 mpg Hwy
1560	1	23 mpg City, 30 mpg Hwy
1561	1	20 mpg City, 26 mpg Hwy
1562	1	22 mpg City, 30 mpg Hwy
1563	1	22 mpg City, 30 mpg Hwy
1564	1	21 mpg City, 27 mpg Hwy
1565	1	21 mpg City, 27 mpg Hwy
1566	1	21 mpg City, 27 mpg Hwy
1567	1	18 mpg City, 28 mpg Hwy
1568	1	18 mpg City, 26 mpg Hwy
1569	1	16 mpg City, 23 mpg Hwy
1570	1	18 mpg City, 23 mpg Hwy
1571	1	18 mpg City, 23 mpg Hwy
1572	1	18 mpg City, 23 mpg Hwy
1573	1	14 mpg City, 19 mpg Hwy
1574	1	14 mpg City, 19 mpg Hwy
1575	1	17 mpg City, 25 mpg Hwy
1576	1	12 mpg City, 20 mpg Hwy
1577	1	13 mpg City, 18 mpg Hwy
1578	1	18 mpg City, 28 mpg Hwy
1579	1	18 mpg City, 28 mpg Hwy
1580	1	14 mpg City, 22 mpg Hwy
1581	1	14 mpg City, 22 mpg Hwy
1582	1	14 mpg City, 19 mpg Hwy
1583	1	22 mpg City, 27 mpg Hwy
1584	1	22 mpg City, 27 mpg Hwy
1585	1	16 mpg City, 21 mpg Hwy
1586	1	16 mpg City, 21 mpg Hwy
1587	1	16 mpg City, 21 mpg Hwy
1588	1	21 mpg City, 29 mpg Hwy
1589	1	21 mpg City, 29 mpg Hwy
1590	1	21 mpg City, 29 mpg Hwy
1591	1	21 mpg City, 29 mpg Hwy
1592	1	21 mpg City, 29 mpg Hwy
1593	1	17 mpg City, 24 mpg Hwy
1594	1	17 mpg City, 24 mpg Hwy
1595	1	17 mpg City, 24 mpg Hwy
1596	1	16 mpg City, 23 mpg Hwy
1597	1	17 mpg City, 24 mpg Hwy
1598	1	16 mpg City, 23 mpg Hwy
1599	1	18 mpg City, 24 mpg Hwy
1600	1	18 mpg City, 25 mpg Hwy
1601	1	18 mpg City, 24 mpg Hwy
1602	1	17 mpg City, 23 mpg Hwy
1603	1	16 mpg City, 21 mpg Hwy
1604	1	15 mpg City, 20 mpg Hwy
1605	1	10 mpg City, 16 mpg Hwy
1606	1	10 mpg City, 16 mpg Hwy
1607	1	10 mpg City, 16 mpg Hwy
1608	1	10 mpg City, 16 mpg Hwy
1609	1	10 mpg City, 16 mpg Hwy
1610	1	10 mpg City, 16 mpg Hwy
1611	1	10 mpg City, 16 mpg Hwy
1612	1	10 mpg City, 16 mpg Hwy
1613	1	13 mpg City, 17 mpg Hwy
1614	1	10 mpg City, 16 mpg Hwy
1615	1	11 mpg City, 17 mpg Hwy
1616	1	11 mpg City, 16 mpg Hwy
1617	1	13 mpg City, 17 mpg Hwy
1618	1	11 mpg City, 16 mpg Hwy
1619	1	-
1620	1	11 mpg City, 16 mpg Hwy
1621	1	15 mpg City, 18 mpg Hwy
1622	1	14 mpg City, 18 mpg Hwy
1623	1	15 mpg City, 20 mpg Hwy
1624	1	14 mpg City, 18 mpg Hwy
1625	1	13 mpg City, 18 mpg Hwy
1626	1	13 mpg City, 18 mpg Hwy
1627	1	14 mpg City, 18 mpg Hwy
1628	1	14 mpg City, 18 mpg Hwy
1629	1	15 mpg City, 21 mpg Hwy
1630	1	15 mpg City, 21 mpg Hwy
1631	1	13 mpg City, 18 mpg Hwy
1632	1	15 mpg City, 21 mpg Hwy
1633	1	14 mpg City, 18 mpg Hwy
1634	1	13 mpg City, 18 mpg Hwy
1635	1	13 mpg City, 18 mpg Hwy
1636	1	20 mpg City, 23 mpg Hwy
1637	1	-
1638	1	-
1639	1	-
1640	1	-
1641	1	-
1642	1	-
1643	1	-
1644	1	-
1645	1	-
1646	1	-
1647	1	-
1648	1	-
1649	1	-
1650	1	-
1651	1	-
1652	1	-
1653	1	-
1654	1	-
1655	1	-
1656	1	-
1657	1	-
1658	1	-
1659	1	-
1660	1	-
1661	1	-
1662	1	-
1663	1	-
1664	1	-
1665	1	-
1666	1	-
1667	1	-
1668	1	-
1669	1	-
1670	1	-
1671	1	-
1672	1	-
1673	1	-
1674	1	-
1675	1	-
1676	1	-
1677	1	-
1678	1	-
1679	1	-
1680	1	-
1681	1	-
1682	1	-
1683	1	22 mpg City, 32 mpg Hwy
1684	1	22 mpg City, 32 mpg Hwy
1685	1	22 mpg City, 32 mpg Hwy
1686	1	20 mpg City, 29 mpg Hwy
1687	1	20 mpg City, 29 mpg Hwy
1688	1	14 mpg City, 18 mpg Hwy
1689	1	15 mpg City, 21 mpg Hwy
1690	1	15 mpg City, 21 mpg Hwy
1691	1	13 mpg City, 18 mpg Hwy
1692	1	20 mpg City, 23 mpg Hwy
1693	1	20 mpg City, 23 mpg Hwy
1694	1	20 mpg City, 23 mpg Hwy
1695	1	15 mpg City, 21 mpg Hwy
1696	1	15 mpg City, 21 mpg Hwy
1697	1	13 mpg City, 18 mpg Hwy
1698	1	10 mpg City, 16 mpg Hwy
1699	1	17 mpg City, 24 mpg Hwy
1700	1	17 mpg City, 24 mpg Hwy
1701	1	16 mpg City, 23 mpg Hwy
1702	1	18 mpg City, 25 mpg Hwy
1703	1	18 mpg City, 24 mpg Hwy
1704	1	18 mpg City, 25 mpg Hwy
1705	1	18 mpg City, 24 mpg Hwy
1706	1	17 mpg City, 23 mpg Hwy
1707	1	18 mpg City, 25 mpg Hwy
1708	1	16 mpg City, 21 mpg Hwy
1709	1	-
1710	1	-
1711	1	-
1712	1	-
1713	1	-
1714	1	-
1715	1	-
1716	1	-
1717	1	13 mpg City, 17 mpg Hwy
1718	1	13 mpg City, 17 mpg Hwy
1719	1	-
1720	1	-
1721	1	-
1722	1	13 mpg City, 17 mpg Hwy
1723	1	13 mpg City, 17 mpg Hwy
1724	1	-
1725	1	-
1726	1	-
1727	1	-
1728	1	-
1729	1	-
1730	1	-
1731	1	15 mpg City, 20 mpg Hwy
1732	1	15 mpg City, 20 mpg Hwy
1733	1	15 mpg City, 21 mpg Hwy
1734	1	13 mpg City, 18 mpg Hwy
1735	1	13 mpg City, 18 mpg Hwy
1736	1	15 mpg City, 21 mpg Hwy
1737	1	15 mpg City, 21 mpg Hwy
1738	1	14 mpg City, 19 mpg Hwy
1739	1	15 mpg City, 22 mpg Hwy
1740	1	15 mpg City, 21 mpg Hwy
1741	1	13 mpg City, 18 mpg Hwy
1742	1	13 mpg City, 18 mpg Hwy
1743	1	13 mpg City, 18 mpg Hwy
1744	1	13 mpg City, 19 mpg Hwy
1745	1	12 mpg City, 19 mpg Hwy
1746	1	21 mpg City, 22 mpg Hwy
1747	1	21 mpg City, 22 mpg Hwy
1748	1	-
1749	1	-
1750	1	-
1751	1	-
1752	1	-
1753	1	-
1754	1	-
1755	1	-
1756	1	-
1757	1	-
1758	1	-
1759	1	-
1760	1	-
1761	1	-
1762	1	-
1763	1	-
1764	1	-
1765	1	-
1766	1	-
1767	1	-
1768	1	-
1769	1	-
1770	1	-
1771	1	-
1772	1	-
1773	1	-
1774	1	22 mpg City, 32 mpg Hwy
1775	1	22 mpg City, 32 mpg Hwy
1776	1	22 mpg City, 32 mpg Hwy
1777	1	20 mpg City, 29 mpg Hwy
1778	1	20 mpg City, 29 mpg Hwy
1779	1	15 mpg City, 21 mpg Hwy
1780	1	15 mpg City, 21 mpg Hwy
1781	1	13 mpg City, 20 mpg Hwy
1782	1	21 mpg City, 22 mpg Hwy
1783	1	15 mpg City, mpg Hwy
1784	1	26 mpg City, 36 mpg Hwy
1785	1	-
1786	1	-
1787	1	-
1788	1	-
1789	1	-
1790	1	-
1791	1	-
1792	1	-
1793	1	-
1794	1	-
1795	1	-
1796	1	25 mpg City, 34 mpg Hwy
1797	1	22 mpg City, 32 mpg Hwy
1798	1	22 mpg City, 32 mpg Hwy
1799	1	20 mpg City, 28 mpg Hwy
1800	1	27 mpg City, 36 mpg Hwy
1801	1	27 mpg City, 36 mpg Hwy
1802	1	27 mpg City, 36 mpg Hwy
1803	1	17 mpg City, 23 mpg Hwy
1804	1	17 mpg City, 23 mpg Hwy
1805	1	21 mpg City, 29 mpg Hwy
1806	1	21 mpg City, 27 mpg Hwy
1807	1	20 mpg City, 26 mpg Hwy
1808	1	20 mpg City, 26 mpg Hwy
1809	1	19 mpg City, 25 mpg Hwy
1810	1	24 mpg City, 30 mpg Hwy
1811	1	24 mpg City, 30 mpg Hwy
1812	1	21 mpg City, 29 mpg Hwy
1813	1	22 mpg City, 31 mpg Hwy
1814	1	21 mpg City, 28 mpg Hwy
1815	1	22 mpg City, 32 mpg Hwy
1816	1	23 mpg City, 31 mpg Hwy
1817	1	25 mpg City, 34 mpg Hwy
1818	1	25 mpg City, 34 mpg Hwy
1819	1	25 mpg City, 34 mpg Hwy
1820	1	22 mpg City, 32 mpg Hwy
1821	1	23 mpg City, 31 mpg Hwy
1822	1	22 mpg City, 32 mpg Hwy
1823	1	22 mpg City, 32 mpg Hwy
1824	1	20 mpg City, 28 mpg Hwy
1825	1	20 mpg City, 28 mpg Hwy
1826	1	-
1827	1	-
1828	1	-
1829	1	-
1830	1	28 mpg City, 34 mpg Hwy
1831	1	27 mpg City, 36 mpg Hwy
1832	1	28 mpg City, 34 mpg Hwy
1833	1	28 mpg City, 34 mpg Hwy
1834	1	17 mpg City, 23 mpg Hwy
1835	1	17 mpg City, 23 mpg Hwy
1836	1	24 mpg City, 30 mpg Hwy
1837	1	24 mpg City, 30 mpg Hwy
1838	1	24 mpg City, 30 mpg Hwy
1839	1	24 mpg City, 30 mpg Hwy
1840	1	20 mpg City, 25 mpg Hwy
1841	1	18 mpg City, 23 mpg Hwy
1842	1	27 mpg City, 35 mpg Hwy
1843	1	27 mpg City, 36 mpg Hwy
1844	1	26 mpg City, 32 mpg Hwy
1845	1	25 mpg City, 31 mpg Hwy
1846	1	28 mpg City, 36 mpg Hwy
1847	1	26 mpg City, 34 mpg Hwy
1848	1	25 mpg City, 33 mpg Hwy
1849	1	17 mpg City, 25 mpg Hwy
1850	1	18 mpg City, 28 mpg Hwy
1851	1	23 mpg City, 31 mpg Hwy
1852	1	22 mpg City, 28 mpg Hwy
1853	1	27 mpg City, 33 mpg Hwy
1854	1	27 mpg City, 33 mpg Hwy
1855	1	27 mpg City, 33 mpg Hwy
1856	1	22 mpg City, 28 mpg Hwy
1857	1	27 mpg City, 33 mpg Hwy
1858	1	21 mpg City, 26 mpg Hwy
1859	1	21 mpg City, 26 mpg Hwy
1860	1	21 mpg City, 26 mpg Hwy
1861	1	21 mpg City, 26 mpg Hwy
1862	1	-
1863	1	-
1864	1	-
1865	1	-
1866	1	-
1867	1	-
1868	1	-
1869	1	-
1870	1	-
1871	1	18 mpg City, 25 mpg Hwy
1872	1	34 mpg City, 31 mpg Hwy
1873	1	22 mpg City, 28 mpg Hwy
1874	1	22 mpg City, 28 mpg Hwy
1875	1	20 mpg City, 26 mpg Hwy
1876	1	22 mpg City, 28 mpg Hwy
1877	1	12 mpg City, 17 mpg Hwy
1878	1	12 mpg City, 17 mpg Hwy
1879	1	14 mpg City, 20 mpg Hwy
1880	1	14 mpg City, 20 mpg Hwy
1881	1	14 mpg City, 20 mpg Hwy
1882	1	14 mpg City, 20 mpg Hwy
1883	1	12 mpg City, 17 mpg Hwy
1884	1	12 mpg City, 17 mpg Hwy
1885	1	14 mpg City, 20 mpg Hwy
1886	1	14 mpg City, 20 mpg Hwy
1887	1	13 mpg City, 19 mpg Hwy
1888	1	14 mpg City, 20 mpg Hwy
1889	1	13 mpg City, 19 mpg Hwy
1890	1	13 mpg City, 19 mpg Hwy
1891	1	14 mpg City, 20 mpg Hwy
1892	1	13 mpg City, 19 mpg Hwy
1893	1	13 mpg City, 19 mpg Hwy
1894	1	15 mpg City, 19 mpg Hwy
1895	1	15 mpg City, 19 mpg Hwy
1896	1	14 mpg City, 18 mpg Hwy
1897	1	14 mpg City, 18 mpg Hwy
1898	1	15 mpg City, 19 mpg Hwy
1899	1	14 mpg City, 18 mpg Hwy
1900	1	14 mpg City, 18 mpg Hwy
1901	1	14 mpg City, 18 mpg Hwy
1902	1	14 mpg City, 18 mpg Hwy
1903	1	14 mpg City, 20 mpg Hwy
1904	1	14 mpg City, 18 mpg Hwy
1905	1	14 mpg City, 20 mpg Hwy
1906	1	15 mpg City, 19 mpg Hwy
1907	1	15 mpg City, 21 mpg Hwy
1908	1	15 mpg City, 21 mpg Hwy
1909	1	14 mpg City, 18 mpg Hwy
1910	1	14 mpg City, 18 mpg Hwy
1911	1	14 mpg City, 18 mpg Hwy
1912	1	14 mpg City, 20 mpg Hwy
1913	1	14 mpg City, 20 mpg Hwy
1914	1	14 mpg City, 20 mpg Hwy
1915	1	15 mpg City, 21 mpg Hwy
1916	1	15 mpg City, 21 mpg Hwy
1917	1	14 mpg City, 20 mpg Hwy
1918	1	15 mpg City, 19 mpg Hwy
1919	1	15 mpg City, 19 mpg Hwy
1920	1	15 mpg City, 21 mpg Hwy
1921	1	24 mpg City, 35 mpg Hwy
1922	1	24 mpg City, 35 mpg Hwy
1923	1	41 mpg City, 36 mpg Hwy
1924	1	17 mpg City, 24 mpg Hwy
1925	1	18 mpg City, 26 mpg Hwy
1926	1	18 mpg City, 26 mpg Hwy
1927	1	18 mpg City, 26 mpg Hwy
1928	1	16 mpg City, 24 mpg Hwy
1929	1	22 mpg City, 27 mpg Hwy
1930	1	22 mpg City, 27 mpg Hwy
1931	1	15 mpg City, 21 mpg Hwy
1932	1	15 mpg City, 21 mpg Hwy
1933	1	-
1934	1	-
1935	1	-
1936	1	-
1937	1	-
1938	1	-
1939	1	-
1940	1	-
1941	1	-
1942	1	-
1943	1	-
1944	1	-
1945	1	-
1946	1	-
1947	1	-
1948	1	-
1949	1	-
1950	1	-
1951	1	-
1952	1	-
1953	1	-
1954	1	-
1955	1	-
1956	1	-
1957	1	-
1958	1	-
1959	1	-
1960	1	-
1961	1	-
1962	1	-
1963	1	-
1964	1	-
1965	1	-
1966	1	-
1967	1	-
1968	1	-
1969	1	-
1970	1	-
1971	1	-
1972	1	18 mpg City, 28 mpg Hwy
1973	1	17 mpg City, 25 mpg Hwy
1974	1	17 mpg City, 25 mpg Hwy
1975	1	22 mpg City, 25 mpg Hwy
1976	1	18 mpg City, 28 mpg Hwy
1977	1	20 mpg City, 28 mpg Hwy
1978	1	18 mpg City, 28 mpg Hwy
1979	1	18 mpg City, 26 mpg Hwy
1980	1	19 mpg City, 26 mpg Hwy
1981	1	17 mpg City, 25 mpg Hwy
1982	1	18 mpg City, 28 mpg Hwy
1983	1	19 mpg City, 28 mpg Hwy
1984	1	23 mpg City, 36 mpg Hwy
1985	1	17 mpg City, 25 mpg Hwy
1986	1	15 mpg City, 22 mpg Hwy
1987	1	19 mpg City, 29 mpg Hwy
1988	1	20 mpg City, 30 mpg Hwy
1989	1	19 mpg City, 27 mpg Hwy
1990	1	15 mpg City, 22 mpg Hwy
1991	1	17 mpg City, 24 mpg Hwy
1992	1	17 mpg City, 25 mpg Hwy
1993	1	14 mpg City, 20 mpg Hwy
1994	1	14 mpg City, 20 mpg Hwy
1995	1	13 mpg City, 20 mpg Hwy
1996	1	14 mpg City, 20 mpg Hwy
1997	1	12 mpg City, 17 mpg Hwy
1998	1	14 mpg City, 20 mpg Hwy
1999	1	17 mpg City, 19 mpg Hwy
