auto	aol	fuel_economy
1698	1	14 City / 18 Hwy
1699	1	14 City / 18 Hwy
1700	1	14 City / 18 Hwy
1701	1	14 City / 18 Hwy
1702	1	13 City / 18 Hwy
1703	1	13 City / 18 Hwy
1704	1	15 City / 22 Hwy
1705	1	15 City / 21 Hwy
1706	1	14 City / 20 Hwy
1707	1	14 City / 20 Hwy
1708	1	16 City / 24 Hwy
1709	1	16 City / 24 Hwy
1710	1	16 City / 23 Hwy
1711	1	16 City / 23 Hwy
1712	1	16 City / 24 Hwy
1713	1	16 City / 24 Hwy
1714	1	16 City / 23 Hwy
1715	1	20 City / 26 Hwy
1716	1	13 City / 18 Hwy
1717	1	14 City / 18 Hwy
1718	1	14 City / 18 Hwy
1719	1	14 City / 18 Hwy
1720	1	13 City / 18 Hwy
1721	1	24 City / 32 Hwy
1722	1	20 City / 25 Hwy
1723	1	18 City / 23 Hwy
1724	1	18 City / 23 Hwy
1725	1	19 City / 24 Hwy
1726	1	18 City / 23 Hwy
1727	1	18 City / 23 Hwy
1728	1	18 City / 25 Hwy
1729	1	18 City / 25 Hwy
1730	1	17 City / 23 Hwy
1731	1	14 City / 20 Hwy
1732	1	14 City / 20 Hwy
1733	1	18 City / 24 Hwy
1734	1	18 City / 24 Hwy
1735	1	16 City / 21 Hwy
1736	1	16 City / 21 Hwy
1737	1	18 City / 25 Hwy
1738	1	18 City / 25 Hwy
1739	1	17 City / 23 Hwy
1740	1	18 City / 25 Hwy
1741	1	17 City / 23 Hwy
1742	1	18 City / 24 Hwy
1743	1	16 City / 21 Hwy
1744	1	18 City / 24 Hwy
1745	1	16 City / 21 Hwy
1746	1	20 City / 27 Hwy
1747	1	20 City / 27 Hwy
1748	1	20 City / 27 Hwy
1749	1	20 City / 27 Hwy
1750	1	20 City / 27 Hwy
1751	1	20 City / 27 Hwy
1752	1	20 City / 27 Hwy
1753	1	18 City / 25 Hwy
1754	1	20 City / 27 Hwy
1755	1	19 City / 24 Hwy
1756	1	19 City / 23 Hwy
1757	1	15 City / 20 Hwy
1758	1	15 City / 19 Hwy
1759	1	15 City / 20 Hwy
1760	1	15 City / 19 Hwy
1761	1	19 City / 23 Hwy
1762	1	16 City / 20 Hwy
1763	1	15 City / 20 Hwy
1764	1	14 City / 19 Hwy
1765	1	15 City / 19 Hwy
1766	1	15 City / 20 Hwy
1767	1	15 City / 20 Hwy
1768	1	15 City / 19 Hwy
1769	1	14 City / 19 Hwy
1770	1	14 City / 19 Hwy
1771	1	16 City / 20 Hwy
1772	1	15 City / 20 Hwy
1773	1	15 City / 20 Hwy
1774	1	14 City / 19 Hwy
1775	1	13 City / 18 Hwy
1776	1	16 City / 23 Hwy
1777	1	17 City / 25 Hwy
1778	1	17 City / 25 Hwy
1779	1	16 City / 23 Hwy
1780	1	15 City / 22 Hwy
1781	1	15 City / 21 Hwy
1782	1	15 City / 21 Hwy
1783	1	15 City / 21 Hwy
1784	1	12 City / 18 Hwy
1785	1	15 City / 22 Hwy
1786	1	15 City / 21 Hwy
1787	1	15 City / 21 Hwy
1788	1	15 City / 21 Hwy
1789	1	21 City / 22 Hwy
1790	1	20 City / 23 Hwy
1791	1	20 City / 23 Hwy
1792	1	20 City / 23 Hwy
1793	1	12 City / 18 Hwy
1794	1	18 City / 27 Hwy
1795	1	16 City / 24 Hwy
1796	1	16 City / 23 Hwy
1797	1	16 City / 23 Hwy
1798	1	12 City / 18 Hwy
1799	1	12 City / 18 Hwy
1800	1	16 City / 24 Hwy
1801	1	17 City / 25 Hwy
1802	1	16 City / 24 Hwy
1803	1	14 City / 21 Hwy
1804	1	18 City / 26 Hwy
1805	1	18 City / 24 Hwy
1806	1	18 City / 25 Hwy
1807	1	18 City / 25 Hwy
1808	1	17 City / 25 Hwy
1809	1	16 City / 24 Hwy
1810	1	18 City / 25 Hwy
1811	1	18 City / 25 Hwy
1812	1	14 City / 21 Hwy
1813	1	18 City / 25 Hwy
1814	1	18 City / 25 Hwy
1815	1	17 City / 25 Hwy
1816	1	17 City / 27 Hwy
1817	1	17 City / 27 Hwy
1818	1	12 City / 18 Hwy
1819	1	12 City / 18 Hwy
1820	1	15 City / 23 Hwy
1821	1	12 City / 18 Hwy
1822	1	15 City / 21 Hwy
1823	1	16 City / 24 Hwy
1824	1	15 City / 22 Hwy
1825	1	16 City / 22 Hwy
1826	1	16 City / 22 Hwy
1827	1	14 City / 21 Hwy
1828	1	14 City / 20 Hwy
1829	1	16 City / 24 Hwy
1830	1	15 City / 22 Hwy
1831	1	16 City / 22 Hwy
1832	1	12 City / 17 Hwy
1833	1	11 City / 17 Hwy
1834	1	11 City / 17 Hwy
1835	1	15 City / 23 Hwy
1836	1	14 City / 21 Hwy
1837	1	11 City / 18 Hwy
1838	1	17 City / 19 Hwy
1839	1	12 City / 17 Hwy
1840	1	16 City / 24 Hwy
1841	1	16 City / 24 Hwy
1842	1	13 City / 22 Hwy
1843	1	13 City / 22 Hwy
1844	1	12 City / 19 Hwy
1845	1	14 City / 21 Hwy
1846	1	14 City / 22 Hwy
1847	1	17 City / 26 Hwy
1848	1	11 City / 17 Hwy
1849	1	12 City / 18 Hwy
1850	1	11 City / 15 Hwy
1851	1	11 City / 15 Hwy
1852	1	11 City / 15 Hwy
1853	1	11 City / 13 Hwy
1854	1	19 City / 23 Hwy
1855	1	14 City / 21 Hwy
1856	1	11 City / 17 Hwy
1857	1	11 City / 18 Hwy
1858	1	12 City / 18 Hwy
1859	1	12 City / 18 Hwy
1860	1	15 City / 21 Hwy
1861	1	12 City / 19 Hwy
1862	1	12 City / 19 Hwy
1863	1	11 City / 20 Hwy
1864	1	12 City / 20 Hwy
1865	1	12 City / 19 Hwy
1866	1	11 City / 18 Hwy
1867	1	11 City / 18 Hwy
1868	1	12 City / 19 Hwy
1869	1	12 City / 19 Hwy
1870	1	12 City / 19 Hwy
1871	1	12 City / 19 Hwy
1872	1	14 City / 20 Hwy
1873	1	13 City / 19 Hwy
1874	1	11 City / 18 Hwy
1875	1	10 City / 17 Hwy
1876	1	11 City / 17 Hwy
1877	1	11 City / 17 Hwy
1878	1	10 City / 17 Hwy
1879	1	11 City / 17 Hwy
1880	1	11 City / 17 Hwy
1881	1	13 City / 19 Hwy
1882	1	13 City / 19 Hwy
1883	1	12 City / 20 Hwy
1884	1	12 City / 20 Hwy
1885	1	12 City / 20 Hwy
1886	1	10 City / 17 Hwy
1887	1	12 City / 18 Hwy
1888	1	13 City / 20 Hwy
1889	1	13 City / 24 Hwy
1890	1	11 City / 17 Hwy
1891	1	12 City / 18 Hwy
1892	1	11 City / 17 Hwy
1893	1	11 City / 17 Hwy
1894	1	11 City / 15 Hwy
1895	1	9 City / 15 Hwy
1896	1	8 City / 13 Hwy
1897	1	8 City / 13 Hwy
1898	1	9 City / 15 Hwy
1899	1	10 City / 16 Hwy
1900	1	10 City / 16 Hwy
1901	1	10 City / 16 Hwy
1902	1	10 City / 16 Hwy
1903	1	10 City / 16 Hwy
1904	1	11 City / 18 Hwy
1905	1	10 City / 16 Hwy
1906	1	10 City / 16 Hwy
1907	1	10 City / 16 Hwy
1908	1	11 City / 18 Hwy
1909	1	22 City / 30 Hwy
1910	1	30 City / 41 Hwy
1911	1	23 City / 30 Hwy
1912	1	30 City / 41 Hwy
1913	1	21 City / 30 Hwy
1914	1	21 City / 30 Hwy
1915	1	20 City / 29 Hwy
1916	1	21 City / 30 Hwy
1917	1	20 City / 29 Hwy
1918	1	16 City / 20 Hwy
1919	1	15 City / 19 Hwy
1920	1	16 City / 20 Hwy
1921	1	15 City / 20 Hwy
1922	1	15 City / 19 Hwy
1923	1	15 City / 19 Hwy
1924	1	15 City / 19 Hwy
1925	1	14 City / 19 Hwy
1926	1	15 City / 20 Hwy
1927	1	15 City / 20 Hwy
1928	1	14 City / 19 Hwy
1929	1	14 City / 19 Hwy
1930	1	22 City / 27 Hwy
1931	1	22 City / 27 Hwy
1932	1	22 City / 27 Hwy
1933	1	15 City / 21 Hwy
1934	1	15 City / 21 Hwy
1935	1	15 City / 19 Hwy
1936	1	15 City / 19 Hwy
1937	1	22 City / 27 Hwy
1938	1	22 City / 27 Hwy
1939	1	16 City / 21 Hwy
1940	1	23 City / 33 Hwy
1941	1	30 City / 42 Hwy
1942	1	24 City / 31 Hwy
1943	1	22 City / 32 Hwy
1944	1	20 City / 28 Hwy
1945	1	19 City / 24 Hwy
1946	1	21 City / 28 Hwy
1947	1	21 City / 28 Hwy
1948	1	24 City / 31 Hwy
1949	1	25 City / 31 Hwy
1950	1	24 City / 29 Hwy
1951	1	20 City / 29 Hwy
1952	1	21 City / 30 Hwy
1953	1	21 City / 30 Hwy
1954	1	17 City / 25 Hwy
1955	1	17 City / 25 Hwy
1956	1	20 City / 28 Hwy
1957	1	20 City / 29 Hwy
1958	1	20 City / 28 Hwy
1959	1	21 City / 32 Hwy
1960	1	22 City / 32 Hwy
1961	1	19 City / 29 Hwy
1962	1	22 City / 32 Hwy
1963	1	22 City / 32 Hwy
1964	1	20 City / 27 Hwy
1965	1	22 City / 31 Hwy
1966	1	21 City / 28 Hwy
1967	1	21 City / 28 Hwy
1968	1	28 City / 37 Hwy
1969	1	27 City / 32 Hwy
1970	1	24 City / 31 Hwy
1971	1	25 City / 30 Hwy
1972	1	24 City / 34 Hwy
1973	1	22 City / 34 Hwy
1974	1	23 City / 31 Hwy
1975	1	21 City / 28 Hwy
1976	1	20 City / 28 Hwy
1977	1	20 City / 28 Hwy
1978	1	20 City / 29 Hwy
1979	1	22 City / 29 Hwy
1980	1	20 City / 29 Hwy
1981	1	23 City / 30 Hwy
1982	1	20 City / 29 Hwy
1983	1	20 City / 29 Hwy
1984	1	22 City / 29 Hwy
1985	1	22 City / 29 Hwy
1986	1	22 City / 29 Hwy
1987	1	22 City / 32 Hwy
1988	1	22 City / 32 Hwy
1989	1	19 City / 25 Hwy
1990	1	19 City / 25 Hwy
1991	1	19 City / 23 Hwy
1992	1	19 City / 23 Hwy
1993	1	17 City / 23 Hwy
1994	1	17 City / 23 Hwy
1995	1	20 City / 27 Hwy
1996	1	17 City / 25 Hwy
1997	1	21 City / 28 Hwy
1998	1	21 City / 28 Hwy
1999	1	21 City / 28 Hwy
