auto	carquotes	price
1863	1	MSRP: $26,715
1864	1	MSRP: $29,580
1865	1	MSRP: $27,860
1866	1	MSRP: $29,440
1867	1	MSRP: $31,100
1868	1	MSRP: $32,085
1869	1	MSRP: $30,425
1870	1	MSRP: $33,370
1871	1	MSRP: $33,920
1872	1	MSRP: $29,860
1873	1	MSRP: $21,020
1874	1	MSRP: $24,045
1875	1	MSRP: $27,375
1876	1	MSRP: $25,625
1877	1	MSRP: $46,060
1878	1	MSRP: $38,485
1879	1	MSRP: $45,690
1880	1	MSRP: $41,390
1881	1	MSRP: $43,575
1882	1	MSRP: $45,810
1883	1	MSRP: $42,010
1884	1	MSRP: $51,240
1885	1	MSRP: $48,340
1886	1	MSRP: $39,110
1887	1	MSRP: $35,600
1888	1	MSRP: $33,280
1889	1	MSRP: $38,600
1890	1	MSRP: $31,600
1891	1	MSRP: $33,065
1892	1	MSRP: $35,590
1893	1	MSRP: $30,735
1894	1	MSRP: $26,555
1895	1	MSRP: $22,360
1896	1	MSRP: $28,230
1897	1	MSRP: $29,400
1898	1	MSRP: $26,555
1899	1	MSRP: $33,240
1900	1	MSRP: $33,240
1901	1	MSRP: $38,260
1902	1	MSRP: $29,030
1903	1	MSRP: $32,940
1904	1	MSRP: $35,890
1905	1	MSRP: $30,095
1906	1	MSRP: $27,685
1907	1	MSRP: $29,795
1908	1	MSRP: $31,680
1909	1	MSRP: $38,655
1910	1	MSRP: $39,615
1911	1	MSRP: $46,740
1912	1	MSRP: $33,555
1913	1	MSRP: $33,255
1914	1	MSRP: $35,405
1915	1	MSRP: $32,560
1916	1	MSRP: $34,145
1917	1	MSRP: $43,125
1918	1	MSRP: $29,595
1919	1	MSRP: $29,295
1920	1	MSRP: $32,260
1921	1	MSRP: $17,170
1922	1	MSRP: $18,780
1923	1	MSRP: $27,950
1924	1	MSRP: $28,355
1925	1	MSRP: $26,395
1926	1	MSRP: $29,395
1927	1	MSRP: $21,395
1928	1	MSRP: $31,395
1929	1	MSRP: $17,820
1930	1	MSRP: $20,580
1931	1	MSRP: $22,485
1932	1	MSRP: $23,220
1933	1	MSRP: $25,875
1934	1	MSRP: $33,125
1935	1	MSRP: $31,170
1936	1	MSRP: $34,710
1937	1	MSRP: $36,620
1938	1	MSRP: $42,135
1939	1	MSRP: $38,965
1940	1	MSRP: $30,810
1941	1	MSRP: $32,335
1942	1	MSRP: $39,155
1943	1	MSRP: $41,940
1944	1	MSRP: $35,375
1945	1	MSRP: $42,135
1946	1	MSRP: $38,965
1947	1	MSRP: $32,530
1948	1	MSRP: $31,485
1949	1	MSRP: $32,035
1950	1	MSRP: $35,020
1951	1	MSRP: $38,375
1952	1	MSRP: $41,290
1953	1	MSRP: $31,210
1954	1	MSRP: $40,505
1955	1	MSRP: $37,750
1956	1	MSRP: $41,030
1957	1	MSRP: $32,690
1958	1	MSRP: $35,605
1959	1	MSRP: $26,595
1960	1	MSRP: $32,020
1961	1	MSRP: $32,215
1962	1	MSRP: $37,640
1963	1	MSRP: $37,440
1964	1	MSRP: $36,115
1965	1	MSRP: $42,590
1966	1	MSRP: $33,255
1967	1	MSRP: $42,785
1968	1	MSRP: $42,785
1969	1	MSRP: $49,525
1970	1	MSRP: $55,660
1971	1	MSRP: $46,375
1972	1	MSRP: $25,170
1973	1	MSRP: $29,200
1974	1	MSRP: $37,770
1975	1	MSRP: $22,655
1976	1	MSRP: $34,200
1977	1	MSRP: $36,050
1978	1	MSRP: $45,500
1979	1	MSRP: $50,150
1980	1	MSRP: $45,050
1981	1	MSRP: $38,600
1982	1	MSRP: $33,650
1983	1	MSRP: $41,100
1984	1	MSRP: $44,150
1985	1	MSRP: $38,200
1986	1	MSRP: $59,700
1987	1	MSRP: $51,900
1988	1	MSRP: $56,000
1989	1	MSRP: $58,300
1990	1	MSRP: $63,900
1991	1	MSRP: $102,300
1992	1	MSRP: $70,650
1993	1	MSRP: $89,400
1994	1	MSRP: $128,900
1995	1	MSRP: $67,050
1996	1	MSRP: $55,400
1997	1	MSRP: $85,500
1998	1	MSRP: $67,200
1999	1	MSRP: $88,900
