auto	motortrend	model
1037	1	2010 Mitsubishi Lancer Sportback GTS Wagon
1038	1	2010 Mitsubishi Lancer Sportback Ralliart Wagon
1039	1	2011 Mitsubishi Outlander ES Sport Utility
1040	1	2011 Mitsubishi Outlander SE Sport Utility
1041	1	2011 Mitsubishi Outlander XLS Sport Utility
1042	1	2011 Mitsubishi Outlander GT Sport Utility
1043	1	2010 Mitsubishi Outlander GT Sport Utility
1044	1	2011 Mitsubishi Outlander Sport ES Sport Utility
1045	1	2011 Mitsubishi Outlander Sport SE Sport Utility
1046	1	2011 Audi A3 Base Hatchback
1047	1	2011 Audi A3 TDI Hatchback
1048	1	2010 Audi A3 TDI Hatchback
1049	1	2011 Audi A4 Base Sedan
1050	1	2011 Audi A4 Avant Wagon
1051	1	2010 Audi A4 Base Sedan
1052	1	2010 Audi A4 Avant Wagon
1053	1	2011 Audi A5 Base Coupe
1054	1	2011 Audi A5 Base Convertible
1055	1	2010 Audi A5 Base Coupe
1056	1	2010 Audi A5 Base Convertible
1057	1	2010 Hyundai Accent Blue Hatchback
1058	1	2010 Hyundai Accent GS Hatchback
1059	1	2010 Hyundai Accent GLS Sedan
1060	1	2010 Hyundai Accent SE Hatchback
1061	1	2011 Audi A6 3.2 Sedan
1062	1	2011 Audi A6 3.0T Sedan
1063	1	2011 Audi A6 3.0T Avant Wagon
1064	1	2011 Audi A6 4.2 Sedan
1065	1	2011 Audi A8 Base Sedan
1066	1	2011 Audi A8 L Sedan
1067	1	2010 Audi A8 Base Sedan
1068	1	2010 Audi A8 L Sedan
1069	1	2011 Audi Q5 2.0T Sport Utility
1070	1	2011 Audi Q5 3.2 Sport Utility
1071	1	2010 Audi Q5 Base Sport Utility
1072	1	2011 Audi Q7 3.0 TDI Premium Sport Utility
1073	1	2010 Audi Q7 4.2 Prestige Sport Utility
1074	1	2011 Audi R8 Base Coupe
1075	1	2011 Audi R8 Spyder Convertible
1076	1	2011 Hyundai Azera GLS Sedan
1077	1	2011 Hyundai Azera Limited Sedan
1078	1	2011 Audi S4 Base Sedan
1079	1	2010 Audi S4 Base Sedan
1080	1	2011 Audi S5 4.2 Coupe
1081	1	2011 Audi S5 3.0T Convertible
1082	1	2010 Audi S5 4.2 Coupe
1083	1	2010 Audi S5 3.0T Convertible
1084	1	2011 Audi S6 Base Sedan
1085	1	2010 Audi S6 Base Sedan
1086	1	2011 Audi TT Base Coupe
1087	1	2011 Audi TT Base Roadster
1088	1	2010 Audi TT Base Coupe
1089	1	2010 Audi TT Base Roadster
1090	1	2011 Audi TTS Base Coupe
1091	1	2011 Audi TTS Base Roadster
1092	1	2010 Audi TTS Base Coupe
1093	1	2010 Audi TTS Base Roadster
1094	1	2011 Jaguar XF Base Sedan
1095	1	2011 Jaguar XF Premium Sedan
1096	1	2011 Jaguar XF Supercharged Sedan
1097	1	2011 Jaguar XF R Sedan
1098	1	2011 Jaguar XJ-Series XJ Sedan
1099	1	2011 Jaguar XJ-Series XJL Sedan
1100	1	2011 Jaguar XJ-Series XJ Supercharged Sedan
1101	1	2011 Jaguar XJ-Series XJL Supercharged Sedan
1102	1	2011 Jaguar XJ-Series XJ Supersport Sedan
1103	1	2011 Jaguar XJ-Series XJL Supersport Sedan
1104	1	2011 Jaguar XK-Series XK Coupe
1105	1	2011 Jaguar XK-Series XK Convertible
1106	1	2011 Jaguar XK-Series XKR Coupe
1107	1	2011 Jaguar XK-Series XKR Convertible
1108	1	2011 Nissan 370Z Base Coupe
1109	1	2011 Nissan 370Z Touring Coupe
1110	1	2011 Nissan 370Z Base Convertible
1111	1	2011 Nissan 370Z Nismo Coupe
1112	1	2011 Nissan 370Z Touring Convertible
1113	1	2010 Nissan 370Z Base Coupe
1114	1	2010 Nissan 370Z Touring Coupe
1115	1	2010 Nissan 370Z Base Convertible
1116	1	2010 Nissan 370Z Nismo Coupe
1117	1	2010 Nissan 370Z Touring Convertible
1118	1	2011 Nissan Altima Base Sedan
1119	1	2011 Nissan Altima S Sedan
1120	1	2011 Nissan Altima S Coupe
1121	1	2011 Nissan Altima SR Sedan
1122	1	2011 Nissan Altima Hybrid Sedan
1123	1	2011 Nissan Altima SR Coupe
1124	1	2010 Nissan Altima Base Sedan
1125	1	2010 Nissan Altima S Sedan
1126	1	2010 Nissan Altima S Coupe
1127	1	2010 Nissan Altima SR Sedan
1128	1	2010 Nissan Altima Hybrid Sedan
1129	1	2010 Nissan Altima SR Coupe
1130	1	2010 Hyundai Elantra Blue Sedan
1131	1	2011 Nissan Armada SV Sport Utility
1132	1	2011 Nissan Armada SL Sport Utility
1133	1	2011 Nissan Armada Platinum Sport Utility
1134	1	2011 Nissan Frontier S Extended Cab Pickup
1135	1	2011 Nissan Frontier SV Extended Cab Pickup
1136	1	2011 Nissan Frontier S Short Bed Crew Cab Pickup
1137	1	2011 Nissan Frontier SV Short Bed Crew Cab Pickup
1138	1	2011 Nissan Frontier SV Long Bed Crew Cab Pickup
1139	1	2011 Nissan Frontier PRO-4X Extended Cab Pickup
1140	1	2011 Nissan Frontier PRO-4X Short Bed Crew Cab Pickup
1141	1	2011 Nissan Frontier SL Short Bed Crew Cab Pickup
1142	1	2011 Nissan Frontier SL Long Bed Crew Cab Pickup
1143	1	2011 Nissan GT-R Base Coupe
1144	1	2011 Nissan Juke S Sport Utility
1145	1	2011 Nissan Juke SV Sport Utility
1146	1	2011 Nissan Juke SL Sport Utility
1147	1	2011 Hyundai Elantra Touring GLS Wagon
1148	1	2011 Hyundai Elantra Touring SE Wagon
1149	1	2011 Nissan Maxima S Sedan
1150	1	2011 Nissan Maxima SV Sedan
1151	1	2011 Nissan Murano S Sport Utility
1152	1	2011 Nissan Murano SV Sport Utility
1153	1	2011 Nissan Murano SL Sport Utility
1154	1	2011 Nissan Murano LE Sport Utility
1155	1	2011 Nissan Pathfinder S Sport Utility
1156	1	2011 Nissan Pathfinder SV Sport Utility
1157	1	2011 Nissan Pathfinder Silver Edition Sport Utility
1158	1	2011 Nissan Pathfinder LE Sport Utility
1159	1	2011 Nissan Rogue S Sport Utility
1160	1	2011 Nissan Rogue SV Sport Utility
1161	1	2011 Nissan Rogue S Krom Sport Utility
1162	1	2010 Hyundai Elantra Touring GLS Wagon
1163	1	2010 Hyundai Elantra Touring SE Wagon
1164	1	2011 Nissan Sentra 2.0 Sedan
1165	1	2011 Nissan Sentra 2.0SR Sedan
1166	1	2011 Nissan Sentra 2.0S Sedan
1167	1	2011 Nissan Sentra 2.0SL Sedan
1168	1	2011 Nissan Sentra SE-R Sedan
1169	1	2011 Nissan Sentra SE-R Spec V Sedan
1170	1	2011 Nissan Titan S Extended Cab Pickup
1171	1	2011 Nissan Titan SV Extended Cab Pickup
1172	1	2011 Nissan Titan S Short Bed Crew Cab Pickup
1173	1	2011 Nissan Titan SV Short Bed Crew Cab Pickup
1174	1	2011 Nissan Titan SV Long Bed Crew Cab Pickup
1175	1	2011 Nissan Titan PRO-4X Extended Cab Pickup
1176	1	2011 Nissan Titan PRO-4X Short Bed Crew Cab Pickup
1177	1	2011 Nissan Titan SL Short Bed Crew Cab Pickup
1178	1	2010 Bentley Azure T Convertible
1179	1	2010 Bentley Brooklands Base Coupe
1180	1	2010 Bentley Continental GT Coupe
1181	1	2010 Bentley Continental GT Speed Coupe
1182	1	2011 Hyundai Genesis Base Sedan
1183	1	2010 Hyundai Genesis Base Coupe
1184	1	2010 Hyundai Genesis Premium Coupe
1185	1	2010 Hyundai Genesis Track Coupe
1186	1	2010 Hyundai Genesis Grand Touring Coupe
1187	1	2010 Hyundai Genesis Base Sedan
1188	1	2011 Hyundai Genesis Coupe 2.0T Coupe
1189	1	2011 Hyundai Genesis Coupe R-Spec Coupe
1190	1	2011 Hyundai Genesis Coupe Premium Coupe
1191	1	2011 Hyundai Genesis Coupe Grand Touring Coupe
1192	1	2011 Hyundai Genesis Coupe Track Coupe
1193	1	2011 Hyundai Santa Fe GLS Sport Utility
1194	1	2011 Hyundai Santa Fe SE Sport Utility
1195	1	2011 Hyundai Santa Fe Limited Sport Utility
1196	1	2010 Hyundai Santa Fe GLS Sport Utility
1197	1	2010 Hyundai Santa Fe SE Sport Utility
1198	1	2010 Hyundai Santa Fe Limited Sport Utility
1199	1	2011 Hyundai Sonata GLS Sedan
1200	1	2011 Hyundai Sonata SE Sedan
1201	1	2011 Hyundai Sonata Limited Sedan
1202	1	2011 Hyundai Tucson GL Sport Utility
1203	1	2011 Hyundai Tucson GLS Sport Utility
1204	1	2011 Hyundai Tucson Limited Sport Utility
1205	1	2010 Hyundai Tucson GLS Sport Utility
1206	1	2010 Hyundai Tucson Limited Sport Utility
1207	1	2011 Hyundai Veracruz GLS Sport Utility
1208	1	2011 Hyundai Veracruz Limited Sport Utility
1209	1	2011 Jeep Grand Cherokee Laredo Sport Utility
1210	1	2011 Jeep Grand Cherokee Limited Sport Utility
1211	1	2011 Jeep Grand Cherokee Overland Sport Utility
1212	1	2011 Jeep Liberty Sport Sport Utility
1213	1	2011 Jeep Liberty Limited Edition Sport Utility
1214	1	2011 Jeep Liberty Renegade Sport Utility
1215	1	2010 Jeep Liberty Renegade Sport Utility
1216	1	2011 Jeep Patriot Sport Sport Utility
1217	1	2011 Jeep Patriot Latitude X Sport Utility
1218	1	2011 Jeep Wrangler Sport Sport Utility
1219	1	2011 Jeep Wrangler Unlimited Sport Sport Utility
1220	1	2011 Jeep Wrangler Sahara Sport Utility
1221	1	2011 Jeep Wrangler Rubicon Sport Utility
1222	1	2011 Jeep Wrangler Unlimited Sahara Sport Utility
1223	1	2011 Jeep Wrangler Unlimited Rubicon Sport Utility
1224	1	2011 BMW 1-Series 128I Coupe
1225	1	2011 BMW 1-Series 128I Convertible
1226	1	2011 BMW 3-Series 328I Sedan
1227	1	2011 BMW 3-Series 328I xDrive Sedan
1228	1	2011 BMW 3-Series 328I Wagon
1229	1	2011 BMW 3-Series 328I Coupe
1230	1	2011 BMW 3-Series 328I xDrive Wagon
1231	1	2011 BMW 3-Series 328I xDrive Coupe
1232	1	2011 BMW 3-Series 335I Coupe
1233	1	2011 BMW 3-Series 335D Sedan
1234	1	2011 BMW 3-Series 335I xDrive Coupe
1235	1	2011 BMW 3-Series 328I Convertible
1236	1	2011 BMW 3-Series 335IS Coupe
1237	1	2011 BMW 3-Series 335I Convertible
1238	1	2011 BMW 3-Series 335IS Convertible
1239	1	2011 BMW 5-Series 528I Sedan
1240	1	2011 BMW 5-Series 535I Sedan
1241	1	2011 BMW 5-Series 535I xDrive Sedan
1242	1	2011 BMW 5-Series 535I Gran Turismo Hatchback
1243	1	2011 BMW 5-Series 535I xDrive Gran Turismo Hatchback
1244	1	2011 BMW 5-Series 550I Sedan
1245	1	2011 BMW 5-Series 550I xDrive Sedan
1246	1	2011 BMW 5-Series 550I Gran Turismo Hatchback
1247	1	2011 BMW 5-Series 550I xDrive Gran Turismo Hatchback
1248	1	2010 BMW 5-Series 528I Sedan
1249	1	2010 BMW 5-Series 528XI Sedan
1250	1	2010 BMW 5-Series 535I Sedan
1251	1	2010 BMW 5-Series 535XI Sedan
1252	1	2010 BMW 5-Series 535XI Wagon
1253	1	2010 BMW 5-Series 535I Grand Turismo Hatchback
1254	1	2010 BMW 5-Series 550I Sedan
1255	1	2010 BMW 5-Series 550I Grand Turismo Hatchback
1256	1	2011 BMW 7-Series 740I Sedan
1257	1	2011 BMW 7-Series 740LI Sedan
1258	1	2011 BMW 7-Series 750I Sedan
1259	1	2011 BMW 7-Series 750I xDrive Sedan
1260	1	2011 BMW 7-Series 750LI Sedan
1261	1	2011 BMW 7-Series 750LI xDrive Sedan
1262	1	2011 BMW 7-Series Alpina B7 Sedan
1263	1	2011 BMW 7-Series Alpina B7 xDrive Sedan
1264	1	2011 BMW 7-Series 760LI Sedan
1265	1	2011 BMW ActiveHybrid 7 750I Sedan
1266	1	2011 BMW ActiveHybrid 7 750LI Sedan
