auto	automotive	fuel_economy
1319	1	12 MPG city / 17 MPG highway
1320	1	13 MPG city / 17 MPG highway
1321	1	14 MPG city / 20 MPG highway
1322	1	16 MPG city / 21 MPG highway
1323	1	16 MPG city / 21 MPG highway
1324	1	20 MPG city / 28 MPG highway
1325	1	20 MPG city / 29 MPG highway
1326	1	24 MPG city / 34 MPG highway
1327	1	23 MPG city / 33 MPG highway
1328	1	23 MPG city / 32 MPG highway
1329	1	24 MPG city / 31 MPG highway
1330	1	24 MPG city / 31 MPG highway
1331	1	N/A MPG city / N/A MPG highway
1332	1	23 MPG city / 33 MPG highway
1333	1	30 MPG city / 42 MPG highway
1334	1	23 MPG city / 30 MPG highway
1335	1	23 MPG city / 30 MPG highway
1336	1	23 MPG city / 30 MPG highway
1337	1	30 MPG city / 41 MPG highway
1338	1	23 MPG city / 30 MPG highway
1339	1	30 MPG city / 41 MPG highway
1340	1	23 MPG city / 30 MPG highway
1341	1	21 MPG city / 31 MPG highway
1342	1	22 MPG city / 30 MPG highway
1343	1	22 MPG city / 31 MPG highway
1344	1	21 MPG city / 31 MPG highway
1345	1	22 MPG city / 31 MPG highway
1346	1	21 MPG city / 31 MPG highway
1347	1	22 MPG city / 31 MPG highway
1348	1	17 MPG city / 25 MPG highway
1349	1	22 MPG city / 31 MPG highway
1350	1	17 MPG city / 25 MPG highway
1351	1	22 MPG city / 31 MPG highway
1352	1	18 MPG city / 27 MPG highway
1353	1	25 MPG city / 31 MPG highway
1354	1	19 MPG city / 28 MPG highway
1355	1	21 MPG city / 31 MPG highway
1356	1	22 MPG city / 30 MPG highway
1357	1	21 MPG city / 31 MPG highway
1358	1	21 MPG city / 31 MPG highway
1359	1	20 MPG city / 29 MPG highway
1360	1	21 MPG city / 31 MPG highway
1361	1	16 MPG city / 23 MPG highway
1362	1	16 MPG city / 23 MPG highway
1363	1	16 MPG city / 23 MPG highway
1364	1	24 MPG city / 31 MPG highway
1365	1	30 MPG city / 41 MPG highway
1366	1	23 MPG city / 30 MPG highway
1367	1	30 MPG city / 42 MPG highway
1368	1	20 MPG city / 25 MPG highway
1369	1	20 MPG city / 25 MPG highway
1370	1	20 MPG city / 25 MPG highway
1371	1	18 MPG city / 24 MPG highway
1372	1	18 MPG city / 24 MPG highway
1373	1	18 MPG city / 24 MPG highway
1374	1	18 MPG city / 24 MPG highway
1375	1	21 MPG city / 31 MPG highway
1376	1	21 MPG city / 31 MPG highway
1377	1	18 MPG city / 25 MPG highway
1378	1	14 MPG city / 20 MPG highway
1379	1	14 MPG city / 18 MPG highway
1380	1	14 MPG city / 18 MPG highway
1381	1	9 MPG city / 12 MPG highway
1382	1	14 MPG city / 18 MPG highway
1383	1	14 MPG city / 18 MPG highway
1384	1	14 MPG city / 18 MPG highway
1385	1	9 MPG city / 12 MPG highway
1386	1	14 MPG city / 18 MPG highway
1387	1	12 MPG city / 17 MPG highway
1388	1	12 MPG city / 17 MPG highway
1389	1	14 MPG city / 20 MPG highway
1390	1	14 MPG city / 20 MPG highway
1391	1	20 MPG city / 26 MPG highway
1392	1	20 MPG city / 26 MPG highway
1393	1	30 MPG city / 27 MPG highway
1394	1	19 MPG city / 25 MPG highway
1395	1	19 MPG city / 25 MPG highway
1396	1	29 MPG city / 27 MPG highway
1397	1	17 MPG city / 24 MPG highway
1398	1	17 MPG city / 24 MPG highway
1399	1	22 MPG city / 29 MPG highway
1400	1	14 MPG city / 21 MPG highway
1401	1	41 MPG city / 36 MPG highway
1402	1	22 MPG city / 29 MPG highway
1403	1	13 MPG city / 18 MPG highway
1404	1	41 MPG city / 36 MPG highway
1405	1	21 MPG city / 29 MPG highway
1406	1	21 MPG city / 29 MPG highway
1407	1	21 MPG city / 29 MPG highway
1408	1	21 MPG city / 29 MPG highway
1409	1	21 MPG city / 30 MPG highway
1410	1	21 MPG city / 30 MPG highway
1411	1	20 MPG city / 31 MPG highway
1412	1	21 MPG city / 29 MPG highway
1413	1	20 MPG city / 28 MPG highway
1414	1	20 MPG city / 28 MPG highway
1415	1	18 MPG city / 27 MPG highway
1416	1	18 MPG city / 27 MPG highway
1417	1	21 MPG city / 30 MPG highway
1418	1	21 MPG city / 30 MPG highway
1419	1	21 MPG city / 29 MPG highway
1420	1	20 MPG city / 27 MPG highway
1421	1	18 MPG city / 24 MPG highway
1422	1	17 MPG city / 22 MPG highway
1423	1	18 MPG city / 24 MPG highway
1424	1	16 MPG city / 22 MPG highway
1425	1	16 MPG city / 22 MPG highway
1426	1	16 MPG city / 22 MPG highway
1427	1	20 MPG city / 30 MPG highway
1428	1	18 MPG city / 26 MPG highway
1429	1	17 MPG city / 26 MPG highway
1430	1	18 MPG city / 26 MPG highway
1431	1	18 MPG city / 25 MPG highway
1432	1	17 MPG city / 22 MPG highway
1433	1	16 MPG city / 22 MPG highway
1434	1	16 MPG city / 22 MPG highway
1435	1	19 MPG city / 27 MPG highway
1436	1	18 MPG city / 26 MPG highway
1437	1	18 MPG city / 27 MPG highway
1438	1	15 MPG city / 22 MPG highway
1439	1	16 MPG city / 24 MPG highway
1440	1	16 MPG city / 22 MPG highway
1441	1	14 MPG city / 21 MPG highway
1442	1	16 MPG city / 22 MPG highway
1443	1	14 MPG city / 20 MPG highway
1444	1	13 MPG city / 19 MPG highway
1445	1	14 MPG city / 20 MPG highway
1446	1	20 MPG city / 28 MPG highway
1447	1	17 MPG city / 25 MPG highway
1448	1	20 MPG city / 28 MPG highway
1449	1	20 MPG city / 28 MPG highway
1450	1	16 MPG city / 25 MPG highway
1451	1	20 MPG city / 27 MPG highway
1452	1	16 MPG city / 22 MPG highway
1453	1	17 MPG city / 22 MPG highway
1454	1	17 MPG city / 22 MPG highway
1455	1	17 MPG city / 22 MPG highway
1456	1	20 MPG city / 27 MPG highway
1457	1	16 MPG city / 24 MPG highway
1458	1	19 MPG city / 26 MPG highway
1459	1	16 MPG city / 24 MPG highway
1460	1	25 MPG city / 32 MPG highway
1461	1	17 MPG city / 25 MPG highway
1462	1	23 MPG city / 29 MPG highway
1463	1	21 MPG city / 27 MPG highway
1464	1	17 MPG city / 25 MPG highway
1465	1	15 MPG city / 21 MPG highway
1466	1	15 MPG city / 19 MPG highway
1467	1	15 MPG city / 21 MPG highway
1468	1	15 MPG city / 19 MPG highway
1469	1	23 MPG city / 28 MPG highway
1470	1	22 MPG city / 27 MPG highway
1471	1	19 MPG city / 25 MPG highway
1472	1	19 MPG city / 26 MPG highway
1473	1	21 MPG city / 25 MPG highway
1474	1	21 MPG city / 25 MPG highway
1475	1	18 MPG city / 24 MPG highway
1476	1	18 MPG city / 24 MPG highway
1477	1	N/A MPG city / N/A MPG highway
1478	1	N/A MPG city / N/A MPG highway
1479	1	21 MPG city / 30 MPG highway
1480	1	21 MPG city / 30 MPG highway
1481	1	25 MPG city / 31 MPG highway
1482	1	24 MPG city / 29 MPG highway
1483	1	24 MPG city / 33 MPG highway
1484	1	23 MPG city / 30 MPG highway
1485	1	25 MPG city / 33 MPG highway
1486	1	17 MPG city / 25 MPG highway
1487	1	23 MPG city / 30 MPG highway
1488	1	22 MPG city / 29 MPG highway
1489	1	23 MPG city / 30 MPG highway
1490	1	17 MPG city / 25 MPG highway
1491	1	21 MPG city / 28 MPG highway
1492	1	30 MPG city / 42 MPG highway
1493	1	21 MPG city / 28 MPG highway
1494	1	30 MPG city / 42 MPG highway
1495	1	13 MPG city / 19 MPG highway
1496	1	13 MPG city / 19 MPG highway
1497	1	12 MPG city / 20 MPG highway
1498	1	21 MPG city / 27 MPG highway
1499	1	22 MPG city / 30 MPG highway
1500	1	21 MPG city / 27 MPG highway
1501	1	22 MPG city / 30 MPG highway
1502	1	18 MPG city / 28 MPG highway
1503	1	18 MPG city / 28 MPG highway
1504	1	20 MPG city / 26 MPG highway
1505	1	21 MPG city / 27 MPG highway
1506	1	20 MPG city / 26 MPG highway
1507	1	21 MPG city / 27 MPG highway
1508	1	17 MPG city / 26 MPG highway
1509	1	16 MPG city / 24 MPG highway
1510	1	17 MPG city / 26 MPG highway
1511	1	16 MPG city / 24 MPG highway
1512	1	18 MPG city / 26 MPG highway
1513	1	18 MPG city / 28 MPG highway
1514	1	18 MPG city / 26 MPG highway
1515	1	16 MPG city / 23 MPG highway
1516	1	18 MPG city / 26 MPG highway
1517	1	18 MPG city / 28 MPG highway
1518	1	18 MPG city / 26 MPG highway
1519	1	16 MPG city / 23 MPG highway
1520	1	14 MPG city / 19 MPG highway
1521	1	14 MPG city / 19 MPG highway
1522	1	17 MPG city / 27 MPG highway
1523	1	17 MPG city / 27 MPG highway
1524	1	16 MPG city / 23 MPG highway
1525	1	16 MPG city / 23 MPG highway
1526	1	13 MPG city / 19 MPG highway
1527	1	20 MPG city / 27 MPG highway
1528	1	18 MPG city / 23 MPG highway
1529	1	18 MPG city / 23 MPG highway
1530	1	21 MPG city / 29 MPG highway
1531	1	21 MPG city / 29 MPG highway
1532	1	21 MPG city / 29 MPG highway
1533	1	21 MPG city / 29 MPG highway
1534	1	16 MPG city / 22 MPG highway
1535	1	17 MPG city / 25 MPG highway
1536	1	16 MPG city / 22 MPG highway
1537	1	17 MPG city / 25 MPG highway
1538	1	13 MPG city / 18 MPG highway
1539	1	14 MPG city / 19 MPG highway
1540	1	21 MPG city / 29 MPG highway
1541	1	21 MPG city / 29 MPG highway
1542	1	21 MPG city / 29 MPG highway
1543	1	21 MPG city / 29 MPG highway
1544	1	16 MPG city / 23 MPG highway
1545	1	15 MPG city / 21 MPG highway
1546	1	16 MPG city / 23 MPG highway
1547	1	15 MPG city / 21 MPG highway
1548	1	16 MPG city / 25 MPG highway
1549	1	15 MPG city / 21 MPG highway
1550	1	16 MPG city / 23 MPG highway
1551	1	15 MPG city / 21 MPG highway
1552	1	16 MPG city / 22 MPG highway
1553	1	15 MPG city / 22 MPG highway
1554	1	16 MPG city / 24 MPG highway
1555	1	15 MPG city / 22 MPG highway
1556	1	16 MPG city / 22 MPG highway
1557	1	15 MPG city / 22 MPG highway
1558	1	16 MPG city / 24 MPG highway
1559	1	15 MPG city / 22 MPG highway
1560	1	16 MPG city / 23 MPG highway
1561	1	15 MPG city / 22 MPG highway
1562	1	15 MPG city / 21 MPG highway
1563	1	15 MPG city / 21 MPG highway
1564	1	15 MPG city / 21 MPG highway
1565	1	15 MPG city / 21 MPG highway
1566	1	18 MPG city / 25 MPG highway
1567	1	18 MPG city / 25 MPG highway
1568	1	18 MPG city / 26 MPG highway
1569	1	18 MPG city / 26 MPG highway
1570	1	18 MPG city / 26 MPG highway
1571	1	18 MPG city / 25 MPG highway
1572	1	18 MPG city / 25 MPG highway
1573	1	18 MPG city / 26 MPG highway
1574	1	18 MPG city / 26 MPG highway
1575	1	18 MPG city / 26 MPG highway
1576	1	18 MPG city / 23 MPG highway
1577	1	18 MPG city / 23 MPG highway
1578	1	18 MPG city / 23 MPG highway
1579	1	18 MPG city / 23 MPG highway
1580	1	18 MPG city / 23 MPG highway
1581	1	18 MPG city / 23 MPG highway
1582	1	18 MPG city / 23 MPG highway
1583	1	23 MPG city / 32 MPG highway
1584	1	23 MPG city / 32 MPG highway
1585	1	35 MPG city / 33 MPG highway
1586	1	20 MPG city / 27 MPG highway
1587	1	23 MPG city / 32 MPG highway
1588	1	20 MPG city / 27 MPG highway
1589	1	23 MPG city / 32 MPG highway
1590	1	23 MPG city / 32 MPG highway
1591	1	35 MPG city / 33 MPG highway
1592	1	20 MPG city / 27 MPG highway
1593	1	23 MPG city / 32 MPG highway
1594	1	20 MPG city / 27 MPG highway
1595	1	13 MPG city / 18 MPG highway
1596	1	14 MPG city / 20 MPG highway
1597	1	14 MPG city / 20 MPG highway
1598	1	14 MPG city / 20 MPG highway
1599	1	13 MPG city / 18 MPG highway
1600	1	14 MPG city / 20 MPG highway
1601	1	14 MPG city / 20 MPG highway
1602	1	12 MPG city / 18 MPG highway
1603	1	12 MPG city / 18 MPG highway
1604	1	12 MPG city / 18 MPG highway
1605	1	12 MPG city / 18 MPG highway
1606	1	12 MPG city / 18 MPG highway
1607	1	12 MPG city / 18 MPG highway
1608	1	N/A MPG city / N/A MPG highway
1609	1	N/A MPG city / N/A MPG highway
1610	1	N/A MPG city / N/A MPG highway
1611	1	N/A MPG city / N/A MPG highway
1612	1	16 MPG city / 23 MPG highway
1613	1	16 MPG city / 23 MPG highway
1614	1	16 MPG city / 23 MPG highway
1615	1	16 MPG city / 23 MPG highway
1616	1	24 MPG city / 29 MPG highway
1617	1	28 MPG city / 30 MPG highway
1618	1	28 MPG city / 30 MPG highway
1619	1	28 MPG city / 30 MPG highway
1620	1	22 MPG city / 26 MPG highway
1621	1	22 MPG city / 26 MPG highway
1622	1	22 MPG city / 26 MPG highway
1623	1	21 MPG city / 26 MPG highway
1624	1	21 MPG city / 26 MPG highway
1625	1	14 MPG city / 19 MPG highway
1626	1	14 MPG city / 19 MPG highway
1627	1	15 MPG city / 20 MPG highway
1628	1	14 MPG city / 19 MPG highway
1629	1	19 MPG city / 23 MPG highway
1630	1	14 MPG city / 19 MPG highway
1631	1	14 MPG city / 19 MPG highway
1632	1	14 MPG city / 19 MPG highway
1633	1	14 MPG city / 19 MPG highway
1634	1	14 MPG city / 19 MPG highway
1635	1	14 MPG city / 19 MPG highway
1636	1	14 MPG city / 19 MPG highway
1637	1	24 MPG city / 31 MPG highway
1638	1	27 MPG city / 34 MPG highway
1639	1	27 MPG city / 34 MPG highway
1640	1	24 MPG city / 30 MPG highway
1641	1	27 MPG city / 34 MPG highway
1642	1	21 MPG city / 28 MPG highway
1643	1	24 MPG city / 31 MPG highway
1644	1	26 MPG city / 34 MPG highway
1645	1	26 MPG city / 34 MPG highway
1646	1	24 MPG city / 30 MPG highway
1647	1	26 MPG city / 34 MPG highway
1648	1	21 MPG city / 28 MPG highway
1649	1	N/A MPG city / N/A MPG highway
1650	1	N/A MPG city / N/A MPG highway
1651	1	15 MPG city / 21 MPG highway
1652	1	16 MPG city / 21 MPG highway
1653	1	16 MPG city / 21 MPG highway
1654	1	12 MPG city / 17 MPG highway
1655	1	12 MPG city / 17 MPG highway
1656	1	12 MPG city / 17 MPG highway
1657	1	12 MPG city / 17 MPG highway
1658	1	12 MPG city / 17 MPG highway
1659	1	12 MPG city / 17 MPG highway
1660	1	12 MPG city / 17 MPG highway
1661	1	12 MPG city / 17 MPG highway
1662	1	12 MPG city / 17 MPG highway
1663	1	12 MPG city / 17 MPG highway
1664	1	12 MPG city / 17 MPG highway
1665	1	12 MPG city / 17 MPG highway
1666	1	12 MPG city / 17 MPG highway
1667	1	12 MPG city / 17 MPG highway
1668	1	12 MPG city / 17 MPG highway
1669	1	12 MPG city / 17 MPG highway
1670	1	25 MPG city / 30 MPG highway
1671	1	25 MPG city / 30 MPG highway
1672	1	25 MPG city / 30 MPG highway
1673	1	24 MPG city / 32 MPG highway
1674	1	24 MPG city / 32 MPG highway
1675	1	24 MPG city / 32 MPG highway
1676	1	25 MPG city / 33 MPG highway
1677	1	28 MPG city / 34 MPG highway
1678	1	24 MPG city / 32 MPG highway
1679	1	24 MPG city / 32 MPG highway
1680	1	24 MPG city / 32 MPG highway
1681	1	26 MPG city / 33 MPG highway
1682	1	28 MPG city / 34 MPG highway
1683	1	106 MPG city / 92 MPG highway
1684	1	106 MPG city / 92 MPG highway
1685	1	15 MPG city / 20 MPG highway
1686	1	15 MPG city / 20 MPG highway
1687	1	16 MPG city / 20 MPG highway
1688	1	15 MPG city / 20 MPG highway
1689	1	15 MPG city / 20 MPG highway
1690	1	15 MPG city / 20 MPG highway
1691	1	15 MPG city / 20 MPG highway
1692	1	19 MPG city / 26 MPG highway
1693	1	19 MPG city / 26 MPG highway
1694	1	19 MPG city / 26 MPG highway
1695	1	19 MPG city / 26 MPG highway
1696	1	9 MPG city / 15 MPG highway
1697	1	10 MPG city / 17 MPG highway
1698	1	10 MPG city / 17 MPG highway
1699	1	10 MPG city / 17 MPG highway
1700	1	10 MPG city / 17 MPG highway
1701	1	9 MPG city / 15 MPG highway
1702	1	12 MPG city / 19 MPG highway
1703	1	10 MPG city / 17 MPG highway
1704	1	10 MPG city / 17 MPG highway
1705	1	10 MPG city / 17 MPG highway
1706	1	10 MPG city / 17 MPG highway
1707	1	16 MPG city / 21 MPG highway
1708	1	16 MPG city / 21 MPG highway
1709	1	16 MPG city / 21 MPG highway
1710	1	16 MPG city / 21 MPG highway
1711	1	16 MPG city / 21 MPG highway
1712	1	16 MPG city / 21 MPG highway
1713	1	16 MPG city / 21 MPG highway
1714	1	16 MPG city / 21 MPG highway
1715	1	16 MPG city / 21 MPG highway
1716	1	16 MPG city / 21 MPG highway
1717	1	18 MPG city / 26 MPG highway
1718	1	17 MPG city / 25 MPG highway
1719	1	17 MPG city / 25 MPG highway
1720	1	18 MPG city / 26 MPG highway
1721	1	18 MPG city / 26 MPG highway
1722	1	17 MPG city / 25 MPG highway
1723	1	17 MPG city / 25 MPG highway
1724	1	18 MPG city / 26 MPG highway
1725	1	19 MPG city / 24 MPG highway
1726	1	17 MPG city / 22 MPG highway
1727	1	17 MPG city / 22 MPG highway
1728	1	19 MPG city / 24 MPG highway
1729	1	19 MPG city / 24 MPG highway
1730	1	17 MPG city / 22 MPG highway
1731	1	17 MPG city / 22 MPG highway
1732	1	19 MPG city / 24 MPG highway
1733	1	22 MPG city / 31 MPG highway
1734	1	21 MPG city / 30 MPG highway
1735	1	16 MPG city / 22 MPG highway
1736	1	16 MPG city / 22 MPG highway
1737	1	16 MPG city / 23 MPG highway
1738	1	16 MPG city / 23 MPG highway
1739	1	16 MPG city / 23 MPG highway
1740	1	27 MPG city / 36 MPG highway
1741	1	27 MPG city / 36 MPG highway
1742	1	27 MPG city / 36 MPG highway
1743	1	27 MPG city / 36 MPG highway
1744	1	27 MPG city / 36 MPG highway
1745	1	27 MPG city / 36 MPG highway
1746	1	27 MPG city / 36 MPG highway
1747	1	27 MPG city / 36 MPG highway
1748	1	20 MPG city / 30 MPG highway
1749	1	21 MPG city / 30 MPG highway
1750	1	17 MPG city / 27 MPG highway
1751	1	17 MPG city / 27 MPG highway
1752	1	20 MPG city / 30 MPG highway
1753	1	20 MPG city / 28 MPG highway
1754	1	19 MPG city / 27 MPG highway
1755	1	18 MPG city / 26 MPG highway
1756	1	17 MPG city / 26 MPG highway
1757	1	21 MPG city / 27 MPG highway
1758	1	20 MPG city / 26 MPG highway
1759	1	20 MPG city / 26 MPG highway
1760	1	21 MPG city / 27 MPG highway
1761	1	20 MPG city / 26 MPG highway
1762	1	20 MPG city / 26 MPG highway
1763	1	26 MPG city / 35 MPG highway
1764	1	26 MPG city / 34 MPG highway
1765	1	26 MPG city / 34 MPG highway
1766	1	24 MPG city / 35 MPG highway
1767	1	22 MPG city / 33 MPG highway
1768	1	22 MPG city / 33 MPG highway
1769	1	21 MPG city / 32 MPG highway
1770	1	22 MPG city / 32 MPG highway
1771	1	22 MPG city / 32 MPG highway
1772	1	23 MPG city / 30 MPG highway
1773	1	23 MPG city / 30 MPG highway
1774	1	23 MPG city / 30 MPG highway
1775	1	23 MPG city / 30 MPG highway
1776	1	23 MPG city / 31 MPG highway
1777	1	22 MPG city / 31 MPG highway
1778	1	22 MPG city / 31 MPG highway
1779	1	23 MPG city / 31 MPG highway
1780	1	23 MPG city / 31 MPG highway
1781	1	N/A MPG city / N/A MPG highway
1782	1	N/A MPG city / N/A MPG highway
1783	1	15 MPG city / 22 MPG highway
1784	1	15 MPG city / 22 MPG highway
1785	1	15 MPG city / 22 MPG highway
1786	1	15 MPG city / 22 MPG highway
1787	1	17 MPG city / 25 MPG highway
1788	1	17 MPG city / 27 MPG highway
1789	1	20 MPG city / 30 MPG highway
1790	1	17 MPG city / 25 MPG highway
1791	1	21 MPG city / 30 MPG highway
1792	1	17 MPG city / 27 MPG highway
1793	1	9 MPG city / 12 MPG highway
1794	1	14 MPG city / 19 MPG highway
1795	1	16 MPG city / 22 MPG highway
1796	1	16 MPG city / 22 MPG highway
1797	1	15 MPG city / 21 MPG highway
1798	1	16 MPG city / 22 MPG highway
1799	1	16 MPG city / 22 MPG highway
1800	1	15 MPG city / 21 MPG highway
1801	1	23 MPG city / 28 MPG highway
1802	1	23 MPG city / 28 MPG highway
1803	1	22 MPG city / 28 MPG highway
1804	1	22 MPG city / 28 MPG highway
1805	1	23 MPG city / 28 MPG highway
1806	1	23 MPG city / 28 MPG highway
1807	1	12 MPG city / 16 MPG highway
1808	1	12 MPG city / 16 MPG highway
1809	1	12 MPG city / 16 MPG highway
1810	1	15 MPG city / 20 MPG highway
1811	1	11 MPG city / 14 MPG highway
1812	1	15 MPG city / 20 MPG highway
1813	1	15 MPG city / 19 MPG highway
1814	1	15 MPG city / 19 MPG highway
1815	1	15 MPG city / 19 MPG highway
1816	1	15 MPG city / 19 MPG highway
1817	1	15 MPG city / 19 MPG highway
1818	1	15 MPG city / 19 MPG highway
1819	1	15 MPG city / 19 MPG highway
1820	1	15 MPG city / 19 MPG highway
1821	1	15 MPG city / 19 MPG highway
1822	1	15 MPG city / 19 MPG highway
1823	1	15 MPG city / 19 MPG highway
1824	1	15 MPG city / 19 MPG highway
1825	1	27 MPG city / 35 MPG highway
1826	1	19 MPG city / 25 MPG highway
1827	1	19 MPG city / 28 MPG highway
1828	1	19 MPG city / 25 MPG highway
1829	1	19 MPG city / 28 MPG highway
1830	1	25 MPG city / 37 MPG highway
1831	1	25 MPG city / 35 MPG highway
1832	1	17 MPG city / 24 MPG highway
1833	1	16 MPG city / 24 MPG highway
1834	1	22 MPG city / 30 MPG highway
1835	1	20 MPG city / 26 MPG highway
1836	1	21 MPG city / 28 MPG highway
1837	1	17 MPG city / 25 MPG highway
1838	1	13 MPG city / 20 MPG highway
1839	1	15 MPG city / 24 MPG highway
1840	1	18 MPG city / 28 MPG highway
1841	1	19 MPG city / 28 MPG highway
1842	1	18 MPG city / 28 MPG highway
1843	1	20 MPG city / 28 MPG highway
1844	1	18 MPG city / 28 MPG highway
1845	1	17 MPG city / 26 MPG highway
1846	1	18 MPG city / 28 MPG highway
1847	1	18 MPG city / 25 MPG highway
1848	1	13 MPG city / 20 MPG highway
1849	1	14 MPG city / 20 MPG highway
1850	1	14 MPG city / 20 MPG highway
1851	1	13 MPG city / 20 MPG highway
1852	1	14 MPG city / 20 MPG highway
1853	1	14 MPG city / 20 MPG highway
1854	1	17 MPG city / 26 MPG highway
1855	1	19 MPG city / 28 MPG highway
1856	1	18 MPG city / 28 MPG highway
1857	1	19 MPG city / 28 MPG highway
1858	1	18 MPG city / 28 MPG highway
1859	1	N/A MPG city / N/A MPG highway
1860	1	17 MPG city / 26 MPG highway
1861	1	19 MPG city / 26 MPG highway
1862	1	17 MPG city / 25 MPG highway
1863	1	N/A MPG city / N/A MPG highway
1864	1	17 MPG city / 25 MPG highway
1865	1	18 MPG city / 26 MPG highway
1866	1	17 MPG city / 25 MPG highway
1867	1	18 MPG city / 26 MPG highway
1868	1	23 MPG city / 36 MPG highway
1869	1	17 MPG city / 26 MPG highway
1870	1	23 MPG city / 36 MPG highway
1871	1	18 MPG city / 28 MPG highway
1872	1	17 MPG city / 26 MPG highway
1873	1	18 MPG city / 28 MPG highway
1874	1	17 MPG city / 26 MPG highway
1875	1	17 MPG city / 26 MPG highway
1876	1	17 MPG city / 26 MPG highway
1877	1	17 MPG city / 25 MPG highway
1878	1	16 MPG city / 25 MPG highway
1879	1	17 MPG city / 25 MPG highway
1880	1	16 MPG city / 25 MPG highway
1881	1	17 MPG city / 25 MPG highway
1882	1	11 MPG city / 17 MPG highway
1883	1	21 MPG city / 32 MPG highway
1884	1	15 MPG city / 21 MPG highway
1885	1	19 MPG city / 28 MPG highway
1886	1	15 MPG city / 22 MPG highway
1887	1	19 MPG city / 28 MPG highway
1888	1	15 MPG city / 22 MPG highway
1889	1	19 MPG city / 27 MPG highway
1890	1	16 MPG city / 24 MPG highway
1891	1	19 MPG city / 29 MPG highway
1892	1	18 MPG city / 28 MPG highway
1893	1	16 MPG city / 25 MPG highway
1894	1	17 MPG city / 25 MPG highway
1895	1	16 MPG city / 23 MPG highway
1896	1	19 MPG city / 28 MPG highway
1897	1	15 MPG city / 21 MPG highway
1898	1	17 MPG city / 26 MPG highway
1899	1	15 MPG city / 22 MPG highway
1900	1	11 MPG city / 17 MPG highway
1901	1	11 MPG city / 17 MPG highway
1902	1	15 MPG city / 23 MPG highway
1903	1	15 MPG city / 23 MPG highway
1904	1	N/A MPG city / N/A MPG highway
1905	1	N/A MPG city / N/A MPG highway
1906	1	17 MPG city / 24 MPG highway
1907	1	17 MPG city / 25 MPG highway
1908	1	14 MPG city / 20 MPG highway
1909	1	17 MPG city / 25 MPG highway
1910	1	13 MPG city / 19 MPG highway
1911	1	15 MPG city / 22 MPG highway
1912	1	14 MPG city / 22 MPG highway
1913	1	14 MPG city / 20 MPG highway
1914	1	14 MPG city / 20 MPG highway
1915	1	14 MPG city / 21 MPG highway
1916	1	15 MPG city / 22 MPG highway
1917	1	14 MPG city / 20 MPG highway
1918	1	14 MPG city / 20 MPG highway
1919	1	13 MPG city / 19 MPG highway
1920	1	14 MPG city / 21 MPG highway
1921	1	12 MPG city / 17 MPG highway
1922	1	17 MPG city / 25 MPG highway
1923	1	19 MPG city / 26 MPG highway
1924	1	14 MPG city / 20 MPG highway
1925	1	19 MPG city / 26 MPG highway
1926	1	15 MPG city / 21 MPG highway
1927	1	14 MPG city / 19 MPG highway
1928	1	12 MPG city / 17 MPG highway
1929	1	17 MPG city / 26 MPG highway
1930	1	17 MPG city / 26 MPG highway
1931	1	12 MPG city / 17 MPG highway
1932	1	14 MPG city / 20 MPG highway
1933	1	17 MPG city / 25 MPG highway
1934	1	12 MPG city / 17 MPG highway
1935	1	13 MPG city / 18 MPG highway
1936	1	15 MPG city / 21 MPG highway
1937	1	17 MPG city / 19 MPG highway
1938	1	17 MPG city / 19 MPG highway
1939	1	18 MPG city / 28 MPG highway
1940	1	17 MPG city / 24 MPG highway
1941	1	19 MPG city / 26 MPG highway
1942	1	18 MPG city / 28 MPG highway
1943	1	18 MPG city / 25 MPG highway
1944	1	25 MPG city / 34 MPG highway
1945	1	23 MPG city / 31 MPG highway
1946	1	25 MPG city / 34 MPG highway
1947	1	18 MPG city / 25 MPG highway
1948	1	18 MPG city / 25 MPG highway
1949	1	17 MPG city / 23 MPG highway
1950	1	17 MPG city / 23 MPG highway
1951	1	17 MPG city / 23 MPG highway
1952	1	25 MPG city / 34 MPG highway
1953	1	23 MPG city / 31 MPG highway
1954	1	20 MPG city / 27 MPG highway
1955	1	21 MPG city / 27 MPG highway
1956	1	21 MPG city / 27 MPG highway
1957	1	19 MPG city / 25 MPG highway
1958	1	20 MPG city / 28 MPG highway
1959	1	22 MPG city / 32 MPG highway
1960	1	22 MPG city / 32 MPG highway
1961	1	26 MPG city / 31 MPG highway
1962	1	24 MPG city / 30 MPG highway
1963	1	24 MPG city / 30 MPG highway
1964	1	24 MPG city / 30 MPG highway
1965	1	26 MPG city / 31 MPG highway
1966	1	24 MPG city / 30 MPG highway
1967	1	24 MPG city / 30 MPG highway
1968	1	24 MPG city / 30 MPG highway
1969	1	28 MPG city / 34 MPG highway
1970	1	27 MPG city / 36 MPG highway
1971	1	27 MPG city / 36 MPG highway
1972	1	28 MPG city / 34 MPG highway
1973	1	28 MPG city / 36 MPG highway
1974	1	28 MPG city / 36 MPG highway
1975	1	21 MPG city / 29 MPG highway
1976	1	22 MPG city / 31 MPG highway
1977	1	22 MPG city / 31 MPG highway
1978	1	18 MPG city / 23 MPG highway
1979	1	18 MPG city / 23 MPG highway
1980	1	27 MPG city / 36 MPG highway
1981	1	27 MPG city / 36 MPG highway
1982	1	28 MPG city / 36 MPG highway
1983	1	28 MPG city / 36 MPG highway
