auto	autoweb	fuel_economy
1059	2	14/19	14 MPG City / 19 MPG Hwy
1060	2	14/19	14 MPG City / 19 MPG Hwy
1061	2	15/23	15 MPG City / 23 MPG Hwy
1062	2	15/23	15 MPG City / 23 MPG Hwy
1063	2	15/23	15 MPG City / 23 MPG Hwy
1064	2	15/22	15 MPG City / 22 MPG Hwy
1065	2	14/18	14 MPG City / 18 MPG Hwy
1066	2	13/18	13 MPG City / 18 MPG Hwy
1067	2	13/18	13 MPG City / 18 MPG Hwy
1068	2	14/18	14 MPG City / 18 MPG Hwy
1069	2	13/18	13 MPG City / 18 MPG Hwy
1070	2	14/18	14 MPG City / 18 MPG Hwy
1071	2	13/20	13 MPG City / 20 MPG Hwy
1072	2	14/20	14 MPG City / 20 MPG Hwy
1073	2	13/20	13 MPG City / 20 MPG Hwy
1074	2	14/20	14 MPG City / 20 MPG Hwy
1075	2	13/20	13 MPG City / 20 MPG Hwy
1076	2	14/20	14 MPG City / 20 MPG Hwy
1077	2	13/18	13 MPG City / 18 MPG Hwy
1078	2	13/18	13 MPG City / 18 MPG Hwy
1079	2	14/18	14 MPG City / 18 MPG Hwy
1080	2	13/18	13 MPG City / 18 MPG Hwy
1081	2	/	MPG City / MPG Hwy
1082	2	14/20	14 MPG City / 20 MPG Hwy
1083	2	/	MPG City / MPG Hwy
1084	2	/	MPG City / MPG Hwy
1085	2	14/20	14 MPG City / 20 MPG Hwy
1086	2	/	MPG City / MPG Hwy
1087	2	13/18	13 MPG City / 18 MPG Hwy
1088	2	13/18	13 MPG City / 18 MPG Hwy
1089	2	/	MPG City / MPG Hwy
1090	2	/	MPG City / MPG Hwy
1091	2	20/23	20 MPG City / 23 MPG Hwy
1092	2	20/23	20 MPG City / 23 MPG Hwy
1093	2	21/22	21 MPG City / 22 MPG Hwy
1094	2	/	MPG City / MPG Hwy
1095	2	18/25	18 MPG City / 25 MPG Hwy
1096	2	17/23	17 MPG City / 23 MPG Hwy
1097	2	18/25	18 MPG City / 25 MPG Hwy
1098	2	15/22	15 MPG City / 22 MPG Hwy
1099	2	18/25	18 MPG City / 25 MPG Hwy
1100	2	17/23	17 MPG City / 23 MPG Hwy
1101	2	18/25	18 MPG City / 25 MPG Hwy
1102	2	15/22	15 MPG City / 22 MPG Hwy
1103	2	18/27	18 MPG City / 27 MPG Hwy
1104	2	18/27	18 MPG City / 27 MPG Hwy
1105	2	18/27	18 MPG City / 27 MPG Hwy
1106	2	18/27	18 MPG City / 27 MPG Hwy
1107	2	18/27	18 MPG City / 27 MPG Hwy
1108	2	17/24	17 MPG City / 24 MPG Hwy
1109	2	17/24	17 MPG City / 24 MPG Hwy
1110	2	17/24	17 MPG City / 24 MPG Hwy
1111	2	17/24	17 MPG City / 24 MPG Hwy
1112	2	16/23	16 MPG City / 23 MPG Hwy
1113	2	17/24	17 MPG City / 24 MPG Hwy
1114	2	16/23	16 MPG City / 23 MPG Hwy
1115	2	16/21	16 MPG City / 21 MPG Hwy
1116	2	20/29	20 MPG City / 29 MPG Hwy
1117	2	19/27	19 MPG City / 27 MPG Hwy
1118	2	19/27	19 MPG City / 27 MPG Hwy
1119	2	19/27	19 MPG City / 27 MPG Hwy
1120	2	19/27	19 MPG City / 27 MPG Hwy
1121	2	17/25	17 MPG City / 25 MPG Hwy
1122	2	17/25	17 MPG City / 25 MPG Hwy
1123	2	17/25	17 MPG City / 25 MPG Hwy
1124	2	19/27	19 MPG City / 27 MPG Hwy
1125	2	19/27	19 MPG City / 27 MPG Hwy
1126	2	16/24	16 MPG City / 24 MPG Hwy
1127	2	18/25	18 MPG City / 25 MPG Hwy
1128	2	18/25	18 MPG City / 25 MPG Hwy
1129	2	14/20	14 MPG City / 20 MPG Hwy
1130	2	14/20	14 MPG City / 20 MPG Hwy
1131	2	14/20	14 MPG City / 20 MPG Hwy
1132	2	12/18	12 MPG City / 18 MPG Hwy
1133	2	12/17	12 MPG City / 17 MPG Hwy
1134	2	11/18	11 MPG City / 18 MPG Hwy
1135	2	11/18	11 MPG City / 18 MPG Hwy
1136	2	11/18	11 MPG City / 18 MPG Hwy
1137	2	21/29	21 MPG City / 29 MPG Hwy
1138	2	21/30	21 MPG City / 30 MPG Hwy
1139	2	21/30	21 MPG City / 30 MPG Hwy
1140	2	20/27	20 MPG City / 27 MPG Hwy
1141	2	21/30	21 MPG City / 30 MPG Hwy
1142	2	/	MPG City / MPG Hwy
1143	2	18/27	18 MPG City / 27 MPG Hwy
1144	2	20/31	20 MPG City / 31 MPG Hwy
1145	2	18/27	18 MPG City / 27 MPG Hwy
1146	2	18/24	18 MPG City / 24 MPG Hwy
1147	2	18/25	18 MPG City / 25 MPG Hwy
1148	2	18/25	18 MPG City / 25 MPG Hwy
1149	2	17/22	17 MPG City / 22 MPG Hwy
1150	2	17/22	17 MPG City / 22 MPG Hwy
1151	2	16/22	16 MPG City / 22 MPG Hwy
1152	2	18/27	18 MPG City / 27 MPG Hwy
1153	2	18/24	18 MPG City / 24 MPG Hwy
1154	2	16/22	16 MPG City / 22 MPG Hwy
1155	2	16/21	16 MPG City / 21 MPG Hwy
1156	2	16/22	16 MPG City / 22 MPG Hwy
1157	2	16/22	16 MPG City / 22 MPG Hwy
1158	2	14/21	14 MPG City / 21 MPG Hwy
1159	2	15/21	15 MPG City / 21 MPG Hwy
1160	2	13/19	13 MPG City / 19 MPG Hwy
1161	2	15/21	15 MPG City / 21 MPG Hwy
1162	2	15/21	15 MPG City / 21 MPG Hwy
1163	2	15/21	15 MPG City / 21 MPG Hwy
1164	2	27/35	27 MPG City / 35 MPG Hwy
1165	2	27/35	27 MPG City / 35 MPG Hwy
1166	2	27/35	27 MPG City / 35 MPG Hwy
1167	2	27/35	27 MPG City / 35 MPG Hwy
1168	2	27/35	27 MPG City / 35 MPG Hwy
1169	2	27/35	27 MPG City / 35 MPG Hwy
1170	2	27/35	27 MPG City / 35 MPG Hwy
1171	2	27/35	27 MPG City / 35 MPG Hwy
1172	2	27/35	27 MPG City / 35 MPG Hwy
1173	2	16/24	16 MPG City / 24 MPG Hwy
1174	2	17/29	17 MPG City / 29 MPG Hwy
1175	2	17/29	17 MPG City / 29 MPG Hwy
1176	2	16/24	16 MPG City / 24 MPG Hwy
1177	2	25/35	25 MPG City / 35 MPG Hwy
1178	2	25/37	25 MPG City / 37 MPG Hwy
1179	2	25/37	25 MPG City / 37 MPG Hwy
1180	2	16/21	16 MPG City / 21 MPG Hwy
1181	2	17/23	17 MPG City / 23 MPG Hwy
1182	2	18/25	18 MPG City / 25 MPG Hwy
1183	2	18/24	18 MPG City / 24 MPG Hwy
1184	2	16/21	16 MPG City / 21 MPG Hwy
1185	2	17/23	17 MPG City / 23 MPG Hwy
1186	2	16/21	16 MPG City / 21 MPG Hwy
1187	2	15/20	15 MPG City / 20 MPG Hwy
1188	2	18/25	18 MPG City / 25 MPG Hwy
1189	2	18/24	18 MPG City / 24 MPG Hwy
1190	2	18/24	18 MPG City / 24 MPG Hwy
1191	2	16/26	16 MPG City / 26 MPG Hwy
1192	2	16/26	16 MPG City / 26 MPG Hwy
1193	2	15/24	15 MPG City / 24 MPG Hwy
1194	2	14/20	14 MPG City / 20 MPG Hwy
1195	2	16/26	16 MPG City / 26 MPG Hwy
1196	2	16/26	16 MPG City / 26 MPG Hwy
1197	2	24/36	24 MPG City / 36 MPG Hwy
1198	2	/	MPG City / MPG Hwy
1199	2	22/32	22 MPG City / 32 MPG Hwy
1200	2	22/32	22 MPG City / 32 MPG Hwy
1201	2	20/29	20 MPG City / 29 MPG Hwy
1202	2	20/29	20 MPG City / 29 MPG Hwy
1203	2	22/32	22 MPG City / 32 MPG Hwy
1204	2	13/17	13 MPG City / 17 MPG Hwy
1205	2	13/17	13 MPG City / 17 MPG Hwy
1206	2	13/17	13 MPG City / 17 MPG Hwy
1207	2	15/20	15 MPG City / 20 MPG Hwy
1208	2	/	MPG City / MPG Hwy
1209	2	11/17	11 MPG City / 17 MPG Hwy
1210	2	11/17	11 MPG City / 17 MPG Hwy
1211	2	10/16	10 MPG City / 16 MPG Hwy
1212	2	10/16	10 MPG City / 16 MPG Hwy
1213	2	/	MPG City / MPG Hwy
1214	2	/	MPG City / MPG Hwy
1215	2	/	MPG City / MPG Hwy
1216	2	/	MPG City / MPG Hwy
1217	2	/	MPG City / MPG Hwy
1218	2	/	MPG City / MPG Hwy
1219	2	/	MPG City / MPG Hwy
1220	2	/	MPG City / MPG Hwy
1221	2	22/32	22 MPG City / 32 MPG Hwy
1222	2	22/32	22 MPG City / 32 MPG Hwy
1223	2	21/29	21 MPG City / 29 MPG Hwy
1224	2	22/32	22 MPG City / 32 MPG Hwy
1225	2	22/32	22 MPG City / 32 MPG Hwy
1226	2	19/29	19 MPG City / 29 MPG Hwy
1227	2	17/27	17 MPG City / 27 MPG Hwy
1228	2	18/29	18 MPG City / 29 MPG Hwy
1229	2	17/27	17 MPG City / 27 MPG Hwy
1230	2	22/33	22 MPG City / 33 MPG Hwy
1231	2	22/33	22 MPG City / 33 MPG Hwy
1232	2	22/33	22 MPG City / 33 MPG Hwy
1233	2	13/18	13 MPG City / 18 MPG Hwy
1234	2	14/19	14 MPG City / 19 MPG Hwy
1235	2	14/19	14 MPG City / 19 MPG Hwy
1236	2	15/21	15 MPG City / 21 MPG Hwy
1237	2	14/19	14 MPG City / 19 MPG Hwy
1238	2	13/18	13 MPG City / 18 MPG Hwy
1239	2	15/21	15 MPG City / 21 MPG Hwy
1240	2	15/21	15 MPG City / 21 MPG Hwy
1241	2	15/21	15 MPG City / 21 MPG Hwy
1242	2	15/21	15 MPG City / 21 MPG Hwy
1243	2	15/20	15 MPG City / 20 MPG Hwy
1244	2	13/18	13 MPG City / 18 MPG Hwy
1245	2	15/21	15 MPG City / 21 MPG Hwy
1246	2	14/18	14 MPG City / 18 MPG Hwy
1247	2	15/22	15 MPG City / 22 MPG Hwy
1248	2	14/19	14 MPG City / 19 MPG Hwy
1249	2	14/19	14 MPG City / 19 MPG Hwy
1250	2	14/19	14 MPG City / 19 MPG Hwy
1251	2	14/19	14 MPG City / 19 MPG Hwy
1252	2	15/21	15 MPG City / 21 MPG Hwy
1253	2	13/18	13 MPG City / 18 MPG Hwy
1254	2	15/21	15 MPG City / 21 MPG Hwy
1255	2	15/21	15 MPG City / 21 MPG Hwy
1256	2	15/20	15 MPG City / 20 MPG Hwy
1257	2	15/20	15 MPG City / 20 MPG Hwy
1258	2	15/22	15 MPG City / 22 MPG Hwy
1259	2	20/23	20 MPG City / 23 MPG Hwy
1260	2	20/23	20 MPG City / 23 MPG Hwy
1261	2	21/22	21 MPG City / 22 MPG Hwy
1262	2	21/22	21 MPG City / 22 MPG Hwy
1263	2	21/22	21 MPG City / 22 MPG Hwy
1264	2	/	MPG City / MPG Hwy
1265	2	/	MPG City / MPG Hwy
1266	2	/	MPG City / MPG Hwy
1267	2	/	MPG City / MPG Hwy
1268	2	/	MPG City / MPG Hwy
1269	2	/	MPG City / MPG Hwy
1270	2	/	MPG City / MPG Hwy
1271	2	/	MPG City / MPG Hwy
1272	2	/	MPG City / MPG Hwy
1273	2	/	MPG City / MPG Hwy
1274	2	/	MPG City / MPG Hwy
1275	2	/	MPG City / MPG Hwy
1276	2	/	MPG City / MPG Hwy
1277	2	/	MPG City / MPG Hwy
1278	2	/	MPG City / MPG Hwy
1279	2	/	MPG City / MPG Hwy
1280	2	/	MPG City / MPG Hwy
1281	2	/	MPG City / MPG Hwy
1282	2	/	MPG City / MPG Hwy
1283	2	/	MPG City / MPG Hwy
1284	2	/	MPG City / MPG Hwy
1285	2	/	MPG City / MPG Hwy
1286	2	/	MPG City / MPG Hwy
1287	2	/	MPG City / MPG Hwy
1288	2	/	MPG City / MPG Hwy
1289	2	/	MPG City / MPG Hwy
1290	2	/	MPG City / MPG Hwy
1291	2	/	MPG City / MPG Hwy
1292	2	/	MPG City / MPG Hwy
1293	2	/	MPG City / MPG Hwy
1294	2	/	MPG City / MPG Hwy
1295	2	/	MPG City / MPG Hwy
1296	2	/	MPG City / MPG Hwy
1297	2	/	MPG City / MPG Hwy
1298	2	/	MPG City / MPG Hwy
1299	2	/	MPG City / MPG Hwy
1300	2	/	MPG City / MPG Hwy
1301	2	/	MPG City / MPG Hwy
1302	2	/	MPG City / MPG Hwy
1303	2	/	MPG City / MPG Hwy
1304	2	/	MPG City / MPG Hwy
1305	2	/	MPG City / MPG Hwy
1306	2	/	MPG City / MPG Hwy
1307	2	/	MPG City / MPG Hwy
1308	2	/	MPG City / MPG Hwy
1309	2	/	MPG City / MPG Hwy
1310	2	/	MPG City / MPG Hwy
1311	2	/	MPG City / MPG Hwy
1312	2	/	MPG City / MPG Hwy
1313	2	/	MPG City / MPG Hwy
1314	2	/	MPG City / MPG Hwy
1315	2	/	MPG City / MPG Hwy
1316	2	/	MPG City / MPG Hwy
1317	2	/	MPG City / MPG Hwy
1318	2	/	MPG City / MPG Hwy
1319	2	/	MPG City / MPG Hwy
1320	2	/	MPG City / MPG Hwy
1321	2	/	MPG City / MPG Hwy
1322	2	/	MPG City / MPG Hwy
1323	2	/	MPG City / MPG Hwy
1324	2	/	MPG City / MPG Hwy
1325	2	/	MPG City / MPG Hwy
1326	2	/	MPG City / MPG Hwy
1327	2	/	MPG City / MPG Hwy
1328	2	/	MPG City / MPG Hwy
1329	2	/	MPG City / MPG Hwy
1330	2	15/21	15 MPG City / 21 MPG Hwy
1331	2	15/21	15 MPG City / 21 MPG Hwy
1332	2	15/21	15 MPG City / 21 MPG Hwy
1333	2	15/21	15 MPG City / 21 MPG Hwy
1334	2	15/21	15 MPG City / 21 MPG Hwy
1335	2	15/21	15 MPG City / 21 MPG Hwy
1336	2	10/16	10 MPG City / 16 MPG Hwy
1337	2	10/15	10 MPG City / 15 MPG Hwy
1338	2	10/16	10 MPG City / 16 MPG Hwy
1339	2	/	MPG City / MPG Hwy
1340	2	/	MPG City / MPG Hwy
1341	2	15/21	15 MPG City / 21 MPG Hwy
1342	2	15/21	15 MPG City / 21 MPG Hwy
1343	2	15/21	15 MPG City / 21 MPG Hwy
1344	2	21/22	21 MPG City / 22 MPG Hwy
1345	2	16/23	16 MPG City / 23 MPG Hwy
1346	2	16/23	16 MPG City / 23 MPG Hwy
1347	2	16/23	16 MPG City / 23 MPG Hwy
1348	2	17/24	17 MPG City / 24 MPG Hwy
1349	2	17/24	17 MPG City / 24 MPG Hwy
1350	2	16/23	16 MPG City / 23 MPG Hwy
1351	2	17/24	17 MPG City / 24 MPG Hwy
1352	2	16/23	16 MPG City / 23 MPG Hwy
1353	2	16/23	16 MPG City / 23 MPG Hwy
1354	2	17/24	17 MPG City / 24 MPG Hwy
1355	2	16/23	16 MPG City / 23 MPG Hwy
1356	2	15/21	15 MPG City / 21 MPG Hwy
1357	2	16/25	16 MPG City / 25 MPG Hwy
1358	2	15/21	15 MPG City / 21 MPG Hwy
1359	2	15/22	15 MPG City / 22 MPG Hwy
1360	2	15/21	15 MPG City / 21 MPG Hwy
1361	2	15/21	15 MPG City / 21 MPG Hwy
1362	2	15/21	15 MPG City / 21 MPG Hwy
1363	2	15/21	15 MPG City / 21 MPG Hwy
1364	2	15/22	15 MPG City / 22 MPG Hwy
1365	2	16/22	16 MPG City / 22 MPG Hwy
1366	2	16/22	16 MPG City / 22 MPG Hwy
1367	2	15/22	15 MPG City / 22 MPG Hwy
1368	2	10/16	10 MPG City / 16 MPG Hwy
1369	2	10/16	10 MPG City / 16 MPG Hwy
1370	2	10/16	10 MPG City / 16 MPG Hwy
1371	2	10/16	10 MPG City / 16 MPG Hwy
1372	2	10/16	10 MPG City / 16 MPG Hwy
1373	2	10/16	10 MPG City / 16 MPG Hwy
1374	2	10/16	10 MPG City / 16 MPG Hwy
1375	2	17/27	17 MPG City / 27 MPG Hwy
1376	2	19/27	19 MPG City / 27 MPG Hwy
1377	2	19/28	19 MPG City / 28 MPG Hwy
1378	2	17/27	17 MPG City / 27 MPG Hwy
1379	2	21/31	21 MPG City / 31 MPG Hwy
1380	2	19/27	19 MPG City / 27 MPG Hwy
1381	2	19/28	19 MPG City / 28 MPG Hwy
1382	2	17/27	17 MPG City / 27 MPG Hwy
1383	2	20/29	20 MPG City / 29 MPG Hwy
1384	2	21/31	21 MPG City / 31 MPG Hwy
1385	2	17/27	17 MPG City / 27 MPG Hwy
1386	2	/	MPG City / MPG Hwy
1387	2	/	MPG City / MPG Hwy
1388	2	20/31	20 MPG City / 31 MPG Hwy
1389	2	17/23	17 MPG City / 23 MPG Hwy
1390	2	17/25	17 MPG City / 25 MPG Hwy
1391	2	18/26	18 MPG City / 26 MPG Hwy
1392	2	17/25	17 MPG City / 25 MPG Hwy
1393	2	16/23	16 MPG City / 23 MPG Hwy
1394	2	16/25	16 MPG City / 25 MPG Hwy
1395	2	13/19	13 MPG City / 19 MPG Hwy
1396	2	16/27	16 MPG City / 27 MPG Hwy
1397	2	20/29	20 MPG City / 29 MPG Hwy
1398	2	21/30	21 MPG City / 30 MPG Hwy
1399	2	/	MPG City / MPG Hwy
1400	2	17/25	17 MPG City / 25 MPG Hwy
1401	2	17/25	17 MPG City / 25 MPG Hwy
1402	2	16/23	16 MPG City / 23 MPG Hwy
1403	2	16/23	16 MPG City / 23 MPG Hwy
1404	2	33/41	33 MPG City / 41 MPG Hwy
1405	2	33/41	33 MPG City / 41 MPG Hwy
1406	2	33/41	33 MPG City / 41 MPG Hwy
1407	2	33/41	33 MPG City / 41 MPG Hwy
1408	2	14/20	14 MPG City / 20 MPG Hwy
1409	2	15/20	15 MPG City / 20 MPG Hwy
1410	2	14/19	14 MPG City / 19 MPG Hwy
1411	2	22/28	22 MPG City / 28 MPG Hwy
1412	2	23/28	23 MPG City / 28 MPG Hwy
1413	2	22/28	22 MPG City / 28 MPG Hwy
1414	2	23/29	23 MPG City / 29 MPG Hwy
1415	2	23/29	23 MPG City / 29 MPG Hwy
1416	2	23/28	23 MPG City / 28 MPG Hwy
1417	2	16/23	16 MPG City / 23 MPG Hwy
1418	2	16/22	16 MPG City / 22 MPG Hwy
1419	2	16/22	16 MPG City / 22 MPG Hwy
1420	2	16/21	16 MPG City / 21 MPG Hwy
1421	2	15/20	15 MPG City / 20 MPG Hwy
1422	2	16/21	16 MPG City / 21 MPG Hwy
1423	2	12/16	12 MPG City / 16 MPG Hwy
1424	2	15/21	15 MPG City / 21 MPG Hwy
1425	2	16/22	16 MPG City / 22 MPG Hwy
1426	2	15/21	15 MPG City / 21 MPG Hwy
1427	2	15/21	15 MPG City / 21 MPG Hwy
1428	2	22/28	22 MPG City / 28 MPG Hwy
1429	2	23/28	23 MPG City / 28 MPG Hwy
1430	2	23/28	23 MPG City / 28 MPG Hwy
1431	2	23/28	23 MPG City / 28 MPG Hwy
1432	2	15/19	15 MPG City / 19 MPG Hwy
1433	2	15/19	15 MPG City / 19 MPG Hwy
1434	2	15/19	15 MPG City / 19 MPG Hwy
1435	2	15/19	15 MPG City / 19 MPG Hwy
1436	2	15/19	15 MPG City / 19 MPG Hwy
1437	2	15/20	15 MPG City / 20 MPG Hwy
1438	2	15/20	15 MPG City / 20 MPG Hwy
1439	2	15/19	15 MPG City / 19 MPG Hwy
1440	2	20/28	20 MPG City / 28 MPG Hwy
1441	2	20/28	20 MPG City / 28 MPG Hwy
1442	2	18/24	18 MPG City / 24 MPG Hwy
1443	2	17/23	17 MPG City / 23 MPG Hwy
1444	2	20/28	20 MPG City / 28 MPG Hwy
1445	2	18/25	18 MPG City / 25 MPG Hwy
1446	2	18/25	18 MPG City / 25 MPG Hwy
1447	2	17/24	17 MPG City / 24 MPG Hwy
1448	2	16/22	16 MPG City / 22 MPG Hwy
1449	2	16/22	16 MPG City / 22 MPG Hwy
1450	2	17/24	17 MPG City / 24 MPG Hwy
1451	2	15/21	15 MPG City / 21 MPG Hwy
1452	2	16/22	16 MPG City / 22 MPG Hwy
1453	2	15/21	15 MPG City / 21 MPG Hwy
1454	2	15/21	15 MPG City / 21 MPG Hwy
1455	2	16/22	16 MPG City / 22 MPG Hwy
1456	2	29/35	29 MPG City / 35 MPG Hwy
1457	2	29/35	29 MPG City / 35 MPG Hwy
1458	2	22/29	22 MPG City / 29 MPG Hwy
1459	2	20/28	20 MPG City / 28 MPG Hwy
1460	2	25/33	25 MPG City / 33 MPG Hwy
1461	2	25/33	25 MPG City / 33 MPG Hwy
1462	2	20/28	20 MPG City / 28 MPG Hwy
1463	2	22/29	22 MPG City / 29 MPG Hwy
1464	2	21/29	21 MPG City / 29 MPG Hwy
1465	2	24/33	24 MPG City / 33 MPG Hwy
1466	2	25/33	25 MPG City / 33 MPG Hwy
1467	2	24/33	24 MPG City / 33 MPG Hwy
1468	2	25/33	25 MPG City / 33 MPG Hwy
1469	2	21/29	21 MPG City / 29 MPG Hwy
1470	2	21/29	21 MPG City / 29 MPG Hwy
1471	2	21/29	21 MPG City / 29 MPG Hwy
1472	2	21/28	21 MPG City / 28 MPG Hwy
1473	2	21/28	21 MPG City / 28 MPG Hwy
1474	2	21/28	21 MPG City / 28 MPG Hwy
1475	2	21/28	21 MPG City / 28 MPG Hwy
1476	2	21/27	21 MPG City / 27 MPG Hwy
1477	2	22/28	22 MPG City / 28 MPG Hwy
1478	2	21/27	21 MPG City / 27 MPG Hwy
1479	2	21/30	21 MPG City / 30 MPG Hwy
1480	2	22/31	22 MPG City / 31 MPG Hwy
1481	2	21/30	21 MPG City / 30 MPG Hwy
1482	2	20/29	20 MPG City / 29 MPG Hwy
1483	2	21/30	21 MPG City / 30 MPG Hwy
1484	2	17/25	17 MPG City / 25 MPG Hwy
1485	2	21/28	21 MPG City / 28 MPG Hwy
1486	2	22/28	22 MPG City / 28 MPG Hwy
1487	2	21/28	21 MPG City / 28 MPG Hwy
1488	2	21/28	21 MPG City / 28 MPG Hwy
1489	2	21/28	21 MPG City / 28 MPG Hwy
1490	2	21/28	21 MPG City / 28 MPG Hwy
1491	2	21/28	21 MPG City / 28 MPG Hwy
1492	2	21/28	21 MPG City / 28 MPG Hwy
1493	2	21/28	21 MPG City / 28 MPG Hwy
1494	2	21/28	21 MPG City / 28 MPG Hwy
1495	2	16/22	16 MPG City / 22 MPG Hwy
1496	2	16/22	16 MPG City / 22 MPG Hwy
1497	2	16/23	16 MPG City / 23 MPG Hwy
1498	2	16/23	16 MPG City / 23 MPG Hwy
1499	2	20/26	20 MPG City / 26 MPG Hwy
1500	2	21/28	21 MPG City / 28 MPG Hwy
1501	2	23/28	23 MPG City / 28 MPG Hwy
1502	2	20/26	20 MPG City / 26 MPG Hwy
1503	2	21/28	21 MPG City / 28 MPG Hwy
1504	2	20/26	20 MPG City / 26 MPG Hwy
1505	2	19/25	19 MPG City / 25 MPG Hwy
1506	2	18/23	18 MPG City / 23 MPG Hwy
1507	2	21/28	21 MPG City / 28 MPG Hwy
1508	2	20/26	20 MPG City / 26 MPG Hwy
1509	2	34/31	34 MPG City / 31 MPG Hwy
1510	2	30/27	30 MPG City / 27 MPG Hwy
1511	2	20/27	20 MPG City / 27 MPG Hwy
1512	2	22/28	22 MPG City / 28 MPG Hwy
1513	2	22/28	22 MPG City / 28 MPG Hwy
1514	2	27/33	27 MPG City / 33 MPG Hwy
1515	2	27/33	27 MPG City / 33 MPG Hwy
1516	2	27/33	27 MPG City / 33 MPG Hwy
1517	2	27/33	27 MPG City / 33 MPG Hwy
1518	2	11/17	11 MPG City / 17 MPG Hwy
1519	2	11/17	11 MPG City / 17 MPG Hwy
1520	2	11/17	11 MPG City / 17 MPG Hwy
1521	2	11/17	11 MPG City / 17 MPG Hwy
1522	2	12/19	12 MPG City / 19 MPG Hwy
1523	2	12/19	12 MPG City / 19 MPG Hwy
1524	2	12/19	12 MPG City / 19 MPG Hwy
1525	2	11/15	11 MPG City / 15 MPG Hwy
1526	2	10/15	10 MPG City / 15 MPG Hwy
1527	2	12/20	12 MPG City / 20 MPG Hwy
1528	2	13/20	13 MPG City / 20 MPG Hwy
1529	2	12/20	12 MPG City / 20 MPG Hwy
1530	2	12/20	12 MPG City / 20 MPG Hwy
1531	2	12/20	12 MPG City / 20 MPG Hwy
1532	2	12/20	12 MPG City / 20 MPG Hwy
1533	2	8/13	8 MPG City / 13 MPG Hwy
1534	2	20/26	20 MPG City / 26 MPG Hwy
1535	2	21/28	21 MPG City / 28 MPG Hwy
1536	2	21/28	21 MPG City / 28 MPG Hwy
1537	2	20/26	20 MPG City / 26 MPG Hwy
1538	2	30/27	30 MPG City / 27 MPG Hwy
1539	2	30/27	30 MPG City / 27 MPG Hwy
1540	2	22/31	22 MPG City / 31 MPG Hwy
1541	2	18/25	18 MPG City / 25 MPG Hwy
1542	2	41/36	41 MPG City / 36 MPG Hwy
1543	2	14/20	14 MPG City / 20 MPG Hwy
1544	2	21/27	21 MPG City / 27 MPG Hwy
1545	2	19/24	19 MPG City / 24 MPG Hwy
1546	2	20/27	20 MPG City / 27 MPG Hwy
1547	2	20/26	20 MPG City / 26 MPG Hwy
1548	2	20/27	20 MPG City / 27 MPG Hwy
1549	2	20/26	20 MPG City / 26 MPG Hwy
1550	2	20/26	20 MPG City / 26 MPG Hwy
1551	2	20/27	20 MPG City / 27 MPG Hwy
1552	2	20/26	20 MPG City / 26 MPG Hwy
1553	2	20/27	20 MPG City / 27 MPG Hwy
1554	2	/	MPG City / MPG Hwy
1555	2	19/24	19 MPG City / 24 MPG Hwy
1556	2	19/24	19 MPG City / 24 MPG Hwy
1557	2	20/26	20 MPG City / 26 MPG Hwy
1558	2	20/27	20 MPG City / 27 MPG Hwy
1559	2	20/26	20 MPG City / 26 MPG Hwy
1560	2	20/27	20 MPG City / 27 MPG Hwy
1561	2	18/25	18 MPG City / 25 MPG Hwy
1562	2	18/25	18 MPG City / 25 MPG Hwy
1563	2	20/27	20 MPG City / 27 MPG Hwy
1564	2	17/23	17 MPG City / 23 MPG Hwy
1565	2	17/23	17 MPG City / 23 MPG Hwy
1566	2	18/25	18 MPG City / 25 MPG Hwy
1567	2	23/31	23 MPG City / 31 MPG Hwy
1568	2	18/25	18 MPG City / 25 MPG Hwy
1569	2	18/25	18 MPG City / 25 MPG Hwy
1570	2	23/31	23 MPG City / 31 MPG Hwy
1571	2	19/27	19 MPG City / 27 MPG Hwy
1572	2	23/31	23 MPG City / 31 MPG Hwy
1573	2	18/25	18 MPG City / 25 MPG Hwy
1574	2	18/25	18 MPG City / 25 MPG Hwy
1575	2	22/29	22 MPG City / 29 MPG Hwy
1576	2	19/27	19 MPG City / 27 MPG Hwy
1577	2	22/29	22 MPG City / 29 MPG Hwy
1578	2	22/29	22 MPG City / 29 MPG Hwy
1579	2	19/27	19 MPG City / 27 MPG Hwy
1580	2	22/29	22 MPG City / 29 MPG Hwy
1581	2	22/29	22 MPG City / 29 MPG Hwy
1582	2	18/25	18 MPG City / 25 MPG Hwy
1583	2	16/21	16 MPG City / 21 MPG Hwy
1584	2	16/21	16 MPG City / 21 MPG Hwy
1585	2	16/21	16 MPG City / 21 MPG Hwy
1586	2	16/21	16 MPG City / 21 MPG Hwy
1587	2	16/21	16 MPG City / 21 MPG Hwy
1588	2	16/21	16 MPG City / 21 MPG Hwy
1589	2	17/22	17 MPG City / 22 MPG Hwy
1590	2	17/22	17 MPG City / 22 MPG Hwy
1591	2	19/24	19 MPG City / 24 MPG Hwy
1592	2	16/22	16 MPG City / 22 MPG Hwy
1593	2	16/22	16 MPG City / 22 MPG Hwy
1594	2	17/25	17 MPG City / 25 MPG Hwy
1595	2	18/26	18 MPG City / 26 MPG Hwy
1596	2	17/25	17 MPG City / 25 MPG Hwy
1597	2	17/25	17 MPG City / 25 MPG Hwy
1598	2	17/25	17 MPG City / 25 MPG Hwy
1599	2	17/25	17 MPG City / 25 MPG Hwy
