auto	motortrend	engine
0601	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0602	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0603	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0604	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0605	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0606	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0607	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0608	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0609	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0610	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0611	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0612	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0613	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0614	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0615	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0616	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0617	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0618	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0619	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0620	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0621	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0622	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0623	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0624	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0625	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0626	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0627	1	Engine: 3.3L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0628	1	Engine: 3.3L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0629	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0630	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0631	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0632	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0633	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0634	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0635	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0636	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0637	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0638	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0639	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0640	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0641	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0642	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0643	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0644	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0645	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0646	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0647	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0648	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0649	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0650	1	Engine: 2.7L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0651	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0652	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0653	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0654	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0655	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0656	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0657	1	Engine: 2.7L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0658	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0659	1	Engine: 2.7L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0660	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0661	1	Engine: 2.7L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0662	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0663	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0664	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0665	1	Engine: 2.7L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0666	1	Engine: 2.7L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0667	1	Engine: 2.7L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0668	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0669	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0670	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0671	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0672	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0673	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0674	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0675	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0676	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0677	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0678	1	Engine: 4.6L V-8 DOHC with variable valve timing and four valves per cylinder
0679	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0680	1	Engine: 5.7L V-8 DOHC with variable valve timing and four valves per cylinder
0681	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0682	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0683	1	Engine: 4.0L V 6 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0684	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0685	1	Engine: 5.7L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0686	1	Engine: 4.6L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0687	1	Engine: 4.6L V 8 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
0688	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0689	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0690	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0691	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0692	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0693	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0694	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0695	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0696	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0697	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0698	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0699	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0700	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0701	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0702	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0703	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0704	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0705	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0706	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0707	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0708	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0709	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0710	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0711	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0712	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0713	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0714	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0715	1	Engine: 2.0L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0716	1	Engine: 2.0L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0717	1	Engine: 1.3L i-VTEC in-linefour-cylinder OHC with variable valve timing and two valves per cylinder
0718	1	Engine: 1.8L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0719	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0720	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0721	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0722	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0723	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0724	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0725	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0726	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0727	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0728	1	Engine: 1.8L in-line 4 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0729	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0730	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0731	1	Engine: 1.3L in-line 4 overhead cam with VVT ( 10.8 :1 compression ratio ; two valves per cylinder)
0732	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0733	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0734	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0735	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0736	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0737	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0738	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0739	1	Engine: 1.5L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0740	1	Engine: 1.5L i-VTEC in-linefour-cylinder OHC with variable valve timing and four valves per cylinder
0741	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0742	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0743	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0744	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0745	1	Engine: 1.5L in-line 4 overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0746	1	Engine: 1.5L in-line 4 overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0747	1	Engine: 1.3L in-line 4 overhead cam with VVT ( 10.8 :1 compression ratio ; two valves per cylinder)
0748	1	Engine: 1.3L in-line 4 overhead cam with VVT ( 10.8 :1 compression ratio ; two valves per cylinder)
0749	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0750	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0751	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0752	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0753	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0754	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0755	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0756	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0757	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0758	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0759	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0760	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0761	1	Engine: 3.5L i-VTEC V-6 OHC with variable valve timing and four valves per cylinder
0762	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0763	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0764	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0765	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0766	1	Engine: 3.5L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0767	1	Engine: 3.5L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0768	1	Engine: 3.5L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0769	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0770	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0771	1	Engine: 3.5L V 6 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0772	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0773	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0774	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0775	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0776	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0777	1	Engine: 2.2L in-line 4 double overhead cam with VVT ( 11.1 :1 compression ratio ; four valves per cylinder)
0778	1	Engine: 2.2L in-line 4 double overhead cam with VVT ( 11.1 :1 compression ratio ; four valves per cylinder)
0779	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0780	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0781	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0782	1	Engine: 5.0L V-8 DOHC with variable valve timing and four valves per cylinder
0783	1	Engine: 2.5L V-6 DOHC with variable valve timing and four valves per cylinder
0784	1	Engine: 2.5L V-6 DOHC with variable valve timing and four valves per cylinder
0785	1	Engine: 2.5L V-6 DOHC with variable valve timing and four valves per cylinder
0786	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0787	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0788	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0789	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0790	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0791	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0792	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0793	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0794	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0795	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0796	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0797	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0798	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0799	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0800	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0801	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0802	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0803	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0804	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0805	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0806	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0807	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0808	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0809	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0810	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0811	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0812	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0813	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0814	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0815	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0816	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0817	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
0818	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
0819	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
0820	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
0821	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0822	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0823	1	Engine: 3.0L V 6 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0824	1	Engine: 3.0L V 6 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0825	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0826	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0827	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0828	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0829	1	Engine: 5.5L V-12 OHC with variable valve timing and three valves per cylinder
0830	1	Engine: 6.0L V-12 OHC and three valves per cylinder
0831	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0832	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0833	1	Engine: 5.5L V 12 overhead cam with VVT ( 9.0 :1 compression ratio ; three valves per cylinder)
0834	1	Engine: 6.0L V 12 overhead cam ( 9.0 :1 compression ratio ; three valves per cylinder)
0835	1	Engine: 2.3L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0836	1	Engine: 2.3L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0837	1	Engine: 2.3L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0838	1	Engine: 2.3L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0839	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0840	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0841	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0842	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0843	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0844	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0845	1	Engine: 3.0L BlueTEC V-6 DOHC and four valves per cylinder
0846	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0847	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0848	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0849	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0850	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0851	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0852	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0853	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0854	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0855	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0856	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0857	1	Engine: 5.5L V-8 OHV and four valves per cylinder
0858	1	Engine: 5.4L V-8 OHC with variable valve timing and three valves per cylinder
0859	1	Engine: 5.5L V 8 double overhead cam ( 10.7 :1 compression ratio ; four valves per cylinder)
0860	1	Engine: 5.4L V 8 overhead cam with VVT ( 9.0 :1 compression ratio ; three valves per cylinder)
0861	1	Engine: 3.0L BlueTEC V-6 OHC with variable valve timing and four valves per cylinder
0862	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0863	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0864	1	Engine: 3.0L V 6 double overhead cam with VVT ( 16.5 :1 compression ratio ; four valves per cylinder)
0865	1	Engine: 4.7L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0866	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0867	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0868	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0869	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 8.8 :1 compression ratio ; four valves per cylinder)
0870	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 8.8 :1 compression ratio ; four valves per cylinder)
0871	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 8.8 :1 compression ratio ; four valves per cylinder)
0872	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 8.8 :1 compression ratio ; four valves per cylinder)
0873	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0874	1	Engine: 3.0L BlueTEC V-6 DOHC and four valves per cylinder
0875	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0876	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0877	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0878	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0879	1	Engine: 3.0L V 6 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
0880	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0881	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0882	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0883	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0884	1	Engine: 3.0L BlueTEC V-6 DOHC and four valves per cylinder
0885	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0886	1	Engine: 3.0L V 6 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
0887	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0888	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0889	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0890	1	Engine: 5.5L V-12 OHC and three valves per cylinder
0891	1	Engine: 6.0L V-12 OHC and three valves per cylinder
0892	1	Engine: 3.5L V 6 double overhead cam with VVT ( 11.7 :1 compression ratio ; four valves per cylinder)
