auto	motortrend	fuel_economy
0482	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 19 (mpg); combined= 16 (mpg); vehicle range: 338 miles
0483	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 359 miles
0484	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 19 (mpg); combined= 16 (mpg); vehicle range: 338 miles
0485	2	15 mpg	Fuel economy: EPA 08, 15 MPG city, 19 MPG highway, 16 MPG combined and 338 mi. range
0486	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 26 MPG highway, 22 MPG combined and 383 mi. range
0487	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 365 mi. range
0488	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 365 mi. range
0489	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 29 MPG highway, 25 MPG combined and 415 mi. range
0490	2	23 mpg	Fuel economy: EPA 08, 23 MPG city, 31 MPG highway, 26 MPG combined and 432 mi. range
0491	2	23 mpg	Fuel economy: EPA 08, 23 MPG city, 30 MPG highway, 25 MPG combined and 415 mi. range
0492	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 30 MPG highway, 25 MPG combined and 415 mi. range
0493	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 33 MPG highway, 26 MPG combined and 343 mi. range
0494	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 33 MPG highway, 26 MPG combined and 343 mi. range
0495	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 29 (mpg); combined= 25 (mpg); vehicle range: 298 miles
0496	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 32 MPG highway, 26 MPG combined and 343 mi. range
0497	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 30 MPG highway, 26 MPG combined and 343 mi. range
0498	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 30 MPG highway, 26 MPG combined and 370 mi. range
0499	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 19 MPG combined and 418 mi. range
0500	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 19 MPG combined and 418 mi. range
0501	2	17 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 19 MPG combined and 418 mi. range
0502	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 19 MPG combined and 418 mi. range
0503	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 400 mi. range
0504	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 400 mi. range
0505	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 400 mi. range
0506	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 400 mi. range
0507	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 400 mi. range
0508	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 362 mi. range
0509	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 362 mi. range
0510	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 13 MPG highway, 11 MPG combined and 341 mi. range
0511	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 12 MPG highway, 10 MPG combined and 310 mi. range
0512	2	8 mpg	Fuel economy: EPA (08):, 8 MPG city, 12 MPG highway, 9 MPG combined and 279 mi. range
0513	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 17 (mpg); combined= 15 (mpg); vehicle range: 465 miles
0514	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 14 MPG highway, 12 MPG combined and 312 mi. range
0515	2	15 mpg	Fuel economy: EPA 08, 15 MPG city, 20 MPG highway, 17 MPG combined and 578 mi. range
0516	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 14 MPG highway, 12 MPG combined and 312 mi. range
0517	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 14 MPG highway, 12 MPG combined and 312 mi. range
0518	2	11 mpg	Fuel economy: EPA (08):, 11 MPG city, 16 MPG highway, 13 MPG combined and 442 mi. range
0519	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 23 MPG highway, 21 MPG combined and 546 mi. range
0520	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 13 MPG highway, 11 MPG combined and 286 mi. range
0521	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 578 miles
0522	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 19 (mpg); combined= 16 (mpg); vehicle range: 416 miles
0523	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 416 miles
0524	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 544 miles
0525	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 29 MPG highway, 23 MPG combined and 432 mi. range
0526	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 29 MPG highway, 23 MPG combined and 432 mi. range
0527	2	11 mpg	Fuel consumption: city= 11 (mpg); highway= 16 (mpg); combined= 13 (mpg); vehicle range: 338 miles
0528	2	11 mpg	Fuel consumption: city= 11 (mpg); highway= 16 (mpg); combined= 13 (mpg); vehicle range: 338 miles
0529	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 23 MPG highway, 21 MPG combined and 525 mi. range
0530	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 14 MPG highway, 12 MPG combined and 312 mi. range
0531	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 23 MPG highway, 21 MPG combined and 525 mi. range
0532	2	9 mpg	Fuel consumption: city= 9 (mpg); highway= 13 (mpg); combined= 10 (mpg); vehicle range: 310 miles
0533	2	11 mpg	Fuel consumption: city= 11 (mpg); highway= 16 (mpg); combined= 13 (mpg); vehicle range: 403 miles
0534	2	11 mpg	Fuel consumption: city= 11 (mpg); highway= 16 (mpg); combined= 13 (mpg); vehicle range: 403 miles
0535	2	10 mpg	Fuel consumption: city= 10 (mpg); highway= 15 (mpg); combined= 12 (mpg); vehicle range: 468 miles
0536	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 15 MPG highway, 12 MPG combined and 468 mi. range
0537	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 28 MPG highway, 23 MPG combined and 377 mi. range
0538	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 28 MPG highway, 23 MPG combined and 328 mi. range
0539	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 21 MPG highway, 19 MPG combined and 346 mi. range
0540	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 28 MPG highway, 23 MPG combined and 328 mi. range
0541	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 21 MPG highway, 19 MPG combined and 346 mi. range
0542	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 28 (mpg); combined= 23 (mpg); vehicle range: 377 miles
0543	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 28 (mpg); combined= 23 (mpg); vehicle range: 377 miles
0544	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 346 miles
0545	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 346 miles
0546	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 19 MPG combined and 382 mi. range
0547	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 19 MPG combined and 382 mi. range
0548	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 19 MPG combined and 382 mi. range
0549	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 21 (mpg); combined= 17 (mpg); vehicle range: 342 miles
0550	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 21 (mpg); combined= 17 (mpg); vehicle range: 342 miles
0551	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 21 (mpg); combined= 17 (mpg); vehicle range: 342 miles
0552	2	29 mpg	Fuel economy: EPA 08, 29 MPG city, 35 MPG highway, 32 MPG combined and 362 mi. range
0553	2	29 mpg	Fuel economy: EPA 08, 29 MPG city, 35 MPG highway, 32 MPG combined and 362 mi. range
0554	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 33 MPG highway, 28 MPG combined and 406 mi. range
0555	2	24 mpg	Fuel economy: EPA 08, 24 MPG city, 33 MPG highway, 27 MPG combined and 391 mi. range
0556	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 33 MPG highway, 28 MPG combined and 406 mi. range
0557	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 29 MPG highway, 25 MPG combined and 398 mi. range
0558	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 29 MPG highway, 25 MPG combined and 398 mi. range
0559	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 28 MPG highway, 23 MPG combined and 366 mi. range
0560	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 29 MPG highway, 25 MPG combined and 398 mi. range
0561	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 27 (mpg); combined= 23 (mpg); vehicle range: 366 miles
0562	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 27 (mpg); combined= 23 (mpg); vehicle range: 366 miles
0563	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 27 (mpg); combined= 23 (mpg); vehicle range: 366 miles
0564	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 31 MPG highway, 25 MPG combined and 462 mi. range
0565	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 31 MPG highway, 25 MPG combined and 462 mi. range
0566	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 31 MPG highway, 25 MPG combined and 462 mi. range
0567	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 31 MPG highway, 25 MPG combined and 462 mi. range
0568	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 27 MPG highway, 21 MPG combined and 388 mi. range
0569	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 27 MPG highway, 21 MPG combined and 388 mi. range
0570	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 29 (mpg); combined= 23 (mpg); vehicle range: 426 miles
0571	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 444 miles
0572	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 29 (mpg); combined= 23 (mpg); vehicle range: 426 miles
0573	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 444 miles
0574	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 444 miles
0575	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 370 miles
0576	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 370 miles
0577	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 25 MPG highway, 21 MPG combined and 334 mi. range
0578	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 21 (mpg); vehicle range: 304 miles
0579	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 28 MPG highway, 25 MPG combined and 317 mi. range
0580	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 28 MPG highway, 24 MPG combined and 304 mi. range
0581	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 28 MPG highway, 23 MPG combined and 291 mi. range
0582	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 28 MPG highway, 24 MPG combined and 304 mi. range
0583	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 28 MPG highway, 23 MPG combined and 291 mi. range
0584	2	22 mpg	Fuel consumption: city= 22 (mpg); highway= 28 (mpg); combined= 24 (mpg); vehicle range: 304 miles
0585	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 28 (mpg); combined= 23 (mpg); vehicle range: 291 miles
0586	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 28 (mpg); combined= 24 (mpg); vehicle range: 304 miles
0587	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 28 (mpg); combined= 23 (mpg); vehicle range: 291 miles
0588	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 28 (mpg); combined= 24 (mpg); vehicle range: 304 miles
0589	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 304 mi. range
0590	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 304 mi. range
0591	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 19 MPG combined and 321 mi. range
0592	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 22 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0593	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 22 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0594	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 321 miles
0595	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 23 MPG combined and 380 mi. range
0596	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 23 MPG combined and 380 mi. range
0597	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 23 MPG combined and 380 mi. range
0598	2	13 mpg	Fuel economy: EPA 08, 13 MPG city, 17 MPG highway, 14 MPG combined and 245 mi. range
0599	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 437 mi. range
0600	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 437 mi. range
0601	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 437 mi. range
0602	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 22 (mpg); combined= 19 (mpg); vehicle range: 456 miles
0603	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 22 (mpg); combined= 19 (mpg); vehicle range: 456 miles
0604	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 456 miles
0605	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 29 MPG highway, 23 MPG combined and 425 mi. range
0606	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 29 MPG highway, 23 MPG combined and 425 mi. range
0607	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 32 MPG highway, 26 MPG combined and 481 mi. range
0608	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 32 MPG highway, 26 MPG combined and 481 mi. range
0609	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 32 MPG highway, 26 MPG combined and 481 mi. range
0610	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 32 MPG highway, 26 MPG combined and 481 mi. range
0611	2	31 mpg	Fuel economy: EPA 08, 31 MPG city, 35 MPG highway, 33 MPG combined and 567 mi. range
0612	2	26 mpg	Fuel economy: EPA 08, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0613	2	26 mpg	Fuel economy: EPA 08, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0614	2	26 mpg	Fuel economy: EPA 08, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0615	2	26 mpg	Fuel economy: EPA 08, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0616	2	22 mpg	Fuel economy: EPA 08, 22 MPG city, 30 MPG highway, 25 MPG combined and 330 mi. range
0617	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 21 MPG highway, 18 MPG combined and 342 mi. range
0618	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 21 MPG highway, 18 MPG combined and 342 mi. range
0619	2	20 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 365 mi. range
0620	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 365 mi. range
0621	2	18 mpg	Fuel economy: EPA 08, 17 MPG city, 22 MPG highway, 19 MPG combined and 365 mi. range
0622	2	20 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 365 miles
0623	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 365 miles
0624	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 24 (mpg); combined= 20 (mpg); vehicle range: 384 miles
0625	2	28 mpg	Fuel economy: EPA 08, 28 MPG city, 28 MPG highway, 28 MPG combined and 482 mi. range
0626	2	28 mpg	Fuel economy: EPA 08, 28 MPG city, 28 MPG highway, 28 MPG combined and 482 mi. range
0627	2	27 mpg	Fuel consumption: city= 27 (mpg); highway= 25 (mpg); combined= 26 (mpg); vehicle range: 447 miles
0628	2	27 mpg	Fuel consumption: city= 27 (mpg); highway= 25 (mpg); combined= 26 (mpg); vehicle range: 447 miles
0629	2	13 mpg	Fuel economy: EPA 08, 13 MPG city, 18 MPG highway, 15 MPG combined and 369 mi. range
0630	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 18 (mpg); combined= 15 (mpg); vehicle range: 369 miles
0631	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 31 MPG highway, 28 MPG combined and 370 mi. range
0632	2	21 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 22 MPG combined and 291 mi. range
0633	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 29 MPG highway, 24 MPG combined and 317 mi. range
0634	2	51 mpg	Fuel economy: EPA 08, 51 MPG city, 48 MPG highway, 50 MPG combined and 595 mi. range
0635	2	51 mpg	Fuel economy: EPA 08, 51 MPG city, 48 MPG highway, 50 MPG combined and 595 mi. range
0636	2	51 mpg	Fuel economy: EPA 08, 51 MPG city, 48 MPG highway, 50 MPG combined and 595 mi. range
0637	2	51 mpg	Fuel economy: EPA 08, 51 MPG city, 48 MPG highway, 50 MPG combined and 595 mi. range
0638	2	21 mpg	Fuel economy: EPA 08, 22 MPG city, 28 MPG highway, 24 MPG combined and 382 mi. range
0639	2	19 mpg	Fuel economy: EPA 08, 22 MPG city, 28 MPG highway, 24 MPG combined and 382 mi. range
0640	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 27 MPG highway, 22 MPG combined and 350 mi. range
0641	2	21 mpg	Fuel consumption: city= 22 (mpg); highway= 28 (mpg); combined= 24 (mpg); vehicle range: 382 miles
0642	2	19 mpg	Fuel consumption: city= 22 (mpg); highway= 28 (mpg); combined= 24 (mpg); vehicle range: 382 miles
0643	2	19 mpg	Fuel consumption: city= 19 (mpg); highway= 27 (mpg); combined= 22 (mpg); vehicle range: 350 miles
0644	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 18 (mpg); combined= 15 (mpg); vehicle range: 396 miles
0645	2	14 mpg	Fuel economy: EPA 08, 14 MPG city, 19 MPG highway, 15 MPG combined and 396 mi. range
0646	2	13 mpg	Fuel economy: EPA 08, 13 MPG city, 18 MPG highway, 15 MPG combined and 396 mi. range
0647	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 18 (mpg); combined= 15 (mpg); vehicle range: 396 miles
0648	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 19 (mpg); combined= 15 (mpg); vehicle range: 396 miles
0649	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 18 (mpg); combined= 15 (mpg); vehicle range: 396 miles
0650	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 24 MPG highway, 21 MPG combined and 420 mi. range
0651	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 24 MPG highway, 20 MPG combined and 400 mi. range
0652	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 24 MPG highway, 20 MPG combined and 400 mi. range
0653	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 22 MPG highway, 18 MPG combined and 360 mi. range
0654	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 24 MPG highway, 20 MPG combined and 400 mi. range
0655	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 22 MPG highway, 18 MPG combined and 360 mi. range
0656	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 22 MPG highway, 18 MPG combined and 360 mi. range
0657	2	19 mpg	Fuel economy: EPA 08, 18 MPG city, 21 MPG highway, 19 MPG combined and 399 mi. range
0658	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 20 MPG highway, 18 MPG combined and 378 mi. range
0659	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 25 MPG highway, 21 MPG combined and 441 mi. range
0660	2	14 mpg	Fuel economy: EPA 08, 14 MPG city, 18 MPG highway, 15 MPG combined and 315 mi. range
0661	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 25 MPG highway, 21 MPG combined and 441 mi. range
0662	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 21 MPG highway, 18 MPG combined and 378 mi. range
0663	2	15 mpg	Fuel economy: EPA 08, 15 MPG city, 19 MPG highway, 17 MPG combined and 357 mi. range
0664	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 20 MPG highway, 18 MPG combined and 378 mi. range
0665	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 26 (mpg); combined= 22 (mpg); vehicle range: 462 miles
0666	2	19 mpg	Fuel consumption: city= 17 (mpg); highway= 22 (mpg); combined= 19 (mpg); vehicle range: 399 miles
0667	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 26 (mpg); combined= 22 (mpg); vehicle range: 462 miles
0668	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 20 (mpg); combined= 18 (mpg); vehicle range: 378 miles
0669	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 21 (mpg); combined= 18 (mpg); vehicle range: 378 miles
0670	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 21 (mpg); combined= 18 (mpg); vehicle range: 378 miles
0671	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 18 (mpg); combined= 16 (mpg); vehicle range: 357 miles
0672	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 18 (mpg); combined= 15 (mpg); vehicle range: 315 miles
0673	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 20 (mpg); combined= 18 (mpg); vehicle range: 378 miles
0674	2	16 mpg	Fuel economy: EPA 08, 16 MPG city and 20 MPG highway
0675	2	13 mpg	Fuel economy: EPA 08, 14 MPG city, 18 MPG highway, 16 MPG combined and 423 mi. range
0676	2	15 mpg	Fuel economy: EPA 08, 15 MPG city, 19 MPG highway, 16 MPG combined and 423 mi. range
0677	2	14 mpg	Fuel economy: EPA 08, 14 MPG city, 18 MPG highway, 16 MPG combined and 423 mi. range
0678	2	13 mpg	Fuel economy: EPA 08, 15 MPG city, 20 MPG highway, 17 MPG combined and 449 mi. range
0679	2	14 mpg	Fuel economy: EPA 08, 14 MPG city, 18 MPG highway, 16 MPG combined and 423 mi. range
0680	2	13 mpg	Fuel economy: EPA 08, 14 MPG city, 18 MPG highway, 16 MPG combined and 423 mi. range
0681	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 19 (mpg); combined= 16 (mpg); vehicle range: 423 miles
0682	2	13 mpg	Fuel consumption: city= 14 (mpg); highway= 18 (mpg); combined= 16 (mpg); vehicle range: 423 miles
0683	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 19 (mpg); combined= 16 (mpg); vehicle range: 423 miles
0684	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 18 (mpg); combined= 16 (mpg); vehicle range: 423 miles
0685	2	13 mpg	Fuel consumption: city= 14 (mpg); highway= 18 (mpg); combined= 16 (mpg); vehicle range: 423 miles
0686	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 449 miles
0687	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 449 miles
0688	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 34 MPG highway, 27 MPG combined and 500 mi. range
0689	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 34 MPG highway, 27 MPG combined and 500 mi. range
0690	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 33 MPG highway, 26 MPG combined and 481 mi. range
0691	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 34 MPG highway, 27 MPG combined and 500 mi. range
0692	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 30 MPG highway, 24 MPG combined and 444 mi. range
0693	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 33 MPG highway, 26 MPG combined and 481 mi. range
0694	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 26 MPG highway, 21 MPG combined and 388 mi. range
0695	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 30 MPG highway, 24 MPG combined and 444 mi. range
0696	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 31 (mpg); combined= 25 (mpg); vehicle range: 462 miles
0697	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 31 (mpg); combined= 25 (mpg); vehicle range: 462 miles
0698	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 31 (mpg); combined= 25 (mpg); vehicle range: 444 miles
0699	2	19 mpg	Fuel consumption: city= 19 (mpg); highway= 29 (mpg); combined= 23 (mpg); vehicle range: 407 miles
0700	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 31 (mpg); combined= 25 (mpg); vehicle range: 444 miles
0701	2	19 mpg	Fuel consumption: city= 19 (mpg); highway= 29 (mpg); combined= 23 (mpg); vehicle range: 407 miles
0702	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 370 miles
0703	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 27 (mpg); combined= 21 (mpg); vehicle range: 388 miles
0704	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 27 (mpg); combined= 21 (mpg); vehicle range: 388 miles
0705	2	26 mpg	Fuel economy: EPA (08):, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0706	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0707	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0708	2	26 mpg	Fuel economy: EPA (08):, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0709	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0710	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0711	2	26 mpg	Fuel economy: EPA (08):, 26 MPG city, 34 MPG highway, 29 MPG combined and 383 mi. range
0712	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0713	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
0714	2	25 mpg	Fuel economy: EPA (08):, 25 MPG city, 36 MPG highway, 29 MPG combined and 383 mi. range
