auto	msn	price
1094	2	$22,555	$21,055&nbsp;- $31,305
1095	2	$22,855	$21,055&nbsp;- $31,305
1096	2	$23,355	$21,055&nbsp;- $31,305
1097	2	$23,830	$21,055&nbsp;- $31,305
1098	2	$24,630	$21,055&nbsp;- $31,305
1099	2	$24,680	$21,055&nbsp;- $31,305
1100	2	$26,030	$21,055&nbsp;- $31,305
1101	2	$26,805	$21,055&nbsp;- $31,305
1102	2	$26,830	$21,055&nbsp;- $31,305
1103	2	$26,880	$21,055&nbsp;- $31,305
1104	2	$28,030	$21,055&nbsp;- $31,305
1105	2	$29,305	$21,055&nbsp;- $31,305
1106	2	$31,105	$21,055&nbsp;- $31,305
1107	2	$25,000	$23,800&nbsp;- $27,000
1108	2	$25,800	$23,800&nbsp;- $27,000
1109	2	$27,000	$23,800&nbsp;- $27,000
1110	2	$21,775	$20,525&nbsp;- $26,020
1111	2	$23,085	$20,525&nbsp;- $26,020
1112	2	$25,585	$20,525&nbsp;- $26,020
1113	2	$20,525	$20,525&nbsp;- $26,020
1114	2	$22,635	$20,525&nbsp;- $26,020
1115	2	$24,320	$20,525&nbsp;- $26,020
1116	2	$24,335	$20,525&nbsp;- $26,020
1117	2	$26,020	$20,525&nbsp;- $26,020
1118	2	$22,795	$21,545&nbsp;- $29,745
1119	2	$23,845	$21,545&nbsp;- $29,745
1120	2	$25,095	$21,545&nbsp;- $29,745
1121	2	$26,495	$21,545&nbsp;- $29,745
1122	2	$28,495	$21,545&nbsp;- $29,745
1123	2	$30,745	$27,895&nbsp;- $40,245
1124	2	$32,345	$27,895&nbsp;- $40,245
1125	2	$33,845	$27,895&nbsp;- $40,245
1126	2	$35,445	$27,895&nbsp;- $40,245
1127	2	$37,045	$27,895&nbsp;- $40,245
1128	2	$38,645	$27,895&nbsp;- $40,245
1129	2	$40,245	$27,895&nbsp;- $40,245
1130	2	$26,805	$26,805&nbsp;- $40,755
1131	2	$35,005	$26,805&nbsp;- $40,755
1132	2	$37,205	$26,805&nbsp;- $40,755
1133	2	$40,755	$26,805&nbsp;- $40,755
1134	2	$28,450	$28,450&nbsp;- $36,780
1135	2	$31,555	$28,450&nbsp;- $36,780
1136	2	$36,780	$28,450&nbsp;- $36,780
1137	2	$16,865	$15,365&nbsp;- $24,550
1138	2	$21,165	$21,165&nbsp;- $32,050
1139	2	$24,585	$21,165&nbsp;- $32,050
1140	2	$26,255	$21,165&nbsp;- $32,050
1141	2	$27,860	$23,255&nbsp;- $28,735
1142	2	$27,125	$23,255&nbsp;- $28,735
1143	2	$30,710	$30,710&nbsp;- $43,325
1144	2	$32,680	$30,710&nbsp;- $43,325
1145	2	$37,480	$30,710&nbsp;- $43,325
1146	2	$39,420	$30,710&nbsp;- $43,325
1147	2	$43,325	$30,710&nbsp;- $43,325
1148	2	$27,270	$27,270&nbsp;- $30,850
1149	2	$28,750	$27,270&nbsp;- $30,850
1150	2	$31,450	$31,450&nbsp;- $33,550
1151	2	$32,350	$31,450&nbsp;- $33,550
1152	2	$33,550	$31,450&nbsp;- $33,550
1153	2	$45,900	$45,900&nbsp;- $47,300
1154	2	$47,300	$45,900&nbsp;- $47,300
1155	2	$11,695	$11,695&nbsp;- $14,895
1156	2	$14,895	$11,695&nbsp;- $14,895
1157	2	$17,195	$13,300&nbsp;- $17,195
1158	2	$17,195	$13,300&nbsp;- $17,195
1159	2	$20,995	$17,995&nbsp;- $22,795
1160	2	$21,795	$17,995&nbsp;- $22,795
1161	2	$21,995	$17,995&nbsp;- $22,795
1162	2	$16,995	$16,995&nbsp;- $23,495
1163	2	$21,995	$16,995&nbsp;- $23,495
1164	2	$23,495	$16,995&nbsp;- $23,495
1165	2	$24,195	$22,195&nbsp;- $28,695
1166	2	$24,250	$24,250&nbsp;- $31,300
1167	2	$25,950	$24,250&nbsp;- $31,300
1168	2	$27,700	$24,250&nbsp;- $31,300
1169	2	$29,500	$24,250&nbsp;- $31,300
1170	2	$29,550	$24,250&nbsp;- $31,300
1171	2	$34,365	$31,740&nbsp;- $42,185
1172	2	$38,085	$31,740&nbsp;- $42,185
1173	2	$40,085	$31,740&nbsp;- $42,185
1174	2	$40,185	$31,740&nbsp;- $42,185
1175	2	$46,665	$38,020&nbsp;- $46,665
1176	2	$45,950	$41,490&nbsp;- $50,355
1177	2	$48,765	$41,490&nbsp;- $50,355
1178	2	$41,490	$41,490&nbsp;- $50,355
1179	2	$43,110	$41,490&nbsp;- $50,355
1180	2	$46,030	$41,490&nbsp;- $50,355
1181	2	$29,310	$29,310&nbsp;- $37,950
1182	2	$29,310	$29,310&nbsp;- $37,950
1183	2	$32,410	$29,310&nbsp;- $37,950
1184	2	$37,950	$29,310&nbsp;- $37,950
1185	2	$51,185	$51,185&nbsp;- $61,345
1186	2	$61,345	$51,185&nbsp;- $61,345
1187	2	$58,750	$53,000&nbsp;- $58,750
1188	2	$53,000	$53,000&nbsp;- $58,750
1189	2	$55,665	$53,000&nbsp;- $58,750
1190	2	$24,655	$24,655&nbsp;- $41,975
1191	2	$25,775	$24,655&nbsp;- $41,975
1192	2	$37,770	$24,655&nbsp;- $41,975
1193	2	$39,630	$24,655&nbsp;- $41,975
1194	2	$41,975	$24,655&nbsp;- $41,975
1195	2	$32,315	$28,515&nbsp;- $34,555
1196	2	$33,770	$28,515&nbsp;- $34,555
1197	2	$34,185	$28,515&nbsp;- $34,555
1198	2	$21,735	$16,985&nbsp;- $29,835
1199	2	$22,530	$16,985&nbsp;- $29,835
1200	2	$23,905	$16,985&nbsp;- $29,835
1201	2	$28,780	$16,985&nbsp;- $29,835
1202	2	$29,835	$16,985&nbsp;- $29,835
1203	2	$16,985	$16,985&nbsp;- $29,835
1204	2	$19,230	$16,985&nbsp;- $29,835
1205	2	$46,435	$20,850&nbsp;- $46,435
1206	2	$24,390	$20,850&nbsp;- $46,435
1207	2	$29,475	$20,850&nbsp;- $46,435
1208	2	$30,195	$20,850&nbsp;- $46,435
1209	2	$30,495	$20,850&nbsp;- $46,435
1210	2	$32,525	$20,850&nbsp;- $46,435
1211	2	$32,685	$20,850&nbsp;- $46,435
1212	2	$35,025	$20,850&nbsp;- $46,435
1213	2	$38,930	$20,850&nbsp;- $46,435
1214	2	$42,275	$20,850&nbsp;- $46,435
1215	2	$20,850	$20,850&nbsp;- $46,435
1216	2	$27,345	$20,850&nbsp;- $46,435
1217	2	$27,435	$20,850&nbsp;- $46,435
1218	2	$29,375	$20,850&nbsp;- $46,435
1219	2	$29,595	$20,850&nbsp;- $46,435
1220	2	$30,645	$20,850&nbsp;- $46,435
1221	2	$35,780	$20,850&nbsp;- $46,435
1222	2	$36,080	$20,850&nbsp;- $46,435
1223	2	$39,125	$20,850&nbsp;- $46,435
1224	2	$43,285	$20,850&nbsp;- $46,435
1225	2	$33,045	$27,465&nbsp;- $43,905
1226	2	$33,090	$27,465&nbsp;- $43,905
1227	2	$33,825	$27,465&nbsp;- $43,905
1228	2	$34,495	$27,465&nbsp;- $43,905
1229	2	$34,540	$27,465&nbsp;- $43,905
1230	2	$36,470	$27,465&nbsp;- $43,905
1231	2	$36,515	$27,465&nbsp;- $43,905
1232	2	$38,575	$27,465&nbsp;- $43,905
1233	2	$41,840	$27,465&nbsp;- $43,905
1234	2	$41,885	$27,465&nbsp;- $43,905
1235	2	$43,905	$27,465&nbsp;- $43,905
1236	2	$27,465	$27,465&nbsp;- $43,905
1237	2	$29,895	$27,465&nbsp;- $43,905
1238	2	$29,940	$27,465&nbsp;- $43,905
1239	2	$30,675	$27,465&nbsp;- $43,905
1240	2	$31,345	$27,465&nbsp;- $43,905
1241	2	$31,390	$27,465&nbsp;- $43,905
1242	2	$33,320	$27,465&nbsp;- $43,905
1243	2	$33,365	$27,465&nbsp;- $43,905
1244	2	$35,425	$27,465&nbsp;- $43,905
1245	2	$35,470	$27,465&nbsp;- $43,905
1246	2	$40,715	$27,465&nbsp;- $43,905
1247	2	$31,510	$30,975&nbsp;- $44,420
1248	2	$32,090	$30,975&nbsp;- $44,420
1249	2	$34,440	$30,975&nbsp;- $44,420
1250	2	$34,740	$30,975&nbsp;- $44,420
1251	2	$35,485	$30,975&nbsp;- $44,420
1252	2	$35,795	$30,975&nbsp;- $44,420
1253	2	$38,155	$30,975&nbsp;- $44,420
1254	2	$42,405	$30,975&nbsp;- $44,420
1255	2	$32,335	$30,975&nbsp;- $44,420
1256	2	$32,645	$30,975&nbsp;- $44,420
1257	2	$36,930	$30,975&nbsp;- $44,420
1258	2	$39,100	$30,975&nbsp;- $44,420
1259	2	$40,080	$30,975&nbsp;- $44,420
1260	2	$41,270	$30,975&nbsp;- $44,420
1261	2	$38,710	$38,710&nbsp;- $48,190
1262	2	$41,860	$38,710&nbsp;- $48,190
1263	2	$45,040	$38,710&nbsp;- $48,190
1264	2	$48,190	$38,710&nbsp;- $48,190
1265	2	$14,790	$14,790&nbsp;- $27,190
1266	2	$16,990	$14,790&nbsp;- $27,190
1267	2	$18,990	$14,790&nbsp;- $27,190
1268	2	$27,190	$14,790&nbsp;- $27,190
1269	2	$38,855	$35,305&nbsp;- $43,585
1270	2	$40,035	$35,305&nbsp;- $43,585
1271	2	$42,585	$35,305&nbsp;- $43,585
1272	2	$43,585	$35,305&nbsp;- $43,585
1273	2	$27,590	$19,190&nbsp;- $27,590
1274	2	$20,699	$20,699&nbsp;- $32,828
1275	2	$25,018	$20,699&nbsp;- $32,828
1276	2	$28,408	$20,699&nbsp;- $32,828
1277	2	$32,828	$20,699&nbsp;- $32,828
1278	2	$21,599	$21,599&nbsp;- $23,999
1279	2	$23,999	$21,599&nbsp;- $23,999
1280	2	$29,999	$27,999&nbsp;- $31,499
1281	2	$13,365	$12,605&nbsp;- $14,165
1282	2	$21,900	$19,395&nbsp;- $29,045
1283	2	$23,165	$19,395&nbsp;- $29,045
1284	2	$24,565	$19,395&nbsp;- $29,045
1285	2	$25,840	$19,395&nbsp;- $29,045
1286	2	$25,925	$19,395&nbsp;- $29,045
1287	2	$26,275	$26,275&nbsp;- $29,550
1288	2	$27,725	$26,275&nbsp;- $29,550
1289	2	$28,100	$26,275&nbsp;- $29,550
1290	2	$29,550	$26,275&nbsp;- $29,550
1291	2	$35,285	$27,945&nbsp;- $35,285
1292	2	$25,110	$21,675&nbsp;- $27,985
1293	2	$27,985	$21,675&nbsp;- $27,985
1294	2	$21,675	$21,675&nbsp;- $27,985
1295	2	$27,750	$25,855&nbsp;- $34,670
1296	2	$32,480	$25,855&nbsp;- $34,670
1297	2	$33,220	$25,855&nbsp;- $34,670
1298	2	$34,670	$25,855&nbsp;- $34,670
1299	2	$45,495	$45,495&nbsp;- $56,045
1300	2	$30,915	$27,500&nbsp;- $39,800
1301	2	$39,800	$27,500&nbsp;- $39,800
1302	2	$27,500	$27,500&nbsp;- $39,800
1303	2	$29,175	$27,500&nbsp;- $39,800
1304	2	$42,880	$39,030&nbsp;- $59,405
1305	2	$42,880	$39,030&nbsp;- $59,405
1306	2	$52,365	$39,030&nbsp;- $59,405
1307	2	$52,365	$39,030&nbsp;- $59,405
1308	2	$59,405	$39,030&nbsp;- $59,405
1309	2	$39,655	$39,030&nbsp;- $59,405
1310	2	$49,140	$39,030&nbsp;- $59,405
1311	2	$56,180	$39,030&nbsp;- $59,405
1312	1	$65,970
1313	1	$32,485
1314	1	$37,865
1315	1	$24,540
1316	1	$24,690
1317	1	$26,065
1318	1	$26,215
1319	1	$29,725
1320	1	$35,665
1321	2	$23,215	$15,345&nbsp;- $27,250
1322	2	$25,650	$15,345&nbsp;- $27,250
1323	2	$26,750	$15,345&nbsp;- $27,250
1324	2	$15,345	$15,345&nbsp;- $27,250
1325	2	$16,230	$15,345&nbsp;- $27,250
1326	2	$20,280	$15,345&nbsp;- $27,250
1327	2	$21,595	$15,345&nbsp;- $27,250
1328	2	$22,475	$15,345&nbsp;- $27,250
1329	2	$23,675	$15,345&nbsp;- $27,250
1330	2	$27,705	$23,455&nbsp;- $42,455
1331	2	$28,035	$23,455&nbsp;- $42,455
1332	2	$28,990	$23,455&nbsp;- $42,455
1333	2	$29,035	$23,455&nbsp;- $42,455
1334	2	$29,920	$23,455&nbsp;- $42,455
1335	2	$30,290	$23,455&nbsp;- $42,455
1336	2	$30,290	$23,455&nbsp;- $42,455
1337	2	$31,280	$23,455&nbsp;- $42,455
1338	2	$31,280	$23,455&nbsp;- $42,455
1339	2	$33,115	$23,455&nbsp;- $42,455
1340	2	$39,920	$23,455&nbsp;- $42,455
1341	2	$41,155	$23,455&nbsp;- $42,455
1342	2	$23,785	$23,455&nbsp;- $42,455
1343	2	$24,655	$23,455&nbsp;- $42,455
1344	2	$24,985	$23,455&nbsp;- $42,455
1345	2	$25,655	$23,455&nbsp;- $42,455
1346	2	$25,795	$23,455&nbsp;- $42,455
1347	2	$25,940	$23,455&nbsp;- $42,455
1348	2	$26,870	$23,455&nbsp;- $42,455
1349	2	$28,230	$23,455&nbsp;- $42,455
1350	2	$35,570	$23,455&nbsp;- $42,455
1351	2	$39,395	$23,455&nbsp;- $42,455
1352	2	$21,590	$21,590&nbsp;- $28,500
1353	2	$21,590	$21,590&nbsp;- $28,500
1354	2	$23,340	$21,590&nbsp;- $28,500
1355	2	$24,985	$21,590&nbsp;- $28,500
1356	2	$25,750	$21,590&nbsp;- $28,500
1357	2	$26,750	$21,590&nbsp;- $28,500
1358	2	$27,500	$21,590&nbsp;- $28,500
1359	2	$13,645	$9,970&nbsp;- $16,195
1360	2	$15,995	$15,995&nbsp;- $19,795
1361	2	$46,830	$46,830&nbsp;- $54,250
1362	2	$54,250	$46,830&nbsp;- $54,250
1363	2	$22,050	$18,700&nbsp;- $26,550
1364	2	$24,550	$18,700&nbsp;- $26,550
1365	2	$26,550	$18,700&nbsp;- $26,550
1366	2	$22,000	$22,000&nbsp;- $32,000
1367	2	$23,750	$22,000&nbsp;- $32,000
1368	2	$25,500	$22,000&nbsp;- $32,000
1369	2	$26,500	$22,000&nbsp;- $32,000
1370	2	$26,750	$22,000&nbsp;- $32,000
1371	2	$27,500	$22,000&nbsp;- $32,000
1372	2	$29,000	$22,000&nbsp;- $32,000
1373	2	$29,500	$22,000&nbsp;- $32,000
1374	2	$30,000	$22,000&nbsp;- $32,000
1375	2	$30,500	$22,000&nbsp;- $32,000
1376	2	$31,000	$22,000&nbsp;- $32,000
1377	2	$29,570	$24,970&nbsp;- $29,570
1378	2	$33,000	$33,000&nbsp;- $39,500
1379	2	$39,500	$33,000&nbsp;- $39,500
1380	2	$18,995	$18,995&nbsp;- $25,845
1381	2	$19,995	$18,995&nbsp;- $25,845
1382	2	$19,995	$18,995&nbsp;- $25,845
1383	2	$21,495	$18,995&nbsp;- $25,845
1384	2	$21,495	$18,995&nbsp;- $25,845
1385	2	$24,345	$18,995&nbsp;- $25,845
1386	2	$24,345	$18,995&nbsp;- $25,845
1387	2	$25,845	$18,995&nbsp;- $25,845
1388	2	$28,145	$28,145&nbsp;- $35,895
1389	2	$11,090	$9,990&nbsp;- $16,780
1390	2	$13,350	$9,990&nbsp;- $16,780
1391	2	$16,350	$9,990&nbsp;- $16,780
1392	2	$17,160	$15,420&nbsp;- $20,080
1393	2	$19,580	$15,420&nbsp;- $20,080
1394	2	$23,440	$19,900&nbsp;- $30,100
1395	2	$27,770	$19,900&nbsp;- $30,100
1396	2	$30,100	$19,900&nbsp;- $30,100
1397	2	$19,900	$19,900&nbsp;- $30,100
1398	1	$26,780
1399	2	$32,620	$32,620&nbsp;- $37,720
1400	2	$34,620	$32,620&nbsp;- $37,720
1401	2	$37,720	$32,620&nbsp;- $37,720
1402	2	$37,320	$30,410&nbsp;- $40,870
1403	2	$30,410	$30,410&nbsp;- $40,870
1404	2	$35,080	$30,410&nbsp;- $40,870
1405	2	$39,610	$30,410&nbsp;- $40,870
1406	2	$30,690	$30,690&nbsp;- $33,410
1407	2	$33,410	$30,690&nbsp;- $33,410
1408	2	$80,790	$80,790&nbsp;- $83,040
1409	2	$83,040	$80,790&nbsp;- $83,040
1410	2	$21,710	$20,460&nbsp;- $25,310
1411	2	$23,300	$20,460&nbsp;- $25,310
1412	2	$25,310	$20,460&nbsp;- $25,310
1413	2	$20,460	$20,460&nbsp;- $25,310
1414	2	$24,060	$20,460&nbsp;- $25,310
1415	2	$22,750	$22,750&nbsp;- $30,700
1416	2	$24,800	$22,750&nbsp;- $30,700
1417	2	$25,720	$22,750&nbsp;- $30,700
1418	2	$28,650	$22,750&nbsp;- $30,700
1419	2	$30,700	$22,750&nbsp;- $30,700
1420	2	$29,540	$27,540&nbsp;- $42,300
1421	2	$32,890	$27,540&nbsp;- $42,300
1422	2	$39,250	$27,540&nbsp;- $42,300
1423	2	$42,300	$27,540&nbsp;- $42,300
1424	2	$27,540	$27,540&nbsp;- $42,300
1425	2	$30,890	$27,540&nbsp;- $42,300
1426	2	$37,050	$27,540&nbsp;- $42,300
1427	2	$37,110	$28,340&nbsp;- $38,710
1428	2	$45,240	$37,510&nbsp;- $52,490
1429	2	$37,510	$37,510&nbsp;- $52,490
1430	2	$49,690	$37,510&nbsp;- $52,490
1431	2	$16,800	$15,850&nbsp;- $19,270
1432	2	$19,270	$15,850&nbsp;- $19,270
1433	2	$17,900	$17,100&nbsp;- $19,420
1434	2	$19,420	$17,100&nbsp;- $19,420
1435	2	$46,255	$42,580&nbsp;- $54,105
1436	2	$54,105	$42,580&nbsp;- $54,105
1437	2	$17,735	$17,735&nbsp;- $24,990
1438	2	$17,735	$17,735&nbsp;- $24,990
1439	2	$18,295	$17,735&nbsp;- $24,990
1440	2	$20,550	$17,735&nbsp;- $24,990
1441	2	$20,550	$17,735&nbsp;- $24,990
1442	2	$22,165	$17,735&nbsp;- $24,990
1443	2	$22,165	$17,735&nbsp;- $24,990
1444	2	$22,830	$17,735&nbsp;- $24,990
1445	2	$23,455	$17,735&nbsp;- $24,990
1446	2	$23,455	$17,735&nbsp;- $24,990
1447	2	$17,620	$17,620&nbsp;- $22,760
1448	2	$17,620	$17,620&nbsp;- $22,760
1449	2	$22,760	$17,620&nbsp;- $22,760
1450	2	$24,070	$23,465&nbsp;- $24,070
1451	2	$27,760	$27,760&nbsp;- $40,420
1452	2	$33,080	$27,760&nbsp;- $40,420
1453	2	$33,080	$27,760&nbsp;- $40,420
1454	2	$39,310	$27,760&nbsp;- $40,420
1455	2	$40,420	$27,760&nbsp;- $40,420
1456	2	$27,750	$23,200&nbsp;- $33,500
1457	2	$28,765	$23,200&nbsp;- $33,500
1458	2	$29,700	$23,200&nbsp;- $33,500
1459	2	$31,550	$23,200&nbsp;- $33,500
1460	2	$33,500	$23,200&nbsp;- $33,500
1461	2	$44,350	$40,850&nbsp;- $44,350
1462	2	$29,150	$29,150&nbsp;- $40,350
1463	2	$33,150	$33,150&nbsp;- $51,200
1464	2	$35,150	$33,150&nbsp;- $51,200
1465	2	$36,200	$33,150&nbsp;- $51,200
1466	2	$38,100	$33,150&nbsp;- $51,200
1467	2	$42,600	$33,150&nbsp;- $51,200
1468	2	$42,650	$33,150&nbsp;- $51,200
1469	2	$35,700	$35,700&nbsp;- $37,700
1470	2	$38,165	$35,165&nbsp;- $62,165
1471	2	$40,065	$35,165&nbsp;- $62,165
1472	2	$42,605	$35,165&nbsp;- $62,165
1473	2	$44,505	$35,165&nbsp;- $62,165
1474	2	$35,165	$35,165&nbsp;- $62,165
1475	2	$38,220	$35,165&nbsp;- $62,165
1476	2	$38,365	$35,165&nbsp;- $62,165
1477	2	$45,950	$45,950&nbsp;- $60,600
1478	2	$48,250	$45,950&nbsp;- $60,600
1479	2	$51,250	$45,950&nbsp;- $60,600
1480	2	$60,600	$45,950&nbsp;- $60,600
1481	2	$55,400	$55,400&nbsp;- $67,050
1482	2	$67,050	$55,400&nbsp;- $67,050
1483	2	$46,000	$46,000&nbsp;- $51,900
1484	2	$51,900	$46,000&nbsp;- $51,900
1485	2	$47,600	$47,600&nbsp;- $85,500
1486	2	$51,300	$47,600&nbsp;- $85,500
1487	2	$33,250	$33,250&nbsp;- $37,000
1488	2	$34,450	$33,250&nbsp;- $37,000
1489	2	$37,000	$33,250&nbsp;- $37,000
1490	2	$44,350	$44,350&nbsp;- $46,950
1491	2	$45,800	$45,800&nbsp;- $54,650
1492	2	$47,950	$45,800&nbsp;- $54,650
1493	2	$52,150	$45,800&nbsp;- $54,650
1494	2	$54,650	$45,800&nbsp;- $54,650
1495	2	$36,050	$36,050&nbsp;- $40,400
1496	2	$39,150	$36,050&nbsp;- $40,400
1497	2	$59,000	$42,850&nbsp;- $59,000
1498	2	$38,265	$38,265&nbsp;- $50,965
1499	2	$41,320	$38,265&nbsp;- $50,965
1500	2	$41,565	$38,265&nbsp;- $50,965
1501	2	$43,220	$38,265&nbsp;- $50,965
1502	2	$45,265	$38,265&nbsp;- $50,965
1503	2	$50,965	$38,265&nbsp;- $50,965
1504	2	$15,345	$15,345&nbsp;- $22,145
1505	2	$16,255	$15,345&nbsp;- $22,145
1506	2	$19,685	$15,345&nbsp;- $22,145
1507	2	$21,645	$15,345&nbsp;- $22,145
1508	2	$22,145	$15,345&nbsp;- $22,145
1509	2	$21,050	$18,600&nbsp;- $28,540
1510	2	$26,085	$18,600&nbsp;- $28,540
1511	2	$22,960	$22,960&nbsp;- $28,400
1512	2	$25,300	$22,960&nbsp;- $28,400
1513	2	$27,000	$22,960&nbsp;- $28,400
1514	2	$28,400	$22,960&nbsp;- $28,400
1515	1	$23,340
1516	2	$32,110	$26,645&nbsp;- $32,140
1517	2	$32,140	$26,645&nbsp;- $32,140
1518	2	$25,345	$20,405&nbsp;- $28,915
1519	2	$27,305	$20,405&nbsp;- $28,915
1520	2	$20,405	$20,405&nbsp;- $28,915
1521	2	$25,550	$20,405&nbsp;- $28,915
1522	2	$27,165	$20,405&nbsp;- $28,915
1523	2	$21,700	$21,700&nbsp;- $33,035
1524	2	$22,490	$21,700&nbsp;- $33,035
1525	2	$25,950	$21,700&nbsp;- $33,035
1526	2	$31,335	$21,700&nbsp;- $33,035
1527	2	$28,805	$28,805&nbsp;- $34,215
1528	2	$30,205	$28,805&nbsp;- $34,215
1529	2	$34,215	$28,805&nbsp;- $34,215
1530	2	$26,300	$24,100&nbsp;- $26,300
1531	2	$26,200	$26,200&nbsp;- $31,350
1532	2	$31,150	$26,200&nbsp;- $31,350
1533	2	$46,680	$46,680&nbsp;- $59,875
1534	2	$51,925	$46,680&nbsp;- $59,875
1535	2	$59,875	$46,680&nbsp;- $59,875
1536	2	$28,700	$28,700&nbsp;- $33,050
1537	2	$37,950	$37,950&nbsp;- $42,800
1538	2	$39,200	$39,200&nbsp;- $50,950
1539	2	$50,950	$39,200&nbsp;- $50,950
1540	1	$40,000
1541	2	$41,270	$41,270&nbsp;- $48,160
1542	2	$43,160	$41,270&nbsp;- $48,160
1543	2	$38,845	$38,845&nbsp;- $40,695
1544	2	$40,695	$38,845&nbsp;- $40,695
1545	2	$44,200	$44,200&nbsp;- $49,200
1546	2	$50,820	$47,280&nbsp;- $56,380
1547	2	$56,380	$47,280&nbsp;- $56,380
1548	2	$54,950	$54,950&nbsp;- $60,015
1549	2	$57,115	$54,950&nbsp;- $60,015
1550	2	$57,850	$54,950&nbsp;- $60,015
1551	2	$26,245	$26,245&nbsp;- $33,015
1552	2	$27,085	$26,245&nbsp;- $33,015
1553	2	$31,820	$26,245&nbsp;- $33,015
1554	2	$29,230	$29,230&nbsp;- $42,515
1555	2	$32,730	$29,230&nbsp;- $42,515
1556	2	$42,515	$29,230&nbsp;- $42,515
1557	2	$40,630	$35,515&nbsp;- $43,995
1558	2	$41,995	$35,515&nbsp;- $43,995
1559	2	$43,995	$35,515&nbsp;- $43,995
1560	2	$16,290	$16,290&nbsp;- $18,780
1561	2	$17,170	$16,290&nbsp;- $18,780
1562	2	$18,780	$16,290&nbsp;- $18,780
1563	2	$18,780	$16,290&nbsp;- $18,780
1564	2	$24,655	$19,695&nbsp;- $28,355
1565	2	$26,505	$19,695&nbsp;- $28,355
1566	1	$36,395
1567	1	$21,395
1568	1	$24,395
1569	1	$28,395
1570	1	$31,395
1571	2	$27,370	$25,170&nbsp;- $37,770
1572	2	$37,770	$25,170&nbsp;- $37,770
1573	1	$27,950
1574	1	$46,725
1575	1	$51,725
1576	2	$86,215	$86,215&nbsp;- $104,215
1577	2	$104,215	$86,215&nbsp;- $104,215
1578	2	$22,700	$21,020&nbsp;- $27,375
1579	2	$21,020	$21,020&nbsp;- $27,375
1580	2	$24,045	$21,020&nbsp;- $27,375
1581	2	$25,625	$21,020&nbsp;- $27,375
1582	2	$27,420	$27,420&nbsp;- $35,770
1583	2	$32,270	$27,420&nbsp;- $35,770
1584	2	$33,920	$27,420&nbsp;- $35,770
1585	2	$35,070	$27,420&nbsp;- $35,770
1586	2	$35,770	$27,420&nbsp;- $35,770
1587	2	$31,600	$29,280&nbsp;- $38,600
1588	2	$38,600	$29,280&nbsp;- $38,600
1589	2	$29,280	$29,280&nbsp;- $38,600
1590	2	$33,280	$29,280&nbsp;- $38,600
1591	2	$36,280	$29,280&nbsp;- $38,600
1592	2	$28,950	$28,950&nbsp;- $39,470
1593	2	$31,750	$28,950&nbsp;- $39,470
1594	2	$33,600	$28,950&nbsp;- $39,470
1595	2	$39,470	$28,950&nbsp;- $39,470
1596	2	$35,585	$35,585&nbsp;- $51,240
1597	2	$38,485	$35,585&nbsp;- $51,240
1598	2	$42,010	$35,585&nbsp;- $51,240
1599	2	$44,290	$35,585&nbsp;- $51,240
1600	2	$45,810	$35,585&nbsp;- $51,240
1601	2	$48,340	$35,585&nbsp;- $51,240
1602	2	$48,710	$35,585&nbsp;- $51,240
1603	2	$21,370	$21,185&nbsp;- $22,755
1604	2	$21,440	$21,185&nbsp;- $22,755
1605	2	$21,540	$21,185&nbsp;- $22,755
1606	2	$22,585	$21,185&nbsp;- $22,755
1607	2	$22,655	$21,185&nbsp;- $22,755
1608	2	$25,510	$25,510&nbsp;- $30,340
1609	2	$26,510	$25,510&nbsp;- $30,340
1610	2	$26,715	$25,510&nbsp;- $30,340
1611	2	$27,970	$27,970&nbsp;- $34,845
1612	2	$30,425	$27,970&nbsp;- $34,845
1613	2	$33,545	$27,970&nbsp;- $34,845
1614	2	$34,845	$27,970&nbsp;- $34,845
1615	2	$17,820	$17,820&nbsp;- $25,800
1616	2	$20,580	$17,820&nbsp;- $25,800
1617	2	$23,220	$17,820&nbsp;- $25,800
1618	2	$26,430	$22,060&nbsp;- $39,915
1619	2	$29,030	$22,060&nbsp;- $39,915
1620	2	$29,330	$22,060&nbsp;- $39,915
1621	2	$29,700	$22,060&nbsp;- $39,915
1622	2	$30,830	$22,060&nbsp;- $39,915
1623	2	$32,940	$22,060&nbsp;- $39,915
1624	2	$33,240	$22,060&nbsp;- $39,915
1625	2	$33,255	$22,060&nbsp;- $39,915
1626	2	$35,405	$22,060&nbsp;- $39,915
1627	2	$35,705	$22,060&nbsp;- $39,915
1628	2	$35,890	$22,060&nbsp;- $39,915
1629	2	$38,260	$22,060&nbsp;- $39,915
1630	2	$38,355	$22,060&nbsp;- $39,915
1631	2	$38,655	$22,060&nbsp;- $39,915
1632	2	$39,615	$22,060&nbsp;- $39,915
1633	2	$22,060	$22,060&nbsp;- $39,915
1634	2	$25,085	$22,060&nbsp;- $39,915
1635	2	$25,885	$22,060&nbsp;- $39,915
1636	2	$26,255	$22,060&nbsp;- $39,915
1637	2	$29,295	$22,060&nbsp;- $39,915
1638	2	$30,095	$22,060&nbsp;- $39,915
1639	2	$36,470	$22,060&nbsp;- $39,915
1640	2	$36,770	$22,060&nbsp;- $39,915
1641	2	$33,830	$33,830&nbsp;- $52,360
1642	2	$49,915	$33,830&nbsp;- $52,360
1643	1	$28,850
1644	1	$31,170
1645	1	$31,875
