auto	yahoo	engine
0847	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0848	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0849	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0850	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0851	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0852	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0853	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0854	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0855	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0856	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0857	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0858	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0859	1	6.0L V8, 16 valves, 312 hp @ 4400 rpm
0860	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0861	1	6.0L V8, 16 valves, 312 hp @ 4400 rpm
0862	1	3.5L V6, 24 valves, 263 hp @ 6250 rpm
0863	1	3.5L V6, 24 valves, 263 hp @ 6250 rpm
0864	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0865	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0866	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0867	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0868	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0869	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0870	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0871	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0872	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0873	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0874	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0875	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0876	1	2.4L I4, 16 valves, 201 hp @ 7000 rpm
0877	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
0878	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
0879	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
0880	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
0881	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0882	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0883	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0884	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0885	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0886	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0887	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0888	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0889	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0890	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0891	1	2.3L I4, 16 valves, 240 hp @ 6000 rpm
0892	1	2.3L I4, 16 valves, 240 hp @ 6000 rpm
0893	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0894	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0895	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0896	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0897	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0898	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0899	1	2.5L I5, 20 valves, 208 hp @ 5000 rpm
0900	1	2.5L I5, 20 valves, 208 hp @ 5000 rpm
0901	1	2.4L I5, 20 valves, 257 hp @ 5500 rpm
0902	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0903	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0904	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0905	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0906	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0907	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0908	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
0909	1	4.3L V6, 12 valves, 195 hp @ 4600 rpm
0910	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0911	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0912	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0913	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0914	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0915	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0916	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0917	1	3.7L V6, 24 valves, 332 hp @ 7000 rpm
0918	1	3.7L V6, 24 valves, 350 hp @ 7400 rpm
0919	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0920	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0921	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0922	1	2.5L V6, 24 valves, 218 hp @ 6400 rpm
0923	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0924	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0925	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0926	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0927	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0928	1	3.5L V6, 24 valves, 297 hp @ 6800 rpm
0929	1	3.5L V6, 24 valves, 297 hp @ 6800 rpm
0930	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0931	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0932	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0933	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
0934	1	3.2L I6, 24 valves, 230 hp @ 6300 rpm
0935	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
0936	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0937	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0938	1	3.3L V6, 12 valves, 175 hp @ 5000 rpm
0939	1	3.8L V6, 12 valves, 197 hp @ 5200 rpm
0940	1	3.8L V6, 12 valves, 197 hp @ 5200 rpm
0941	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0942	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0943	1	3.5L V6, 24 valves, 285 hp @ 6500 rpm
0944	1	3.5L V6, 24 valves, 285 hp @ 6500 rpm
0945	1	3.5L V6, 24 valves, 285 hp @ 6500 rpm
0946	1	3.7L V6, 24 valves, 305 hp @ 6500 rpm
0947	1	3.8L V6, 24 valves, 260 hp @ 6000 rpm
0948	1	3.8L V6, 24 valves, 260 hp @ 6000 rpm
0949	1	4.6L V8, 16 valves, 248 hp @ 4750 rpm
0950	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
0951	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0952	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0953	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0954	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0955	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0956	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0957	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0958	1	3.7L I5, 20 valves, 239 hp @ 5800 rpm
0959	1	3.7L I5, 20 valves, 239 hp @ 5800 rpm
0960	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0961	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0962	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0963	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0964	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0965	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0966	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0967	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0968	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0969	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0970	1	2.3L I4, 16 valves, 240 hp @ 6000 rpm
0971	1	2.3L I4, 16 valves, 240 hp @ 6000 rpm
0972	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0973	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0974	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0975	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0976	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0977	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0978	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0979	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0980	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0981	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0982	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0983	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0984	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0985	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0986	1	6.2L V8, 16 valves, 411 hp @ 5500 rpm
0987	1	1.0L I3, 12 valves, 70 hp @ 5800 rpm
0988	1	1.0L I3, 12 valves, 70 hp @ 5800 rpm
0989	1	1.0L I3, 12 valves, 70 hp @ 5800 rpm
0990	1	2.0L I4, 16 valves, 142 hp @ 6000 rpm
0991	1	1.5L I4, 16 valves, 117 hp @ 6600 rpm
0992	1	1.5L I4, 16 valves, 117 hp @ 6600 rpm
0993	1	1.5L I4, 16 valves, 117 hp @ 6600 rpm
0994	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
0995	1	2.0L I4, 16 valves, 140 hp @ 4000 rpm
0996	1	2.0L I4, 16 valves, 140 hp @ 4000 rpm
0997	1	2.0L I4, 16 valves, 140 hp @ 5100 rpm
0998	1	2.0L I4, 16 valves, 140 hp @ 5100 rpm
0999	1	2.0L I4, 16 valves, 140 hp @ 5100 rpm
1000	1	2.5L I4, 16 valves, 177 hp @ 6000 rpm
1001	1	2.5L I4, 16 valves, 200 hp @ 6600 rpm
1002	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1003	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1004	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1005	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1006	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1007	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1008	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1009	1	1.8L I4, 16 valves, 140 hp @ 6300 rpm
1010	1	2.9L I4, 16 valves, 185 hp @ 5600 rpm
1011	1	2.4L I4, 16 valves, 161 hp @ 6000 rpm
1012	1	2.4L I4, 16 valves, 161 hp @ 6000 rpm
1013	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1014	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1015	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1016	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1017	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
1018	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
1019	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
1020	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1021	1	2.0L I4, 16 valves, 140 hp @ 4000 rpm
1022	1	2.0L I4, 16 valves, 150 hp @ 6200 rpm
1023	1	2.4L I4, 16 valves, 150 hp @ 5100 rpm
1024	1	2.5L I4, 16 valves, 170 hp @ 6000 rpm
1025	1	3.7L V6, 24 valves, 272 hp @ 6250 rpm
1026	1	3.7L V6, 24 valves, 272 hp @ 6250 rpm
1027	1	2.5L I5, 20 valves, 150 hp @ 5000 rpm
1028	1	2.5L I5, 20 valves, 150 hp @ 5000 rpm
1029	1	2.5L I5, 20 valves, 150 hp @ 5000 rpm
1030	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
1031	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1032	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
1033	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
1034	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1035	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1036	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1037	1	3.5L V6, 24 valves, 248 hp @ 5700 rpm
1038	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1039	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1040	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1041	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1042	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1043	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1044	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1045	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
1046	1	3.5L V6, 24 valves, 265 hp @ 6000 rpm
1047	1	3.5L V6, 24 valves, 265 hp @ 6000 rpm
1048	1	3.5L V6, 24 valves, 265 hp @ 6000 rpm
1049	1	3.5L V6, 24 valves, 265 hp @ 6000 rpm
1050	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1051	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1052	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1053	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1054	1	4.6L V8, 16 valves, 248 hp @ 4750 rpm
1055	1	4.6L V8, 24 valves, 292 hp @ 5700 rpm
1056	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
1057	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1058	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1059	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1060	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1061	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1062	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1063	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1064	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1065	1	2.0L I4, 16 valves, 291 hp @ 6500 rpm
1066	1	2.0L I4, 16 valves, 291 hp @ 6500 rpm
1067	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1068	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1069	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1070	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1071	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1072	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1073	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1074	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1075	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1076	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1077	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1078	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1079	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1080	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1081	1	3.8L V6, 24 valves, 276 hp @ 6000 rpm
1082	1	4.6L V8, 32 valves, 337 hp @ 6000 rpm
1083	1	4.6L V8, 32 valves, 337 hp @ 6000 rpm
1084	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1085	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1086	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1087	1	3.7L I5, 20 valves, 239 hp @ 5800 rpm
1088	1	3.7L I5, 20 valves, 239 hp @ 5800 rpm
1089	1	3.2L I6, 24 valves, 235 hp @ 6400 rpm
1090	1	2.4L I4, 16 valves, 187 hp @ 6000 rpm
1091	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1092	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1093	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1094	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1095	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1096	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1097	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1098	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1099	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1100	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1101	1	3.5L V6, 24 valves, 275 hp @ 6200 rpm
1102	1	3.0L I6, 24 valves, 300 hp @ 5600 rpm
1103	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1104	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1105	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1106	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1107	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
1108	1	2.7L I4, 16 valves, 187 hp @ 5800 rpm
1109	1	3.5L V6, 24 valves, 266 hp @ 6200 rpm
1110	1	3.5L V6, 24 valves, 266 hp @ 6200 rpm
1111	1	3.5L V6, 24 valves, 266 hp @ 6200 rpm
1112	1	3.5L V6, 24 valves, 266 hp @ 6200 rpm
1113	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1114	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1115	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1116	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1117	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1118	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1119	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1120	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1121	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1122	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1123	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1124	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1125	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1126	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
1127	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
1128	1	5.7L V8, 16 valves, 390 hp @ 5600 rpm
1129	1	3.2L I6, 24 valves, 240 hp @ 6400 rpm
1130	1	3.2L I6, 24 valves, 240 hp @ 6400 rpm
1131	1	3.0L I6, 24 valves, 300 hp @ 5600 rpm
1132	1	3.0L I6, 24 valves, 300 hp @ 5600 rpm
1133	1	4.6L V8, 24 valves, 292 hp @ 5700 rpm
1134	1	4.6L V8, 24 valves, 292 hp @ 5700 rpm
1135	1	4.6L V8, 24 valves, 292 hp @ 5700 rpm
1136	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
1137	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
1138	1	5.4L V8, 24 valves, 310 hp @ 5000 rpm
1139	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
1140	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1141	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
1142	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1143	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1144	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1145	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1146	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1147	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1148	1	3.0L I6, 24 valves, 320 hp @ 5900 rpm
1149	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1150	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1151	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1152	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1153	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1154	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1155	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1156	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1157	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
1158	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1159	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1160	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1161	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
1162	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1163	1	4.0L V6, 24 valves, 270 hp @ 5600 rpm
1164	1	4.0L V6, 24 valves, 270 hp @ 5600 rpm
1165	1	4.0L V6, 24 valves, 270 hp @ 5600 rpm
1166	1	4.0L V6, 24 valves, 270 hp @ 5600 rpm
1167	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1168	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1169	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1170	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1171	1	6.0L V8, 16 valves, 312 hp @ 4400 rpm
1172	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1173	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1174	1	6.0L V8, 16 valves, 312 hp @ 4400 rpm
1175	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1176	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1177	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1178	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1179	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1180	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1181	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1182	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
1183	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1184	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1185	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1186	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1187	1	3.5L V6, 24 valves, 275 hp @ 6200 rpm
1188	1	3.0L I6, 24 valves, 260 hp @ 6600 rpm
1189	1	2.5L V6, 24 valves, 204 hp @ 6400 rpm
1190	1	3.5L V6, 24 valves, 306 hp @ 6400 rpm
1191	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1192	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1193	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1194	1	3.6L V6, 24 valves, 280 hp @ 6200 rpm
1195	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1196	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1197	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1198	1	2.0L I4, 16 valves, 291 hp @ 6500 rpm
1199	1	2.0L I4, 16 valves, 291 hp @ 6500 rpm
1200	1	2.0L I4, 16 valves, 291 hp @ 6500 rpm
1201	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1202	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1203	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1204	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1205	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1206	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1207	1	6.0L V8, 16 valves, 320 hp @ 4400 rpm
1208	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1209	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1210	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1211	1	3.2L I6, 24 valves, 240 hp @ 6400 rpm
1212	1	3.0L I6, 24 valves, 300 hp @ 5600 rpm
1213	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1214	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
1215	1	3.2L I6, 24 valves, 240 hp @ 6400 rpm
1216	1	2.5L V6, 24 valves, 204 hp @ 6400 rpm
1217	1	3.5L V6, 24 valves, 306 hp @ 6400 rpm
1218	1	2.5L I5, 20 valves, 227 hp @ 5000 rpm
1219	1	3.6L V6, 24 valves, 280 hp @ 6200 rpm
1220	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
1221	1	6.1L V8, 16 valves, 425 hp @ 6200 rpm
1222	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
1223	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
1224	1	6.6L V8, 32 valves, 250 hp @ 3100 rpm
1225	1	6.6L V8, 32 valves, 250 hp @ 3100 rpm
1226	1	6.6L V8, 32 valves, 250 hp @ 3100 rpm
1227	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
1228	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1229	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1230	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1231	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1232	1	2.5L V6, 24 valves, 204 hp @ 6400 rpm
1233	1	2.5L V6, 24 valves, 204 hp @ 6400 rpm
1234	1	2.5L V6, 24 valves, 204 hp @ 6400 rpm
1235	1	3.5L V6, 24 valves, 306 hp @ 6400 rpm
1236	1	6.0L V8, 16 valves, 320 hp @ 4400 rpm
1237	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1238	1	6.0L V8, 16 valves, 320 hp @ 4400 rpm
1239	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1240	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
1241	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
1242	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
1243	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1244	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1245	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1246	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1247	1	3.3L V6, 24 valves, 270 hp @ 5600 rpm
1248	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1249	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1250	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1251	1	3.7L V6, 24 valves, 305 hp @ 6500 rpm
1252	1	3.7L V6, 24 valves, 305 hp @ 6500 rpm
1253	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
1254	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1255	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1256	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1257	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1258	1	3.5L V6, 24 valves, 262 hp @ 6250 rpm
1259	1	3.6L V6, 24 valves, 290 hp @ 6400 rpm
1260	1	3.6L V6, 24 valves, 290 hp @ 6400 rpm
1261	1	3.6L V6, 24 valves, 290 hp @ 6400 rpm
1262	1	3.6L V6, 24 valves, 290 hp @ 6400 rpm
1263	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
1264	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1265	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1266	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1267	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1268	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1269	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
