auto	autobytel	fuel_economy
1220	1	21 MPG City / 22 MPG Hwy
1221	1	21 MPG City / 22 MPG Hwy
1222	1	18 MPG City / 25 MPG Hwy
1223	1	18 MPG City / 25 MPG Hwy
1224	1	18 MPG City / 25 MPG Hwy
1225	1	18 MPG City / 25 MPG Hwy
1226	1	15 MPG City / 22 MPG Hwy
1227	1	15 MPG City / 22 MPG Hwy
1228	1	18 MPG City / 25 MPG Hwy
1229	1	17 MPG City / 23 MPG Hwy
1230	1	18 MPG City / 25 MPG Hwy
1231	1	17 MPG City / 23 MPG Hwy
1232	1	15 MPG City / 22 MPG Hwy
1233	1	18 MPG City / 27 MPG Hwy
1234	1	18 MPG City / 27 MPG Hwy
1235	1	18 MPG City / 27 MPG Hwy
1236	1	18 MPG City / 27 MPG Hwy
1237	1	18 MPG City / 27 MPG Hwy
1238	1	18 MPG City / 27 MPG Hwy
1239	1	15 MPG City / 22 MPG Hwy
1240	1	15 MPG City / 24 MPG Hwy
1241	1	15 MPG City / 21 MPG Hwy
1242	1	15 MPG City / 21 MPG Hwy
1243	1	15 MPG City / 21 MPG Hwy
1244	1	15 MPG City / 21 MPG Hwy
1245	1	15 MPG City / 21 MPG Hwy
1246	1	27 MPG City / 35 MPG Hwy
1247	1	27 MPG City / 35 MPG Hwy
1248	1	27 MPG City / 35 MPG Hwy
1249	1	27 MPG City / 35 MPG Hwy
1250	1	27 MPG City / 35 MPG Hwy
1251	1	27 MPG City / 35 MPG Hwy
1252	1	27 MPG City / 35 MPG Hwy
1253	1	27 MPG City / 35 MPG Hwy
1254	1	17 MPG City / 28 MPG Hwy
1255	1	16 MPG City / 24 MPG Hwy
1256	1	16 MPG City / 24 MPG Hwy
1257	1	16 MPG City / 24 MPG Hwy
1258	1	17 MPG City / 29 MPG Hwy
1259	1	17 MPG City / 29 MPG Hwy
1260	1	16 MPG City / 24 MPG Hwy
1261	1	17 MPG City / 29 MPG Hwy
1262	1	16 MPG City / 24 MPG Hwy
1263	1	25 MPG City / 37 MPG Hwy
1264	1	25 MPG City / 37 MPG Hwy
1265	1	18 MPG City / 25 MPG Hwy
1266	1	16 MPG City / 21 MPG Hwy
1267	1	17 MPG City / 23 MPG Hwy
1268	1	16 MPG City / 21 MPG Hwy
1269	1	14 MPG City / 20 MPG Hwy
1270	1	14 MPG City / 20 MPG Hwy
1271	1	18 MPG City / 25 MPG Hwy
1272	1	18 MPG City / 25 MPG Hwy
1273	1	16 MPG City / 21 MPG Hwy
1274	1	17 MPG City / 23 MPG Hwy
1275	1	15 MPG City / 20 MPG Hwy
1276	1	15 MPG City / 20 MPG Hwy
1277	1	18 MPG City / 25 MPG Hwy
1278	1	18 MPG City / 24 MPG Hwy
1279	1	18 MPG City / 25 MPG Hwy
1280	1	16 MPG City / 26 MPG Hwy
1281	1	16 MPG City / 26 MPG Hwy
1282	1	16 MPG City / 26 MPG Hwy
1283	1	14 MPG City / 20 MPG Hwy
1284	1	16 MPG City / 26 MPG Hwy
1285	1	16 MPG City / 26 MPG Hwy
1286	1	15 MPG City / 24 MPG Hwy
1287	1	14 MPG City / 20 MPG Hwy
1288	1	24 MPG City / 36 MPG Hwy
1289	1	24 MPG City / 36 MPG Hwy
1290	1	20 MPG City / 29 MPG Hwy
1291	1	22 MPG City / 32 MPG Hwy
1292	1	20 MPG City / 29 MPG Hwy
1293	1	20 MPG City / 29 MPG Hwy
1294	1	22 MPG City / 32 MPG Hwy
1295	1	20 MPG City / 29 MPG Hwy
1296	1	20 MPG City / 29 MPG Hwy
1297	1	20 MPG City / 29 MPG Hwy
1298	1	22 MPG City / 32 MPG Hwy
1299	1	20 MPG City / 29 MPG Hwy
1300	1	22 MPG City / 32 MPG Hwy
1301	1	20 MPG City / 29 MPG Hwy
1302	1	22 MPG City / 32 MPG Hwy
1303	1	13 MPG City / 17 MPG Hwy
1304	1	13 MPG City / 17 MPG Hwy
1305	1	13 MPG City / 17 MPG Hwy
1306	1	15 MPG City / 20 MPG Hwy
1307	1	13 MPG City / 17 MPG Hwy
1308	1	13 MPG City / 17 MPG Hwy
1309	1	13 MPG City / 17 MPG Hwy
1310	1	13 MPG City / 17 MPG Hwy
1311	1	15 MPG City / 20 MPG Hwy
1312	1	11 MPG City / 17 MPG Hwy
1313	1	10 MPG City / 16 MPG Hwy
1314	1	10 MPG City / 16 MPG Hwy
1315	1	11 MPG City / 16 MPG Hwy
1316	1	22 MPG City / 32 MPG Hwy
1317	1	22 MPG City / 32 MPG Hwy
1318	1	21 MPG City / 29 MPG Hwy
1319	1	22 MPG City / 32 MPG Hwy
1320	1	22 MPG City / 32 MPG Hwy
1321	1	18 MPG City / 29 MPG Hwy
1322	1	18 MPG City / 29 MPG Hwy
1323	1	17 MPG City / 27 MPG Hwy
1324	1	22 MPG City / 33 MPG Hwy
1325	1	22 MPG City / 33 MPG Hwy
1326	1	22 MPG City / 33 MPG Hwy
1327	1	22 MPG City / 33 MPG Hwy
1328	1	22 MPG City / 33 MPG Hwy
1329	1	22 MPG City / 33 MPG Hwy
1330	1	14 MPG City / 19 MPG Hwy
1331	1	13 MPG City / 18 MPG Hwy
1332	1	13 MPG City / 18 MPG Hwy
1333	1	13 MPG City / 18 MPG Hwy
1334	1	13 MPG City / 18 MPG Hwy
1335	1	15 MPG City / 21 MPG Hwy
1336	1	15 MPG City / 21 MPG Hwy
1337	1	15 MPG City / 21 MPG Hwy
1338	1	14 MPG City / 18 MPG Hwy
1339	1	14 MPG City / 18 MPG Hwy
1340	1	14 MPG City / 19 MPG Hwy
1341	1	14 MPG City / 19 MPG Hwy
1342	1	13 MPG City / 18 MPG Hwy
1343	1	13 MPG City / 18 MPG Hwy
1344	1	15 MPG City / 21 MPG Hwy
1345	1	13 MPG City / 18 MPG Hwy
1346	1	15 MPG City / 21 MPG Hwy
1347	1	15 MPG City / 21 MPG Hwy
1348	1	15 MPG City / 21 MPG Hwy
1349	1	15 MPG City / 21 MPG Hwy
1350	1	15 MPG City / 21 MPG Hwy
1351	1	15 MPG City / 21 MPG Hwy
1352	1	14 MPG City / 19 MPG Hwy
1353	1	15 MPG City / 20 MPG Hwy
1354	1	15 MPG City / 20 MPG Hwy
1355	1	15 MPG City / 20 MPG Hwy
1356	1	15 MPG City / 21 MPG Hwy
1357	1	14 MPG City / 18 MPG Hwy
1358	1	20 MPG City / 23 MPG Hwy
1359	1	21 MPG City / 22 MPG Hwy
1360	1	21 MPG City / 22 MPG Hwy
1361	0	<NULL>
1362	0	<NULL>
1363	0	<NULL>
1364	0	<NULL>
1365	0	<NULL>
1366	0	<NULL>
1367	0	<NULL>
1368	0	<NULL>
1369	0	<NULL>
1370	0	<NULL>
1371	0	<NULL>
1372	0	<NULL>
1373	0	<NULL>
1374	0	<NULL>
1375	0	<NULL>
1376	0	<NULL>
1377	0	<NULL>
1378	0	<NULL>
1379	0	<NULL>
1380	0	<NULL>
1381	0	<NULL>
1382	0	<NULL>
1383	0	<NULL>
1384	0	<NULL>
1385	0	<NULL>
1386	0	<NULL>
1387	0	<NULL>
1388	0	<NULL>
1389	0	<NULL>
1390	0	<NULL>
1391	0	<NULL>
1392	0	<NULL>
1393	0	<NULL>
1394	0	<NULL>
1395	0	<NULL>
1396	0	<NULL>
1397	0	<NULL>
1398	0	<NULL>
1399	0	<NULL>
1400	0	<NULL>
1401	0	<NULL>
1402	0	<NULL>
1403	0	<NULL>
1404	0	<NULL>
1405	0	<NULL>
1406	0	<NULL>
1407	0	<NULL>
1408	0	<NULL>
1409	0	<NULL>
1410	0	<NULL>
1411	0	<NULL>
1412	0	<NULL>
1413	0	<NULL>
1414	0	<NULL>
1415	0	<NULL>
1416	0	<NULL>
1417	0	<NULL>
1418	0	<NULL>
1419	0	<NULL>
1420	0	<NULL>
1421	0	<NULL>
1422	0	<NULL>
1423	0	<NULL>
1424	0	<NULL>
1425	0	<NULL>
1426	1	15 MPG City / 21 MPG Hwy
1427	1	15 MPG City / 21 MPG Hwy
1428	1	15 MPG City / 21 MPG Hwy
1429	1	15 MPG City / 21 MPG Hwy
1430	1	10 MPG City / 16 MPG Hwy
1431	1	10 MPG City / 16 MPG Hwy
1432	1	15 MPG City / 21 MPG Hwy
1433	1	15 MPG City / 21 MPG Hwy
1434	1	15 MPG City / 21 MPG Hwy
1435	1	15 MPG City / 21 MPG Hwy
1436	1	20 MPG City / 23 MPG Hwy
1437	1	21 MPG City / 22 MPG Hwy
1438	1	16 MPG City / 23 MPG Hwy
1439	1	16 MPG City / 23 MPG Hwy
1440	1	16 MPG City / 23 MPG Hwy
1441	1	17 MPG City / 24 MPG Hwy
1442	1	17 MPG City / 24 MPG Hwy
1443	1	16 MPG City / 23 MPG Hwy
1444	1	17 MPG City / 24 MPG Hwy
1445	1	16 MPG City / 23 MPG Hwy
1446	1	17 MPG City / 24 MPG Hwy
1447	1	17 MPG City / 24 MPG Hwy
1448	1	20 MPG City / 31 MPG Hwy
1449	1	17 MPG City / 25 MPG Hwy
1450	1	17 MPG City / 23 MPG Hwy
1451	1	18 MPG City / 26 MPG Hwy
1452	1	16 MPG City / 25 MPG Hwy
1453	1	16 MPG City / 25 MPG Hwy
1454	1	16 MPG City / 25 MPG Hwy
1455	1	13 MPG City / 19 MPG Hwy
1456	1	16 MPG City / 27 MPG Hwy
1457	1	17 MPG City / 25 MPG Hwy
1458	1	17 MPG City / 25 MPG Hwy
1459	1	17 MPG City / 25 MPG Hwy
1460	1	16 MPG City / 23 MPG Hwy
1461	1	16 MPG City / 23 MPG Hwy
1462	1	21 MPG City / 30 MPG Hwy
1463	1	21 MPG City / 30 MPG Hwy
1464	1	24 MPG City / 32 MPG Hwy
1465	1	23 MPG City / 27 MPG Hwy
1466	1	23 MPG City / 29 MPG Hwy
1467	1	23 MPG City / 27 MPG Hwy
1468	1	23 MPG City / 27 MPG Hwy
1469	1	23 MPG City / 29 MPG Hwy
1470	1	23 MPG City / 31 MPG Hwy
1471	1	23 MPG City / 31 MPG Hwy
1472	1	23 MPG City / 27 MPG Hwy
1473	1	18 MPG City / 27 MPG Hwy
1474	1	15 MPG City / 24 MPG Hwy
1475	1	14 MPG City / 23 MPG Hwy
1476	1	18 MPG City / 26 MPG Hwy
1477	1	16 MPG City / 23 MPG Hwy
1478	1	16 MPG City / 23 MPG Hwy
1479	1	16 MPG City / 25 MPG Hwy
1480	1	17 MPG City / 25 MPG Hwy
1481	1	17 MPG City / 23 MPG Hwy
1482	1	15 MPG City / 20 MPG Hwy
1483	1	15 MPG City / 20 MPG Hwy
1484	1	15 MPG City / 20 MPG Hwy
1485	1	14 MPG City / 18 MPG Hwy
1486	1	14 MPG City / 18 MPG Hwy
1487	1	14 MPG City / 19 MPG Hwy
1488	1	15 MPG City / 20 MPG Hwy
1489	1	15 MPG City / 20 MPG Hwy
1490	1	14 MPG City / 18 MPG Hwy
1491	1	15 MPG City / 20 MPG Hwy
1492	1	14 MPG City / 18 MPG Hwy
1493	1	14 MPG City / 18 MPG Hwy
1494	1	14 MPG City / 19 MPG Hwy
1495	1	17 MPG City / 25 MPG Hwy
1496	1	16 MPG City / 23 MPG Hwy
1497	1	16 MPG City / 23 MPG Hwy
1498	1	15 MPG City / 23 MPG Hwy
1499	1	15 MPG City / 23 MPG Hwy
1500	1	16 MPG City / 21 MPG Hwy
1501	1	16 MPG City / 21 MPG Hwy
1502	1	16 MPG City / 21 MPG Hwy
1503	1	16 MPG City / 21 MPG Hwy
1504	1	16 MPG City / 21 MPG Hwy
1505	1	15 MPG City / 21 MPG Hwy
1506	1	16 MPG City / 21 MPG Hwy
1507	1	16 MPG City / 20 MPG Hwy
1508	1	16 MPG City / 22 MPG Hwy
1509	1	15 MPG City / 21 MPG Hwy
1510	1	14 MPG City / 20 MPG Hwy
1511	1	13 MPG City / 19 MPG Hwy
1512	1	13 MPG City / 19 MPG Hwy
1513	1	14 MPG City / 20 MPG Hwy
1514	1	14 MPG City / 19 MPG Hwy
1515	1	14 MPG City / 19 MPG Hwy
1516	1	14 MPG City / 19 MPG Hwy
1517	1	14 MPG City / 19 MPG Hwy
1518	1	13 MPG City / 18 MPG Hwy
1519	1	13 MPG City / 18 MPG Hwy
1520	1	13 MPG City / 18 MPG Hwy
1521	1	14 MPG City / 20 MPG Hwy
1522	1	14 MPG City / 20 MPG Hwy
1523	1	13 MPG City / 19 MPG Hwy
1524	1	13 MPG City / 19 MPG Hwy
1525	1	14 MPG City / 19 MPG Hwy
1526	1	14 MPG City / 20 MPG Hwy
1527	1	14 MPG City / 20 MPG Hwy
1528	1	14 MPG City / 20 MPG Hwy
1529	1	13 MPG City / 18 MPG Hwy
1530	1	13 MPG City / 18 MPG Hwy
1531	1	13 MPG City / 18 MPG Hwy
1532	1	13 MPG City / 18 MPG Hwy
1533	1	14 MPG City / 20 MPG Hwy
1534	1	13 MPG City / 18 MPG Hwy
1535	1	13 MPG City / 18 MPG Hwy
1536	1	13 MPG City / 18 MPG Hwy
1537	1	14 MPG City / 19 MPG Hwy
1538	1	13 MPG City / 18 MPG Hwy
1539	1	14 MPG City / 19 MPG Hwy
1540	1	14 MPG City / 20 MPG Hwy
1541	1	14 MPG City / 20 MPG Hwy
1542	1	14 MPG City / 20 MPG Hwy
1543	1	13 MPG City / 18 MPG Hwy
1544	1	13 MPG City / 18 MPG Hwy
1545	0	<NULL>
1546	0	<NULL>
1547	0	<NULL>
1548	0	<NULL>
1549	0	<NULL>
1550	0	<NULL>
1551	0	<NULL>
1552	0	<NULL>
1553	0	<NULL>
1554	0	<NULL>
1555	0	<NULL>
1556	0	<NULL>
1557	0	<NULL>
1558	0	<NULL>
1559	0	<NULL>
1560	0	<NULL>
1561	0	<NULL>
1562	0	<NULL>
1563	0	<NULL>
1564	0	<NULL>
1565	0	<NULL>
1566	1	13 MPG City / 22 MPG Hwy
1567	1	16 MPG City / 21 MPG Hwy
1568	1	16 MPG City / 21 MPG Hwy
1569	1	16 MPG City / 21 MPG Hwy
1570	1	16 MPG City / 21 MPG Hwy
1571	1	16 MPG City / 21 MPG Hwy
1572	1	16 MPG City / 21 MPG Hwy
1573	1	17 MPG City / 22 MPG Hwy
1574	1	19 MPG City / 24 MPG Hwy
1575	1	17 MPG City / 22 MPG Hwy
1576	1	19 MPG City / 24 MPG Hwy
1577	1	17 MPG City / 22 MPG Hwy
1578	1	16 MPG City / 22 MPG Hwy
1579	1	16 MPG City / 22 MPG Hwy
1580	1	17 MPG City / 25 MPG Hwy
1581	1	17 MPG City / 25 MPG Hwy
1582	1	17 MPG City / 25 MPG Hwy
1583	1	17 MPG City / 25 MPG Hwy
1584	1	17 MPG City / 25 MPG Hwy
1585	1	18 MPG City / 26 MPG Hwy
1586	1	17 MPG City / 25 MPG Hwy
1587	1	18 MPG City / 26 MPG Hwy
1588	1	21 MPG City / 30 MPG Hwy
1589	1	18 MPG City / 27 MPG Hwy
1590	1	21 MPG City / 30 MPG Hwy
1591	1	20 MPG City / 28 MPG Hwy
1592	1	18 MPG City / 27 MPG Hwy
1593	1	18 MPG City / 27 MPG Hwy
1594	1	16 MPG City / 23 MPG Hwy
1595	1	16 MPG City / 23 MPG Hwy
1596	1	11 MPG City / 17 MPG Hwy
1597	1	11 MPG City / 17 MPG Hwy
1598	1	11 MPG City / 17 MPG Hwy
1599	1	11 MPG City / 17 MPG Hwy
1600	1	11 MPG City / 17 MPG Hwy
1601	1	13 MPG City / 19 MPG Hwy
1602	1	11 MPG City / 17 MPG Hwy
1603	1	12 MPG City / 19 MPG Hwy
1604	1	11 MPG City / 15 MPG Hwy
1605	1	11 MPG City / 15 MPG Hwy
1606	1	11 MPG City / 15 MPG Hwy
1607	1	13 MPG City / 17 MPG Hwy
1608	1	13 MPG City / 17 MPG Hwy
1609	0	<NULL>
1610	1	13 MPG City / 17 MPG Hwy
1611	1	13 MPG City / 17 MPG Hwy
1612	1	12 MPG City / 15 MPG Hwy
1613	1	12 MPG City / 15 MPG Hwy
1614	1	11 MPG City / 15 MPG Hwy
1615	1	11 MPG City / 15 MPG Hwy
1616	1	11 MPG City / 15 MPG Hwy
1617	1	11 MPG City / 15 MPG Hwy
1618	0	<NULL>
1619	0	<NULL>
1620	1	19 MPG City / 26 MPG Hwy
1621	1	18 MPG City / 25 MPG Hwy
1622	1	19 MPG City / 26 MPG Hwy
1623	1	17 MPG City / 23 MPG Hwy
1624	1	18 MPG City / 25 MPG Hwy
1625	1	18 MPG City / 25 MPG Hwy
1626	1	17 MPG City / 23 MPG Hwy
1627	1	18 MPG City / 25 MPG Hwy
1628	1	21 MPG City / 28 MPG Hwy
1629	1	23 MPG City / 28 MPG Hwy
1630	1	20 MPG City / 26 MPG Hwy
1631	1	20 MPG City / 26 MPG Hwy
1632	1	20 MPG City / 26 MPG Hwy
1633	1	21 MPG City / 28 MPG Hwy
1634	1	34 MPG City / 31 MPG Hwy
1635	1	34 MPG City / 31 MPG Hwy
1636	1	34 MPG City / 31 MPG Hwy
1637	1	30 MPG City / 27 MPG Hwy
1638	1	14 MPG City / 20 MPG Hwy
1639	1	13 MPG City / 18 MPG Hwy
1640	1	14 MPG City / 20 MPG Hwy
1641	1	13 MPG City / 18 MPG Hwy
1642	1	13 MPG City / 18 MPG Hwy
1643	1	12 MPG City / 17 MPG Hwy
1644	1	14 MPG City / 20 MPG Hwy
1645	1	12 MPG City / 17 MPG Hwy
1646	1	14 MPG City / 20 MPG Hwy
1647	1	13 MPG City / 18 MPG Hwy
1648	1	14 MPG City / 20 MPG Hwy
1649	1	13 MPG City / 18 MPG Hwy
1650	1	14 MPG City / 20 MPG Hwy
1651	1	12 MPG City / 17 MPG Hwy
1652	1	12 MPG City / 17 MPG Hwy
1653	1	14 MPG City / 20 MPG Hwy
1654	1	12 MPG City / 17 MPG Hwy
1655	1	12 MPG City / 17 MPG Hwy
1656	0	<NULL>
1657	0	<NULL>
1658	0	<NULL>
1659	0	<NULL>
1660	1	13 MPG City / 19 MPG Hwy
1661	1	13 MPG City / 19 MPG Hwy
1662	1	13 MPG City / 19 MPG Hwy
1663	1	13 MPG City / 19 MPG Hwy
1664	1	14 MPG City / 20 MPG Hwy
1665	1	13 MPG City / 19 MPG Hwy
1666	0	<NULL>
1667	0	<NULL>
1668	0	<NULL>
1669	0	<NULL>
1670	0	<NULL>
1671	1	14 MPG City / 18 MPG Hwy
1672	1	14 MPG City / 18 MPG Hwy
1673	1	14 MPG City / 20 MPG Hwy
1674	1	14 MPG City / 18 MPG Hwy
1675	1	14 MPG City / 18 MPG Hwy
1676	1	15 MPG City / 19 MPG Hwy
1677	1	14 MPG City / 18 MPG Hwy
1678	1	15 MPG City / 19 MPG Hwy
1679	1	15 MPG City / 19 MPG Hwy
1680	1	15 MPG City / 19 MPG Hwy
1681	1	14 MPG City / 18 MPG Hwy
1682	1	14 MPG City / 18 MPG Hwy
1683	1	14 MPG City / 18 MPG Hwy
1684	1	14 MPG City / 20 MPG Hwy
1685	1	14 MPG City / 20 MPG Hwy
1686	1	15 MPG City / 21 MPG Hwy
1687	1	15 MPG City / 21 MPG Hwy
1688	1	14 MPG City / 18 MPG Hwy
1689	1	14 MPG City / 20 MPG Hwy
1690	1	14 MPG City / 20 MPG Hwy
1691	0	<NULL>
1692	0	<NULL>
1693	0	<NULL>
1694	0	<NULL>
1695	0	<NULL>
1696	0	<NULL>
1697	0	<NULL>
1698	0	<NULL>
1699	0	<NULL>
1700	0	<NULL>
1701	0	<NULL>
1702	0	<NULL>
1703	0	<NULL>
1704	0	<NULL>
1705	0	<NULL>
1706	0	<NULL>
1707	0	<NULL>
1708	0	<NULL>
1709	0	<NULL>
1710	0	<NULL>
1711	0	<NULL>
1712	0	<NULL>
1713	0	<NULL>
1714	0	<NULL>
1715	0	<NULL>
1716	0	<NULL>
1717	0	<NULL>
1718	0	<NULL>
1719	0	<NULL>
1720	0	<NULL>
1721	1	28 MPG City / 37 MPG Hwy
1722	1	16 MPG City / 22 MPG Hwy
1723	1	17 MPG City / 24 MPG Hwy
1724	1	16 MPG City / 22 MPG Hwy
1725	1	17 MPG City / 24 MPG Hwy
1726	1	16 MPG City / 21 MPG Hwy
1727	1	16 MPG City / 22 MPG Hwy
1728	1	16 MPG City / 22 MPG Hwy
1729	1	17 MPG City / 24 MPG Hwy
1730	1	16 MPG City / 22 MPG Hwy
1731	1	24 MPG City / 35 MPG Hwy
1732	1	24 MPG City / 35 MPG Hwy
1733	1	24 MPG City / 35 MPG Hwy
1734	1	24 MPG City / 35 MPG Hwy
1735	1	24 MPG City / 35 MPG Hwy
1736	1	22 MPG City / 29 MPG Hwy
1737	1	23 MPG City / 33 MPG Hwy
1738	1	22 MPG City / 31 MPG Hwy
1739	1	17 MPG City / 24 MPG Hwy
1740	1	41 MPG City / 36 MPG Hwy
1741	1	18 MPG City / 25 MPG Hwy
1742	1	17 MPG City / 26 MPG Hwy
1743	1	18 MPG City / 25 MPG Hwy
1744	1	19 MPG City / 29 MPG Hwy
1745	1	18 MPG City / 26 MPG Hwy
1746	1	18 MPG City / 26 MPG Hwy
1747	1	18 MPG City / 26 MPG Hwy
1748	1	16 MPG City / 21 MPG Hwy
1749	1	15 MPG City / 19 MPG Hwy
1750	1	22 MPG City / 27 MPG Hwy
1751	1	15 MPG City / 19 MPG Hwy
1752	1	15 MPG City / 21 MPG Hwy
1753	1	15 MPG City / 21 MPG Hwy
1754	1	15 MPG City / 21 MPG Hwy
1755	1	22 MPG City / 27 MPG Hwy
1756	1	15 MPG City / 23 MPG Hwy
1757	1	14 MPG City / 22 MPG Hwy
1758	1	17 MPG City / 25 MPG Hwy
1759	1	18 MPG City / 27 MPG Hwy
1760	1	18 MPG City / 28 MPG Hwy
1761	1	18 MPG City / 27 MPG Hwy
1762	1	17 MPG City / 25 MPG Hwy
1763	1	18 MPG City / 27 MPG Hwy
1764	1	21 MPG City / 26 MPG Hwy
1765	1	21 MPG City / 26 MPG Hwy
1766	1	21 MPG City / 26 MPG Hwy
1767	1	21 MPG City / 26 MPG Hwy
1768	1	22 MPG City / 25 MPG Hwy
1769	1	22 MPG City / 25 MPG Hwy
1770	1	22 MPG City / 25 MPG Hwy
1771	1	22 MPG City / 25 MPG Hwy
1772	1	22 MPG City / 25 MPG Hwy
1773	1	16 MPG City / 23 MPG Hwy
1774	1	17 MPG City / 24 MPG Hwy
1775	1	17 MPG City / 24 MPG Hwy
1776	1	16 MPG City / 23 MPG Hwy
1777	1	17 MPG City / 24 MPG Hwy
1778	1	16 MPG City / 23 MPG Hwy
1779	1	16 MPG City / 23 MPG Hwy
1780	1	16 MPG City / 23 MPG Hwy
1781	1	17 MPG City / 24 MPG Hwy
1782	1	16 MPG City / 23 MPG Hwy
1783	1	18 MPG City / 25 MPG Hwy
1784	1	18 MPG City / 25 MPG Hwy
1785	1	18 MPG City / 24 MPG Hwy
1786	1	18 MPG City / 24 MPG Hwy
1787	1	17 MPG City / 23 MPG Hwy
1788	1	16 MPG City / 21 MPG Hwy
1789	1	18 MPG City / 24 MPG Hwy
1790	1	18 MPG City / 25 MPG Hwy
1791	1	16 MPG City / 21 MPG Hwy
1792	1	18 MPG City / 24 MPG Hwy
1793	1	18 MPG City / 24 MPG Hwy
1794	1	18 MPG City / 25 MPG Hwy
1795	1	18 MPG City / 25 MPG Hwy
1796	1	13 MPG City / 17 MPG Hwy
1797	1	13 MPG City / 17 MPG Hwy
1798	1	13 MPG City / 17 MPG Hwy
1799	1	13 MPG City / 17 MPG Hwy
1800	1	13 MPG City / 18 MPG Hwy
1801	1	15 MPG City / 20 MPG Hwy
1802	1	13 MPG City / 17 MPG Hwy
1803	1	13 MPG City / 17 MPG Hwy
1804	1	13 MPG City / 17 MPG Hwy
1805	1	13 MPG City / 17 MPG Hwy
1806	1	11 MPG City / 16 MPG Hwy
1807	1	11 MPG City / 16 MPG Hwy
1808	1	11 MPG City / 16 MPG Hwy
1809	1	13 MPG City / 18 MPG Hwy
1810	1	14 MPG City / 19 MPG Hwy
1811	1	13 MPG City / 18 MPG Hwy
1812	1	14 MPG City / 19 MPG Hwy
1813	1	13 MPG City / 18 MPG Hwy
1814	1	13 MPG City / 18 MPG Hwy
1815	1	15 MPG City / 21 MPG Hwy
1816	1	15 MPG City / 21 MPG Hwy
1817	1	15 MPG City / 21 MPG Hwy
1818	1	15 MPG City / 21 MPG Hwy
1819	1	15 MPG City / 21 MPG Hwy
1820	1	14 MPG City / 19 MPG Hwy
1821	1	15 MPG City / 21 MPG Hwy
1822	1	15 MPG City / 20 MPG Hwy
1823	1	15 MPG City / 20 MPG Hwy
1824	1	13 MPG City / 18 MPG Hwy
1825	1	15 MPG City / 21 MPG Hwy
1826	1	13 MPG City / 19 MPG Hwy
1827	1	14 MPG City / 19 MPG Hwy
1828	1	13 MPG City / 18 MPG Hwy
1829	1	14 MPG City / 19 MPG Hwy
1830	1	15 MPG City / 21 MPG Hwy
1831	1	14 MPG City / 19 MPG Hwy
1832	1	15 MPG City / 21 MPG Hwy
1833	1	13 MPG City / 18 MPG Hwy
1834	1	15 MPG City / 21 MPG Hwy
1835	1	15 MPG City / 21 MPG Hwy
1836	1	15 MPG City / 21 MPG Hwy
1837	1	14 MPG City / 18 MPG Hwy
1838	1	20 MPG City / 23 MPG Hwy
1839	1	20 MPG City / 23 MPG Hwy
1840	1	20 MPG City / 23 MPG Hwy
1841	1	21 MPG City / 22 MPG Hwy
1842	1	21 MPG City / 22 MPG Hwy
1843	1	21 MPG City / 22 MPG Hwy
1844	1	21 MPG City / 22 MPG Hwy
1845	0	<NULL>
1846	0	<NULL>
1847	0	<NULL>
1848	0	<NULL>
1849	0	<NULL>
1850	0	<NULL>
1851	0	<NULL>
1852	0	<NULL>
1853	0	<NULL>
1854	0	<NULL>
1855	0	<NULL>
1856	0	<NULL>
1857	0	<NULL>
1858	0	<NULL>
1859	0	<NULL>
1860	0	<NULL>
1861	0	<NULL>
1862	0	<NULL>
1863	0	<NULL>
1864	0	<NULL>
1865	0	<NULL>
1866	0	<NULL>
1867	0	<NULL>
1868	0	<NULL>
1869	0	<NULL>
1870	0	<NULL>
1871	0	<NULL>
1872	0	<NULL>
1873	0	<NULL>
1874	0	<NULL>
1875	0	<NULL>
1876	0	<NULL>
1877	0	<NULL>
1878	0	<NULL>
1879	0	<NULL>
1880	0	<NULL>
1881	0	<NULL>
1882	0	<NULL>
1883	0	<NULL>
1884	0	<NULL>
1885	0	<NULL>
1886	0	<NULL>
1887	0	<NULL>
1888	0	<NULL>
1889	0	<NULL>
1890	0	<NULL>
1891	1	20 MPG City / 29 MPG Hwy
1892	1	22 MPG City / 32 MPG Hwy
1893	1	20 MPG City / 29 MPG Hwy
1894	1	22 MPG City / 32 MPG Hwy
1895	1	20 MPG City / 29 MPG Hwy
1896	1	22 MPG City / 32 MPG Hwy
1897	1	22 MPG City / 32 MPG Hwy
1898	1	20 MPG City / 29 MPG Hwy
1899	1	20 MPG City / 29 MPG Hwy
1900	1	22 MPG City / 32 MPG Hwy
1901	1	15 MPG City / 21 MPG Hwy
1902	1	15 MPG City / 21 MPG Hwy
1903	1	15 MPG City / 21 MPG Hwy
1904	1	13 MPG City / 20 MPG Hwy
1905	1	15 MPG City / 21 MPG Hwy
1906	1	20 MPG City / 23 MPG Hwy
1907	1	21 MPG City / 22 MPG Hwy
1908	1	21 MPG City / 22 MPG Hwy
1909	1	13 MPG City / 18 MPG Hwy
1910	1	15 MPG City / 21 MPG Hwy
1911	1	15 MPG City / 21 MPG Hwy
1912	1	13 MPG City / 20 MPG Hwy
1913	1	15 MPG City / 21 MPG Hwy
1914	1	15 MPG City / 21 MPG Hwy
1915	1	10 MPG City / 15 MPG Hwy
1916	1	10 MPG City / 15 MPG Hwy
1917	1	22 MPG City / 33 MPG Hwy
