auto	autoweb	engine
1123	1	3.7L DOHC 24V V6
1124	1	3.7L DOHC 24V V6
1125	1	3.7L DOHC 24V V6
1126	1	3.7L DOHC 24V V6
1127	1	3.7L DOHC 24V V6
1128	1	3.7L DOHC 24V V6
1129	1	5.6L DOHC 32-Valve V8
1130	1	5.6L DOHC 32-Valve V8
1131	1	5.6L DOHC 32-Valve V8
1132	1	5.6L DOHC 32-Valve V8
1133	1	5.6L DOHC 32-Valve V8
1134	1	4.7L V8 DOHC SMPI
1135	1	4.7L V8 DOHC
1136	1	6.75L DOHC V12 48V Direct Injection
1137	1	2.5L I-5 DOHC MPI
1138	1	2.5L 5 Cylinder In-Line Turbocharged
1139	1	2.5L 5 Cylinder In-Line Turbocharged
1140	1	2.5L 5 Cylinder DOHC Turbocharged
1141	1	2.5L 5 Cylinder DOHC Turbocharged
1142	1	2.5L 5 Cylinder Turbocharged
1143	1	3.2L Inline I6 24 Valve
1144	1	2.4L 5 Cylinder DOHC MPI
1145	1	3.2L I6
1146	1	3.2L 24-Valve I-6
1147	1	3.2L 24-Valve I-6
1148	1	3.2L 24-Valve I-6
1149	1	3.0L 24-Valve TurboCharged V6
1150	1	3.0L 24-Valve TurboCharged V6
1151	1	3.2L 24-Valve I-6
1152	1	3.2L 24-Valve I-6
1153	1	3.2L I6
1154	1	3.2L I6
1155	1	3.0L T6
1156	1	3.2L I6
1157	1	3.2L I6
1158	1	4.4L V8
1159	1	3.2L I6 DOHC
1160	1	4.4L V8 DOHC
1161	1	Vortec 5.3L V8 SFI FlexFuel
1162	1	Vortec 5.3L V8 SFI FlexFuel
1163	1	Vortec 5.3L V8 SFI FlexFuel
1164	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1165	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1166	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1167	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1168	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1169	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1170	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1171	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1172	1	ECOTEC 1.6L DOHC 16V 4 Cyl MFI
1173	1	6.2L V8 SFI
1174	1	3.6L VVT V6 SIDI
1175	1	3.6L VVT V6 SIDI
1176	1	6.2L V8 SFI
1177	1	ECOTEC 2.2L DOHC 4-Cylinder MFI
1178	1	ECOTEC 2.2L DOHC 4-Cylinder MFI w/XFE
1179	1	ECOTEC 2.2L DOHC 4-Cylinder MFI w/XFE
1180	1	3.7L DOHC 5-Cylinder SFI
1181	1	3.7L DOHC 5-Cylinder SFI
1182	1	2.9L DOHC 4-Cylinder SFI
1183	1	2.9L DOHC 4-Cylinder SFI
1184	1	3.7L DOHC 5-Cylinder SFI
1185	1	3.7L DOHC 5-Cylinder SFI
1186	1	3.7L DOHC 5-Cylinder SFI
1187	1	5.3L V8 SFI
1188	1	2.9L DOHC 4-Cylinder SFI
1189	1	2.9L DOHC 4-Cylinder SFI
1190	1	2.9L DOHC 4-Cylinder SFI
1191	1	6.2L V8 SFI
1192	1	6.2L V8 SFI
1193	1	7.0L V8 SFI
1194	1	6.2L V8 SFI Supercharged
1195	1	6.2L V8 SFI
1196	1	6.2L V8 SFI
1197	1	ECOTEC 1.4L DOHC VVT Turbocharged
1198	1	ECOTEC 1.4L DOHC VVT Turbocharged
1199	1	2.4L DOHC 4-Cylinder SIDI
1200	1	2.4L DOHC 4-Cylinder SIDI
1201	1	2.4L DOHC 4-Cylinder SIDI
1202	1	2.4L DOHC 4-cylinder SIDI
1203	1	2.4L DOHC 4-cylinder SIDI
1204	1	Vortec 5.3L V8 SFI FlexFuel
1205	1	Vortec 5.3L V8 SFI FlexFuel
1206	1	Vortec 5.3L V8 SFI FlexFuel
1207	1	Vortec 4.3L V6 MFI
1208	1	Duramax 6.6L V8 Turbo Diesel
1209	1	Vortec 4.8L V8 SFI FlexFuel
1210	1	Vortec 4.8L V8 SFI FlexFuel
1211	1	Vortec 6.0L V8 SFI FlexFuel
1212	1	Vortec 6.0L V8 SFI FlexFuel
1213	1	Vortec 4.8L V8 SFI FlexFuel
1214	1	Duramax 6.6L V8 Turbo Diesel
1215	1	Vortec 6.0L V8 SFI FlexFuel
1216	1	Vortec 4.8L V8 SFI FlexFuel
1217	1	Duramax 6.6L V8 Turbo Diesel
1218	1	Duramax 6.6L V8 Turbo Diesel
1219	1	Vortec 6.0L V8 SFI FlexFuel
1220	1	Vortec 4.8L V8 SFI FlexFuel
1221	1	ECOTEC 2.2L DOHC 4-Cylinder SFI
1222	1	ECOTEC 2.2L DOHC 4-Cylinder SFI
1223	1	ECOTEC 2.0L DOHC 4-Cyl DI Turbo
1224	1	ECOTEC 2.2L DOHC 4-Cylinder SFI
1225	1	ECOTEC 2.2L DOHC 4-Cylinder SFI
1226	1	3.5L V6 SFI FlexFuel
1227	1	3.9L V6 SFI FlexFuel
1228	1	3.5L V6 SFI FlexFuel
1229	1	3.9L V6 SFI FlexFuel
1230	1	ECOTEC 2.4L DOHC 16V 4-Cyl VVT MFI
1231	1	ECOTEC 2.4L DOHC 16V 4-Cyl VVT MFI
1232	1	ECOTEC 2.4L DOHC 16V 4-Cyl VVT MFI
1233	1	Vortec 4.8L VVT V8 SFI FlexFuel
1234	1	Vortec 4.8L VVT V8 SFI FlexFuel
1235	1	Vortec 4.8L VVT V8 SFI FlexFuel
1236	1	Vortec 5.3L VVT V8 SFI FlexFuel
1237	1	Vortec 4.8L VVT V8 SFI FlexFuel
1238	1	Vortec 4.8L VVT V8 SFI FlexFuel
1239	1	Vortec 5.3L VVT V8 SFI FlexFuel
1240	1	Vortec 5.3L VVT V8 SFI FlexFuel
1241	1	Vortec 5.3L VVT SFI V8 FlexFuel
1242	1	Vortec 5.3L VVT V8 SFI FlexFuel
1243	1	Vortec 4.3L V6 MFI
1244	1	Vortec 4.8L VVT V8 SFI FlexFuel
1245	1	Vortec 5.3L VVT V8 SFI FlexFuel
1246	1	Vortec 4.3L V6 MFI
1247	1	Vortec 5.3L VVT SFI V8 FlexFuel
1248	1	Vortec 4.8L VVT V8 SFI FlexFuel
1249	1	Vortec 4.8L VVT V8 SFI FlexFuel
1250	1	Vortec 4.8L VVT V8 SFI FlexFuel
1251	1	Vortec 4.8L VVT V8 SFI FlexFuel
1252	1	Vortec 5.3L VVT V8 SFI FlexFuel
1253	1	Vortec 4.8L VVT V8 SFI FlexFuel
1254	1	Vortec 5.3L VVT V8 SFI FlexFuel
1255	1	Vortec 5.3L VVT SFI V8 FlexFuel
1256	1	Vortec 4.3L V6 MFI
1257	1	Vortec 4.3L V6 MFI
1258	1	Vortec 5.3L VVT SFI V8 FlexFuel
1259	1	Vortec 6.0L VVT V8 SFI LIVC
1260	1	Vortec 6.0L VVT V8 SFI LIVC
1261	1	Vortec 6.0L Variable Valve Timing V8 SFI
1262	1	Vortec 6.0L Variable Valve Timing V8 SFI
1263	1	Vortec 6.0L Variable Valve Timing V8 SFI
1264	1	Vortec 6.0L VVT V8 SFI
1265	1	Vortec 6.0L VVT V8 SFI
1266	1	Vortec 6.0L VVT V8 SFI
1267	1	Vortec 6.0L VVT V8 SFI
1268	1	Vortec 6.0L VVT V8 SFI
1269	1	Vortec 6.0L VVT V8 SFI
1270	1	Vortec 6.0L VVT V8 SFI
1271	1	Vortec 6.0L VVT V8 SFI
1272	1	Vortec 6.0L VVT V8 SFI
1273	1	Vortec 6.0L VVT V8 SFI
1274	1	Vortec 6.0L VVT V8 SFI
1275	1	Vortec 6.0L VVT V8 SFI
1276	1	Vortec 6.0L VVT V8 SFI
1277	1	Vortec 6.0L VVT V8 SFI
1278	1	Vortec 6.0L VVT V8 SFI
1279	1	Vortec 6.0L VVT V8 SFI
1280	1	Vortec 6.0L VVT V8 SFI
1281	1	Vortec 6.0L V8 SFI
1282	1	Vortec 6.0L V8 SFI
1283	1	Vortec 6.0L V8 SFI
1284	1	Vortec 6.0L V8 SFI
1285	1	Vortec 6.0L V8 SFI
1286	1	Vortec 6.0L V8 SFI
1287	1	Vortec 6.0L V8 SFI
1288	1	Vortec 6.0L V8 SFI
1289	1	Vortec 6.0L V8 SFI
1290	1	Vortec 6.0L V8 SFI
1291	1	Vortec 6.0L V8 SFI
1292	1	Vortec 6.0L V8 SFI
1293	1	Vortec 6.0L V8 SFI
1294	1	Vortec 6.0L V8 SFI
1295	1	Vortec 6.0L V8 SFI
1296	1	Vortec 6.0L Variable Valve Timing V8 SFI
1297	1	Vortec 6.0L Variable Valve Timing V8 SFI
1298	1	Vortec 6.0L Variable Valve Timing V8 SFI
1299	1	Vortec 6.0L Variable Valve Timing V8 SFI
1300	1	Vortec 6.0L Variable Valve Timing V8 SFI
1301	1	Vortec 6.0L Variable Valve Timing V8 SFI
1302	1	Vortec 6.0L Variable Valve Timing V8 SFI
1303	1	Vortec 6.0L Variable Valve Timing V8 SFI
1304	1	Vortec 6.0L Variable Valve Timing V8 SFI
1305	1	Vortec 6.0L Variable Valve Timing V8 SFI
1306	1	Vortec 6.0L Variable Valve Timing V8 SFI
1307	1	Vortec 6.0L Variable Valve Timing V8 SFI
1308	1	Vortec 6.0L Variable Valve Timing V8 SFI
1309	1	Vortec 6.0L Variable Valve Timing V8 SFI
1310	1	Vortec 6.0L Variable Valve Timing V8 SFI
1311	1	Vortec 6.0L Variable Valve Timing V8 SFI
1312	1	Vortec 6.0L Variable Valve Timing V8 SFI
1313	1	Vortec 6.0L Variable Valve Timing V8 SFI
1314	1	Vortec 6.0L Variable Valve Timing V8 SFI
1315	1	Vortec 6.0L V8 SFI
1316	1	Vortec 6.0L V8 SFI
1317	1	Vortec 6.0L Variable Valve Timing V8 SFI
1318	1	Vortec 6.0L V8 SFI
1319	1	Vortec 6.0L V8 SFI
1320	1	Vortec 6.0L V8 SFI
1321	1	Vortec 6.0L V8 SFI
1322	1	Vortec 6.0L V8 SFI
1323	1	Vortec 6.0L V8 SFI
1324	1	Vortec 6.0L V8 SFI
1325	1	Vortec 6.0L V8 SFI
1326	1	Vortec 6.0L V8 SFI
1327	1	Vortec 6.0L Variable Valve Timing V8 SFI
1328	1	Vortec 6.0L V8 SFI
1329	1	Vortec 6.0L V8 SFI
1330	1	Vortec 5.3L V8 SFI FlexFuel
1331	1	Vortec 5.3L V8 SFI FlexFuel
1332	1	Vortec 5.3L V8 SFI FlexFuel
1333	1	Vortec 5.3L V8 SFI FlexFuel
1334	1	Vortec 5.3L V8 SFI FlexFuel
1335	1	Vortec 5.3L V8 SFI FlexFuel
1336	1	Vortec 6.0L VVT V8 SFI
1337	1	Vortec 6.0L VVT V8 SFI
1338	1	Vortec 6.0L VVT V8 SFI
1339	1	Vortec 6.0L VVT V8 SFI
1340	1	Vortec 6.0L VVT V8 SFI
1341	1	Vortec 5.3L SFI V8 Iron Block Flex-Fuel
1342	1	Vortec 5.3L SFI V8 Iron Block Flex-Fuel
1343	1	Vortec 5.3L SFI V8 Iron Block Flex-Fuel
1344	1	Vortec 6.0L V8 SFI Flex-Fuel LIVC
1345	1	3.6L SIDI V6
1346	1	3.6L SIDI V6
1347	1	3.6L SIDI V6
1348	1	3.6L SIDI V6
1349	1	3.6L SIDI V6
1350	1	3.6L SIDI V6
1351	1	3.6L SIDI V6
1352	1	3.6L SIDI V6
1353	1	3.6L SIDI V6
1354	1	3.6L SIDI V6
1355	1	5.0L AJ-V8 Naturally Aspirated
1356	1	5.0L AJ-V8 Supercharged
1357	1	4.2L V8 Naturally Aspirated
1358	1	5.0L V8 Supercharged
1359	1	5.0L V8
1360	1	5.0L V8 Supercharged
1361	1	5.0L V8 Supercharged
1362	1	5.0L V8 Supercharged
1363	1	5.0L V8 Supercharged
1364	1	5.0L Supercharged AJ-V8 DOHC 32V
1365	1	5.0L AJ-V8 DOHC 32V
1366	1	5.0L Supercharged AJ-V8 DOHC 32V
1367	1	5.0L Supercharged AJ-V8 DOHC 32V
1368	1	6.0L Twin-Turbocharged V12
1369	1	5.5L Twin-Turbocharged V12
1370	1	5.5L Twin-Turbocharged V12
1371	1	6.0L Twin-Turbocharged V12
1372	1	5.5L Twin-Turbocharged V12
1373	1	6.0L Twin-Turbocharged V12
1374	1	6.0L Twin-Turbocharged V12
1375	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1376	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1377	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1378	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1379	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1380	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1381	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1382	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1383	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1384	1	2.0L DOHC MPFI 4-Cylinder Turbocharged
1385	1	2.8L DOHC V6 SFI Turbo HD
1386	1	3.6L V6 VVT Flex Fuel
1387	1	2.4L I4 DOHC 16V Dual VVT
1388	1	2.4L I4 DOHC 16V Dual VVT
1389	1	3.5L V6 High Output 24V MPI
1390	1	3.5L V6 High Output 24V MPI
1391	1	2.7L V6 DOHC 24V MPI
1392	1	3.5L V6 High Output 24V MPI
1393	1	5.7L V8 HEMI MDS VVT
1394	1	5.7L V8 HEMI MDS VVT
1395	1	6.1L V8 SRT HEMI
1396	1	3.5L V6 High Output 24V MPI
1397	1	2.4L I4 DOHC 16V Dual VVT
1398	1	2.4L I4 DOHC 16V Dual VVT
1399	1	3.6L V6 VVT Flex Fuel
1400	1	3.6L V6 VVT Flex Fuel
1401	1	4.0L V6 SOHC
1402	1	3.8L V6 OHV
1403	1	3.8L V6 OHV
1404	1	1.0L 3-Cylinder
1405	1	1.0L 3-Cylinder
1406	1	1.0L 3-Cylinder
1407	1	1.0L 3-Cylinder
1408	1	5.7L V8 HEMI MDS VVT
1409	1	3.7L V6
1410	1	3.7L V6
1411	1	2.4L I4 DOHC 16V Dual VVT
1412	1	2.4L I4 DOHC 16V Dual VVT
1413	1	2.4L I4 DOHC 16V Dual VVT
1414	1	2.0L I4 DOHC 16V Dual VVT
1415	1	2.0L 4 Cylinder DOHC 16V Dual VVT
1416	1	2.4L 4 Cylinder DOHC 16V Dual VVT
1417	1	3.6L V6 VVT Flex Fuel
1418	1	3.6L V6 VVT Flex Fuel
1419	1	3.6L V6 VVT Flex Fuel
1420	1	3.7L V6
1421	1	3.7L V6
1422	1	3.7L V6
1423	1	6.1L V8 SRT HEMI
1424	1	3.7L V6
1425	1	3.7L V6
1426	1	3.7L V6
1427	1	3.7L V6
1428	1	2.4L I4 DOHC 16V Dual VVT
1429	1	2.4L I4 DOHC 16V Dual VVT
1430	1	2.4L I4 DOHC 16V Dual VVT
1431	1	2.4L I4 DOHC 16V Dual VVT
1432	1	3.8L V6 SMPI
1433	1	3.8L V6 SMPI
1434	1	3.8L V6 SMPI
1435	1	3.8L V6 SMPI
1436	1	3.8L V6 SMPI
1437	1	3.8L V6 SMPI
1438	1	3.8L V6 SMPI
1439	1	3.8L V6 SMPI
1440	1	2.5L 16V I4 VVT DOHC
1441	1	2.5L 16V I4 VVT DOHC
1442	1	2.3L 16V I4 MZR DISI Turbo
1443	1	2.3L 16V I4 MZR DISI Turbo
1444	1	2.5L 16V I4 VVT DOHC
1445	1	2.3L 16V I4 MZR DISI Turbo
1446	1	2.3L 16V I4 MZR DISI Turbo
1447	1	3.7L 24V DOHC V6
1448	1	3.7L 24V DOHC V6
1449	1	3.7L 24V DOHC V6
1450	1	3.7L 24V DOHC V6
1451	1	3.7L 24V DOHC V6
1452	1	3.7L 24V DOHC V6
1453	1	3.7L 24V DOHC V6
1454	1	3.7L 24V DOHC V6
1455	1	3.7L 24V DOHC V6
1456	1	1.5L I-4 16-Valve DOHC
1457	1	1.5L I-4 16-Valve DOHC
1458	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1459	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1460	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1461	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1462	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1463	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1464	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1465	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1466	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1467	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1468	1	2.0L DOHC 16-Valve 4-Cylinder w/VVT
1469	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1470	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1471	1	2.5L DOHC 16-Valve 4-Cylinder w/VVT
1472	1	2.5L DOHC 16-Valve I4 w/VVT
1473	1	2.5L DOHC 16-Valve I4 w/VVT
1474	1	2.5L DOHC 16-Valve I4 w/VVT
1475	1	2.5L DOHC 16-Valve I4 w/VVT
1476	1	2.3L DOHC 16-Valve I4
1477	1	2.3L DOHC 16-Valve I4
1478	1	2.3L DOHC 16-Valve I4
1479	1	2.5L DOHC 16-Valve 4-Cylinder
1480	1	2.5L DOHC 16-Valve 4-Cylinder
1481	1	2.5L DOHC 16-Valve 4-Cylinder
1482	1	2.5L DOHC 16-Valve 4-Cylinder
1483	1	2.5L DOHC 16-Valve 4-Cylinder
1484	1	3.7L DOHC 24-Valve 6-Cylinder
1485	1	2.0L DOHC 16V I4 VVT
1486	1	2.0L DOHC 16V I4 VVT
1487	1	2.0L DOHC 16V I4 VVT
1488	1	2.0L DOHC 16V I4 VVT
1489	1	2.0L DOHC 16V I4 VVT
1490	1	2.0L DOHC 16V I4 VVT
1491	1	2.0L DOHC 16V I4 VVT
1492	1	2.0L DOHC 16V I4 VVT
1493	1	2.0L DOHC 16V I4 VVT
1494	1	2.0L DOHC 16V I4 VVT
1495	1	1.3L Rotary 232 HP @ 8500 RPM
1496	1	1.3L Rotary 232 HP @ 8500 RPM
1497	1	1.3L Rotary 212 HP @ 7500 RPM
1498	1	1.3L Rotary 212 HP @ 7500 RPM
1499	1	2.5L iVCT 4-Cylinder
1500	1	2.5L iVCT 4-Cylinder
1501	1	2.5L iVCT 4-Cylinder
1502	1	2.5L iVCT 4-Cylinder
1503	1	2.5L iVCT 4-Cylinder
1504	1	2.5L iVCT 4-Cylinder
1505	1	3.0L iVCT 6-Cylinder
1506	1	3.0L iVCT 6-Cylinder
1507	1	2.5L iVCT 4-Cylinder
1508	1	2.5L iVCT 4-Cylinder
1509	1	2.5L I-4 Atkinson-Cycle I-4 HEV
1510	1	2.5L I-4 Atkinson-Cycle I-4 HEV
1511	1	2.4L I-4 DOHC SMPI
1512	1	2.4L 4 Cyl. DOHC 16V SFI w/VVT-i
1513	1	2.4L 4 Cyl. DOHC 16V SFI w/VVT-i
1514	1	1.8L I-4 DOHC SMPI
1515	1	1.8L I-4 DOHC SMPI
1516	1	1.8L I-4 DOHC SMPI
1517	1	1.8L I-4 DOHC SMPI
1518	1	6.0L V12 DOHC
1519	1	6.0L V12 DOHC
1520	1	6.0L V12 DOHC
1521	1	6.0L V12 DOHC
1522	1	4.7L Quad Overhead Cam 32V V8
1523	1	4.7L Quad Overhead Cam 32V V8
1524	1	4.7L Quad Overhead Cam 32V V8
1525	1	6.0L DOHC MPFI 48-Valve V12
1526	1	5.8L V12 DOHC SMPI
1527	1	5.2L 4V DOHC V10
1528	1	5.2L 4V DOHC V10
1529	1	5.2L 4V DOHC V10
1530	1	5.2L 4V DOHC V10
1531	1	5.2L 4V DOHC V10
1532	1	5.2L 4V DOHC V10
1533	1	6.5L V12 DOHC SMPI
1534	1	2.5L iVCT I4
1535	1	2.5L iVCT I4
1536	1	2.5L iVCT I4
1537	1	2.5L iVCT I4
1538	1	2.5L iVCT 4V I4 Atkinson Cycle
1539	1	2.5L iVCT 4V I4 Atkinson Cycle
1540	1	2.5L I4
1541	1	3.0L Duratec V6
1542	1	2.5L Atkinson I4 Hybrid
1543	1	4.0L 2V SOHC V6
1544	1	2.5L 4 Cyl DOHC 16V w/VVT
1545	1	2.5L 4-Cyl DOHC 16V Intercooled Turbo
1546	1	2.5-L SOHC 16V Horizontally Opposed 4 Cyl.
1547	1	2.5-L SOHC 16V Horizontally Opposed 4 Cyl.
1548	1	2.5-L SOHC 16V Horizontally Opposed 4 Cyl.
1549	1	2.5L SOHC
1550	1	2.5L SOHC
1551	1	2.5L SOHC
1552	1	2.5L SOHC
1553	1	2.5L SOHC
1554	1	2.5L DOHC Intercooled Turbo
1555	1	2.5L DOHC Intercooled Turbo
1556	1	2.5L DOHC Intercooled Turbo
1557	1	2.5L SOHC
1558	1	2.5L SOHC
1559	1	2.5L SOHC
1560	1	2.5L SOHC
1561	1	2.5L DOHC Intercooled Turbo
1562	1	2.5L DOHC Intercooled Turbo
1563	1	2.5L SOHC
1564	1	2.5L DOHC Intercooled High Boost Turbo
1565	1	2.5L DOHC Intercooled High Boost Turbo
1566	1	2.5L 4-Cylinder Turbocharged
1567	1	2.5L 4-Cylinder
1568	1	3.6L 6-Cylinder
1569	1	2.5L 4-Cylinder Turbocharged
1570	1	2.5L 4-Cylinder
1571	1	2.5L 4-Cylinder
1572	1	2.5L 4-Cylinder
1573	1	3.6L 6-Cylinder
1574	1	3.6L 6-Cylinder
1575	1	2.5L 4-Cylinder
1576	1	2.5L 4-Cylinder
1577	1	2.5L 4-Cylinder
1578	1	2.5L 4-Cylinder
1579	1	2.5L 4-Cylinder
1580	1	2.5L 4-Cylinder
1581	1	2.5L 4-Cylinder
1582	1	3.6L 6-Cylinder
1583	1	3.6L H6 DOHC
1584	1	3.6L H6 DOHC
1585	1	3.6L H6 DOHC
1586	1	3.7L 24V SOHC VTEC V6
1587	1	3.7L 24V SOHC VTEC V6
1588	1	3.7L 24V SOHC VTEC V6
1589	1	Turbocharged 2.3L 16-Valve DOHC i-VTEC I-4
1590	1	Turbocharged 2.3L 16-Valve DOHC i-VTEC I-4
1591	1	Turbocharged 2.3L 16-Valve DOHC i-VTEC I-4
1592	1	3.7L SOHC VTEC V6
1593	1	3.7L SOHC VTEC V6
1594	1	3.7L SOHC 24-Valve VTEC V6
1595	1	3.5L SOHC 24-Valve VTEC V6
1596	1	3.7L SOHC 24-Valve VTEC V6
1597	1	3.7L SOHC 24-Valve VTEC V6
1598	1	3.7L SOHC 24-Valve VTEC V6
1599	1	3.7L SOHC 24-Valve VTEC V6
1600	1	2.4L L4 16-Valve DOHC i-VTEC
1601	1	2.4L L4 16-Valve DOHC i-VTEC
1602	1	3.5L V6 24-Valve SOHC VTEC
1603	1	2.4L L4 16-Valve DOHC i-VTEC
1604	1	2.4L L4 16-Valve DOHC i-VTEC
1605	1	3.5L V6
1606	1	3.5L V6
1607	1	3.7L SOHC VTEC V-6
1608	1	2.4L I4 DOHC 16V Dual VVT
1609	1	2.4L I4 DOHC 16V Dual VVT
1610	1	2.0L I4 DOHC 16V Dual VVT
1611	1	2.0L I4 DOHC 16V Dual VVT
1612	1	2.4L I4 DOHC 16V Dual VVT
1613	1	2.4L I4 DOHC 16V Dual VVT
1614	1	2.0L I4 DOHC 16V Dual VVT
1615	1	6.4L V8 SRT HEMI
1616	1	5.7L V8 HEMI MDS VVT
1617	1	6.1L V8 SRT HEMI
1618	1	5.7L V8 HEMI MDS VVT
1619	1	5.7L V8 HEMI MDS VVT
1620	1	3.5L V6 High Output 24V MPI
1621	1	3.5L V6 High Output 24V MPI
1622	1	5.7L V8 HEMI MDS VVT
1623	1	5.7L V8 HEMI MDS VVT
1624	1	5.7L V8 HEMI MDS VVT
1625	1	3.5L V6 High Output 24V MPI
1626	1	3.5L V6 High Output 24V MPI
1627	1	3.5L V6 High Output 24V MPI
1628	1	3.7L V6
1629	1	3.7L V6
1630	1	3.7L V6
1631	1	3.7L V6
1632	1	3.7L V6
1633	1	3.7L V6
1634	1	4.7L V8 FFV
1635	1	3.7L V6
1636	1	3.7L V6
1637	1	3.7L V6
1638	1	3.7L V6
1639	1	3.7L V6
1640	1	4.7L V8
1641	1	3.6L V6 VVT Flex Fuel
1642	1	3.6L V6 VVT Flex Fuel
1643	1	3.8L V6 OHV
1644	1	3.3L V6 OHV
1645	1	3.8L V6 OHV
1646	1	3.6L V6 VVT
1647	1	3.6L V6 VVT
1648	1	3.6L V6 VVT
1649	1	3.6L V6 VVT
1650	1	3.6L V6 VVT
1651	1	3.6L V6 VVT
1652	1	3.5L High Output V6 24V MPI
1653	1	3.5L High Output V6 24V MPI
1654	1	3.5L High Output V6 24V MPI
1655	1	4.0L V6 SOHC
1656	1	3.7L V6
1657	1	4.0L V6 SOHC
1658	1	4.0L V6 SOHC
1659	1	4.0L V6 SOHC
1660	1	3.7L V6
1661	1	3.7L V6
1662	1	4.0L V6 SOHC
1663	1	4.0L V6 SOHC
1664	1	3.7L V6
1665	1	5.7L V8 HEMI MDS VVT
1666	1	5.7L V8 HEMI MDS VVT
1667	1	4.7L V8 FFV
1668	1	4.7L V8 FFV
1669	1	4.7L V8 FFV
1670	1	4.7L V8 FFV
1671	1	5.7L V8 HEMI MDS VVT
1672	1	5.7L V8 HEMI MDS VVT
1673	1	3.7L V6
1674	1	5.7L V8 HEMI MDS VVT
1675	1	4.7L V8
1676	1	4.7L V8
1677	1	4.7L V8 Flexible Fuel
1678	1	4.7L V8 Flexible Fuel
1679	1	3.7L V6
1680	1	3.7L V6
1681	1	4.7L V8 Flexible Fuel
1682	1	5.7L V8 HEMI VVT
1683	1	5.7L V8 HEMI VVT
1684	1	5.7L V8 HEMI VVT
1685	1	5.7L V8 HEMI VVT
1686	1	5.7L V8 HEMI VVT
1687	1	5.7L V8 HEMI VVT
1688	1	5.7L V8 HEMI VVT
1689	1	5.7L V8 HEMI VCT
1690	1	5.7L V8 HEMI VCT
1691	1	5.7L V8 HEMI VVT
1692	1	5.7L V8 HEMI VCT
1693	1	5.7L V8 HEMI VCT
1694	1	5.7L V8 HEMI VVT
1695	1	6.7L I6 Cummins Turbo Diesel
1696	1	6.7L I6 Cummins Turbo Diesel
1697	1	6.7L I6 Cummins Turbo Diesel
1698	1	6.7L I6 Cummins Turbo Diesel
1699	1	6.7L I6 Cummins Turbo Diesel
1700	1	6.7L I6 Cummins Turbo Diesel
1701	1	6.7L I6 Cummins Turbo Diesel
1702	1	6.7L I6 Cummins Turbo Diesel
1703	1	6.7L I6 Cummins Turbo Diesel
1704	1	6.7L I6 Cummins Turbo Diesel
1705	1	6.7L I6 Cummins Turbo Diesel
1706	1	6.7L I6 Cummins Turbo Diesel
1707	1	6.7L I6 Cummins Turbo Diesel
1708	1	6.7L I6 Cummins Turbo Diesel
1709	1	6.7L I6 Cummins Turbo Diesel
1710	1	6.7L I6 Cummins Turbo Diesel
1711	1	6.7L I6 Cummins Turbo Diesel
1712	1	6.7L I6 Cummins Turbo Diesel
1713	1	6.7L I6 Cummins Turbo Diesel
1714	1	6.7L I6 Cummins Turbo Diesel
1715	1	6.7L I6 Cummins Turbo Diesel
1716	1	8.4L V10 SFI
1717	1	2.0 TDI Clean Diesel 4 Cylinder 140HP
1718	1	2.0TFSI 4 Cylinder 4V 200HP
1719	1	2.0TFSI 4 Cylinder 4V 200HP
1720	1	2.0TFSI 4 Cylinder 4V 200HP
1721	1	2.0 TDI Clean Diesel 4 Cylinder 140HP
1722	1	2.0TFSI 4 Cylinder 4V 200HP
1723	1	2.0TFSI 4 Cylinder 4V 200HP
1724	1	2.0TFSI 4 Cylinder 4V 200HP
1725	1	2.0L DOHC 4-Cylinder TFSI
