auto	yahoo	fuel_economy
1283	1	18 mpg city / 28 mpg hwy
1284	1	16 mpg city / 25 mpg hwy
1285	1	15 mpg city / 21 mpg hwy
1286	1	16 mpg city / 22 mpg hwy
1287	1	16 mpg city / 21 mpg hwy
1288	1	15 mpg city / 21 mpg hwy
1289	1	15 mpg city / 21 mpg hwy
1290	1	NA mpg city / NA mpg hwy
1291	1	NA mpg city / NA mpg hwy
1292	1	NA mpg city / NA mpg hwy
1293	1	NL mpg city / NL mpg hwy
1294	1	NA mpg city / NA mpg hwy
1295	1	NL mpg city / NL mpg hwy
1296	1	NL mpg city / NL mpg hwy
1297	1	NA mpg city / NA mpg hwy
1298	1	NL mpg city / NL mpg hwy
1299	1	NA mpg city / NA mpg hwy
1300	1	15 mpg city / 21 mpg hwy
1301	1	16 mpg city / 21 mpg hwy
1302	1	16 mpg city / 21 mpg hwy
1303	1	11 mpg city / 14 mpg hwy
1304	1	15 mpg city / 20 mpg hwy
1305	1	14 mpg city / 20 mpg hwy
1306	1	17 mpg city / 24 mpg hwy
1307	1	17 mpg city / 24 mpg hwy
1308	1	16 mpg city / 23 mpg hwy
1309	1	17 mpg city / 24 mpg hwy
1310	1	17 mpg city / 24 mpg hwy
1311	1	18 mpg city / 27 mpg hwy
1312	1	NA mpg city / NA mpg hwy
1313	1	NA mpg city / NA mpg hwy
1314	1	NA mpg city / NA mpg hwy
1315	1	NA mpg city / NA mpg hwy
1316	1	NA mpg city / NA mpg hwy
1317	1	NA mpg city / NA mpg hwy
1318	1	NA mpg city / NA mpg hwy
1319	1	NA mpg city / NA mpg hwy
1320	1	NA mpg city / NA mpg hwy
1321	1	16 mpg city / 26 mpg hwy
1322	1	18 mpg city / 27 mpg hwy
1323	1	28 mpg city / 28 mpg hwy
1324	1	28 mpg city / 28 mpg hwy
1325	1	18 mpg city / 27 mpg hwy
1326	1	18 mpg city / 26 mpg hwy
1327	1	18 mpg city / 27 mpg hwy
1328	1	18 mpg city / 26 mpg hwy
1329	1	18 mpg city / 26 mpg hwy
1330	1	18 mpg city / 26 mpg hwy
1331	1	18 mpg city / 26 mpg hwy
1332	1	18 mpg city / 26 mpg hwy
1333	1	NA mpg city / NA mpg hwy
1334	1	NA mpg city / NA mpg hwy
1335	1	16 mpg city / 23 mpg hwy
1336	1	17 mpg city / 25 mpg hwy
1337	1	16 mpg city / 23 mpg hwy
1338	1	16 mpg city / 23 mpg hwy
1339	1	30 mpg city / 28 mpg hwy
1340	1	12 mpg city / 19 mpg hwy
1341	1	18 mpg city / 28 mpg hwy
1342	1	17 mpg city / 25 mpg hwy
1343	1	19 mpg city / 28 mpg hwy
1344	1	23 mpg city / 36 mpg hwy
1345	1	17 mpg city / 25 mpg hwy
1346	1	18 mpg city / 26 mpg hwy
1347	1	18 mpg city / 26 mpg hwy
1348	1	17 mpg city / 25 mpg hwy
1349	1	NL mpg city / NL mpg hwy
1350	1	NL mpg city / NL mpg hwy
1351	1	NL mpg city / NL mpg hwy
1352	1	NL mpg city / NL mpg hwy
1353	1	NL mpg city / NL mpg hwy
1354	1	22 mpg city / 30 mpg hwy
1355	1	23 mpg city / 30 mpg hwy
1356	1	20 mpg city / 26 mpg hwy
1357	1	22 mpg city / 30 mpg hwy
1358	1	22 mpg city / 30 mpg hwy
1359	1	21 mpg city / 22 mpg hwy
1360	1	20 mpg city / 23 mpg hwy
1361	1	NL mpg city / NL mpg hwy
1362	1	NL mpg city / NL mpg hwy
1363	1	NL mpg city / NL mpg hwy
1364	1	30 mpg city / 28 mpg hwy
1365	1	16 mpg city / 22 mpg hwy
1366	1	16 mpg city / 21 mpg hwy
1367	1	NA mpg city / NA mpg hwy
1368	1	18 mpg city / 25 mpg hwy
1369	1	17 mpg city / 23 mpg hwy
1370	1	17 mpg city / 23 mpg hwy
1371	1	NL mpg city / NL mpg hwy
1372	1	NL mpg city / NL mpg hwy
1373	1	NA mpg city / NA mpg hwy
1374	1	NA mpg city / NA mpg hwy
1375	1	15 mpg city / 21 mpg hwy
1376	1	15 mpg city / 21 mpg hwy
1377	1	15 mpg city / 21 mpg hwy
1378	1	15 mpg city / 21 mpg hwy
1379	1	15 mpg city / 21 mpg hwy
1380	1	15 mpg city / 21 mpg hwy
1381	1	15 mpg city / 21 mpg hwy
1382	1	21 mpg city / 22 mpg hwy
1383	1	21 mpg city / 22 mpg hwy
1384	1	20 mpg city / 29 mpg hwy
1385	1	19 mpg city / 27 mpg hwy
1386	1	16 mpg city / 22 mpg hwy
1387	1	16 mpg city / 22 mpg hwy
1388	1	16 mpg city / 22 mpg hwy
1389	1	17 mpg city / 25 mpg hwy
1390	1	16 mpg city / 22 mpg hwy
1391	1	18 mpg city / 28 mpg hwy
1392	1	21 mpg city / 29 mpg hwy
1393	1	21 mpg city / 29 mpg hwy
1394	1	18 mpg city / 25 mpg hwy
1395	1	15 mpg city / 23 mpg hwy
1396	1	15 mpg city / 22 mpg hwy
1397	1	18 mpg city / 28 mpg hwy
1398	1	19 mpg city / 26 mpg hwy
1399	1	17 mpg city / 24 mpg hwy
1400	1	18 mpg city / 27 mpg hwy
1401	1	25 mpg city / 33 mpg hwy
1402	1	25 mpg city / 33 mpg hwy
1403	1	21 mpg city / 29 mpg hwy
1404	1	21 mpg city / 29 mpg hwy
1405	1	21 mpg city / 29 mpg hwy
1406	1	22 mpg city / 28 mpg hwy
1407	1	22 mpg city / 28 mpg hwy
1408	1	22 mpg city / 28 mpg hwy
1409	1	23 mpg city / 31 mpg hwy
1410	1	23 mpg city / 30 mpg hwy
1411	1	23 mpg city / 31 mpg hwy
1412	1	23 mpg city / 31 mpg hwy
1413	1	23 mpg city / 27 mpg hwy
1414	1	23 mpg city / 27 mpg hwy
1415	1	20 mpg city / 27 mpg hwy
1416	1	20 mpg city / 27 mpg hwy
1417	1	20 mpg city / 27 mpg hwy
1418	1	22 mpg city / 27 mpg hwy
1419	1	23 mpg city / 31 mpg hwy
1420	1	23 mpg city / 31 mpg hwy
1421	1	22 mpg city / 32 mpg hwy
1422	1	22 mpg city / 32 mpg hwy
1423	1	22 mpg city / 32 mpg hwy
1424	1	20 mpg city / 27 mpg hwy
1425	1	23 mpg city / 31 mpg hwy
1426	1	21 mpg city / 28 mpg hwy
1427	1	21 mpg city / 28 mpg hwy
1428	1	22 mpg city / 31 mpg hwy
1429	1	22 mpg city / 31 mpg hwy
1430	1	17 mpg city / 25 mpg hwy
1431	1	18 mpg city / 25 mpg hwy
1432	1	17 mpg city / 23 mpg hwy
1433	1	40 mpg city / 43 mpg hwy
1434	1	40 mpg city / 43 mpg hwy
1435	1	40 mpg city / 43 mpg hwy
1436	1	20 mpg city / 27 mpg hwy
1437	1	NL mpg city / NL mpg hwy
1438	1	NL mpg city / NL mpg hwy
1439	1	NL mpg city / NL mpg hwy
1440	1	NL mpg city / NL mpg hwy
1441	1	NL mpg city / NL mpg hwy
1442	1	NL mpg city / NL mpg hwy
1443	1	NL mpg city / NL mpg hwy
1444	1	NL mpg city / NL mpg hwy
1445	1	15 mpg city / 22 mpg hwy
1446	1	13 mpg city / 19 mpg hwy
1447	1	15 mpg city / 21 mpg hwy
1448	1	15 mpg city / 21 mpg hwy
1449	1	10 mpg city / 15 mpg hwy
1450	1	15 mpg city / 21 mpg hwy
1451	1	10 mpg city / 15 mpg hwy
1452	1	15 mpg city / 21 mpg hwy
1453	1	NA mpg city / NA mpg hwy
1454	1	NA mpg city / NA mpg hwy
1455	1	NA mpg city / NA mpg hwy
1456	1	14 mpg city / 20 mpg hwy
1457	1	14 mpg city / 20 mpg hwy
1458	1	14 mpg city / 19 mpg hwy
1459	1	NA mpg city / NA mpg hwy
1460	1	NA mpg city / NA mpg hwy
1461	1	NA mpg city / NA mpg hwy
1462	1	NA mpg city / NA mpg hwy
1463	1	NA mpg city / NA mpg hwy
1464	1	NA mpg city / NA mpg hwy
1465	1	NA mpg city / NA mpg hwy
1466	1	18 mpg city / 27 mpg hwy
1467	1	18 mpg city / 27 mpg hwy
1468	1	18 mpg city / 27 mpg hwy
1469	1	18 mpg city / 27 mpg hwy
1470	1	15 mpg city / 24 mpg hwy
1471	1	15 mpg city / 24 mpg hwy
1472	1	15 mpg city / 22 mpg hwy
1473	1	16 mpg city / 24 mpg hwy
1474	1	12 mpg city / 17 mpg hwy
1475	1	NA mpg city / NA mpg hwy
1476	1	19 mpg city / 26 mpg hwy
1477	1	13 mpg city / 19 mpg hwy
1478	1	12 mpg city / 17 mpg hwy
1479	1	13 mpg city / 19 mpg hwy
1480	1	12 mpg city / 17 mpg hwy
1481	1	12 mpg city / 17 mpg hwy
1482	1	NA mpg city / NA mpg hwy
1483	1	12 mpg city / 17 mpg hwy
1484	1	14 mpg city / 20 mpg hwy
1485	1	14 mpg city / 20 mpg hwy
1486	1	NA mpg city / NA mpg hwy
1487	1	13 mpg city / 18 mpg hwy
1488	1	NA mpg city / NA mpg hwy
1489	1	NA mpg city / NA mpg hwy
1490	1	14 mpg city / 20 mpg hwy
1491	1	NA mpg city / NA mpg hwy
1492	1	13 mpg city / 18 mpg hwy
1493	1	NA mpg city / NA mpg hwy
1494	1	NA mpg city / NA mpg hwy
1495	1	12 mpg city / 18 mpg hwy
1496	1	12 mpg city / 18 mpg hwy
1497	1	12 mpg city / 18 mpg hwy
1498	1	12 mpg city / 18 mpg hwy
1499	1	18 mpg city / 27 mpg hwy
1500	1	18 mpg city / 27 mpg hwy
1501	1	18 mpg city / 27 mpg hwy
1502	1	18 mpg city / 27 mpg hwy
1503	1	18 mpg city / 27 mpg hwy
1504	1	18 mpg city / 27 mpg hwy
1505	1	16 mpg city / 27 mpg hwy
1506	1	NA mpg city / NA mpg hwy
1507	1	NA mpg city / NA mpg hwy
1508	1	NA mpg city / NA mpg hwy
1509	1	NA mpg city / NA mpg hwy
1510	1	NA mpg city / NA mpg hwy
1511	1	21 mpg city / 22 mpg hwy
1512	1	21 mpg city / 22 mpg hwy
1513	1	15 mpg city / 21 mpg hwy
1514	1	10 mpg city / 16 mpg hwy
1515	1	15 mpg city / 21 mpg hwy
1516	1	15 mpg city / 21 mpg hwy
1517	1	10 mpg city / 15 mpg hwy
1518	1	10 mpg city / 16 mpg hwy
1519	1	10 mpg city / 15 mpg hwy
1520	1	16 mpg city / 21 mpg hwy
1521	1	16 mpg city / 21 mpg hwy
1522	1	16 mpg city / 21 mpg hwy
1523	1	16 mpg city / 21 mpg hwy
1524	1	14 mpg city / 19 mpg hwy
1525	1	14 mpg city / 19 mpg hwy
1526	1	NL mpg city / NL mpg hwy
1527	1	19 mpg city / 27 mpg hwy
1528	1	NA mpg city / NA mpg hwy
1529	1	NA mpg city / NA mpg hwy
1530	1	NA mpg city / NA mpg hwy
1531	1	15 mpg city / 23 mpg hwy
1532	1	14 mpg city / 19 mpg hwy
1533	1	18 mpg city / 24 mpg hwy
1534	1	11 mpg city / 16 mpg hwy
1535	1	11 mpg city / 16 mpg hwy
1536	1	18 mpg city / 26 mpg hwy
1537	1	18 mpg city / 27 mpg hwy
1538	1	18 mpg city / 27 mpg hwy
1539	1	18 mpg city / 26 mpg hwy
1540	1	18 mpg city / 26 mpg hwy
1541	1	18 mpg city / 26 mpg hwy
1542	1	18 mpg city / 27 mpg hwy
1543	1	16 mpg city / 24 mpg hwy
1544	1	15 mpg city / 22 mpg hwy
1545	1	NA mpg city / NA mpg hwy
1546	1	NA mpg city / NA mpg hwy
1547	1	NA mpg city / NA mpg hwy
1548	1	NA mpg city / NA mpg hwy
1549	1	NA mpg city / NA mpg hwy
1550	1	17 mpg city / 26 mpg hwy
1551	1	18 mpg city / 28 mpg hwy
1552	1	17 mpg city / 26 mpg hwy
1553	1	19 mpg city / 28 mpg hwy
1554	1	18 mpg city / 26 mpg hwy
1555	1	NA mpg city / NA mpg hwy
1556	1	NA mpg city / NA mpg hwy
1557	1	16 mpg city / 22 mpg hwy
1558	1	16 mpg city / 22 mpg hwy
1559	1	14 mpg city / 19 mpg hwy
1560	1	17 mpg city / 25 mpg hwy
1561	1	13 mpg city / 18 mpg hwy
1562	1	NA mpg city / NA mpg hwy
1563	1	18 mpg city / 27 mpg hwy
1564	1	18 mpg city / 27 mpg hwy
1565	1	21 mpg city / 22 mpg hwy
1566	1	20 mpg city / 20 mpg hwy
1567	1	21 mpg city / 22 mpg hwy
1568	1	16 mpg city / 21 mpg hwy
1569	1	16 mpg city / 21 mpg hwy
1570	1	19 mpg city / 27 mpg hwy
1571	1	18 mpg city / 25 mpg hwy
1572	1	17 mpg city / 24 mpg hwy
1573	1	16 mpg city / 22 mpg hwy
1574	1	14 mpg city / 20 mpg hwy
1575	1	17 mpg city / 27 mpg hwy
1576	1	18 mpg city / 26 mpg hwy
1577	1	18 mpg city / 25 mpg hwy
1578	1	17 mpg city / 24 mpg hwy
1579	1	16 mpg city / 23 mpg hwy
1580	1	19 mpg city / 26 mpg hwy
1581	1	14 mpg city / 20 mpg hwy
1582	1	16 mpg city / 24 mpg hwy
1583	1	16 mpg city / 24 mpg hwy
1584	1	19 mpg city / 25 mpg hwy
1585	1	20 mpg city / 23 mpg hwy
1586	1	14 mpg city / 22 mpg hwy
1587	1	16 mpg city / 24 mpg hwy
1588	1	15 mpg city / 21 mpg hwy
1589	1	15 mpg city / 21 mpg hwy
1590	1	13 mpg city / 19 mpg hwy
1591	1	21 mpg city / 22 mpg hwy
1592	1	13 mpg city / 18 mpg hwy
1593	1	13 mpg city / 18 mpg hwy
1594	1	13 mpg city / 18 mpg hwy
1595	1	13 mpg city / 18 mpg hwy
1596	1	NL mpg city / NL mpg hwy
1597	1	NL mpg city / NL mpg hwy
1598	1	NL mpg city / NL mpg hwy
1599	1	16 mpg city / 23 mpg hwy
1600	1	16 mpg city / 23 mpg hwy
1601	1	16 mpg city / 23 mpg hwy
1602	1	15 mpg city / 23 mpg hwy
1603	1	15 mpg city / 23 mpg hwy
1604	1	15 mpg city / 22 mpg hwy
1605	1	14 mpg city / 19 mpg hwy
1606	1	17 mpg city / 26 mpg hwy
1607	1	15 mpg city / 23 mpg hwy
1608	1	16 mpg city / 24 mpg hwy
1609	1	17 mpg city / 26 mpg hwy
1610	1	22 mpg city / 33 mpg hwy
1611	1	15 mpg city / 23 mpg hwy
1612	1	13 mpg city / 20 mpg hwy
1613	1	16 mpg city / 26 mpg hwy
1614	1	16 mpg city / 26 mpg hwy
1615	1	16 mpg city / 26 mpg hwy
1616	1	16 mpg city / 26 mpg hwy
1617	1	16 mpg city / 26 mpg hwy
1618	1	16 mpg city / 26 mpg hwy
1619	1	16 mpg city / 26 mpg hwy
1620	1	16 mpg city / 26 mpg hwy
1621	1	15 mpg city / 24 mpg hwy
1622	1	15 mpg city / 24 mpg hwy
1623	1	14 mpg city / 20 mpg hwy
1624	1	13 mpg city / 20 mpg hwy
1625	1	14 mpg city / 20 mpg hwy
1626	1	14 mpg city / 20 mpg hwy
1627	1	12 mpg city / 19 mpg hwy
1628	1	15 mpg city / 21 mpg hwy
1629	1	18 mpg city / 26 mpg hwy
1630	1	17 mpg city / 25 mpg hwy
1631	1	12 mpg city / 19 mpg hwy
1632	1	14 mpg city / 19 mpg hwy
1633	1	13 mpg city / 18 mpg hwy
1634	1	13 mpg city / 18 mpg hwy
1635	1	13 mpg city / 18 mpg hwy
1636	1	14 mpg city / 19 mpg hwy
1637	1	13 mpg city / 18 mpg hwy
1638	1	14 mpg city / 19 mpg hwy
1639	1	13 mpg city / 18 mpg hwy
1640	1	13 mpg city / 18 mpg hwy
1641	1	19 mpg city / 28 mpg hwy
1642	1	16 mpg city / 24 mpg hwy
1643	1	21 mpg city / 30 mpg hwy
1644	1	18 mpg city / 26 mpg hwy
1645	1	16 mpg city / 24 mpg hwy
1646	1	15 mpg city / 20 mpg hwy
1647	1	17 mpg city / 26 mpg hwy
1648	1	14 mpg city / 18 mpg hwy
1649	1	22 mpg city / 25 mpg hwy
1650	1	22 mpg city / 25 mpg hwy
1651	1	20 mpg city / 23 mpg hwy
1652	1	14 mpg city / 20 mpg hwy
1653	1	16 mpg city / 23 mpg hwy
1654	1	12 mpg city / 17 mpg hwy
1655	1	19 mpg city / 28 mpg hwy
1656	1	16 mpg city / 23 mpg hwy
1657	1	19 mpg city / 28 mpg hwy
1658	1	NL mpg city / NL mpg hwy
1659	1	17 mpg city / 24 mpg hwy
1660	1	19 mpg city / 27 mpg hwy
1661	1	19 mpg city / 26 mpg hwy
1662	1	NL mpg city / NL mpg hwy
1663	1	12 mpg city / 17 mpg hwy
1664	1	14 mpg city / 20 mpg hwy
1665	1	13 mpg city / 18 mpg hwy
1666	1	14 mpg city / 20 mpg hwy
1667	1	NL mpg city / NL mpg hwy
1668	1	17 mpg city / 23 mpg hwy
1669	1	14 mpg city / 19 mpg hwy
1670	1	17 mpg city / 21 mpg hwy
1671	1	13 mpg city / 18 mpg hwy
1672	1	12 mpg city / 17 mpg hwy
1673	1	NL mpg city / NL mpg hwy
1674	1	NL mpg city / NL mpg hwy
1675	1	NL mpg city / NL mpg hwy
1676	1	NL mpg city / NL mpg hwy
1677	1	NL mpg city / NL mpg hwy
1678	1	14 mpg city / 19 mpg hwy
1679	1	18 mpg city / 26 mpg hwy
1680	1	18 mpg city / 25 mpg hwy
1681	1	15 mpg city / 21 mpg hwy
1682	1	13 mpg city / 18 mpg hwy
1683	1	16 mpg city / 23 mpg hwy
1684	1	14 mpg city / 20 mpg hwy
1685	1	16 mpg city / 24 mpg hwy
1686	1	16 mpg city / 24 mpg hwy
1687	1	14 mpg city / 20 mpg hwy
1688	1	13 mpg city / 20 mpg hwy
1689	1	14 mpg city / 20 mpg hwy
1690	1	13 mpg city / 20 mpg hwy
1691	1	14 mpg city / 20 mpg hwy
1692	1	13 mpg city / 20 mpg hwy
1693	1	16 mpg city / 24 mpg hwy
1694	1	16 mpg city / 23 mpg hwy
1695	1	16 mpg city / 24 mpg hwy
1696	1	16 mpg city / 24 mpg hwy
1697	1	16 mpg city / 24 mpg hwy
1698	1	16 mpg city / 23 mpg hwy
1699	1	20 mpg city / 26 mpg hwy
1700	1	21 mpg city / 27 mpg hwy
1701	1	13 mpg city / 18 mpg hwy
1702	1	14 mpg city / 18 mpg hwy
1703	1	13 mpg city / 18 mpg hwy
1704	1	13 mpg city / 18 mpg hwy
1705	1	16 mpg city / 23 mpg hwy
1706	1	21 mpg city / 22 mpg hwy
1707	1	21 mpg city / 22 mpg hwy
1708	1	16 mpg city / 23 mpg hwy
1709	1	16 mpg city / 23 mpg hwy
1710	1	14 mpg city / 18 mpg hwy
1711	1	13 mpg city / 18 mpg hwy
1712	1	20 mpg city / 23 mpg hwy
1713	1	13 mpg city / 18 mpg hwy
1714	1	20 mpg city / 23 mpg hwy
1715	1	14 mpg city / 20 mpg hwy
1716	1	14 mpg city / 20 mpg hwy
1717	1	14 mpg city / 20 mpg hwy
1718	1	NL mpg city / NL mpg hwy
1719	1	NL mpg city / NL mpg hwy
1720	1	16 mpg city / 23 mpg hwy
1721	1	15 mpg city / 21 mpg hwy
1722	1	NL mpg city / NL mpg hwy
1723	1	14 mpg city / 19 mpg hwy
1724	1	18 mpg city / 25 mpg hwy
1725	1	18 mpg city / 25 mpg hwy
1726	1	18 mpg city / 25 mpg hwy
1727	1	15 mpg city / 23 mpg hwy
1728	1	16 mpg city / 21 mpg hwy
1729	1	15 mpg city / 21 mpg hwy
1730	1	18 mpg city / 25 mpg hwy
1731	1	18 mpg city / 25 mpg hwy
1732	1	18 mpg city / 25 mpg hwy
1733	1	12 mpg city / 17 mpg hwy
1734	1	16 mpg city / 21 mpg hwy
1735	1	18 mpg city / 25 mpg hwy
1736	1	16 mpg city / 20 mpg hwy
1737	1	13 mpg city / 18 mpg hwy
1738	1	11 mpg city / 15 mpg hwy
1739	1	14 mpg city / 21 mpg hwy
1740	1	12 mpg city / 18 mpg hwy
1741	1	12 mpg city / 18 mpg hwy
1742	1	16 mpg city / 22 mpg hwy
1743	1	15 mpg city / 22 mpg hwy
1744	1	16 mpg city / 24 mpg hwy
1745	1	15 mpg city / 22 mpg hwy
1746	1	16 mpg city / 22 mpg hwy
1747	1	15 mpg city / 22 mpg hwy
1748	1	17 mpg city / 19 mpg hwy
1749	1	17 mpg city / 19 mpg hwy
1750	1	18 mpg city / 25 mpg hwy
1751	1	26 mpg city / 34 mpg hwy
1752	1	26 mpg city / 34 mpg hwy
1753	1	25 mpg city / 36 mpg hwy
1754	1	26 mpg city / 34 mpg hwy
1755	1	25 mpg city / 36 mpg hwy
1756	1	25 mpg city / 36 mpg hwy
1757	1	25 mpg city / 36 mpg hwy
1758	1	21 mpg city / 28 mpg hwy
1759	1	20 mpg city / 26 mpg hwy
1760	1	24 mpg city / 36 mpg hwy
1761	1	25 mpg city / 30 mpg hwy
1762	1	25 mpg city / 30 mpg hwy
1763	1	24 mpg city / 35 mpg hwy
1764	1	24 mpg city / 34 mpg hwy
1765	1	24 mpg city / 35 mpg hwy
1766	1	22 mpg city / 33 mpg hwy
1767	1	21 mpg city / 30 mpg hwy
1768	1	21 mpg city / 30 mpg hwy
1769	1	20 mpg city / 26 mpg hwy
1770	1	19 mpg city / 24 mpg hwy
1771	1	28 mpg city / 36 mpg hwy
1772	1	26 mpg city / 34 mpg hwy
1773	1	26 mpg city / 34 mpg hwy
1774	1	22 mpg city / 27 mpg hwy
1775	1	21 mpg city / 26 mpg hwy
1776	1	22 mpg city / 27 mpg hwy
1777	1	21 mpg city / 26 mpg hwy
1778	1	18 mpg city / 24 mpg hwy
1779	1	18 mpg city / 24 mpg hwy
1780	1	23 mpg city / 28 mpg hwy
1781	1	20 mpg city / 26 mpg hwy
1782	1	21 mpg city / 28 mpg hwy
1783	1	20 mpg city / 26 mpg hwy
1784	1	11 mpg city / 17 mpg hwy
1785	1	12 mpg city / 19 mpg hwy
1786	1	16 mpg city / 26 mpg hwy
1787	1	16 mpg city / 26 mpg hwy
1788	1	16 mpg city / 26 mpg hwy
1789	1	16 mpg city / 26 mpg hwy
1790	1	16 mpg city / 26 mpg hwy
1791	1	16 mpg city / 26 mpg hwy
1792	1	16 mpg city / 26 mpg hwy
1793	1	15 mpg city / 24 mpg hwy
1794	1	14 mpg city / 20 mpg hwy
1795	1	14 mpg city / 20 mpg hwy
1796	1	15 mpg city / 22 mpg hwy
1797	1	14 mpg city / 20 mpg hwy
1798	1	14 mpg city / 20 mpg hwy
1799	1	13 mpg city / 19 mpg hwy
1800	1	11 mpg city / 15 mpg hwy
1801	1	11 mpg city / 13 mpg hwy
1802	1	NA mpg city / NA mpg hwy
1803	1	14 mpg city / 21 mpg hwy
1804	1	13 mpg city / 18 mpg hwy
1805	1	13 mpg city / 20 mpg hwy
1806	1	12 mpg city / 19 mpg hwy
1807	1	NL mpg city / NL mpg hwy
1808	1	NL mpg city / NL mpg hwy
1809	1	16 mpg city / 24 mpg hwy
1810	1	11 mpg city / 18 mpg hwy
1811	1	11 mpg city / 17 mpg hwy
1812	1	14 mpg city / 22 mpg hwy
1813	1	12 mpg city / 18 mpg hwy
1814	1	14 mpg city / 21 mpg hwy
1815	1	11 mpg city / 17 mpg hwy
1816	1	10 mpg city / 17 mpg hwy
1817	1	10 mpg city / 17 mpg hwy
1818	1	10 mpg city / 17 mpg hwy
1819	1	14 mpg city / 20 mpg hwy
1820	1	11 mpg city / 16 mpg hwy
1821	1	11 mpg city / 16 mpg hwy
1822	1	10 mpg city / 17 mpg hwy
1823	1	12 mpg city / 20 mpg hwy
1824	1	13 mpg city / 19 mpg hwy
1825	1	9 mpg city / 15 mpg hwy
1826	1	11 mpg city / 17 mpg hwy
1827	1	11 mpg city / 17 mpg hwy
1828	1	NL mpg city / NL mpg hwy
1829	1	12 mpg city / 15 mpg hwy
1830	1	9 mpg city / 16 mpg hwy
1831	1	8 mpg city / 13 mpg hwy
1832	1	8 mpg city / 13 mpg hwy
1833	1	8 mpg city / 13 mpg hwy
1834	1	11 mpg city / 18 mpg hwy
1835	1	11 mpg city / 18 mpg hwy
1836	1	11 mpg city / 18 mpg hwy
1837	1	11 mpg city / 18 mpg hwy
1838	1	10 mpg city / 16 mpg hwy
1839	1	10 mpg city / 21 mpg hwy
1840	1	11 mpg city / 15 mpg hwy
1841	1	18 mpg city / 27 mpg hwy
1842	1	18 mpg city / 27 mpg hwy
1843	1	17 mpg city / 25 mpg hwy
1844	1	17 mpg city / 25 mpg hwy
1845	1	18 mpg city / 27 mpg hwy
1846	1	19 mpg city / 23 mpg hwy
1847	1	19 mpg city / 23 mpg hwy
1848	1	17 mpg city / 22 mpg hwy
1849	1	15 mpg city / 20 mpg hwy
1850	1	15 mpg city / 19 mpg hwy
1851	1	22 mpg city / 32 mpg hwy
1852	1	21 mpg city / 29 mpg hwy
1853	1	22 mpg city / 31 mpg hwy
1854	1	21 mpg city / 28 mpg hwy
1855	1	24 mpg city / 31 mpg hwy
1856	1	25 mpg city / 31 mpg hwy
1857	1	24 mpg city / 29 mpg hwy
1858	1	21 mpg city / 31 mpg hwy
1859	1	23 mpg city / 30 mpg hwy
1860	1	23 mpg city / 30 mpg hwy
1861	1	20 mpg city / 29 mpg hwy
1862	1	22 mpg city / 29 mpg hwy
1863	1	22 mpg city / 32 mpg hwy
1864	1	22 mpg city / 32 mpg hwy
1865	1	23 mpg city / 32 mpg hwy
1866	1	20 mpg city / 27 mpg hwy
1867	1	19 mpg city / 27 mpg hwy
1868	1	18 mpg city / 25 mpg hwy
1869	1	18 mpg city / 25 mpg hwy
1870	1	18 mpg city / 21 mpg hwy
1871	1	18 mpg city / 21 mpg hwy
1872	1	14 mpg city / 18 mpg hwy
1873	1	16 mpg city / 20 mpg hwy
1874	1	16 mpg city / 20 mpg hwy
1875	1	18 mpg city / 24 mpg hwy
1876	1	20 mpg city / 28 mpg hwy
1877	1	19 mpg city / 24 mpg hwy
1878	1	21 mpg city / 25 mpg hwy
1879	1	19 mpg city / 25 mpg hwy
1880	1	18 mpg city / 24 mpg hwy
1881	1	18 mpg city / 24 mpg hwy
1882	1	20 mpg city / 26 mpg hwy
1883	1	20 mpg city / 28 mpg hwy
1884	1	20 mpg city / 26 mpg hwy
1885	1	17 mpg city / 24 mpg hwy
1886	1	20 mpg city / 26 mpg hwy
1887	1	19 mpg city / 25 mpg hwy
1888	1	20 mpg city / 26 mpg hwy
1889	1	15 mpg city / 18 mpg hwy
1890	1	31 mpg city / 37 mpg hwy
1891	1	35 mpg city / 39 mpg hwy
1892	1	22 mpg city / 27 mpg hwy
1893	1	22 mpg city / 27 mpg hwy
1894	1	16 mpg city / 21 mpg hwy
1895	1	16 mpg city / 21 mpg hwy
1896	1	22 mpg city / 28 mpg hwy
1897	1	21 mpg city / 28 mpg hwy
1898	1	20 mpg city / 26 mpg hwy
1899	1	22 mpg city / 25 mpg hwy
1900	1	22 mpg city / 25 mpg hwy
1901	1	22 mpg city / 25 mpg hwy
1902	1	22 mpg city / 25 mpg hwy
1903	1	22 mpg city / 25 mpg hwy
1904	1	22 mpg city / 25 mpg hwy
1905	1	22 mpg city / 25 mpg hwy
1906	1	22 mpg city / 25 mpg hwy
1907	1	20 mpg city / 28 mpg hwy
1908	1	18 mpg city / 26 mpg hwy
1909	1	17 mpg city / 23 mpg hwy
1910	1	18 mpg city / 26 mpg hwy
1911	1	17 mpg city / 23 mpg hwy
1912	1	21 mpg city / 29 mpg hwy
1913	1	21 mpg city / 29 mpg hwy
1914	1	14 mpg city / 19 mpg hwy
1915	1	14 mpg city / 19 mpg hwy
1916	1	21 mpg city / 29 mpg hwy
1917	1	21 mpg city / 29 mpg hwy
1918	1	18 mpg city / 24 mpg hwy
1919	1	18 mpg city / 24 mpg hwy
1920	1	18 mpg city / 24 mpg hwy
1921	1	18 mpg city / 24 mpg hwy
1922	1	17 mpg city / 23 mpg hwy
