auto	autoweb	model
0550	2	2011 NISSAN MURANO TECH SPECS	2011 Nissan Murano S AWD
0551	2	2011 NISSAN MURANO TECH SPECS	2011 Nissan Murano SL FWD
0552	2	2010 NISSAN MURANO TECH SPECS	2010 Nissan Murano LE FWD
0553	2	2010 NISSAN MURANO TECH SPECS	2010 Nissan Murano S AWD
0554	2	2010 NISSAN MURANO TECH SPECS	2010 Nissan Murano SL FWD
0555	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder LE 4x4
0556	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder LE V8 4x4
0557	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder S 4x2
0558	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder S 4x4
0559	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder Silver 4x2
0560	2	2011 NISSAN PATHFINDER TECH SPECS	2011 Nissan Pathfinder SV 4x4
0561	2	2009 NISSAN QUEST TECH SPECS	2009 Nissan Quest Base
0562	2	2009 NISSAN QUEST TECH SPECS	2009 Nissan Quest S
0563	2	2011 NISSAN ROGUE TECH SPECS	2011 Nissan Rogue S AWD
0564	2	2011 NISSAN ROGUE TECH SPECS	2011 Nissan Rogue S Krom Edition FWD
0565	2	2011 NISSAN ROGUE TECH SPECS	2011 Nissan Rogue SV AWD
0566	2	2010 NISSAN ROGUE TECH SPECS	2010 Nissan Rogue SL AWD
0567	2	2010 NISSAN ROGUE TECH SPECS	2010 Nissan Rogue SL FWD
0568	2	2011 NISSAN SENTRA TECH SPECS	2011 Nissan Sentra 2.0 (M6)
0569	2	2011 NISSAN SENTRA TECH SPECS	2011 Nissan Sentra 2.0SL (CVT)
0570	2	2011 NISSAN SENTRA TECH SPECS	2011 Nissan Sentra 2.0SR (CVT)
0571	2	2011 NISSAN SENTRA TECH SPECS	2011 Nissan Sentra SE-R (CVT)
0572	2	2010 NISSAN SENTRA TECH SPECS	2010 Nissan Sentra 2.0 (M6)
0573	2	2010 NISSAN SENTRA TECH SPECS	2010 Nissan Sentra 2.0SR (CVT)
0574	2	2010 NISSAN SENTRA TECH SPECS	2010 Nissan Sentra SE-R (CVT)
0575	2	2010 NISSAN SENTRA TECH SPECS	2010 Nissan Sentra SE-R Spec V (M6)
0576	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan 4x4 Crew Cab 7' Box
0577	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan PRO-4X 4x4 King Cab
0578	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan S 4x2 King Cab
0579	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan S 4x4 King Cab
0580	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan SL 4x2 Crew Cab 5.5' Box
0581	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan SL 4x4 Crew Cab 5.5' Box
0582	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan SV 4x2 Crew Cab 5.5' Box
0583	2	2011 NISSAN TITAN TECH SPECS	2011 Nissan Titan SV 4x4 Crew Cab 5.5' Box
0584	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan 4x4 Crew Cab 7' Box
0585	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan PRO-4X 4x4 King Cab
0586	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan SE 4x4 Crew Cab 5.5' Box
0587	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan SE 4x4 King Cab
0588	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan XE 4x2 Crew Cab 5.5' Box
0589	2	2010 NISSAN TITAN TECH SPECS	2010 Nissan Titan XE 4x4 King Cab
0590	2	2011 NISSAN VERSA TECH SPECS	2011 Nissan Versa 1.6 (A4) Sedan
0591	2	2011 NISSAN VERSA TECH SPECS	2011 Nissan Versa S (A4) Hatchback w/o FE+
0592	2	2011 NISSAN VERSA TECH SPECS	2011 Nissan Versa S (M6) Hatchback w/o FE+
0593	2	2010 NISSAN VERSA TECH SPECS	2010 Nissan Versa 1.6 Base (M5) Sedan
0594	2	2010 NISSAN VERSA TECH SPECS	2010 Nissan Versa S (M6) Sedan w/CVT
0595	2	2010 NISSAN VERSA TECH SPECS	2010 Nissan Versa SL (A4) Sedan
0596	2	2010 NISSAN VERSA TECH SPECS	2010 Nissan Versa SL (CVT) Hatchback
0597	2	2011 NISSAN XTERRA TECH SPECS	2011 Nissan Xterra S (A5) 4x4
0598	2	2011 NISSAN XTERRA TECH SPECS	2011 Nissan Xterra S (M6) 4x4
0599	2	2011 NISSAN XTERRA TECH SPECS	2011 Nissan Xterra X (A5) 4x4
0600	2	2011 NISSAN XTERRA TECH SPECS	2011 Nissan Xterra X 4x2
0601	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra Off Road (M6) 4x4
0602	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra S (A5) 4x2
0603	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra S (A5) 4x4
0604	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra SE (A5) 4x2
0605	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra X (A5) 4x2
0606	2	2010 NISSAN XTERRA TECH SPECS	2010 Nissan Xterra X (A5) 4x4
0607	2	2011 TOYOTA 4RUNNER TECH SPECS	2011 Toyota 4Runner Limited 4x4
0608	2	2011 TOYOTA 4RUNNER TECH SPECS	2011 Toyota 4Runner SR5 4x2
0609	2	2011 TOYOTA 4RUNNER TECH SPECS	2011 Toyota 4Runner SR5 4x4
0610	2	2010 TOYOTA 4RUNNER TECH SPECS	2010 Toyota 4Runner SR5 (A4) 4x2
0611	2	2010 TOYOTA 4RUNNER TECH SPECS	2010 Toyota 4Runner SR5 4x4
0612	2	2010 TOYOTA 4RUNNER TECH SPECS	2010 Toyota 4Runner SR5 V6 (A5) 4x2
0613	2	2010 TOYOTA 4RUNNER TECH SPECS	2010 Toyota 4Runner Trail 4x4
0614	2	2011 TOYOTA AVALON TECH SPECS	2011 Toyota Avalon Base
0615	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry Base
0616	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry LE (A6)
0617	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry LE V6 (A6)
0618	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry SE (A6)
0619	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry SE (M6)
0620	2	2011 TOYOTA CAMRY TECH SPECS	2011 Toyota Camry XLE (A6)
0621	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry Base
0622	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry Base
0623	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry LE (M6)
0624	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry LE V6 (A6)
0625	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry SE (M6)
0626	2	2010 TOYOTA CAMRY TECH SPECS	2010 Toyota Camry XLE (A6)
0627	2	2011 TOYOTA CAMRY HYBRID TECH SPECS	2011 Toyota Camry Hybrid Base
0628	2	2011 TOYOTA COROLLA TECH SPECS	2011 Toyota Corolla Base (A4)
0629	2	2011 TOYOTA COROLLA TECH SPECS	2011 Toyota Corolla Base (M5)
0630	2	2011 TOYOTA COROLLA TECH SPECS	2011 Toyota Corolla LE (A4)
0631	2	2010 TOYOTA COROLLA TECH SPECS	2010 Toyota Corolla Base (M5)
0632	2	2010 TOYOTA COROLLA TECH SPECS	2010 Toyota Corolla LE (A4)
0633	2	2010 TOYOTA COROLLA TECH SPECS	2010 Toyota Corolla S (A4)
0634	2	2010 TOYOTA COROLLA TECH SPECS	2010 Toyota Corolla S (M5)
0635	2	2010 TOYOTA COROLLA TECH SPECS	2010 Toyota Corolla XLE (A4)
0636	2	2011 TOYOTA FJ CRUISER TECH SPECS	2011 Toyota FJ Cruiser (M6) 4x4
0637	2	2011 TOYOTA FJ CRUISER TECH SPECS	2011 Toyota FJ Cruiser 4x2
0638	2	2010 TOYOTA FJ CRUISER TECH SPECS	2010 Toyota FJ Cruiser (A5) 4x4
0639	2	2010 TOYOTA FJ CRUISER TECH SPECS	2010 Toyota FJ Cruiser (M6) 4x4
0640	2	2011 TOYOTA HIGHLANDER TECH SPECS	2011 Toyota Highlander Base (A6) FWD
0641	2	2011 TOYOTA HIGHLANDER TECH SPECS	2011 Toyota Highlander Base V6 (A5) FWD
0642	2	2011 TOYOTA HIGHLANDER TECH SPECS	2011 Toyota Highlander Limited AWD
0643	2	2011 TOYOTA HIGHLANDER TECH SPECS	2011 Toyota Highlander SE (A6) FWD
0644	2	2011 TOYOTA HIGHLANDER TECH SPECS	2011 Toyota Highlander SE V6 (A5) FWD
0645	2	2010 TOYOTA HIGHLANDER TECH SPECS	2010 Toyota Highlander Base (A6) FWD
0646	2	2010 TOYOTA HIGHLANDER TECH SPECS	2010 Toyota Highlander Base AWD
0647	2	2010 TOYOTA HIGHLANDER TECH SPECS	2010 Toyota Highlander Limited V6 (A5) FWD
0648	2	2010 TOYOTA HIGHLANDER TECH SPECS	2010 Toyota Highlander SE AWD
0649	2	2010 TOYOTA HIGHLANDER HYBRID TECH SPECS	2010 Toyota Highlander Hybrid Base
0650	2	2011 TOYOTA LAND CRUISER TECH SPECS	2011 Toyota Land Cruiser Base
0651	2	2011 TOYOTA MATRIX TECH SPECS	2011 Toyota Matrix AWD
0652	2	2011 TOYOTA MATRIX TECH SPECS	2011 Toyota Matrix Base (A4) FWD
0653	2	2011 TOYOTA MATRIX TECH SPECS	2011 Toyota Matrix Base (M5) FWD
0654	2	2011 TOYOTA MATRIX TECH SPECS	2011 Toyota Matrix S (M5) FWD
0655	2	2010 TOYOTA MATRIX TECH SPECS	2010 Toyota Matrix Base (A4) FWD
0656	2	2010 TOYOTA MATRIX TECH SPECS	2010 Toyota Matrix S (A5) FWD
0657	2	2010 TOYOTA MATRIX TECH SPECS	2010 Toyota Matrix XRS (A5) FWD
0658	2	2011 TOYOTA PRIUS TECH SPECS	2011 Toyota Prius I
0659	2	2011 TOYOTA PRIUS TECH SPECS	2011 Toyota Prius III
0660	2	2011 TOYOTA PRIUS TECH SPECS	2011 Toyota Prius IV
0661	2	2010 TOYOTA PRIUS TECH SPECS	2010 Toyota Prius I
0662	2	2010 TOYOTA PRIUS TECH SPECS	2010 Toyota Prius III
0663	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Base (A4) 4x4
0664	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Base (A4) FWD
0665	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Base V6 (A5) FWD
0666	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Limited (A4) FWD
0667	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Sport V6 (A5) 4x4
0668	2	2011 TOYOTA RAV4 TECH SPECS	2011 Toyota RAV4 Sport V6 (A5) FWD
0669	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Base (A4) 4x4
0670	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Base V6 (A5) FWD
0671	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Limited (A4) 4x4
0672	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Limited V6 (A5) 4x4
0673	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Limited V6 (A5) FWD
0674	2	2010 TOYOTA RAV4 TECH SPECS	2010 Toyota RAV4 Sport (A4) FWD
0675	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia Platinum 5.7L 4x2
0676	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia Platinum 5.7L w/FFV 4x4
0677	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia SR5 4.6L 4x2
0678	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia SR5 4.6L 4x4
0679	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia SR5 5.7L 4x2
0680	2	2011 TOYOTA SEQUOIA TECH SPECS	2011 Toyota Sequoia SR5 5.7L 4x4
0681	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia Limited 5.7L 4x2
0682	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia Limited 5.7L w/FFV 4x4
0683	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia Platinum 5.7L 4x4
0684	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia Platinum 5.7L w/FFV 4x4
0685	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia SR5 4.6L 4x2
0686	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia SR5 4.6L 4x4
0687	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia SR5 5.7L 4x2
0688	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia SR5 5.7L 4x4
0689	2	2010 TOYOTA SEQUOIA TECH SPECS	2010 Toyota Sequoia SR5 5.7L w/FFV 4x4
0690	2	2011 TOYOTA SIENNA TECH SPECS	2011 Toyota Sienna LE AWD V6
0691	2	2011 TOYOTA SIENNA TECH SPECS	2011 Toyota Sienna SE FWD
0692	2	2011 TOYOTA SIENNA TECH SPECS	2011 Toyota Sienna XLE AWD
0693	2	2010 TOYOTA SIENNA TECH SPECS	2010 Toyota Sienna LE w/8 Pass. Seating FWD
0694	2	2010 TOYOTA SIENNA TECH SPECS	2010 Toyota Sienna XLE AWD
0695	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (A4) 4x2 Regular Cab
0696	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (A4) 4x4 Access Cab
0697	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (A5) 4x4 Double Cab Short Box
0698	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (M5) 4x2 Regular Cab
0699	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (M5) 4x4 Access Cab
0700	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma (M6) 4x4 Double Cab Short Box
0701	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma Base (A4) 4x2 Access Cab
0702	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma Base (A4) 4x2 Double Cab Short Box
0703	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma PreRunner V6 (A5) 4x2 Access Cab
0704	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma V6 (A5) 4x4 Access Cab
0705	2	2011 TOYOTA TACOMA TECH SPECS	2011 Toyota Tacoma X-Runner V6 (M6) 4x2 Access Cab
0706	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma 4x2 Double Cab Short Box
0707	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma Base (A4) 4x2 Access Cab
0708	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma Base (M5) 4x2 Regular Cab
0709	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma PreRunner (M5) 4x2 Regular Cab
0710	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma V6 (A5) 4x4 Access Cab
0711	2	2010 TOYOTA TACOMA TECH SPECS	2010 Toyota Tacoma X-Runner V6 (M6) 4x2 Access Cab
0712	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra 4x2 Double Cab 8' Box
0713	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra 4x4 Regular Cab 6.5' Box
0714	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra 4x4 Regular Cab 8' Box
0715	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra 5.7L V8 (A6) 4x2 Regular Cab 8' Box
0716	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra Grade 4.6L 4x4 Crew Max
0717	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra Grade 5.7L w/FFV 4x4 Crew Max
0718	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra Grade 5.7L w/FFV 4x4 Double Cab 6.5' Box
0719	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra Limited 5.7L 4x4 Double Cab 6.5' Box
0720	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra V6 (A5) 4x2 Regular Cab 6.5' Box
0721	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra V6 (A5) 4x2 Regular Cab 8' Box
0722	2	2011 TOYOTA TUNDRA TECH SPECS	2011 Toyota Tundra w/FFV 4x4 Regular Cab 8' Box
0723	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 4.6L 4x2 Double Cab 8' Box
0724	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 4.6L 4x4 Regular Cab 8' Box
0725	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 4.6L V8 (A6) 4x2 Regular Cab 6.5' Box
0726	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L 4x4 Double Cab 8' Box w/FFV
0727	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L 4x4 Regular Cab 6.5' Box w/o FFV
0728	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L 4x4 Regular Cab 8' Box w/o FFV
0729	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L V8 (A6) 4x2 Regular Cab 6.5' Box
0730	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L V8 (A6) 4x2 Regular Cab 8' Box
0731	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra 5.7L w/FFV 4x4 Double Cab 8' Box w/o FFV
0732	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 4.6L 4x4 Crew Max
0733	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 4.6L 4x4 Double Cab 6.5' Box
0734	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L 4x2 Crew Max w/o FFV
0735	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L 4x4 Crew Max w/o FFV
0736	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L 4x4 Double Cab 6.5' Box w/FFV
0737	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L V8 (A6) 4x2 Double Cab 6.5' Box
0738	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L w/FFV 4x4 Crew Max w/ FFV
0739	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Grade 5.7L w/FFV 4x4 Double Cab 6.5' Box w/o FFV
0740	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 4.6L 4x2 Crew Max
0741	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 4.6L 4x4 Double Cab 6.5' Box
0742	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 4.6L V8 (A6) 4x2 Double Cab 6.5' Box
0743	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 5.7L 4x2 Crew Max w/o FFV
0744	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 5.7L 4x4 Crew Max w/o FFV
0745	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 5.7L 4x4 Double Cab 6.5' Box w/FFV
0746	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 5.7L V8 (A6) 4x2 Double Cab 6.5' Box
0747	2	2010 TOYOTA TUNDRA TECH SPECS	2010 Toyota Tundra Limited 5.7L w/FFV 4x4 Double Cab 6.5' Box w/o FFV
0748	2	2011 TOYOTA VENZA TECH SPECS	2011 Toyota Venza AWD
0749	2	2011 TOYOTA VENZA TECH SPECS	2011 Toyota Venza V6 FWD
0750	2	2010 TOYOTA VENZA TECH SPECS	2010 Toyota Venza FWD
0751	2	2010 TOYOTA VENZA TECH SPECS	2010 Toyota Venza V6 AWD
0752	2	2011 TOYOTA YARIS TECH SPECS	2011 Toyota Yaris (A4) 2dr Hatchback
0753	2	2011 TOYOTA YARIS TECH SPECS	2011 Toyota Yaris (A4) 4dr Hatchback
0754	2	2011 TOYOTA YARIS TECH SPECS	2011 Toyota Yaris (A4) Sedan
0755	2	2010 TOYOTA YARIS TECH SPECS	2010 Toyota Yaris (A4) 2dr Hatchback
0756	2	2010 TOYOTA YARIS TECH SPECS	2010 Toyota Yaris (A4) 4dr Hatchback
0757	2	2011 BUICK ENCLAVE TECH SPECS	2011 Buick Enclave 2XL AWD
0758	2	2011 BUICK ENCLAVE TECH SPECS	2011 Buick Enclave 2XL FWD
0759	2	2011 BUICK ENCLAVE TECH SPECS	2011 Buick Enclave CX AWD
0760	2	2010 BUICK ENCLAVE TECH SPECS	2010 Buick Enclave 1XL AWD
0761	2	2010 BUICK ENCLAVE TECH SPECS	2010 Buick Enclave 1XL FWD
0762	2	2010 BUICK ENCLAVE TECH SPECS	2010 Buick Enclave CX FWD
0763	2	2011 BUICK LACROSSE TECH SPECS	2011 Buick LaCrosse AWD
0764	2	2011 BUICK LACROSSE TECH SPECS	2011 Buick LaCrosse CXL FWD
0765	2	2011 BUICK LACROSSE TECH SPECS	2011 Buick LaCrosse CXS FWD
0766	2	2010 BUICK LACROSSE TECH SPECS	2010 Buick LaCrosse CXL FWD
0767	2	2010 BUICK LACROSSE TECH SPECS	2010 Buick LaCrosse CXS FWD
0768	2	2011 BUICK LUCERNE TECH SPECS	2011 Buick Lucerne CXL Premium
0769	2	2011 BUICK LUCERNE TECH SPECS	2011 Buick Lucerne Super
0770	2	2010 BUICK LUCERNE TECH SPECS	2010 Buick Lucerne CXL Premium
0771	2	2010 BUICK LUCERNE TECH SPECS	2010 Buick Lucerne Super
0772	2	2011 HYUNDAI ACCENT TECH SPECS	2011 Hyundai Accent (A4) Sedan
0773	2	2011 HYUNDAI ACCENT TECH SPECS	2011 Hyundai Accent (M5) Sedan
0774	2	2011 HYUNDAI ACCENT TECH SPECS	2011 Hyundai Accent GL (M5) Hatchback
0775	2	2011 HYUNDAI ACCENT TECH SPECS	2011 Hyundai Accent GS (A4) Hatchback
0776	2	2011 HYUNDAI ACCENT TECH SPECS	2011 Hyundai Accent SE (A4) Hatchback
0777	2	2010 HYUNDAI ACCENT TECH SPECS	2010 Hyundai Accent (M5) Sedan
0778	2	2010 HYUNDAI ACCENT TECH SPECS	2010 Hyundai Accent Blue (M5) Hatchback
0779	2	2010 HYUNDAI ACCENT TECH SPECS	2010 Hyundai Accent GS (M5) Hatchback
0780	2	2010 HYUNDAI ACCENT TECH SPECS	2010 Hyundai Accent SE (M5) Hatchback
0781	2	2011 HYUNDAI AZERA TECH SPECS	2011 Hyundai Azera GLS
0782	2	2011 HYUNDAI ELANTRA TECH SPECS	2011 Hyundai Elantra Limited (A6)
0783	2	2011 HYUNDAI ELANTRA TECH SPECS	2011 Hyundai Elantra Limited w/PZEV (A6)
0784	2	2010 HYUNDAI ELANTRA TECH SPECS	2010 Hyundai Elantra GLS (A4)
0785	2	2010 HYUNDAI ELANTRA TECH SPECS	2010 Hyundai Elantra SE w/PZEV (A4)
0786	2	2010 HYUNDAI ELANTRA TOURING TECH SPECS	2010 Hyundai Elantra Touring GLS (A4)
0787	2	2010 HYUNDAI ELANTRA TOURING TECH SPECS	2010 Hyundai Elantra Touring SE (M5)
0788	2	2011 HYUNDAI GENESIS TECH SPECS	2011 Hyundai Genesis 3.8
0789	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 2.0T (A5)
0790	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 2.0T (M6)
0791	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 2.0T Premium (A5)
0792	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 2.0T R-Spec (M6)
0793	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 3.8 Grand Touring w/Black Leather (A6)
0794	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 3.8 Grand Touring w/Brown Leather (A6)
0795	2	2011 HYUNDAI GENESIS COUPE TECH SPECS	2011 Hyundai Genesis Coupe 3.8 R-Spec (M6)
0796	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 2.0T (A5)
0797	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 2.0T (M6)
0798	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 2.0T Premium (A5)
0799	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 2.0T Premium (M6)
0800	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 2.0T R-Spec (M6)
0801	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 3.8 (A6)
0802	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 3.8 Grand Touring With Navigation (A6)
0803	2	2010 HYUNDAI GENESIS COUPE TECH SPECS	2010 Hyundai Genesis Coupe 3.8 Grand Touring With Navigation (M6)
0804	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe GLS (M6) FWD
0805	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe GLS AWD
0806	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe Limited (A6) FWD
0807	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe Limited V6 (A6) FWD
0808	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe Limited V6 AWD
0809	2	2011 HYUNDAI SANTA FE TECH SPECS	2011 Hyundai Santa Fe SE (A6) FWD
0810	2	2010 HYUNDAI SANTA FE TECH SPECS	2010 Hyundai Santa Fe Limited (A6) FWD
0811	2	2010 HYUNDAI SANTA FE TECH SPECS	2010 Hyundai Santa Fe Limited V6 AWD
0812	2	2010 HYUNDAI SANTA FE TECH SPECS	2010 Hyundai Santa Fe SE AWD
0813	2	2011 HYUNDAI SONATA TECH SPECS	2011 Hyundai Sonata GLS (A6)
0814	2	2011 HYUNDAI SONATA TECH SPECS	2011 Hyundai Sonata GLS w/PZEV (A6)
0815	2	2011 HYUNDAI SONATA TECH SPECS	2011 Hyundai Sonata SE (A6)
0816	2	2011 HYUNDAI SONATA TECH SPECS	2011 Hyundai Sonata SE 2.0T (A6)
0817	2	2010 HYUNDAI SONATA TECH SPECS	2010 Hyundai Sonata GLS (A5)
