auto	kbb	fuel_economy
1264	1	13 mpg City / 18 mpg Hwy
1265	1	20 mpg City / 23 mpg Hwy
1266	1	15 mpg City / 21 mpg Hwy
1267	1	14 mpg City / 18 mpg Hwy
1268	1	14 mpg City / 19 mpg Hwy
1269	1	15 mpg City / 21 mpg Hwy
1270	1	13 mpg City / 18 mpg Hwy
1271	1	15 mpg City / 21 mpg Hwy
1272	1	15 mpg City / 21 mpg Hwy
1273	1	15 mpg City / 21 mpg Hwy
1274	1	15 mpg City / 20 mpg Hwy
1275	1	15 mpg City / 21 mpg Hwy
1276	1	13 mpg City / 18 mpg Hwy
1277	1	13 mpg City / 18 mpg Hwy
1278	1	14 mpg City / 19 mpg Hwy
1279	1	15 mpg City / 21 mpg Hwy
1280	1	13 mpg City / 18 mpg Hwy
1281	1	15 mpg City / 21 mpg Hwy
1282	1	15 mpg City / 21 mpg Hwy
1283	1	15 mpg City / 21 mpg Hwy
1284	1	15 mpg City / 21 mpg Hwy
1285	1	15 mpg City / 20 mpg Hwy
1286	1	14 mpg City / 18 mpg Hwy
1287	1	14 mpg City / 18 mpg Hwy
1288	1	13 mpg City / 18 mpg Hwy
1289	1	13 mpg City / 19 mpg Hwy
1290	1	18 mpg City / 27 mpg Hwy
1291	1	18 mpg City / 28 mpg Hwy
1292	1	15 mpg City / 20 mpg Hwy
1293	1	14 mpg City / 18 mpg Hwy
1294	1	14 mpg City / 19 mpg Hwy
1295	1	-
1296	1	-
1297	1	-
1298	1	-
1299	1	-
1300	1	-
1301	1	-
1302	1	-
1303	1	-
1304	1	-
1305	1	-
1306	1	-
1307	1	-
1308	1	-
1309	1	-
1310	1	-
1311	1	-
1312	1	-
1313	1	-
1314	1	-
1315	1	-
1316	1	-
1317	1	-
1318	1	-
1319	1	-
1320	1	-
1321	1	-
1322	1	-
1323	1	-
1324	1	-
1325	1	-
1326	1	-
1327	1	-
1328	1	-
1329	1	-
1330	1	-
1331	1	-
1332	1	-
1333	1	-
1334	1	-
1335	1	-
1336	1	-
1337	1	-
1338	1	-
1339	1	-
1340	1	-
1341	1	-
1342	1	-
1343	1	-
1344	1	-
1345	1	-
1346	1	-
1347	1	-
1348	1	18 mpg City / 28 mpg Hwy
1349	1	-
1350	1	-
1351	1	-
1352	1	-
1353	1	-
1354	1	-
1355	1	-
1356	1	-
1357	1	-
1358	1	-
1359	1	-
1360	1	-
1361	1	-
1362	1	-
1363	1	-
1364	1	-
1365	1	-
1366	1	-
1367	1	15 mpg City / 21 mpg Hwy
1368	1	15 mpg City / 21 mpg Hwy
1369	1	15 mpg City / 21 mpg Hwy
1370	1	-
1371	1	-
1372	1	10 mpg City / 16 mpg Hwy
1373	1	10 mpg City / 15 mpg Hwy
1374	1	15 mpg City / 21 mpg Hwy
1375	1	15 mpg City / 21 mpg Hwy
1376	1	21 mpg City / 22 mpg Hwy
1377	1	21 mpg City / 22 mpg Hwy
1378	1	15 mpg City / 21 mpg Hwy
1379	1	15 mpg City / 21 mpg Hwy
1380	1	15 mpg City / 21 mpg Hwy
1381	1	15 mpg City / 21 mpg Hwy
1382	1	17 mpg City / 24 mpg Hwy
1383	1	16 mpg City / 23 mpg Hwy
1384	1	16 mpg City / 24 mpg Hwy
1385	1	17 mpg City / 26 mpg Hwy
1386	1	16 mpg City / 23 mpg Hwy
1387	1	17 mpg City / 24 mpg Hwy
1388	1	16 mpg City / 23 mpg Hwy
1389	1	-
1390	1	-
1391	1	-
1392	1	17 mpg City / 25 mpg Hwy
1393	1	17 mpg City / 25 mpg Hwy
1394	1	16 mpg City / 25 mpg Hwy
1395	1	17 mpg City / 25 mpg Hwy
1396	1	16 mpg City / 25 mpg Hwy
1397	1	16 mpg City / 23 mpg Hwy
1398	1	13 mpg City / 19 mpg Hwy
1399	1	19 mpg City / 24 mpg Hwy
1400	1	20 mpg City / 29 mpg Hwy
1401	1	18 mpg City / 26 mpg Hwy
1402	1	16 mpg City / 27 mpg Hwy
1403	1	21 mpg City / 30 mpg Hwy
1404	1	21 mpg City / 30 mpg Hwy
1405	1	17 mpg City / 24 mpg Hwy
1406	1	16 mpg City / 23 mpg Hwy
1407	1	17 mpg City / 25 mpg Hwy
1408	1	21 mpg City / 30 mpg Hwy
1409	1	-
1410	1	-
1411	1	16 mpg City / 24 mpg Hwy
1412	1	17 mpg City / 26 mpg Hwy
1413	1	23 mpg City / 31 mpg Hwy
1414	1	23 mpg City / 31 mpg Hwy
1415	1	23 mpg City / 27 mpg Hwy
1416	1	24 mpg City / 32 mpg Hwy
1417	1	23 mpg City / 29 mpg Hwy
1418	1	23 mpg City / 27 mpg Hwy
1419	1	17 mpg City / 25 mpg Hwy
1420	1	-
1421	1	17 mpg City / 25 mpg Hwy
1422	1	15 mpg City / 24 mpg Hwy
1423	1	-
1424	1	18 mpg City / 26 mpg Hwy
1425	1	17 mpg City / 23 mpg Hwy
1426	1	17 mpg City / 23 mpg Hwy
1427	1	17 mpg City / 23 mpg Hwy
1428	1	16 mpg City / 25 mpg Hwy
1429	1	16 mpg City / 23 mpg Hwy
1430	1	16 mpg City / 23 mpg Hwy
1431	1	13 mpg City / 19 mpg Hwy
1432	1	-
1433	1	16 mpg City / 25 mpg Hwy
1434	1	14 mpg City / 18 mpg Hwy
1435	1	16 mpg City / 23 mpg Hwy
1436	1	16 mpg City / 22 mpg Hwy
1437	1	16 mpg City / 23 mpg Hwy
1438	1	16 mpg City / 22 mpg Hwy
1439	1	17 mpg City / 24 mpg Hwy
1440	1	16 mpg City / 23 mpg Hwy
1441	1	16 mpg City / 23 mpg Hwy
1442	1	17 mpg City / 25 mpg Hwy
1443	1	-
1444	1	19 mpg City / 25 mpg Hwy
1445	1	19 mpg City / 25 mpg Hwy
1446	1	17 mpg City / 25 mpg Hwy
1447	1	16 mpg City / 24 mpg Hwy
1448	1	17 mpg City / 25 mpg Hwy
1449	1	16 mpg City / 22 mpg Hwy
1450	1	16 mpg City / 22 mpg Hwy
1451	1	16 mpg City / 22 mpg Hwy
1452	1	16 mpg City / 20 mpg Hwy
1453	1	16 mpg City / 21 mpg Hwy
1454	1	16 mpg City / 22 mpg Hwy
1455	1	15 mpg City / 21 mpg Hwy
1456	1	16 mpg City / 21 mpg Hwy
1457	1	16 mpg City / 21 mpg Hwy
1458	1	14 mpg City / 19 mpg Hwy
1459	1	14 mpg City / 19 mpg Hwy
1460	1	14 mpg City / 20 mpg Hwy
1461	1	13 mpg City / 18 mpg Hwy
1462	1	14 mpg City / 20 mpg Hwy
1463	1	14 mpg City / 19 mpg Hwy
1464	1	14 mpg City / 20 mpg Hwy
1465	1	14 mpg City / 20 mpg Hwy
1466	1	14 mpg City / 20 mpg Hwy
1467	1	13 mpg City / 18 mpg Hwy
1468	1	14 mpg City / 19 mpg Hwy
1469	1	13 mpg City / 18 mpg Hwy
1470	1	-
1471	1	-
1472	1	-
1473	1	-
1474	1	-
1475	1	-
1476	1	-
1477	1	-
1478	1	-
1479	1	-
1480	1	-
1481	1	-
1482	1	-
1483	1	-
1484	1	-
1485	1	-
1486	1	-
1487	1	-
1488	1	-
1489	1	-
1490	1	-
1491	1	-
1492	1	-
1493	1	-
1494	1	13 mpg City / 22 mpg Hwy
1495	1	13 mpg City / 22 mpg Hwy
1496	1	-
1497	1	-
1498	1	13 mpg City / 17 mpg Hwy
1499	1	13 mpg City / 16 mpg Hwy
1500	1	21 mpg City / 29 mpg Hwy
1501	1	-
1502	1	-
1503	1	-
1504	1	-
1505	1	10 mpg City / 14 mpg Hwy
1506	1	-
1507	1	-
1508	1	11 mpg City / 15 mpg Hwy
1509	1	17 mpg City / 23 mpg Hwy
1510	1	19 mpg City / 27 mpg Hwy
1511	1	18 mpg City / 25 mpg Hwy
1512	1	19 mpg City / 27 mpg Hwy
1513	1	18 mpg City / 25 mpg Hwy
1514	1	17 mpg City / 23 mpg Hwy
1515	1	22 mpg City / 28 mpg Hwy
1516	1	21 mpg City / 28 mpg Hwy
1517	1	21 mpg City / 28 mpg Hwy
1518	1	20 mpg City / 23 mpg Hwy
1519	1	30 mpg City / 27 mpg Hwy
1520	1	34 mpg City / 31 mpg Hwy
1521	1	21 mpg City / 29 mpg Hwy
1522	1	21 mpg City / 29 mpg Hwy
1523	1	23 mpg City / 28 mpg Hwy
1524	1	21 mpg City / 28 mpg Hwy
1525	1	34 mpg City / 31 mpg Hwy
1526	1	30 mpg City / 27 mpg Hwy
1527	1	34 mpg City / 31 mpg Hwy
1528	1	14 mpg City / 20 mpg Hwy
1529	1	14 mpg City / 20 mpg Hwy
1530	1	14 mpg City / 20 mpg Hwy
1531	1	12 mpg City / 17 mpg Hwy
1532	1	14 mpg City / 20 mpg Hwy
1533	1	12 mpg City / 17 mpg Hwy
1534	1	14 mpg City / 20 mpg Hwy
1535	1	13 mpg City / 18 mpg Hwy
1536	1	14 mpg City / 20 mpg Hwy
1537	1	13 mpg City / 18 mpg Hwy
1538	1	13 mpg City / 18 mpg Hwy
1539	1	14 mpg City / 20 mpg Hwy
1540	1	12 mpg City / 17 mpg Hwy
1541	1	12 mpg City / 17 mpg Hwy
1542	1	12 mpg City / 17 mpg Hwy
1543	1	14 mpg City / 20 mpg Hwy
1544	1	13 mpg City / 18 mpg Hwy
1545	1	14 mpg City / 20 mpg Hwy
1546	1	13 mpg City / 18 mpg Hwy
1547	1	13 mpg City / 18 mpg Hwy
1548	1	14 mpg City / 20 mpg Hwy
1549	1	13 mpg City / 19 mpg Hwy
1550	1	14 mpg City / 20 mpg Hwy
1551	1	-
1552	1	-
1553	1	-
1554	1	14 mpg City / 20 mpg Hwy
1555	1	13 mpg City / 19 mpg Hwy
1556	1	13 mpg City / 19 mpg Hwy
1557	1	14 mpg City / 18 mpg Hwy
1558	1	14 mpg City / 18 mpg Hwy
1559	1	14 mpg City / 20 mpg Hwy
1560	1	14 mpg City / 18 mpg Hwy
1561	1	14 mpg City / 20 mpg Hwy
1562	1	14 mpg City / 18 mpg Hwy
1563	1	14 mpg City / 18 mpg Hwy
1564	1	18 mpg City / 25 mpg Hwy
1565	1	18 mpg City / 28 mpg Hwy
1566	1	17 mpg City / 26 mpg Hwy
1567	1	19 mpg City
1568	1	14 mpg City / 18 mpg Hwy
1569	1	19 mpg City
1570	1	14 mpg City / 18 mpg Hwy
1571	1	15 mpg City
1572	1	14 mpg City / 20 mpg Hwy
1573	1	14 mpg City / 18 mpg Hwy
1574	1	14 mpg City / 20 mpg Hwy
1575	1	14 mpg City / 18 mpg Hwy
1576	1	-
1577	1	-
1578	1	-
1579	1	-
1580	1	-
1581	1	-
1582	1	-
1583	1	-
1584	1	-
1585	1	-
1586	1	15 mpg City / 19 mpg Hwy
1587	1	15 mpg City / 19 mpg Hwy
1588	1	14 mpg City / 20 mpg Hwy
1589	1	14 mpg City / 20 mpg Hwy
1590	1	15 mpg City / 21 mpg Hwy
1591	1	14 mpg City / 20 mpg Hwy
1592	1	14 mpg City / 20 mpg Hwy
1593	1	14 mpg City / 20 mpg Hwy
1594	1	14 mpg City / 18 mpg Hwy
1595	1	14 mpg City / 18 mpg Hwy
1596	1	14 mpg City / 18 mpg Hwy
1597	1	14 mpg City / 18 mpg Hwy
1598	1	14 mpg City / 18 mpg Hwy
1599	1	14 mpg City / 20 mpg Hwy
1600	1	14 mpg City / 18 mpg Hwy
1601	1	14 mpg City / 20 mpg Hwy
1602	1	-
1603	1	-
1604	1	-
1605	1	-
1606	1	-
1607	1	-
1608	1	-
1609	1	-
1610	1	-
1611	1	-
1612	1	-
1613	1	-
1614	1	-
1615	1	-
1616	1	-
1617	1	-
1618	1	-
1619	1	-
1620	1	-
1621	1	-
1622	1	-
1623	1	-
1624	1	-
1625	1	-
1626	1	-
1627	1	-
1628	1	-
1629	1	-
1630	1	-
1631	1	-
1632	1	-
1633	1	-
1634	1	-
1635	1	-
1636	1	-
1637	1	-
1638	1	-
1639	1	-
1640	1	-
1641	1	-
1642	1	-
1643	1	-
1644	1	-
1645	1	-
1646	1	-
1647	1	-
1648	1	-
1649	1	-
1650	1	-
1651	1	-
1652	1	-
1653	1	-
1654	1	-
1655	1	-
1656	1	-
1657	1	-
1658	1	-
1659	1	-
1660	1	18 mpg City / 28 mpg Hwy
1661	1	19 mpg City / 28 mpg Hwy
1662	1	-
1663	1	-
1664	1	-
1665	1	-
1666	1	-
1667	1	-
1668	1	-
1669	1	-
1670	1	-
1671	1	-
1672	1	-
1673	1	-
1674	1	-
1675	1	-
1676	1	-
1677	1	-
1678	1	-
1679	1	-
1680	1	-
1681	1	-
1682	1	-
1683	1	-
1684	1	-
1685	1	-
1686	1	-
1687	1	-
1688	1	-
1689	1	-
1690	1	-
1691	1	-
1692	1	-
1693	1	-
1694	1	-
1695	1	-
1696	1	-
1697	1	-
1698	1	-
1699	1	-
1700	1	-
1701	1	-
1702	1	-
1703	1	-
1704	1	-
1705	1	-
1706	1	-
1707	1	-
1708	1	-
1709	1	-
1710	1	-
1711	1	-
1712	1	-
1713	1	-
1714	1	-
1715	1	-
1716	1	-
1717	1	-
1718	1	-
1719	1	-
1720	1	-
1721	1	-
1722	1	28 mpg City / 37 mpg Hwy
1723	1	28 mpg City / 37 mpg Hwy
1724	1	17 mpg City / 24 mpg Hwy
1725	1	16 mpg City / 22 mpg Hwy
1726	1	16 mpg City / 22 mpg Hwy
1727	1	16 mpg City / 22 mpg Hwy
1728	1	16 mpg City / 22 mpg Hwy
1729	1	18 mpg City / 28 mpg Hwy
1730	1	17 mpg City / 25 mpg Hwy
1731	1	18 mpg City / 28 mpg Hwy
1732	1	17 mpg City / 26 mpg Hwy
1733	1	18 mpg City / 28 mpg Hwy
1734	1	16 mpg City / 25 mpg Hwy
1735	1	23 mpg City / 36 mpg Hwy
1736	1	17 mpg City / 25 mpg Hwy
1737	1	17 mpg City / 24 mpg Hwy
1738	1	16 mpg City / 22 mpg Hwy
1739	1	16 mpg City / 21 mpg Hwy
1740	1	16 mpg City / 22 mpg Hwy
1741	1	24 mpg City / 35 mpg Hwy
1742	1	24 mpg City / 35 mpg Hwy
1743	1	24 mpg City / 35 mpg Hwy
1744	1	25 mpg City / 35 mpg Hwy
1745	1	-
1746	1	-
1747	1	-
1748	1	22 mpg City / 29 mpg Hwy
1749	1	22 mpg City / 31 mpg Hwy
1750	1	17 mpg City / 24 mpg Hwy
1751	1	41 mpg City / 36 mpg Hwy
1752	1	22 mpg City / 32 mpg Hwy
1753	1	22 mpg City / 29 mpg Hwy
1754	1	18 mpg City / 26 mpg Hwy
1755	1	17 mpg City / 24 mpg Hwy
1756	1	41 mpg City / 31 mpg Hwy
1757	1	18 mpg City / 26 mpg Hwy
1758	1	18 mpg City / 26 mpg Hwy
1759	1	16 mpg City / 24 mpg Hwy
1760	1	18 mpg City / 26 mpg Hwy
1761	1	16 mpg City / 24 mpg Hwy
1762	1	14 mpg City / 22 mpg Hwy
1763	1	19 mpg City / 29 mpg Hwy
1764	1	17 mpg City / 26 mpg Hwy
1765	1	19 mpg City / 29 mpg Hwy
1766	1	15 mpg City / 23 mpg Hwy
1767	1	22 mpg City / 27 mpg Hwy
1768	1	22 mpg City / 27 mpg Hwy
1769	1	18 mpg City / 28 mpg Hwy
1770	1	19 mpg City / 28 mpg Hwy
1771	1	17 mpg City / 26 mpg Hwy
1772	1	19 mpg City / 28 mpg Hwy
1773	1	18 mpg City / 26 mpg Hwy
1774	1	17 mpg City / 25 mpg Hwy
1775	1	19 mpg City / 26 mpg Hwy
1776	1	23 mpg City / 36 mpg Hwy
1777	1	22 mpg City / 27 mpg Hwy
1778	1	15 mpg City / 19 mpg Hwy
1779	1	22 mpg City / 27 mpg Hwy
1780	1	16 mpg City / 21 mpg Hwy
1781	1	15 mpg City / 19 mpg Hwy
1782	1	16 mpg City / 21 mpg Hwy
1783	1	16 mpg City / 21 mpg Hwy
1784	1	15 mpg City / 19 mpg Hwy
1785	1	18 mpg City / 27 mpg Hwy
1786	1	17 mpg City / 25 mpg Hwy
1787	1	18 mpg City / 27 mpg Hwy
1788	1	17 mpg City / 25 mpg Hwy
1789	1	18 mpg City / 28 mpg Hwy
1790	1	17 mpg City / 25 mpg Hwy
1791	1	22 mpg City / 25 mpg Hwy
1792	1	22 mpg City / 25 mpg Hwy
1793	1	22 mpg City / 25 mpg Hwy
1794	1	22 mpg City / 25 mpg Hwy
1795	1	22 mpg City / 25 mpg Hwy
1796	1	21 mpg City / 26 mpg Hwy
1797	1	21 mpg City / 26 mpg Hwy
1798	1	21 mpg City / 26 mpg Hwy
1799	1	22 mpg City / 25 mpg Hwy
1800	1	21 mpg City / 26 mpg Hwy
1801	1	17 mpg City / 24 mpg Hwy
1802	1	16 mpg City / 23 mpg Hwy
1803	1	17 mpg City / 24 mpg Hwy
1804	1	17 mpg City / 24 mpg Hwy
1805	1	17 mpg City / 24 mpg Hwy
1806	1	16 mpg City / 23 mpg Hwy
1807	1	17 mpg City / 27 mpg Hwy
1808	1	18 mpg City / 26 mpg Hwy
1809	1	16 mpg City / 24 mpg Hwy
1810	1	19 mpg City / 28 mpg Hwy
1811	1	15 mpg City / 22 mpg Hwy
1812	1	15 mpg City / 21 mpg Hwy
1813	1	-
1814	1	16 mpg City / 23 mpg Hwy
1815	1	18 mpg City / 25 mpg Hwy
1816	1	17 mpg City / 23 mpg Hwy
1817	1	16 mpg City / 21 mpg Hwy
1818	1	18 mpg City / 25 mpg Hwy
1819	1	16 mpg City / 21 mpg Hwy
1820	1	16 mpg City / 21 mpg Hwy
1821	1	18 mpg City / 24 mpg Hwy
1822	1	17 mpg City / 23 mpg Hwy
1823	1	17 mpg City / 23 mpg Hwy
1824	1	18 mpg City / 25 mpg Hwy
1825	1	18 mpg City / 24 mpg Hwy
1826	1	18 mpg City / 25 mpg Hwy
1827	1	18 mpg City / 24 mpg Hwy
1828	1	15 mpg City / 20 mpg Hwy
1829	1	13 mpg City / 17 mpg Hwy
1830	1	-
1831	1	-
1832	1	13 mpg City / 17 mpg Hwy
1833	1	13 mpg City / 17 mpg Hwy
1834	1	13 mpg City / 17 mpg Hwy
1835	1	13 mpg City / 17 mpg Hwy
1836	1	13 mpg City / 17 mpg Hwy
1837	1	22 mpg City / 32 mpg Hwy
1838	1	19 mpg City / 29 mpg Hwy
1839	1	19 mpg City / 27 mpg Hwy
1840	1	15 mpg City / 22 mpg Hwy
1841	1	16 mpg City / 24 mpg Hwy
1842	1	15 mpg City / 22 mpg Hwy
1843	1	-
1844	1	-
1845	1	-
1846	1	-
1847	1	-
1848	1	-
1849	1	-
1850	1	15 mpg City / 23 mpg Hwy
1851	1	14 mpg City / 21 mpg Hwy
1852	1	14 mpg City / 20 mpg Hwy
1853	1	13 mpg City / 19 mpg Hwy
1854	1	14 mpg City / 22 mpg Hwy
1855	1	14 mpg City / 22 mpg Hwy
1856	1	14 mpg City / 20 mpg Hwy
1857	1	14 mpg City / 20 mpg Hwy
1858	1	11 mpg City / 17 mpg Hwy
1859	1	11 mpg City / 17 mpg Hwy
1860	1	15 mpg City / 21 mpg Hwy
1861	1	19 mpg City / 26 mpg Hwy
1862	1	17 mpg City / 25 mpg Hwy
1863	1	19 mpg City / 26 mpg Hwy
1864	1	14 mpg City / 20 mpg Hwy
1865	1	12 mpg City / 17 mpg Hwy
1866	1	-
1867	1	-
1868	1	-
1869	1	-
1870	1	-
1871	1	-
1872	1	14 mpg City / 19 mpg Hwy
1873	1	14 mpg City / 19 mpg Hwy
1874	1	21 mpg City / 22 mpg Hwy
1875	1	14 mpg City / 20 mpg Hwy
1876	1	13 mpg City / 18 mpg Hwy
1877	1	14 mpg City / 19 mpg Hwy
1878	1	14 mpg City / 19 mpg Hwy
1879	1	13 mpg City / 18 mpg Hwy
1880	1	15 mpg City / 22 mpg Hwy
1881	1	15 mpg City / 21 mpg Hwy
1882	1	13 mpg City / 18 mpg Hwy
1883	1	12 mpg City / 18 mpg Hwy
1884	1	20 mpg City / 23 mpg Hwy
1885	1	15 mpg City / 20 mpg Hwy
1886	1	14 mpg City / 20 mpg Hwy
1887	1	14 mpg City / 18 mpg Hwy
1888	1	14 mpg City / 19 mpg Hwy
1889	1	14 mpg City / 19 mpg Hwy
1890	1	14 mpg City / 18 mpg Hwy
1891	1	14 mpg City / 19 mpg Hwy
1892	1	14 mpg City / 20 mpg Hwy
1893	1	14 mpg City / 19 mpg Hwy
1894	1	14 mpg City / 19 mpg Hwy
1895	1	15 mpg City / 21 mpg Hwy
1896	1	14 mpg City / 20 mpg Hwy
1897	1	14 mpg City / 19 mpg Hwy
1898	1	13 mpg City / 18 mpg Hwy
1899	1	14 mpg City / 19 mpg Hwy
1900	1	14 mpg City / 20 mpg Hwy
1901	1	15 mpg City / 21 mpg Hwy
1902	1	15 mpg City / 21 mpg Hwy
1903	1	15 mpg City / 20 mpg Hwy
1904	1	15 mpg City / 20 mpg Hwy
1905	1	14 mpg City / 18 mpg Hwy
1906	1	14 mpg City / 19 mpg Hwy
1907	1	14 mpg City / 19 mpg Hwy
1908	1	13 mpg City / 18 mpg Hwy
1909	1	15 mpg City / 20 mpg Hwy
1910	1	14 mpg City / 18 mpg Hwy
1911	1	14 mpg City / 18 mpg Hwy
1912	1	14 mpg City / 19 mpg Hwy
1913	1	-
1914	1	-
1915	1	-
1916	1	-
1917	1	-
1918	1	-
1919	1	-
1920	1	-
1921	1	-
1922	1	-
1923	1	-
1924	1	-
1925	1	-
1926	1	-
1927	1	-
1928	1	-
1929	1	-
1930	1	-
1931	1	-
1932	1	-
1933	1	-
1934	1	-
1935	1	-
1936	1	-
1937	1	-
1938	1	-
1939	1	-
1940	1	-
1941	1	-
1942	1	-
1943	1	-
1944	1	-
1945	1	-
1946	1	-
1947	1	-
1948	1	-
1949	1	-
1950	1	-
1951	1	-
1952	1	-
1953	1	-
1954	1	-
1955	1	-
1956	1	-
1957	1	-
1958	1	-
1959	1	-
1960	1	-
1961	1	-
1962	1	-
1963	1	-
1964	1	-
1965	1	-
1966	1	-
1967	1	-
1968	1	-
1969	1	-
1970	1	-
1971	1	-
1972	1	-
1973	1	-
1974	1	-
1975	1	-
1976	1	-
1977	1	-
1978	1	-
1979	1	-
1980	1	-
1981	1	-
1982	1	-
1983	1	-
1984	1	-
1985	1	-
1986	1	-
1987	1	-
1988	1	-
1989	1	-
1990	1	-
1991	1	22 mpg City / 32 mpg Hwy
1992	1	20 mpg City / 29 mpg Hwy
1993	1	22 mpg City / 32 mpg Hwy
1994	1	15 mpg City / 21 mpg Hwy
1995	1	15 mpg City / 21 mpg Hwy
1996	1	15 mpg City / 21 mpg Hwy
1997	1	21 mpg City / 22 mpg Hwy
1998	1	21 mpg City / 22 mpg Hwy
1999	1	21 mpg City / 22 mpg Hwy
